LogisticsShipmentExecutionKey,ShipDateKey,PlannedDeliveryDateKey,ActualDeliveryDateKey,ShipTimeOfDayKey,ActualDeliveryTimeOfDayKey,LogisticsShipmentHeaderKey,LogisticsShipmentLineKey,LogisticsCarrierServiceOptionKey,LogisticsLaneSegmentKey,ProductKey,CustomerKey,LogisticsShipmentStatusKey,LogisticsServiceLevelKey,UnitOfMeasureKey,CurrencyKey,ShippedQuantity,ShippedWeightKg,FreightAmount,SourceSystemKey,BatchId,LoadedAtUtc
5892,20260822,20260718,20260616,35580,23100,72,86,64,304,325,94,13,5,2,1,124.5000,893.0000,8082.0400,1,1,2026-08-24T00:00:00.000
5893,20260707,20260822,20260705,26880,19740,350,121,338,162,47,320,8,14,5,3,125.2000,894.0000,8083.4100,1,1,2026-08-24T00:00:00.000
5894,20260719,20260718,20260601,13500,58860,358,369,84,219,121,352,10,13,5,5,125.9000,895.0000,8084.7800,1,1,2026-08-24T00:00:00.000
5895,20260719,20260710,20260717,61140,28680,65,424,341,83,19,299,5,2,7,1,126.6000,896.0000,8086.1500,1,1,2026-08-24T00:00:00.000
5896,20260728,20260715,20260608,33120,85860,368,13,435,427,117,135,8,15,5,5,127.3000,897.0000,8087.5200,1,1,2026-08-24T00:00:00.000
5897,20260810,20260629,20260723,36600,23820,479,396,227,214,160,282,14,5,1,2,128.0000,898.0000,8088.8900,1,1,2026-08-24T00:00:00.000
5898,20260724,20260710,20260708,45780,13200,437,347,326,80,8,421,1,10,7,5,128.7000,899.0000,8090.2600,1,1,2026-08-24T00:00:00.000
5899,20260527,20260627,20260729,49680,64800,151,353,59,307,63,-1,12,3,6,4,129.4000,900.0000,8091.6300,1,1,2026-08-24T00:00:00.000
5900,20260725,20260629,20260728,49680,31920,239,354,494,342,327,67,6,19,5,5,130.1000,901.0000,8093.0000,1,1,2026-08-24T00:00:00.000
5901,20260701,20260820,20260813,83400,64320,212,19,144,167,231,383,1,6,3,3,130.8000,902.0000,8094.3700,1,1,2026-08-24T00:00:00.000
5902,20260712,20260810,20260615,75960,19200,178,43,431,272,481,362,1,20,2,5,131.5000,903.0000,8095.7400,1,1,2026-08-24T00:00:00.000
5903,20260722,20260528,20260818,71520,59040,321,285,310,81,9,46,8,8,5,3,132.2000,904.0000,8097.1100,1,1,2026-08-24T00:00:00.000
5904,20260710,20260721,20260622,19740,81240,175,240,193,102,181,54,14,1,2,2,132.9000,905.0000,8098.4800,1,1,2026-08-24T00:00:00.000
5905,20260814,20260804,20260805,34440,9360,384,249,359,9,77,353,1,18,5,4,133.6000,906.0000,8099.8500,1,1,2026-08-24T00:00:00.000
5906,20260630,20260808,20260716,19620,21240,196,157,248,222,190,94,13,13,5,3,134.3000,907.0000,8101.2200,1,1,2026-08-24T00:00:00.000
5907,20260729,20260612,20260718,62280,67800,271,345,382,474,254,300,11,6,4,5,135.0000,908.0000,8102.5900,1,1,2026-08-24T00:00:00.000
5908,20260805,20260531,20260723,16560,49260,353,155,124,162,121,413,3,15,6,5,135.7000,909.0000,8103.9600,1,1,2026-08-24T00:00:00.000
5909,20260730,20260730,20260821,17940,75300,260,349,3,446,199,34,1,6,4,2,136.4000,910.0000,8105.3300,1,1,2026-08-24T00:00:00.000
5910,20260710,20260811,20260605,38460,43560,457,187,371,142,476,399,4,17,3,1,137.1000,911.0000,8106.7000,1,1,2026-08-24T00:00:00.000
5911,20260614,20260609,20260706,51360,17400,397,176,484,310,435,366,5,10,3,2,137.8000,912.0000,8108.0700,1,1,2026-08-24T00:00:00.000
5912,20260630,20260803,20260614,27780,41280,190,179,112,249,241,169,6,11,6,4,138.5000,913.0000,8109.4400,1,1,2026-08-24T00:00:00.000
5913,20260603,20260601,20260811,14220,3600,93,499,257,301,2,124,8,18,1,3,139.2000,914.0000,8110.8100,1,1,2026-08-24T00:00:00.000
5914,20260823,20260708,20260803,27660,70560,353,95,211,54,347,442,10,9,2,3,139.9000,915.0000,8112.1800,1,1,2026-08-24T00:00:00.000
5915,20260613,20260726,20260720,8520,59280,240,455,138,219,426,273,6,3,1,2,140.6000,916.0000,8113.5500,1,1,2026-08-24T00:00:00.000
5916,20260711,20260628,20260705,75300,19560,372,309,484,89,51,-1,7,11,7,3,141.3000,917.0000,8114.9200,1,1,2026-08-24T00:00:00.000
5917,20260801,20260818,20260602,67560,86160,216,281,144,55,406,159,13,9,5,1,142.0000,918.0000,8116.2900,1,1,2026-08-24T00:00:00.000
5918,20260604,20260804,20260605,16440,78000,440,75,329,278,456,499,11,5,7,4,142.7000,919.0000,8117.6600,1,1,2026-08-24T00:00:00.000
5919,20260617,20260725,20260724,72720,39060,379,324,494,296,191,62,1,7,4,1,143.4000,920.0000,8119.0300,1,1,2026-08-24T00:00:00.000
5920,20260708,20260720,20260602,45600,6840,230,402,498,458,424,134,12,20,6,1,144.1000,921.0000,8120.4000,1,1,2026-08-24T00:00:00.000
5921,20260621,20260620,20260527,5700,39180,294,308,446,112,409,268,10,10,7,4,144.8000,922.0000,8121.7700,1,1,2026-08-24T00:00:00.000
5922,20260616,20260627,20260710,8100,71520,388,89,386,358,218,176,11,5,7,5,145.5000,923.0000,8123.1400,1,1,2026-08-24T00:00:00.000
5923,20260628,20260816,20260803,82080,12660,147,225,355,203,262,15,6,2,3,4,146.2000,924.0000,8124.5100,1,1,2026-08-24T00:00:00.000
5924,20260804,20260626,20260628,31560,59460,187,25,397,409,379,73,4,1,1,3,146.9000,925.0000,8125.8800,1,1,2026-08-24T00:00:00.000
5925,20260813,20260721,20260614,23400,64920,194,147,478,274,29,397,5,6,4,1,147.6000,926.0000,8127.2500,1,1,2026-08-24T00:00:00.000
5926,20260724,20260729,20260618,16620,58860,223,317,164,182,492,340,4,7,5,3,148.3000,927.0000,8128.6200,1,1,2026-08-24T00:00:00.000
5927,20260610,20260718,20260612,55680,43740,454,388,156,222,5,170,4,8,3,3,149.0000,928.0000,8129.9900,1,1,2026-08-24T00:00:00.000
5928,20260725,20260603,20260715,41940,4260,2,247,21,102,261,235,2,18,2,4,149.7000,929.0000,8131.3600,1,1,2026-08-24T00:00:00.000
5929,20260814,20260603,20260703,13800,52380,177,53,472,414,146,152,8,6,1,1,150.4000,930.0000,8132.7300,1,1,2026-08-24T00:00:00.000
5930,20260614,20260623,20260529,70680,72780,242,67,281,288,103,52,8,10,1,1,151.1000,931.0000,8134.1000,1,1,2026-08-24T00:00:00.000
5931,20260823,20260616,20260818,78360,11460,221,235,496,114,320,490,2,16,2,2,151.8000,932.0000,8135.4700,1,1,2026-08-24T00:00:00.000
5932,20260709,20260810,20260613,26820,18000,10,414,29,435,35,68,14,1,6,3,152.5000,933.0000,8136.8400,1,1,2026-08-24T00:00:00.000
5933,20260701,20260601,20260717,63180,46200,202,387,322,287,320,-1,10,15,4,2,153.2000,934.0000,8138.2100,1,1,2026-08-24T00:00:00.000
5934,20260705,20260705,20260713,62460,18000,437,429,192,17,416,225,6,6,2,2,153.9000,935.0000,8139.5800,1,1,2026-08-24T00:00:00.000
5935,20260822,20260813,20260606,6240,34980,314,473,425,175,137,34,7,9,4,5,154.6000,936.0000,8140.9500,1,1,2026-08-24T00:00:00.000
5936,20260818,20260824,20260810,52020,11160,374,443,303,323,278,297,3,19,3,3,155.3000,937.0000,8142.3200,1,1,2026-08-24T00:00:00.000
5937,20260806,20260820,20260712,49320,40020,454,188,372,187,458,441,8,1,3,4,156.0000,938.0000,8143.6900,1,1,2026-08-24T00:00:00.000
5938,20260623,20260531,20260814,76980,29400,365,223,36,431,467,209,9,10,7,5,156.7000,939.0000,8145.0600,1,1,2026-08-24T00:00:00.000
5939,20260629,20260811,20260619,54540,27420,45,260,281,495,310,354,12,7,5,3,157.4000,940.0000,8146.4300,1,1,2026-08-24T00:00:00.000
5940,20260731,20260610,20260608,71940,36540,35,432,391,174,122,213,4,12,6,4,158.1000,941.0000,8147.8000,1,1,2026-08-24T00:00:00.000
5941,20260809,20260601,20260721,44520,69660,469,404,177,117,167,355,11,12,5,3,158.8000,942.0000,8149.1700,1,1,2026-08-24T00:00:00.000
5942,20260816,20260529,20260815,40200,23160,148,336,476,367,406,267,14,14,1,4,159.5000,943.0000,8150.5400,1,1,2026-08-24T00:00:00.000
5943,20260628,20260711,20260817,25740,30060,51,372,60,466,239,285,2,13,2,5,160.2000,944.0000,8151.9100,1,1,2026-08-24T00:00:00.000
5944,20260602,20260724,20260724,34200,14220,277,459,387,271,302,227,8,12,3,1,160.9000,945.0000,8153.2800,1,1,2026-08-24T00:00:00.000
5945,20260715,20260815,20260813,28800,79200,95,132,244,495,312,324,2,8,3,3,161.6000,946.0000,8154.6500,1,1,2026-08-24T00:00:00.000
5946,20260813,20260726,20260713,48600,36300,289,258,49,97,7,308,13,3,6,5,162.3000,947.0000,8156.0200,1,1,2026-08-24T00:00:00.000
5947,20260531,20260607,20260705,3600,5760,296,69,111,262,10,444,6,15,2,5,163.0000,948.0000,8157.3900,1,1,2026-08-24T00:00:00.000
5948,20260604,20260601,20260705,22740,58140,39,429,120,188,191,191,10,9,7,5,163.7000,949.0000,8158.7600,1,1,2026-08-24T00:00:00.000
5949,20260628,20260801,20260614,10920,42600,28,135,8,213,414,111,10,4,6,1,164.4000,950.0000,8160.1300,1,1,2026-08-24T00:00:00.000
5950,20260806,20260621,20260725,43380,14760,131,124,161,404,368,-1,11,3,3,4,165.1000,951.0000,8161.5000,1,1,2026-08-24T00:00:00.000
5951,20260727,20260604,20260616,85380,85920,95,443,444,494,268,209,10,9,3,2,165.8000,952.0000,8162.8700,1,1,2026-08-24T00:00:00.000
5952,20260723,20260729,20260713,29640,37620,65,214,336,336,25,93,10,17,6,2,166.5000,953.0000,8164.2400,1,1,2026-08-24T00:00:00.000
5953,20260724,20260817,20260802,39780,13620,462,393,235,449,389,96,13,18,5,2,167.2000,954.0000,8165.6100,1,1,2026-08-24T00:00:00.000
5954,20260701,20260710,20260616,18060,62280,170,15,361,242,71,166,12,18,5,4,167.9000,955.0000,8166.9800,1,1,2026-08-24T00:00:00.000
5955,20260624,20260705,20260603,58620,40200,457,471,334,119,94,309,1,15,7,4,168.6000,956.0000,8168.3500,1,1,2026-08-24T00:00:00.000
5956,20260722,20260824,20260817,31140,61860,181,373,124,229,311,1,10,2,3,3,169.3000,957.0000,8169.7200,1,1,2026-08-24T00:00:00.000
5957,20260707,20260727,20260603,6600,13020,75,327,479,361,50,418,7,19,1,5,170.0000,958.0000,8171.0900,1,1,2026-08-24T00:00:00.000
5958,20260613,20260816,20260816,25500,43680,355,381,127,145,335,61,12,11,2,4,170.7000,959.0000,8172.4600,1,1,2026-08-24T00:00:00.000
5959,20260601,20260713,20260702,13140,16800,140,499,23,340,410,51,6,6,3,3,171.4000,960.0000,8173.8300,1,1,2026-08-24T00:00:00.000
5960,20260712,20260623,20260822,46680,39240,79,234,1,363,460,370,1,17,1,3,172.1000,961.0000,8175.2000,1,1,2026-08-24T00:00:00.000
5961,20260605,20260716,20260712,4560,6180,62,325,469,343,446,347,4,3,4,4,172.8000,962.0000,8176.5700,1,1,2026-08-24T00:00:00.000
5962,20260618,20260717,20260727,36060,61560,74,182,364,224,384,396,2,7,6,4,173.5000,963.0000,8177.9400,1,1,2026-08-24T00:00:00.000
5963,20260626,20260613,20260706,9540,85020,337,82,402,389,343,177,7,3,6,2,174.2000,964.0000,8179.3100,1,1,2026-08-24T00:00:00.000
5964,20260616,20260810,20260707,69780,61980,245,400,287,114,341,20,5,8,5,3,174.9000,965.0000,8180.6800,1,1,2026-08-24T00:00:00.000
5965,20260824,20260817,20260709,46020,45360,305,344,381,18,365,464,11,13,1,4,175.6000,966.0000,8182.0500,1,1,2026-08-24T00:00:00.000
5966,20260612,20260820,20260806,60120,15540,42,41,95,52,202,231,7,13,1,1,176.3000,967.0000,8183.4200,1,1,2026-08-24T00:00:00.000
5967,20260614,20260818,20260821,39420,58320,204,144,219,299,404,-1,14,5,2,1,177.0000,968.0000,8184.7900,1,1,2026-08-24T00:00:00.000
5968,20260531,20260618,20260619,74280,33600,222,346,3,391,12,456,6,3,2,3,177.7000,969.0000,8186.1600,1,1,2026-08-24T00:00:00.000
5969,20260718,20260819,20260605,40620,81420,269,438,187,130,408,233,7,7,3,5,178.4000,970.0000,8187.5300,1,1,2026-08-24T00:00:00.000
5970,20260627,20260709,20260726,24900,57780,386,337,378,238,460,370,5,6,7,1,179.1000,971.0000,8188.9000,1,1,2026-08-24T00:00:00.000
5971,20260718,20260603,20260712,71400,35760,106,98,211,342,453,276,2,8,7,2,179.8000,972.0000,8190.2700,1,1,2026-08-24T00:00:00.000
5972,20260722,20260820,20260815,13980,54060,440,120,133,134,473,391,2,1,6,1,180.5000,973.0000,8191.6400,1,1,2026-08-24T00:00:00.000
5973,20260713,20260725,20260613,18480,2640,340,315,2,112,382,336,10,10,3,2,181.2000,974.0000,8193.0100,1,1,2026-08-24T00:00:00.000
5974,20260808,20260615,20260817,14280,32940,486,3,313,267,388,78,2,7,5,2,181.9000,975.0000,8194.3800,1,1,2026-08-24T00:00:00.000
5975,20260615,20260805,20260715,9120,4980,57,348,480,312,51,299,2,10,4,3,182.6000,976.0000,8195.7500,1,1,2026-08-24T00:00:00.000
5976,20260709,20260616,20260713,10800,6540,226,305,272,103,94,130,7,14,3,4,183.3000,977.0000,8197.1200,1,1,2026-08-24T00:00:00.000
5977,20260808,20260714,20260712,42900,28800,124,446,470,193,432,216,5,9,1,1,184.0000,978.0000,8198.4900,1,1,2026-08-24T00:00:00.000
5978,20260626,20260620,20260815,30900,50700,182,203,99,121,495,395,13,18,3,2,184.7000,979.0000,8199.8600,1,1,2026-08-24T00:00:00.000
5979,20260818,20260627,20260806,30420,80460,357,144,206,12,107,111,1,3,5,2,185.4000,980.0000,8201.2300,1,1,2026-08-24T00:00:00.000
5980,20260815,20260611,20260705,69060,48600,120,38,466,114,356,407,1,20,2,3,186.1000,981.0000,8202.6000,1,1,2026-08-24T00:00:00.000
5981,20260811,20260807,20260711,58620,6300,174,124,371,219,60,364,2,4,4,3,186.8000,982.0000,8203.9700,1,1,2026-08-24T00:00:00.000
5982,20260705,20260707,20260724,18540,55260,304,61,310,428,479,172,2,11,2,1,187.5000,983.0000,8205.3400,1,1,2026-08-24T00:00:00.000
5983,20260608,20260624,20260817,2400,58560,213,226,209,140,52,106,8,16,7,4,188.2000,984.0000,8206.7100,1,1,2026-08-24T00:00:00.000
5984,20260625,20260623,20260719,25440,40380,174,469,367,209,96,-1,7,2,6,2,188.9000,985.0000,8208.0800,1,1,2026-08-24T00:00:00.000
5985,20260823,20260701,20260726,76620,38820,263,438,446,7,324,3,11,15,1,5,189.6000,986.0000,8209.4500,1,1,2026-08-24T00:00:00.000
5986,20260709,20260706,20260812,73080,44460,299,225,434,331,114,103,8,16,3,4,190.3000,987.0000,8210.8200,1,1,2026-08-24T00:00:00.000
5987,20260716,20260609,20260822,44400,32700,488,470,286,183,366,196,11,4,1,2,191.0000,988.0000,8212.1900,1,1,2026-08-24T00:00:00.000
5988,20260615,20260809,20260626,75540,82740,356,412,197,500,8,420,12,8,2,4,191.7000,989.0000,8213.5600,1,1,2026-08-24T00:00:00.000
5989,20260824,20260611,20260617,37320,57420,493,446,108,237,226,394,6,10,6,2,192.4000,990.0000,8214.9300,1,1,2026-08-24T00:00:00.000
5990,20260720,20260612,20260723,30420,11880,358,38,347,40,161,159,13,14,7,2,193.1000,991.0000,8216.3000,1,1,2026-08-24T00:00:00.000
5991,20260616,20260715,20260803,6360,41220,493,383,384,267,410,185,11,11,1,4,193.8000,992.0000,8217.6700,1,1,2026-08-24T00:00:00.000
5992,20260630,20260822,20260609,85740,41100,323,399,491,57,301,150,2,6,5,5,194.5000,993.0000,8219.0400,1,1,2026-08-24T00:00:00.000
5993,20260616,20260622,20260618,26760,74400,348,30,443,447,362,226,12,3,2,1,195.2000,994.0000,8220.4100,1,1,2026-08-24T00:00:00.000
5994,20260730,20260623,20260630,78240,3600,155,372,169,227,328,478,5,18,6,5,195.9000,995.0000,8221.7800,1,1,2026-08-24T00:00:00.000
5995,20260608,20260809,20260718,16800,71640,63,10,16,340,136,20,12,5,7,4,196.6000,996.0000,8223.1500,1,1,2026-08-24T00:00:00.000
5996,20260530,20260724,20260710,13500,74400,224,102,376,335,487,387,8,13,7,2,197.3000,997.0000,8224.5200,1,1,2026-08-24T00:00:00.000
5997,20260729,20260618,20260730,83820,12660,476,32,4,103,395,186,2,12,4,3,198.0000,998.0000,8225.8900,1,1,2026-08-24T00:00:00.000
5998,20260810,20260607,20260804,62460,31380,253,127,249,199,342,3,9,18,5,3,198.7000,999.0000,8227.2600,1,1,2026-08-24T00:00:00.000
5999,20260630,20260529,20260729,32880,39420,43,191,291,31,94,13,9,15,3,5,199.4000,1000.0000,8228.6300,1,1,2026-08-24T00:00:00.000
6000,20260704,20260813,20260602,59640,79620,220,113,213,21,228,483,11,19,3,1,200.1000,1.0000,8230.0000,1,1,2026-08-24T00:00:00.000
6001,20260531,20260704,20260819,44940,67140,86,201,193,461,362,-1,10,6,1,5,200.8000,2.0000,8231.3700,1,1,2026-08-24T00:00:00.000
6002,20260714,20260712,20260619,30600,33300,147,19,57,173,82,253,10,14,1,4,201.5000,3.0000,8232.7400,1,1,2026-08-24T00:00:00.000
6003,20260625,20260808,20260623,44700,3240,18,383,54,171,382,13,2,20,6,3,202.2000,4.0000,8234.1100,1,1,2026-08-24T00:00:00.000
6004,20260606,20260705,20260807,22080,3300,31,236,499,198,295,437,12,12,4,4,202.9000,5.0000,8235.4800,1,1,2026-08-24T00:00:00.000
6005,20260604,20260723,20260614,8820,50220,313,4,268,203,389,206,11,18,3,4,203.6000,6.0000,8236.8500,1,1,2026-08-24T00:00:00.000
6006,20260802,20260619,20260622,62760,66360,207,91,269,220,117,288,3,2,2,3,204.3000,7.0000,8238.2200,1,1,2026-08-24T00:00:00.000
6007,20260812,20260824,20260725,16500,22380,462,267,278,220,244,51,8,19,2,1,205.0000,8.0000,8239.5900,1,1,2026-08-24T00:00:00.000
6008,20260701,20260822,20260713,15900,76020,465,394,388,399,493,440,10,13,4,4,205.7000,9.0000,8240.9600,1,1,2026-08-24T00:00:00.000
6009,20260626,20260725,20260802,82200,31620,13,398,58,358,85,60,9,20,5,1,206.4000,10.0000,8242.3300,1,1,2026-08-24T00:00:00.000
6010,20260808,20260617,20260528,83220,32040,380,33,253,57,86,119,8,19,5,3,207.1000,11.0000,8243.7000,1,1,2026-08-24T00:00:00.000
6011,20260822,20260820,20260803,74280,10980,170,115,284,93,367,411,1,15,7,1,207.8000,12.0000,8245.0700,1,1,2026-08-24T00:00:00.000
6012,20260811,20260717,20260731,40020,40980,123,2,60,79,267,396,1,17,6,4,208.5000,13.0000,8246.4400,1,1,2026-08-24T00:00:00.000
6013,20260805,20260620,20260712,62220,61920,456,29,31,314,208,255,1,14,3,3,209.2000,14.0000,8247.8100,1,1,2026-08-24T00:00:00.000
6014,20260615,20260715,20260614,82800,53400,394,469,207,47,488,49,11,12,2,3,209.9000,15.0000,8249.1800,1,1,2026-08-24T00:00:00.000
6015,20260619,20260815,20260711,85860,16440,167,299,423,243,14,82,12,19,2,1,210.6000,16.0000,8250.5500,1,1,2026-08-24T00:00:00.000
6016,20260808,20260612,20260625,78360,7800,65,314,316,176,354,208,9,13,4,2,211.3000,17.0000,8251.9200,1,1,2026-08-24T00:00:00.000
6017,20260728,20260531,20260822,34680,37980,14,240,62,294,127,201,9,1,6,2,212.0000,18.0000,8253.2900,1,1,2026-08-24T00:00:00.000
6018,20260816,20260615,20260529,66120,15360,413,345,435,456,231,-1,7,11,3,3,212.7000,19.0000,8254.6600,1,1,2026-08-24T00:00:00.000
6019,20260719,20260712,20260823,49860,48540,122,196,282,143,395,231,12,1,1,4,213.4000,20.0000,8256.0300,1,1,2026-08-24T00:00:00.000
6020,20260613,20260611,20260715,63540,7920,135,36,282,185,380,354,8,5,7,2,214.1000,21.0000,8257.4000,1,1,2026-08-24T00:00:00.000
6021,20260621,20260629,20260626,15720,56700,253,34,282,45,150,463,7,11,6,4,214.8000,22.0000,8258.7700,1,1,2026-08-24T00:00:00.000
6022,20260813,20260609,20260603,43500,84780,232,304,122,280,106,53,5,4,7,4,215.5000,23.0000,8260.1400,1,1,2026-08-24T00:00:00.000
6023,20260708,20260715,20260626,35880,76920,60,492,52,178,383,210,9,14,7,2,216.2000,24.0000,8261.5100,1,1,2026-08-24T00:00:00.000
6024,20260527,20260716,20260713,43980,48180,404,213,299,234,39,485,4,9,4,2,216.9000,25.0000,8262.8800,1,1,2026-08-24T00:00:00.000
6025,20260623,20260702,20260704,14220,60000,393,462,337,420,258,8,7,12,1,3,217.6000,26.0000,8264.2500,1,1,2026-08-24T00:00:00.000
6026,20260627,20260728,20260708,70740,67320,126,124,51,331,260,221,13,9,3,3,218.3000,27.0000,8265.6200,1,1,2026-08-24T00:00:00.000
6027,20260716,20260812,20260629,34260,52440,4,190,261,337,408,25,14,8,4,2,219.0000,28.0000,8266.9900,1,1,2026-08-24T00:00:00.000
6028,20260807,20260727,20260611,40080,67380,470,49,427,453,338,408,14,9,4,3,219.7000,29.0000,8268.3600,1,1,2026-08-24T00:00:00.000
6029,20260702,20260709,20260812,61260,41280,428,469,413,144,245,120,8,10,6,4,220.4000,30.0000,8269.7300,1,1,2026-08-24T00:00:00.000
6030,20260820,20260701,20260719,66120,7740,206,401,303,424,187,471,13,8,6,1,221.1000,31.0000,8271.1000,1,1,2026-08-24T00:00:00.000
6031,20260621,20260822,20260705,27000,61200,268,142,145,499,48,250,12,16,5,3,221.8000,32.0000,8272.4700,1,1,2026-08-24T00:00:00.000
6032,20260611,20260630,20260723,70740,27660,489,156,78,252,219,117,11,9,3,5,222.5000,33.0000,8273.8400,1,1,2026-08-24T00:00:00.000
6033,20260623,20260731,20260724,33960,74280,8,44,289,30,204,156,4,10,6,1,223.2000,34.0000,8275.2100,1,1,2026-08-24T00:00:00.000
6034,20260530,20260824,20260722,62880,44040,206,175,329,189,36,403,13,4,4,3,223.9000,35.0000,8276.5800,1,1,2026-08-24T00:00:00.000
6035,20260729,20260811,20260707,22020,76740,304,206,366,225,116,-1,12,5,5,3,224.6000,36.0000,8277.9500,1,1,2026-08-24T00:00:00.000
6036,20260614,20260824,20260801,19260,17700,93,197,74,438,65,376,6,5,2,5,225.3000,37.0000,8279.3200,1,1,2026-08-24T00:00:00.000
6037,20260628,20260619,20260716,18960,8340,122,441,285,457,305,8,5,13,6,5,226.0000,38.0000,8280.6900,1,1,2026-08-24T00:00:00.000
6038,20260824,20260528,20260706,71280,53340,400,386,28,207,11,385,10,4,5,5,226.7000,39.0000,8282.0600,1,1,2026-08-24T00:00:00.000
6039,20260727,20260801,20260615,29580,53400,323,295,465,43,169,484,9,16,7,2,227.4000,40.0000,8283.4300,1,1,2026-08-24T00:00:00.000
6040,20260624,20260615,20260823,68700,30000,284,353,374,346,493,301,3,2,2,2,228.1000,41.0000,8284.8000,1,1,2026-08-24T00:00:00.000
6041,20260721,20260710,20260810,56520,10980,49,250,349,373,274,480,9,16,2,5,228.8000,42.0000,8286.1700,1,1,2026-08-24T00:00:00.000
6042,20260706,20260717,20260813,76080,27240,319,54,81,100,448,17,1,5,1,2,229.5000,43.0000,8287.5400,1,1,2026-08-24T00:00:00.000
6043,20260821,20260609,20260716,240,69240,492,389,43,42,290,213,9,7,5,5,230.2000,44.0000,8288.9100,1,1,2026-08-24T00:00:00.000
6044,20260612,20260622,20260811,26820,84000,34,309,490,208,193,440,2,19,4,2,230.9000,45.0000,8290.2800,1,1,2026-08-24T00:00:00.000
6045,20260630,20260719,20260804,76200,78000,15,33,480,360,488,324,2,15,1,4,231.6000,46.0000,8291.6500,1,1,2026-08-24T00:00:00.000
6046,20260601,20260820,20260725,63480,26700,434,58,338,255,469,65,12,17,7,3,232.3000,47.0000,8293.0200,1,1,2026-08-24T00:00:00.000
6047,20260814,20260807,20260620,1440,54960,373,236,19,96,491,346,8,20,6,2,233.0000,48.0000,8294.3900,1,1,2026-08-24T00:00:00.000
6048,20260708,20260702,20260621,20160,57720,281,84,357,49,273,454,3,16,2,3,233.7000,49.0000,8295.7600,1,1,2026-08-24T00:00:00.000
6049,20260612,20260819,20260709,8520,71100,256,451,339,407,272,128,8,18,7,1,234.4000,50.0000,8297.1300,1,1,2026-08-24T00:00:00.000
6050,20260622,20260720,20260720,53700,20220,155,418,68,141,404,99,1,4,3,3,235.1000,51.0000,8298.5000,1,1,2026-08-24T00:00:00.000
6051,20260807,20260729,20260814,31140,52800,68,148,244,437,381,303,4,1,4,1,235.8000,52.0000,8299.8700,1,1,2026-08-24T00:00:00.000
6052,20260704,20260611,20260814,23100,78000,196,95,331,385,139,-1,4,19,7,2,236.5000,53.0000,8301.2400,1,1,2026-08-24T00:00:00.000
6053,20260528,20260810,20260704,45360,8220,233,439,108,222,219,100,11,10,3,4,237.2000,54.0000,8302.6100,1,1,2026-08-24T00:00:00.000
6054,20260619,20260819,20260611,2400,55860,256,462,278,276,393,231,5,18,1,1,237.9000,55.0000,8303.9800,1,1,2026-08-24T00:00:00.000
6055,20260530,20260623,20260821,73080,61920,410,347,126,333,372,266,1,2,1,5,238.6000,56.0000,8305.3500,1,1,2026-08-24T00:00:00.000
6056,20260718,20260604,20260728,74280,29520,112,316,303,32,4,316,2,3,5,5,239.3000,57.0000,8306.7200,1,1,2026-08-24T00:00:00.000
6057,20260717,20260601,20260609,13560,46680,256,167,336,115,400,91,3,18,6,4,240.0000,58.0000,8308.0900,1,1,2026-08-24T00:00:00.000
6058,20260707,20260613,20260818,6900,82440,418,164,14,440,268,359,2,5,7,5,240.7000,59.0000,8309.4600,1,1,2026-08-24T00:00:00.000
6059,20260707,20260608,20260815,27240,84840,324,258,86,362,298,141,3,8,1,1,241.4000,60.0000,8310.8300,1,1,2026-08-24T00:00:00.000
6060,20260603,20260702,20260723,10380,11220,411,487,116,271,184,61,1,13,6,1,242.1000,61.0000,8312.2000,1,1,2026-08-24T00:00:00.000
6061,20260819,20260609,20260603,26820,83760,230,195,216,457,365,202,2,6,7,5,242.8000,62.0000,8313.5700,1,1,2026-08-24T00:00:00.000
6062,20260815,20260708,20260702,54300,43380,360,86,372,75,33,317,9,11,1,2,243.5000,63.0000,8314.9400,1,1,2026-08-24T00:00:00.000
6063,20260729,20260811,20260816,8580,52620,42,86,440,251,3,373,13,20,4,1,244.2000,64.0000,8316.3100,1,1,2026-08-24T00:00:00.000
6064,20260724,20260805,20260718,81480,49620,121,312,130,272,251,291,11,2,7,2,244.9000,65.0000,8317.6800,1,1,2026-08-24T00:00:00.000
6065,20260608,20260726,20260817,15120,22680,166,400,266,365,130,55,4,14,4,3,245.6000,66.0000,8319.0500,1,1,2026-08-24T00:00:00.000
6066,20260815,20260804,20260815,52500,49140,204,173,352,383,81,401,4,16,2,2,246.3000,67.0000,8320.4200,1,1,2026-08-24T00:00:00.000
6067,20260703,20260809,20260614,62040,46800,206,109,249,148,20,308,6,18,4,4,247.0000,68.0000,8321.7900,1,1,2026-08-24T00:00:00.000
6068,20260824,20260805,20260530,65580,19800,135,67,284,112,22,238,9,8,5,4,247.7000,69.0000,8323.1600,1,1,2026-08-24T00:00:00.000
6069,20260629,20260812,20260712,22320,35700,192,87,348,79,218,-1,1,20,5,3,248.4000,70.0000,8324.5300,1,1,2026-08-24T00:00:00.000
6070,20260815,20260720,20260821,81900,56220,2,450,294,327,103,244,7,16,4,1,249.1000,71.0000,8325.9000,1,1,2026-08-24T00:00:00.000
6071,20260715,20260823,20260812,16380,47100,127,250,111,82,289,349,9,4,3,2,249.8000,72.0000,8327.2700,1,1,2026-08-24T00:00:00.000
