QualityInspectionResultKey,InspectionDateKey,InspectionTimeOfDayKey,QualityInspectionLotKey,QualityInspectionPlanKey,QualityInspectionCharacteristicKey,QualityGaugeKey,ProductKey,PlantKey,SupplierKey,InspectorEmployeeKey,QualityInspectionTypeKey,QualityResultStatusKey,UnitOfMeasureKey,SampleNumber,ResultSequenceNumber,EventCount,QuantityAmount,DurationMinutes,CostAmount,SourceSystemKey,BatchId,LoadedAtUtc
364,20260620,18900,111,312,69,178,376,254,419,205,1,4,6,QIR000364,364,365,508.6800,369.0000,508.6800,1,1,2026-08-24T00:00:00.000
365,20260708,56700,300,247,267,487,458,237,431,28,1,12,5,QIR000365,365,366,510.0500,370.0000,510.0500,1,1,2026-08-24T00:00:00.000
366,20260628,72240,58,434,487,387,465,156,295,398,2,7,2,QIR000366,366,367,511.4200,371.0000,511.4200,1,1,2026-08-24T00:00:00.000
367,20260819,79800,27,192,276,155,169,234,379,161,11,5,1,QIR000367,367,368,512.7900,372.0000,512.7900,1,1,2026-08-24T00:00:00.000
368,20260618,48060,413,184,60,367,185,77,279,126,4,2,5,QIR000368,368,369,514.1600,373.0000,514.1600,1,1,2026-08-24T00:00:00.000
369,20260616,36840,211,25,372,209,258,62,227,407,10,12,7,QIR000369,369,370,515.5300,374.0000,515.5300,1,1,2026-08-24T00:00:00.000
370,20260606,73800,438,375,146,141,199,282,338,90,5,10,7,QIR000370,370,371,516.9000,375.0000,516.9000,1,1,2026-08-24T00:00:00.000
371,20260707,24000,150,104,427,460,50,25,391,475,9,1,6,QIR000371,371,372,518.2700,376.0000,518.2700,1,1,2026-08-24T00:00:00.000
372,20260817,53880,408,124,435,29,152,256,461,105,6,7,2,QIR000372,372,373,519.6400,377.0000,519.6400,1,1,2026-08-24T00:00:00.000
373,20260718,69060,308,11,439,46,283,182,100,126,3,3,6,QIR000373,373,374,521.0100,378.0000,521.0100,1,1,2026-08-24T00:00:00.000
374,20260819,23520,219,72,358,-1,98,127,-1,-1,1,10,4,QIR000374,374,375,522.3800,379.0000,522.3800,1,1,2026-08-24T00:00:00.000
375,20260818,22740,385,415,307,318,134,146,33,332,8,5,2,QIR000375,375,376,523.7500,380.0000,523.7500,1,1,2026-08-24T00:00:00.000
376,20260613,78780,195,411,247,225,242,217,251,355,8,1,2,QIR000376,376,377,525.1200,381.0000,525.1200,1,1,2026-08-24T00:00:00.000
377,20260712,49560,384,292,131,48,214,300,41,173,11,5,1,QIR000377,377,378,526.4900,382.0000,526.4900,1,1,2026-08-24T00:00:00.000
378,20260813,52140,369,263,306,111,129,311,233,30,12,11,4,QIR000378,378,379,527.8600,383.0000,527.8600,1,1,2026-08-24T00:00:00.000
379,20260810,68100,283,480,197,277,281,247,355,234,6,9,3,QIR000379,379,380,529.2300,384.0000,529.2300,1,1,2026-08-24T00:00:00.000
380,20260629,75600,240,294,494,438,275,214,24,134,7,6,5,QIR000380,380,381,530.6000,385.0000,530.6000,1,1,2026-08-24T00:00:00.000
381,20260720,18420,274,280,372,404,221,274,388,277,4,4,7,QIR000381,381,382,531.9700,386.0000,531.9700,1,1,2026-08-24T00:00:00.000
382,20260611,5460,278,108,299,57,101,176,364,256,7,1,7,QIR000382,382,383,533.3400,387.0000,533.3400,1,1,2026-08-24T00:00:00.000
383,20260612,48480,112,477,414,343,179,78,368,195,11,10,5,QIR000383,383,384,534.7100,388.0000,534.7100,1,1,2026-08-24T00:00:00.000
384,20260622,38220,11,364,375,277,239,113,489,241,5,9,7,QIR000384,384,385,536.0800,389.0000,536.0800,1,1,2026-08-24T00:00:00.000
385,20260716,67260,391,431,55,45,59,232,164,413,3,4,7,QIR000385,385,386,537.4500,390.0000,537.4500,1,1,2026-08-24T00:00:00.000
386,20260624,65160,140,240,383,487,403,67,105,193,3,5,3,QIR000386,386,387,538.8200,391.0000,538.8200,1,1,2026-08-24T00:00:00.000
387,20260530,84240,209,473,4,297,435,171,262,459,1,9,5,QIR000387,387,388,540.1900,392.0000,540.1900,1,1,2026-08-24T00:00:00.000
388,20260529,44280,226,56,82,373,146,190,193,87,3,9,2,QIR000388,388,389,541.5600,393.0000,541.5600,1,1,2026-08-24T00:00:00.000
389,20260810,75600,336,422,488,332,5,98,376,7,3,6,1,QIR000389,389,390,542.9300,394.0000,542.9300,1,1,2026-08-24T00:00:00.000
390,20260815,66780,35,166,231,483,390,275,142,471,8,4,3,QIR000390,390,391,544.3000,395.0000,544.3000,1,1,2026-08-24T00:00:00.000
391,20260611,75360,121,148,486,-1,8,128,-1,-1,7,6,2,QIR000391,391,392,545.6700,396.0000,545.6700,1,1,2026-08-24T00:00:00.000
392,20260726,25620,445,327,411,488,157,97,406,306,9,6,6,QIR000392,392,393,547.0400,397.0000,547.0400,1,1,2026-08-24T00:00:00.000
393,20260711,25980,80,363,353,50,316,212,168,490,2,4,7,QIR000393,393,394,548.4100,398.0000,548.4100,1,1,2026-08-24T00:00:00.000
394,20260731,13740,143,190,451,374,446,258,74,145,1,1,1,QIR000394,394,395,549.7800,399.0000,549.7800,1,1,2026-08-24T00:00:00.000
395,20260728,33840,475,190,285,146,271,321,169,77,10,1,6,QIR000395,395,396,551.1500,400.0000,551.1500,1,1,2026-08-24T00:00:00.000
396,20260817,18360,389,223,194,323,180,232,460,276,7,2,5,QIR000396,396,397,552.5200,401.0000,552.5200,1,1,2026-08-24T00:00:00.000
397,20260722,3180,173,285,117,351,379,126,215,126,10,4,2,QIR000397,397,398,553.8900,402.0000,553.8900,1,1,2026-08-24T00:00:00.000
398,20260606,16980,24,99,217,370,419,248,218,47,11,3,2,QIR000398,398,399,555.2600,403.0000,555.2600,1,1,2026-08-24T00:00:00.000
399,20260611,43620,186,241,233,364,450,188,488,175,6,2,5,QIR000399,399,400,556.6300,404.0000,556.6300,1,1,2026-08-24T00:00:00.000
400,20260703,63000,201,133,13,425,380,161,213,358,7,4,1,QIR000400,400,401,558.0000,405.0000,558.0000,1,1,2026-08-24T00:00:00.000
401,20260605,53880,122,246,116,193,367,106,279,254,2,4,3,QIR000401,401,402,559.3700,406.0000,559.3700,1,1,2026-08-24T00:00:00.000
402,20260718,15300,270,221,257,247,66,166,336,263,6,8,3,QIR000402,402,403,560.7400,407.0000,560.7400,1,1,2026-08-24T00:00:00.000
403,20260807,77820,71,31,304,182,251,333,339,197,12,10,6,QIR000403,403,404,562.1100,408.0000,562.1100,1,1,2026-08-24T00:00:00.000
404,20260619,19680,276,369,367,476,204,89,318,455,7,2,5,QIR000404,404,405,563.4800,409.0000,563.4800,1,1,2026-08-24T00:00:00.000
405,20260618,9000,351,258,101,269,452,101,412,150,1,12,6,QIR000405,405,406,564.8500,410.0000,564.8500,1,1,2026-08-24T00:00:00.000
406,20260715,49080,89,373,51,10,18,28,14,464,12,8,5,QIR000406,406,407,566.2200,411.0000,566.2200,1,1,2026-08-24T00:00:00.000
407,20260531,9600,353,378,468,384,8,66,138,358,9,12,1,QIR000407,407,408,567.5900,412.0000,567.5900,1,1,2026-08-24T00:00:00.000
408,20260621,85800,146,186,217,-1,133,272,-1,-1,3,6,6,QIR000408,408,409,568.9600,413.0000,568.9600,1,1,2026-08-24T00:00:00.000
409,20260701,42480,344,146,343,41,473,52,424,435,12,7,3,QIR000409,409,410,570.3300,414.0000,570.3300,1,1,2026-08-24T00:00:00.000
410,20260716,6600,51,349,440,150,35,44,279,256,8,3,2,QIR000410,410,411,571.7000,415.0000,571.7000,1,1,2026-08-24T00:00:00.000
411,20260708,17100,340,452,169,200,107,163,245,81,10,7,2,QIR000411,411,412,573.0700,416.0000,573.0700,1,1,2026-08-24T00:00:00.000
412,20260706,85020,496,58,331,436,24,340,272,145,3,12,7,QIR000412,412,413,574.4400,417.0000,574.4400,1,1,2026-08-24T00:00:00.000
413,20260818,69720,246,461,176,352,319,295,149,36,9,8,3,QIR000413,413,414,575.8100,418.0000,575.8100,1,1,2026-08-24T00:00:00.000
414,20260629,62580,308,310,382,189,4,216,301,360,8,5,7,QIR000414,414,415,577.1800,419.0000,577.1800,1,1,2026-08-24T00:00:00.000
415,20260604,55920,382,319,413,405,402,325,26,167,1,5,1,QIR000415,415,416,578.5500,420.0000,578.5500,1,1,2026-08-24T00:00:00.000
416,20260804,21900,465,91,378,183,344,249,266,222,10,2,7,QIR000416,416,417,579.9200,421.0000,579.9200,1,1,2026-08-24T00:00:00.000
417,20260807,15180,190,42,31,203,231,40,339,385,10,12,3,QIR000417,417,418,581.2900,422.0000,581.2900,1,1,2026-08-24T00:00:00.000
418,20260616,28560,294,345,180,143,376,329,469,377,1,3,4,QIR000418,418,419,582.6600,423.0000,582.6600,1,1,2026-08-24T00:00:00.000
419,20260729,16920,104,179,117,71,66,169,120,390,4,1,4,QIR000419,419,420,584.0300,424.0000,584.0300,1,1,2026-08-24T00:00:00.000
420,20260703,11160,207,6,398,292,486,105,325,475,1,1,3,QIR000420,420,421,585.4000,425.0000,585.4000,1,1,2026-08-24T00:00:00.000
421,20260730,47580,440,499,486,173,154,208,6,249,1,11,7,QIR000421,421,422,586.7700,426.0000,586.7700,1,1,2026-08-24T00:00:00.000
422,20260805,24720,423,302,500,133,119,89,146,498,4,6,4,QIR000422,422,423,588.1400,427.0000,588.1400,1,1,2026-08-24T00:00:00.000
423,20260627,16620,171,167,157,8,212,300,94,485,6,1,7,QIR000423,423,424,589.5100,428.0000,589.5100,1,1,2026-08-24T00:00:00.000
424,20260714,62220,489,81,370,126,340,332,86,190,11,10,4,QIR000424,424,425,590.8800,429.0000,590.8800,1,1,2026-08-24T00:00:00.000
425,20260624,70140,323,327,202,-1,404,119,-1,-1,9,12,6,QIR000425,425,426,592.2500,430.0000,592.2500,1,1,2026-08-24T00:00:00.000
426,20260609,36480,7,25,424,350,396,84,459,205,9,8,3,QIR000426,426,427,593.6200,431.0000,593.6200,1,1,2026-08-24T00:00:00.000
427,20260724,76320,334,134,163,74,80,141,315,110,10,10,6,QIR000427,427,428,594.9900,432.0000,594.9900,1,1,2026-08-24T00:00:00.000
428,20260724,84840,184,488,175,144,183,136,385,331,1,10,5,QIR000428,428,429,596.3600,433.0000,596.3600,1,1,2026-08-24T00:00:00.000
429,20260725,52200,483,425,298,486,322,148,151,376,12,10,4,QIR000429,429,430,597.7300,434.0000,597.7300,1,1,2026-08-24T00:00:00.000
430,20260704,83940,283,349,425,49,266,129,486,117,4,12,3,QIR000430,430,431,599.1000,435.0000,599.1000,1,1,2026-08-24T00:00:00.000
431,20260812,7800,65,106,344,467,405,80,435,303,11,3,2,QIR000431,431,432,600.4700,436.0000,600.4700,1,1,2026-08-24T00:00:00.000
432,20260813,55200,402,378,365,450,80,219,263,277,9,4,1,QIR000432,432,433,601.8400,437.0000,601.8400,1,1,2026-08-24T00:00:00.000
433,20260714,16080,448,483,498,90,269,39,446,115,4,5,7,QIR000433,433,434,603.2100,438.0000,603.2100,1,1,2026-08-24T00:00:00.000
434,20260621,35820,225,487,23,285,157,83,454,100,10,1,7,QIR000434,434,435,604.5800,439.0000,604.5800,1,1,2026-08-24T00:00:00.000
435,20260713,58080,409,378,266,253,352,145,496,364,2,11,2,QIR000435,435,436,605.9500,440.0000,605.9500,1,1,2026-08-24T00:00:00.000
436,20260814,18240,179,143,373,162,88,56,257,15,11,2,2,QIR000436,436,437,607.3200,441.0000,607.3200,1,1,2026-08-24T00:00:00.000
437,20260729,43920,455,393,147,144,446,326,411,55,8,6,1,QIR000437,437,438,608.6900,442.0000,608.6900,1,1,2026-08-24T00:00:00.000
438,20260629,49860,52,209,323,58,264,6,137,87,12,5,2,QIR000438,438,439,610.0600,443.0000,610.0600,1,1,2026-08-24T00:00:00.000
439,20260623,8340,441,487,16,223,120,151,9,463,6,7,4,QIR000439,439,440,611.4300,444.0000,611.4300,1,1,2026-08-24T00:00:00.000
440,20260811,57480,410,389,134,357,103,257,130,77,1,3,2,QIR000440,440,441,612.8000,445.0000,612.8000,1,1,2026-08-24T00:00:00.000
441,20260815,1200,136,393,33,45,109,4,141,303,2,8,6,QIR000441,441,442,614.1700,446.0000,614.1700,1,1,2026-08-24T00:00:00.000
442,20260531,37080,198,171,37,-1,28,258,-1,-1,7,4,7,QIR000442,442,443,615.5400,447.0000,615.5400,1,1,2026-08-24T00:00:00.000
443,20260728,44520,131,468,399,487,183,5,168,56,9,7,5,QIR000443,443,444,616.9100,448.0000,616.9100,1,1,2026-08-24T00:00:00.000
444,20260712,44820,351,15,215,350,377,176,165,313,8,7,7,QIR000444,444,445,618.2800,449.0000,618.2800,1,1,2026-08-24T00:00:00.000
445,20260824,65940,282,198,340,317,340,261,379,280,11,9,4,QIR000445,445,446,619.6500,450.0000,619.6500,1,1,2026-08-24T00:00:00.000
446,20260714,7800,70,392,262,324,180,149,166,102,10,3,3,QIR000446,446,447,621.0200,451.0000,621.0200,1,1,2026-08-24T00:00:00.000
447,20260624,50580,36,262,110,41,422,163,19,456,10,5,6,QIR000447,447,448,622.3900,452.0000,622.3900,1,1,2026-08-24T00:00:00.000
448,20260716,44460,90,376,210,9,314,140,483,122,12,3,6,QIR000448,448,449,623.7600,453.0000,623.7600,1,1,2026-08-24T00:00:00.000
449,20260621,40200,273,167,356,303,112,63,229,163,5,6,4,QIR000449,449,450,625.1300,454.0000,625.1300,1,1,2026-08-24T00:00:00.000
450,20260703,83820,236,141,179,116,41,314,200,32,3,2,4,QIR000450,450,451,626.5000,455.0000,626.5000,1,1,2026-08-24T00:00:00.000
451,20260603,25980,407,101,160,8,474,168,214,275,2,12,4,QIR000451,451,452,627.8700,456.0000,627.8700,1,1,2026-08-24T00:00:00.000
452,20260702,32160,19,496,83,10,444,270,126,353,6,2,2,QIR000452,452,453,629.2400,457.0000,629.2400,1,1,2026-08-24T00:00:00.000
453,20260625,71940,171,13,19,328,348,329,466,446,4,12,6,QIR000453,453,454,630.6100,458.0000,630.6100,1,1,2026-08-24T00:00:00.000
454,20260811,59760,42,298,328,367,48,12,394,97,6,3,4,QIR000454,454,455,631.9800,459.0000,631.9800,1,1,2026-08-24T00:00:00.000
455,20260729,26160,341,408,227,242,328,164,486,343,10,11,4,QIR000455,455,456,633.3500,460.0000,633.3500,1,1,2026-08-24T00:00:00.000
456,20260630,20160,403,474,263,352,238,30,454,327,3,11,5,QIR000456,456,457,634.7200,461.0000,634.7200,1,1,2026-08-24T00:00:00.000
457,20260730,75000,201,402,300,223,305,169,332,363,8,2,2,QIR000457,457,458,636.0900,462.0000,636.0900,1,1,2026-08-24T00:00:00.000
458,20260613,8460,52,329,390,138,301,128,443,361,9,9,4,QIR000458,458,459,637.4600,463.0000,637.4600,1,1,2026-08-24T00:00:00.000
459,20260601,35880,396,254,316,-1,409,44,-1,-1,11,5,6,QIR000459,459,460,638.8300,464.0000,638.8300,1,1,2026-08-24T00:00:00.000
460,20260712,86340,33,397,415,498,91,187,292,128,1,1,4,QIR000460,460,461,640.2000,465.0000,640.2000,1,1,2026-08-24T00:00:00.000
461,20260731,18060,30,49,425,271,361,149,223,330,12,4,6,QIR000461,461,462,641.5700,466.0000,641.5700,1,1,2026-08-24T00:00:00.000
462,20260803,69900,123,468,356,391,185,16,32,134,2,2,1,QIR000462,462,463,642.9400,467.0000,642.9400,1,1,2026-08-24T00:00:00.000
463,20260820,75720,89,135,50,49,321,188,354,184,4,11,2,QIR000463,463,464,644.3100,468.0000,644.3100,1,1,2026-08-24T00:00:00.000
464,20260705,40860,308,115,111,127,329,105,319,177,9,9,1,QIR000464,464,465,645.6800,469.0000,645.6800,1,1,2026-08-24T00:00:00.000
465,20260624,40080,469,245,438,329,168,137,471,423,12,12,1,QIR000465,465,466,647.0500,470.0000,647.0500,1,1,2026-08-24T00:00:00.000
466,20260529,21120,362,125,406,273,28,27,69,354,9,7,4,QIR000466,466,467,648.4200,471.0000,648.4200,1,1,2026-08-24T00:00:00.000
467,20260714,31320,11,466,9,81,18,241,388,249,9,7,5,QIR000467,467,468,649.7900,472.0000,649.7900,1,1,2026-08-24T00:00:00.000
468,20260626,11940,339,475,31,467,383,313,368,357,6,2,6,QIR000468,468,469,651.1600,473.0000,651.1600,1,1,2026-08-24T00:00:00.000
469,20260724,75240,6,348,295,194,251,164,186,209,11,9,5,QIR000469,469,470,652.5300,474.0000,652.5300,1,1,2026-08-24T00:00:00.000
470,20260816,19080,277,137,497,29,295,100,150,339,10,8,3,QIR000470,470,471,653.9000,475.0000,653.9000,1,1,2026-08-24T00:00:00.000
471,20260630,63000,345,121,102,8,146,343,25,416,4,6,7,QIR000471,471,472,655.2700,476.0000,655.2700,1,1,2026-08-24T00:00:00.000
472,20260806,65220,189,302,193,6,112,314,105,165,12,8,4,QIR000472,472,473,656.6400,477.0000,656.6400,1,1,2026-08-24T00:00:00.000
473,20260821,37200,396,451,93,400,461,59,444,209,12,9,4,QIR000473,473,474,658.0100,478.0000,658.0100,1,1,2026-08-24T00:00:00.000
474,20260626,15600,255,22,489,108,124,349,254,396,8,11,5,QIR000474,474,475,659.3800,479.0000,659.3800,1,1,2026-08-24T00:00:00.000
475,20260816,67260,131,175,497,290,221,93,177,93,10,2,5,QIR000475,475,476,660.7500,480.0000,660.7500,1,1,2026-08-24T00:00:00.000
476,20260822,60180,335,101,210,-1,442,254,-1,-1,10,6,7,QIR000476,476,477,662.1200,481.0000,662.1200,1,1,2026-08-24T00:00:00.000
477,20260711,35040,111,434,84,402,276,182,352,326,12,12,4,QIR000477,477,478,663.4900,482.0000,663.4900,1,1,2026-08-24T00:00:00.000
478,20260805,50760,292,459,112,282,407,347,123,17,3,8,5,QIR000478,478,479,664.8600,483.0000,664.8600,1,1,2026-08-24T00:00:00.000
479,20260619,44520,208,362,394,473,165,270,390,327,7,11,1,QIR000479,479,480,666.2300,484.0000,666.2300,1,1,2026-08-24T00:00:00.000
480,20260630,28980,500,319,300,459,486,187,394,11,5,1,4,QIR000480,480,481,667.6000,485.0000,667.6000,1,1,2026-08-24T00:00:00.000
481,20260622,24360,110,444,35,58,257,306,417,364,9,4,1,QIR000481,481,482,668.9700,486.0000,668.9700,1,1,2026-08-24T00:00:00.000
482,20260609,82800,288,233,181,447,358,189,267,85,10,2,3,QIR000482,482,483,670.3400,487.0000,670.3400,1,1,2026-08-24T00:00:00.000
483,20260530,18300,465,449,132,472,39,272,408,169,8,1,5,QIR000483,483,484,671.7100,488.0000,671.7100,1,1,2026-08-24T00:00:00.000
484,20260703,9540,312,121,149,303,244,1,265,217,5,6,7,QIR000484,484,485,673.0800,489.0000,673.0800,1,1,2026-08-24T00:00:00.000
485,20260530,74460,100,275,296,28,343,347,18,167,12,10,6,QIR000485,485,486,674.4500,490.0000,674.4500,1,1,2026-08-24T00:00:00.000
486,20260819,76920,426,330,465,167,65,68,290,78,1,2,6,QIR000486,486,487,675.8200,491.0000,675.8200,1,1,2026-08-24T00:00:00.000
487,20260616,82740,362,427,474,40,341,253,232,82,12,12,6,QIR000487,487,488,677.1900,492.0000,677.1900,1,1,2026-08-24T00:00:00.000
488,20260623,68580,221,224,142,38,60,190,123,303,12,10,4,QIR000488,488,489,678.5600,493.0000,678.5600,1,1,2026-08-24T00:00:00.000
489,20260701,59220,465,431,224,158,162,37,209,354,7,5,6,QIR000489,489,490,679.9300,494.0000,679.9300,1,1,2026-08-24T00:00:00.000
490,20260706,67020,385,259,142,477,321,339,83,224,11,1,1,QIR000490,490,491,681.3000,495.0000,681.3000,1,1,2026-08-24T00:00:00.000
491,20260807,18480,180,270,427,140,202,297,66,252,7,1,6,QIR000491,491,492,682.6700,496.0000,682.6700,1,1,2026-08-24T00:00:00.000
492,20260801,57780,168,382,1,80,247,163,438,472,8,7,3,QIR000492,492,493,684.0400,497.0000,684.0400,1,1,2026-08-24T00:00:00.000
493,20260531,84540,220,310,126,-1,358,344,-1,-1,3,5,6,QIR000493,493,494,685.4100,498.0000,685.4100,1,1,2026-08-24T00:00:00.000
494,20260806,58020,329,307,61,132,333,199,321,358,9,8,4,QIR000494,494,495,686.7800,499.0000,686.7800,1,1,2026-08-24T00:00:00.000
495,20260630,30120,491,65,65,381,323,99,99,406,5,11,3,QIR000495,495,496,688.1500,500.0000,688.1500,1,1,2026-08-24T00:00:00.000
496,20260607,82320,370,278,47,132,258,337,330,275,5,12,3,QIR000496,496,497,689.5200,501.0000,689.5200,1,1,2026-08-24T00:00:00.000
497,20260606,7200,492,262,102,241,261,152,342,159,6,8,5,QIR000497,497,498,690.8900,502.0000,690.8900,1,1,2026-08-24T00:00:00.000
498,20260527,62940,107,215,319,126,149,175,155,156,7,9,5,QIR000498,498,499,692.2600,503.0000,692.2600,1,1,2026-08-24T00:00:00.000
499,20260729,49920,149,217,259,330,57,175,370,260,8,3,2,QIR000499,499,500,693.6300,504.0000,693.6300,1,1,2026-08-24T00:00:00.000
500,20260820,66900,405,78,252,126,338,346,375,39,10,12,6,QIR000500,500,501,695.0000,505.0000,695.0000,1,1,2026-08-24T00:00:00.000
501,20260622,14760,142,333,31,194,477,193,500,419,9,10,7,QIR000501,501,502,696.3700,506.0000,696.3700,1,1,2026-08-24T00:00:00.000
502,20260823,76020,219,390,195,21,322,75,200,219,5,3,7,QIR000502,502,503,697.7400,507.0000,697.7400,1,1,2026-08-24T00:00:00.000
503,20260721,24900,80,454,441,450,338,42,483,235,10,5,2,QIR000503,503,504,699.1100,508.0000,699.1100,1,1,2026-08-24T00:00:00.000
504,20260720,58440,127,352,78,430,271,16,49,17,2,3,3,QIR000504,504,505,700.4800,509.0000,700.4800,1,1,2026-08-24T00:00:00.000
505,20260531,60360,92,191,416,41,197,294,260,44,3,4,1,QIR000505,505,506,701.8500,510.0000,701.8500,1,1,2026-08-24T00:00:00.000
506,20260602,34800,489,159,444,225,391,113,234,262,10,5,7,QIR000506,506,507,703.2200,511.0000,703.2200,1,1,2026-08-24T00:00:00.000
507,20260813,1260,197,470,20,381,359,316,128,386,12,2,3,QIR000507,507,508,704.5900,512.0000,704.5900,1,1,2026-08-24T00:00:00.000
508,20260703,73860,217,291,68,239,283,168,7,173,1,5,4,QIR000508,508,509,705.9600,513.0000,705.9600,1,1,2026-08-24T00:00:00.000
509,20260528,73320,135,415,468,386,220,105,116,345,5,12,7,QIR000509,509,510,707.3300,514.0000,707.3300,1,1,2026-08-24T00:00:00.000
510,20260701,75240,319,161,464,-1,177,107,-1,-1,3,6,6,QIR000510,510,511,708.7000,515.0000,708.7000,1,1,2026-08-24T00:00:00.000
511,20260720,18480,219,379,195,375,466,89,69,437,5,5,7,QIR000511,511,512,710.0700,516.0000,710.0700,1,1,2026-08-24T00:00:00.000
512,20260706,67020,278,219,29,133,489,162,352,239,8,8,4,QIR000512,512,513,711.4400,517.0000,711.4400,1,1,2026-08-24T00:00:00.000
513,20260705,24360,33,71,90,180,428,289,135,384,3,8,2,QIR000513,513,514,712.8100,518.0000,712.8100,1,1,2026-08-24T00:00:00.000
514,20260617,12660,271,211,500,76,82,11,455,259,1,1,4,QIR000514,514,515,714.1800,519.0000,714.1800,1,1,2026-08-24T00:00:00.000
515,20260604,25500,336,299,419,172,339,267,294,72,10,2,3,QIR000515,515,516,715.5500,520.0000,715.5500,1,1,2026-08-24T00:00:00.000
516,20260611,35040,288,33,131,354,161,88,260,78,9,1,2,QIR000516,516,517,716.9200,521.0000,716.9200,1,1,2026-08-24T00:00:00.000
517,20260823,38040,320,144,286,326,471,187,26,57,3,10,5,QIR000517,517,518,718.2900,522.0000,718.2900,1,1,2026-08-24T00:00:00.000
518,20260617,69360,93,67,412,83,487,13,147,492,5,10,6,QIR000518,518,519,719.6600,523.0000,719.6600,1,1,2026-08-24T00:00:00.000
519,20260722,66300,160,228,85,358,444,307,148,8,5,5,2,QIR000519,519,520,721.0300,524.0000,721.0300,1,1,2026-08-24T00:00:00.000
520,20260715,4800,144,140,343,500,8,193,270,485,7,1,2,QIR000520,520,521,722.4000,525.0000,722.4000,1,1,2026-08-24T00:00:00.000
521,20260529,51720,470,311,82,457,185,320,92,84,9,4,3,QIR000521,521,522,723.7700,526.0000,723.7700,1,1,2026-08-24T00:00:00.000
522,20260714,32760,205,101,488,264,20,7,333,138,4,11,2,QIR000522,522,523,725.1400,527.0000,725.1400,1,1,2026-08-24T00:00:00.000
523,20260624,10740,221,453,483,272,458,350,459,263,12,8,4,QIR000523,523,524,726.5100,528.0000,726.5100,1,1,2026-08-24T00:00:00.000
524,20260607,14760,336,378,293,107,209,41,13,420,10,8,4,QIR000524,524,525,727.8800,529.0000,727.8800,1,1,2026-08-24T00:00:00.000
525,20260811,50220,190,368,349,71,98,271,476,437,12,3,7,QIR000525,525,526,729.2500,530.0000,729.2500,1,1,2026-08-24T00:00:00.000
526,20260721,30060,298,172,31,215,229,264,187,291,2,10,6,QIR000526,526,527,730.6200,531.0000,730.6200,1,1,2026-08-24T00:00:00.000
