FinanceBudgetForecastKey,SnapshotDateKey,FiscalPeriodDateKey,FinancePlanningVersionKey,GlAccountKey,CostCenterKey,BusinessUnitKey,ProductKey,FinanceProfitObjectKey,FinanceScenarioTypeKey,CurrencyKey,BudgetAmount,ForecastAmount,BudgetQuantity,ForecastQuantity,SourceSystemKey,BatchId,LoadedAtUtc
1114,20260626,20260630,437,191,444,127,317,253,5,3,1536.1800,1536.1800,779.9000,779.9000,1,1,2026-08-24T00:00:00.000
1115,20260803,20260710,364,256,280,263,142,405,3,2,1537.5500,1537.5500,780.6000,780.6000,1,1,2026-08-24T00:00:00.000
1116,20260702,20260604,478,197,467,144,378,349,2,5,1538.9200,1538.9200,781.3000,781.3000,1,1,2026-08-24T00:00:00.000
1117,20260804,20260605,191,349,444,402,15,54,6,2,1540.2900,1540.2900,782.0000,782.0000,1,1,2026-08-24T00:00:00.000
1118,20260527,20260824,232,23,320,75,356,418,3,4,1541.6600,1541.6600,782.7000,782.7000,1,1,2026-08-24T00:00:00.000
1119,20260530,20260607,140,55,130,17,304,18,1,2,1543.0300,1543.0300,783.4000,783.4000,1,1,2026-08-24T00:00:00.000
1120,20260818,20260815,36,492,306,55,13,214,4,3,1544.4000,1544.4000,784.1000,784.1000,1,1,2026-08-24T00:00:00.000
1121,20260807,20260801,387,217,174,358,17,140,3,5,1545.7700,1545.7700,784.8000,784.8000,1,1,2026-08-24T00:00:00.000
1122,20260716,20260731,396,265,-1,73,-1,-1,10,1,1547.1400,1547.1400,785.5000,785.5000,1,1,2026-08-24T00:00:00.000
1123,20260624,20260622,352,455,96,243,40,482,2,4,1548.5100,1548.5100,786.2000,786.2000,1,1,2026-08-24T00:00:00.000
1124,20260609,20260720,96,499,33,497,1,404,5,4,1549.8800,1549.8800,786.9000,786.9000,1,1,2026-08-24T00:00:00.000
1125,20260803,20260531,178,208,458,497,236,354,3,4,1551.2500,1551.2500,787.6000,787.6000,1,1,2026-08-24T00:00:00.000
1126,20260814,20260705,492,173,356,211,12,314,3,4,1552.6200,1552.6200,788.3000,788.3000,1,1,2026-08-24T00:00:00.000
1127,20260730,20260624,89,305,219,8,9,385,6,3,1553.9900,1553.9900,789.0000,789.0000,1,1,2026-08-24T00:00:00.000
1128,20260824,20260627,238,1,34,393,166,373,7,4,1555.3600,1555.3600,789.7000,789.7000,1,1,2026-08-24T00:00:00.000
1129,20260710,20260820,298,57,206,4,410,15,4,4,1556.7300,1556.7300,790.4000,790.4000,1,1,2026-08-24T00:00:00.000
1130,20260822,20260709,47,7,129,261,420,476,2,5,1558.1000,1558.1000,791.1000,791.1000,1,1,2026-08-24T00:00:00.000
1131,20260627,20260704,122,450,97,368,132,3,3,2,1559.4700,1559.4700,791.8000,791.8000,1,1,2026-08-24T00:00:00.000
1132,20260824,20260728,98,31,116,484,231,334,9,3,1560.8400,1560.8400,792.5000,792.5000,1,1,2026-08-24T00:00:00.000
1133,20260819,20260606,27,386,421,22,445,271,3,5,1562.2100,1562.2100,793.2000,793.2000,1,1,2026-08-24T00:00:00.000
1134,20260706,20260802,411,328,130,118,207,334,7,3,1563.5800,1563.5800,793.9000,793.9000,1,1,2026-08-24T00:00:00.000
1135,20260807,20260714,202,326,108,415,323,496,9,3,1564.9500,1564.9500,794.6000,794.6000,1,1,2026-08-24T00:00:00.000
1136,20260529,20260801,114,241,250,350,352,109,2,5,1566.3200,1566.3200,795.3000,795.3000,1,1,2026-08-24T00:00:00.000
1137,20260726,20260616,347,107,223,333,289,333,7,2,1567.6900,1567.6900,796.0000,796.0000,1,1,2026-08-24T00:00:00.000
1138,20260701,20260822,31,475,438,70,311,368,10,4,1569.0600,1569.0600,796.7000,796.7000,1,1,2026-08-24T00:00:00.000
1139,20260811,20260725,425,448,-1,492,-1,-1,10,4,1570.4300,1570.4300,797.4000,797.4000,1,1,2026-08-24T00:00:00.000
1140,20260813,20260803,219,109,60,447,219,332,5,5,1571.8000,1571.8000,798.1000,798.1000,1,1,2026-08-24T00:00:00.000
1141,20260711,20260824,294,470,391,150,309,276,7,5,1573.1700,1573.1700,798.8000,798.8000,1,1,2026-08-24T00:00:00.000
1142,20260527,20260808,254,1,164,338,217,58,1,1,1574.5400,1574.5400,799.5000,799.5000,1,1,2026-08-24T00:00:00.000
1143,20260725,20260530,111,424,472,156,39,34,3,4,1575.9100,1575.9100,800.2000,800.2000,1,1,2026-08-24T00:00:00.000
1144,20260715,20260530,343,343,244,97,498,488,5,2,1577.2800,1577.2800,800.9000,800.9000,1,1,2026-08-24T00:00:00.000
1145,20260716,20260719,32,208,436,326,450,215,5,3,1578.6500,1578.6500,801.6000,801.6000,1,1,2026-08-24T00:00:00.000
1146,20260802,20260607,346,216,180,29,470,446,9,1,1580.0200,1580.0200,802.3000,802.3000,1,1,2026-08-24T00:00:00.000
1147,20260714,20260711,129,357,420,435,285,497,2,3,1581.3900,1581.3900,803.0000,803.0000,1,1,2026-08-24T00:00:00.000
1148,20260721,20260812,363,430,406,68,280,425,10,3,1582.7600,1582.7600,803.7000,803.7000,1,1,2026-08-24T00:00:00.000
1149,20260620,20260819,229,69,343,325,22,176,4,3,1584.1300,1584.1300,804.4000,804.4000,1,1,2026-08-24T00:00:00.000
1150,20260630,20260819,448,34,366,371,180,145,8,1,1585.5000,1585.5000,805.1000,805.1000,1,1,2026-08-24T00:00:00.000
1151,20260823,20260804,296,493,109,165,54,124,4,5,1586.8700,1586.8700,805.8000,805.8000,1,1,2026-08-24T00:00:00.000
1152,20260725,20260704,252,103,247,364,335,361,4,1,1588.2400,1588.2400,806.5000,806.5000,1,1,2026-08-24T00:00:00.000
1153,20260531,20260721,238,132,409,424,365,192,7,2,1589.6100,1589.6100,807.2000,807.2000,1,1,2026-08-24T00:00:00.000
1154,20260629,20260719,158,266,189,267,493,129,10,3,1590.9800,1590.9800,807.9000,807.9000,1,1,2026-08-24T00:00:00.000
1155,20260702,20260602,35,58,207,318,124,83,10,4,1592.3500,1592.3500,808.6000,808.6000,1,1,2026-08-24T00:00:00.000
1156,20260614,20260709,193,124,-1,297,-1,-1,6,3,1593.7200,1593.7200,809.3000,809.3000,1,1,2026-08-24T00:00:00.000
1157,20260808,20260729,209,3,130,84,292,421,10,1,1595.0900,1595.0900,810.0000,810.0000,1,1,2026-08-24T00:00:00.000
1158,20260621,20260528,271,200,262,132,360,115,7,5,1596.4600,1596.4600,810.7000,810.7000,1,1,2026-08-24T00:00:00.000
1159,20260718,20260613,17,247,324,103,355,352,3,1,1597.8300,1597.8300,811.4000,811.4000,1,1,2026-08-24T00:00:00.000
1160,20260604,20260709,75,149,396,16,213,430,5,4,1599.2000,1599.2000,812.1000,812.1000,1,1,2026-08-24T00:00:00.000
1161,20260610,20260725,182,362,433,400,7,71,10,2,1600.5700,1600.5700,812.8000,812.8000,1,1,2026-08-24T00:00:00.000
1162,20260820,20260727,434,128,44,268,169,10,10,2,1601.9400,1601.9400,813.5000,813.5000,1,1,2026-08-24T00:00:00.000
1163,20260604,20260617,337,54,446,266,422,43,5,2,1603.3100,1603.3100,814.2000,814.2000,1,1,2026-08-24T00:00:00.000
1164,20260819,20260729,22,185,429,6,462,2,3,3,1604.6800,1604.6800,814.9000,814.9000,1,1,2026-08-24T00:00:00.000
1165,20260728,20260704,401,109,366,202,149,428,8,3,1606.0500,1606.0500,815.6000,815.6000,1,1,2026-08-24T00:00:00.000
1166,20260716,20260717,206,396,124,449,137,485,1,4,1607.4200,1607.4200,816.3000,816.3000,1,1,2026-08-24T00:00:00.000
1167,20260616,20260604,450,182,416,314,191,278,9,4,1608.7900,1608.7900,817.0000,817.0000,1,1,2026-08-24T00:00:00.000
1168,20260613,20260714,181,80,7,292,61,239,10,4,1610.1600,1610.1600,817.7000,817.7000,1,1,2026-08-24T00:00:00.000
1169,20260712,20260609,277,438,170,23,388,204,7,4,1611.5300,1611.5300,818.4000,818.4000,1,1,2026-08-24T00:00:00.000
1170,20260702,20260606,251,22,409,122,300,437,1,3,1612.9000,1612.9000,819.1000,819.1000,1,1,2026-08-24T00:00:00.000
1171,20260721,20260628,253,424,39,455,210,13,6,4,1614.2700,1614.2700,819.8000,819.8000,1,1,2026-08-24T00:00:00.000
1172,20260815,20260531,55,43,157,302,450,359,2,3,1615.6400,1615.6400,820.5000,820.5000,1,1,2026-08-24T00:00:00.000
1173,20260711,20260527,254,312,-1,437,-1,-1,7,4,1617.0100,1617.0100,821.2000,821.2000,1,1,2026-08-24T00:00:00.000
1174,20260821,20260806,190,219,398,120,157,268,3,5,1618.3800,1618.3800,821.9000,821.9000,1,1,2026-08-24T00:00:00.000
1175,20260808,20260718,56,430,214,286,158,341,2,5,1619.7500,1619.7500,822.6000,822.6000,1,1,2026-08-24T00:00:00.000
1176,20260730,20260608,387,458,25,199,453,239,1,3,1621.1200,1621.1200,823.3000,823.3000,1,1,2026-08-24T00:00:00.000
1177,20260630,20260808,138,423,27,173,50,91,9,1,1622.4900,1622.4900,824.0000,824.0000,1,1,2026-08-24T00:00:00.000
1178,20260719,20260613,470,65,256,289,24,54,5,5,1623.8600,1623.8600,824.7000,824.7000,1,1,2026-08-24T00:00:00.000
1179,20260717,20260709,369,80,355,142,276,197,2,5,1625.2300,1625.2300,825.4000,825.4000,1,1,2026-08-24T00:00:00.000
1180,20260819,20260601,390,421,492,167,448,211,1,5,1626.6000,1626.6000,826.1000,826.1000,1,1,2026-08-24T00:00:00.000
1181,20260817,20260805,122,471,382,96,54,26,4,4,1627.9700,1627.9700,826.8000,826.8000,1,1,2026-08-24T00:00:00.000
1182,20260824,20260723,457,301,411,171,434,338,9,1,1629.3400,1629.3400,827.5000,827.5000,1,1,2026-08-24T00:00:00.000
1183,20260618,20260603,367,15,152,169,273,257,2,4,1630.7100,1630.7100,828.2000,828.2000,1,1,2026-08-24T00:00:00.000
1184,20260609,20260619,355,393,397,369,300,308,5,5,1632.0800,1632.0800,828.9000,828.9000,1,1,2026-08-24T00:00:00.000
1185,20260724,20260618,12,245,146,222,374,355,3,5,1633.4500,1633.4500,829.6000,829.6000,1,1,2026-08-24T00:00:00.000
1186,20260712,20260630,66,104,180,56,402,209,9,3,1634.8200,1634.8200,830.3000,830.3000,1,1,2026-08-24T00:00:00.000
1187,20260610,20260709,86,477,363,95,321,82,2,2,1636.1900,1636.1900,831.0000,831.0000,1,1,2026-08-24T00:00:00.000
1188,20260819,20260611,296,455,10,500,74,125,7,4,1637.5600,1637.5600,831.7000,831.7000,1,1,2026-08-24T00:00:00.000
1189,20260818,20260812,432,265,339,155,347,315,10,3,1638.9300,1638.9300,832.4000,832.4000,1,1,2026-08-24T00:00:00.000
1190,20260717,20260709,141,323,-1,47,-1,-1,7,1,1640.3000,1640.3000,833.1000,833.1000,1,1,2026-08-24T00:00:00.000
1191,20260624,20260607,85,28,313,446,348,475,9,2,1641.6700,1641.6700,833.8000,833.8000,1,1,2026-08-24T00:00:00.000
1192,20260807,20260815,243,146,69,429,366,453,8,3,1643.0400,1643.0400,834.5000,834.5000,1,1,2026-08-24T00:00:00.000
1193,20260812,20260628,113,49,92,287,282,386,7,3,1644.4100,1644.4100,835.2000,835.2000,1,1,2026-08-24T00:00:00.000
1194,20260616,20260703,443,356,192,46,471,36,5,2,1645.7800,1645.7800,835.9000,835.9000,1,1,2026-08-24T00:00:00.000
1195,20260820,20260726,130,86,296,397,224,403,2,3,1647.1500,1647.1500,836.6000,836.6000,1,1,2026-08-24T00:00:00.000
1196,20260711,20260730,178,496,27,287,81,304,2,4,1648.5200,1648.5200,837.3000,837.3000,1,1,2026-08-24T00:00:00.000
1197,20260720,20260630,284,132,468,229,54,236,5,5,1649.8900,1649.8900,838.0000,838.0000,1,1,2026-08-24T00:00:00.000
1198,20260628,20260602,196,55,18,313,488,375,6,3,1651.2600,1651.2600,838.7000,838.7000,1,1,2026-08-24T00:00:00.000
1199,20260716,20260821,339,315,470,263,127,220,7,4,1652.6300,1652.6300,839.4000,839.4000,1,1,2026-08-24T00:00:00.000
1200,20260615,20260527,405,96,256,301,248,336,7,3,1654.0000,1654.0000,840.1000,840.1000,1,1,2026-08-24T00:00:00.000
1201,20260531,20260613,247,332,287,161,90,378,6,5,1655.3700,1655.3700,840.8000,840.8000,1,1,2026-08-24T00:00:00.000
1202,20260630,20260606,199,409,256,442,164,53,7,5,1656.7400,1656.7400,841.5000,841.5000,1,1,2026-08-24T00:00:00.000
1203,20260609,20260611,421,360,445,371,326,77,1,3,1658.1100,1658.1100,842.2000,842.2000,1,1,2026-08-24T00:00:00.000
1204,20260607,20260712,267,161,19,480,392,455,9,5,1659.4800,1659.4800,842.9000,842.9000,1,1,2026-08-24T00:00:00.000
1205,20260722,20260714,218,171,217,41,430,4,9,5,1660.8500,1660.8500,843.6000,843.6000,1,1,2026-08-24T00:00:00.000
1206,20260805,20260724,142,120,370,55,174,23,7,1,1662.2200,1662.2200,844.3000,844.3000,1,1,2026-08-24T00:00:00.000
1207,20260702,20260802,214,101,-1,201,-1,-1,10,2,1663.5900,1663.5900,845.0000,845.0000,1,1,2026-08-24T00:00:00.000
1208,20260623,20260629,332,163,61,375,243,26,3,1,1664.9600,1664.9600,845.7000,845.7000,1,1,2026-08-24T00:00:00.000
1209,20260820,20260723,133,135,11,336,206,258,8,4,1666.3300,1666.3300,846.4000,846.4000,1,1,2026-08-24T00:00:00.000
1210,20260605,20260802,163,371,372,32,376,406,9,2,1667.7000,1667.7000,847.1000,847.1000,1,1,2026-08-24T00:00:00.000
1211,20260819,20260710,492,197,274,447,43,42,10,2,1669.0700,1669.0700,847.8000,847.8000,1,1,2026-08-24T00:00:00.000
1212,20260820,20260812,458,31,314,248,315,478,4,5,1670.4400,1670.4400,848.5000,848.5000,1,1,2026-08-24T00:00:00.000
1213,20260615,20260716,353,323,60,327,414,476,10,4,1671.8100,1671.8100,849.2000,849.2000,1,1,2026-08-24T00:00:00.000
1214,20260716,20260720,134,79,403,397,271,427,8,5,1673.1800,1673.1800,849.9000,849.9000,1,1,2026-08-24T00:00:00.000
1215,20260818,20260628,292,453,254,104,23,14,8,3,1674.5500,1674.5500,850.6000,850.6000,1,1,2026-08-24T00:00:00.000
1216,20260726,20260628,351,370,456,482,161,332,10,4,1675.9200,1675.9200,851.3000,851.3000,1,1,2026-08-24T00:00:00.000
1217,20260617,20260619,47,445,137,81,5,26,10,2,1677.2900,1677.2900,852.0000,852.0000,1,1,2026-08-24T00:00:00.000
1218,20260619,20260529,52,392,407,497,154,363,8,1,1678.6600,1678.6600,852.7000,852.7000,1,1,2026-08-24T00:00:00.000
1219,20260622,20260822,121,201,158,415,369,130,10,4,1680.0300,1680.0300,853.4000,853.4000,1,1,2026-08-24T00:00:00.000
1220,20260627,20260620,377,269,325,154,35,227,5,4,1681.4000,1681.4000,854.1000,854.1000,1,1,2026-08-24T00:00:00.000
1221,20260611,20260808,93,217,353,83,370,337,3,3,1682.7700,1682.7700,854.8000,854.8000,1,1,2026-08-24T00:00:00.000
1222,20260801,20260610,468,160,317,321,79,44,7,4,1684.1400,1684.1400,855.5000,855.5000,1,1,2026-08-24T00:00:00.000
1223,20260606,20260606,114,57,247,403,390,321,6,1,1685.5100,1685.5100,856.2000,856.2000,1,1,2026-08-24T00:00:00.000
1224,20260722,20260711,484,286,-1,251,-1,-1,10,1,1686.8800,1686.8800,856.9000,856.9000,1,1,2026-08-24T00:00:00.000
1225,20260808,20260527,157,184,369,174,115,71,2,3,1688.2500,1688.2500,857.6000,857.6000,1,1,2026-08-24T00:00:00.000
1226,20260707,20260730,483,469,224,490,346,153,8,4,1689.6200,1689.6200,858.3000,858.3000,1,1,2026-08-24T00:00:00.000
1227,20260604,20260603,413,233,141,425,432,175,5,4,1690.9900,1690.9900,859.0000,859.0000,1,1,2026-08-24T00:00:00.000
1228,20260601,20260723,2,312,94,356,347,322,4,4,1692.3600,1692.3600,859.7000,859.7000,1,1,2026-08-24T00:00:00.000
1229,20260607,20260629,316,330,136,90,312,112,1,5,1693.7300,1693.7300,860.4000,860.4000,1,1,2026-08-24T00:00:00.000
1230,20260720,20260601,155,149,485,47,312,94,5,3,1695.1000,1695.1000,861.1000,861.1000,1,1,2026-08-24T00:00:00.000
1231,20260607,20260608,25,401,418,286,33,147,6,2,1696.4700,1696.4700,861.8000,861.8000,1,1,2026-08-24T00:00:00.000
1232,20260602,20260810,79,375,129,285,140,142,5,2,1697.8400,1697.8400,862.5000,862.5000,1,1,2026-08-24T00:00:00.000
1233,20260713,20260810,107,39,468,407,115,414,3,3,1699.2100,1699.2100,863.2000,863.2000,1,1,2026-08-24T00:00:00.000
1234,20260620,20260731,160,168,281,57,319,284,10,3,1700.5800,1700.5800,863.9000,863.9000,1,1,2026-08-24T00:00:00.000
1235,20260822,20260527,305,165,267,427,379,206,9,1,1701.9500,1701.9500,864.6000,864.6000,1,1,2026-08-24T00:00:00.000
1236,20260709,20260815,413,209,104,76,438,288,5,2,1703.3200,1703.3200,865.3000,865.3000,1,1,2026-08-24T00:00:00.000
1237,20260527,20260701,175,218,342,69,454,458,6,1,1704.6900,1704.6900,866.0000,866.0000,1,1,2026-08-24T00:00:00.000
1238,20260606,20260812,204,227,118,259,217,294,1,3,1706.0600,1706.0600,866.7000,866.7000,1,1,2026-08-24T00:00:00.000
1239,20260625,20260531,341,68,438,203,181,298,5,4,1707.4300,1707.4300,867.4000,867.4000,1,1,2026-08-24T00:00:00.000
1240,20260803,20260725,467,227,19,400,368,16,7,4,1708.8000,1708.8000,868.1000,868.1000,1,1,2026-08-24T00:00:00.000
1241,20260824,20260701,237,5,-1,339,-1,-1,5,1,1710.1700,1710.1700,868.8000,868.8000,1,1,2026-08-24T00:00:00.000
1242,20260715,20260611,468,112,50,162,175,57,8,5,1711.5400,1711.5400,869.5000,869.5000,1,1,2026-08-24T00:00:00.000
1243,20260717,20260613,455,298,229,161,128,474,10,3,1712.9100,1712.9100,870.2000,870.2000,1,1,2026-08-24T00:00:00.000
1244,20260611,20260716,221,263,151,335,317,210,5,4,1714.2800,1714.2800,870.9000,870.9000,1,1,2026-08-24T00:00:00.000
1245,20260721,20260824,500,178,400,358,243,282,5,4,1715.6500,1715.6500,871.6000,871.6000,1,1,2026-08-24T00:00:00.000
1246,20260717,20260614,123,311,177,415,86,298,3,3,1717.0200,1717.0200,872.3000,872.3000,1,1,2026-08-24T00:00:00.000
1247,20260820,20260630,453,90,2,50,400,431,7,4,1718.3900,1718.3900,873.0000,873.0000,1,1,2026-08-24T00:00:00.000
1248,20260803,20260813,93,190,248,288,2,170,7,3,1719.7600,1719.7600,873.7000,873.7000,1,1,2026-08-24T00:00:00.000
1249,20260712,20260822,10,15,471,464,341,384,6,1,1721.1300,1721.1300,874.4000,874.4000,1,1,2026-08-24T00:00:00.000
1250,20260729,20260604,490,290,391,446,482,268,1,1,1722.5000,1722.5000,875.1000,875.1000,1,1,2026-08-24T00:00:00.000
1251,20260820,20260818,338,434,206,129,365,28,4,1,1723.8700,1723.8700,875.8000,875.8000,1,1,2026-08-24T00:00:00.000
1252,20260530,20260703,188,197,273,112,236,497,4,1,1725.2400,1725.2400,876.5000,876.5000,1,1,2026-08-24T00:00:00.000
1253,20260717,20260802,389,351,235,172,494,181,4,4,1726.6100,1726.6100,877.2000,877.2000,1,1,2026-08-24T00:00:00.000
1254,20260809,20260824,139,201,243,113,250,268,2,1,1727.9800,1727.9800,877.9000,877.9000,1,1,2026-08-24T00:00:00.000
1255,20260715,20260703,376,115,421,48,318,147,2,1,1729.3500,1729.3500,878.6000,878.6000,1,1,2026-08-24T00:00:00.000
1256,20260709,20260813,444,5,236,365,465,92,5,2,1730.7200,1730.7200,879.3000,879.3000,1,1,2026-08-24T00:00:00.000
1257,20260602,20260615,423,421,196,237,273,397,10,4,1732.0900,1732.0900,880.0000,880.0000,1,1,2026-08-24T00:00:00.000
1258,20260629,20260612,294,380,-1,275,-1,-1,3,1,1733.4600,1733.4600,880.7000,880.7000,1,1,2026-08-24T00:00:00.000
1259,20260603,20260806,307,331,129,13,335,201,6,2,1734.8300,1734.8300,881.4000,881.4000,1,1,2026-08-24T00:00:00.000
1260,20260608,20260713,253,200,214,214,138,321,1,4,1736.2000,1736.2000,882.1000,882.1000,1,1,2026-08-24T00:00:00.000
1261,20260719,20260621,89,71,242,69,491,109,8,1,1737.5700,1737.5700,882.8000,882.8000,1,1,2026-08-24T00:00:00.000
1262,20260702,20260729,415,172,127,194,134,72,2,2,1738.9400,1738.9400,883.5000,883.5000,1,1,2026-08-24T00:00:00.000
1263,20260730,20260717,238,184,355,46,161,190,8,1,1740.3100,1740.3100,884.2000,884.2000,1,1,2026-08-24T00:00:00.000
1264,20260722,20260608,278,159,378,295,265,200,2,4,1741.6800,1741.6800,884.9000,884.9000,1,1,2026-08-24T00:00:00.000
1265,20260817,20260613,15,37,220,216,434,481,6,4,1743.0500,1743.0500,885.6000,885.6000,1,1,2026-08-24T00:00:00.000
1266,20260703,20260713,5,64,290,129,269,28,10,3,1744.4200,1744.4200,886.3000,886.3000,1,1,2026-08-24T00:00:00.000
1267,20260810,20260714,287,350,41,290,419,98,9,5,1745.7900,1745.7900,887.0000,887.0000,1,1,2026-08-24T00:00:00.000
1268,20260813,20260604,458,172,24,314,377,446,4,2,1747.1600,1747.1600,887.7000,887.7000,1,1,2026-08-24T00:00:00.000
1269,20260630,20260624,411,194,401,436,66,136,10,5,1748.5300,1748.5300,888.4000,888.4000,1,1,2026-08-24T00:00:00.000
1270,20260709,20260730,206,131,332,220,235,459,9,3,1749.9000,1749.9000,889.1000,889.1000,1,1,2026-08-24T00:00:00.000
1271,20260528,20260705,132,216,152,42,157,100,1,1,1751.2700,1751.2700,889.8000,889.8000,1,1,2026-08-24T00:00:00.000
1272,20260810,20260810,56,66,83,109,409,303,10,1,1752.6400,1752.6400,890.5000,890.5000,1,1,2026-08-24T00:00:00.000
1273,20260712,20260628,430,21,21,188,381,131,6,3,1754.0100,1754.0100,891.2000,891.2000,1,1,2026-08-24T00:00:00.000
1274,20260725,20260602,297,145,158,91,155,52,2,1,1755.3800,1755.3800,891.9000,891.9000,1,1,2026-08-24T00:00:00.000
1275,20260728,20260719,385,134,-1,336,-1,-1,3,5,1756.7500,1756.7500,892.6000,892.6000,1,1,2026-08-24T00:00:00.000
1276,20260719,20260613,180,178,381,480,254,170,2,3,1758.1200,1758.1200,893.3000,893.3000,1,1,2026-08-24T00:00:00.000
1277,20260625,20260611,314,233,396,415,303,327,9,4,1759.4900,1759.4900,894.0000,894.0000,1,1,2026-08-24T00:00:00.000
1278,20260610,20260820,415,182,449,136,313,360,1,5,1760.8600,1760.8600,894.7000,894.7000,1,1,2026-08-24T00:00:00.000
1279,20260606,20260721,192,96,322,5,398,164,9,2,1762.2300,1762.2300,895.4000,895.4000,1,1,2026-08-24T00:00:00.000
1280,20260625,20260713,451,309,316,87,199,367,2,2,1763.6000,1763.6000,896.1000,896.1000,1,1,2026-08-24T00:00:00.000
1281,20260612,20260623,235,28,205,120,233,270,6,2,1764.9700,1764.9700,896.8000,896.8000,1,1,2026-08-24T00:00:00.000
1282,20260702,20260619,390,406,266,124,344,453,5,4,1766.3400,1766.3400,897.5000,897.5000,1,1,2026-08-24T00:00:00.000
1283,20260701,20260620,390,483,239,27,346,345,1,5,1767.7100,1767.7100,898.2000,898.2000,1,1,2026-08-24T00:00:00.000
1284,20260809,20260608,472,363,87,243,175,142,10,1,1769.0800,1769.0800,898.9000,898.9000,1,1,2026-08-24T00:00:00.000
1285,20260530,20260706,291,233,162,354,274,355,10,1,1770.4500,1770.4500,899.6000,899.6000,1,1,2026-08-24T00:00:00.000
1286,20260528,20260714,498,475,440,474,395,257,9,2,1771.8200,1771.8200,900.3000,900.3000,1,1,2026-08-24T00:00:00.000
1287,20260814,20260617,145,252,8,265,466,128,10,4,1773.1900,1773.1900,901.0000,901.0000,1,1,2026-08-24T00:00:00.000
1288,20260620,20260601,132,21,450,82,247,251,3,4,1774.5600,1774.5600,901.7000,901.7000,1,1,2026-08-24T00:00:00.000
1289,20260614,20260724,318,296,23,41,210,408,5,1,1775.9300,1775.9300,902.4000,902.4000,1,1,2026-08-24T00:00:00.000
1290,20260801,20260531,58,7,308,286,289,496,8,4,1777.3000,1777.3000,903.1000,903.1000,1,1,2026-08-24T00:00:00.000
1291,20260527,20260717,342,343,101,361,333,449,2,4,1778.6700,1778.6700,903.8000,903.8000,1,1,2026-08-24T00:00:00.000
1292,20260527,20260728,421,113,-1,390,-1,-1,10,1,1780.0400,1780.0400,904.5000,904.5000,1,1,2026-08-24T00:00:00.000
1293,20260711,20260714,344,142,346,371,217,348,2,3,1781.4100,1781.4100,905.2000,905.2000,1,1,2026-08-24T00:00:00.000
1294,20260809,20260531,102,74,147,242,88,291,10,1,1782.7800,1782.7800,905.9000,905.9000,1,1,2026-08-24T00:00:00.000
1295,20260611,20260528,435,399,462,318,23,203,7,3,1784.1500,1784.1500,906.6000,906.6000,1,1,2026-08-24T00:00:00.000
1296,20260729,20260707,252,269,315,363,35,374,3,2,1785.5200,1785.5200,907.3000,907.3000,1,1,2026-08-24T00:00:00.000
1297,20260730,20260722,369,7,35,360,272,90,1,1,1786.8900,1786.8900,908.0000,908.0000,1,1,2026-08-24T00:00:00.000
1298,20260713,20260724,327,213,302,67,6,220,5,2,1788.2600,1788.2600,908.7000,908.7000,1,1,2026-08-24T00:00:00.000
1299,20260621,20260607,162,84,419,474,492,356,1,3,1789.6300,1789.6300,909.4000,909.4000,1,1,2026-08-24T00:00:00.000
1300,20260611,20260805,312,416,250,319,461,57,6,4,1791.0000,1791.0000,910.1000,910.1000,1,1,2026-08-24T00:00:00.000
1301,20260530,20260719,297,396,396,178,1,45,5,4,1792.3700,1792.3700,910.8000,910.8000,1,1,2026-08-24T00:00:00.000
1302,20260720,20260815,190,204,99,452,354,455,1,4,1793.7400,1793.7400,911.5000,911.5000,1,1,2026-08-24T00:00:00.000
1303,20260610,20260812,76,183,134,201,247,13,5,2,1795.1100,1795.1100,912.2000,912.2000,1,1,2026-08-24T00:00:00.000
1304,20260619,20260813,249,471,27,477,227,250,1,3,1796.4800,1796.4800,912.9000,912.9000,1,1,2026-08-24T00:00:00.000
1305,20260705,20260612,443,426,26,379,301,83,8,5,1797.8500,1797.8500,913.6000,913.6000,1,1,2026-08-24T00:00:00.000
1306,20260821,20260723,256,109,33,438,181,129,2,5,1799.2200,1799.2200,914.3000,914.3000,1,1,2026-08-24T00:00:00.000
1307,20260625,20260606,148,317,181,454,158,318,3,4,1800.5900,1800.5900,915.0000,915.0000,1,1,2026-08-24T00:00:00.000
1308,20260617,20260706,147,141,306,32,118,141,4,4,1801.9600,1801.9600,915.7000,915.7000,1,1,2026-08-24T00:00:00.000
1309,20260621,20260619,177,493,-1,7,-1,-1,1,2,1803.3300,1803.3300,916.4000,916.4000,1,1,2026-08-24T00:00:00.000
1310,20260619,20260711,72,351,150,53,480,68,1,4,1804.7000,1804.7000,917.1000,917.1000,1,1,2026-08-24T00:00:00.000
1311,20260807,20260601,132,240,106,144,376,71,1,1,1806.0700,1806.0700,917.8000,917.8000,1,1,2026-08-24T00:00:00.000
1312,20260713,20260714,53,303,257,46,80,154,4,2,1807.4400,1807.4400,918.5000,918.5000,1,1,2026-08-24T00:00:00.000
1313,20260620,20260711,363,104,11,195,295,212,3,3,1808.8100,1808.8100,919.2000,919.2000,1,1,2026-08-24T00:00:00.000
1314,20260816,20260719,254,254,311,455,188,94,9,1,1810.1800,1810.1800,919.9000,919.9000,1,1,2026-08-24T00:00:00.000
1315,20260706,20260823,336,120,43,380,250,172,9,1,1811.5500,1811.5500,920.6000,920.6000,1,1,2026-08-24T00:00:00.000
