InventoryBalanceSnapshotKey,SnapshotDateKey,ProductKey,PlantKey,InventoryBinKey,InventoryLotKey,InventorySerialNumberKey,InventoryConsignmentOwnerKey,InventoryStockStatusKey,UnitOfMeasureKey,OnHandQuantity,AvailableQuantity,ReservedQuantity,InventoryValueAmount,SourceSystemKey,BatchId,LoadedAtUtc
5385,20260728,456,83,307,448,147,462,1,6,769.6000,769.6000,769.6000,7387.4500,1,1,2026-08-24T00:00:00.000
5386,20260806,295,343,300,20,107,440,10,1,770.3000,770.3000,770.3000,7388.8200,1,1,2026-08-24T00:00:00.000
5387,20260818,439,179,86,271,133,325,8,3,771.0000,771.0000,771.0000,7390.1900,1,1,2026-08-24T00:00:00.000
5388,20260714,22,40,190,339,29,263,5,2,771.7000,771.7000,771.7000,7391.5600,1,1,2026-08-24T00:00:00.000
5389,20260802,254,188,14,-1,-1,-1,5,3,772.4000,772.4000,772.4000,7392.9300,1,1,2026-08-24T00:00:00.000
5390,20260629,165,315,395,220,371,260,1,6,773.1000,773.1000,773.1000,7394.3000,1,1,2026-08-24T00:00:00.000
5391,20260720,244,26,212,41,444,51,6,2,773.8000,773.8000,773.8000,7395.6700,1,1,2026-08-24T00:00:00.000
5392,20260822,369,266,476,445,406,495,3,4,774.5000,774.5000,774.5000,7397.0400,1,1,2026-08-24T00:00:00.000
5393,20260711,244,83,494,90,456,475,1,1,775.2000,775.2000,775.2000,7398.4100,1,1,2026-08-24T00:00:00.000
5394,20260716,58,150,229,226,6,491,9,6,775.9000,775.9000,775.9000,7399.7800,1,1,2026-08-24T00:00:00.000
5395,20260620,379,225,169,7,144,417,4,1,776.6000,776.6000,776.6000,7401.1500,1,1,2026-08-24T00:00:00.000
5396,20260604,323,213,40,409,477,253,9,3,777.3000,777.3000,777.3000,7402.5200,1,1,2026-08-24T00:00:00.000
5397,20260730,297,144,95,220,345,263,9,1,778.0000,778.0000,778.0000,7403.8900,1,1,2026-08-24T00:00:00.000
5398,20260705,96,345,40,43,401,173,4,4,778.7000,778.7000,778.7000,7405.2600,1,1,2026-08-24T00:00:00.000
5399,20260617,449,85,133,202,355,302,4,3,779.4000,779.4000,779.4000,7406.6300,1,1,2026-08-24T00:00:00.000
5400,20260619,81,133,239,310,109,211,8,3,780.1000,780.1000,780.1000,7408.0000,1,1,2026-08-24T00:00:00.000
5401,20260722,195,283,497,234,52,488,2,4,780.8000,780.8000,780.8000,7409.3700,1,1,2026-08-24T00:00:00.000
5402,20260605,257,197,50,386,455,462,3,7,781.5000,781.5000,781.5000,7410.7400,1,1,2026-08-24T00:00:00.000
5403,20260705,371,70,192,411,26,342,8,6,782.2000,782.2000,782.2000,7412.1100,1,1,2026-08-24T00:00:00.000
5404,20260608,215,100,187,117,66,326,7,1,782.9000,782.9000,782.9000,7413.4800,1,1,2026-08-24T00:00:00.000
5405,20260824,290,191,270,215,499,38,7,2,783.6000,783.6000,783.6000,7414.8500,1,1,2026-08-24T00:00:00.000
5406,20260615,152,250,86,-1,-1,-1,10,3,784.3000,784.3000,784.3000,7416.2200,1,1,2026-08-24T00:00:00.000
5407,20260724,42,286,328,370,28,456,2,3,785.0000,785.0000,785.0000,7417.5900,1,1,2026-08-24T00:00:00.000
5408,20260728,57,249,281,190,95,75,2,2,785.7000,785.7000,785.7000,7418.9600,1,1,2026-08-24T00:00:00.000
5409,20260810,360,130,405,10,240,280,4,6,786.4000,786.4000,786.4000,7420.3300,1,1,2026-08-24T00:00:00.000
5410,20260616,17,264,58,365,368,185,9,3,787.1000,787.1000,787.1000,7421.7000,1,1,2026-08-24T00:00:00.000
5411,20260530,392,185,322,288,461,434,8,5,787.8000,787.8000,787.8000,7423.0700,1,1,2026-08-24T00:00:00.000
5412,20260607,16,241,231,335,132,147,3,4,788.5000,788.5000,788.5000,7424.4400,1,1,2026-08-24T00:00:00.000
5413,20260808,242,160,496,294,118,48,2,7,789.2000,789.2000,789.2000,7425.8100,1,1,2026-08-24T00:00:00.000
5414,20260701,259,120,307,176,449,253,1,7,789.9000,789.9000,789.9000,7427.1800,1,1,2026-08-24T00:00:00.000
5415,20260622,141,166,287,495,343,14,4,4,790.6000,790.6000,790.6000,7428.5500,1,1,2026-08-24T00:00:00.000
5416,20260613,459,171,204,345,437,335,5,4,791.3000,791.3000,791.3000,7429.9200,1,1,2026-08-24T00:00:00.000
5417,20260628,50,140,381,250,313,440,7,5,792.0000,792.0000,792.0000,7431.2900,1,1,2026-08-24T00:00:00.000
5418,20260617,341,294,297,131,210,143,2,2,792.7000,792.7000,792.7000,7432.6600,1,1,2026-08-24T00:00:00.000
5419,20260718,12,147,191,99,287,274,4,2,793.4000,793.4000,793.4000,7434.0300,1,1,2026-08-24T00:00:00.000
5420,20260727,19,66,20,15,478,345,8,5,794.1000,794.1000,794.1000,7435.4000,1,1,2026-08-24T00:00:00.000
5421,20260728,241,181,431,456,360,234,7,7,794.8000,794.8000,794.8000,7436.7700,1,1,2026-08-24T00:00:00.000
5422,20260821,75,166,110,74,28,21,5,2,795.5000,795.5000,795.5000,7438.1400,1,1,2026-08-24T00:00:00.000
5423,20260712,80,174,214,-1,-1,-1,8,2,796.2000,796.2000,796.2000,7439.5100,1,1,2026-08-24T00:00:00.000
5424,20260618,66,124,484,67,308,343,10,3,796.9000,796.9000,796.9000,7440.8800,1,1,2026-08-24T00:00:00.000
5425,20260527,220,236,46,458,399,347,1,2,797.6000,797.6000,797.6000,7442.2500,1,1,2026-08-24T00:00:00.000
5426,20260730,352,2,13,296,158,207,10,4,798.3000,798.3000,798.3000,7443.6200,1,1,2026-08-24T00:00:00.000
5427,20260726,129,161,116,447,129,486,9,7,799.0000,799.0000,799.0000,7444.9900,1,1,2026-08-24T00:00:00.000
5428,20260803,103,229,21,488,19,217,2,7,799.7000,799.7000,799.7000,7446.3600,1,1,2026-08-24T00:00:00.000
5429,20260723,302,12,357,204,238,218,4,4,800.4000,800.4000,800.4000,7447.7300,1,1,2026-08-24T00:00:00.000
5430,20260612,253,293,189,315,461,500,7,4,801.1000,801.1000,801.1000,7449.1000,1,1,2026-08-24T00:00:00.000
5431,20260714,485,316,118,349,379,6,6,3,801.8000,801.8000,801.8000,7450.4700,1,1,2026-08-24T00:00:00.000
5432,20260529,252,35,55,274,325,57,3,6,802.5000,802.5000,802.5000,7451.8400,1,1,2026-08-24T00:00:00.000
5433,20260628,311,161,127,412,464,3,7,4,803.2000,803.2000,803.2000,7453.2100,1,1,2026-08-24T00:00:00.000
5434,20260618,433,281,252,202,62,215,8,3,803.9000,803.9000,803.9000,7454.5800,1,1,2026-08-24T00:00:00.000
5435,20260629,309,189,83,214,14,21,9,4,804.6000,804.6000,804.6000,7455.9500,1,1,2026-08-24T00:00:00.000
5436,20260628,329,348,1,11,289,70,9,4,805.3000,805.3000,805.3000,7457.3200,1,1,2026-08-24T00:00:00.000
5437,20260725,409,158,415,120,117,271,8,3,806.0000,806.0000,806.0000,7458.6900,1,1,2026-08-24T00:00:00.000
5438,20260721,410,321,360,192,484,407,9,1,806.7000,806.7000,806.7000,7460.0600,1,1,2026-08-24T00:00:00.000
5439,20260812,107,160,247,360,298,356,5,6,807.4000,807.4000,807.4000,7461.4300,1,1,2026-08-24T00:00:00.000
5440,20260720,19,28,221,-1,-1,-1,8,1,808.1000,808.1000,808.1000,7462.8000,1,1,2026-08-24T00:00:00.000
5441,20260804,400,187,84,345,498,435,3,5,808.8000,808.8000,808.8000,7464.1700,1,1,2026-08-24T00:00:00.000
5442,20260824,389,187,388,117,257,374,9,5,809.5000,809.5000,809.5000,7465.5400,1,1,2026-08-24T00:00:00.000
5443,20260721,319,85,277,453,85,215,6,4,810.2000,810.2000,810.2000,7466.9100,1,1,2026-08-24T00:00:00.000
5444,20260720,117,92,13,127,93,370,5,1,810.9000,810.9000,810.9000,7468.2800,1,1,2026-08-24T00:00:00.000
5445,20260811,253,311,240,267,110,304,3,7,811.6000,811.6000,811.6000,7469.6500,1,1,2026-08-24T00:00:00.000
5446,20260802,91,269,438,336,259,432,3,7,812.3000,812.3000,812.3000,7471.0200,1,1,2026-08-24T00:00:00.000
5447,20260624,184,207,101,462,130,295,8,4,813.0000,813.0000,813.0000,7472.3900,1,1,2026-08-24T00:00:00.000
5448,20260623,304,261,118,276,131,54,7,1,813.7000,813.7000,813.7000,7473.7600,1,1,2026-08-24T00:00:00.000
5449,20260710,62,38,19,331,151,468,1,1,814.4000,814.4000,814.4000,7475.1300,1,1,2026-08-24T00:00:00.000
5450,20260727,481,44,105,367,20,341,8,5,815.1000,815.1000,815.1000,7476.5000,1,1,2026-08-24T00:00:00.000
5451,20260618,446,58,18,165,348,19,5,1,815.8000,815.8000,815.8000,7477.8700,1,1,2026-08-24T00:00:00.000
5452,20260817,411,49,158,399,307,303,8,7,816.5000,816.5000,816.5000,7479.2400,1,1,2026-08-24T00:00:00.000
5453,20260616,135,38,37,144,448,307,3,5,817.2000,817.2000,817.2000,7480.6100,1,1,2026-08-24T00:00:00.000
5454,20260702,37,268,229,258,201,111,4,3,817.9000,817.9000,817.9000,7481.9800,1,1,2026-08-24T00:00:00.000
5455,20260604,18,242,71,229,122,169,3,7,818.6000,818.6000,818.6000,7483.3500,1,1,2026-08-24T00:00:00.000
5456,20260813,262,287,144,291,299,180,4,6,819.3000,819.3000,819.3000,7484.7200,1,1,2026-08-24T00:00:00.000
5457,20260706,3,121,325,-1,-1,-1,6,7,820.0000,820.0000,820.0000,7486.0900,1,1,2026-08-24T00:00:00.000
5458,20260608,160,172,445,146,181,232,2,2,820.7000,820.7000,820.7000,7487.4600,1,1,2026-08-24T00:00:00.000
5459,20260619,51,170,22,33,337,278,5,7,821.4000,821.4000,821.4000,7488.8300,1,1,2026-08-24T00:00:00.000
5460,20260622,489,25,430,443,467,334,7,2,822.1000,822.1000,822.1000,7490.2000,1,1,2026-08-24T00:00:00.000
5461,20260718,390,54,438,163,443,427,2,6,822.8000,822.8000,822.8000,7491.5700,1,1,2026-08-24T00:00:00.000
5462,20260704,491,301,375,484,429,78,3,6,823.5000,823.5000,823.5000,7492.9400,1,1,2026-08-24T00:00:00.000
5463,20260723,57,36,36,202,347,317,5,7,824.2000,824.2000,824.2000,7494.3100,1,1,2026-08-24T00:00:00.000
5464,20260811,197,91,474,429,231,30,8,7,824.9000,824.9000,824.9000,7495.6800,1,1,2026-08-24T00:00:00.000
5465,20260527,199,149,130,77,118,118,2,7,825.6000,825.6000,825.6000,7497.0500,1,1,2026-08-24T00:00:00.000
5466,20260804,407,161,303,226,70,263,3,2,826.3000,826.3000,826.3000,7498.4200,1,1,2026-08-24T00:00:00.000
5467,20260805,482,99,374,327,51,497,9,2,827.0000,827.0000,827.0000,7499.7900,1,1,2026-08-24T00:00:00.000
5468,20260716,146,9,445,57,380,191,1,3,827.7000,827.7000,827.7000,7501.1600,1,1,2026-08-24T00:00:00.000
5469,20260618,148,148,458,374,169,288,3,6,828.4000,828.4000,828.4000,7502.5300,1,1,2026-08-24T00:00:00.000
5470,20260629,86,199,38,325,155,32,9,4,829.1000,829.1000,829.1000,7503.9000,1,1,2026-08-24T00:00:00.000
5471,20260810,206,145,134,84,60,351,7,2,829.8000,829.8000,829.8000,7505.2700,1,1,2026-08-24T00:00:00.000
5472,20260716,439,55,237,474,62,313,6,6,830.5000,830.5000,830.5000,7506.6400,1,1,2026-08-24T00:00:00.000
5473,20260620,282,256,467,460,23,406,1,5,831.2000,831.2000,831.2000,7508.0100,1,1,2026-08-24T00:00:00.000
5474,20260605,170,151,406,-1,-1,-1,1,7,831.9000,831.9000,831.9000,7509.3800,1,1,2026-08-24T00:00:00.000
5475,20260813,211,328,478,313,46,235,2,7,832.6000,832.6000,832.6000,7510.7500,1,1,2026-08-24T00:00:00.000
5476,20260813,341,260,442,327,146,281,4,4,833.3000,833.3000,833.3000,7512.1200,1,1,2026-08-24T00:00:00.000
5477,20260719,140,8,154,298,18,495,3,2,834.0000,834.0000,834.0000,7513.4900,1,1,2026-08-24T00:00:00.000
5478,20260611,134,6,220,214,282,415,9,7,834.7000,834.7000,834.7000,7514.8600,1,1,2026-08-24T00:00:00.000
5479,20260728,11,256,154,253,256,23,8,4,835.4000,835.4000,835.4000,7516.2300,1,1,2026-08-24T00:00:00.000
5480,20260722,175,115,183,231,12,164,6,6,836.1000,836.1000,836.1000,7517.6000,1,1,2026-08-24T00:00:00.000
5481,20260712,384,117,19,83,419,320,1,2,836.8000,836.8000,836.8000,7518.9700,1,1,2026-08-24T00:00:00.000
5482,20260726,412,22,469,421,221,500,10,4,837.5000,837.5000,837.5000,7520.3400,1,1,2026-08-24T00:00:00.000
5483,20260715,286,138,441,83,15,125,1,5,838.2000,838.2000,838.2000,7521.7100,1,1,2026-08-24T00:00:00.000
5484,20260702,451,23,147,320,125,70,3,4,838.9000,838.9000,838.9000,7523.0800,1,1,2026-08-24T00:00:00.000
5485,20260824,419,185,345,111,76,49,1,7,839.6000,839.6000,839.6000,7524.4500,1,1,2026-08-24T00:00:00.000
5486,20260620,20,155,244,271,409,48,5,5,840.3000,840.3000,840.3000,7525.8200,1,1,2026-08-24T00:00:00.000
5487,20260802,162,87,119,459,222,479,7,6,841.0000,841.0000,841.0000,7527.1900,1,1,2026-08-24T00:00:00.000
5488,20260622,163,106,285,373,369,110,6,3,841.7000,841.7000,841.7000,7528.5600,1,1,2026-08-24T00:00:00.000
5489,20260805,434,10,179,344,455,394,5,7,842.4000,842.4000,842.4000,7529.9300,1,1,2026-08-24T00:00:00.000
5490,20260824,9,225,80,267,381,411,3,3,843.1000,843.1000,843.1000,7531.3000,1,1,2026-08-24T00:00:00.000
5491,20260701,45,227,147,-1,-1,-1,4,7,843.8000,843.8000,843.8000,7532.6700,1,1,2026-08-24T00:00:00.000
5492,20260706,51,342,71,109,44,186,4,5,844.5000,844.5000,844.5000,7534.0400,1,1,2026-08-24T00:00:00.000
5493,20260623,119,223,372,274,133,394,2,6,845.2000,845.2000,845.2000,7535.4100,1,1,2026-08-24T00:00:00.000
5494,20260804,262,98,427,228,19,243,7,3,845.9000,845.9000,845.9000,7536.7800,1,1,2026-08-24T00:00:00.000
5495,20260810,490,214,389,325,368,394,1,1,846.6000,846.6000,846.6000,7538.1500,1,1,2026-08-24T00:00:00.000
5496,20260811,370,64,39,75,173,146,4,3,847.3000,847.3000,847.3000,7539.5200,1,1,2026-08-24T00:00:00.000
5497,20260710,3,170,361,285,481,298,7,7,848.0000,848.0000,848.0000,7540.8900,1,1,2026-08-24T00:00:00.000
5498,20260805,436,219,245,423,489,228,6,3,848.7000,848.7000,848.7000,7542.2600,1,1,2026-08-24T00:00:00.000
5499,20260804,294,299,467,312,151,60,10,5,849.4000,849.4000,849.4000,7543.6300,1,1,2026-08-24T00:00:00.000
5500,20260613,127,39,100,396,358,286,4,2,850.1000,850.1000,850.1000,7545.0000,1,1,2026-08-24T00:00:00.000
5501,20260702,481,280,114,164,202,127,3,4,850.8000,850.8000,850.8000,7546.3700,1,1,2026-08-24T00:00:00.000
5502,20260530,333,285,394,70,141,132,6,3,851.5000,851.5000,851.5000,7547.7400,1,1,2026-08-24T00:00:00.000
5503,20260630,180,51,152,154,158,335,3,5,852.2000,852.2000,852.2000,7549.1100,1,1,2026-08-24T00:00:00.000
5504,20260819,378,295,407,268,170,270,4,2,852.9000,852.9000,852.9000,7550.4800,1,1,2026-08-24T00:00:00.000
5505,20260805,295,11,490,192,8,477,3,7,853.6000,853.6000,853.6000,7551.8500,1,1,2026-08-24T00:00:00.000
5506,20260620,322,145,184,228,192,470,6,1,854.3000,854.3000,854.3000,7553.2200,1,1,2026-08-24T00:00:00.000
5507,20260610,466,127,72,481,340,98,10,6,855.0000,855.0000,855.0000,7554.5900,1,1,2026-08-24T00:00:00.000
5508,20260824,250,143,146,-1,-1,-1,10,3,855.7000,855.7000,855.7000,7555.9600,1,1,2026-08-24T00:00:00.000
5509,20260721,161,264,54,419,160,220,10,2,856.4000,856.4000,856.4000,7557.3300,1,1,2026-08-24T00:00:00.000
5510,20260622,156,220,288,292,421,380,7,2,857.1000,857.1000,857.1000,7558.7000,1,1,2026-08-24T00:00:00.000
5511,20260614,58,56,74,82,369,223,2,6,857.8000,857.8000,857.8000,7560.0700,1,1,2026-08-24T00:00:00.000
5512,20260821,84,302,207,399,395,44,4,6,858.5000,858.5000,858.5000,7561.4400,1,1,2026-08-24T00:00:00.000
5513,20260717,281,32,96,472,500,183,10,5,859.2000,859.2000,859.2000,7562.8100,1,1,2026-08-24T00:00:00.000
5514,20260801,225,123,1,465,403,498,6,2,859.9000,859.9000,859.9000,7564.1800,1,1,2026-08-24T00:00:00.000
5515,20260620,368,326,424,214,45,377,8,7,860.6000,860.6000,860.6000,7565.5500,1,1,2026-08-24T00:00:00.000
5516,20260607,481,118,307,149,438,304,7,7,861.3000,861.3000,861.3000,7566.9200,1,1,2026-08-24T00:00:00.000
5517,20260531,313,157,293,161,378,125,7,6,862.0000,862.0000,862.0000,7568.2900,1,1,2026-08-24T00:00:00.000
5518,20260629,16,222,113,273,62,452,6,4,862.7000,862.7000,862.7000,7569.6600,1,1,2026-08-24T00:00:00.000
5519,20260609,388,23,430,58,458,86,3,7,863.4000,863.4000,863.4000,7571.0300,1,1,2026-08-24T00:00:00.000
5520,20260821,438,93,234,19,490,113,6,3,864.1000,864.1000,864.1000,7572.4000,1,1,2026-08-24T00:00:00.000
5521,20260729,320,219,168,496,155,211,3,6,864.8000,864.8000,864.8000,7573.7700,1,1,2026-08-24T00:00:00.000
5522,20260726,241,327,327,323,492,97,3,1,865.5000,865.5000,865.5000,7575.1400,1,1,2026-08-24T00:00:00.000
5523,20260823,414,46,490,193,99,472,5,7,866.2000,866.2000,866.2000,7576.5100,1,1,2026-08-24T00:00:00.000
5524,20260709,379,260,218,491,494,105,6,6,866.9000,866.9000,866.9000,7577.8800,1,1,2026-08-24T00:00:00.000
5525,20260613,483,251,389,-1,-1,-1,1,1,867.6000,867.6000,867.6000,7579.2500,1,1,2026-08-24T00:00:00.000
5526,20260728,46,204,470,335,379,67,9,4,868.3000,868.3000,868.3000,7580.6200,1,1,2026-08-24T00:00:00.000
5527,20260622,180,247,214,144,411,383,3,6,869.0000,869.0000,869.0000,7581.9900,1,1,2026-08-24T00:00:00.000
5528,20260710,296,155,257,384,182,459,5,1,869.7000,869.7000,869.7000,7583.3600,1,1,2026-08-24T00:00:00.000
5529,20260707,390,118,403,366,227,378,2,3,870.4000,870.4000,870.4000,7584.7300,1,1,2026-08-24T00:00:00.000
5530,20260807,16,129,279,483,25,151,1,1,871.1000,871.1000,871.1000,7586.1000,1,1,2026-08-24T00:00:00.000
5531,20260628,211,159,42,356,273,99,2,5,871.8000,871.8000,871.8000,7587.4700,1,1,2026-08-24T00:00:00.000
5532,20260725,346,331,331,450,51,203,4,2,872.5000,872.5000,872.5000,7588.8400,1,1,2026-08-24T00:00:00.000
5533,20260807,453,231,129,361,42,244,3,3,873.2000,873.2000,873.2000,7590.2100,1,1,2026-08-24T00:00:00.000
5534,20260707,136,63,468,371,457,436,2,6,873.9000,873.9000,873.9000,7591.5800,1,1,2026-08-24T00:00:00.000
5535,20260619,297,77,457,240,167,386,9,3,874.6000,874.6000,874.6000,7592.9500,1,1,2026-08-24T00:00:00.000
5536,20260801,343,341,54,147,426,195,9,5,875.3000,875.3000,875.3000,7594.3200,1,1,2026-08-24T00:00:00.000
5537,20260726,468,21,426,333,89,47,1,4,876.0000,876.0000,876.0000,7595.6900,1,1,2026-08-24T00:00:00.000
5538,20260718,473,6,140,355,467,162,4,4,876.7000,876.7000,876.7000,7597.0600,1,1,2026-08-24T00:00:00.000
5539,20260717,248,210,312,187,389,335,1,1,877.4000,877.4000,877.4000,7598.4300,1,1,2026-08-24T00:00:00.000
5540,20260722,321,332,464,110,117,47,4,3,878.1000,878.1000,878.1000,7599.8000,1,1,2026-08-24T00:00:00.000
5541,20260630,291,253,239,43,406,314,1,3,878.8000,878.8000,878.8000,7601.1700,1,1,2026-08-24T00:00:00.000
5542,20260719,233,191,147,-1,-1,-1,6,4,879.5000,879.5000,879.5000,7602.5400,1,1,2026-08-24T00:00:00.000
5543,20260730,480,131,96,349,199,62,4,3,880.2000,880.2000,880.2000,7603.9100,1,1,2026-08-24T00:00:00.000
5544,20260723,457,40,97,71,60,382,1,7,880.9000,880.9000,880.9000,7605.2800,1,1,2026-08-24T00:00:00.000
5545,20260729,489,301,59,321,96,314,6,4,881.6000,881.6000,881.6000,7606.6500,1,1,2026-08-24T00:00:00.000
5546,20260710,61,166,188,222,450,296,10,6,882.3000,882.3000,882.3000,7608.0200,1,1,2026-08-24T00:00:00.000
5547,20260816,356,195,42,384,463,31,9,3,883.0000,883.0000,883.0000,7609.3900,1,1,2026-08-24T00:00:00.000
5548,20260616,435,331,345,309,323,309,9,4,883.7000,883.7000,883.7000,7610.7600,1,1,2026-08-24T00:00:00.000
5549,20260808,5,255,443,46,469,264,10,3,884.4000,884.4000,884.4000,7612.1300,1,1,2026-08-24T00:00:00.000
5550,20260613,118,22,69,89,333,391,7,2,885.1000,885.1000,885.1000,7613.5000,1,1,2026-08-24T00:00:00.000
5551,20260721,331,258,39,360,409,217,6,3,885.8000,885.8000,885.8000,7614.8700,1,1,2026-08-24T00:00:00.000
5552,20260705,481,85,447,400,379,348,10,5,886.5000,886.5000,886.5000,7616.2400,1,1,2026-08-24T00:00:00.000
5553,20260611,189,101,262,39,324,261,2,3,887.2000,887.2000,887.2000,7617.6100,1,1,2026-08-24T00:00:00.000
5554,20260801,472,180,436,289,224,445,9,1,887.9000,887.9000,887.9000,7618.9800,1,1,2026-08-24T00:00:00.000
5555,20260822,305,339,231,19,325,231,5,3,888.6000,888.6000,888.6000,7620.3500,1,1,2026-08-24T00:00:00.000
5556,20260728,310,20,499,419,302,90,4,1,889.3000,889.3000,889.3000,7621.7200,1,1,2026-08-24T00:00:00.000
5557,20260528,266,225,490,347,131,64,5,3,890.0000,890.0000,890.0000,7623.0900,1,1,2026-08-24T00:00:00.000
5558,20260802,407,306,291,471,152,416,8,6,890.7000,890.7000,890.7000,7624.4600,1,1,2026-08-24T00:00:00.000
5559,20260711,473,44,128,-1,-1,-1,4,3,891.4000,891.4000,891.4000,7625.8300,1,1,2026-08-24T00:00:00.000
5560,20260708,279,197,165,285,434,303,6,5,892.1000,892.1000,892.1000,7627.2000,1,1,2026-08-24T00:00:00.000
5561,20260718,265,77,148,323,195,304,8,5,892.8000,892.8000,892.8000,7628.5700,1,1,2026-08-24T00:00:00.000
5562,20260616,460,83,105,275,187,209,6,3,893.5000,893.5000,893.5000,7629.9400,1,1,2026-08-24T00:00:00.000
5563,20260809,380,235,388,150,179,121,6,6,894.2000,894.2000,894.2000,7631.3100,1,1,2026-08-24T00:00:00.000
5564,20260621,163,313,328,388,406,184,1,6,894.9000,894.9000,894.9000,7632.6800,1,1,2026-08-24T00:00:00.000
5565,20260717,428,133,409,168,102,146,6,5,895.6000,895.6000,895.6000,7634.0500,1,1,2026-08-24T00:00:00.000
5566,20260821,406,219,35,330,8,189,4,4,896.3000,896.3000,896.3000,7635.4200,1,1,2026-08-24T00:00:00.000
5567,20260720,210,15,26,33,133,494,7,1,897.0000,897.0000,897.0000,7636.7900,1,1,2026-08-24T00:00:00.000
5568,20260820,180,10,452,454,247,208,7,2,897.7000,897.7000,897.7000,7638.1600,1,1,2026-08-24T00:00:00.000
5569,20260613,359,43,447,432,204,459,6,7,898.4000,898.4000,898.4000,7639.5300,1,1,2026-08-24T00:00:00.000
5570,20260711,188,44,444,291,291,43,1,6,899.1000,899.1000,899.1000,7640.9000,1,1,2026-08-24T00:00:00.000
5571,20260703,109,96,435,173,187,341,1,1,899.8000,899.8000,899.8000,7642.2700,1,1,2026-08-24T00:00:00.000
5572,20260808,467,189,245,87,317,80,8,1,900.5000,900.5000,900.5000,7643.6400,1,1,2026-08-24T00:00:00.000
5573,20260724,469,12,35,368,58,351,1,6,901.2000,901.2000,901.2000,7645.0100,1,1,2026-08-24T00:00:00.000
5574,20260624,389,128,39,285,451,429,8,3,901.9000,901.9000,901.9000,7646.3800,1,1,2026-08-24T00:00:00.000
5575,20260605,247,238,472,283,19,71,8,7,902.6000,902.6000,902.6000,7647.7500,1,1,2026-08-24T00:00:00.000
5576,20260606,112,237,70,-1,-1,-1,3,2,903.3000,903.3000,903.3000,7649.1200,1,1,2026-08-24T00:00:00.000
5577,20260617,125,269,338,181,357,60,5,7,904.0000,904.0000,904.0000,7650.4900,1,1,2026-08-24T00:00:00.000
5578,20260712,113,30,328,431,87,243,3,4,904.7000,904.7000,904.7000,7651.8600,1,1,2026-08-24T00:00:00.000
5579,20260724,344,119,387,347,45,46,3,2,905.4000,905.4000,905.4000,7653.2300,1,1,2026-08-24T00:00:00.000
5580,20260609,104,329,103,162,437,338,3,6,906.1000,906.1000,906.1000,7654.6000,1,1,2026-08-24T00:00:00.000
5581,20260527,276,90,350,151,477,52,2,7,906.8000,906.8000,906.8000,7655.9700,1,1,2026-08-24T00:00:00.000
5582,20260801,77,41,471,367,455,165,3,6,907.5000,907.5000,907.5000,7657.3400,1,1,2026-08-24T00:00:00.000
5583,20260704,421,66,254,491,44,319,10,5,908.2000,908.2000,908.2000,7658.7100,1,1,2026-08-24T00:00:00.000
5584,20260611,3,50,176,230,440,302,1,7,908.9000,908.9000,908.9000,7660.0800,1,1,2026-08-24T00:00:00.000
5585,20260816,89,38,223,70,482,372,8,7,909.6000,909.6000,909.6000,7661.4500,1,1,2026-08-24T00:00:00.000
5586,20260723,73,52,99,167,253,303,9,1,910.3000,910.3000,910.3000,7662.8200,1,1,2026-08-24T00:00:00.000
5587,20260617,377,321,77,84,74,4,9,4,911.0000,911.0000,911.0000,7664.1900,1,1,2026-08-24T00:00:00.000
5588,20260823,27,185,223,418,312,184,10,2,911.7000,911.7000,911.7000,7665.5600,1,1,2026-08-24T00:00:00.000
5589,20260704,32,176,312,34,299,134,7,4,912.4000,912.4000,912.4000,7666.9300,1,1,2026-08-24T00:00:00.000
5590,20260820,24,201,15,298,419,197,3,7,913.1000,913.1000,913.1000,7668.3000,1,1,2026-08-24T00:00:00.000
5591,20260709,43,193,360,23,186,439,3,5,913.8000,913.8000,913.8000,7669.6700,1,1,2026-08-24T00:00:00.000
5592,20260731,286,132,452,432,359,120,1,7,914.5000,914.5000,914.5000,7671.0400,1,1,2026-08-24T00:00:00.000
5593,20260616,456,149,401,-1,-1,-1,7,3,915.2000,915.2000,915.2000,7672.4100,1,1,2026-08-24T00:00:00.000
5594,20260604,452,53,78,241,228,257,7,4,915.9000,915.9000,915.9000,7673.7800,1,1,2026-08-24T00:00:00.000
5595,20260713,309,162,39,151,315,27,6,2,916.6000,916.6000,916.6000,7675.1500,1,1,2026-08-24T00:00:00.000
5596,20260607,258,104,214,2,214,359,7,3,917.3000,917.3000,917.3000,7676.5200,1,1,2026-08-24T00:00:00.000
5597,20260602,429,342,342,494,55,348,2,3,918.0000,918.0000,918.0000,7677.8900,1,1,2026-08-24T00:00:00.000
5598,20260627,260,182,104,31,275,12,4,4,918.7000,918.7000,918.7000,7679.2600,1,1,2026-08-24T00:00:00.000
5599,20260618,129,73,484,165,277,265,3,5,919.4000,919.4000,919.4000,7680.6300,1,1,2026-08-24T00:00:00.000
5600,20260729,371,53,39,205,56,126,8,3,920.1000,920.1000,920.1000,7682.0000,1,1,2026-08-24T00:00:00.000
5601,20260712,119,219,406,48,328,107,2,2,920.8000,920.8000,920.8000,7683.3700,1,1,2026-08-24T00:00:00.000
5602,20260804,308,13,492,65,272,146,6,4,921.5000,921.5000,921.5000,7684.7400,1,1,2026-08-24T00:00:00.000
