MachineSensorReadingKey,ReadingDateKey,ReadingTimeOfDayKey,MachineKey,MachineSensorTagKey,WorkCenterKey,PlantKey,MachineSensorTypeKey,UnitOfMeasureKey,ReadingSequenceNumber,EventCount,QuantityAmount,DurationMinutes,CostAmount,SourceSystemKey,BatchId,LoadedAtUtc
467,20260718,40020,390,64,150,179,5,5,467,468,649.7900,472.0000,649.7900,1,1,2026-08-24T00:00:00.000
468,20260801,26040,223,157,320,52,9,4,468,469,651.1600,473.0000,651.1600,1,1,2026-08-24T00:00:00.000
469,20260705,24420,397,274,271,190,8,4,469,470,652.5300,474.0000,652.5300,1,1,2026-08-24T00:00:00.000
470,20260628,19980,258,386,494,23,3,3,470,471,653.9000,475.0000,653.9000,1,1,2026-08-24T00:00:00.000
471,20260618,8640,25,207,217,219,11,7,471,472,655.2700,476.0000,655.2700,1,1,2026-08-24T00:00:00.000
472,20260605,9840,335,28,437,40,1,4,472,473,656.6400,477.0000,656.6400,1,1,2026-08-24T00:00:00.000
473,20260823,61020,98,312,357,91,11,5,473,474,658.0100,478.0000,658.0100,1,1,2026-08-24T00:00:00.000
474,20260731,67140,432,88,452,338,2,7,474,475,659.3800,479.0000,659.3800,1,1,2026-08-24T00:00:00.000
475,20260703,57480,8,122,483,93,12,1,475,476,660.7500,480.0000,660.7500,1,1,2026-08-24T00:00:00.000
476,20260527,73740,242,13,386,338,12,6,476,477,662.1200,481.0000,662.1200,1,1,2026-08-24T00:00:00.000
477,20260730,31200,356,191,80,176,8,3,477,478,663.4900,482.0000,663.4900,1,1,2026-08-24T00:00:00.000
478,20260707,77940,429,56,222,197,2,2,478,479,664.8600,483.0000,664.8600,1,1,2026-08-24T00:00:00.000
479,20260805,11280,264,42,316,245,4,6,479,480,666.2300,484.0000,666.2300,1,1,2026-08-24T00:00:00.000
480,20260824,84540,165,201,195,250,9,2,480,481,667.6000,485.0000,667.6000,1,1,2026-08-24T00:00:00.000
481,20260712,70680,112,58,475,21,1,7,481,482,668.9700,486.0000,668.9700,1,1,2026-08-24T00:00:00.000
482,20260615,19560,486,307,314,164,12,6,482,483,670.3400,487.0000,670.3400,1,1,2026-08-24T00:00:00.000
483,20260707,540,154,232,172,134,5,2,483,484,671.7100,488.0000,671.7100,1,1,2026-08-24T00:00:00.000
484,20260715,73140,211,291,95,249,8,4,484,485,673.0800,489.0000,673.0800,1,1,2026-08-24T00:00:00.000
485,20260726,68940,339,389,180,201,1,5,485,486,674.4500,490.0000,674.4500,1,1,2026-08-24T00:00:00.000
486,20260823,52920,8,160,340,208,6,7,486,487,675.8200,491.0000,675.8200,1,1,2026-08-24T00:00:00.000
487,20260527,77640,331,57,347,72,9,5,487,488,677.1900,492.0000,677.1900,1,1,2026-08-24T00:00:00.000
488,20260807,33300,339,40,220,217,10,3,488,489,678.5600,493.0000,678.5600,1,1,2026-08-24T00:00:00.000
489,20260815,68460,181,282,235,271,9,3,489,490,679.9300,494.0000,679.9300,1,1,2026-08-24T00:00:00.000
490,20260630,16320,129,274,119,277,5,2,490,491,681.3000,495.0000,681.3000,1,1,2026-08-24T00:00:00.000
491,20260618,45840,133,426,454,348,6,3,491,492,682.6700,496.0000,682.6700,1,1,2026-08-24T00:00:00.000
492,20260716,35700,217,79,285,295,8,3,492,493,684.0400,497.0000,684.0400,1,1,2026-08-24T00:00:00.000
493,20260703,43320,405,280,33,186,9,7,493,494,685.4100,498.0000,685.4100,1,1,2026-08-24T00:00:00.000
494,20260816,32280,185,193,408,39,4,1,494,495,686.7800,499.0000,686.7800,1,1,2026-08-24T00:00:00.000
495,20260806,1140,99,209,295,341,5,7,495,496,688.1500,500.0000,688.1500,1,1,2026-08-24T00:00:00.000
496,20260823,57360,479,363,21,173,6,5,496,497,689.5200,501.0000,689.5200,1,1,2026-08-24T00:00:00.000
497,20260802,74040,443,104,477,177,2,7,497,498,690.8900,502.0000,690.8900,1,1,2026-08-24T00:00:00.000
498,20260823,51420,141,379,330,152,7,5,498,499,692.2600,503.0000,692.2600,1,1,2026-08-24T00:00:00.000
499,20260808,67680,46,465,350,192,12,6,499,500,693.6300,504.0000,693.6300,1,1,2026-08-24T00:00:00.000
500,20260612,48600,127,293,216,23,8,6,500,501,695.0000,505.0000,695.0000,1,1,2026-08-24T00:00:00.000
501,20260804,59040,280,120,470,269,5,1,501,502,696.3700,506.0000,696.3700,1,1,2026-08-24T00:00:00.000
502,20260813,78480,356,190,33,197,12,1,502,503,697.7400,507.0000,697.7400,1,1,2026-08-24T00:00:00.000
503,20260626,71460,383,387,391,59,7,1,503,504,699.1100,508.0000,699.1100,1,1,2026-08-24T00:00:00.000
504,20260602,7980,44,81,119,308,2,3,504,505,700.4800,509.0000,700.4800,1,1,2026-08-24T00:00:00.000
505,20260608,36600,58,495,86,12,1,2,505,506,701.8500,510.0000,701.8500,1,1,2026-08-24T00:00:00.000
506,20260618,50640,333,390,20,228,12,2,506,507,703.2200,511.0000,703.2200,1,1,2026-08-24T00:00:00.000
507,20260713,14160,67,440,486,92,8,6,507,508,704.5900,512.0000,704.5900,1,1,2026-08-24T00:00:00.000
508,20260727,61080,405,28,478,125,2,1,508,509,705.9600,513.0000,705.9600,1,1,2026-08-24T00:00:00.000
509,20260716,51420,275,51,263,21,1,3,509,510,707.3300,514.0000,707.3300,1,1,2026-08-24T00:00:00.000
510,20260611,68040,346,246,114,340,9,6,510,511,708.7000,515.0000,708.7000,1,1,2026-08-24T00:00:00.000
511,20260601,68580,432,221,468,72,4,7,511,512,710.0700,516.0000,710.0700,1,1,2026-08-24T00:00:00.000
512,20260629,35340,246,11,256,23,2,2,512,513,711.4400,517.0000,711.4400,1,1,2026-08-24T00:00:00.000
513,20260730,48900,191,405,400,90,1,7,513,514,712.8100,518.0000,712.8100,1,1,2026-08-24T00:00:00.000
514,20260716,81780,407,377,362,62,1,4,514,515,714.1800,519.0000,714.1800,1,1,2026-08-24T00:00:00.000
515,20260804,73620,425,36,270,189,8,5,515,516,715.5500,520.0000,715.5500,1,1,2026-08-24T00:00:00.000
516,20260617,53700,35,255,123,184,11,5,516,517,716.9200,521.0000,716.9200,1,1,2026-08-24T00:00:00.000
517,20260818,29640,282,141,295,94,6,2,517,518,718.2900,522.0000,718.2900,1,1,2026-08-24T00:00:00.000
518,20260801,72060,92,58,206,286,8,1,518,519,719.6600,523.0000,719.6600,1,1,2026-08-24T00:00:00.000
519,20260713,74880,214,457,191,49,8,4,519,520,721.0300,524.0000,721.0300,1,1,2026-08-24T00:00:00.000
520,20260527,85020,27,47,336,267,7,3,520,521,722.4000,525.0000,722.4000,1,1,2026-08-24T00:00:00.000
521,20260704,45120,262,143,147,324,11,5,521,522,723.7700,526.0000,723.7700,1,1,2026-08-24T00:00:00.000
522,20260821,41940,298,229,11,249,3,2,522,523,725.1400,527.0000,725.1400,1,1,2026-08-24T00:00:00.000
523,20260820,85920,170,55,99,103,11,1,523,524,726.5100,528.0000,726.5100,1,1,2026-08-24T00:00:00.000
524,20260813,10980,364,275,176,280,12,3,524,525,727.8800,529.0000,727.8800,1,1,2026-08-24T00:00:00.000
525,20260704,720,169,422,327,265,11,2,525,526,729.2500,530.0000,729.2500,1,1,2026-08-24T00:00:00.000
526,20260823,63060,209,265,275,295,6,7,526,527,730.6200,531.0000,730.6200,1,1,2026-08-24T00:00:00.000
527,20260711,74040,364,436,127,33,10,2,527,528,731.9900,532.0000,731.9900,1,1,2026-08-24T00:00:00.000
528,20260628,84300,297,16,350,332,12,7,528,529,733.3600,533.0000,733.3600,1,1,2026-08-24T00:00:00.000
529,20260813,11400,381,384,398,69,6,4,529,530,734.7300,534.0000,734.7300,1,1,2026-08-24T00:00:00.000
530,20260822,51000,405,119,35,249,5,4,530,531,736.1000,535.0000,736.1000,1,1,2026-08-24T00:00:00.000
531,20260616,44160,409,165,411,347,7,3,531,532,737.4700,536.0000,737.4700,1,1,2026-08-24T00:00:00.000
532,20260721,84660,14,193,480,166,7,2,532,533,738.8400,537.0000,738.8400,1,1,2026-08-24T00:00:00.000
533,20260704,18300,186,239,421,263,5,7,533,534,740.2100,538.0000,740.2100,1,1,2026-08-24T00:00:00.000
534,20260721,51180,429,175,365,95,10,1,534,535,741.5800,539.0000,741.5800,1,1,2026-08-24T00:00:00.000
535,20260812,32760,394,417,314,336,11,4,535,536,742.9500,540.0000,742.9500,1,1,2026-08-24T00:00:00.000
536,20260822,72360,278,20,463,71,2,4,536,537,744.3200,541.0000,744.3200,1,1,2026-08-24T00:00:00.000
537,20260722,75240,363,221,352,60,9,4,537,538,745.6900,542.0000,745.6900,1,1,2026-08-24T00:00:00.000
538,20260729,32400,65,75,104,176,8,3,538,539,747.0600,543.0000,747.0600,1,1,2026-08-24T00:00:00.000
539,20260824,2040,40,124,344,35,5,3,539,540,748.4300,544.0000,748.4300,1,1,2026-08-24T00:00:00.000
540,20260804,54240,276,444,251,249,10,7,540,541,749.8000,545.0000,749.8000,1,1,2026-08-24T00:00:00.000
541,20260721,56220,324,118,482,223,8,2,541,542,751.1700,546.0000,751.1700,1,1,2026-08-24T00:00:00.000
542,20260815,45840,100,220,289,218,1,6,542,543,752.5400,547.0000,752.5400,1,1,2026-08-24T00:00:00.000
543,20260630,56220,84,352,185,321,3,7,543,544,753.9100,548.0000,753.9100,1,1,2026-08-24T00:00:00.000
544,20260704,62040,331,409,54,92,7,3,544,545,755.2800,549.0000,755.2800,1,1,2026-08-24T00:00:00.000
545,20260624,50640,466,57,289,170,2,6,545,546,756.6500,550.0000,756.6500,1,1,2026-08-24T00:00:00.000
546,20260818,37800,420,265,114,217,6,5,546,547,758.0200,551.0000,758.0200,1,1,2026-08-24T00:00:00.000
547,20260528,5520,398,469,223,33,11,3,547,548,759.3900,552.0000,759.3900,1,1,2026-08-24T00:00:00.000
548,20260618,13560,360,498,285,118,11,3,548,549,760.7600,553.0000,760.7600,1,1,2026-08-24T00:00:00.000
549,20260819,22980,177,490,470,193,8,4,549,550,762.1300,554.0000,762.1300,1,1,2026-08-24T00:00:00.000
550,20260531,51420,76,250,361,155,4,2,550,551,763.5000,555.0000,763.5000,1,1,2026-08-24T00:00:00.000
551,20260715,32520,266,408,35,261,8,1,551,552,764.8700,556.0000,764.8700,1,1,2026-08-24T00:00:00.000
552,20260706,45420,188,70,196,191,11,5,552,553,766.2400,557.0000,766.2400,1,1,2026-08-24T00:00:00.000
553,20260613,42240,453,59,185,21,4,4,553,554,767.6100,558.0000,767.6100,1,1,2026-08-24T00:00:00.000
554,20260711,47520,214,147,286,66,10,3,554,555,768.9800,559.0000,768.9800,1,1,2026-08-24T00:00:00.000
555,20260812,45000,413,240,236,163,5,2,555,556,770.3500,560.0000,770.3500,1,1,2026-08-24T00:00:00.000
556,20260702,77760,2,317,375,254,3,4,556,557,771.7200,561.0000,771.7200,1,1,2026-08-24T00:00:00.000
557,20260701,70620,236,441,173,129,1,7,557,558,773.0900,562.0000,773.0900,1,1,2026-08-24T00:00:00.000
558,20260617,68640,119,354,146,75,7,5,558,559,774.4600,563.0000,774.4600,1,1,2026-08-24T00:00:00.000
559,20260720,20880,118,36,46,106,3,7,559,560,775.8300,564.0000,775.8300,1,1,2026-08-24T00:00:00.000
560,20260605,63120,40,38,393,314,7,6,560,561,777.2000,565.0000,777.2000,1,1,2026-08-24T00:00:00.000
561,20260730,9000,322,271,1,227,3,7,561,562,778.5700,566.0000,778.5700,1,1,2026-08-24T00:00:00.000
562,20260604,60900,164,262,234,116,11,5,562,563,779.9400,567.0000,779.9400,1,1,2026-08-24T00:00:00.000
563,20260816,25980,340,180,408,228,12,6,563,564,781.3100,568.0000,781.3100,1,1,2026-08-24T00:00:00.000
564,20260702,20340,52,43,407,71,7,7,564,565,782.6800,569.0000,782.6800,1,1,2026-08-24T00:00:00.000
565,20260806,51900,376,362,106,66,11,3,565,566,784.0500,570.0000,784.0500,1,1,2026-08-24T00:00:00.000
566,20260528,43980,257,261,310,277,8,4,566,567,785.4200,571.0000,785.4200,1,1,2026-08-24T00:00:00.000
567,20260708,24960,418,435,413,271,3,1,567,568,786.7900,572.0000,786.7900,1,1,2026-08-24T00:00:00.000
568,20260812,6780,304,129,421,302,4,5,568,569,788.1600,573.0000,788.1600,1,1,2026-08-24T00:00:00.000
569,20260712,24360,61,164,454,118,1,4,569,570,789.5300,574.0000,789.5300,1,1,2026-08-24T00:00:00.000
570,20260719,55920,309,300,418,156,11,6,570,571,790.9000,575.0000,790.9000,1,1,2026-08-24T00:00:00.000
571,20260528,28860,361,243,183,195,11,4,571,572,792.2700,576.0000,792.2700,1,1,2026-08-24T00:00:00.000
572,20260725,24660,219,464,136,173,5,4,572,573,793.6400,577.0000,793.6400,1,1,2026-08-24T00:00:00.000
573,20260610,23340,148,375,426,329,1,2,573,574,795.0100,578.0000,795.0100,1,1,2026-08-24T00:00:00.000
574,20260612,76260,470,177,248,113,7,3,574,575,796.3800,579.0000,796.3800,1,1,2026-08-24T00:00:00.000
575,20260713,30480,135,466,272,187,5,7,575,576,797.7500,580.0000,797.7500,1,1,2026-08-24T00:00:00.000
576,20260621,75900,115,73,105,173,12,6,576,577,799.1200,581.0000,799.1200,1,1,2026-08-24T00:00:00.000
577,20260624,13740,125,180,189,76,12,5,577,578,800.4900,582.0000,800.4900,1,1,2026-08-24T00:00:00.000
578,20260628,71700,16,341,474,252,10,1,578,579,801.8600,583.0000,801.8600,1,1,2026-08-24T00:00:00.000
579,20260629,64260,344,78,184,7,11,4,579,580,803.2300,584.0000,803.2300,1,1,2026-08-24T00:00:00.000
580,20260802,62160,238,255,469,119,1,4,580,581,804.6000,585.0000,804.6000,1,1,2026-08-24T00:00:00.000
581,20260626,11760,455,95,113,204,11,3,581,582,805.9700,586.0000,805.9700,1,1,2026-08-24T00:00:00.000
582,20260729,31560,478,253,204,219,10,7,582,583,807.3400,587.0000,807.3400,1,1,2026-08-24T00:00:00.000
583,20260811,45480,396,356,380,329,11,7,583,584,808.7100,588.0000,808.7100,1,1,2026-08-24T00:00:00.000
584,20260707,32400,250,171,288,71,11,5,584,585,810.0800,589.0000,810.0800,1,1,2026-08-24T00:00:00.000
585,20260621,47340,294,331,54,265,3,5,585,586,811.4500,590.0000,811.4500,1,1,2026-08-24T00:00:00.000
586,20260728,40800,158,391,453,295,12,6,586,587,812.8200,591.0000,812.8200,1,1,2026-08-24T00:00:00.000
587,20260620,51360,121,186,24,228,2,1,587,588,814.1900,592.0000,814.1900,1,1,2026-08-24T00:00:00.000
588,20260721,28800,64,142,268,191,5,5,588,589,815.5600,593.0000,815.5600,1,1,2026-08-24T00:00:00.000
589,20260720,29340,414,219,192,10,2,6,589,590,816.9300,594.0000,816.9300,1,1,2026-08-24T00:00:00.000
590,20260722,23580,483,202,310,174,4,3,590,591,818.3000,595.0000,818.3000,1,1,2026-08-24T00:00:00.000
591,20260607,2640,304,192,275,40,12,2,591,592,819.6700,596.0000,819.6700,1,1,2026-08-24T00:00:00.000
592,20260722,15780,110,28,256,303,3,2,592,593,821.0400,597.0000,821.0400,1,1,2026-08-24T00:00:00.000
593,20260725,57540,237,13,70,228,7,2,593,594,822.4100,598.0000,822.4100,1,1,2026-08-24T00:00:00.000
594,20260704,48180,349,318,259,28,10,7,594,595,823.7800,599.0000,823.7800,1,1,2026-08-24T00:00:00.000
595,20260528,50580,138,72,339,234,10,6,595,596,825.1500,600.0000,825.1500,1,1,2026-08-24T00:00:00.000
596,20260604,63420,355,460,455,349,8,7,596,597,826.5200,601.0000,826.5200,1,1,2026-08-24T00:00:00.000
597,20260821,71400,469,178,37,269,6,6,597,598,827.8900,602.0000,827.8900,1,1,2026-08-24T00:00:00.000
598,20260808,58860,216,472,219,141,4,2,598,599,829.2600,603.0000,829.2600,1,1,2026-08-24T00:00:00.000
599,20260624,54960,308,287,157,172,8,3,599,600,830.6300,604.0000,830.6300,1,1,2026-08-24T00:00:00.000
600,20260722,66480,256,137,92,171,8,6,600,601,832.0000,5.0000,832.0000,1,1,2026-08-24T00:00:00.000
601,20260627,59040,88,137,415,320,6,7,601,602,833.3700,6.0000,833.3700,1,1,2026-08-24T00:00:00.000
602,20260624,65460,318,356,220,153,6,1,602,603,834.7400,7.0000,834.7400,1,1,2026-08-24T00:00:00.000
603,20260803,25380,202,336,53,280,5,1,603,604,836.1100,8.0000,836.1100,1,1,2026-08-24T00:00:00.000
604,20260610,10320,299,346,470,136,9,4,604,605,837.4800,9.0000,837.4800,1,1,2026-08-24T00:00:00.000
605,20260602,37260,334,483,221,222,12,5,605,606,838.8500,10.0000,838.8500,1,1,2026-08-24T00:00:00.000
606,20260718,8220,473,466,285,343,8,2,606,607,840.2200,11.0000,840.2200,1,1,2026-08-24T00:00:00.000
607,20260803,5880,267,130,181,167,3,5,607,608,841.5900,12.0000,841.5900,1,1,2026-08-24T00:00:00.000
608,20260720,34800,210,473,171,61,7,4,608,609,842.9600,13.0000,842.9600,1,1,2026-08-24T00:00:00.000
609,20260620,16680,53,277,459,105,2,1,609,610,844.3300,14.0000,844.3300,1,1,2026-08-24T00:00:00.000
610,20260811,25080,216,50,223,83,1,4,610,611,845.7000,15.0000,845.7000,1,1,2026-08-24T00:00:00.000
611,20260718,44580,253,304,306,37,4,3,611,612,847.0700,16.0000,847.0700,1,1,2026-08-24T00:00:00.000
612,20260710,33480,192,339,247,155,8,7,612,613,848.4400,17.0000,848.4400,1,1,2026-08-24T00:00:00.000
613,20260702,73860,49,86,449,216,8,5,613,614,849.8100,18.0000,849.8100,1,1,2026-08-24T00:00:00.000
614,20260702,16740,475,302,236,247,2,2,614,615,851.1800,19.0000,851.1800,1,1,2026-08-24T00:00:00.000
615,20260822,76200,347,376,276,213,1,6,615,616,852.5500,20.0000,852.5500,1,1,2026-08-24T00:00:00.000
616,20260808,29220,314,424,453,27,6,4,616,617,853.9200,21.0000,853.9200,1,1,2026-08-24T00:00:00.000
617,20260731,80820,259,212,207,185,6,4,617,618,855.2900,22.0000,855.2900,1,1,2026-08-24T00:00:00.000
618,20260606,10740,85,94,425,62,2,3,618,619,856.6600,23.0000,856.6600,1,1,2026-08-24T00:00:00.000
619,20260801,83520,277,483,294,222,8,1,619,620,858.0300,24.0000,858.0300,1,1,2026-08-24T00:00:00.000
620,20260624,34800,372,286,10,159,9,7,620,621,859.4000,25.0000,859.4000,1,1,2026-08-24T00:00:00.000
621,20260708,17100,173,281,185,227,6,2,621,622,860.7700,26.0000,860.7700,1,1,2026-08-24T00:00:00.000
622,20260610,5640,71,270,420,242,6,2,622,623,862.1400,27.0000,862.1400,1,1,2026-08-24T00:00:00.000
623,20260821,35580,277,305,176,114,11,2,623,624,863.5100,28.0000,863.5100,1,1,2026-08-24T00:00:00.000
624,20260812,20880,337,181,391,326,9,1,624,625,864.8800,29.0000,864.8800,1,1,2026-08-24T00:00:00.000
625,20260621,26700,70,245,286,93,9,2,625,626,866.2500,30.0000,866.2500,1,1,2026-08-24T00:00:00.000
626,20260730,79440,110,459,264,113,5,6,626,627,867.6200,31.0000,867.6200,1,1,2026-08-24T00:00:00.000
627,20260812,43440,109,352,367,2,6,6,627,628,868.9900,32.0000,868.9900,1,1,2026-08-24T00:00:00.000
628,20260725,58440,97,279,26,270,6,4,628,629,870.3600,33.0000,870.3600,1,1,2026-08-24T00:00:00.000
629,20260807,39720,216,497,289,162,7,3,629,630,871.7300,34.0000,871.7300,1,1,2026-08-24T00:00:00.000
630,20260710,29880,251,25,371,132,9,3,630,631,873.1000,35.0000,873.1000,1,1,2026-08-24T00:00:00.000
631,20260709,26940,81,231,30,71,7,1,631,632,874.4700,36.0000,874.4700,1,1,2026-08-24T00:00:00.000
632,20260623,24300,311,416,284,174,10,1,632,633,875.8400,37.0000,875.8400,1,1,2026-08-24T00:00:00.000
633,20260613,47160,386,171,19,49,7,3,633,634,877.2100,38.0000,877.2100,1,1,2026-08-24T00:00:00.000
634,20260612,12960,217,162,483,288,9,2,634,635,878.5800,39.0000,878.5800,1,1,2026-08-24T00:00:00.000
635,20260817,960,90,66,418,287,3,6,635,636,879.9500,40.0000,879.9500,1,1,2026-08-24T00:00:00.000
636,20260603,3180,449,69,223,203,7,3,636,637,881.3200,41.0000,881.3200,1,1,2026-08-24T00:00:00.000
637,20260805,17400,315,26,436,147,6,6,637,638,882.6900,42.0000,882.6900,1,1,2026-08-24T00:00:00.000
638,20260814,31260,468,486,217,278,10,7,638,639,884.0600,43.0000,884.0600,1,1,2026-08-24T00:00:00.000
639,20260801,53040,164,479,126,186,6,3,639,640,885.4300,44.0000,885.4300,1,1,2026-08-24T00:00:00.000
640,20260622,23400,403,492,105,242,7,5,640,641,886.8000,45.0000,886.8000,1,1,2026-08-24T00:00:00.000
641,20260530,84180,90,267,4,257,9,3,641,642,888.1700,46.0000,888.1700,1,1,2026-08-24T00:00:00.000
642,20260729,36240,60,283,367,213,4,3,642,643,889.5400,47.0000,889.5400,1,1,2026-08-24T00:00:00.000
643,20260824,33480,92,156,110,327,1,1,643,644,890.9100,48.0000,890.9100,1,1,2026-08-24T00:00:00.000
644,20260609,14160,448,269,382,329,2,6,644,645,892.2800,49.0000,892.2800,1,1,2026-08-24T00:00:00.000
645,20260630,2640,490,482,415,273,8,5,645,646,893.6500,50.0000,893.6500,1,1,2026-08-24T00:00:00.000
646,20260818,20100,133,218,271,70,7,7,646,647,895.0200,51.0000,895.0200,1,1,2026-08-24T00:00:00.000
647,20260822,46260,348,339,247,60,7,2,647,648,896.3900,52.0000,896.3900,1,1,2026-08-24T00:00:00.000
648,20260614,47640,59,313,394,235,9,5,648,649,897.7600,53.0000,897.7600,1,1,2026-08-24T00:00:00.000
649,20260706,49440,474,305,130,336,10,5,649,650,899.1300,54.0000,899.1300,1,1,2026-08-24T00:00:00.000
650,20260812,61260,148,477,186,3,12,7,650,651,900.5000,55.0000,900.5000,1,1,2026-08-24T00:00:00.000
651,20260617,16740,31,35,52,281,9,5,651,652,901.8700,56.0000,901.8700,1,1,2026-08-24T00:00:00.000
652,20260604,42120,51,493,465,338,1,5,652,653,903.2400,57.0000,903.2400,1,1,2026-08-24T00:00:00.000
653,20260531,60060,53,81,274,280,2,7,653,654,904.6100,58.0000,904.6100,1,1,2026-08-24T00:00:00.000
654,20260601,65340,194,185,195,232,3,4,654,655,905.9800,59.0000,905.9800,1,1,2026-08-24T00:00:00.000
655,20260531,85200,162,242,148,231,12,5,655,656,907.3500,60.0000,907.3500,1,1,2026-08-24T00:00:00.000
656,20260804,85860,198,428,189,121,12,3,656,657,908.7200,61.0000,908.7200,1,1,2026-08-24T00:00:00.000
657,20260821,46740,301,48,492,212,2,6,657,658,910.0900,62.0000,910.0900,1,1,2026-08-24T00:00:00.000
658,20260528,54480,286,284,203,107,10,4,658,659,911.4600,63.0000,911.4600,1,1,2026-08-24T00:00:00.000
659,20260613,22740,19,238,416,301,2,3,659,660,912.8300,64.0000,912.8300,1,1,2026-08-24T00:00:00.000
660,20260803,62820,182,63,401,330,11,7,660,661,914.2000,65.0000,914.2000,1,1,2026-08-24T00:00:00.000
661,20260701,52440,109,446,315,203,11,3,661,662,915.5700,66.0000,915.5700,1,1,2026-08-24T00:00:00.000
662,20260628,78120,358,7,449,147,5,2,662,663,916.9400,67.0000,916.9400,1,1,2026-08-24T00:00:00.000
663,20260810,22800,122,191,102,135,10,2,663,664,918.3100,68.0000,918.3100,1,1,2026-08-24T00:00:00.000
664,20260821,11400,195,449,261,108,10,3,664,665,919.6800,69.0000,919.6800,1,1,2026-08-24T00:00:00.000
665,20260606,15360,239,134,90,121,5,2,665,666,921.0500,70.0000,921.0500,1,1,2026-08-24T00:00:00.000
666,20260805,3720,374,155,290,201,7,2,666,667,922.4200,71.0000,922.4200,1,1,2026-08-24T00:00:00.000
667,20260625,15780,284,247,375,221,8,2,667,668,923.7900,72.0000,923.7900,1,1,2026-08-24T00:00:00.000
668,20260725,12300,267,42,109,10,9,1,668,669,925.1600,73.0000,925.1600,1,1,2026-08-24T00:00:00.000
669,20260709,50760,311,211,416,348,11,6,669,670,926.5300,74.0000,926.5300,1,1,2026-08-24T00:00:00.000
670,20260626,84420,165,282,116,247,3,3,670,671,927.9000,75.0000,927.9000,1,1,2026-08-24T00:00:00.000
671,20260824,36360,160,303,187,286,10,5,671,672,929.2700,76.0000,929.2700,1,1,2026-08-24T00:00:00.000
672,20260727,32280,248,57,88,286,12,5,672,673,930.6400,77.0000,930.6400,1,1,2026-08-24T00:00:00.000
673,20260726,60420,81,281,426,327,11,6,673,674,932.0100,78.0000,932.0100,1,1,2026-08-24T00:00:00.000
674,20260720,85260,320,201,255,235,3,3,674,675,933.3800,79.0000,933.3800,1,1,2026-08-24T00:00:00.000
675,20260721,85080,500,496,54,349,2,6,675,676,934.7500,80.0000,934.7500,1,1,2026-08-24T00:00:00.000
676,20260712,19620,48,321,354,233,7,4,676,677,936.1200,81.0000,936.1200,1,1,2026-08-24T00:00:00.000
677,20260609,55320,46,381,384,44,9,3,677,678,937.4900,82.0000,937.4900,1,1,2026-08-24T00:00:00.000
678,20260712,68880,317,168,472,74,8,7,678,679,938.8600,83.0000,938.8600,1,1,2026-08-24T00:00:00.000
679,20260714,54060,310,483,473,315,11,2,679,680,940.2300,84.0000,940.2300,1,1,2026-08-24T00:00:00.000
680,20260703,82440,26,180,294,346,4,6,680,681,941.6000,85.0000,941.6000,1,1,2026-08-24T00:00:00.000
681,20260707,25380,389,108,358,209,8,1,681,682,942.9700,86.0000,942.9700,1,1,2026-08-24T00:00:00.000
682,20260614,78780,407,307,433,313,6,2,682,683,944.3400,87.0000,944.3400,1,1,2026-08-24T00:00:00.000
683,20260623,32760,45,393,216,194,1,4,683,684,945.7100,88.0000,945.7100,1,1,2026-08-24T00:00:00.000
684,20260730,9180,378,106,134,104,4,1,684,685,947.0800,89.0000,947.0800,1,1,2026-08-24T00:00:00.000
685,20260812,45660,482,50,444,273,2,7,685,686,948.4500,90.0000,948.4500,1,1,2026-08-24T00:00:00.000
686,20260607,34620,101,460,251,5,10,5,686,687,949.8200,91.0000,949.8200,1,1,2026-08-24T00:00:00.000
687,20260615,8940,168,403,34,267,8,1,687,688,951.1900,92.0000,951.1900,1,1,2026-08-24T00:00:00.000
688,20260625,13080,222,218,470,301,9,4,688,689,952.5600,93.0000,952.5600,1,1,2026-08-24T00:00:00.000
689,20260822,12600,161,205,237,110,11,3,689,690,953.9300,94.0000,953.9300,1,1,2026-08-24T00:00:00.000
690,20260721,70680,227,119,95,256,6,3,690,691,955.3000,95.0000,955.3000,1,1,2026-08-24T00:00:00.000
691,20260618,72060,146,166,73,247,11,2,691,692,956.6700,96.0000,956.6700,1,1,2026-08-24T00:00:00.000
692,20260703,57060,74,348,93,74,8,1,692,693,958.0400,97.0000,958.0400,1,1,2026-08-24T00:00:00.000
693,20260630,74760,81,406,323,66,1,6,693,694,959.4100,98.0000,959.4100,1,1,2026-08-24T00:00:00.000
694,20260818,44160,363,192,7,161,4,6,694,695,960.7800,99.0000,960.7800,1,1,2026-08-24T00:00:00.000
695,20260811,12120,356,356,112,114,2,5,695,696,962.1500,100.0000,962.1500,1,1,2026-08-24T00:00:00.000
696,20260527,84900,414,72,131,321,3,6,696,697,963.5200,101.0000,963.5200,1,1,2026-08-24T00:00:00.000
697,20260606,58020,20,369,349,121,12,6,697,698,964.8900,102.0000,964.8900,1,1,2026-08-24T00:00:00.000
698,20260621,52260,267,276,286,172,7,2,698,699,966.2600,103.0000,966.2600,1,1,2026-08-24T00:00:00.000
699,20260707,57900,496,109,141,327,12,3,699,700,967.6300,104.0000,967.6300,1,1,2026-08-24T00:00:00.000
700,20260714,19740,247,436,225,319,7,6,700,701,969.0000,105.0000,969.0000,1,1,2026-08-24T00:00:00.000
