InventorySafetyStockSnapshotKey,SnapshotDateKey,InventorySafetyStockPolicyKey,ProductKey,PlantKey,InventoryAbcClassKey,UnitOfMeasureKey,OnHandQuantity,SafetyStockQuantity,ShortageQuantity,ShortageValueAmount,SourceSystemKey,BatchId,LoadedAtUtc
501,20260715,29,424,78,2,4,350.8000,350.8000,350.8000,696.3700,1,1,2026-08-24T00:00:00.000
502,20260805,296,329,145,5,7,351.5000,351.5000,351.5000,697.7400,1,1,2026-08-24T00:00:00.000
503,20260613,233,364,221,4,4,352.2000,352.2000,352.2000,699.1100,1,1,2026-08-24T00:00:00.000
504,20260815,340,219,115,5,3,352.9000,352.9000,352.9000,700.4800,1,1,2026-08-24T00:00:00.000
505,20260602,413,105,206,1,7,353.6000,353.6000,353.6000,701.8500,1,1,2026-08-24T00:00:00.000
506,20260721,183,418,53,1,7,354.3000,354.3000,354.3000,703.2200,1,1,2026-08-24T00:00:00.000
507,20260727,494,183,44,2,7,355.0000,355.0000,355.0000,704.5900,1,1,2026-08-24T00:00:00.000
508,20260706,314,36,91,4,5,355.7000,355.7000,355.7000,705.9600,1,1,2026-08-24T00:00:00.000
509,20260817,439,398,349,3,3,356.4000,356.4000,356.4000,707.3300,1,1,2026-08-24T00:00:00.000
510,20260629,380,42,161,2,1,357.1000,357.1000,357.1000,708.7000,1,1,2026-08-24T00:00:00.000
511,20260710,267,261,204,5,6,357.8000,357.8000,357.8000,710.0700,1,1,2026-08-24T00:00:00.000
512,20260723,494,283,9,5,6,358.5000,358.5000,358.5000,711.4400,1,1,2026-08-24T00:00:00.000
513,20260606,279,470,159,5,6,359.2000,359.2000,359.2000,712.8100,1,1,2026-08-24T00:00:00.000
514,20260719,141,87,287,4,3,359.9000,359.9000,359.9000,714.1800,1,1,2026-08-24T00:00:00.000
515,20260801,167,193,268,2,2,360.6000,360.6000,360.6000,715.5500,1,1,2026-08-24T00:00:00.000
516,20260615,422,54,304,1,4,361.3000,361.3000,361.3000,716.9200,1,1,2026-08-24T00:00:00.000
517,20260715,476,132,279,3,3,362.0000,362.0000,362.0000,718.2900,1,1,2026-08-24T00:00:00.000
518,20260601,28,330,134,1,7,362.7000,362.7000,362.7000,719.6600,1,1,2026-08-24T00:00:00.000
519,20260605,78,74,136,4,2,363.4000,363.4000,363.4000,721.0300,1,1,2026-08-24T00:00:00.000
520,20260609,33,324,317,5,7,364.1000,364.1000,364.1000,722.4000,1,1,2026-08-24T00:00:00.000
521,20260811,492,80,47,5,7,364.8000,364.8000,364.8000,723.7700,1,1,2026-08-24T00:00:00.000
522,20260814,324,104,98,4,2,365.5000,365.5000,365.5000,725.1400,1,1,2026-08-24T00:00:00.000
523,20260712,407,67,68,2,7,366.2000,366.2000,366.2000,726.5100,1,1,2026-08-24T00:00:00.000
524,20260726,137,106,113,3,1,366.9000,366.9000,366.9000,727.8800,1,1,2026-08-24T00:00:00.000
525,20260618,10,319,83,4,5,367.6000,367.6000,367.6000,729.2500,1,1,2026-08-24T00:00:00.000
526,20260710,12,323,200,1,6,368.3000,368.3000,368.3000,730.6200,1,1,2026-08-24T00:00:00.000
527,20260602,178,152,285,1,6,369.0000,369.0000,369.0000,731.9900,1,1,2026-08-24T00:00:00.000
528,20260809,438,3,126,4,4,369.7000,369.7000,369.7000,733.3600,1,1,2026-08-24T00:00:00.000
529,20260708,354,142,23,1,6,370.4000,370.4000,370.4000,734.7300,1,1,2026-08-24T00:00:00.000
530,20260704,252,367,85,3,1,371.1000,371.1000,371.1000,736.1000,1,1,2026-08-24T00:00:00.000
531,20260801,391,377,241,5,2,371.8000,371.8000,371.8000,737.4700,1,1,2026-08-24T00:00:00.000
532,20260718,98,418,321,3,2,372.5000,372.5000,372.5000,738.8400,1,1,2026-08-24T00:00:00.000
533,20260618,309,125,121,3,2,373.2000,373.2000,373.2000,740.2100,1,1,2026-08-24T00:00:00.000
534,20260702,331,382,156,4,2,373.9000,373.9000,373.9000,741.5800,1,1,2026-08-24T00:00:00.000
535,20260606,207,355,13,3,2,374.6000,374.6000,374.6000,742.9500,1,1,2026-08-24T00:00:00.000
536,20260710,84,216,58,5,5,375.3000,375.3000,375.3000,744.3200,1,1,2026-08-24T00:00:00.000
537,20260804,326,446,308,3,6,376.0000,376.0000,376.0000,745.6900,1,1,2026-08-24T00:00:00.000
538,20260709,490,21,31,1,7,376.7000,376.7000,376.7000,747.0600,1,1,2026-08-24T00:00:00.000
539,20260814,215,148,234,1,2,377.4000,377.4000,377.4000,748.4300,1,1,2026-08-24T00:00:00.000
540,20260608,2,211,99,3,5,378.1000,378.1000,378.1000,749.8000,1,1,2026-08-24T00:00:00.000
541,20260617,105,19,68,4,5,378.8000,378.8000,378.8000,751.1700,1,1,2026-08-24T00:00:00.000
542,20260731,214,448,90,4,5,379.5000,379.5000,379.5000,752.5400,1,1,2026-08-24T00:00:00.000
543,20260818,79,355,102,5,5,380.2000,380.2000,380.2000,753.9100,1,1,2026-08-24T00:00:00.000
544,20260627,229,120,5,5,4,380.9000,380.9000,380.9000,755.2800,1,1,2026-08-24T00:00:00.000
545,20260621,313,331,133,4,4,381.6000,381.6000,381.6000,756.6500,1,1,2026-08-24T00:00:00.000
546,20260814,121,200,124,5,4,382.3000,382.3000,382.3000,758.0200,1,1,2026-08-24T00:00:00.000
547,20260609,278,164,258,3,3,383.0000,383.0000,383.0000,759.3900,1,1,2026-08-24T00:00:00.000
548,20260602,299,394,210,1,5,383.7000,383.7000,383.7000,760.7600,1,1,2026-08-24T00:00:00.000
549,20260712,452,132,190,1,1,384.4000,384.4000,384.4000,762.1300,1,1,2026-08-24T00:00:00.000
550,20260719,319,302,244,5,5,385.1000,385.1000,385.1000,763.5000,1,1,2026-08-24T00:00:00.000
551,20260725,191,299,286,4,1,385.8000,385.8000,385.8000,764.8700,1,1,2026-08-24T00:00:00.000
552,20260806,360,52,316,1,3,386.5000,386.5000,386.5000,766.2400,1,1,2026-08-24T00:00:00.000
553,20260621,266,86,298,5,3,387.2000,387.2000,387.2000,767.6100,1,1,2026-08-24T00:00:00.000
554,20260810,371,275,182,1,1,387.9000,387.9000,387.9000,768.9800,1,1,2026-08-24T00:00:00.000
555,20260704,293,353,231,5,5,388.6000,388.6000,388.6000,770.3500,1,1,2026-08-24T00:00:00.000
556,20260727,439,224,207,1,4,389.3000,389.3000,389.3000,771.7200,1,1,2026-08-24T00:00:00.000
557,20260821,259,471,274,5,4,390.0000,390.0000,390.0000,773.0900,1,1,2026-08-24T00:00:00.000
558,20260817,112,318,295,1,2,390.7000,390.7000,390.7000,774.4600,1,1,2026-08-24T00:00:00.000
559,20260604,425,251,297,1,6,391.4000,391.4000,391.4000,775.8300,1,1,2026-08-24T00:00:00.000
560,20260807,350,149,21,3,5,392.1000,392.1000,392.1000,777.2000,1,1,2026-08-24T00:00:00.000
561,20260609,358,210,296,4,7,392.8000,392.8000,392.8000,778.5700,1,1,2026-08-24T00:00:00.000
562,20260709,130,129,350,2,3,393.5000,393.5000,393.5000,779.9400,1,1,2026-08-24T00:00:00.000
563,20260627,372,77,327,5,2,394.2000,394.2000,394.2000,781.3100,1,1,2026-08-24T00:00:00.000
564,20260602,384,385,60,4,1,394.9000,394.9000,394.9000,782.6800,1,1,2026-08-24T00:00:00.000
565,20260628,133,417,45,1,5,395.6000,395.6000,395.6000,784.0500,1,1,2026-08-24T00:00:00.000
566,20260808,156,291,31,2,5,396.3000,396.3000,396.3000,785.4200,1,1,2026-08-24T00:00:00.000
567,20260603,164,252,187,4,4,397.0000,397.0000,397.0000,786.7900,1,1,2026-08-24T00:00:00.000
568,20260708,161,197,46,5,6,397.7000,397.7000,397.7000,788.1600,1,1,2026-08-24T00:00:00.000
569,20260629,286,180,318,5,6,398.4000,398.4000,398.4000,789.5300,1,1,2026-08-24T00:00:00.000
570,20260727,66,267,101,2,6,399.1000,399.1000,399.1000,790.9000,1,1,2026-08-24T00:00:00.000
571,20260529,214,87,162,2,2,399.8000,399.8000,399.8000,792.2700,1,1,2026-08-24T00:00:00.000
572,20260610,287,147,350,5,4,400.5000,400.5000,400.5000,793.6400,1,1,2026-08-24T00:00:00.000
573,20260819,396,63,181,2,1,401.2000,401.2000,401.2000,795.0100,1,1,2026-08-24T00:00:00.000
574,20260615,34,468,328,2,6,401.9000,401.9000,401.9000,796.3800,1,1,2026-08-24T00:00:00.000
575,20260803,344,174,2,3,2,402.6000,402.6000,402.6000,797.7500,1,1,2026-08-24T00:00:00.000
576,20260710,326,300,6,4,5,403.3000,403.3000,403.3000,799.1200,1,1,2026-08-24T00:00:00.000
577,20260624,482,182,274,4,7,404.0000,404.0000,404.0000,800.4900,1,1,2026-08-24T00:00:00.000
578,20260617,136,159,8,5,5,404.7000,404.7000,404.7000,801.8600,1,1,2026-08-24T00:00:00.000
579,20260717,96,129,45,5,2,405.4000,405.4000,405.4000,803.2300,1,1,2026-08-24T00:00:00.000
580,20260804,181,262,282,5,5,406.1000,406.1000,406.1000,804.6000,1,1,2026-08-24T00:00:00.000
581,20260806,209,273,254,1,2,406.8000,406.8000,406.8000,805.9700,1,1,2026-08-24T00:00:00.000
582,20260715,135,168,126,3,2,407.5000,407.5000,407.5000,807.3400,1,1,2026-08-24T00:00:00.000
583,20260606,262,410,236,1,3,408.2000,408.2000,408.2000,808.7100,1,1,2026-08-24T00:00:00.000
584,20260613,243,65,13,4,7,408.9000,408.9000,408.9000,810.0800,1,1,2026-08-24T00:00:00.000
585,20260721,11,88,120,4,5,409.6000,409.6000,409.6000,811.4500,1,1,2026-08-24T00:00:00.000
586,20260813,316,283,331,2,2,410.3000,410.3000,410.3000,812.8200,1,1,2026-08-24T00:00:00.000
587,20260707,247,208,329,3,7,411.0000,411.0000,411.0000,814.1900,1,1,2026-08-24T00:00:00.000
588,20260731,210,372,347,4,6,411.7000,411.7000,411.7000,815.5600,1,1,2026-08-24T00:00:00.000
589,20260717,148,344,229,3,2,412.4000,412.4000,412.4000,816.9300,1,1,2026-08-24T00:00:00.000
590,20260815,111,22,153,5,6,413.1000,413.1000,413.1000,818.3000,1,1,2026-08-24T00:00:00.000
591,20260721,260,202,44,4,2,413.8000,413.8000,413.8000,819.6700,1,1,2026-08-24T00:00:00.000
592,20260723,432,448,171,1,6,414.5000,414.5000,414.5000,821.0400,1,1,2026-08-24T00:00:00.000
593,20260630,9,334,21,3,2,415.2000,415.2000,415.2000,822.4100,1,1,2026-08-24T00:00:00.000
594,20260623,182,210,134,1,3,415.9000,415.9000,415.9000,823.7800,1,1,2026-08-24T00:00:00.000
595,20260621,337,148,75,5,4,416.6000,416.6000,416.6000,825.1500,1,1,2026-08-24T00:00:00.000
596,20260730,363,374,35,5,7,417.3000,417.3000,417.3000,826.5200,1,1,2026-08-24T00:00:00.000
597,20260602,35,403,322,3,3,418.0000,418.0000,418.0000,827.8900,1,1,2026-08-24T00:00:00.000
598,20260811,174,42,80,3,1,418.7000,418.7000,418.7000,829.2600,1,1,2026-08-24T00:00:00.000
599,20260820,34,270,307,2,1,419.4000,419.4000,419.4000,830.6300,1,1,2026-08-24T00:00:00.000
600,20260611,217,110,192,4,3,420.1000,420.1000,420.1000,832.0000,1,1,2026-08-24T00:00:00.000
601,20260604,234,472,66,2,1,420.8000,420.8000,420.8000,833.3700,1,1,2026-08-24T00:00:00.000
602,20260625,116,70,214,1,3,421.5000,421.5000,421.5000,834.7400,1,1,2026-08-24T00:00:00.000
603,20260610,42,148,65,2,1,422.2000,422.2000,422.2000,836.1100,1,1,2026-08-24T00:00:00.000
604,20260727,410,369,80,5,3,422.9000,422.9000,422.9000,837.4800,1,1,2026-08-24T00:00:00.000
605,20260718,316,363,229,2,7,423.6000,423.6000,423.6000,838.8500,1,1,2026-08-24T00:00:00.000
606,20260816,280,352,278,1,7,424.3000,424.3000,424.3000,840.2200,1,1,2026-08-24T00:00:00.000
607,20260711,344,486,320,1,7,425.0000,425.0000,425.0000,841.5900,1,1,2026-08-24T00:00:00.000
608,20260531,411,441,148,1,5,425.7000,425.7000,425.7000,842.9600,1,1,2026-08-24T00:00:00.000
609,20260708,428,137,316,4,3,426.4000,426.4000,426.4000,844.3300,1,1,2026-08-24T00:00:00.000
610,20260728,257,275,39,2,2,427.1000,427.1000,427.1000,845.7000,1,1,2026-08-24T00:00:00.000
611,20260803,153,78,66,1,2,427.8000,427.8000,427.8000,847.0700,1,1,2026-08-24T00:00:00.000
612,20260612,167,211,87,2,1,428.5000,428.5000,428.5000,848.4400,1,1,2026-08-24T00:00:00.000
613,20260714,389,13,1,4,5,429.2000,429.2000,429.2000,849.8100,1,1,2026-08-24T00:00:00.000
614,20260527,127,113,157,1,6,429.9000,429.9000,429.9000,851.1800,1,1,2026-08-24T00:00:00.000
615,20260703,191,57,347,4,6,430.6000,430.6000,430.6000,852.5500,1,1,2026-08-24T00:00:00.000
616,20260809,402,353,140,3,2,431.3000,431.3000,431.3000,853.9200,1,1,2026-08-24T00:00:00.000
617,20260822,199,490,164,4,3,432.0000,432.0000,432.0000,855.2900,1,1,2026-08-24T00:00:00.000
618,20260724,237,291,51,5,1,432.7000,432.7000,432.7000,856.6600,1,1,2026-08-24T00:00:00.000
619,20260602,500,170,292,4,5,433.4000,433.4000,433.4000,858.0300,1,1,2026-08-24T00:00:00.000
620,20260802,173,278,158,5,5,434.1000,434.1000,434.1000,859.4000,1,1,2026-08-24T00:00:00.000
621,20260630,276,159,332,5,6,434.8000,434.8000,434.8000,860.7700,1,1,2026-08-24T00:00:00.000
622,20260616,330,392,80,5,6,435.5000,435.5000,435.5000,862.1400,1,1,2026-08-24T00:00:00.000
623,20260816,500,106,322,1,6,436.2000,436.2000,436.2000,863.5100,1,1,2026-08-24T00:00:00.000
624,20260824,490,376,106,4,4,436.9000,436.9000,436.9000,864.8800,1,1,2026-08-24T00:00:00.000
625,20260718,173,281,197,2,5,437.6000,437.6000,437.6000,866.2500,1,1,2026-08-24T00:00:00.000
626,20260706,94,173,20,2,4,438.3000,438.3000,438.3000,867.6200,1,1,2026-08-24T00:00:00.000
627,20260606,302,426,56,2,1,439.0000,439.0000,439.0000,868.9900,1,1,2026-08-24T00:00:00.000
628,20260724,292,500,128,5,3,439.7000,439.7000,439.7000,870.3600,1,1,2026-08-24T00:00:00.000
629,20260714,16,324,290,1,7,440.4000,440.4000,440.4000,871.7300,1,1,2026-08-24T00:00:00.000
630,20260529,64,428,263,1,5,441.1000,441.1000,441.1000,873.1000,1,1,2026-08-24T00:00:00.000
631,20260808,383,92,196,5,1,441.8000,441.8000,441.8000,874.4700,1,1,2026-08-24T00:00:00.000
632,20260817,104,187,137,2,1,442.5000,442.5000,442.5000,875.8400,1,1,2026-08-24T00:00:00.000
633,20260610,270,368,262,3,1,443.2000,443.2000,443.2000,877.2100,1,1,2026-08-24T00:00:00.000
634,20260708,428,212,126,4,6,443.9000,443.9000,443.9000,878.5800,1,1,2026-08-24T00:00:00.000
635,20260601,28,444,20,3,1,444.6000,444.6000,444.6000,879.9500,1,1,2026-08-24T00:00:00.000
636,20260730,358,369,94,4,7,445.3000,445.3000,445.3000,881.3200,1,1,2026-08-24T00:00:00.000
637,20260722,265,407,307,1,7,446.0000,446.0000,446.0000,882.6900,1,1,2026-08-24T00:00:00.000
638,20260718,442,56,203,2,4,446.7000,446.7000,446.7000,884.0600,1,1,2026-08-24T00:00:00.000
639,20260602,400,350,46,1,2,447.4000,447.4000,447.4000,885.4300,1,1,2026-08-24T00:00:00.000
640,20260818,151,383,239,2,1,448.1000,448.1000,448.1000,886.8000,1,1,2026-08-24T00:00:00.000
641,20260708,431,190,304,2,1,448.8000,448.8000,448.8000,888.1700,1,1,2026-08-24T00:00:00.000
642,20260718,419,155,219,4,1,449.5000,449.5000,449.5000,889.5400,1,1,2026-08-24T00:00:00.000
643,20260621,223,151,58,3,6,450.2000,450.2000,450.2000,890.9100,1,1,2026-08-24T00:00:00.000
644,20260607,309,312,64,3,3,450.9000,450.9000,450.9000,892.2800,1,1,2026-08-24T00:00:00.000
645,20260802,104,382,312,5,6,451.6000,451.6000,451.6000,893.6500,1,1,2026-08-24T00:00:00.000
646,20260619,65,284,277,5,3,452.3000,452.3000,452.3000,895.0200,1,1,2026-08-24T00:00:00.000
647,20260705,492,244,335,1,4,453.0000,453.0000,453.0000,896.3900,1,1,2026-08-24T00:00:00.000
648,20260804,1,31,220,1,3,453.7000,453.7000,453.7000,897.7600,1,1,2026-08-24T00:00:00.000
649,20260811,245,388,153,5,7,454.4000,454.4000,454.4000,899.1300,1,1,2026-08-24T00:00:00.000
650,20260705,403,446,164,5,5,455.1000,455.1000,455.1000,900.5000,1,1,2026-08-24T00:00:00.000
651,20260614,219,25,2,3,2,455.8000,455.8000,455.8000,901.8700,1,1,2026-08-24T00:00:00.000
652,20260817,419,261,125,1,6,456.5000,456.5000,456.5000,903.2400,1,1,2026-08-24T00:00:00.000
653,20260817,46,347,83,3,2,457.2000,457.2000,457.2000,904.6100,1,1,2026-08-24T00:00:00.000
654,20260607,284,380,74,5,5,457.9000,457.9000,457.9000,905.9800,1,1,2026-08-24T00:00:00.000
655,20260803,104,284,285,1,6,458.6000,458.6000,458.6000,907.3500,1,1,2026-08-24T00:00:00.000
656,20260612,57,286,332,1,4,459.3000,459.3000,459.3000,908.7200,1,1,2026-08-24T00:00:00.000
657,20260731,403,373,328,3,5,460.0000,460.0000,460.0000,910.0900,1,1,2026-08-24T00:00:00.000
658,20260610,359,454,335,3,3,460.7000,460.7000,460.7000,911.4600,1,1,2026-08-24T00:00:00.000
659,20260623,2,111,191,5,7,461.4000,461.4000,461.4000,912.8300,1,1,2026-08-24T00:00:00.000
660,20260717,466,108,191,4,4,462.1000,462.1000,462.1000,914.2000,1,1,2026-08-24T00:00:00.000
661,20260703,424,470,58,1,2,462.8000,462.8000,462.8000,915.5700,1,1,2026-08-24T00:00:00.000
662,20260629,380,74,2,4,2,463.5000,463.5000,463.5000,916.9400,1,1,2026-08-24T00:00:00.000
663,20260704,257,367,126,2,1,464.2000,464.2000,464.2000,918.3100,1,1,2026-08-24T00:00:00.000
664,20260714,258,61,76,4,5,464.9000,464.9000,464.9000,919.6800,1,1,2026-08-24T00:00:00.000
665,20260720,93,36,242,5,2,465.6000,465.6000,465.6000,921.0500,1,1,2026-08-24T00:00:00.000
666,20260824,120,287,135,4,2,466.3000,466.3000,466.3000,922.4200,1,1,2026-08-24T00:00:00.000
667,20260709,83,459,265,2,7,467.0000,467.0000,467.0000,923.7900,1,1,2026-08-24T00:00:00.000
668,20260602,75,96,193,5,7,467.7000,467.7000,467.7000,925.1600,1,1,2026-08-24T00:00:00.000
669,20260820,115,455,68,2,7,468.4000,468.4000,468.4000,926.5300,1,1,2026-08-24T00:00:00.000
670,20260531,114,335,301,3,5,469.1000,469.1000,469.1000,927.9000,1,1,2026-08-24T00:00:00.000
671,20260601,268,128,298,1,7,469.8000,469.8000,469.8000,929.2700,1,1,2026-08-24T00:00:00.000
672,20260713,231,474,157,1,5,470.5000,470.5000,470.5000,930.6400,1,1,2026-08-24T00:00:00.000
673,20260810,353,263,298,3,6,471.2000,471.2000,471.2000,932.0100,1,1,2026-08-24T00:00:00.000
674,20260721,420,354,292,2,5,471.9000,471.9000,471.9000,933.3800,1,1,2026-08-24T00:00:00.000
675,20260812,261,185,282,1,4,472.6000,472.6000,472.6000,934.7500,1,1,2026-08-24T00:00:00.000
676,20260602,71,166,81,3,1,473.3000,473.3000,473.3000,936.1200,1,1,2026-08-24T00:00:00.000
677,20260528,142,242,152,2,7,474.0000,474.0000,474.0000,937.4900,1,1,2026-08-24T00:00:00.000
678,20260607,215,460,163,4,3,474.7000,474.7000,474.7000,938.8600,1,1,2026-08-24T00:00:00.000
679,20260608,376,100,240,1,5,475.4000,475.4000,475.4000,940.2300,1,1,2026-08-24T00:00:00.000
680,20260527,117,377,278,4,4,476.1000,476.1000,476.1000,941.6000,1,1,2026-08-24T00:00:00.000
681,20260629,224,168,311,5,6,476.8000,476.8000,476.8000,942.9700,1,1,2026-08-24T00:00:00.000
682,20260629,478,28,158,5,4,477.5000,477.5000,477.5000,944.3400,1,1,2026-08-24T00:00:00.000
683,20260725,441,230,149,5,7,478.2000,478.2000,478.2000,945.7100,1,1,2026-08-24T00:00:00.000
684,20260622,10,429,217,5,7,478.9000,478.9000,478.9000,947.0800,1,1,2026-08-24T00:00:00.000
685,20260626,500,123,187,4,5,479.6000,479.6000,479.6000,948.4500,1,1,2026-08-24T00:00:00.000
686,20260718,105,138,186,3,2,480.3000,480.3000,480.3000,949.8200,1,1,2026-08-24T00:00:00.000
687,20260709,361,310,52,4,3,481.0000,481.0000,481.0000,951.1900,1,1,2026-08-24T00:00:00.000
688,20260718,155,191,156,2,7,481.7000,481.7000,481.7000,952.5600,1,1,2026-08-24T00:00:00.000
689,20260709,53,330,129,1,5,482.4000,482.4000,482.4000,953.9300,1,1,2026-08-24T00:00:00.000
690,20260806,469,198,337,2,7,483.1000,483.1000,483.1000,955.3000,1,1,2026-08-24T00:00:00.000
691,20260714,244,454,264,3,6,483.8000,483.8000,483.8000,956.6700,1,1,2026-08-24T00:00:00.000
692,20260725,28,476,296,3,1,484.5000,484.5000,484.5000,958.0400,1,1,2026-08-24T00:00:00.000
693,20260712,61,211,340,2,4,485.2000,485.2000,485.2000,959.4100,1,1,2026-08-24T00:00:00.000
694,20260804,172,92,39,4,2,485.9000,485.9000,485.9000,960.7800,1,1,2026-08-24T00:00:00.000
695,20260730,229,488,2,3,3,486.6000,486.6000,486.6000,962.1500,1,1,2026-08-24T00:00:00.000
696,20260628,344,340,6,4,3,487.3000,487.3000,487.3000,963.5200,1,1,2026-08-24T00:00:00.000
697,20260707,22,349,336,3,7,488.0000,488.0000,488.0000,964.8900,1,1,2026-08-24T00:00:00.000
698,20260727,258,82,157,5,5,488.7000,488.7000,488.7000,966.2600,1,1,2026-08-24T00:00:00.000
699,20260715,16,36,23,5,2,489.4000,489.4000,489.4000,967.6300,1,1,2026-08-24T00:00:00.000
700,20260625,47,369,100,5,7,490.1000,490.1000,490.1000,969.0000,1,1,2026-08-24T00:00:00.000
701,20260816,162,482,2,2,1,490.8000,490.8000,490.8000,970.3700,1,1,2026-08-24T00:00:00.000
702,20260805,346,181,315,4,5,491.5000,491.5000,491.5000,971.7400,1,1,2026-08-24T00:00:00.000
703,20260531,390,458,350,3,3,492.2000,492.2000,492.2000,973.1100,1,1,2026-08-24T00:00:00.000
704,20260717,162,7,33,2,6,492.9000,492.9000,492.9000,974.4800,1,1,2026-08-24T00:00:00.000
705,20260803,132,457,139,4,6,493.6000,493.6000,493.6000,975.8500,1,1,2026-08-24T00:00:00.000
706,20260722,300,34,333,2,4,494.3000,494.3000,494.3000,977.2200,1,1,2026-08-24T00:00:00.000
707,20260705,258,177,134,4,5,495.0000,495.0000,495.0000,978.5900,1,1,2026-08-24T00:00:00.000
708,20260811,24,451,215,4,2,495.7000,495.7000,495.7000,979.9600,1,1,2026-08-24T00:00:00.000
709,20260613,138,388,286,5,3,496.4000,496.4000,496.4000,981.3300,1,1,2026-08-24T00:00:00.000
710,20260725,100,376,115,4,1,497.1000,497.1000,497.1000,982.7000,1,1,2026-08-24T00:00:00.000
711,20260602,300,143,223,4,1,497.8000,497.8000,497.8000,984.0700,1,1,2026-08-24T00:00:00.000
712,20260724,81,385,314,3,4,498.5000,498.5000,498.5000,985.4400,1,1,2026-08-24T00:00:00.000
713,20260719,19,284,227,5,5,499.2000,499.2000,499.2000,986.8100,1,1,2026-08-24T00:00:00.000
714,20260529,269,292,260,2,5,499.9000,499.9000,499.9000,988.1800,1,1,2026-08-24T00:00:00.000
715,20260612,477,17,62,5,4,500.6000,500.6000,500.6000,989.5500,1,1,2026-08-24T00:00:00.000
716,20260618,26,213,313,4,3,501.3000,501.3000,501.3000,990.9200,1,1,2026-08-24T00:00:00.000
717,20260716,322,147,251,4,4,502.0000,502.0000,502.0000,992.2900,1,1,2026-08-24T00:00:00.000
718,20260530,22,81,218,3,3,502.7000,502.7000,502.7000,993.6600,1,1,2026-08-24T00:00:00.000
719,20260705,409,131,231,1,6,503.4000,503.4000,503.4000,995.0300,1,1,2026-08-24T00:00:00.000
720,20260724,375,412,19,1,1,504.1000,504.1000,504.1000,996.4000,1,1,2026-08-24T00:00:00.000
721,20260818,305,487,11,4,3,504.8000,504.8000,504.8000,997.7700,1,1,2026-08-24T00:00:00.000
722,20260617,339,429,173,5,1,505.5000,505.5000,505.5000,999.1400,1,1,2026-08-24T00:00:00.000
723,20260731,378,380,286,3,7,506.2000,506.2000,506.2000,1000.5100,1,1,2026-08-24T00:00:00.000
724,20260717,264,136,43,3,6,506.9000,506.9000,506.9000,1001.8800,1,1,2026-08-24T00:00:00.000
725,20260714,272,478,55,1,5,507.6000,507.6000,507.6000,1003.2500,1,1,2026-08-24T00:00:00.000
726,20260801,440,122,205,3,2,508.3000,508.3000,508.3000,1004.6200,1,1,2026-08-24T00:00:00.000
727,20260615,84,279,314,5,1,509.0000,509.0000,509.0000,1005.9900,1,1,2026-08-24T00:00:00.000
728,20260702,361,323,167,2,1,509.7000,509.7000,509.7000,1007.3600,1,1,2026-08-24T00:00:00.000
729,20260623,351,371,95,1,7,510.4000,510.4000,510.4000,1008.7300,1,1,2026-08-24T00:00:00.000
730,20260713,109,287,213,2,2,511.1000,511.1000,511.1000,1010.1000,1,1,2026-08-24T00:00:00.000
731,20260704,86,395,57,2,3,511.8000,511.8000,511.8000,1011.4700,1,1,2026-08-24T00:00:00.000
732,20260621,422,383,47,5,6,512.5000,512.5000,512.5000,1012.8400,1,1,2026-08-24T00:00:00.000
733,20260816,306,360,85,3,5,513.2000,513.2000,513.2000,1014.2100,1,1,2026-08-24T00:00:00.000
734,20260615,433,67,287,2,5,513.9000,513.9000,513.9000,1015.5800,1,1,2026-08-24T00:00:00.000
735,20260614,202,312,338,4,2,514.6000,514.6000,514.6000,1016.9500,1,1,2026-08-24T00:00:00.000
736,20260619,469,216,271,1,6,515.3000,515.3000,515.3000,1018.3200,1,1,2026-08-24T00:00:00.000
737,20260726,493,437,266,1,4,516.0000,516.0000,516.0000,1019.6900,1,1,2026-08-24T00:00:00.000
738,20260809,250,58,323,2,6,516.7000,516.7000,516.7000,1021.0600,1,1,2026-08-24T00:00:00.000
739,20260709,396,121,338,2,6,517.4000,517.4000,517.4000,1022.4300,1,1,2026-08-24T00:00:00.000
740,20260606,208,400,44,1,2,518.1000,518.1000,518.1000,1023.8000,1,1,2026-08-24T00:00:00.000
741,20260527,283,458,261,3,5,518.8000,518.8000,518.8000,1025.1700,1,1,2026-08-24T00:00:00.000
742,20260709,408,204,330,3,1,519.5000,519.5000,519.5000,1026.5400,1,1,2026-08-24T00:00:00.000
743,20260721,290,418,308,2,4,520.2000,520.2000,520.2000,1027.9100,1,1,2026-08-24T00:00:00.000
744,20260604,275,479,76,5,5,520.9000,520.9000,520.9000,1029.2800,1,1,2026-08-24T00:00:00.000
745,20260725,409,362,110,3,4,521.6000,521.6000,521.6000,1030.6500,1,1,2026-08-24T00:00:00.000
746,20260606,311,52,227,2,2,522.3000,522.3000,522.3000,1032.0200,1,1,2026-08-24T00:00:00.000
747,20260713,268,368,44,4,2,523.0000,523.0000,523.0000,1033.3900,1,1,2026-08-24T00:00:00.000
748,20260623,452,20,108,1,2,523.7000,523.7000,523.7000,1034.7600,1,1,2026-08-24T00:00:00.000
749,20260720,152,19,291,1,6,524.4000,524.4000,524.4000,1036.1300,1,1,2026-08-24T00:00:00.000
750,20260603,166,235,96,2,5,525.1000,525.1000,525.1000,1037.5000,1,1,2026-08-24T00:00:00.000
751,20260705,144,379,19,3,2,525.8000,525.8000,525.8000,1038.8700,1,1,2026-08-24T00:00:00.000
