InventoryMovementKey,PostingDateKey,DocumentDateKey,ExpirationDateKey,PostingTimeOfDayKey,ProductKey,PlantKey,InventoryBinKey,InventoryLotKey,InventorySerialNumberKey,InventoryContainerKey,PostedByEmployeeKey,InventoryMovementTypeKey,InventoryStockStatusKey,UnitOfMeasureKey,AdjustmentReasonKey,InventoryDocumentNumber,InventoryDocumentLineNumber,MovementQuantity,MovementValueAmount,WeightKg,SourceSystemKey,BatchId,LoadedAtUtc
7234,20260601,20260626,20260803,44820,142,171,75,47,198,293,267,9,9,2,3,IM007234,7234,63.9000,920.5800,235.0000,1,1,2026-08-24T00:00:00.000
7235,20260815,20260528,20260715,15900,222,222,73,284,390,495,137,14,5,3,2,IM007235,7235,64.6000,921.9500,236.0000,1,1,2026-08-24T00:00:00.000
7236,20260527,20260619,20260729,44520,232,273,390,111,42,55,368,16,6,6,4,IM007236,7236,65.3000,923.3200,237.0000,1,1,2026-08-24T00:00:00.000
7237,20260721,20260726,20260612,24240,380,177,436,194,241,440,42,9,8,1,1,IM007237,7237,66.0000,924.6900,238.0000,1,1,2026-08-24T00:00:00.000
7238,20260822,20260729,20260627,47700,163,294,209,160,165,281,270,9,4,1,2,IM007238,7238,66.7000,926.0600,239.0000,1,1,2026-08-24T00:00:00.000
7239,20260730,20260705,20260630,39720,396,152,182,294,342,13,219,14,9,1,3,IM007239,7239,67.4000,927.4300,240.0000,1,1,2026-08-24T00:00:00.000
7240,20260723,20260531,20260530,70140,466,313,388,358,166,279,323,10,2,6,4,IM007240,7240,68.1000,928.8000,241.0000,1,1,2026-08-24T00:00:00.000
7241,20260806,20260719,20260528,72720,36,331,392,108,323,456,362,16,4,4,3,IM007241,7241,68.8000,930.1700,242.0000,1,1,2026-08-24T00:00:00.000
7242,20260713,20260606,20260719,25260,151,310,404,-1,-1,-1,-1,10,4,4,-1,IM007242,7242,69.5000,931.5400,243.0000,1,1,2026-08-24T00:00:00.000
7243,20260823,20260726,20260730,66540,433,52,438,124,128,104,185,11,4,5,2,IM007243,7243,70.2000,932.9100,244.0000,1,1,2026-08-24T00:00:00.000
7244,20260529,20260824,20260706,5820,283,119,223,422,183,194,102,11,8,6,1,IM007244,7244,70.9000,934.2800,245.0000,1,1,2026-08-24T00:00:00.000
7245,20260806,20260730,20260622,59100,225,86,165,316,234,222,406,5,4,4,3,IM007245,7245,71.6000,935.6500,246.0000,1,1,2026-08-24T00:00:00.000
7246,20260807,20260714,20260627,82560,180,103,464,366,497,14,355,7,5,1,2,IM007246,7246,72.3000,937.0200,247.0000,1,1,2026-08-24T00:00:00.000
7247,20260531,20260530,20260804,81960,280,265,441,62,359,134,14,13,5,6,3,IM007247,7247,73.0000,938.3900,248.0000,1,1,2026-08-24T00:00:00.000
7248,20260612,20260717,20260529,33000,449,25,450,438,97,37,324,1,3,2,1,IM007248,7248,73.7000,939.7600,249.0000,1,1,2026-08-24T00:00:00.000
7249,20260702,20260822,20260701,13140,60,281,261,90,301,368,114,1,9,1,2,IM007249,7249,74.4000,941.1300,250.0000,1,1,2026-08-24T00:00:00.000
7250,20260725,20260528,20260606,56400,404,211,346,99,237,201,321,14,8,1,2,IM007250,7250,75.1000,942.5000,251.0000,1,1,2026-08-24T00:00:00.000
7251,20260721,20260704,20260725,12900,166,273,400,164,255,500,382,9,3,4,3,IM007251,7251,75.8000,943.8700,252.0000,1,1,2026-08-24T00:00:00.000
7252,20260727,20260621,20260706,43080,161,111,355,487,420,148,246,12,5,4,3,IM007252,7252,76.5000,945.2400,253.0000,1,1,2026-08-24T00:00:00.000
7253,20260805,20260802,20260703,47100,306,242,322,40,409,72,184,16,3,7,1,IM007253,7253,77.2000,946.6100,254.0000,1,1,2026-08-24T00:00:00.000
7254,20260617,20260612,20260802,77400,149,206,205,343,60,130,272,14,5,1,2,IM007254,7254,77.9000,947.9800,255.0000,1,1,2026-08-24T00:00:00.000
7255,20260530,20260703,20260801,78780,204,11,440,464,249,491,233,15,1,2,4,IM007255,7255,78.6000,949.3500,256.0000,1,1,2026-08-24T00:00:00.000
7256,20260822,20260725,20260821,38220,304,4,117,437,413,484,38,5,9,5,2,IM007256,7256,79.3000,950.7200,257.0000,1,1,2026-08-24T00:00:00.000
7257,20260611,20260713,20260727,42120,359,175,127,284,122,420,357,10,1,7,1,IM007257,7257,80.0000,952.0900,258.0000,1,1,2026-08-24T00:00:00.000
7258,20260818,20260709,20260812,23940,203,60,29,192,93,480,57,4,4,3,3,IM007258,7258,80.7000,953.4600,259.0000,1,1,2026-08-24T00:00:00.000
7259,20260815,20260614,20260617,54000,458,147,331,-1,-1,-1,-1,11,2,7,-1,IM007259,7259,81.4000,954.8300,260.0000,1,1,2026-08-24T00:00:00.000
7260,20260620,20260817,20260611,74040,313,222,151,25,437,328,20,10,7,5,1,IM007260,7260,82.1000,956.2000,261.0000,1,1,2026-08-24T00:00:00.000
7261,20260617,20260710,20260803,57180,322,283,429,310,91,63,252,9,3,4,3,IM007261,7261,82.8000,957.5700,262.0000,1,1,2026-08-24T00:00:00.000
7262,20260616,20260715,20260619,50040,322,73,77,335,179,56,158,13,7,2,2,IM007262,7262,83.5000,958.9400,263.0000,1,1,2026-08-24T00:00:00.000
7263,20260623,20260811,20260712,15360,144,277,416,488,206,120,360,5,5,3,1,IM007263,7263,84.2000,960.3100,264.0000,1,1,2026-08-24T00:00:00.000
7264,20260811,20260730,20260804,41280,32,156,259,240,332,275,242,16,4,6,3,IM007264,7264,84.9000,961.6800,265.0000,1,1,2026-08-24T00:00:00.000
7265,20260820,20260809,20260811,39180,123,58,287,186,82,359,101,14,1,3,3,IM007265,7265,85.6000,963.0500,266.0000,1,1,2026-08-24T00:00:00.000
7266,20260820,20260726,20260610,77940,451,99,493,233,279,448,249,3,2,6,2,IM007266,7266,86.3000,964.4200,267.0000,1,1,2026-08-24T00:00:00.000
7267,20260717,20260616,20260621,83220,489,138,458,394,136,321,111,15,5,7,2,IM007267,7267,87.0000,965.7900,268.0000,1,1,2026-08-24T00:00:00.000
7268,20260804,20260609,20260725,17280,166,302,62,474,319,46,171,3,6,5,4,IM007268,7268,87.7000,967.1600,269.0000,1,1,2026-08-24T00:00:00.000
7269,20260623,20260722,20260619,26520,13,208,350,102,425,110,429,2,7,1,2,IM007269,7269,88.4000,968.5300,270.0000,1,1,2026-08-24T00:00:00.000
7270,20260601,20260621,20260717,12420,120,167,244,445,46,252,151,13,3,6,4,IM007270,7270,89.1000,969.9000,271.0000,1,1,2026-08-24T00:00:00.000
7271,20260602,20260604,20260716,54120,357,251,100,392,327,310,254,1,8,3,4,IM007271,7271,89.8000,971.2700,272.0000,1,1,2026-08-24T00:00:00.000
7272,20260802,20260816,20260528,46020,120,241,232,332,219,164,365,10,9,4,1,IM007272,7272,90.5000,972.6400,273.0000,1,1,2026-08-24T00:00:00.000
7273,20260713,20260730,20260708,3480,348,40,286,203,14,167,235,11,5,4,1,IM007273,7273,91.2000,974.0100,274.0000,1,1,2026-08-24T00:00:00.000
7274,20260624,20260727,20260822,61800,351,11,36,26,380,35,101,8,3,2,4,IM007274,7274,91.9000,975.3800,275.0000,1,1,2026-08-24T00:00:00.000
7275,20260807,20260812,20260717,78660,397,185,324,40,304,234,61,9,8,7,1,IM007275,7275,92.6000,976.7500,276.0000,1,1,2026-08-24T00:00:00.000
7276,20260610,20260615,20260706,74460,161,264,450,-1,-1,-1,-1,11,8,3,-1,IM007276,7276,93.3000,978.1200,277.0000,1,1,2026-08-24T00:00:00.000
7277,20260811,20260627,20260708,62100,126,106,204,405,497,71,287,5,5,7,1,IM007277,7277,94.0000,979.4900,278.0000,1,1,2026-08-24T00:00:00.000
7278,20260701,20260810,20260807,50640,197,153,166,18,271,190,195,6,3,6,3,IM007278,7278,94.7000,980.8600,279.0000,1,1,2026-08-24T00:00:00.000
7279,20260725,20260706,20260531,24060,80,271,13,83,140,74,335,3,6,6,4,IM007279,7279,95.4000,982.2300,280.0000,1,1,2026-08-24T00:00:00.000
7280,20260823,20260529,20260620,29520,469,163,116,469,238,350,21,8,1,3,2,IM007280,7280,96.1000,983.6000,281.0000,1,1,2026-08-24T00:00:00.000
7281,20260711,20260816,20260527,29160,117,252,43,343,380,294,191,14,6,3,1,IM007281,7281,96.8000,984.9700,282.0000,1,1,2026-08-24T00:00:00.000
7282,20260721,20260713,20260816,71580,252,46,16,354,416,172,339,10,2,4,3,IM007282,7282,97.5000,986.3400,283.0000,1,1,2026-08-24T00:00:00.000
7283,20260704,20260729,20260718,17160,340,265,123,218,473,386,458,8,6,7,3,IM007283,7283,98.2000,987.7100,284.0000,1,1,2026-08-24T00:00:00.000
7284,20260722,20260617,20260612,15600,119,41,499,426,145,155,133,12,1,7,3,IM007284,7284,98.9000,989.0800,285.0000,1,1,2026-08-24T00:00:00.000
7285,20260811,20260712,20260705,17940,168,343,230,24,205,278,319,9,8,6,1,IM007285,7285,99.6000,990.4500,286.0000,1,1,2026-08-24T00:00:00.000
7286,20260709,20260715,20260624,83760,204,146,174,284,430,234,97,12,4,1,3,IM007286,7286,100.3000,991.8200,287.0000,1,1,2026-08-24T00:00:00.000
7287,20260715,20260802,20260712,59580,266,158,200,6,487,8,109,10,3,5,4,IM007287,7287,101.0000,993.1900,288.0000,1,1,2026-08-24T00:00:00.000
7288,20260726,20260817,20260711,80640,167,18,54,253,500,112,168,7,10,7,1,IM007288,7288,101.7000,994.5600,289.0000,1,1,2026-08-24T00:00:00.000
7289,20260708,20260614,20260817,59100,310,310,370,172,395,122,207,10,8,7,2,IM007289,7289,102.4000,995.9300,290.0000,1,1,2026-08-24T00:00:00.000
7290,20260719,20260604,20260824,5220,85,148,139,379,393,96,18,10,2,4,4,IM007290,7290,103.1000,997.3000,291.0000,1,1,2026-08-24T00:00:00.000
7291,20260810,20260809,20260530,16740,111,251,177,333,173,280,408,14,4,2,4,IM007291,7291,103.8000,998.6700,292.0000,1,1,2026-08-24T00:00:00.000
7292,20260822,20260611,20260629,17700,5,269,160,443,206,23,383,5,10,3,3,IM007292,7292,104.5000,1000.0400,293.0000,1,1,2026-08-24T00:00:00.000
7293,20260811,20260811,20260528,43320,487,174,451,-1,-1,-1,-1,2,10,3,-1,IM007293,7293,105.2000,1001.4100,294.0000,1,1,2026-08-24T00:00:00.000
7294,20260702,20260701,20260616,75180,28,196,437,226,160,251,416,11,1,6,4,IM007294,7294,105.9000,1002.7800,295.0000,1,1,2026-08-24T00:00:00.000
7295,20260603,20260715,20260612,57300,265,120,316,384,499,388,493,15,3,6,1,IM007295,7295,106.6000,1004.1500,296.0000,1,1,2026-08-24T00:00:00.000
7296,20260805,20260616,20260625,33300,214,184,219,426,404,405,240,15,7,7,2,IM007296,7296,107.3000,1005.5200,297.0000,1,1,2026-08-24T00:00:00.000
7297,20260610,20260802,20260712,61860,263,314,319,305,481,460,330,13,2,3,1,IM007297,7297,108.0000,1006.8900,298.0000,1,1,2026-08-24T00:00:00.000
7298,20260625,20260729,20260605,17760,1,41,287,421,435,122,79,1,1,5,2,IM007298,7298,108.7000,1008.2600,299.0000,1,1,2026-08-24T00:00:00.000
7299,20260704,20260712,20260720,85680,491,273,238,101,438,493,482,8,9,4,3,IM007299,7299,109.4000,1009.6300,300.0000,1,1,2026-08-24T00:00:00.000
7300,20260626,20260630,20260819,22620,338,323,261,395,370,35,255,5,7,6,4,IM007300,7300,110.1000,1011.0000,301.0000,1,1,2026-08-24T00:00:00.000
7301,20260610,20260618,20260604,77640,219,52,394,437,212,388,10,8,7,5,4,IM007301,7301,110.8000,1012.3700,302.0000,1,1,2026-08-24T00:00:00.000
7302,20260606,20260716,20260727,62160,408,287,446,23,226,33,102,3,6,4,1,IM007302,7302,111.5000,1013.7400,303.0000,1,1,2026-08-24T00:00:00.000
7303,20260630,20260529,20260710,77760,436,197,420,244,298,334,241,7,4,1,3,IM007303,7303,112.2000,1015.1100,304.0000,1,1,2026-08-24T00:00:00.000
7304,20260722,20260627,20260725,21840,409,217,483,127,275,300,435,5,10,3,2,IM007304,7304,112.9000,1016.4800,305.0000,1,1,2026-08-24T00:00:00.000
7305,20260709,20260802,20260616,39060,6,274,330,447,414,220,429,4,5,3,1,IM007305,7305,113.6000,1017.8500,306.0000,1,1,2026-08-24T00:00:00.000
7306,20260720,20260609,20260822,58200,176,348,404,24,217,310,266,5,1,1,1,IM007306,7306,114.3000,1019.2200,307.0000,1,1,2026-08-24T00:00:00.000
7307,20260814,20260617,20260724,84120,437,314,471,254,78,169,178,8,8,2,2,IM007307,7307,115.0000,1020.5900,308.0000,1,1,2026-08-24T00:00:00.000
7308,20260616,20260620,20260806,73800,65,5,10,246,58,23,234,16,1,4,2,IM007308,7308,115.7000,1021.9600,309.0000,1,1,2026-08-24T00:00:00.000
7309,20260721,20260812,20260702,83460,19,337,489,43,185,150,478,4,7,6,3,IM007309,7309,116.4000,1023.3300,310.0000,1,1,2026-08-24T00:00:00.000
7310,20260822,20260704,20260706,68460,317,142,326,-1,-1,-1,-1,11,7,3,-1,IM007310,7310,117.1000,1024.7000,311.0000,1,1,2026-08-24T00:00:00.000
7311,20260728,20260808,20260721,21600,493,13,57,64,37,135,364,4,10,3,4,IM007311,7311,117.8000,1026.0700,312.0000,1,1,2026-08-24T00:00:00.000
7312,20260812,20260706,20260722,59520,64,12,50,492,3,264,413,15,4,3,4,IM007312,7312,118.5000,1027.4400,313.0000,1,1,2026-08-24T00:00:00.000
7313,20260707,20260716,20260601,79800,76,335,142,268,327,463,497,3,2,3,2,IM007313,7313,119.2000,1028.8100,314.0000,1,1,2026-08-24T00:00:00.000
7314,20260730,20260805,20260620,50400,125,66,127,408,178,92,491,8,2,6,1,IM007314,7314,119.9000,1030.1800,315.0000,1,1,2026-08-24T00:00:00.000
7315,20260613,20260712,20260815,48600,206,184,489,70,363,312,208,5,9,2,1,IM007315,7315,120.6000,1031.5500,316.0000,1,1,2026-08-24T00:00:00.000
7316,20260805,20260819,20260819,37200,237,303,344,68,55,51,390,12,3,5,2,IM007316,7316,121.3000,1032.9200,317.0000,1,1,2026-08-24T00:00:00.000
7317,20260807,20260529,20260730,2520,346,120,43,10,401,282,438,11,2,7,2,IM007317,7317,122.0000,1034.2900,318.0000,1,1,2026-08-24T00:00:00.000
7318,20260608,20260814,20260723,40440,464,131,136,289,58,119,246,11,3,1,1,IM007318,7318,122.7000,1035.6600,319.0000,1,1,2026-08-24T00:00:00.000
7319,20260715,20260603,20260531,7260,133,7,60,335,130,433,412,8,10,2,2,IM007319,7319,123.4000,1037.0300,320.0000,1,1,2026-08-24T00:00:00.000
7320,20260601,20260531,20260812,5820,226,277,491,1,324,48,253,11,6,5,4,IM007320,7320,124.1000,1038.4000,321.0000,1,1,2026-08-24T00:00:00.000
7321,20260529,20260730,20260824,26820,225,161,400,382,106,306,368,1,10,2,1,IM007321,7321,124.8000,1039.7700,322.0000,1,1,2026-08-24T00:00:00.000
7322,20260725,20260824,20260614,68820,107,43,110,212,188,389,202,13,3,1,2,IM007322,7322,125.5000,1041.1400,323.0000,1,1,2026-08-24T00:00:00.000
7323,20260823,20260618,20260710,71220,390,82,132,84,244,204,74,12,3,6,1,IM007323,7323,126.2000,1042.5100,324.0000,1,1,2026-08-24T00:00:00.000
7324,20260714,20260715,20260821,1740,144,56,57,215,141,251,450,15,8,6,3,IM007324,7324,126.9000,1043.8800,325.0000,1,1,2026-08-24T00:00:00.000
7325,20260620,20260615,20260618,19620,249,215,411,164,257,51,420,2,7,6,3,IM007325,7325,127.6000,1045.2500,326.0000,1,1,2026-08-24T00:00:00.000
7326,20260601,20260728,20260728,40260,318,30,1,321,226,40,228,14,8,1,1,IM007326,7326,128.3000,1046.6200,327.0000,1,1,2026-08-24T00:00:00.000
7327,20260803,20260629,20260601,45600,287,305,489,-1,-1,-1,-1,2,3,4,-1,IM007327,7327,129.0000,1047.9900,328.0000,1,1,2026-08-24T00:00:00.000
7328,20260803,20260616,20260527,11100,336,65,253,20,399,131,432,15,5,2,1,IM007328,7328,129.7000,1049.3600,329.0000,1,1,2026-08-24T00:00:00.000
7329,20260801,20260813,20260728,36840,448,299,321,229,495,218,132,1,2,3,1,IM007329,7329,130.4000,1050.7300,330.0000,1,1,2026-08-24T00:00:00.000
7330,20260706,20260729,20260805,57540,415,6,261,366,185,482,200,6,1,4,4,IM007330,7330,131.1000,1052.1000,331.0000,1,1,2026-08-24T00:00:00.000
7331,20260804,20260812,20260615,960,179,215,280,485,446,114,98,5,7,7,1,IM007331,7331,131.8000,1053.4700,332.0000,1,1,2026-08-24T00:00:00.000
7332,20260608,20260610,20260808,18240,115,308,1,371,500,496,342,8,9,3,2,IM007332,7332,132.5000,1054.8400,333.0000,1,1,2026-08-24T00:00:00.000
7333,20260809,20260713,20260802,2160,238,69,494,27,463,402,410,14,9,6,1,IM007333,7333,133.2000,1056.2100,334.0000,1,1,2026-08-24T00:00:00.000
7334,20260527,20260724,20260626,37320,150,160,344,69,238,343,220,7,1,2,4,IM007334,7334,133.9000,1057.5800,335.0000,1,1,2026-08-24T00:00:00.000
7335,20260811,20260704,20260708,8940,448,266,467,316,13,144,433,8,5,1,1,IM007335,7335,134.6000,1058.9500,336.0000,1,1,2026-08-24T00:00:00.000
7336,20260724,20260707,20260610,55680,148,211,496,446,372,289,395,12,8,4,3,IM007336,7336,135.3000,1060.3200,337.0000,1,1,2026-08-24T00:00:00.000
7337,20260601,20260724,20260715,34140,245,263,251,193,176,83,400,5,1,2,3,IM007337,7337,136.0000,1061.6900,338.0000,1,1,2026-08-24T00:00:00.000
7338,20260824,20260811,20260812,66240,352,181,136,112,444,487,419,16,1,4,2,IM007338,7338,136.7000,1063.0600,339.0000,1,1,2026-08-24T00:00:00.000
7339,20260603,20260707,20260709,52320,451,69,16,461,200,112,414,1,10,7,2,IM007339,7339,137.4000,1064.4300,340.0000,1,1,2026-08-24T00:00:00.000
7340,20260719,20260712,20260607,19200,226,217,274,322,17,125,62,8,6,7,3,IM007340,7340,138.1000,1065.8000,341.0000,1,1,2026-08-24T00:00:00.000
7341,20260528,20260620,20260617,79380,37,108,444,319,57,458,61,12,4,1,3,IM007341,7341,138.8000,1067.1700,342.0000,1,1,2026-08-24T00:00:00.000
7342,20260706,20260628,20260822,76620,410,306,264,435,39,344,461,14,7,2,1,IM007342,7342,139.5000,1068.5400,343.0000,1,1,2026-08-24T00:00:00.000
7343,20260803,20260701,20260629,62640,254,111,280,20,32,287,150,7,7,1,4,IM007343,7343,140.2000,1069.9100,344.0000,1,1,2026-08-24T00:00:00.000
7344,20260710,20260527,20260731,11460,243,248,281,-1,-1,-1,-1,10,7,7,-1,IM007344,7344,140.9000,1071.2800,345.0000,1,1,2026-08-24T00:00:00.000
7345,20260710,20260626,20260725,13680,481,251,291,156,89,148,379,11,1,1,1,IM007345,7345,141.6000,1072.6500,346.0000,1,1,2026-08-24T00:00:00.000
7346,20260824,20260628,20260609,45960,405,75,471,344,424,182,6,8,8,3,3,IM007346,7346,142.3000,1074.0200,347.0000,1,1,2026-08-24T00:00:00.000
7347,20260610,20260527,20260805,58500,100,130,42,389,493,272,163,16,7,4,1,IM007347,7347,143.0000,1075.3900,348.0000,1,1,2026-08-24T00:00:00.000
7348,20260822,20260809,20260613,53280,416,249,121,319,137,442,454,12,6,2,3,IM007348,7348,143.7000,1076.7600,349.0000,1,1,2026-08-24T00:00:00.000
7349,20260824,20260820,20260813,41460,441,312,384,480,106,366,423,5,1,1,2,IM007349,7349,144.4000,1078.1300,350.0000,1,1,2026-08-24T00:00:00.000
7350,20260625,20260807,20260607,47880,234,320,64,189,258,403,274,3,6,7,4,IM007350,7350,145.1000,1079.5000,351.0000,1,1,2026-08-24T00:00:00.000
7351,20260814,20260609,20260605,63240,278,26,167,383,343,406,392,12,9,4,4,IM007351,7351,145.8000,1080.8700,352.0000,1,1,2026-08-24T00:00:00.000
7352,20260603,20260611,20260718,40020,204,97,104,329,238,240,235,7,6,4,3,IM007352,7352,146.5000,1082.2400,353.0000,1,1,2026-08-24T00:00:00.000
7353,20260817,20260712,20260707,35040,302,124,478,25,180,4,278,7,8,3,1,IM007353,7353,147.2000,1083.6100,354.0000,1,1,2026-08-24T00:00:00.000
7354,20260615,20260530,20260707,83940,294,159,149,326,366,122,17,9,8,3,4,IM007354,7354,147.9000,1084.9800,355.0000,1,1,2026-08-24T00:00:00.000
7355,20260607,20260608,20260819,47280,411,317,138,53,406,184,186,16,4,6,4,IM007355,7355,148.6000,1086.3500,356.0000,1,1,2026-08-24T00:00:00.000
7356,20260710,20260729,20260719,24600,492,194,71,395,281,476,474,16,1,6,4,IM007356,7356,149.3000,1087.7200,357.0000,1,1,2026-08-24T00:00:00.000
7357,20260731,20260703,20260728,78720,332,230,413,111,256,451,353,6,10,5,1,IM007357,7357,150.0000,1089.0900,358.0000,1,1,2026-08-24T00:00:00.000
7358,20260810,20260806,20260628,24840,478,132,19,252,60,231,338,8,2,1,1,IM007358,7358,150.7000,1090.4600,359.0000,1,1,2026-08-24T00:00:00.000
7359,20260706,20260527,20260723,75060,444,239,427,141,265,458,151,7,4,6,4,IM007359,7359,151.4000,1091.8300,360.0000,1,1,2026-08-24T00:00:00.000
7360,20260617,20260728,20260817,49800,472,97,482,179,419,282,452,14,1,7,2,IM007360,7360,152.1000,1093.2000,361.0000,1,1,2026-08-24T00:00:00.000
7361,20260725,20260601,20260821,52680,350,154,129,-1,-1,-1,-1,4,1,4,-1,IM007361,7361,152.8000,1094.5700,362.0000,1,1,2026-08-24T00:00:00.000
7362,20260818,20260703,20260706,37680,27,256,139,60,152,235,226,15,6,5,1,IM007362,7362,153.5000,1095.9400,363.0000,1,1,2026-08-24T00:00:00.000
7363,20260625,20260630,20260801,4560,113,296,255,52,118,330,478,15,10,4,1,IM007363,7363,154.2000,1097.3100,364.0000,1,1,2026-08-24T00:00:00.000
7364,20260809,20260618,20260601,40140,232,36,425,435,333,313,79,5,3,7,2,IM007364,7364,154.9000,1098.6800,365.0000,1,1,2026-08-24T00:00:00.000
7365,20260806,20260724,20260809,84600,112,225,423,427,391,27,443,5,10,6,4,IM007365,7365,155.6000,1100.0500,366.0000,1,1,2026-08-24T00:00:00.000
7366,20260729,20260619,20260611,45600,334,317,325,85,139,7,247,10,10,6,1,IM007366,7366,156.3000,1101.4200,367.0000,1,1,2026-08-24T00:00:00.000
7367,20260527,20260623,20260720,35580,344,88,395,28,409,235,279,12,9,7,2,IM007367,7367,157.0000,1102.7900,368.0000,1,1,2026-08-24T00:00:00.000
7368,20260712,20260724,20260618,43560,271,206,185,223,118,83,129,1,6,1,3,IM007368,7368,157.7000,1104.1600,369.0000,1,1,2026-08-24T00:00:00.000
7369,20260617,20260724,20260622,84480,213,198,18,244,319,89,471,1,9,2,2,IM007369,7369,158.4000,1105.5300,370.0000,1,1,2026-08-24T00:00:00.000
7370,20260617,20260802,20260607,540,428,331,434,274,222,282,150,8,8,2,1,IM007370,7370,159.1000,1106.9000,371.0000,1,1,2026-08-24T00:00:00.000
7371,20260712,20260626,20260802,58500,372,2,10,215,296,132,100,6,7,3,1,IM007371,7371,159.8000,1108.2700,372.0000,1,1,2026-08-24T00:00:00.000
7372,20260724,20260609,20260618,37380,91,276,142,140,422,6,177,10,4,3,4,IM007372,7372,160.5000,1109.6400,373.0000,1,1,2026-08-24T00:00:00.000
7373,20260728,20260627,20260704,2160,459,227,345,322,287,202,86,12,3,2,1,IM007373,7373,161.2000,1111.0100,374.0000,1,1,2026-08-24T00:00:00.000
7374,20260610,20260528,20260605,7260,440,324,119,124,461,288,366,13,4,5,3,IM007374,7374,161.9000,1112.3800,375.0000,1,1,2026-08-24T00:00:00.000
7375,20260611,20260815,20260624,57180,211,345,464,31,437,309,358,7,7,4,1,IM007375,7375,162.6000,1113.7500,376.0000,1,1,2026-08-24T00:00:00.000
7376,20260712,20260527,20260710,50820,176,88,70,216,272,41,267,14,3,2,1,IM007376,7376,163.3000,1115.1200,377.0000,1,1,2026-08-24T00:00:00.000
7377,20260603,20260819,20260818,54240,419,162,264,272,71,423,243,3,4,4,1,IM007377,7377,164.0000,1116.4900,378.0000,1,1,2026-08-24T00:00:00.000
7378,20260714,20260614,20260728,4020,156,59,387,-1,-1,-1,-1,16,9,7,-1,IM007378,7378,164.7000,1117.8600,379.0000,1,1,2026-08-24T00:00:00.000
7379,20260625,20260702,20260804,62940,212,280,132,178,281,60,251,16,2,2,2,IM007379,7379,165.4000,1119.2300,380.0000,1,1,2026-08-24T00:00:00.000
7380,20260824,20260803,20260808,7620,198,59,333,168,171,186,112,6,1,7,2,IM007380,7380,166.1000,1120.6000,381.0000,1,1,2026-08-24T00:00:00.000
7381,20260712,20260527,20260629,47100,334,242,66,492,139,86,396,9,1,6,4,IM007381,7381,166.8000,1121.9700,382.0000,1,1,2026-08-24T00:00:00.000
7382,20260624,20260615,20260608,71160,9,103,129,47,136,441,82,2,4,4,3,IM007382,7382,167.5000,1123.3400,383.0000,1,1,2026-08-24T00:00:00.000
7383,20260709,20260605,20260723,82260,157,58,287,128,189,122,47,11,7,1,4,IM007383,7383,168.2000,1124.7100,384.0000,1,1,2026-08-24T00:00:00.000
7384,20260627,20260811,20260626,83340,188,75,150,163,473,458,420,7,5,4,4,IM007384,7384,168.9000,1126.0800,385.0000,1,1,2026-08-24T00:00:00.000
7385,20260626,20260613,20260727,30540,400,12,181,55,241,417,316,1,8,5,1,IM007385,7385,169.6000,1127.4500,386.0000,1,1,2026-08-24T00:00:00.000
7386,20260625,20260728,20260620,27540,416,71,171,56,107,432,384,11,3,1,1,IM007386,7386,170.3000,1128.8200,387.0000,1,1,2026-08-24T00:00:00.000
7387,20260616,20260626,20260810,32520,343,64,445,424,327,453,34,9,2,2,4,IM007387,7387,171.0000,1130.1900,388.0000,1,1,2026-08-24T00:00:00.000
7388,20260704,20260715,20260818,68700,46,182,471,217,134,327,55,1,8,4,1,IM007388,7388,171.7000,1131.5600,389.0000,1,1,2026-08-24T00:00:00.000
7389,20260822,20260717,20260719,25560,246,154,338,387,250,422,369,15,6,5,3,IM007389,7389,172.4000,1132.9300,390.0000,1,1,2026-08-24T00:00:00.000
7390,20260706,20260813,20260731,2460,425,345,53,464,439,202,362,12,7,6,1,IM007390,7390,173.1000,1134.3000,391.0000,1,1,2026-08-24T00:00:00.000
7391,20260720,20260805,20260824,33360,467,199,18,60,283,131,367,14,1,6,1,IM007391,7391,173.8000,1135.6700,392.0000,1,1,2026-08-24T00:00:00.000
7392,20260720,20260707,20260627,13620,238,257,99,182,29,455,373,6,4,1,1,IM007392,7392,174.5000,1137.0400,393.0000,1,1,2026-08-24T00:00:00.000
7393,20260722,20260606,20260617,11400,83,130,211,151,42,291,86,6,5,6,3,IM007393,7393,175.2000,1138.4100,394.0000,1,1,2026-08-24T00:00:00.000
7394,20260808,20260823,20260823,17220,6,331,289,258,1,72,268,4,9,2,2,IM007394,7394,175.9000,1139.7800,395.0000,1,1,2026-08-24T00:00:00.000
7395,20260804,20260712,20260823,85080,68,57,42,-1,-1,-1,-1,11,7,3,-1,IM007395,7395,176.6000,1141.1500,396.0000,1,1,2026-08-24T00:00:00.000
7396,20260625,20260530,20260809,55020,495,291,454,453,197,463,474,13,10,7,3,IM007396,7396,177.3000,1142.5200,397.0000,1,1,2026-08-24T00:00:00.000
7397,20260710,20260802,20260707,16140,291,210,69,394,339,231,238,9,2,2,4,IM007397,7397,178.0000,1143.8900,398.0000,1,1,2026-08-24T00:00:00.000
7398,20260715,20260822,20260718,29820,222,72,209,272,278,264,125,13,2,7,3,IM007398,7398,178.7000,1145.2600,399.0000,1,1,2026-08-24T00:00:00.000
