PurchaseGoodsReceiptKey,ReceiptDateKey,PostingDateKey,DocumentDateKey,ReceiptTimeOfDayKey,PurchaseOrderLineKey,SupplierKey,ProductKey,PlantKey,ReceiverEmployeeKey,PurchaseReceiptStatusKey,UnitOfMeasureKey,CurrencyKey,GoodsReceiptNumber,GoodsReceiptLineNumber,ReceivedQuantity,AcceptedQuantity,RejectedQuantity,ReceiptAmount,SourceSystemKey,BatchId,LoadedAtUtc
2950,20260618,20260809,20260725,35280,215,306,206,105,445,6,5,1,PGR002950,2950,65.1000,65.1000,65.1000,4051.5000,1,1,2026-08-24T00:00:00.000
2951,20260715,20260716,20260624,44700,282,345,128,47,55,7,5,5,PGR002951,2951,65.8000,65.8000,65.8000,4052.8700,1,1,2026-08-24T00:00:00.000
2952,20260727,20260726,20260711,86160,461,423,24,346,183,3,7,3,PGR002952,2952,66.5000,66.5000,66.5000,4054.2400,1,1,2026-08-24T00:00:00.000
2953,20260721,20260705,20260803,7920,240,483,475,111,200,4,4,2,PGR002953,2953,67.2000,67.2000,67.2000,4055.6100,1,1,2026-08-24T00:00:00.000
2954,20260818,20260531,20260822,65400,310,75,381,157,223,6,2,5,PGR002954,2954,67.9000,67.9000,67.9000,4056.9800,1,1,2026-08-24T00:00:00.000
2955,20260626,20260722,20260702,5820,497,405,277,42,297,3,2,4,PGR002955,2955,68.6000,68.6000,68.6000,4058.3500,1,1,2026-08-24T00:00:00.000
2956,20260807,20260814,20260730,66660,122,213,250,350,288,2,1,5,PGR002956,2956,69.3000,69.3000,69.3000,4059.7200,1,1,2026-08-24T00:00:00.000
2957,20260614,20260710,20260726,50340,165,46,132,321,291,4,2,3,PGR002957,2957,70.0000,70.0000,70.0000,4061.0900,1,1,2026-08-24T00:00:00.000
2958,20260723,20260819,20260728,39600,337,499,-1,147,-1,6,3,1,PGR002958,2958,70.7000,70.7000,70.7000,4062.4600,1,1,2026-08-24T00:00:00.000
2959,20260617,20260603,20260807,11640,318,397,484,290,85,4,7,2,PGR002959,2959,71.4000,71.4000,71.4000,4063.8300,1,1,2026-08-24T00:00:00.000
2960,20260807,20260815,20260728,39000,389,74,225,189,336,4,2,3,PGR002960,2960,72.1000,72.1000,72.1000,4065.2000,1,1,2026-08-24T00:00:00.000
2961,20260724,20260619,20260722,43140,131,258,326,322,159,1,2,3,PGR002961,2961,72.8000,72.8000,72.8000,4066.5700,1,1,2026-08-24T00:00:00.000
2962,20260716,20260802,20260706,36540,6,127,104,270,222,8,7,1,PGR002962,2962,73.5000,73.5000,73.5000,4067.9400,1,1,2026-08-24T00:00:00.000
2963,20260703,20260802,20260805,58560,240,37,228,140,198,6,3,2,PGR002963,2963,74.2000,74.2000,74.2000,4069.3100,1,1,2026-08-24T00:00:00.000
2964,20260528,20260719,20260623,55620,176,269,84,281,55,8,3,4,PGR002964,2964,74.9000,74.9000,74.9000,4070.6800,1,1,2026-08-24T00:00:00.000
2965,20260531,20260805,20260716,85380,417,172,17,216,253,2,4,5,PGR002965,2965,75.6000,75.6000,75.6000,4072.0500,1,1,2026-08-24T00:00:00.000
2966,20260717,20260604,20260723,73380,45,265,412,295,31,8,4,1,PGR002966,2966,76.3000,76.3000,76.3000,4073.4200,1,1,2026-08-24T00:00:00.000
2967,20260813,20260528,20260615,33540,27,198,59,225,366,2,6,5,PGR002967,2967,77.0000,77.0000,77.0000,4074.7900,1,1,2026-08-24T00:00:00.000
2968,20260608,20260819,20260630,71820,205,152,85,46,108,7,5,5,PGR002968,2968,77.7000,77.7000,77.7000,4076.1600,1,1,2026-08-24T00:00:00.000
2969,20260810,20260602,20260718,10620,265,126,172,26,388,1,7,3,PGR002969,2969,78.4000,78.4000,78.4000,4077.5300,1,1,2026-08-24T00:00:00.000
2970,20260705,20260627,20260816,12420,417,96,61,170,169,1,1,1,PGR002970,2970,79.1000,79.1000,79.1000,4078.9000,1,1,2026-08-24T00:00:00.000
2971,20260718,20260815,20260626,30900,452,189,68,174,369,8,3,1,PGR002971,2971,79.8000,79.8000,79.8000,4080.2700,1,1,2026-08-24T00:00:00.000
2972,20260710,20260708,20260530,20340,328,55,345,169,423,6,3,1,PGR002972,2972,80.5000,80.5000,80.5000,4081.6400,1,1,2026-08-24T00:00:00.000
2973,20260617,20260621,20260702,80400,49,83,255,54,217,1,1,4,PGR002973,2973,81.2000,81.2000,81.2000,4083.0100,1,1,2026-08-24T00:00:00.000
2974,20260814,20260625,20260613,3000,447,184,101,190,170,4,5,5,PGR002974,2974,81.9000,81.9000,81.9000,4084.3800,1,1,2026-08-24T00:00:00.000
2975,20260818,20260705,20260623,46320,190,412,-1,332,-1,4,5,5,PGR002975,2975,82.6000,82.6000,82.6000,4085.7500,1,1,2026-08-24T00:00:00.000
2976,20260605,20260804,20260603,24600,234,396,85,115,416,4,2,1,PGR002976,2976,83.3000,83.3000,83.3000,4087.1200,1,1,2026-08-24T00:00:00.000
2977,20260624,20260719,20260607,17520,467,74,157,5,89,4,5,1,PGR002977,2977,84.0000,84.0000,84.0000,4088.4900,1,1,2026-08-24T00:00:00.000
2978,20260801,20260716,20260528,72300,32,376,273,332,86,1,3,3,PGR002978,2978,84.7000,84.7000,84.7000,4089.8600,1,1,2026-08-24T00:00:00.000
2979,20260731,20260620,20260626,53520,196,100,36,190,242,2,7,1,PGR002979,2979,85.4000,85.4000,85.4000,4091.2300,1,1,2026-08-24T00:00:00.000
2980,20260629,20260607,20260612,85740,203,24,73,48,152,5,4,4,PGR002980,2980,86.1000,86.1000,86.1000,4092.6000,1,1,2026-08-24T00:00:00.000
2981,20260801,20260730,20260706,12540,184,285,63,255,273,8,4,1,PGR002981,2981,86.8000,86.8000,86.8000,4093.9700,1,1,2026-08-24T00:00:00.000
2982,20260624,20260608,20260803,45060,287,75,423,120,488,2,7,3,PGR002982,2982,87.5000,87.5000,87.5000,4095.3400,1,1,2026-08-24T00:00:00.000
2983,20260627,20260627,20260716,21180,179,411,497,158,495,5,1,1,PGR002983,2983,88.2000,88.2000,88.2000,4096.7100,1,1,2026-08-24T00:00:00.000
2984,20260808,20260717,20260628,57960,484,320,311,205,31,4,1,3,PGR002984,2984,88.9000,88.9000,88.9000,4098.0800,1,1,2026-08-24T00:00:00.000
2985,20260707,20260605,20260612,43500,127,261,267,107,287,3,3,2,PGR002985,2985,89.6000,89.6000,89.6000,4099.4500,1,1,2026-08-24T00:00:00.000
2986,20260720,20260817,20260716,46260,439,456,75,85,77,5,5,1,PGR002986,2986,90.3000,90.3000,90.3000,4100.8200,1,1,2026-08-24T00:00:00.000
2987,20260801,20260823,20260629,77340,21,215,390,108,317,7,1,4,PGR002987,2987,91.0000,91.0000,91.0000,4102.1900,1,1,2026-08-24T00:00:00.000
2988,20260621,20260730,20260723,6960,382,131,423,281,392,8,1,5,PGR002988,2988,91.7000,91.7000,91.7000,4103.5600,1,1,2026-08-24T00:00:00.000
2989,20260606,20260731,20260801,70320,242,415,331,319,423,2,3,1,PGR002989,2989,92.4000,92.4000,92.4000,4104.9300,1,1,2026-08-24T00:00:00.000
2990,20260816,20260613,20260824,82560,318,162,390,221,477,1,4,1,PGR002990,2990,93.1000,93.1000,93.1000,4106.3000,1,1,2026-08-24T00:00:00.000
2991,20260530,20260817,20260529,40380,411,285,411,100,61,4,5,2,PGR002991,2991,93.8000,93.8000,93.8000,4107.6700,1,1,2026-08-24T00:00:00.000
2992,20260813,20260806,20260612,71280,161,367,-1,147,-1,6,4,2,PGR002992,2992,94.5000,94.5000,94.5000,4109.0400,1,1,2026-08-24T00:00:00.000
2993,20260711,20260715,20260529,60180,301,20,6,132,18,5,5,4,PGR002993,2993,95.2000,95.2000,95.2000,4110.4100,1,1,2026-08-24T00:00:00.000
2994,20260721,20260801,20260823,66660,381,107,75,273,261,6,5,1,PGR002994,2994,95.9000,95.9000,95.9000,4111.7800,1,1,2026-08-24T00:00:00.000
2995,20260805,20260707,20260531,14520,141,245,56,160,323,8,4,2,PGR002995,2995,96.6000,96.6000,96.6000,4113.1500,1,1,2026-08-24T00:00:00.000
2996,20260617,20260816,20260817,16740,77,304,1,258,201,7,1,5,PGR002996,2996,97.3000,97.3000,97.3000,4114.5200,1,1,2026-08-24T00:00:00.000
2997,20260724,20260618,20260727,10980,283,419,135,349,227,1,1,3,PGR002997,2997,98.0000,98.0000,98.0000,4115.8900,1,1,2026-08-24T00:00:00.000
2998,20260713,20260806,20260601,66060,105,289,41,190,393,5,2,1,PGR002998,2998,98.7000,98.7000,98.7000,4117.2600,1,1,2026-08-24T00:00:00.000
2999,20260622,20260824,20260809,28080,318,292,27,102,404,2,3,5,PGR002999,2999,99.4000,99.4000,99.4000,4118.6300,1,1,2026-08-24T00:00:00.000
3000,20260605,20260707,20260813,69960,445,491,267,260,92,5,2,3,PGR003000,3000,100.1000,100.1000,100.1000,4120.0000,1,1,2026-08-24T00:00:00.000
3001,20260527,20260815,20260618,81180,430,253,362,247,362,5,3,4,PGR003001,3001,100.8000,100.8000,100.8000,4121.3700,1,1,2026-08-24T00:00:00.000
3002,20260605,20260622,20260620,52920,379,242,43,36,424,6,1,5,PGR003002,3002,101.5000,101.5000,101.5000,4122.7400,1,1,2026-08-24T00:00:00.000
3003,20260707,20260619,20260703,81540,327,28,454,152,386,7,2,5,PGR003003,3003,102.2000,102.2000,102.2000,4124.1100,1,1,2026-08-24T00:00:00.000
3004,20260805,20260613,20260720,8100,374,110,265,128,224,5,6,3,PGR003004,3004,102.9000,102.9000,102.9000,4125.4800,1,1,2026-08-24T00:00:00.000
3005,20260815,20260809,20260612,60000,431,336,53,164,127,3,7,4,PGR003005,3005,103.6000,103.6000,103.6000,4126.8500,1,1,2026-08-24T00:00:00.000
3006,20260712,20260730,20260608,29400,386,87,151,247,65,3,3,1,PGR003006,3006,104.3000,104.3000,104.3000,4128.2200,1,1,2026-08-24T00:00:00.000
3007,20260626,20260817,20260530,78840,38,70,136,112,53,1,4,4,PGR003007,3007,105.0000,105.0000,105.0000,4129.5900,1,1,2026-08-24T00:00:00.000
3008,20260619,20260602,20260627,10740,118,73,402,318,421,8,5,1,PGR003008,3008,105.7000,105.7000,105.7000,4130.9600,1,1,2026-08-24T00:00:00.000
3009,20260617,20260821,20260617,4020,296,359,-1,321,-1,4,6,2,PGR003009,3009,106.4000,106.4000,106.4000,4132.3300,1,1,2026-08-24T00:00:00.000
3010,20260813,20260723,20260628,31920,168,195,280,88,141,5,3,3,PGR003010,3010,107.1000,107.1000,107.1000,4133.7000,1,1,2026-08-24T00:00:00.000
3011,20260604,20260707,20260623,81240,455,473,358,265,42,3,1,3,PGR003011,3011,107.8000,107.8000,107.8000,4135.0700,1,1,2026-08-24T00:00:00.000
3012,20260602,20260612,20260623,81540,86,91,293,56,389,8,5,1,PGR003012,3012,108.5000,108.5000,108.5000,4136.4400,1,1,2026-08-24T00:00:00.000
3013,20260722,20260804,20260807,9180,199,184,439,342,26,4,6,2,PGR003013,3013,109.2000,109.2000,109.2000,4137.8100,1,1,2026-08-24T00:00:00.000
3014,20260728,20260810,20260807,10560,444,168,115,173,13,4,6,5,PGR003014,3014,109.9000,109.9000,109.9000,4139.1800,1,1,2026-08-24T00:00:00.000
3015,20260708,20260720,20260605,42000,395,289,122,76,335,5,1,5,PGR003015,3015,110.6000,110.6000,110.6000,4140.5500,1,1,2026-08-24T00:00:00.000
3016,20260708,20260615,20260810,54960,351,227,220,294,322,3,3,1,PGR003016,3016,111.3000,111.3000,111.3000,4141.9200,1,1,2026-08-24T00:00:00.000
3017,20260722,20260701,20260527,84720,18,289,208,314,133,1,2,3,PGR003017,3017,112.0000,112.0000,112.0000,4143.2900,1,1,2026-08-24T00:00:00.000
3018,20260816,20260815,20260608,17220,336,96,206,158,182,8,2,2,PGR003018,3018,112.7000,112.7000,112.7000,4144.6600,1,1,2026-08-24T00:00:00.000
3019,20260804,20260628,20260820,32400,188,382,434,52,401,7,7,1,PGR003019,3019,113.4000,113.4000,113.4000,4146.0300,1,1,2026-08-24T00:00:00.000
3020,20260726,20260815,20260806,57000,338,66,101,211,460,2,6,1,PGR003020,3020,114.1000,114.1000,114.1000,4147.4000,1,1,2026-08-24T00:00:00.000
3021,20260623,20260605,20260803,52320,497,342,413,277,122,7,3,2,PGR003021,3021,114.8000,114.8000,114.8000,4148.7700,1,1,2026-08-24T00:00:00.000
3022,20260727,20260821,20260812,24960,478,148,461,315,348,3,4,4,PGR003022,3022,115.5000,115.5000,115.5000,4150.1400,1,1,2026-08-24T00:00:00.000
3023,20260618,20260604,20260708,27600,386,13,237,185,351,2,5,3,PGR003023,3023,116.2000,116.2000,116.2000,4151.5100,1,1,2026-08-24T00:00:00.000
3024,20260817,20260809,20260806,29760,320,415,484,287,31,7,3,2,PGR003024,3024,116.9000,116.9000,116.9000,4152.8800,1,1,2026-08-24T00:00:00.000
3025,20260611,20260706,20260720,22980,63,167,420,169,326,8,1,3,PGR003025,3025,117.6000,117.6000,117.6000,4154.2500,1,1,2026-08-24T00:00:00.000
3026,20260622,20260529,20260726,77640,456,158,-1,142,-1,7,1,5,PGR003026,3026,118.3000,118.3000,118.3000,4155.6200,1,1,2026-08-24T00:00:00.000
3027,20260619,20260629,20260622,42180,423,110,43,15,358,6,3,1,PGR003027,3027,119.0000,119.0000,119.0000,4156.9900,1,1,2026-08-24T00:00:00.000
3028,20260626,20260801,20260615,55680,375,227,183,237,150,4,7,3,PGR003028,3028,119.7000,119.7000,119.7000,4158.3600,1,1,2026-08-24T00:00:00.000
3029,20260619,20260627,20260806,41880,173,141,178,215,199,1,5,2,PGR003029,3029,120.4000,120.4000,120.4000,4159.7300,1,1,2026-08-24T00:00:00.000
3030,20260615,20260527,20260605,21000,414,152,295,53,100,1,6,3,PGR003030,3030,121.1000,121.1000,121.1000,4161.1000,1,1,2026-08-24T00:00:00.000
3031,20260602,20260709,20260807,69180,481,11,153,11,263,4,1,1,PGR003031,3031,121.8000,121.8000,121.8000,4162.4700,1,1,2026-08-24T00:00:00.000
3032,20260712,20260720,20260717,53340,333,461,164,71,207,8,2,5,PGR003032,3032,122.5000,122.5000,122.5000,4163.8400,1,1,2026-08-24T00:00:00.000
3033,20260616,20260724,20260606,38580,27,481,456,300,374,2,7,4,PGR003033,3033,123.2000,123.2000,123.2000,4165.2100,1,1,2026-08-24T00:00:00.000
3034,20260615,20260810,20260717,11700,83,34,307,190,458,5,4,5,PGR003034,3034,123.9000,123.9000,123.9000,4166.5800,1,1,2026-08-24T00:00:00.000
3035,20260724,20260616,20260814,10140,319,24,38,170,254,1,6,4,PGR003035,3035,124.6000,124.6000,124.6000,4167.9500,1,1,2026-08-24T00:00:00.000
3036,20260807,20260809,20260715,34080,465,234,421,252,127,2,4,2,PGR003036,3036,125.3000,125.3000,125.3000,4169.3200,1,1,2026-08-24T00:00:00.000
3037,20260709,20260715,20260529,80940,46,25,113,139,223,3,1,4,PGR003037,3037,126.0000,126.0000,126.0000,4170.6900,1,1,2026-08-24T00:00:00.000
3038,20260628,20260715,20260703,27900,26,50,476,143,61,5,7,5,PGR003038,3038,126.7000,126.7000,126.7000,4172.0600,1,1,2026-08-24T00:00:00.000
3039,20260817,20260703,20260812,69060,209,56,108,45,333,8,4,2,PGR003039,3039,127.4000,127.4000,127.4000,4173.4300,1,1,2026-08-24T00:00:00.000
3040,20260713,20260527,20260821,81660,19,222,77,196,243,8,7,5,PGR003040,3040,128.1000,128.1000,128.1000,4174.8000,1,1,2026-08-24T00:00:00.000
3041,20260718,20260707,20260616,85440,211,298,314,310,15,8,6,4,PGR003041,3041,128.8000,128.8000,128.8000,4176.1700,1,1,2026-08-24T00:00:00.000
3042,20260611,20260708,20260705,57120,222,470,318,164,399,1,7,5,PGR003042,3042,129.5000,129.5000,129.5000,4177.5400,1,1,2026-08-24T00:00:00.000
3043,20260805,20260527,20260707,51120,75,250,-1,110,-1,1,3,5,PGR003043,3043,130.2000,130.2000,130.2000,4178.9100,1,1,2026-08-24T00:00:00.000
3044,20260731,20260705,20260618,26700,38,439,54,193,40,1,5,4,PGR003044,3044,130.9000,130.9000,130.9000,4180.2800,1,1,2026-08-24T00:00:00.000
3045,20260614,20260528,20260820,85500,417,442,291,306,364,2,4,5,PGR003045,3045,131.6000,131.6000,131.6000,4181.6500,1,1,2026-08-24T00:00:00.000
3046,20260726,20260712,20260527,14760,279,407,114,292,290,7,3,2,PGR003046,3046,132.3000,132.3000,132.3000,4183.0200,1,1,2026-08-24T00:00:00.000
3047,20260612,20260628,20260824,35460,108,37,420,183,18,4,7,3,PGR003047,3047,133.0000,133.0000,133.0000,4184.3900,1,1,2026-08-24T00:00:00.000
3048,20260616,20260626,20260814,79620,446,40,55,195,249,6,7,2,PGR003048,3048,133.7000,133.7000,133.7000,4185.7600,1,1,2026-08-24T00:00:00.000
3049,20260803,20260804,20260527,360,12,71,309,56,460,4,4,2,PGR003049,3049,134.4000,134.4000,134.4000,4187.1300,1,1,2026-08-24T00:00:00.000
3050,20260617,20260621,20260715,55260,432,145,278,93,28,7,2,2,PGR003050,3050,135.1000,135.1000,135.1000,4188.5000,1,1,2026-08-24T00:00:00.000
3051,20260530,20260823,20260715,28980,141,464,218,304,382,8,5,1,PGR003051,3051,135.8000,135.8000,135.8000,4189.8700,1,1,2026-08-24T00:00:00.000
3052,20260822,20260801,20260809,74760,276,130,100,72,419,2,3,5,PGR003052,3052,136.5000,136.5000,136.5000,4191.2400,1,1,2026-08-24T00:00:00.000
3053,20260819,20260703,20260724,79920,125,316,158,336,315,3,6,4,PGR003053,3053,137.2000,137.2000,137.2000,4192.6100,1,1,2026-08-24T00:00:00.000
3054,20260701,20260612,20260607,43860,200,478,373,83,246,3,4,2,PGR003054,3054,137.9000,137.9000,137.9000,4193.9800,1,1,2026-08-24T00:00:00.000
3055,20260805,20260623,20260705,5640,309,462,157,32,473,1,1,4,PGR003055,3055,138.6000,138.6000,138.6000,4195.3500,1,1,2026-08-24T00:00:00.000
3056,20260822,20260809,20260527,780,295,412,165,65,113,5,3,4,PGR003056,3056,139.3000,139.3000,139.3000,4196.7200,1,1,2026-08-24T00:00:00.000
3057,20260814,20260708,20260818,73680,228,350,327,51,78,4,7,2,PGR003057,3057,140.0000,140.0000,140.0000,4198.0900,1,1,2026-08-24T00:00:00.000
3058,20260606,20260806,20260703,56220,459,325,92,12,398,3,6,4,PGR003058,3058,140.7000,140.7000,140.7000,4199.4600,1,1,2026-08-24T00:00:00.000
3059,20260713,20260705,20260604,65340,266,393,246,157,74,2,4,5,PGR003059,3059,141.4000,141.4000,141.4000,4200.8300,1,1,2026-08-24T00:00:00.000
3060,20260602,20260721,20260720,26100,5,334,-1,165,-1,7,7,5,PGR003060,3060,142.1000,142.1000,142.1000,4202.2000,1,1,2026-08-24T00:00:00.000
3061,20260812,20260811,20260606,60240,250,353,318,322,483,8,6,3,PGR003061,3061,142.8000,142.8000,142.8000,4203.5700,1,1,2026-08-24T00:00:00.000
3062,20260809,20260811,20260612,7380,380,478,435,21,266,1,6,4,PGR003062,3062,143.5000,143.5000,143.5000,4204.9400,1,1,2026-08-24T00:00:00.000
3063,20260708,20260816,20260724,78660,279,61,21,271,343,6,2,4,PGR003063,3063,144.2000,144.2000,144.2000,4206.3100,1,1,2026-08-24T00:00:00.000
3064,20260802,20260806,20260728,61920,245,154,499,112,171,4,4,2,PGR003064,3064,144.9000,144.9000,144.9000,4207.6800,1,1,2026-08-24T00:00:00.000
3065,20260531,20260807,20260727,64320,135,453,279,214,32,4,1,1,PGR003065,3065,145.6000,145.6000,145.6000,4209.0500,1,1,2026-08-24T00:00:00.000
3066,20260601,20260709,20260608,8760,480,287,40,303,150,1,3,1,PGR003066,3066,146.3000,146.3000,146.3000,4210.4200,1,1,2026-08-24T00:00:00.000
3067,20260623,20260718,20260627,24660,119,281,277,200,307,2,1,5,PGR003067,3067,147.0000,147.0000,147.0000,4211.7900,1,1,2026-08-24T00:00:00.000
3068,20260610,20260818,20260531,77220,337,134,492,232,464,7,2,5,PGR003068,3068,147.7000,147.7000,147.7000,4213.1600,1,1,2026-08-24T00:00:00.000
3069,20260811,20260811,20260714,68700,419,37,493,57,400,4,2,5,PGR003069,3069,148.4000,148.4000,148.4000,4214.5300,1,1,2026-08-24T00:00:00.000
3070,20260722,20260809,20260724,85440,37,488,63,348,217,7,4,5,PGR003070,3070,149.1000,149.1000,149.1000,4215.9000,1,1,2026-08-24T00:00:00.000
3071,20260822,20260727,20260624,31440,422,54,394,208,386,3,4,4,PGR003071,3071,149.8000,149.8000,149.8000,4217.2700,1,1,2026-08-24T00:00:00.000
3072,20260622,20260819,20260805,20160,40,191,130,198,48,3,3,3,PGR003072,3072,150.5000,150.5000,150.5000,4218.6400,1,1,2026-08-24T00:00:00.000
3073,20260821,20260714,20260710,17160,462,99,339,337,11,3,3,2,PGR003073,3073,151.2000,151.2000,151.2000,4220.0100,1,1,2026-08-24T00:00:00.000
3074,20260721,20260614,20260608,63420,496,364,27,21,370,8,1,3,PGR003074,3074,151.9000,151.9000,151.9000,4221.3800,1,1,2026-08-24T00:00:00.000
3075,20260622,20260616,20260602,29040,247,338,413,186,186,3,1,1,PGR003075,3075,152.6000,152.6000,152.6000,4222.7500,1,1,2026-08-24T00:00:00.000
3076,20260808,20260610,20260711,52560,37,273,38,231,437,2,5,4,PGR003076,3076,153.3000,153.3000,153.3000,4224.1200,1,1,2026-08-24T00:00:00.000
3077,20260530,20260712,20260707,54240,214,292,-1,334,-1,6,7,1,PGR003077,3077,154.0000,154.0000,154.0000,4225.4900,1,1,2026-08-24T00:00:00.000
3078,20260715,20260716,20260606,4620,109,74,132,321,41,5,6,2,PGR003078,3078,154.7000,154.7000,154.7000,4226.8600,1,1,2026-08-24T00:00:00.000
3079,20260820,20260531,20260809,60480,59,212,43,150,414,3,5,5,PGR003079,3079,155.4000,155.4000,155.4000,4228.2300,1,1,2026-08-24T00:00:00.000
3080,20260531,20260622,20260706,73560,215,158,318,176,54,3,6,1,PGR003080,3080,156.1000,156.1000,156.1000,4229.6000,1,1,2026-08-24T00:00:00.000
3081,20260627,20260527,20260821,9360,103,181,451,175,307,3,4,1,PGR003081,3081,156.8000,156.8000,156.8000,4230.9700,1,1,2026-08-24T00:00:00.000
3082,20260727,20260801,20260601,67560,304,401,111,13,132,8,5,1,PGR003082,3082,157.5000,157.5000,157.5000,4232.3400,1,1,2026-08-24T00:00:00.000
3083,20260718,20260619,20260527,21480,120,350,238,349,301,1,4,3,PGR003083,3083,158.2000,158.2000,158.2000,4233.7100,1,1,2026-08-24T00:00:00.000
3084,20260621,20260824,20260813,3480,6,314,242,145,185,2,1,2,PGR003084,3084,158.9000,158.9000,158.9000,4235.0800,1,1,2026-08-24T00:00:00.000
3085,20260612,20260729,20260729,76380,316,31,83,26,206,2,6,2,PGR003085,3085,159.6000,159.6000,159.6000,4236.4500,1,1,2026-08-24T00:00:00.000
3086,20260531,20260625,20260528,86220,187,41,109,335,262,3,5,4,PGR003086,3086,160.3000,160.3000,160.3000,4237.8200,1,1,2026-08-24T00:00:00.000
3087,20260701,20260601,20260824,26100,351,19,51,63,303,8,1,1,PGR003087,3087,161.0000,161.0000,161.0000,4239.1900,1,1,2026-08-24T00:00:00.000
3088,20260705,20260613,20260803,70620,202,36,373,223,373,2,7,1,PGR003088,3088,161.7000,161.7000,161.7000,4240.5600,1,1,2026-08-24T00:00:00.000
3089,20260626,20260722,20260720,1260,92,189,172,59,145,3,2,1,PGR003089,3089,162.4000,162.4000,162.4000,4241.9300,1,1,2026-08-24T00:00:00.000
3090,20260707,20260719,20260703,62460,238,477,2,247,330,1,2,4,PGR003090,3090,163.1000,163.1000,163.1000,4243.3000,1,1,2026-08-24T00:00:00.000
3091,20260702,20260721,20260815,63360,346,154,221,32,155,3,2,5,PGR003091,3091,163.8000,163.8000,163.8000,4244.6700,1,1,2026-08-24T00:00:00.000
3092,20260625,20260703,20260803,73500,35,409,106,95,453,8,2,1,PGR003092,3092,164.5000,164.5000,164.5000,4246.0400,1,1,2026-08-24T00:00:00.000
3093,20260629,20260726,20260805,49620,316,352,385,240,342,4,7,4,PGR003093,3093,165.2000,165.2000,165.2000,4247.4100,1,1,2026-08-24T00:00:00.000
3094,20260808,20260629,20260723,9600,329,164,-1,108,-1,3,2,2,PGR003094,3094,165.9000,165.9000,165.9000,4248.7800,1,1,2026-08-24T00:00:00.000
3095,20260814,20260630,20260705,64320,459,223,40,87,414,6,5,4,PGR003095,3095,166.6000,166.6000,166.6000,4250.1500,1,1,2026-08-24T00:00:00.000
3096,20260813,20260615,20260531,58860,198,156,43,145,285,2,3,2,PGR003096,3096,167.3000,167.3000,167.3000,4251.5200,1,1,2026-08-24T00:00:00.000
3097,20260823,20260728,20260603,27900,322,29,281,261,327,4,3,1,PGR003097,3097,168.0000,168.0000,168.0000,4252.8900,1,1,2026-08-24T00:00:00.000
3098,20260705,20260719,20260615,82740,381,171,347,297,128,6,2,2,PGR003098,3098,168.7000,168.7000,168.7000,4254.2600,1,1,2026-08-24T00:00:00.000
3099,20260801,20260727,20260813,25440,19,3,471,38,376,3,2,4,PGR003099,3099,169.4000,169.4000,169.4000,4255.6300,1,1,2026-08-24T00:00:00.000
3100,20260716,20260716,20260814,4620,364,326,130,347,132,8,3,5,PGR003100,3100,170.1000,170.1000,170.1000,4257.0000,1,1,2026-08-24T00:00:00.000
3101,20260723,20260724,20260610,37620,137,142,269,140,438,2,5,5,PGR003101,3101,170.8000,170.8000,170.8000,4258.3700,1,1,2026-08-24T00:00:00.000
3102,20260624,20260810,20260802,33360,175,293,235,129,30,6,2,1,PGR003102,3102,171.5000,171.5000,171.5000,4259.7400,1,1,2026-08-24T00:00:00.000
3103,20260717,20260725,20260706,52080,338,131,378,24,435,4,1,5,PGR003103,3103,172.2000,172.2000,172.2000,4261.1100,1,1,2026-08-24T00:00:00.000
3104,20260805,20260722,20260607,13020,149,66,135,54,476,1,2,5,PGR003104,3104,172.9000,172.9000,172.9000,4262.4800,1,1,2026-08-24T00:00:00.000
3105,20260820,20260721,20260630,78420,231,130,256,336,287,2,5,4,PGR003105,3105,173.6000,173.6000,173.6000,4263.8500,1,1,2026-08-24T00:00:00.000
3106,20260817,20260822,20260611,60480,376,353,442,157,463,6,3,1,PGR003106,3106,174.3000,174.3000,174.3000,4265.2200,1,1,2026-08-24T00:00:00.000
3107,20260612,20260614,20260818,22440,78,141,273,297,35,5,4,3,PGR003107,3107,175.0000,175.0000,175.0000,4266.5900,1,1,2026-08-24T00:00:00.000
3108,20260714,20260719,20260725,57900,213,341,471,188,37,6,4,1,PGR003108,3108,175.7000,175.7000,175.7000,4267.9600,1,1,2026-08-24T00:00:00.000
3109,20260721,20260618,20260703,7560,216,171,383,199,223,7,2,5,PGR003109,3109,176.4000,176.4000,176.4000,4269.3300,1,1,2026-08-24T00:00:00.000
3110,20260704,20260620,20260701,84840,169,199,219,90,435,3,3,5,PGR003110,3110,177.1000,177.1000,177.1000,4270.7000,1,1,2026-08-24T00:00:00.000
3111,20260802,20260611,20260806,81060,497,191,-1,148,-1,4,3,3,PGR003111,3111,177.8000,177.8000,177.8000,4272.0700,1,1,2026-08-24T00:00:00.000
3112,20260708,20260531,20260806,60180,24,67,413,348,466,2,4,5,PGR003112,3112,178.5000,178.5000,178.5000,4273.4400,1,1,2026-08-24T00:00:00.000
3113,20260815,20260803,20260801,59220,168,466,26,42,399,3,3,4,PGR003113,3113,179.2000,179.2000,179.2000,4274.8100,1,1,2026-08-24T00:00:00.000
3114,20260807,20260528,20260703,5700,341,101,6,273,143,7,4,3,PGR003114,3114,179.9000,179.9000,179.9000,4276.1800,1,1,2026-08-24T00:00:00.000
