PurchaseOrderSpendKey,OrderDateKey,RequestedDeliveryDateKey,PromisedDeliveryDateKey,PurchaseOrderHeaderKey,PurchaseOrderLineKey,SupplierKey,ProductKey,PlantKey,CostCenterKey,PurchaseOrderLifecycleStatusKey,UnitOfMeasureKey,CurrencyKey,PurchaseOrderDistributionNumber,OrderedQuantity,UnitPriceAmount,ExtendedAmount,SourceSystemKey,BatchId,LoadedAtUtc
2389,20260606,20260609,20260606,491,15,380,334,139,470,8,4,3,POS002389,672.4000,3282.9300,3282.9300,1,1,2026-08-24T00:00:00.000
2390,20260608,20260722,20260607,287,203,472,36,179,270,4,3,1,POS002390,673.1000,3284.3000,3284.3000,1,1,2026-08-24T00:00:00.000
2391,20260527,20260530,20260618,133,238,415,164,147,127,6,4,1,POS002391,673.8000,3285.6700,3285.6700,1,1,2026-08-24T00:00:00.000
2392,20260615,20260810,20260710,371,45,292,155,175,192,1,7,5,POS002392,674.5000,3287.0400,3287.0400,1,1,2026-08-24T00:00:00.000
2393,20260617,20260626,20260706,213,448,109,404,236,287,6,1,4,POS002393,675.2000,3288.4100,3288.4100,1,1,2026-08-24T00:00:00.000
2394,20260804,20260729,20260815,292,142,2,499,84,8,11,7,4,POS002394,675.9000,3289.7800,3289.7800,1,1,2026-08-24T00:00:00.000
2395,20260531,20260729,20260809,364,314,401,180,168,401,7,4,4,POS002395,676.6000,3291.1500,3291.1500,1,1,2026-08-24T00:00:00.000
2396,20260802,20260730,20260823,274,351,146,32,102,59,1,7,3,POS002396,677.3000,3292.5200,3292.5200,1,1,2026-08-24T00:00:00.000
2397,20260711,20260728,20260809,418,445,105,-1,98,-1,11,5,5,POS002397,678.0000,3293.8900,3293.8900,1,1,2026-08-24T00:00:00.000
2398,20260817,20260822,20260725,458,62,352,177,95,284,1,2,5,POS002398,678.7000,3295.2600,3295.2600,1,1,2026-08-24T00:00:00.000
2399,20260706,20260717,20260802,329,186,14,66,83,125,5,2,2,POS002399,679.4000,3296.6300,3296.6300,1,1,2026-08-24T00:00:00.000
2400,20260705,20260704,20260802,265,459,377,469,28,28,10,2,5,POS002400,680.1000,3298.0000,3298.0000,1,1,2026-08-24T00:00:00.000
2401,20260819,20260629,20260724,25,149,414,456,339,60,1,3,2,POS002401,680.8000,3299.3700,3299.3700,1,1,2026-08-24T00:00:00.000
2402,20260621,20260725,20260601,341,119,39,431,131,393,1,5,5,POS002402,681.5000,3300.7400,3300.7400,1,1,2026-08-24T00:00:00.000
2403,20260615,20260627,20260703,414,103,233,378,183,181,7,6,2,POS002403,682.2000,3302.1100,3302.1100,1,1,2026-08-24T00:00:00.000
2404,20260719,20260725,20260629,11,416,421,139,226,372,7,3,4,POS002404,682.9000,3303.4800,3303.4800,1,1,2026-08-24T00:00:00.000
2405,20260617,20260811,20260603,500,118,92,5,140,471,1,5,1,POS002405,683.6000,3304.8500,3304.8500,1,1,2026-08-24T00:00:00.000
2406,20260727,20260605,20260816,344,105,389,341,121,211,4,2,1,POS002406,684.3000,3306.2200,3306.2200,1,1,2026-08-24T00:00:00.000
2407,20260817,20260605,20260527,329,242,123,411,160,200,2,2,5,POS002407,685.0000,3307.5900,3307.5900,1,1,2026-08-24T00:00:00.000
2408,20260713,20260711,20260816,350,348,366,386,152,54,3,6,3,POS002408,685.7000,3308.9600,3308.9600,1,1,2026-08-24T00:00:00.000
2409,20260717,20260824,20260820,291,385,498,393,45,392,9,6,1,POS002409,686.4000,3310.3300,3310.3300,1,1,2026-08-24T00:00:00.000
2410,20260621,20260727,20260610,321,10,289,366,72,94,12,4,1,POS002410,687.1000,3311.7000,3311.7000,1,1,2026-08-24T00:00:00.000
2411,20260806,20260622,20260728,216,188,74,466,10,331,2,2,3,POS002411,687.8000,3313.0700,3313.0700,1,1,2026-08-24T00:00:00.000
2412,20260703,20260729,20260613,269,84,56,132,167,8,5,6,4,POS002412,688.5000,3314.4400,3314.4400,1,1,2026-08-24T00:00:00.000
2413,20260719,20260617,20260629,255,329,380,179,125,32,11,5,2,POS002413,689.2000,3315.8100,3315.8100,1,1,2026-08-24T00:00:00.000
2414,20260729,20260814,20260627,109,53,155,-1,94,-1,3,1,2,POS002414,689.9000,3317.1800,3317.1800,1,1,2026-08-24T00:00:00.000
2415,20260714,20260726,20260528,429,459,409,206,39,44,3,4,5,POS002415,690.6000,3318.5500,3318.5500,1,1,2026-08-24T00:00:00.000
2416,20260701,20260612,20260820,423,422,176,279,36,14,7,4,3,POS002416,691.3000,3319.9200,3319.9200,1,1,2026-08-24T00:00:00.000
2417,20260606,20260621,20260720,409,473,465,249,291,342,11,5,1,POS002417,692.0000,3321.2900,3321.2900,1,1,2026-08-24T00:00:00.000
2418,20260801,20260814,20260815,326,273,415,429,252,399,6,6,5,POS002418,692.7000,3322.6600,3322.6600,1,1,2026-08-24T00:00:00.000
2419,20260626,20260618,20260622,424,178,103,15,91,322,9,3,1,POS002419,693.4000,3324.0300,3324.0300,1,1,2026-08-24T00:00:00.000
2420,20260724,20260815,20260710,409,230,414,452,136,364,10,5,2,POS002420,694.1000,3325.4000,3325.4000,1,1,2026-08-24T00:00:00.000
2421,20260804,20260803,20260728,126,274,404,226,49,237,2,5,4,POS002421,694.8000,3326.7700,3326.7700,1,1,2026-08-24T00:00:00.000
2422,20260613,20260717,20260528,85,56,279,481,345,462,4,4,2,POS002422,695.5000,3328.1400,3328.1400,1,1,2026-08-24T00:00:00.000
2423,20260630,20260528,20260626,154,138,422,255,104,261,7,3,5,POS002423,696.2000,3329.5100,3329.5100,1,1,2026-08-24T00:00:00.000
2424,20260615,20260623,20260808,414,297,402,285,84,460,11,7,3,POS002424,696.9000,3330.8800,3330.8800,1,1,2026-08-24T00:00:00.000
2425,20260708,20260703,20260711,297,303,364,415,74,123,5,5,3,POS002425,697.6000,3332.2500,3332.2500,1,1,2026-08-24T00:00:00.000
2426,20260701,20260609,20260701,274,387,454,259,152,419,3,5,2,POS002426,698.3000,3333.6200,3333.6200,1,1,2026-08-24T00:00:00.000
2427,20260719,20260818,20260806,215,378,206,395,255,414,7,2,2,POS002427,699.0000,3334.9900,3334.9900,1,1,2026-08-24T00:00:00.000
2428,20260726,20260614,20260615,135,285,274,15,195,91,7,2,3,POS002428,699.7000,3336.3600,3336.3600,1,1,2026-08-24T00:00:00.000
2429,20260619,20260815,20260730,117,78,316,366,290,258,11,5,4,POS002429,700.4000,3337.7300,3337.7300,1,1,2026-08-24T00:00:00.000
2430,20260706,20260614,20260805,435,477,256,283,16,256,5,1,3,POS002430,701.1000,3339.1000,3339.1000,1,1,2026-08-24T00:00:00.000
2431,20260810,20260609,20260614,312,6,281,-1,264,-1,1,4,5,POS002431,701.8000,3340.4700,3340.4700,1,1,2026-08-24T00:00:00.000
2432,20260820,20260705,20260706,429,68,337,282,106,329,3,4,5,POS002432,702.5000,3341.8400,3341.8400,1,1,2026-08-24T00:00:00.000
2433,20260821,20260612,20260824,187,377,172,452,42,107,12,4,5,POS002433,703.2000,3343.2100,3343.2100,1,1,2026-08-24T00:00:00.000
2434,20260620,20260624,20260712,196,89,17,443,140,169,7,1,4,POS002434,703.9000,3344.5800,3344.5800,1,1,2026-08-24T00:00:00.000
2435,20260619,20260627,20260710,451,110,395,142,314,498,11,2,5,POS002435,704.6000,3345.9500,3345.9500,1,1,2026-08-24T00:00:00.000
2436,20260722,20260822,20260527,340,463,431,315,210,465,10,2,4,POS002436,705.3000,3347.3200,3347.3200,1,1,2026-08-24T00:00:00.000
2437,20260623,20260716,20260622,274,294,55,282,83,422,8,2,1,POS002437,706.0000,3348.6900,3348.6900,1,1,2026-08-24T00:00:00.000
2438,20260724,20260815,20260809,410,309,381,212,163,370,4,4,5,POS002438,706.7000,3350.0600,3350.0600,1,1,2026-08-24T00:00:00.000
2439,20260803,20260529,20260810,189,276,395,479,248,56,10,4,4,POS002439,707.4000,3351.4300,3351.4300,1,1,2026-08-24T00:00:00.000
2440,20260621,20260822,20260817,295,81,346,51,46,239,6,4,3,POS002440,708.1000,3352.8000,3352.8000,1,1,2026-08-24T00:00:00.000
2441,20260718,20260823,20260818,194,148,299,312,23,379,9,3,3,POS002441,708.8000,3354.1700,3354.1700,1,1,2026-08-24T00:00:00.000
2442,20260723,20260723,20260730,474,344,89,334,175,365,12,5,4,POS002442,709.5000,3355.5400,3355.5400,1,1,2026-08-24T00:00:00.000
2443,20260530,20260820,20260619,12,276,403,498,15,450,12,7,5,POS002443,710.2000,3356.9100,3356.9100,1,1,2026-08-24T00:00:00.000
2444,20260617,20260805,20260529,342,159,443,222,89,436,4,5,2,POS002444,710.9000,3358.2800,3358.2800,1,1,2026-08-24T00:00:00.000
2445,20260618,20260810,20260724,44,476,225,175,304,354,8,7,3,POS002445,711.6000,3359.6500,3359.6500,1,1,2026-08-24T00:00:00.000
2446,20260806,20260612,20260813,48,269,380,184,300,277,10,4,4,POS002446,712.3000,3361.0200,3361.0200,1,1,2026-08-24T00:00:00.000
2447,20260708,20260721,20260630,418,479,382,260,64,10,2,1,5,POS002447,713.0000,3362.3900,3362.3900,1,1,2026-08-24T00:00:00.000
2448,20260619,20260717,20260704,391,428,442,-1,263,-1,10,2,4,POS002448,713.7000,3363.7600,3363.7600,1,1,2026-08-24T00:00:00.000
2449,20260705,20260710,20260612,324,158,85,116,1,459,10,2,2,POS002449,714.4000,3365.1300,3365.1300,1,1,2026-08-24T00:00:00.000
2450,20260610,20260819,20260714,144,320,34,107,66,139,3,4,2,POS002450,715.1000,3366.5000,3366.5000,1,1,2026-08-24T00:00:00.000
2451,20260604,20260806,20260723,442,150,346,380,289,382,7,4,3,POS002451,715.8000,3367.8700,3367.8700,1,1,2026-08-24T00:00:00.000
2452,20260614,20260602,20260713,363,319,205,342,338,166,12,1,5,POS002452,716.5000,3369.2400,3369.2400,1,1,2026-08-24T00:00:00.000
2453,20260623,20260621,20260812,166,97,270,109,99,322,11,6,4,POS002453,717.2000,3370.6100,3370.6100,1,1,2026-08-24T00:00:00.000
2454,20260606,20260819,20260716,474,33,474,163,205,225,4,2,4,POS002454,717.9000,3371.9800,3371.9800,1,1,2026-08-24T00:00:00.000
2455,20260810,20260703,20260611,361,59,485,108,241,232,11,5,5,POS002455,718.6000,3373.3500,3373.3500,1,1,2026-08-24T00:00:00.000
2456,20260804,20260608,20260623,291,380,377,460,157,208,7,1,2,POS002456,719.3000,3374.7200,3374.7200,1,1,2026-08-24T00:00:00.000
2457,20260709,20260611,20260607,69,333,408,390,194,398,11,7,1,POS002457,720.0000,3376.0900,3376.0900,1,1,2026-08-24T00:00:00.000
2458,20260617,20260616,20260610,479,23,300,20,212,383,10,3,4,POS002458,720.7000,3377.4600,3377.4600,1,1,2026-08-24T00:00:00.000
2459,20260611,20260817,20260602,498,139,71,495,54,145,11,6,5,POS002459,721.4000,3378.8300,3378.8300,1,1,2026-08-24T00:00:00.000
2460,20260623,20260629,20260818,252,311,446,228,292,136,11,5,1,POS002460,722.1000,3380.2000,3380.2000,1,1,2026-08-24T00:00:00.000
2461,20260711,20260820,20260529,428,411,12,240,346,112,3,4,1,POS002461,722.8000,3381.5700,3381.5700,1,1,2026-08-24T00:00:00.000
2462,20260810,20260804,20260701,170,191,295,164,246,260,6,3,4,POS002462,723.5000,3382.9400,3382.9400,1,1,2026-08-24T00:00:00.000
2463,20260805,20260623,20260707,127,446,57,323,259,334,1,3,5,POS002463,724.2000,3384.3100,3384.3100,1,1,2026-08-24T00:00:00.000
2464,20260821,20260724,20260602,52,119,125,3,299,98,1,6,5,POS002464,724.9000,3385.6800,3385.6800,1,1,2026-08-24T00:00:00.000
2465,20260702,20260720,20260812,42,197,344,-1,334,-1,8,4,4,POS002465,725.6000,3387.0500,3387.0500,1,1,2026-08-24T00:00:00.000
2466,20260820,20260710,20260624,236,88,346,9,293,144,12,3,3,POS002466,726.3000,3388.4200,3388.4200,1,1,2026-08-24T00:00:00.000
2467,20260723,20260707,20260716,275,155,426,83,211,129,6,2,3,POS002467,727.0000,3389.7900,3389.7900,1,1,2026-08-24T00:00:00.000
2468,20260617,20260717,20260528,440,116,358,121,41,303,12,7,3,POS002468,727.7000,3391.1600,3391.1600,1,1,2026-08-24T00:00:00.000
2469,20260721,20260819,20260718,84,464,185,215,192,486,2,2,4,POS002469,728.4000,3392.5300,3392.5300,1,1,2026-08-24T00:00:00.000
2470,20260702,20260621,20260628,280,411,29,160,159,13,10,7,1,POS002470,729.1000,3393.9000,3393.9000,1,1,2026-08-24T00:00:00.000
2471,20260630,20260620,20260530,431,305,427,496,214,445,3,5,4,POS002471,729.8000,3395.2700,3395.2700,1,1,2026-08-24T00:00:00.000
2472,20260806,20260725,20260823,14,270,265,419,87,395,10,7,5,POS002472,730.5000,3396.6400,3396.6400,1,1,2026-08-24T00:00:00.000
2473,20260615,20260716,20260822,342,303,215,321,261,361,3,4,2,POS002473,731.2000,3398.0100,3398.0100,1,1,2026-08-24T00:00:00.000
2474,20260808,20260722,20260605,350,384,52,478,43,413,10,5,1,POS002474,731.9000,3399.3800,3399.3800,1,1,2026-08-24T00:00:00.000
2475,20260613,20260611,20260625,56,101,58,9,23,104,5,5,3,POS002475,732.6000,3400.7500,3400.7500,1,1,2026-08-24T00:00:00.000
2476,20260701,20260712,20260719,89,432,250,290,279,224,9,6,5,POS002476,733.3000,3402.1200,3402.1200,1,1,2026-08-24T00:00:00.000
2477,20260625,20260621,20260814,376,452,384,118,127,253,11,1,4,POS002477,734.0000,3403.4900,3403.4900,1,1,2026-08-24T00:00:00.000
2478,20260603,20260531,20260726,358,124,272,138,264,280,5,3,3,POS002478,734.7000,3404.8600,3404.8600,1,1,2026-08-24T00:00:00.000
2479,20260613,20260812,20260807,141,391,241,257,164,472,10,7,1,POS002479,735.4000,3406.2300,3406.2300,1,1,2026-08-24T00:00:00.000
2480,20260711,20260606,20260710,69,292,114,232,254,53,5,3,4,POS002480,736.1000,3407.6000,3407.6000,1,1,2026-08-24T00:00:00.000
2481,20260819,20260818,20260603,35,215,270,500,56,253,1,2,2,POS002481,736.8000,3408.9700,3408.9700,1,1,2026-08-24T00:00:00.000
2482,20260731,20260603,20260803,67,290,377,-1,318,-1,3,5,5,POS002482,737.5000,3410.3400,3410.3400,1,1,2026-08-24T00:00:00.000
2483,20260530,20260817,20260617,374,139,279,343,345,490,12,7,4,POS002483,738.2000,3411.7100,3411.7100,1,1,2026-08-24T00:00:00.000
2484,20260718,20260603,20260731,223,150,289,439,339,90,9,5,1,POS002484,738.9000,3413.0800,3413.0800,1,1,2026-08-24T00:00:00.000
2485,20260808,20260628,20260605,341,149,216,455,214,232,3,1,4,POS002485,739.6000,3414.4500,3414.4500,1,1,2026-08-24T00:00:00.000
2486,20260722,20260613,20260618,88,222,418,474,237,361,12,2,3,POS002486,740.3000,3415.8200,3415.8200,1,1,2026-08-24T00:00:00.000
2487,20260610,20260724,20260630,15,445,1,355,232,43,11,1,2,POS002487,741.0000,3417.1900,3417.1900,1,1,2026-08-24T00:00:00.000
2488,20260808,20260628,20260710,206,80,50,49,259,410,2,4,2,POS002488,741.7000,3418.5600,3418.5600,1,1,2026-08-24T00:00:00.000
2489,20260819,20260702,20260608,405,286,398,11,165,375,3,5,4,POS002489,742.4000,3419.9300,3419.9300,1,1,2026-08-24T00:00:00.000
2490,20260604,20260713,20260718,66,85,77,444,316,475,1,7,4,POS002490,743.1000,3421.3000,3421.3000,1,1,2026-08-24T00:00:00.000
2491,20260813,20260811,20260608,408,444,439,156,230,295,12,5,3,POS002491,743.8000,3422.6700,3422.6700,1,1,2026-08-24T00:00:00.000
2492,20260602,20260607,20260708,342,221,127,72,215,263,1,7,4,POS002492,744.5000,3424.0400,3424.0400,1,1,2026-08-24T00:00:00.000
2493,20260817,20260623,20260629,441,169,190,163,268,199,10,7,4,POS002493,745.2000,3425.4100,3425.4100,1,1,2026-08-24T00:00:00.000
2494,20260620,20260618,20260714,488,467,286,474,38,156,9,5,3,POS002494,745.9000,3426.7800,3426.7800,1,1,2026-08-24T00:00:00.000
2495,20260604,20260630,20260610,351,157,446,10,324,103,10,4,2,POS002495,746.6000,3428.1500,3428.1500,1,1,2026-08-24T00:00:00.000
2496,20260630,20260614,20260819,171,6,204,262,217,124,1,7,2,POS002496,747.3000,3429.5200,3429.5200,1,1,2026-08-24T00:00:00.000
2497,20260713,20260615,20260603,44,347,254,203,216,457,6,3,4,POS002497,748.0000,3430.8900,3430.8900,1,1,2026-08-24T00:00:00.000
2498,20260815,20260605,20260701,69,221,351,294,323,343,10,5,4,POS002498,748.7000,3432.2600,3432.2600,1,1,2026-08-24T00:00:00.000
2499,20260803,20260603,20260819,131,143,411,-1,293,-1,4,4,5,POS002499,749.4000,3433.6300,3433.6300,1,1,2026-08-24T00:00:00.000
2500,20260717,20260816,20260611,409,319,235,207,264,385,1,7,5,POS002500,750.1000,3435.0000,3435.0000,1,1,2026-08-24T00:00:00.000
2501,20260811,20260804,20260808,413,123,222,278,293,31,11,4,1,POS002501,750.8000,3436.3700,3436.3700,1,1,2026-08-24T00:00:00.000
2502,20260616,20260807,20260713,259,423,163,329,10,369,4,1,5,POS002502,751.5000,3437.7400,3437.7400,1,1,2026-08-24T00:00:00.000
2503,20260615,20260809,20260802,72,68,307,287,46,44,10,7,4,POS002503,752.2000,3439.1100,3439.1100,1,1,2026-08-24T00:00:00.000
2504,20260611,20260615,20260821,483,230,35,493,282,275,9,4,5,POS002504,752.9000,3440.4800,3440.4800,1,1,2026-08-24T00:00:00.000
2505,20260607,20260704,20260612,342,316,373,197,75,178,9,5,1,POS002505,753.6000,3441.8500,3441.8500,1,1,2026-08-24T00:00:00.000
2506,20260814,20260623,20260610,351,471,185,244,292,303,3,2,1,POS002506,754.3000,3443.2200,3443.2200,1,1,2026-08-24T00:00:00.000
2507,20260528,20260611,20260711,35,127,415,307,121,423,12,6,2,POS002507,755.0000,3444.5900,3444.5900,1,1,2026-08-24T00:00:00.000
2508,20260601,20260817,20260720,114,321,451,59,283,435,9,3,4,POS002508,755.7000,3445.9600,3445.9600,1,1,2026-08-24T00:00:00.000
2509,20260722,20260814,20260725,424,491,125,309,238,487,4,6,1,POS002509,756.4000,3447.3300,3447.3300,1,1,2026-08-24T00:00:00.000
2510,20260609,20260726,20260609,184,56,156,359,217,297,4,2,5,POS002510,757.1000,3448.7000,3448.7000,1,1,2026-08-24T00:00:00.000
2511,20260823,20260802,20260808,278,446,15,220,26,282,4,4,4,POS002511,757.8000,3450.0700,3450.0700,1,1,2026-08-24T00:00:00.000
2512,20260820,20260711,20260706,163,218,68,427,285,419,3,4,4,POS002512,758.5000,3451.4400,3451.4400,1,1,2026-08-24T00:00:00.000
2513,20260623,20260617,20260801,362,283,246,159,203,280,5,6,5,POS002513,759.2000,3452.8100,3452.8100,1,1,2026-08-24T00:00:00.000
2514,20260719,20260810,20260705,456,392,279,283,60,254,6,7,2,POS002514,759.9000,3454.1800,3454.1800,1,1,2026-08-24T00:00:00.000
2515,20260613,20260616,20260725,439,356,248,85,170,210,2,4,5,POS002515,760.6000,3455.5500,3455.5500,1,1,2026-08-24T00:00:00.000
2516,20260718,20260717,20260821,457,96,453,-1,243,-1,12,2,1,POS002516,761.3000,3456.9200,3456.9200,1,1,2026-08-24T00:00:00.000
2517,20260824,20260616,20260708,132,167,83,204,194,380,6,2,3,POS002517,762.0000,3458.2900,3458.2900,1,1,2026-08-24T00:00:00.000
2518,20260609,20260621,20260629,1,99,206,336,342,445,3,2,5,POS002518,762.7000,3459.6600,3459.6600,1,1,2026-08-24T00:00:00.000
2519,20260730,20260724,20260822,420,106,332,332,208,292,1,2,5,POS002519,763.4000,3461.0300,3461.0300,1,1,2026-08-24T00:00:00.000
2520,20260701,20260703,20260702,303,312,376,352,18,490,4,7,2,POS002520,764.1000,3462.4000,3462.4000,1,1,2026-08-24T00:00:00.000
2521,20260815,20260805,20260607,268,101,54,334,33,381,3,3,2,POS002521,764.8000,3463.7700,3463.7700,1,1,2026-08-24T00:00:00.000
2522,20260810,20260720,20260621,411,353,418,93,319,44,6,7,3,POS002522,765.5000,3465.1400,3465.1400,1,1,2026-08-24T00:00:00.000
2523,20260729,20260811,20260602,268,48,135,252,56,18,5,1,4,POS002523,766.2000,3466.5100,3466.5100,1,1,2026-08-24T00:00:00.000
2524,20260530,20260707,20260715,1,457,236,290,103,210,10,4,2,POS002524,766.9000,3467.8800,3467.8800,1,1,2026-08-24T00:00:00.000
2525,20260602,20260702,20260817,145,303,222,290,1,487,6,2,5,POS002525,767.6000,3469.2500,3469.2500,1,1,2026-08-24T00:00:00.000
2526,20260709,20260726,20260630,471,383,259,173,31,251,8,4,2,POS002526,768.3000,3470.6200,3470.6200,1,1,2026-08-24T00:00:00.000
2527,20260602,20260714,20260615,351,54,446,101,189,56,3,2,1,POS002527,769.0000,3471.9900,3471.9900,1,1,2026-08-24T00:00:00.000
2528,20260710,20260810,20260629,8,303,157,468,7,108,1,5,3,POS002528,769.7000,3473.3600,3473.3600,1,1,2026-08-24T00:00:00.000
2529,20260624,20260528,20260723,294,155,377,429,196,327,5,5,4,POS002529,770.4000,3474.7300,3474.7300,1,1,2026-08-24T00:00:00.000
2530,20260530,20260617,20260728,437,33,369,500,105,189,11,4,1,POS002530,771.1000,3476.1000,3476.1000,1,1,2026-08-24T00:00:00.000
2531,20260731,20260709,20260607,24,170,130,55,283,325,11,5,2,POS002531,771.8000,3477.4700,3477.4700,1,1,2026-08-24T00:00:00.000
2532,20260717,20260811,20260710,5,495,321,433,211,247,4,2,5,POS002532,772.5000,3478.8400,3478.8400,1,1,2026-08-24T00:00:00.000
2533,20260818,20260813,20260820,488,314,492,-1,33,-1,3,6,1,POS002533,773.2000,3480.2100,3480.2100,1,1,2026-08-24T00:00:00.000
2534,20260703,20260725,20260824,40,317,27,310,135,314,8,5,1,POS002534,773.9000,3481.5800,3481.5800,1,1,2026-08-24T00:00:00.000
2535,20260701,20260721,20260628,104,118,248,25,180,185,1,6,4,POS002535,774.6000,3482.9500,3482.9500,1,1,2026-08-24T00:00:00.000
2536,20260531,20260822,20260726,338,240,424,115,172,359,9,3,3,POS002536,775.3000,3484.3200,3484.3200,1,1,2026-08-24T00:00:00.000
2537,20260806,20260625,20260628,79,115,60,52,278,309,5,1,2,POS002537,776.0000,3485.6900,3485.6900,1,1,2026-08-24T00:00:00.000
2538,20260716,20260707,20260705,259,272,105,414,53,381,2,3,3,POS002538,776.7000,3487.0600,3487.0600,1,1,2026-08-24T00:00:00.000
2539,20260806,20260601,20260610,56,489,207,36,28,488,2,4,2,POS002539,777.4000,3488.4300,3488.4300,1,1,2026-08-24T00:00:00.000
2540,20260626,20260824,20260608,158,384,21,264,40,334,9,5,2,POS002540,778.1000,3489.8000,3489.8000,1,1,2026-08-24T00:00:00.000
2541,20260805,20260527,20260731,168,213,250,247,277,474,5,7,4,POS002541,778.8000,3491.1700,3491.1700,1,1,2026-08-24T00:00:00.000
2542,20260705,20260711,20260717,362,372,447,69,100,66,3,4,5,POS002542,779.5000,3492.5400,3492.5400,1,1,2026-08-24T00:00:00.000
2543,20260817,20260607,20260809,458,445,22,305,203,366,9,2,2,POS002543,780.2000,3493.9100,3493.9100,1,1,2026-08-24T00:00:00.000
2544,20260725,20260803,20260708,21,494,167,243,82,155,12,3,4,POS002544,780.9000,3495.2800,3495.2800,1,1,2026-08-24T00:00:00.000
2545,20260626,20260605,20260602,189,80,350,280,119,183,9,7,5,POS002545,781.6000,3496.6500,3496.6500,1,1,2026-08-24T00:00:00.000
2546,20260628,20260724,20260607,139,137,236,175,184,222,1,3,4,POS002546,782.3000,3498.0200,3498.0200,1,1,2026-08-24T00:00:00.000
2547,20260720,20260731,20260617,38,113,129,97,150,389,4,3,1,POS002547,783.0000,3499.3900,3499.3900,1,1,2026-08-24T00:00:00.000
2548,20260607,20260729,20260812,103,233,482,338,87,291,7,1,5,POS002548,783.7000,3500.7600,3500.7600,1,1,2026-08-24T00:00:00.000
2549,20260529,20260821,20260609,77,147,274,490,280,455,7,6,1,POS002549,784.4000,3502.1300,3502.1300,1,1,2026-08-24T00:00:00.000
2550,20260728,20260528,20260621,63,341,59,-1,36,-1,6,2,5,POS002550,785.1000,3503.5000,3503.5000,1,1,2026-08-24T00:00:00.000
2551,20260625,20260527,20260815,210,400,247,89,213,220,2,2,2,POS002551,785.8000,3504.8700,3504.8700,1,1,2026-08-24T00:00:00.000
2552,20260706,20260628,20260807,360,119,434,196,18,308,6,1,1,POS002552,786.5000,3506.2400,3506.2400,1,1,2026-08-24T00:00:00.000
2553,20260608,20260811,20260718,247,3,160,279,277,395,7,2,5,POS002553,787.2000,3507.6100,3507.6100,1,1,2026-08-24T00:00:00.000
2554,20260703,20260707,20260614,476,191,300,103,341,119,4,2,1,POS002554,787.9000,3508.9800,3508.9800,1,1,2026-08-24T00:00:00.000
2555,20260823,20260702,20260620,316,139,170,329,308,478,3,7,1,POS002555,788.6000,3510.3500,3510.3500,1,1,2026-08-24T00:00:00.000
2556,20260622,20260723,20260803,36,101,234,321,11,274,2,7,4,POS002556,789.3000,3511.7200,3511.7200,1,1,2026-08-24T00:00:00.000
2557,20260812,20260626,20260715,439,104,362,413,306,388,2,6,4,POS002557,790.0000,3513.0900,3513.0900,1,1,2026-08-24T00:00:00.000
2558,20260529,20260707,20260805,383,423,241,353,321,349,1,2,2,POS002558,790.7000,3514.4600,3514.4600,1,1,2026-08-24T00:00:00.000
2559,20260709,20260811,20260716,170,219,10,459,230,185,1,3,3,POS002559,791.4000,3515.8300,3515.8300,1,1,2026-08-24T00:00:00.000
2560,20260625,20260721,20260608,92,88,454,473,219,495,8,5,3,POS002560,792.1000,3517.2000,3517.2000,1,1,2026-08-24T00:00:00.000
2561,20260617,20260802,20260613,141,129,76,50,240,70,9,1,4,POS002561,792.8000,3518.5700,3518.5700,1,1,2026-08-24T00:00:00.000
2562,20260819,20260717,20260813,396,191,483,218,62,211,12,5,3,POS002562,793.5000,3519.9400,3519.9400,1,1,2026-08-24T00:00:00.000
2563,20260810,20260730,20260612,177,26,255,400,163,335,9,5,2,POS002563,794.2000,3521.3100,3521.3100,1,1,2026-08-24T00:00:00.000
2564,20260620,20260615,20260625,208,83,266,356,344,406,1,1,3,POS002564,794.9000,3522.6800,3522.6800,1,1,2026-08-24T00:00:00.000
2565,20260716,20260730,20260527,99,151,309,44,12,266,9,1,4,POS002565,795.6000,3524.0500,3524.0500,1,1,2026-08-24T00:00:00.000
2566,20260820,20260721,20260621,17,32,140,21,32,368,7,7,1,POS002566,796.3000,3525.4200,3525.4200,1,1,2026-08-24T00:00:00.000
2567,20260720,20260724,20260714,87,404,389,-1,128,-1,5,3,3,POS002567,797.0000,3526.7900,3526.7900,1,1,2026-08-24T00:00:00.000
2568,20260609,20260703,20260817,381,30,12,66,262,263,4,3,1,POS002568,797.7000,3528.1600,3528.1600,1,1,2026-08-24T00:00:00.000
2569,20260625,20260621,20260614,93,465,138,71,236,4,10,3,5,POS002569,798.4000,3529.5300,3529.5300,1,1,2026-08-24T00:00:00.000
2570,20260530,20260630,20260816,147,324,332,420,264,12,6,1,2,POS002570,799.1000,3530.9000,3530.9000,1,1,2026-08-24T00:00:00.000
2571,20260708,20260723,20260810,136,486,451,472,76,235,10,7,3,POS002571,799.8000,3532.2700,3532.2700,1,1,2026-08-24T00:00:00.000
2572,20260821,20260728,20260801,68,239,497,438,281,408,12,1,1,POS002572,800.5000,3533.6400,3533.6400,1,1,2026-08-24T00:00:00.000
2573,20260704,20260620,20260802,422,376,127,223,247,498,9,3,3,POS002573,801.2000,3535.0100,3535.0100,1,1,2026-08-24T00:00:00.000
2574,20260615,20260714,20260709,300,99,51,247,246,408,4,5,1,POS002574,801.9000,3536.3800,3536.3800,1,1,2026-08-24T00:00:00.000
