MachineStateEventKey,StartDateKey,EndDateKey,StartTimeOfDayKey,EndTimeOfDayKey,MachineKey,MachineStateKey,WorkCenterKey,PlantKey,ProductionShiftKey,MachineStateTypeKey,StateEventNumber,EventCount,QuantityAmount,DurationMinutes,CostAmount,SourceSystemKey,BatchId,LoadedAtUtc
393,20260610,20260706,72960,4980,291,442,499,6,147,2,MSE000393,394,548.4100,398.0000,548.4100,1,1,2026-08-24T00:00:00.000
394,20260625,20260823,9060,47100,55,357,319,48,80,8,MSE000394,395,549.7800,399.0000,549.7800,1,1,2026-08-24T00:00:00.000
395,20260604,20260609,74880,9720,23,218,338,141,132,11,MSE000395,396,551.1500,400.0000,551.1500,1,1,2026-08-24T00:00:00.000
396,20260708,20260723,80700,76260,175,111,406,22,70,12,MSE000396,397,552.5200,401.0000,552.5200,1,1,2026-08-24T00:00:00.000
397,20260804,20260627,40740,74760,7,96,385,298,360,9,MSE000397,398,553.8900,402.0000,553.8900,1,1,2026-08-24T00:00:00.000
398,20260814,20260603,64500,10140,296,232,466,216,263,7,MSE000398,399,555.2600,403.0000,555.2600,1,1,2026-08-24T00:00:00.000
399,20260713,20260715,17880,57420,113,295,219,347,219,7,MSE000399,400,556.6300,404.0000,556.6300,1,1,2026-08-24T00:00:00.000
400,20260810,20260621,52920,43680,73,244,104,243,288,8,MSE000400,401,558.0000,405.0000,558.0000,1,1,2026-08-24T00:00:00.000
401,20260630,20260802,75300,66960,20,424,426,10,435,10,MSE000401,402,559.3700,406.0000,559.3700,1,1,2026-08-24T00:00:00.000
402,20260628,20260703,6420,80460,443,436,67,142,427,9,MSE000402,403,560.7400,407.0000,560.7400,1,1,2026-08-24T00:00:00.000
403,20260604,20260814,3960,47640,10,268,491,257,409,12,MSE000403,404,562.1100,408.0000,562.1100,1,1,2026-08-24T00:00:00.000
404,20260614,20260706,76740,26220,362,255,62,227,283,4,MSE000404,405,563.4800,409.0000,563.4800,1,1,2026-08-24T00:00:00.000
405,20260716,20260617,9480,24600,435,317,128,252,231,8,MSE000405,406,564.8500,410.0000,564.8500,1,1,2026-08-24T00:00:00.000
406,20260606,20260607,78180,46980,152,310,161,207,349,4,MSE000406,407,566.2200,411.0000,566.2200,1,1,2026-08-24T00:00:00.000
407,20260730,20260729,50760,80460,497,131,325,139,305,5,MSE000407,408,567.5900,412.0000,567.5900,1,1,2026-08-24T00:00:00.000
408,20260724,20260611,60060,54300,482,14,272,144,-1,11,MSE000408,409,568.9600,413.0000,568.9600,1,1,2026-08-24T00:00:00.000
409,20260705,20260601,67680,55200,153,420,302,136,51,4,MSE000409,410,570.3300,414.0000,570.3300,1,1,2026-08-24T00:00:00.000
410,20260801,20260705,70380,84000,119,110,206,82,276,4,MSE000410,411,571.7000,415.0000,571.7000,1,1,2026-08-24T00:00:00.000
411,20260607,20260602,35940,51720,459,200,163,7,409,9,MSE000411,412,573.0700,416.0000,573.0700,1,1,2026-08-24T00:00:00.000
412,20260531,20260628,85500,48780,215,315,344,135,43,8,MSE000412,413,574.4400,417.0000,574.4400,1,1,2026-08-24T00:00:00.000
413,20260702,20260729,82800,55440,107,317,77,124,122,12,MSE000413,414,575.8100,418.0000,575.8100,1,1,2026-08-24T00:00:00.000
414,20260624,20260722,25740,55440,198,150,390,201,207,2,MSE000414,415,577.1800,419.0000,577.1800,1,1,2026-08-24T00:00:00.000
415,20260611,20260704,22140,41760,196,250,404,272,201,2,MSE000415,416,578.5500,420.0000,578.5500,1,1,2026-08-24T00:00:00.000
416,20260707,20260627,55380,61320,310,146,33,206,303,3,MSE000416,417,579.9200,421.0000,579.9200,1,1,2026-08-24T00:00:00.000
417,20260619,20260717,32880,82080,433,383,286,129,273,7,MSE000417,418,581.2900,422.0000,581.2900,1,1,2026-08-24T00:00:00.000
418,20260714,20260606,62340,49260,103,292,415,131,329,5,MSE000418,419,582.6600,423.0000,582.6600,1,1,2026-08-24T00:00:00.000
419,20260807,20260819,46080,4860,420,253,488,307,478,4,MSE000419,420,584.0300,424.0000,584.0300,1,1,2026-08-24T00:00:00.000
420,20260804,20260622,2880,8400,205,95,281,291,116,7,MSE000420,421,585.4000,425.0000,585.4000,1,1,2026-08-24T00:00:00.000
421,20260807,20260809,57540,4080,26,215,80,155,22,2,MSE000421,422,586.7700,426.0000,586.7700,1,1,2026-08-24T00:00:00.000
422,20260728,20260716,54540,78660,208,48,204,244,107,4,MSE000422,423,588.1400,427.0000,588.1400,1,1,2026-08-24T00:00:00.000
423,20260704,20260619,23760,64380,69,42,405,79,128,12,MSE000423,424,589.5100,428.0000,589.5100,1,1,2026-08-24T00:00:00.000
424,20260625,20260806,83340,62820,141,32,179,58,478,11,MSE000424,425,590.8800,429.0000,590.8800,1,1,2026-08-24T00:00:00.000
425,20260705,20260806,70260,45900,277,389,360,281,-1,4,MSE000425,426,592.2500,430.0000,592.2500,1,1,2026-08-24T00:00:00.000
426,20260814,20260611,40440,62940,353,27,399,220,63,9,MSE000426,427,593.6200,431.0000,593.6200,1,1,2026-08-24T00:00:00.000
427,20260811,20260712,8040,81720,285,368,76,254,98,5,MSE000427,428,594.9900,432.0000,594.9900,1,1,2026-08-24T00:00:00.000
428,20260731,20260728,84300,29520,434,70,403,209,322,3,MSE000428,429,596.3600,433.0000,596.3600,1,1,2026-08-24T00:00:00.000
429,20260810,20260708,46140,84780,338,134,310,350,499,10,MSE000429,430,597.7300,434.0000,597.7300,1,1,2026-08-24T00:00:00.000
430,20260627,20260728,13080,22380,349,307,141,178,160,5,MSE000430,431,599.1000,435.0000,599.1000,1,1,2026-08-24T00:00:00.000
431,20260630,20260718,50100,13320,270,83,17,321,101,8,MSE000431,432,600.4700,436.0000,600.4700,1,1,2026-08-24T00:00:00.000
432,20260807,20260623,29460,33900,46,138,52,307,461,7,MSE000432,433,601.8400,437.0000,601.8400,1,1,2026-08-24T00:00:00.000
433,20260617,20260613,15540,54060,245,382,115,114,278,1,MSE000433,434,603.2100,438.0000,603.2100,1,1,2026-08-24T00:00:00.000
434,20260601,20260814,22800,32160,460,4,4,293,107,12,MSE000434,435,604.5800,439.0000,604.5800,1,1,2026-08-24T00:00:00.000
435,20260610,20260706,54780,73080,314,78,12,125,16,9,MSE000435,436,605.9500,440.0000,605.9500,1,1,2026-08-24T00:00:00.000
436,20260812,20260726,61800,4980,91,464,184,46,320,9,MSE000436,437,607.3200,441.0000,607.3200,1,1,2026-08-24T00:00:00.000
437,20260824,20260815,68760,3540,478,295,446,339,451,3,MSE000437,438,608.6900,442.0000,608.6900,1,1,2026-08-24T00:00:00.000
438,20260727,20260820,1800,77880,193,381,317,135,468,10,MSE000438,439,610.0600,443.0000,610.0600,1,1,2026-08-24T00:00:00.000
439,20260730,20260531,45120,30000,419,148,207,113,432,10,MSE000439,440,611.4300,444.0000,611.4300,1,1,2026-08-24T00:00:00.000
440,20260821,20260807,42960,73260,339,14,430,121,209,2,MSE000440,441,612.8000,445.0000,612.8000,1,1,2026-08-24T00:00:00.000
441,20260603,20260701,81120,10560,129,285,154,34,85,2,MSE000441,442,614.1700,446.0000,614.1700,1,1,2026-08-24T00:00:00.000
442,20260620,20260602,63540,11400,290,281,482,37,-1,9,MSE000442,443,615.5400,447.0000,615.5400,1,1,2026-08-24T00:00:00.000
443,20260824,20260616,23700,14640,107,48,99,244,459,3,MSE000443,444,616.9100,448.0000,616.9100,1,1,2026-08-24T00:00:00.000
444,20260714,20260621,49020,3060,489,321,55,331,229,12,MSE000444,445,618.2800,449.0000,618.2800,1,1,2026-08-24T00:00:00.000
445,20260731,20260720,14280,42120,428,277,423,85,357,9,MSE000445,446,619.6500,450.0000,619.6500,1,1,2026-08-24T00:00:00.000
446,20260615,20260601,78720,3240,183,278,379,251,346,8,MSE000446,447,621.0200,451.0000,621.0200,1,1,2026-08-24T00:00:00.000
447,20260809,20260616,45660,23400,11,235,97,259,405,11,MSE000447,448,622.3900,452.0000,622.3900,1,1,2026-08-24T00:00:00.000
448,20260817,20260710,43380,31200,450,274,110,232,394,3,MSE000448,449,623.7600,453.0000,623.7600,1,1,2026-08-24T00:00:00.000
449,20260701,20260715,63900,38580,261,264,449,12,293,7,MSE000449,450,625.1300,454.0000,625.1300,1,1,2026-08-24T00:00:00.000
450,20260816,20260811,1380,86280,88,443,72,229,384,2,MSE000450,451,626.5000,455.0000,626.5000,1,1,2026-08-24T00:00:00.000
451,20260620,20260722,11400,38760,337,172,193,215,241,8,MSE000451,452,627.8700,456.0000,627.8700,1,1,2026-08-24T00:00:00.000
452,20260618,20260529,31620,30180,114,107,458,88,186,5,MSE000452,453,629.2400,457.0000,629.2400,1,1,2026-08-24T00:00:00.000
453,20260624,20260627,15300,72660,433,29,242,172,115,7,MSE000453,454,630.6100,458.0000,630.6100,1,1,2026-08-24T00:00:00.000
454,20260820,20260622,420,72300,197,241,62,276,94,7,MSE000454,455,631.9800,459.0000,631.9800,1,1,2026-08-24T00:00:00.000
455,20260604,20260816,56700,50760,113,463,170,14,304,9,MSE000455,456,633.3500,460.0000,633.3500,1,1,2026-08-24T00:00:00.000
456,20260729,20260621,74880,19080,441,248,55,165,359,8,MSE000456,457,634.7200,461.0000,634.7200,1,1,2026-08-24T00:00:00.000
457,20260609,20260530,64800,44400,129,259,181,231,129,8,MSE000457,458,636.0900,462.0000,636.0900,1,1,2026-08-24T00:00:00.000
458,20260811,20260725,41280,51780,78,471,339,13,56,8,MSE000458,459,637.4600,463.0000,637.4600,1,1,2026-08-24T00:00:00.000
459,20260810,20260608,71160,27660,295,478,463,344,-1,8,MSE000459,460,638.8300,464.0000,638.8300,1,1,2026-08-24T00:00:00.000
460,20260615,20260817,15060,73140,119,213,329,153,362,2,MSE000460,461,640.2000,465.0000,640.2000,1,1,2026-08-24T00:00:00.000
461,20260711,20260622,33300,11580,470,284,482,39,84,1,MSE000461,462,641.5700,466.0000,641.5700,1,1,2026-08-24T00:00:00.000
462,20260727,20260801,23100,67500,193,1,231,7,140,3,MSE000462,463,642.9400,467.0000,642.9400,1,1,2026-08-24T00:00:00.000
463,20260613,20260621,48000,49980,449,499,388,73,7,12,MSE000463,464,644.3100,468.0000,644.3100,1,1,2026-08-24T00:00:00.000
464,20260608,20260718,14760,33600,306,334,351,210,125,5,MSE000464,465,645.6800,469.0000,645.6800,1,1,2026-08-24T00:00:00.000
465,20260813,20260529,5880,24600,152,340,377,100,11,11,MSE000465,466,647.0500,470.0000,647.0500,1,1,2026-08-24T00:00:00.000
466,20260731,20260718,50640,60240,462,485,98,120,136,4,MSE000466,467,648.4200,471.0000,648.4200,1,1,2026-08-24T00:00:00.000
467,20260605,20260614,73680,14880,48,213,48,272,202,10,MSE000467,468,649.7900,472.0000,649.7900,1,1,2026-08-24T00:00:00.000
468,20260822,20260727,11340,65280,55,246,39,92,94,1,MSE000468,469,651.1600,473.0000,651.1600,1,1,2026-08-24T00:00:00.000
469,20260729,20260810,1080,42720,202,83,451,348,63,8,MSE000469,470,652.5300,474.0000,652.5300,1,1,2026-08-24T00:00:00.000
470,20260820,20260703,5400,84660,344,281,186,27,414,11,MSE000470,471,653.9000,475.0000,653.9000,1,1,2026-08-24T00:00:00.000
471,20260707,20260712,3600,44940,309,363,21,21,368,7,MSE000471,472,655.2700,476.0000,655.2700,1,1,2026-08-24T00:00:00.000
472,20260724,20260527,74400,22920,400,461,201,283,186,11,MSE000472,473,656.6400,477.0000,656.6400,1,1,2026-08-24T00:00:00.000
473,20260810,20260824,62640,52860,366,130,267,315,317,3,MSE000473,474,658.0100,478.0000,658.0100,1,1,2026-08-24T00:00:00.000
