FinanceProductCostSnapshotKey,SnapshotDateKey,EffectiveDateKey,ProductKey,PlantKey,FinanceProductCostVersionKey,FinanceCostComponentDetailKey,FinanceCostElementDetailKey,FinanceCostingMethodKey,CurrencyKey,StandardCostAmount,ActualCostAmount,CostVarianceAmount,CostQuantity,SourceSystemKey,BatchId,LoadedAtUtc
2039,20260705,20260822,157,10,466,446,403,3,1,2803.4300,2803.4300,2803.4300,2803.4300,1,1,2026-08-24T00:00:00.000
2040,20260527,20260818,116,176,10,179,41,6,1,2804.8000,2804.8000,2804.8000,2804.8000,1,1,2026-08-24T00:00:00.000
2041,20260624,20260815,122,195,85,424,433,2,5,2806.1700,2806.1700,2806.1700,2806.1700,1,1,2026-08-24T00:00:00.000
2042,20260807,20260628,455,260,403,474,61,8,4,2807.5400,2807.5400,2807.5400,2807.5400,1,1,2026-08-24T00:00:00.000
2043,20260603,20260816,446,46,294,130,384,8,4,2808.9100,2808.9100,2808.9100,2808.9100,1,1,2026-08-24T00:00:00.000
2044,20260630,20260604,91,32,99,375,41,5,4,2810.2800,2810.2800,2810.2800,2810.2800,1,1,2026-08-24T00:00:00.000
2045,20260722,20260730,189,243,496,206,464,8,2,2811.6500,2811.6500,2811.6500,2811.6500,1,1,2026-08-24T00:00:00.000
2046,20260710,20260606,93,29,178,92,259,7,4,2813.0200,2813.0200,2813.0200,2813.0200,1,1,2026-08-24T00:00:00.000
2047,20260630,20260823,19,22,400,449,249,2,2,2814.3900,2814.3900,2814.3900,2814.3900,1,1,2026-08-24T00:00:00.000
2048,20260610,20260715,253,276,373,353,326,2,4,2815.7600,2815.7600,2815.7600,2815.7600,1,1,2026-08-24T00:00:00.000
2049,20260705,20260816,264,291,376,370,245,5,5,2817.1300,2817.1300,2817.1300,2817.1300,1,1,2026-08-24T00:00:00.000
2050,20260629,20260612,355,101,27,10,16,4,5,2818.5000,2818.5000,2818.5000,2818.5000,1,1,2026-08-24T00:00:00.000
2051,20260606,20260701,192,277,271,355,22,3,5,2819.8700,2819.8700,2819.8700,2819.8700,1,1,2026-08-24T00:00:00.000
2052,20260814,20260818,460,258,273,470,499,2,2,2821.2400,2821.2400,2821.2400,2821.2400,1,1,2026-08-24T00:00:00.000
2053,20260722,20260530,111,307,190,413,253,4,2,2822.6100,2822.6100,2822.6100,2822.6100,1,1,2026-08-24T00:00:00.000
2054,20260613,20260815,248,129,189,214,156,2,3,2823.9800,2823.9800,2823.9800,2823.9800,1,1,2026-08-24T00:00:00.000
2055,20260624,20260715,315,36,286,145,316,4,1,2825.3500,2825.3500,2825.3500,2825.3500,1,1,2026-08-24T00:00:00.000
2056,20260711,20260802,144,226,232,445,413,8,5,2826.7200,2826.7200,2826.7200,2826.7200,1,1,2026-08-24T00:00:00.000
2057,20260615,20260609,213,16,35,43,163,5,3,2828.0900,2828.0900,2828.0900,2828.0900,1,1,2026-08-24T00:00:00.000
2058,20260703,20260530,421,72,209,124,489,3,3,2829.4600,2829.4600,2829.4600,2829.4600,1,1,2026-08-24T00:00:00.000
2059,20260727,20260623,138,65,332,199,146,1,1,2830.8300,2830.8300,2830.8300,2830.8300,1,1,2026-08-24T00:00:00.000
2060,20260703,20260607,151,292,13,426,46,4,4,2832.2000,2832.2000,2832.2000,2832.2000,1,1,2026-08-24T00:00:00.000
2061,20260716,20260803,190,38,256,404,480,4,5,2833.5700,2833.5700,2833.5700,2833.5700,1,1,2026-08-24T00:00:00.000
2062,20260805,20260527,289,146,121,346,209,3,4,2834.9400,2834.9400,2834.9400,2834.9400,1,1,2026-08-24T00:00:00.000
2063,20260807,20260809,451,213,166,328,480,5,5,2836.3100,2836.3100,2836.3100,2836.3100,1,1,2026-08-24T00:00:00.000
2064,20260616,20260731,296,144,236,417,111,5,2,2837.6800,2837.6800,2837.6800,2837.6800,1,1,2026-08-24T00:00:00.000
2065,20260607,20260812,152,238,409,54,412,5,2,2839.0500,2839.0500,2839.0500,2839.0500,1,1,2026-08-24T00:00:00.000
2066,20260721,20260624,395,346,491,71,244,8,1,2840.4200,2840.4200,2840.4200,2840.4200,1,1,2026-08-24T00:00:00.000
2067,20260622,20260802,379,215,487,5,342,3,5,2841.7900,2841.7900,2841.7900,2841.7900,1,1,2026-08-24T00:00:00.000
2068,20260629,20260731,242,265,411,436,141,7,1,2843.1600,2843.1600,2843.1600,2843.1600,1,1,2026-08-24T00:00:00.000
2069,20260614,20260730,178,313,470,38,113,6,5,2844.5300,2844.5300,2844.5300,2844.5300,1,1,2026-08-24T00:00:00.000
2070,20260704,20260728,306,341,330,121,121,5,5,2845.9000,2845.9000,2845.9000,2845.9000,1,1,2026-08-24T00:00:00.000
2071,20260606,20260807,161,290,243,399,350,7,4,2847.2700,2847.2700,2847.2700,2847.2700,1,1,2026-08-24T00:00:00.000
2072,20260816,20260824,181,261,419,51,168,1,1,2848.6400,2848.6400,2848.6400,2848.6400,1,1,2026-08-24T00:00:00.000
2073,20260527,20260807,441,321,89,470,148,5,1,2850.0100,2850.0100,2850.0100,2850.0100,1,1,2026-08-24T00:00:00.000
2074,20260720,20260806,249,88,361,84,89,7,1,2851.3800,2851.3800,2851.3800,2851.3800,1,1,2026-08-24T00:00:00.000
2075,20260531,20260622,37,93,373,436,295,6,2,2852.7500,2852.7500,2852.7500,2852.7500,1,1,2026-08-24T00:00:00.000
2076,20260822,20260701,139,191,216,340,341,6,2,2854.1200,2854.1200,2854.1200,2854.1200,1,1,2026-08-24T00:00:00.000
2077,20260821,20260815,479,54,261,66,469,5,3,2855.4900,2855.4900,2855.4900,2855.4900,1,1,2026-08-24T00:00:00.000
2078,20260811,20260609,9,304,48,357,20,7,1,2856.8600,2856.8600,2856.8600,2856.8600,1,1,2026-08-24T00:00:00.000
2079,20260530,20260528,223,227,86,494,88,7,4,2858.2300,2858.2300,2858.2300,2858.2300,1,1,2026-08-24T00:00:00.000
2080,20260817,20260706,24,71,349,159,122,3,4,2859.6000,2859.6000,2859.6000,2859.6000,1,1,2026-08-24T00:00:00.000
2081,20260702,20260603,363,209,475,315,336,6,4,2860.9700,2860.9700,2860.9700,2860.9700,1,1,2026-08-24T00:00:00.000
2082,20260530,20260704,482,123,336,341,349,5,1,2862.3400,2862.3400,2862.3400,2862.3400,1,1,2026-08-24T00:00:00.000
2083,20260820,20260819,410,120,359,426,142,3,5,2863.7100,2863.7100,2863.7100,2863.7100,1,1,2026-08-24T00:00:00.000
2084,20260611,20260818,437,254,48,279,30,7,1,2865.0800,2865.0800,2865.0800,2865.0800,1,1,2026-08-24T00:00:00.000
2085,20260818,20260617,264,325,153,224,323,2,2,2866.4500,2866.4500,2866.4500,2866.4500,1,1,2026-08-24T00:00:00.000
2086,20260824,20260605,212,78,451,448,23,6,1,2867.8200,2867.8200,2867.8200,2867.8200,1,1,2026-08-24T00:00:00.000
2087,20260709,20260626,416,320,370,470,379,4,2,2869.1900,2869.1900,2869.1900,2869.1900,1,1,2026-08-24T00:00:00.000
2088,20260707,20260605,309,194,313,199,112,3,4,2870.5600,2870.5600,2870.5600,2870.5600,1,1,2026-08-24T00:00:00.000
2089,20260703,20260812,69,207,429,236,461,4,5,2871.9300,2871.9300,2871.9300,2871.9300,1,1,2026-08-24T00:00:00.000
2090,20260612,20260725,261,219,469,313,103,7,2,2873.3000,2873.3000,2873.3000,2873.3000,1,1,2026-08-24T00:00:00.000
2091,20260720,20260712,479,283,344,107,155,4,1,2874.6700,2874.6700,2874.6700,2874.6700,1,1,2026-08-24T00:00:00.000
2092,20260822,20260629,371,298,443,89,331,7,1,2876.0400,2876.0400,2876.0400,2876.0400,1,1,2026-08-24T00:00:00.000
2093,20260624,20260808,396,7,259,489,300,7,3,2877.4100,2877.4100,2877.4100,2877.4100,1,1,2026-08-24T00:00:00.000
2094,20260715,20260823,37,347,190,335,244,8,1,2878.7800,2878.7800,2878.7800,2878.7800,1,1,2026-08-24T00:00:00.000
2095,20260816,20260817,249,312,86,75,412,4,4,2880.1500,2880.1500,2880.1500,2880.1500,1,1,2026-08-24T00:00:00.000
2096,20260715,20260716,266,91,77,468,290,8,2,2881.5200,2881.5200,2881.5200,2881.5200,1,1,2026-08-24T00:00:00.000
2097,20260630,20260609,357,303,464,30,210,4,3,2882.8900,2882.8900,2882.8900,2882.8900,1,1,2026-08-24T00:00:00.000
2098,20260527,20260726,313,67,7,201,334,3,4,2884.2600,2884.2600,2884.2600,2884.2600,1,1,2026-08-24T00:00:00.000
2099,20260731,20260630,447,134,455,127,412,4,4,2885.6300,2885.6300,2885.6300,2885.6300,1,1,2026-08-24T00:00:00.000
2100,20260811,20260628,480,165,116,151,40,6,3,2887.0000,2887.0000,2887.0000,2887.0000,1,1,2026-08-24T00:00:00.000
2101,20260615,20260728,162,263,46,30,313,7,3,2888.3700,2888.3700,2888.3700,2888.3700,1,1,2026-08-24T00:00:00.000
2102,20260706,20260610,249,92,157,192,218,5,2,2889.7400,2889.7400,2889.7400,2889.7400,1,1,2026-08-24T00:00:00.000
2103,20260531,20260613,472,200,172,367,417,5,2,2891.1100,2891.1100,2891.1100,2891.1100,1,1,2026-08-24T00:00:00.000
2104,20260709,20260703,476,304,455,332,335,5,2,2892.4800,2892.4800,2892.4800,2892.4800,1,1,2026-08-24T00:00:00.000
2105,20260626,20260813,410,183,211,39,47,6,1,2893.8500,2893.8500,2893.8500,2893.8500,1,1,2026-08-24T00:00:00.000
2106,20260727,20260806,81,345,67,26,342,5,4,2895.2200,2895.2200,2895.2200,2895.2200,1,1,2026-08-24T00:00:00.000
2107,20260824,20260805,488,82,320,440,123,3,5,2896.5900,2896.5900,2896.5900,2896.5900,1,1,2026-08-24T00:00:00.000
2108,20260529,20260630,37,7,140,468,388,4,1,2897.9600,2897.9600,2897.9600,2897.9600,1,1,2026-08-24T00:00:00.000
2109,20260808,20260807,388,183,463,172,137,3,5,2899.3300,2899.3300,2899.3300,2899.3300,1,1,2026-08-24T00:00:00.000
2110,20260602,20260607,333,291,383,248,418,3,5,2900.7000,2900.7000,2900.7000,2900.7000,1,1,2026-08-24T00:00:00.000
2111,20260718,20260621,217,226,118,322,402,8,4,2902.0700,2902.0700,2902.0700,2902.0700,1,1,2026-08-24T00:00:00.000
2112,20260728,20260707,194,133,359,42,188,6,1,2903.4400,2903.4400,2903.4400,2903.4400,1,1,2026-08-24T00:00:00.000
2113,20260629,20260701,14,32,98,155,84,2,5,2904.8100,2904.8100,2904.8100,2904.8100,1,1,2026-08-24T00:00:00.000
2114,20260814,20260807,90,35,400,322,226,4,1,2906.1800,2906.1800,2906.1800,2906.1800,1,1,2026-08-24T00:00:00.000
2115,20260727,20260704,167,122,116,259,40,7,2,2907.5500,2907.5500,2907.5500,2907.5500,1,1,2026-08-24T00:00:00.000
2116,20260611,20260621,297,311,252,271,126,8,1,2908.9200,2908.9200,2908.9200,2908.9200,1,1,2026-08-24T00:00:00.000
2117,20260803,20260809,268,247,287,310,207,2,1,2910.2900,2910.2900,2910.2900,2910.2900,1,1,2026-08-24T00:00:00.000
2118,20260608,20260630,440,308,485,275,26,6,2,2911.6600,2911.6600,2911.6600,2911.6600,1,1,2026-08-24T00:00:00.000
2119,20260726,20260806,209,91,222,309,264,3,3,2913.0300,2913.0300,2913.0300,2913.0300,1,1,2026-08-24T00:00:00.000
2120,20260604,20260710,85,271,167,353,292,2,3,2914.4000,2914.4000,2914.4000,2914.4000,1,1,2026-08-24T00:00:00.000
2121,20260818,20260718,385,267,347,422,248,6,1,2915.7700,2915.7700,2915.7700,2915.7700,1,1,2026-08-24T00:00:00.000
2122,20260703,20260605,72,242,486,228,423,7,3,2917.1400,2917.1400,2917.1400,2917.1400,1,1,2026-08-24T00:00:00.000
2123,20260606,20260802,401,218,12,242,381,6,4,2918.5100,2918.5100,2918.5100,2918.5100,1,1,2026-08-24T00:00:00.000
2124,20260703,20260528,197,117,190,226,19,7,3,2919.8800,2919.8800,2919.8800,2919.8800,1,1,2026-08-24T00:00:00.000
2125,20260802,20260529,105,350,308,463,62,2,5,2921.2500,2921.2500,2921.2500,2921.2500,1,1,2026-08-24T00:00:00.000
2126,20260824,20260812,157,43,2,47,126,4,2,2922.6200,2922.6200,2922.6200,2922.6200,1,1,2026-08-24T00:00:00.000
2127,20260801,20260617,149,313,321,390,98,6,3,2923.9900,2923.9900,2923.9900,2923.9900,1,1,2026-08-24T00:00:00.000
2128,20260811,20260709,214,68,87,299,136,2,1,2925.3600,2925.3600,2925.3600,2925.3600,1,1,2026-08-24T00:00:00.000
2129,20260808,20260608,85,141,111,69,216,1,5,2926.7300,2926.7300,2926.7300,2926.7300,1,1,2026-08-24T00:00:00.000
2130,20260611,20260611,339,247,138,158,219,8,5,2928.1000,2928.1000,2928.1000,2928.1000,1,1,2026-08-24T00:00:00.000
2131,20260806,20260708,491,121,199,250,399,2,3,2929.4700,2929.4700,2929.4700,2929.4700,1,1,2026-08-24T00:00:00.000
2132,20260823,20260529,425,334,118,359,171,6,2,2930.8400,2930.8400,2930.8400,2930.8400,1,1,2026-08-24T00:00:00.000
2133,20260814,20260802,324,192,287,437,131,1,5,2932.2100,2932.2100,2932.2100,2932.2100,1,1,2026-08-24T00:00:00.000
2134,20260808,20260529,164,301,88,315,438,7,5,2933.5800,2933.5800,2933.5800,2933.5800,1,1,2026-08-24T00:00:00.000
2135,20260724,20260704,382,107,305,236,136,7,2,2934.9500,2934.9500,2934.9500,2934.9500,1,1,2026-08-24T00:00:00.000
2136,20260725,20260612,328,155,257,167,44,5,4,2936.3200,2936.3200,2936.3200,2936.3200,1,1,2026-08-24T00:00:00.000
2137,20260712,20260721,410,77,230,380,455,4,3,2937.6900,2937.6900,2937.6900,2937.6900,1,1,2026-08-24T00:00:00.000
2138,20260720,20260703,469,66,24,77,31,5,2,2939.0600,2939.0600,2939.0600,2939.0600,1,1,2026-08-24T00:00:00.000
2139,20260619,20260713,341,329,217,228,425,7,3,2940.4300,2940.4300,2940.4300,2940.4300,1,1,2026-08-24T00:00:00.000
2140,20260620,20260715,89,349,432,265,197,5,1,2941.8000,2941.8000,2941.8000,2941.8000,1,1,2026-08-24T00:00:00.000
2141,20260616,20260822,366,261,117,385,73,3,5,2943.1700,2943.1700,2943.1700,2943.1700,1,1,2026-08-24T00:00:00.000
2142,20260630,20260706,423,194,141,13,98,3,2,2944.5400,2944.5400,2944.5400,2944.5400,1,1,2026-08-24T00:00:00.000
2143,20260805,20260607,135,285,486,15,34,4,3,2945.9100,2945.9100,2945.9100,2945.9100,1,1,2026-08-24T00:00:00.000
2144,20260620,20260801,352,51,439,419,176,7,5,2947.2800,2947.2800,2947.2800,2947.2800,1,1,2026-08-24T00:00:00.000
2145,20260617,20260712,235,209,402,445,205,6,5,2948.6500,2948.6500,2948.6500,2948.6500,1,1,2026-08-24T00:00:00.000
2146,20260528,20260627,414,224,39,59,256,1,4,2950.0200,2950.0200,2950.0200,2950.0200,1,1,2026-08-24T00:00:00.000
2147,20260816,20260609,172,282,135,494,221,8,3,2951.3900,2951.3900,2951.3900,2951.3900,1,1,2026-08-24T00:00:00.000
2148,20260708,20260724,345,192,159,107,473,3,4,2952.7600,2952.7600,2952.7600,2952.7600,1,1,2026-08-24T00:00:00.000
2149,20260623,20260717,364,118,317,260,144,5,5,2954.1300,2954.1300,2954.1300,2954.1300,1,1,2026-08-24T00:00:00.000
2150,20260615,20260607,264,224,379,169,256,2,2,2955.5000,2955.5000,2955.5000,2955.5000,1,1,2026-08-24T00:00:00.000
2151,20260728,20260605,55,180,305,459,409,8,1,2956.8700,2956.8700,2956.8700,2956.8700,1,1,2026-08-24T00:00:00.000
2152,20260705,20260705,24,212,198,251,269,8,2,2958.2400,2958.2400,2958.2400,2958.2400,1,1,2026-08-24T00:00:00.000
2153,20260624,20260805,292,198,253,185,55,2,1,2959.6100,2959.6100,2959.6100,2959.6100,1,1,2026-08-24T00:00:00.000
2154,20260529,20260730,394,166,214,125,472,7,5,2960.9800,2960.9800,2960.9800,2960.9800,1,1,2026-08-24T00:00:00.000
2155,20260605,20260723,329,186,196,30,298,7,2,2962.3500,2962.3500,2962.3500,2962.3500,1,1,2026-08-24T00:00:00.000
2156,20260708,20260818,404,349,143,117,216,4,1,2963.7200,2963.7200,2963.7200,2963.7200,1,1,2026-08-24T00:00:00.000
2157,20260717,20260805,261,111,265,252,106,7,3,2965.0900,2965.0900,2965.0900,2965.0900,1,1,2026-08-24T00:00:00.000
2158,20260803,20260602,423,141,90,56,365,1,3,2966.4600,2966.4600,2966.4600,2966.4600,1,1,2026-08-24T00:00:00.000
2159,20260708,20260715,237,38,422,157,425,1,3,2967.8300,2967.8300,2967.8300,2967.8300,1,1,2026-08-24T00:00:00.000
2160,20260607,20260727,219,84,342,410,479,6,5,2969.2000,2969.2000,2969.2000,2969.2000,1,1,2026-08-24T00:00:00.000
2161,20260824,20260731,43,146,248,367,162,8,3,2970.5700,2970.5700,2970.5700,2970.5700,1,1,2026-08-24T00:00:00.000
2162,20260808,20260802,369,262,5,25,272,5,5,2971.9400,2971.9400,2971.9400,2971.9400,1,1,2026-08-24T00:00:00.000
2163,20260712,20260603,372,144,181,427,233,6,2,2973.3100,2973.3100,2973.3100,2973.3100,1,1,2026-08-24T00:00:00.000
2164,20260707,20260718,62,222,399,32,449,6,2,2974.6800,2974.6800,2974.6800,2974.6800,1,1,2026-08-24T00:00:00.000
2165,20260819,20260707,158,95,154,490,427,5,4,2976.0500,2976.0500,2976.0500,2976.0500,1,1,2026-08-24T00:00:00.000
2166,20260730,20260601,154,242,392,252,397,3,5,2977.4200,2977.4200,2977.4200,2977.4200,1,1,2026-08-24T00:00:00.000
2167,20260719,20260611,386,51,264,44,336,8,5,2978.7900,2978.7900,2978.7900,2978.7900,1,1,2026-08-24T00:00:00.000
2168,20260815,20260810,333,276,129,196,359,8,4,2980.1600,2980.1600,2980.1600,2980.1600,1,1,2026-08-24T00:00:00.000
2169,20260820,20260815,126,195,58,470,241,8,4,2981.5300,2981.5300,2981.5300,2981.5300,1,1,2026-08-24T00:00:00.000
2170,20260613,20260709,381,111,71,315,399,6,4,2982.9000,2982.9000,2982.9000,2982.9000,1,1,2026-08-24T00:00:00.000
2171,20260529,20260707,113,279,47,200,353,8,1,2984.2700,2984.2700,2984.2700,2984.2700,1,1,2026-08-24T00:00:00.000
2172,20260529,20260630,285,72,200,168,133,2,3,2985.6400,2985.6400,2985.6400,2985.6400,1,1,2026-08-24T00:00:00.000
2173,20260714,20260623,58,136,172,458,345,3,3,2987.0100,2987.0100,2987.0100,2987.0100,1,1,2026-08-24T00:00:00.000
2174,20260617,20260614,475,141,153,83,356,1,4,2988.3800,2988.3800,2988.3800,2988.3800,1,1,2026-08-24T00:00:00.000
2175,20260720,20260605,106,330,104,51,292,4,2,2989.7500,2989.7500,2989.7500,2989.7500,1,1,2026-08-24T00:00:00.000
2176,20260707,20260719,486,119,401,267,80,7,1,2991.1200,2991.1200,2991.1200,2991.1200,1,1,2026-08-24T00:00:00.000
2177,20260708,20260724,5,53,186,133,208,7,3,2992.4900,2992.4900,2992.4900,2992.4900,1,1,2026-08-24T00:00:00.000
2178,20260720,20260821,368,77,421,164,384,1,5,2993.8600,2993.8600,2993.8600,2993.8600,1,1,2026-08-24T00:00:00.000
2179,20260730,20260627,402,91,431,291,277,8,1,2995.2300,2995.2300,2995.2300,2995.2300,1,1,2026-08-24T00:00:00.000
2180,20260528,20260810,454,114,177,241,182,3,2,2996.6000,2996.6000,2996.6000,2996.6000,1,1,2026-08-24T00:00:00.000
2181,20260719,20260818,11,41,462,31,233,8,2,2997.9700,2997.9700,2997.9700,2997.9700,1,1,2026-08-24T00:00:00.000
2182,20260717,20260628,401,139,144,195,151,7,2,2999.3400,2999.3400,2999.3400,2999.3400,1,1,2026-08-24T00:00:00.000
2183,20260619,20260807,262,143,345,372,216,5,5,3000.7100,3000.7100,3000.7100,3000.7100,1,1,2026-08-24T00:00:00.000
2184,20260717,20260601,130,124,368,152,335,8,3,3002.0800,3002.0800,3002.0800,3002.0800,1,1,2026-08-24T00:00:00.000
2185,20260809,20260819,317,29,84,137,342,8,3,3003.4500,3003.4500,3003.4500,3003.4500,1,1,2026-08-24T00:00:00.000
2186,20260823,20260529,133,229,436,397,174,5,2,3004.8200,3004.8200,3004.8200,3004.8200,1,1,2026-08-24T00:00:00.000
2187,20260624,20260720,343,230,323,283,16,2,4,3006.1900,3006.1900,3006.1900,3006.1900,1,1,2026-08-24T00:00:00.000
2188,20260610,20260602,382,54,178,398,402,3,1,3007.5600,3007.5600,3007.5600,3007.5600,1,1,2026-08-24T00:00:00.000
2189,20260805,20260822,428,12,17,124,30,8,4,3008.9300,3008.9300,3008.9300,3008.9300,1,1,2026-08-24T00:00:00.000
2190,20260629,20260731,358,111,267,467,217,4,2,3010.3000,3010.3000,3010.3000,3010.3000,1,1,2026-08-24T00:00:00.000
2191,20260604,20260609,168,30,186,258,422,7,4,3011.6700,3011.6700,3011.6700,3011.6700,1,1,2026-08-24T00:00:00.000
2192,20260608,20260607,484,310,413,191,283,2,4,3013.0400,3013.0400,3013.0400,3013.0400,1,1,2026-08-24T00:00:00.000
2193,20260702,20260723,433,88,449,259,297,8,5,3014.4100,3014.4100,3014.4100,3014.4100,1,1,2026-08-24T00:00:00.000
2194,20260819,20260716,361,283,84,302,290,4,4,3015.7800,3015.7800,3015.7800,3015.7800,1,1,2026-08-24T00:00:00.000
2195,20260823,20260622,272,226,424,346,178,6,3,3017.1500,3017.1500,3017.1500,3017.1500,1,1,2026-08-24T00:00:00.000
2196,20260527,20260623,308,179,441,329,416,6,3,3018.5200,3018.5200,3018.5200,3018.5200,1,1,2026-08-24T00:00:00.000
2197,20260719,20260624,457,299,177,220,424,1,4,3019.8900,3019.8900,3019.8900,3019.8900,1,1,2026-08-24T00:00:00.000
2198,20260618,20260630,291,311,100,33,145,4,2,3021.2600,3021.2600,3021.2600,3021.2600,1,1,2026-08-24T00:00:00.000
2199,20260808,20260621,52,56,271,56,2,6,3,3022.6300,3022.6300,3022.6300,3022.6300,1,1,2026-08-24T00:00:00.000
2200,20260822,20260611,134,43,248,448,429,6,2,3024.0000,3024.0000,3024.0000,3024.0000,1,1,2026-08-24T00:00:00.000
2201,20260721,20260629,264,23,294,289,276,7,3,3025.3700,3025.3700,3025.3700,3025.3700,1,1,2026-08-24T00:00:00.000
2202,20260708,20260607,305,85,138,114,303,2,4,3026.7400,3026.7400,3026.7400,3026.7400,1,1,2026-08-24T00:00:00.000
2203,20260602,20260611,8,306,140,354,142,2,5,3028.1100,3028.1100,3028.1100,3028.1100,1,1,2026-08-24T00:00:00.000
2204,20260726,20260720,464,59,285,135,59,6,4,3029.4800,3029.4800,3029.4800,3029.4800,1,1,2026-08-24T00:00:00.000
2205,20260528,20260716,400,147,344,65,492,7,3,3030.8500,3030.8500,3030.8500,3030.8500,1,1,2026-08-24T00:00:00.000
2206,20260623,20260624,231,4,476,109,415,6,4,3032.2200,3032.2200,3032.2200,3032.2200,1,1,2026-08-24T00:00:00.000
2207,20260712,20260804,238,103,352,99,244,1,5,3033.5900,3033.5900,3033.5900,3033.5900,1,1,2026-08-24T00:00:00.000
2208,20260812,20260818,31,198,260,62,94,3,4,3034.9600,3034.9600,3034.9600,3034.9600,1,1,2026-08-24T00:00:00.000
2209,20260612,20260606,353,97,69,438,9,3,1,3036.3300,3036.3300,3036.3300,3036.3300,1,1,2026-08-24T00:00:00.000
2210,20260818,20260613,36,117,281,320,273,7,2,3037.7000,3037.7000,3037.7000,3037.7000,1,1,2026-08-24T00:00:00.000
2211,20260619,20260817,99,176,68,59,489,8,4,3039.0700,3039.0700,3039.0700,3039.0700,1,1,2026-08-24T00:00:00.000
2212,20260817,20260702,160,7,49,111,85,6,2,3040.4400,3040.4400,3040.4400,3040.4400,1,1,2026-08-24T00:00:00.000
2213,20260811,20260609,490,197,462,100,412,2,3,3041.8100,3041.8100,3041.8100,3041.8100,1,1,2026-08-24T00:00:00.000
2214,20260531,20260529,459,283,122,112,16,4,3,3043.1800,3043.1800,3043.1800,3043.1800,1,1,2026-08-24T00:00:00.000
2215,20260809,20260617,131,15,133,236,271,4,2,3044.5500,3044.5500,3044.5500,3044.5500,1,1,2026-08-24T00:00:00.000
2216,20260728,20260821,426,169,165,419,160,7,4,3045.9200,3045.9200,3045.9200,3045.9200,1,1,2026-08-24T00:00:00.000
2217,20260621,20260814,228,67,333,342,417,7,2,3047.2900,3047.2900,3047.2900,3047.2900,1,1,2026-08-24T00:00:00.000
2218,20260619,20260619,472,268,462,473,156,6,4,3048.6600,3048.6600,3048.6600,3048.6600,1,1,2026-08-24T00:00:00.000
2219,20260803,20260711,129,99,378,89,306,2,3,3050.0300,3050.0300,3050.0300,3050.0300,1,1,2026-08-24T00:00:00.000
2220,20260726,20260629,318,96,145,401,496,6,5,3051.4000,3051.4000,3051.4000,3051.4000,1,1,2026-08-24T00:00:00.000
2221,20260607,20260605,497,348,471,211,197,7,2,3052.7700,3052.7700,3052.7700,3052.7700,1,1,2026-08-24T00:00:00.000
2222,20260821,20260730,233,33,229,7,434,3,1,3054.1400,3054.1400,3054.1400,3054.1400,1,1,2026-08-24T00:00:00.000
2223,20260602,20260822,183,300,253,86,317,5,1,3055.5100,3055.5100,3055.5100,3055.5100,1,1,2026-08-24T00:00:00.000
2224,20260710,20260731,34,284,494,234,104,8,2,3056.8800,3056.8800,3056.8800,3056.8800,1,1,2026-08-24T00:00:00.000
2225,20260616,20260806,284,114,464,322,110,7,1,3058.2500,3058.2500,3058.2500,3058.2500,1,1,2026-08-24T00:00:00.000
2226,20260716,20260616,72,296,483,144,411,5,2,3059.6200,3059.6200,3059.6200,3059.6200,1,1,2026-08-24T00:00:00.000
2227,20260723,20260801,483,346,77,439,355,3,5,3060.9900,3060.9900,3060.9900,3060.9900,1,1,2026-08-24T00:00:00.000
2228,20260724,20260801,481,241,187,108,28,7,5,3062.3600,3062.3600,3062.3600,3062.3600,1,1,2026-08-24T00:00:00.000
2229,20260707,20260707,251,37,336,24,373,2,2,3063.7300,3063.7300,3063.7300,3063.7300,1,1,2026-08-24T00:00:00.000
2230,20260618,20260728,287,339,441,267,90,1,3,3065.1000,3065.1000,3065.1000,3065.1000,1,1,2026-08-24T00:00:00.000
2231,20260530,20260610,387,4,379,184,377,3,4,3066.4700,3066.4700,3066.4700,3066.4700,1,1,2026-08-24T00:00:00.000
2232,20260728,20260816,22,7,326,35,104,7,1,3067.8400,3067.8400,3067.8400,3067.8400,1,1,2026-08-24T00:00:00.000
2233,20260812,20260610,207,91,226,273,131,7,4,3069.2100,3069.2100,3069.2100,3069.2100,1,1,2026-08-24T00:00:00.000
2234,20260731,20260811,180,172,58,343,237,1,5,3070.5800,3070.5800,3070.5800,3070.5800,1,1,2026-08-24T00:00:00.000
2235,20260628,20260610,8,84,58,424,191,7,1,3071.9500,3071.9500,3071.9500,3071.9500,1,1,2026-08-24T00:00:00.000
2236,20260609,20260719,417,24,358,389,85,6,2,3073.3200,3073.3200,3073.3200,3073.3200,1,1,2026-08-24T00:00:00.000
2237,20260626,20260709,93,319,313,373,208,7,5,3074.6900,3074.6900,3074.6900,3074.6900,1,1,2026-08-24T00:00:00.000
2238,20260715,20260607,350,349,112,224,395,7,3,3076.0600,3076.0600,3076.0600,3076.0600,1,1,2026-08-24T00:00:00.000
2239,20260805,20260711,3,277,229,229,455,2,5,3077.4300,3077.4300,3077.4300,3077.4300,1,1,2026-08-24T00:00:00.000
2240,20260622,20260814,5,45,218,96,87,8,1,3078.8000,3078.8000,3078.8000,3078.8000,1,1,2026-08-24T00:00:00.000
2241,20260723,20260614,61,133,228,458,242,6,4,3080.1700,3080.1700,3080.1700,3080.1700,1,1,2026-08-24T00:00:00.000
