FinancePurchasePriceVarianceKey,PostingDateKey,InvoiceDateKey,ProductKey,PlantKey,SupplierKey,CostCenterKey,FinanceCostElementDetailKey,FinanceVarianceTypeKey,CurrencyKey,SupplierInvoiceNumber,PurchaseOrderNumber,InvoiceQuantity,StandardCostAmount,ActualPriceAmount,PurchasePriceVarianceAmount,SourceSystemKey,BatchId,LoadedAtUtc
1550,20260624,20260730,94,184,484,268,365,7,2,FPPV001550,FPPV001550,85.1000,2133.5000,2133.5000,2133.5000,1,1,2026-08-24T00:00:00.000
1551,20260618,20260712,302,289,36,353,192,12,1,FPPV001551,FPPV001551,85.8000,2134.8700,2134.8700,2134.8700,1,1,2026-08-24T00:00:00.000
1552,20260613,20260706,426,268,372,273,108,6,3,FPPV001552,FPPV001552,86.5000,2136.2400,2136.2400,2136.2400,1,1,2026-08-24T00:00:00.000
1553,20260630,20260613,448,220,430,488,331,12,2,FPPV001553,FPPV001553,87.2000,2137.6100,2137.6100,2137.6100,1,1,2026-08-24T00:00:00.000
1554,20260624,20260705,328,131,206,313,87,7,1,FPPV001554,FPPV001554,87.9000,2138.9800,2138.9800,2138.9800,1,1,2026-08-24T00:00:00.000
1555,20260821,20260801,26,262,342,457,353,12,1,FPPV001555,FPPV001555,88.6000,2140.3500,2140.3500,2140.3500,1,1,2026-08-24T00:00:00.000
1556,20260725,20260616,73,60,50,271,265,17,5,FPPV001556,FPPV001556,89.3000,2141.7200,2141.7200,2141.7200,1,1,2026-08-24T00:00:00.000
1557,20260614,20260817,2,22,469,385,281,3,3,FPPV001557,FPPV001557,90.0000,2143.0900,2143.0900,2143.0900,1,1,2026-08-24T00:00:00.000
1558,20260708,20260728,400,153,266,63,127,16,5,FPPV001558,FPPV001558,90.7000,2144.4600,2144.4600,2144.4600,1,1,2026-08-24T00:00:00.000
1559,20260712,20260702,323,317,273,471,310,15,1,FPPV001559,FPPV001559,91.4000,2145.8300,2145.8300,2145.8300,1,1,2026-08-24T00:00:00.000
1560,20260803,20260727,146,49,415,149,377,13,5,FPPV001560,FPPV001560,92.1000,2147.2000,2147.2000,2147.2000,1,1,2026-08-24T00:00:00.000
1561,20260619,20260629,466,193,61,294,490,5,1,FPPV001561,FPPV001561,92.8000,2148.5700,2148.5700,2148.5700,1,1,2026-08-24T00:00:00.000
1562,20260531,20260814,327,183,385,258,428,17,5,FPPV001562,FPPV001562,93.5000,2149.9400,2149.9400,2149.9400,1,1,2026-08-24T00:00:00.000
1563,20260715,20260813,178,307,182,191,336,12,3,FPPV001563,FPPV001563,94.2000,2151.3100,2151.3100,2151.3100,1,1,2026-08-24T00:00:00.000
1564,20260715,20260726,120,276,212,-1,111,20,5,FPPV001564,FPPV001564,94.9000,2152.6800,2152.6800,2152.6800,1,1,2026-08-24T00:00:00.000
1565,20260818,20260811,87,24,388,271,76,12,5,FPPV001565,FPPV001565,95.6000,2154.0500,2154.0500,2154.0500,1,1,2026-08-24T00:00:00.000
1566,20260610,20260801,226,20,167,187,222,5,5,FPPV001566,FPPV001566,96.3000,2155.4200,2155.4200,2155.4200,1,1,2026-08-24T00:00:00.000
1567,20260616,20260604,441,78,32,345,225,12,3,FPPV001567,FPPV001567,97.0000,2156.7900,2156.7900,2156.7900,1,1,2026-08-24T00:00:00.000
1568,20260528,20260718,316,49,281,181,16,14,3,FPPV001568,FPPV001568,97.7000,2158.1600,2158.1600,2158.1600,1,1,2026-08-24T00:00:00.000
1569,20260622,20260721,444,226,398,323,20,8,2,FPPV001569,FPPV001569,98.4000,2159.5300,2159.5300,2159.5300,1,1,2026-08-24T00:00:00.000
1570,20260626,20260704,378,262,474,399,389,6,5,FPPV001570,FPPV001570,99.1000,2160.9000,2160.9000,2160.9000,1,1,2026-08-24T00:00:00.000
1571,20260804,20260802,64,339,208,497,101,15,1,FPPV001571,FPPV001571,99.8000,2162.2700,2162.2700,2162.2700,1,1,2026-08-24T00:00:00.000
1572,20260602,20260527,239,276,11,164,445,14,4,FPPV001572,FPPV001572,100.5000,2163.6400,2163.6400,2163.6400,1,1,2026-08-24T00:00:00.000
1573,20260620,20260805,243,101,378,444,429,19,1,FPPV001573,FPPV001573,101.2000,2165.0100,2165.0100,2165.0100,1,1,2026-08-24T00:00:00.000
1574,20260822,20260604,349,255,97,349,374,15,2,FPPV001574,FPPV001574,101.9000,2166.3800,2166.3800,2166.3800,1,1,2026-08-24T00:00:00.000
1575,20260619,20260819,276,93,350,77,198,8,2,FPPV001575,FPPV001575,102.6000,2167.7500,2167.7500,2167.7500,1,1,2026-08-24T00:00:00.000
1576,20260701,20260617,83,327,101,443,107,16,3,FPPV001576,FPPV001576,103.3000,2169.1200,2169.1200,2169.1200,1,1,2026-08-24T00:00:00.000
1577,20260806,20260618,432,180,71,179,177,2,5,FPPV001577,FPPV001577,104.0000,2170.4900,2170.4900,2170.4900,1,1,2026-08-24T00:00:00.000
1578,20260707,20260607,448,309,31,249,104,7,1,FPPV001578,FPPV001578,104.7000,2171.8600,2171.8600,2171.8600,1,1,2026-08-24T00:00:00.000
1579,20260804,20260821,435,90,371,355,207,9,4,FPPV001579,FPPV001579,105.4000,2173.2300,2173.2300,2173.2300,1,1,2026-08-24T00:00:00.000
1580,20260630,20260714,158,6,182,336,452,16,3,FPPV001580,FPPV001580,106.1000,2174.6000,2174.6000,2174.6000,1,1,2026-08-24T00:00:00.000
1581,20260613,20260808,178,343,480,-1,474,8,5,FPPV001581,FPPV001581,106.8000,2175.9700,2175.9700,2175.9700,1,1,2026-08-24T00:00:00.000
1582,20260731,20260709,11,52,381,102,10,11,3,FPPV001582,FPPV001582,107.5000,2177.3400,2177.3400,2177.3400,1,1,2026-08-24T00:00:00.000
1583,20260708,20260630,54,124,280,141,485,16,4,FPPV001583,FPPV001583,108.2000,2178.7100,2178.7100,2178.7100,1,1,2026-08-24T00:00:00.000
1584,20260604,20260814,412,256,231,108,445,6,4,FPPV001584,FPPV001584,108.9000,2180.0800,2180.0800,2180.0800,1,1,2026-08-24T00:00:00.000
1585,20260618,20260802,395,66,62,392,479,16,3,FPPV001585,FPPV001585,109.6000,2181.4500,2181.4500,2181.4500,1,1,2026-08-24T00:00:00.000
1586,20260822,20260611,453,15,174,15,391,4,5,FPPV001586,FPPV001586,110.3000,2182.8200,2182.8200,2182.8200,1,1,2026-08-24T00:00:00.000
1587,20260610,20260701,102,336,227,275,120,3,4,FPPV001587,FPPV001587,111.0000,2184.1900,2184.1900,2184.1900,1,1,2026-08-24T00:00:00.000
1588,20260722,20260718,433,232,1,490,27,6,3,FPPV001588,FPPV001588,111.7000,2185.5600,2185.5600,2185.5600,1,1,2026-08-24T00:00:00.000
1589,20260607,20260815,497,184,203,20,384,18,2,FPPV001589,FPPV001589,112.4000,2186.9300,2186.9300,2186.9300,1,1,2026-08-24T00:00:00.000
1590,20260706,20260618,339,258,435,267,117,5,5,FPPV001590,FPPV001590,113.1000,2188.3000,2188.3000,2188.3000,1,1,2026-08-24T00:00:00.000
1591,20260731,20260608,72,184,239,137,379,6,2,FPPV001591,FPPV001591,113.8000,2189.6700,2189.6700,2189.6700,1,1,2026-08-24T00:00:00.000
1592,20260527,20260608,18,292,91,456,378,5,1,FPPV001592,FPPV001592,114.5000,2191.0400,2191.0400,2191.0400,1,1,2026-08-24T00:00:00.000
1593,20260730,20260711,432,267,304,147,67,12,2,FPPV001593,FPPV001593,115.2000,2192.4100,2192.4100,2192.4100,1,1,2026-08-24T00:00:00.000
1594,20260811,20260812,314,30,338,82,431,2,2,FPPV001594,FPPV001594,115.9000,2193.7800,2193.7800,2193.7800,1,1,2026-08-24T00:00:00.000
1595,20260608,20260803,435,129,122,247,74,8,4,FPPV001595,FPPV001595,116.6000,2195.1500,2195.1500,2195.1500,1,1,2026-08-24T00:00:00.000
1596,20260813,20260601,226,264,440,141,62,4,1,FPPV001596,FPPV001596,117.3000,2196.5200,2196.5200,2196.5200,1,1,2026-08-24T00:00:00.000
1597,20260601,20260814,499,44,53,107,220,19,3,FPPV001597,FPPV001597,118.0000,2197.8900,2197.8900,2197.8900,1,1,2026-08-24T00:00:00.000
1598,20260702,20260816,214,276,269,-1,432,5,3,FPPV001598,FPPV001598,118.7000,2199.2600,2199.2600,2199.2600,1,1,2026-08-24T00:00:00.000
1599,20260724,20260618,316,15,99,110,481,9,1,FPPV001599,FPPV001599,119.4000,2200.6300,2200.6300,2200.6300,1,1,2026-08-24T00:00:00.000
1600,20260528,20260701,307,321,176,117,294,20,4,FPPV001600,FPPV001600,120.1000,2202.0000,2202.0000,2202.0000,1,1,2026-08-24T00:00:00.000
1601,20260813,20260822,437,278,401,197,360,20,1,FPPV001601,FPPV001601,120.8000,2203.3700,2203.3700,2203.3700,1,1,2026-08-24T00:00:00.000
1602,20260808,20260625,224,259,69,92,496,15,3,FPPV001602,FPPV001602,121.5000,2204.7400,2204.7400,2204.7400,1,1,2026-08-24T00:00:00.000
1603,20260625,20260703,208,93,422,150,415,9,3,FPPV001603,FPPV001603,122.2000,2206.1100,2206.1100,2206.1100,1,1,2026-08-24T00:00:00.000
1604,20260817,20260722,75,192,499,484,93,17,4,FPPV001604,FPPV001604,122.9000,2207.4800,2207.4800,2207.4800,1,1,2026-08-24T00:00:00.000
1605,20260614,20260816,93,190,279,275,460,13,2,FPPV001605,FPPV001605,123.6000,2208.8500,2208.8500,2208.8500,1,1,2026-08-24T00:00:00.000
1606,20260816,20260717,329,77,167,313,57,18,2,FPPV001606,FPPV001606,124.3000,2210.2200,2210.2200,2210.2200,1,1,2026-08-24T00:00:00.000
1607,20260707,20260620,365,55,165,67,2,10,5,FPPV001607,FPPV001607,125.0000,2211.5900,2211.5900,2211.5900,1,1,2026-08-24T00:00:00.000
1608,20260528,20260530,306,298,83,15,99,3,3,FPPV001608,FPPV001608,125.7000,2212.9600,2212.9600,2212.9600,1,1,2026-08-24T00:00:00.000
1609,20260702,20260805,78,334,218,158,220,9,3,FPPV001609,FPPV001609,126.4000,2214.3300,2214.3300,2214.3300,1,1,2026-08-24T00:00:00.000
1610,20260603,20260712,365,273,363,48,264,6,4,FPPV001610,FPPV001610,127.1000,2215.7000,2215.7000,2215.7000,1,1,2026-08-24T00:00:00.000
1611,20260814,20260718,16,306,191,494,414,12,4,FPPV001611,FPPV001611,127.8000,2217.0700,2217.0700,2217.0700,1,1,2026-08-24T00:00:00.000
1612,20260629,20260709,258,55,210,420,191,13,3,FPPV001612,FPPV001612,128.5000,2218.4400,2218.4400,2218.4400,1,1,2026-08-24T00:00:00.000
1613,20260619,20260624,405,11,491,257,35,19,4,FPPV001613,FPPV001613,129.2000,2219.8100,2219.8100,2219.8100,1,1,2026-08-24T00:00:00.000
1614,20260803,20260820,400,223,230,436,463,5,2,FPPV001614,FPPV001614,129.9000,2221.1800,2221.1800,2221.1800,1,1,2026-08-24T00:00:00.000
1615,20260811,20260819,403,161,429,-1,122,7,1,FPPV001615,FPPV001615,130.6000,2222.5500,2222.5500,2222.5500,1,1,2026-08-24T00:00:00.000
1616,20260707,20260815,30,168,337,413,62,10,2,FPPV001616,FPPV001616,131.3000,2223.9200,2223.9200,2223.9200,1,1,2026-08-24T00:00:00.000
1617,20260810,20260708,421,57,179,422,431,5,1,FPPV001617,FPPV001617,132.0000,2225.2900,2225.2900,2225.2900,1,1,2026-08-24T00:00:00.000
1618,20260804,20260713,193,309,275,404,108,20,5,FPPV001618,FPPV001618,132.7000,2226.6600,2226.6600,2226.6600,1,1,2026-08-24T00:00:00.000
1619,20260821,20260727,269,300,170,240,30,9,4,FPPV001619,FPPV001619,133.4000,2228.0300,2228.0300,2228.0300,1,1,2026-08-24T00:00:00.000
1620,20260815,20260803,464,139,305,303,69,9,5,FPPV001620,FPPV001620,134.1000,2229.4000,2229.4000,2229.4000,1,1,2026-08-24T00:00:00.000
1621,20260802,20260711,306,144,25,51,242,13,1,FPPV001621,FPPV001621,134.8000,2230.7700,2230.7700,2230.7700,1,1,2026-08-24T00:00:00.000
1622,20260708,20260823,485,191,263,60,47,9,2,FPPV001622,FPPV001622,135.5000,2232.1400,2232.1400,2232.1400,1,1,2026-08-24T00:00:00.000
1623,20260627,20260728,280,215,88,195,206,1,4,FPPV001623,FPPV001623,136.2000,2233.5100,2233.5100,2233.5100,1,1,2026-08-24T00:00:00.000
1624,20260606,20260605,150,56,130,247,467,7,3,FPPV001624,FPPV001624,136.9000,2234.8800,2234.8800,2234.8800,1,1,2026-08-24T00:00:00.000
1625,20260608,20260729,313,21,307,16,352,19,3,FPPV001625,FPPV001625,137.6000,2236.2500,2236.2500,2236.2500,1,1,2026-08-24T00:00:00.000
1626,20260719,20260809,144,268,269,159,7,9,1,FPPV001626,FPPV001626,138.3000,2237.6200,2237.6200,2237.6200,1,1,2026-08-24T00:00:00.000
1627,20260810,20260625,152,283,91,128,107,20,3,FPPV001627,FPPV001627,139.0000,2238.9900,2238.9900,2238.9900,1,1,2026-08-24T00:00:00.000
1628,20260805,20260527,74,59,195,65,318,13,5,FPPV001628,FPPV001628,139.7000,2240.3600,2240.3600,2240.3600,1,1,2026-08-24T00:00:00.000
1629,20260715,20260705,246,248,409,315,280,16,1,FPPV001629,FPPV001629,140.4000,2241.7300,2241.7300,2241.7300,1,1,2026-08-24T00:00:00.000
1630,20260609,20260708,332,114,150,77,165,8,5,FPPV001630,FPPV001630,141.1000,2243.1000,2243.1000,2243.1000,1,1,2026-08-24T00:00:00.000
1631,20260729,20260624,394,333,416,350,270,8,1,FPPV001631,FPPV001631,141.8000,2244.4700,2244.4700,2244.4700,1,1,2026-08-24T00:00:00.000
1632,20260529,20260806,49,195,497,-1,322,15,1,FPPV001632,FPPV001632,142.5000,2245.8400,2245.8400,2245.8400,1,1,2026-08-24T00:00:00.000
1633,20260627,20260711,28,176,238,159,213,13,3,FPPV001633,FPPV001633,143.2000,2247.2100,2247.2100,2247.2100,1,1,2026-08-24T00:00:00.000
1634,20260721,20260619,241,232,329,179,90,20,4,FPPV001634,FPPV001634,143.9000,2248.5800,2248.5800,2248.5800,1,1,2026-08-24T00:00:00.000
1635,20260706,20260614,73,139,180,238,231,14,5,FPPV001635,FPPV001635,144.6000,2249.9500,2249.9500,2249.9500,1,1,2026-08-24T00:00:00.000
1636,20260730,20260706,9,334,291,41,34,1,5,FPPV001636,FPPV001636,145.3000,2251.3200,2251.3200,2251.3200,1,1,2026-08-24T00:00:00.000
1637,20260821,20260603,229,21,86,191,137,2,2,FPPV001637,FPPV001637,146.0000,2252.6900,2252.6900,2252.6900,1,1,2026-08-24T00:00:00.000
1638,20260822,20260621,56,196,317,232,87,4,4,FPPV001638,FPPV001638,146.7000,2254.0600,2254.0600,2254.0600,1,1,2026-08-24T00:00:00.000
1639,20260713,20260805,236,16,425,92,400,13,5,FPPV001639,FPPV001639,147.4000,2255.4300,2255.4300,2255.4300,1,1,2026-08-24T00:00:00.000
1640,20260724,20260808,404,133,214,322,349,2,4,FPPV001640,FPPV001640,148.1000,2256.8000,2256.8000,2256.8000,1,1,2026-08-24T00:00:00.000
1641,20260808,20260628,98,181,261,455,242,5,5,FPPV001641,FPPV001641,148.8000,2258.1700,2258.1700,2258.1700,1,1,2026-08-24T00:00:00.000
1642,20260706,20260604,312,156,447,368,303,15,5,FPPV001642,FPPV001642,149.5000,2259.5400,2259.5400,2259.5400,1,1,2026-08-24T00:00:00.000
1643,20260804,20260529,33,116,281,147,277,1,1,FPPV001643,FPPV001643,150.2000,2260.9100,2260.9100,2260.9100,1,1,2026-08-24T00:00:00.000
1644,20260629,20260704,470,62,422,121,175,9,4,FPPV001644,FPPV001644,150.9000,2262.2800,2262.2800,2262.2800,1,1,2026-08-24T00:00:00.000
1645,20260604,20260618,495,282,395,427,435,20,3,FPPV001645,FPPV001645,151.6000,2263.6500,2263.6500,2263.6500,1,1,2026-08-24T00:00:00.000
1646,20260817,20260731,25,62,499,210,81,14,2,FPPV001646,FPPV001646,152.3000,2265.0200,2265.0200,2265.0200,1,1,2026-08-24T00:00:00.000
1647,20260821,20260602,95,338,160,135,113,15,3,FPPV001647,FPPV001647,153.0000,2266.3900,2266.3900,2266.3900,1,1,2026-08-24T00:00:00.000
1648,20260812,20260712,19,260,139,451,377,18,4,FPPV001648,FPPV001648,153.7000,2267.7600,2267.7600,2267.7600,1,1,2026-08-24T00:00:00.000
1649,20260704,20260728,457,22,332,-1,4,17,2,FPPV001649,FPPV001649,154.4000,2269.1300,2269.1300,2269.1300,1,1,2026-08-24T00:00:00.000
1650,20260731,20260806,6,184,209,202,4,7,4,FPPV001650,FPPV001650,155.1000,2270.5000,2270.5000,2270.5000,1,1,2026-08-24T00:00:00.000
1651,20260820,20260616,254,82,151,284,122,5,5,FPPV001651,FPPV001651,155.8000,2271.8700,2271.8700,2271.8700,1,1,2026-08-24T00:00:00.000
1652,20260605,20260613,364,92,216,415,346,12,5,FPPV001652,FPPV001652,156.5000,2273.2400,2273.2400,2273.2400,1,1,2026-08-24T00:00:00.000
1653,20260628,20260815,98,97,90,130,471,5,3,FPPV001653,FPPV001653,157.2000,2274.6100,2274.6100,2274.6100,1,1,2026-08-24T00:00:00.000
1654,20260722,20260720,471,318,328,308,242,3,2,FPPV001654,FPPV001654,157.9000,2275.9800,2275.9800,2275.9800,1,1,2026-08-24T00:00:00.000
1655,20260712,20260729,41,108,212,293,458,13,4,FPPV001655,FPPV001655,158.6000,2277.3500,2277.3500,2277.3500,1,1,2026-08-24T00:00:00.000
1656,20260824,20260726,293,182,414,258,87,19,5,FPPV001656,FPPV001656,159.3000,2278.7200,2278.7200,2278.7200,1,1,2026-08-24T00:00:00.000
1657,20260725,20260814,49,87,159,449,15,12,5,FPPV001657,FPPV001657,160.0000,2280.0900,2280.0900,2280.0900,1,1,2026-08-24T00:00:00.000
1658,20260813,20260622,112,127,478,196,79,2,5,FPPV001658,FPPV001658,160.7000,2281.4600,2281.4600,2281.4600,1,1,2026-08-24T00:00:00.000
1659,20260712,20260619,71,87,295,433,500,12,1,FPPV001659,FPPV001659,161.4000,2282.8300,2282.8300,2282.8300,1,1,2026-08-24T00:00:00.000
1660,20260607,20260725,378,58,445,3,220,2,2,FPPV001660,FPPV001660,162.1000,2284.2000,2284.2000,2284.2000,1,1,2026-08-24T00:00:00.000
1661,20260818,20260720,458,231,305,27,61,16,3,FPPV001661,FPPV001661,162.8000,2285.5700,2285.5700,2285.5700,1,1,2026-08-24T00:00:00.000
1662,20260811,20260812,47,237,223,366,139,8,5,FPPV001662,FPPV001662,163.5000,2286.9400,2286.9400,2286.9400,1,1,2026-08-24T00:00:00.000
1663,20260708,20260603,40,256,92,277,396,2,4,FPPV001663,FPPV001663,164.2000,2288.3100,2288.3100,2288.3100,1,1,2026-08-24T00:00:00.000
1664,20260818,20260722,79,211,444,495,174,15,3,FPPV001664,FPPV001664,164.9000,2289.6800,2289.6800,2289.6800,1,1,2026-08-24T00:00:00.000
1665,20260528,20260815,139,161,374,482,333,9,2,FPPV001665,FPPV001665,165.6000,2291.0500,2291.0500,2291.0500,1,1,2026-08-24T00:00:00.000
1666,20260722,20260620,39,307,363,-1,170,11,5,FPPV001666,FPPV001666,166.3000,2292.4200,2292.4200,2292.4200,1,1,2026-08-24T00:00:00.000
1667,20260615,20260811,411,15,338,297,62,2,4,FPPV001667,FPPV001667,167.0000,2293.7900,2293.7900,2293.7900,1,1,2026-08-24T00:00:00.000
1668,20260807,20260706,146,300,412,103,100,12,1,FPPV001668,FPPV001668,167.7000,2295.1600,2295.1600,2295.1600,1,1,2026-08-24T00:00:00.000
1669,20260714,20260712,389,170,340,459,498,12,5,FPPV001669,FPPV001669,168.4000,2296.5300,2296.5300,2296.5300,1,1,2026-08-24T00:00:00.000
1670,20260701,20260615,297,87,5,245,98,18,5,FPPV001670,FPPV001670,169.1000,2297.9000,2297.9000,2297.9000,1,1,2026-08-24T00:00:00.000
1671,20260601,20260628,306,221,69,199,216,13,3,FPPV001671,FPPV001671,169.8000,2299.2700,2299.2700,2299.2700,1,1,2026-08-24T00:00:00.000
1672,20260709,20260823,252,258,404,159,453,9,5,FPPV001672,FPPV001672,170.5000,2300.6400,2300.6400,2300.6400,1,1,2026-08-24T00:00:00.000
1673,20260624,20260715,470,120,266,146,469,10,5,FPPV001673,FPPV001673,171.2000,2302.0100,2302.0100,2302.0100,1,1,2026-08-24T00:00:00.000
1674,20260628,20260718,334,306,75,29,5,8,3,FPPV001674,FPPV001674,171.9000,2303.3800,2303.3800,2303.3800,1,1,2026-08-24T00:00:00.000
1675,20260617,20260803,231,280,47,53,95,13,3,FPPV001675,FPPV001675,172.6000,2304.7500,2304.7500,2304.7500,1,1,2026-08-24T00:00:00.000
1676,20260621,20260531,469,64,87,441,162,10,2,FPPV001676,FPPV001676,173.3000,2306.1200,2306.1200,2306.1200,1,1,2026-08-24T00:00:00.000
1677,20260626,20260813,344,333,80,63,165,15,2,FPPV001677,FPPV001677,174.0000,2307.4900,2307.4900,2307.4900,1,1,2026-08-24T00:00:00.000
1678,20260806,20260727,106,217,463,470,443,16,5,FPPV001678,FPPV001678,174.7000,2308.8600,2308.8600,2308.8600,1,1,2026-08-24T00:00:00.000
1679,20260709,20260809,449,19,458,7,367,6,2,FPPV001679,FPPV001679,175.4000,2310.2300,2310.2300,2310.2300,1,1,2026-08-24T00:00:00.000
1680,20260626,20260617,53,141,80,344,396,6,4,FPPV001680,FPPV001680,176.1000,2311.6000,2311.6000,2311.6000,1,1,2026-08-24T00:00:00.000
1681,20260612,20260625,204,55,441,248,346,13,2,FPPV001681,FPPV001681,176.8000,2312.9700,2312.9700,2312.9700,1,1,2026-08-24T00:00:00.000
1682,20260610,20260824,401,125,151,304,422,10,3,FPPV001682,FPPV001682,177.5000,2314.3400,2314.3400,2314.3400,1,1,2026-08-24T00:00:00.000
1683,20260529,20260607,369,111,246,-1,289,10,4,FPPV001683,FPPV001683,178.2000,2315.7100,2315.7100,2315.7100,1,1,2026-08-24T00:00:00.000
1684,20260709,20260805,416,148,231,144,142,19,3,FPPV001684,FPPV001684,178.9000,2317.0800,2317.0800,2317.0800,1,1,2026-08-24T00:00:00.000
1685,20260702,20260725,38,88,477,59,169,15,2,FPPV001685,FPPV001685,179.6000,2318.4500,2318.4500,2318.4500,1,1,2026-08-24T00:00:00.000
1686,20260823,20260816,401,111,152,320,195,12,5,FPPV001686,FPPV001686,180.3000,2319.8200,2319.8200,2319.8200,1,1,2026-08-24T00:00:00.000
1687,20260729,20260806,294,12,117,105,25,19,4,FPPV001687,FPPV001687,181.0000,2321.1900,2321.1900,2321.1900,1,1,2026-08-24T00:00:00.000
1688,20260807,20260818,272,228,401,417,87,6,5,FPPV001688,FPPV001688,181.7000,2322.5600,2322.5600,2322.5600,1,1,2026-08-24T00:00:00.000
1689,20260713,20260731,208,68,120,429,101,19,4,FPPV001689,FPPV001689,182.4000,2323.9300,2323.9300,2323.9300,1,1,2026-08-24T00:00:00.000
1690,20260730,20260616,10,186,276,413,196,8,1,FPPV001690,FPPV001690,183.1000,2325.3000,2325.3000,2325.3000,1,1,2026-08-24T00:00:00.000
1691,20260729,20260608,238,165,230,69,52,8,1,FPPV001691,FPPV001691,183.8000,2326.6700,2326.6700,2326.6700,1,1,2026-08-24T00:00:00.000
1692,20260607,20260609,269,238,268,408,274,2,1,FPPV001692,FPPV001692,184.5000,2328.0400,2328.0400,2328.0400,1,1,2026-08-24T00:00:00.000
1693,20260708,20260704,121,25,412,428,348,8,5,FPPV001693,FPPV001693,185.2000,2329.4100,2329.4100,2329.4100,1,1,2026-08-24T00:00:00.000
1694,20260812,20260610,67,287,135,328,422,13,2,FPPV001694,FPPV001694,185.9000,2330.7800,2330.7800,2330.7800,1,1,2026-08-24T00:00:00.000
1695,20260603,20260622,387,58,82,208,463,9,2,FPPV001695,FPPV001695,186.6000,2332.1500,2332.1500,2332.1500,1,1,2026-08-24T00:00:00.000
1696,20260608,20260613,266,236,269,272,37,2,4,FPPV001696,FPPV001696,187.3000,2333.5200,2333.5200,2333.5200,1,1,2026-08-24T00:00:00.000
1697,20260527,20260702,284,83,8,270,468,6,4,FPPV001697,FPPV001697,188.0000,2334.8900,2334.8900,2334.8900,1,1,2026-08-24T00:00:00.000
1698,20260527,20260703,334,303,256,399,469,11,5,FPPV001698,FPPV001698,188.7000,2336.2600,2336.2600,2336.2600,1,1,2026-08-24T00:00:00.000
1699,20260816,20260823,178,348,488,242,352,20,5,FPPV001699,FPPV001699,189.4000,2337.6300,2337.6300,2337.6300,1,1,2026-08-24T00:00:00.000
1700,20260629,20260711,322,116,304,-1,321,11,3,FPPV001700,FPPV001700,190.1000,2339.0000,2339.0000,2339.0000,1,1,2026-08-24T00:00:00.000
1701,20260811,20260705,396,301,210,196,110,14,4,FPPV001701,FPPV001701,190.8000,2340.3700,2340.3700,2340.3700,1,1,2026-08-24T00:00:00.000
1702,20260624,20260710,238,106,165,319,200,7,1,FPPV001702,FPPV001702,191.5000,2341.7400,2341.7400,2341.7400,1,1,2026-08-24T00:00:00.000
1703,20260817,20260824,149,258,435,480,392,8,2,FPPV001703,FPPV001703,192.2000,2343.1100,2343.1100,2343.1100,1,1,2026-08-24T00:00:00.000
1704,20260609,20260530,71,162,175,488,81,1,5,FPPV001704,FPPV001704,192.9000,2344.4800,2344.4800,2344.4800,1,1,2026-08-24T00:00:00.000
1705,20260807,20260714,149,350,183,39,364,16,5,FPPV001705,FPPV001705,193.6000,2345.8500,2345.8500,2345.8500,1,1,2026-08-24T00:00:00.000
1706,20260629,20260622,380,291,9,360,237,12,5,FPPV001706,FPPV001706,194.3000,2347.2200,2347.2200,2347.2200,1,1,2026-08-24T00:00:00.000
1707,20260618,20260705,488,139,35,303,253,14,3,FPPV001707,FPPV001707,195.0000,2348.5900,2348.5900,2348.5900,1,1,2026-08-24T00:00:00.000
1708,20260614,20260620,235,53,202,171,381,8,2,FPPV001708,FPPV001708,195.7000,2349.9600,2349.9600,2349.9600,1,1,2026-08-24T00:00:00.000
1709,20260731,20260801,225,333,169,167,438,1,3,FPPV001709,FPPV001709,196.4000,2351.3300,2351.3300,2351.3300,1,1,2026-08-24T00:00:00.000
1710,20260729,20260817,296,305,168,296,400,19,2,FPPV001710,FPPV001710,197.1000,2352.7000,2352.7000,2352.7000,1,1,2026-08-24T00:00:00.000
1711,20260626,20260703,89,34,127,414,178,8,1,FPPV001711,FPPV001711,197.8000,2354.0700,2354.0700,2354.0700,1,1,2026-08-24T00:00:00.000
1712,20260707,20260613,488,285,177,446,394,3,5,FPPV001712,FPPV001712,198.5000,2355.4400,2355.4400,2355.4400,1,1,2026-08-24T00:00:00.000
1713,20260810,20260822,374,348,17,459,263,10,4,FPPV001713,FPPV001713,199.2000,2356.8100,2356.8100,2356.8100,1,1,2026-08-24T00:00:00.000
1714,20260817,20260709,167,19,52,180,182,6,3,FPPV001714,FPPV001714,199.9000,2358.1800,2358.1800,2358.1800,1,1,2026-08-24T00:00:00.000
1715,20260718,20260607,383,75,464,45,145,2,4,FPPV001715,FPPV001715,200.6000,2359.5500,2359.5500,2359.5500,1,1,2026-08-24T00:00:00.000
1716,20260702,20260611,263,112,244,27,188,20,1,FPPV001716,FPPV001716,201.3000,2360.9200,2360.9200,2360.9200,1,1,2026-08-24T00:00:00.000
1717,20260625,20260824,401,345,213,-1,171,10,2,FPPV001717,FPPV001717,202.0000,2362.2900,2362.2900,2362.2900,1,1,2026-08-24T00:00:00.000
1718,20260609,20260622,195,259,423,150,95,18,2,FPPV001718,FPPV001718,202.7000,2363.6600,2363.6600,2363.6600,1,1,2026-08-24T00:00:00.000
1719,20260614,20260816,352,138,24,114,120,9,2,FPPV001719,FPPV001719,203.4000,2365.0300,2365.0300,2365.0300,1,1,2026-08-24T00:00:00.000
