PurchaseInvoiceMatchKey,InvoiceDateKey,MatchDateKey,PostingDateKey,PurchaseOrderLineKey,SupplierKey,ProductKey,CostCenterKey,PurchaseInvoiceMatchStatusKey,CurrencyKey,SupplierInvoiceNumber,SupplierInvoiceLineNumber,InvoiceQuantity,InvoiceAmount,QuantityVariance,PriceVarianceAmount,SourceSystemKey,BatchId,LoadedAtUtc
2028,20260801,20260704,20260618,446,104,199,493,2,1,PIM002028,2028,419.7000,2788.3600,419.7000,2788.3600,1,1,2026-08-24T00:00:00.000
2029,20260604,20260703,20260802,469,241,212,238,8,3,PIM002029,2029,420.4000,2789.7300,420.4000,2789.7300,1,1,2026-08-24T00:00:00.000
2030,20260624,20260707,20260614,149,291,449,235,6,4,PIM002030,2030,421.1000,2791.1000,421.1000,2791.1000,1,1,2026-08-24T00:00:00.000
2031,20260602,20260619,20260721,414,220,145,224,6,2,PIM002031,2031,421.8000,2792.4700,421.8000,2792.4700,1,1,2026-08-24T00:00:00.000
2032,20260607,20260720,20260818,475,30,324,88,5,5,PIM002032,2032,422.5000,2793.8400,422.5000,2793.8400,1,1,2026-08-24T00:00:00.000
2033,20260708,20260615,20260527,400,375,188,65,4,2,PIM002033,2033,423.2000,2795.2100,423.2000,2795.2100,1,1,2026-08-24T00:00:00.000
2034,20260715,20260806,20260805,475,5,311,334,8,1,PIM002034,2034,423.9000,2796.5800,423.9000,2796.5800,1,1,2026-08-24T00:00:00.000
2035,20260808,20260807,20260710,48,238,430,341,7,1,PIM002035,2035,424.6000,2797.9500,424.6000,2797.9500,1,1,2026-08-24T00:00:00.000
2036,20260601,20260629,20260728,276,499,105,90,1,3,PIM002036,2036,425.3000,2799.3200,425.3000,2799.3200,1,1,2026-08-24T00:00:00.000
2037,20260604,20260817,20260614,403,376,30,447,4,5,PIM002037,2037,426.0000,2800.6900,426.0000,2800.6900,1,1,2026-08-24T00:00:00.000
2038,20260609,20260611,20260820,183,467,291,93,6,3,PIM002038,2038,426.7000,2802.0600,426.7000,2802.0600,1,1,2026-08-24T00:00:00.000
2039,20260714,20260706,20260711,435,334,53,452,9,1,PIM002039,2039,427.4000,2803.4300,427.4000,2803.4300,1,1,2026-08-24T00:00:00.000
2040,20260722,20260625,20260617,493,32,-1,-1,9,4,PIM002040,2040,428.1000,2804.8000,428.1000,2804.8000,1,1,2026-08-24T00:00:00.000
2041,20260608,20260801,20260603,298,417,429,266,3,1,PIM002041,2041,428.8000,2806.1700,428.8000,2806.1700,1,1,2026-08-24T00:00:00.000
2042,20260628,20260812,20260529,464,289,376,437,8,2,PIM002042,2042,429.5000,2807.5400,429.5000,2807.5400,1,1,2026-08-24T00:00:00.000
2043,20260603,20260623,20260810,385,471,149,372,1,5,PIM002043,2043,430.2000,2808.9100,430.2000,2808.9100,1,1,2026-08-24T00:00:00.000
2044,20260701,20260801,20260818,358,304,134,258,9,2,PIM002044,2044,430.9000,2810.2800,430.9000,2810.2800,1,1,2026-08-24T00:00:00.000
2045,20260531,20260626,20260709,478,387,296,472,3,2,PIM002045,2045,431.6000,2811.6500,431.6000,2811.6500,1,1,2026-08-24T00:00:00.000
2046,20260817,20260813,20260812,89,158,27,440,1,1,PIM002046,2046,432.3000,2813.0200,432.3000,2813.0200,1,1,2026-08-24T00:00:00.000
2047,20260824,20260620,20260710,435,120,132,202,2,1,PIM002047,2047,433.0000,2814.3900,433.0000,2814.3900,1,1,2026-08-24T00:00:00.000
2048,20260615,20260810,20260531,279,191,386,210,7,4,PIM002048,2048,433.7000,2815.7600,433.7000,2815.7600,1,1,2026-08-24T00:00:00.000
2049,20260728,20260814,20260824,275,269,110,452,5,5,PIM002049,2049,434.4000,2817.1300,434.4000,2817.1300,1,1,2026-08-24T00:00:00.000
2050,20260619,20260609,20260810,250,186,329,341,9,1,PIM002050,2050,435.1000,2818.5000,435.1000,2818.5000,1,1,2026-08-24T00:00:00.000
2051,20260606,20260528,20260731,414,471,321,268,5,1,PIM002051,2051,435.8000,2819.8700,435.8000,2819.8700,1,1,2026-08-24T00:00:00.000
2052,20260701,20260803,20260708,477,488,316,148,4,3,PIM002052,2052,436.5000,2821.2400,436.5000,2821.2400,1,1,2026-08-24T00:00:00.000
2053,20260608,20260530,20260728,164,113,242,35,7,3,PIM002053,2053,437.2000,2822.6100,437.2000,2822.6100,1,1,2026-08-24T00:00:00.000
2054,20260801,20260706,20260821,498,491,310,45,5,1,PIM002054,2054,437.9000,2823.9800,437.9000,2823.9800,1,1,2026-08-24T00:00:00.000
2055,20260703,20260719,20260807,123,304,348,300,8,3,PIM002055,2055,438.6000,2825.3500,438.6000,2825.3500,1,1,2026-08-24T00:00:00.000
2056,20260704,20260622,20260530,302,268,354,261,6,1,PIM002056,2056,439.3000,2826.7200,439.3000,2826.7200,1,1,2026-08-24T00:00:00.000
2057,20260824,20260706,20260608,326,61,-1,-1,2,4,PIM002057,2057,440.0000,2828.0900,440.0000,2828.0900,1,1,2026-08-24T00:00:00.000
2058,20260625,20260621,20260605,250,228,170,465,9,4,PIM002058,2058,440.7000,2829.4600,440.7000,2829.4600,1,1,2026-08-24T00:00:00.000
2059,20260809,20260711,20260708,211,453,51,345,6,2,PIM002059,2059,441.4000,2830.8300,441.4000,2830.8300,1,1,2026-08-24T00:00:00.000
2060,20260704,20260821,20260605,104,401,339,15,3,3,PIM002060,2060,442.1000,2832.2000,442.1000,2832.2000,1,1,2026-08-24T00:00:00.000
2061,20260611,20260727,20260701,500,289,390,315,2,5,PIM002061,2061,442.8000,2833.5700,442.8000,2833.5700,1,1,2026-08-24T00:00:00.000
2062,20260712,20260616,20260605,204,244,419,21,4,3,PIM002062,2062,443.5000,2834.9400,443.5000,2834.9400,1,1,2026-08-24T00:00:00.000
2063,20260722,20260821,20260630,405,144,262,243,4,1,PIM002063,2063,444.2000,2836.3100,444.2000,2836.3100,1,1,2026-08-24T00:00:00.000
2064,20260612,20260809,20260620,347,386,461,270,2,2,PIM002064,2064,444.9000,2837.6800,444.9000,2837.6800,1,1,2026-08-24T00:00:00.000
2065,20260608,20260721,20260620,466,52,335,328,4,5,PIM002065,2065,445.6000,2839.0500,445.6000,2839.0500,1,1,2026-08-24T00:00:00.000
2066,20260711,20260724,20260815,122,283,283,95,4,2,PIM002066,2066,446.3000,2840.4200,446.3000,2840.4200,1,1,2026-08-24T00:00:00.000
2067,20260606,20260823,20260708,200,71,347,435,4,4,PIM002067,2067,447.0000,2841.7900,447.0000,2841.7900,1,1,2026-08-24T00:00:00.000
2068,20260815,20260720,20260804,107,431,144,480,2,4,PIM002068,2068,447.7000,2843.1600,447.7000,2843.1600,1,1,2026-08-24T00:00:00.000
2069,20260812,20260527,20260817,415,254,277,377,7,5,PIM002069,2069,448.4000,2844.5300,448.4000,2844.5300,1,1,2026-08-24T00:00:00.000
2070,20260530,20260803,20260807,377,305,54,283,8,5,PIM002070,2070,449.1000,2845.9000,449.1000,2845.9000,1,1,2026-08-24T00:00:00.000
2071,20260824,20260823,20260804,414,385,51,282,1,3,PIM002071,2071,449.8000,2847.2700,449.8000,2847.2700,1,1,2026-08-24T00:00:00.000
2072,20260607,20260618,20260623,246,340,333,2,5,5,PIM002072,2072,450.5000,2848.6400,450.5000,2848.6400,1,1,2026-08-24T00:00:00.000
2073,20260729,20260621,20260713,74,307,184,272,7,4,PIM002073,2073,451.2000,2850.0100,451.2000,2850.0100,1,1,2026-08-24T00:00:00.000
2074,20260806,20260530,20260824,114,67,-1,-1,2,5,PIM002074,2074,451.9000,2851.3800,451.9000,2851.3800,1,1,2026-08-24T00:00:00.000
2075,20260725,20260710,20260626,125,217,324,252,6,2,PIM002075,2075,452.6000,2852.7500,452.6000,2852.7500,1,1,2026-08-24T00:00:00.000
2076,20260823,20260602,20260708,123,382,116,271,2,2,PIM002076,2076,453.3000,2854.1200,453.3000,2854.1200,1,1,2026-08-24T00:00:00.000
2077,20260604,20260811,20260731,395,56,30,203,4,5,PIM002077,2077,454.0000,2855.4900,454.0000,2855.4900,1,1,2026-08-24T00:00:00.000
2078,20260724,20260608,20260721,303,239,154,369,7,2,PIM002078,2078,454.7000,2856.8600,454.7000,2856.8600,1,1,2026-08-24T00:00:00.000
2079,20260710,20260820,20260823,242,269,186,289,4,5,PIM002079,2079,455.4000,2858.2300,455.4000,2858.2300,1,1,2026-08-24T00:00:00.000
2080,20260607,20260702,20260715,154,18,379,227,4,5,PIM002080,2080,456.1000,2859.6000,456.1000,2859.6000,1,1,2026-08-24T00:00:00.000
2081,20260712,20260616,20260705,213,404,478,239,2,1,PIM002081,2081,456.8000,2860.9700,456.8000,2860.9700,1,1,2026-08-24T00:00:00.000
2082,20260529,20260606,20260710,292,115,80,382,6,5,PIM002082,2082,457.5000,2862.3400,457.5000,2862.3400,1,1,2026-08-24T00:00:00.000
2083,20260708,20260802,20260719,16,195,467,132,2,5,PIM002083,2083,458.2000,2863.7100,458.2000,2863.7100,1,1,2026-08-24T00:00:00.000
2084,20260622,20260622,20260718,160,433,365,122,3,4,PIM002084,2084,458.9000,2865.0800,458.9000,2865.0800,1,1,2026-08-24T00:00:00.000
2085,20260626,20260604,20260622,382,307,165,258,7,1,PIM002085,2085,459.6000,2866.4500,459.6000,2866.4500,1,1,2026-08-24T00:00:00.000
2086,20260702,20260608,20260802,172,449,359,42,8,2,PIM002086,2086,460.3000,2867.8200,460.3000,2867.8200,1,1,2026-08-24T00:00:00.000
2087,20260806,20260629,20260725,113,155,418,170,6,5,PIM002087,2087,461.0000,2869.1900,461.0000,2869.1900,1,1,2026-08-24T00:00:00.000
2088,20260725,20260812,20260824,129,94,248,423,3,2,PIM002088,2088,461.7000,2870.5600,461.7000,2870.5600,1,1,2026-08-24T00:00:00.000
2089,20260705,20260716,20260815,78,261,381,155,6,1,PIM002089,2089,462.4000,2871.9300,462.4000,2871.9300,1,1,2026-08-24T00:00:00.000
2090,20260531,20260611,20260528,376,254,334,219,9,5,PIM002090,2090,463.1000,2873.3000,463.1000,2873.3000,1,1,2026-08-24T00:00:00.000
2091,20260618,20260714,20260614,180,18,-1,-1,8,5,PIM002091,2091,463.8000,2874.6700,463.8000,2874.6700,1,1,2026-08-24T00:00:00.000
2092,20260824,20260627,20260824,419,308,346,305,4,3,PIM002092,2092,464.5000,2876.0400,464.5000,2876.0400,1,1,2026-08-24T00:00:00.000
2093,20260814,20260626,20260727,146,66,263,155,1,4,PIM002093,2093,465.2000,2877.4100,465.2000,2877.4100,1,1,2026-08-24T00:00:00.000
2094,20260612,20260723,20260612,265,54,20,421,3,5,PIM002094,2094,465.9000,2878.7800,465.9000,2878.7800,1,1,2026-08-24T00:00:00.000
2095,20260801,20260817,20260610,53,8,370,255,9,4,PIM002095,2095,466.6000,2880.1500,466.6000,2880.1500,1,1,2026-08-24T00:00:00.000
2096,20260719,20260818,20260605,65,107,27,432,7,5,PIM002096,2096,467.3000,2881.5200,467.3000,2881.5200,1,1,2026-08-24T00:00:00.000
2097,20260814,20260530,20260714,442,495,92,132,3,5,PIM002097,2097,468.0000,2882.8900,468.0000,2882.8900,1,1,2026-08-24T00:00:00.000
2098,20260814,20260619,20260703,48,439,207,439,6,1,PIM002098,2098,468.7000,2884.2600,468.7000,2884.2600,1,1,2026-08-24T00:00:00.000
2099,20260621,20260531,20260627,146,470,303,28,3,1,PIM002099,2099,469.4000,2885.6300,469.4000,2885.6300,1,1,2026-08-24T00:00:00.000
2100,20260815,20260628,20260627,383,477,439,329,4,5,PIM002100,2100,470.1000,2887.0000,470.1000,2887.0000,1,1,2026-08-24T00:00:00.000
2101,20260619,20260817,20260531,268,138,213,223,7,1,PIM002101,2101,470.8000,2888.3700,470.8000,2888.3700,1,1,2026-08-24T00:00:00.000
2102,20260729,20260627,20260707,424,127,162,93,9,3,PIM002102,2102,471.5000,2889.7400,471.5000,2889.7400,1,1,2026-08-24T00:00:00.000
2103,20260815,20260824,20260630,56,397,311,212,1,5,PIM002103,2103,472.2000,2891.1100,472.2000,2891.1100,1,1,2026-08-24T00:00:00.000
2104,20260606,20260816,20260711,80,241,125,184,8,5,PIM002104,2104,472.9000,2892.4800,472.9000,2892.4800,1,1,2026-08-24T00:00:00.000
2105,20260710,20260730,20260602,392,408,215,292,7,3,PIM002105,2105,473.6000,2893.8500,473.6000,2893.8500,1,1,2026-08-24T00:00:00.000
2106,20260528,20260712,20260628,13,37,61,41,6,2,PIM002106,2106,474.3000,2895.2200,474.3000,2895.2200,1,1,2026-08-24T00:00:00.000
2107,20260626,20260717,20260817,294,259,406,481,7,2,PIM002107,2107,475.0000,2896.5900,475.0000,2896.5900,1,1,2026-08-24T00:00:00.000
2108,20260706,20260613,20260812,120,318,-1,-1,6,1,PIM002108,2108,475.7000,2897.9600,475.7000,2897.9600,1,1,2026-08-24T00:00:00.000
2109,20260601,20260617,20260707,16,492,69,28,6,1,PIM002109,2109,476.4000,2899.3300,476.4000,2899.3300,1,1,2026-08-24T00:00:00.000
2110,20260718,20260612,20260724,175,495,321,497,3,5,PIM002110,2110,477.1000,2900.7000,477.1000,2900.7000,1,1,2026-08-24T00:00:00.000
2111,20260814,20260822,20260803,31,63,470,243,2,3,PIM002111,2111,477.8000,2902.0700,477.8000,2902.0700,1,1,2026-08-24T00:00:00.000
2112,20260630,20260730,20260725,448,275,331,90,1,3,PIM002112,2112,478.5000,2903.4400,478.5000,2903.4400,1,1,2026-08-24T00:00:00.000
2113,20260608,20260528,20260705,109,241,192,144,7,2,PIM002113,2113,479.2000,2904.8100,479.2000,2904.8100,1,1,2026-08-24T00:00:00.000
2114,20260818,20260819,20260625,175,35,307,479,4,3,PIM002114,2114,479.9000,2906.1800,479.9000,2906.1800,1,1,2026-08-24T00:00:00.000
2115,20260602,20260821,20260605,130,333,240,353,4,1,PIM002115,2115,480.6000,2907.5500,480.6000,2907.5500,1,1,2026-08-24T00:00:00.000
2116,20260801,20260802,20260814,28,304,287,89,3,2,PIM002116,2116,481.3000,2908.9200,481.3000,2908.9200,1,1,2026-08-24T00:00:00.000
2117,20260531,20260815,20260712,136,62,290,53,6,2,PIM002117,2117,482.0000,2910.2900,482.0000,2910.2900,1,1,2026-08-24T00:00:00.000
2118,20260720,20260713,20260709,397,475,170,335,4,3,PIM002118,2118,482.7000,2911.6600,482.7000,2911.6600,1,1,2026-08-24T00:00:00.000
2119,20260620,20260806,20260810,186,217,455,59,9,4,PIM002119,2119,483.4000,2913.0300,483.4000,2913.0300,1,1,2026-08-24T00:00:00.000
2120,20260717,20260816,20260708,458,321,40,183,6,3,PIM002120,2120,484.1000,2914.4000,484.1000,2914.4000,1,1,2026-08-24T00:00:00.000
2121,20260608,20260808,20260820,322,194,456,144,5,1,PIM002121,2121,484.8000,2915.7700,484.8000,2915.7700,1,1,2026-08-24T00:00:00.000
2122,20260609,20260611,20260822,368,236,470,140,9,5,PIM002122,2122,485.5000,2917.1400,485.5000,2917.1400,1,1,2026-08-24T00:00:00.000
2123,20260616,20260808,20260527,463,391,219,33,8,3,PIM002123,2123,486.2000,2918.5100,486.2000,2918.5100,1,1,2026-08-24T00:00:00.000
2124,20260722,20260601,20260602,40,468,405,82,9,1,PIM002124,2124,486.9000,2919.8800,486.9000,2919.8800,1,1,2026-08-24T00:00:00.000
2125,20260721,20260812,20260722,224,149,-1,-1,4,3,PIM002125,2125,487.6000,2921.2500,487.6000,2921.2500,1,1,2026-08-24T00:00:00.000
2126,20260727,20260703,20260604,214,327,470,475,9,3,PIM002126,2126,488.3000,2922.6200,488.3000,2922.6200,1,1,2026-08-24T00:00:00.000
2127,20260705,20260612,20260628,383,446,464,281,3,1,PIM002127,2127,489.0000,2923.9900,489.0000,2923.9900,1,1,2026-08-24T00:00:00.000
2128,20260818,20260709,20260618,272,183,144,127,1,3,PIM002128,2128,489.7000,2925.3600,489.7000,2925.3600,1,1,2026-08-24T00:00:00.000
2129,20260617,20260719,20260819,235,108,307,323,8,3,PIM002129,2129,490.4000,2926.7300,490.4000,2926.7300,1,1,2026-08-24T00:00:00.000
2130,20260721,20260719,20260708,53,311,27,230,7,5,PIM002130,2130,491.1000,2928.1000,491.1000,2928.1000,1,1,2026-08-24T00:00:00.000
2131,20260530,20260627,20260722,238,186,328,483,3,3,PIM002131,2131,491.8000,2929.4700,491.8000,2929.4700,1,1,2026-08-24T00:00:00.000
2132,20260805,20260531,20260704,164,34,147,257,1,3,PIM002132,2132,492.5000,2930.8400,492.5000,2930.8400,1,1,2026-08-24T00:00:00.000
2133,20260730,20260606,20260806,300,109,290,489,2,2,PIM002133,2133,493.2000,2932.2100,493.2000,2932.2100,1,1,2026-08-24T00:00:00.000
2134,20260728,20260530,20260728,222,148,280,50,2,2,PIM002134,2134,493.9000,2933.5800,493.9000,2933.5800,1,1,2026-08-24T00:00:00.000
2135,20260726,20260805,20260817,46,37,205,176,8,1,PIM002135,2135,494.6000,2934.9500,494.6000,2934.9500,1,1,2026-08-24T00:00:00.000
2136,20260722,20260808,20260711,280,231,399,218,2,5,PIM002136,2136,495.3000,2936.3200,495.3000,2936.3200,1,1,2026-08-24T00:00:00.000
2137,20260721,20260629,20260719,497,131,116,69,7,5,PIM002137,2137,496.0000,2937.6900,496.0000,2937.6900,1,1,2026-08-24T00:00:00.000
2138,20260716,20260823,20260626,347,135,497,147,5,2,PIM002138,2138,496.7000,2939.0600,496.7000,2939.0600,1,1,2026-08-24T00:00:00.000
2139,20260620,20260718,20260703,2,108,316,24,7,5,PIM002139,2139,497.4000,2940.4300,497.4000,2940.4300,1,1,2026-08-24T00:00:00.000
2140,20260819,20260815,20260820,306,287,249,388,6,3,PIM002140,2140,498.1000,2941.8000,498.1000,2941.8000,1,1,2026-08-24T00:00:00.000
2141,20260720,20260731,20260715,49,235,274,101,2,4,PIM002141,2141,498.8000,2943.1700,498.8000,2943.1700,1,1,2026-08-24T00:00:00.000
2142,20260604,20260730,20260716,418,83,-1,-1,2,1,PIM002142,2142,499.5000,2944.5400,499.5000,2944.5400,1,1,2026-08-24T00:00:00.000
2143,20260613,20260622,20260531,3,313,56,367,9,4,PIM002143,2143,500.2000,2945.9100,500.2000,2945.9100,1,1,2026-08-24T00:00:00.000
2144,20260729,20260715,20260704,96,89,442,116,8,4,PIM002144,2144,500.9000,2947.2800,500.9000,2947.2800,1,1,2026-08-24T00:00:00.000
2145,20260707,20260706,20260628,417,407,128,319,8,3,PIM002145,2145,501.6000,2948.6500,501.6000,2948.6500,1,1,2026-08-24T00:00:00.000
2146,20260715,20260816,20260821,348,370,314,9,6,5,PIM002146,2146,502.3000,2950.0200,502.3000,2950.0200,1,1,2026-08-24T00:00:00.000
2147,20260819,20260715,20260802,285,80,52,420,4,5,PIM002147,2147,503.0000,2951.3900,503.0000,2951.3900,1,1,2026-08-24T00:00:00.000
2148,20260620,20260814,20260709,49,373,340,436,4,1,PIM002148,2148,503.7000,2952.7600,503.7000,2952.7600,1,1,2026-08-24T00:00:00.000
2149,20260704,20260714,20260810,295,342,347,446,6,4,PIM002149,2149,504.4000,2954.1300,504.4000,2954.1300,1,1,2026-08-24T00:00:00.000
2150,20260609,20260809,20260805,200,439,110,141,3,3,PIM002150,2150,505.1000,2955.5000,505.1000,2955.5000,1,1,2026-08-24T00:00:00.000
2151,20260601,20260608,20260812,281,359,264,96,1,3,PIM002151,2151,505.8000,2956.8700,505.8000,2956.8700,1,1,2026-08-24T00:00:00.000
2152,20260725,20260702,20260818,163,132,419,427,6,5,PIM002152,2152,506.5000,2958.2400,506.5000,2958.2400,1,1,2026-08-24T00:00:00.000
2153,20260630,20260606,20260602,182,494,304,212,7,5,PIM002153,2153,507.2000,2959.6100,507.2000,2959.6100,1,1,2026-08-24T00:00:00.000
2154,20260616,20260709,20260601,196,459,412,339,5,5,PIM002154,2154,507.9000,2960.9800,507.9000,2960.9800,1,1,2026-08-24T00:00:00.000
2155,20260616,20260611,20260814,67,177,384,265,2,3,PIM002155,2155,508.6000,2962.3500,508.6000,2962.3500,1,1,2026-08-24T00:00:00.000
2156,20260707,20260810,20260616,179,455,163,262,2,3,PIM002156,2156,509.3000,2963.7200,509.3000,2963.7200,1,1,2026-08-24T00:00:00.000
2157,20260801,20260724,20260809,317,198,196,331,1,2,PIM002157,2157,510.0000,2965.0900,510.0000,2965.0900,1,1,2026-08-24T00:00:00.000
2158,20260605,20260602,20260529,233,447,423,102,1,5,PIM002158,2158,510.7000,2966.4600,510.7000,2966.4600,1,1,2026-08-24T00:00:00.000
2159,20260808,20260817,20260613,98,444,-1,-1,1,2,PIM002159,2159,511.4000,2967.8300,511.4000,2967.8300,1,1,2026-08-24T00:00:00.000
2160,20260606,20260718,20260725,217,107,269,215,5,3,PIM002160,2160,512.1000,2969.2000,512.1000,2969.2000,1,1,2026-08-24T00:00:00.000
2161,20260528,20260731,20260626,333,284,429,490,8,2,PIM002161,2161,512.8000,2970.5700,512.8000,2970.5700,1,1,2026-08-24T00:00:00.000
2162,20260609,20260609,20260714,426,116,129,311,4,2,PIM002162,2162,513.5000,2971.9400,513.5000,2971.9400,1,1,2026-08-24T00:00:00.000
2163,20260819,20260818,20260719,91,231,421,482,9,4,PIM002163,2163,514.2000,2973.3100,514.2000,2973.3100,1,1,2026-08-24T00:00:00.000
2164,20260726,20260812,20260624,274,460,288,324,7,2,PIM002164,2164,514.9000,2974.6800,514.9000,2974.6800,1,1,2026-08-24T00:00:00.000
2165,20260612,20260606,20260808,154,242,483,49,4,4,PIM002165,2165,515.6000,2976.0500,515.6000,2976.0500,1,1,2026-08-24T00:00:00.000
2166,20260719,20260716,20260712,81,252,129,237,3,5,PIM002166,2166,516.3000,2977.4200,516.3000,2977.4200,1,1,2026-08-24T00:00:00.000
2167,20260720,20260808,20260810,443,450,486,495,1,1,PIM002167,2167,517.0000,2978.7900,517.0000,2978.7900,1,1,2026-08-24T00:00:00.000
2168,20260803,20260717,20260531,216,274,99,403,6,2,PIM002168,2168,517.7000,2980.1600,517.7000,2980.1600,1,1,2026-08-24T00:00:00.000
2169,20260601,20260821,20260528,24,482,165,274,1,2,PIM002169,2169,518.4000,2981.5300,518.4000,2981.5300,1,1,2026-08-24T00:00:00.000
2170,20260816,20260619,20260816,123,450,417,138,2,3,PIM002170,2170,519.1000,2982.9000,519.1000,2982.9000,1,1,2026-08-24T00:00:00.000
2171,20260824,20260609,20260803,121,117,141,408,3,5,PIM002171,2171,519.8000,2984.2700,519.8000,2984.2700,1,1,2026-08-24T00:00:00.000
2172,20260615,20260801,20260729,280,327,216,364,8,3,PIM002172,2172,520.5000,2985.6400,520.5000,2985.6400,1,1,2026-08-24T00:00:00.000
2173,20260819,20260712,20260819,468,234,219,160,1,1,PIM002173,2173,521.2000,2987.0100,521.2000,2987.0100,1,1,2026-08-24T00:00:00.000
2174,20260623,20260630,20260613,326,16,466,34,6,2,PIM002174,2174,521.9000,2988.3800,521.9000,2988.3800,1,1,2026-08-24T00:00:00.000
2175,20260804,20260605,20260811,411,92,402,351,5,5,PIM002175,2175,522.6000,2989.7500,522.6000,2989.7500,1,1,2026-08-24T00:00:00.000
2176,20260716,20260729,20260621,214,158,-1,-1,1,3,PIM002176,2176,523.3000,2991.1200,523.3000,2991.1200,1,1,2026-08-24T00:00:00.000
2177,20260811,20260801,20260622,249,481,208,156,2,2,PIM002177,2177,524.0000,2992.4900,524.0000,2992.4900,1,1,2026-08-24T00:00:00.000
2178,20260624,20260530,20260702,202,460,99,16,6,5,PIM002178,2178,524.7000,2993.8600,524.7000,2993.8600,1,1,2026-08-24T00:00:00.000
2179,20260613,20260814,20260720,403,244,161,449,1,5,PIM002179,2179,525.4000,2995.2300,525.4000,2995.2300,1,1,2026-08-24T00:00:00.000
2180,20260818,20260607,20260621,492,193,398,443,5,4,PIM002180,2180,526.1000,2996.6000,526.1000,2996.6000,1,1,2026-08-24T00:00:00.000
2181,20260618,20260624,20260616,294,1,108,280,8,2,PIM002181,2181,526.8000,2997.9700,526.8000,2997.9700,1,1,2026-08-24T00:00:00.000
2182,20260612,20260806,20260527,380,118,416,495,7,1,PIM002182,2182,527.5000,2999.3400,527.5000,2999.3400,1,1,2026-08-24T00:00:00.000
2183,20260616,20260808,20260716,193,487,393,384,4,5,PIM002183,2183,528.2000,3000.7100,528.2000,3000.7100,1,1,2026-08-24T00:00:00.000
2184,20260606,20260709,20260608,215,26,264,142,7,4,PIM002184,2184,528.9000,3002.0800,528.9000,3002.0800,1,1,2026-08-24T00:00:00.000
2185,20260624,20260821,20260701,12,22,138,198,3,5,PIM002185,2185,529.6000,3003.4500,529.6000,3003.4500,1,1,2026-08-24T00:00:00.000
2186,20260801,20260713,20260705,350,123,485,398,4,4,PIM002186,2186,530.3000,3004.8200,530.3000,3004.8200,1,1,2026-08-24T00:00:00.000
2187,20260811,20260801,20260724,305,250,57,472,3,2,PIM002187,2187,531.0000,3006.1900,531.0000,3006.1900,1,1,2026-08-24T00:00:00.000
2188,20260528,20260624,20260727,249,443,166,411,3,1,PIM002188,2188,531.7000,3007.5600,531.7000,3007.5600,1,1,2026-08-24T00:00:00.000
2189,20260610,20260528,20260528,307,476,44,286,5,4,PIM002189,2189,532.4000,3008.9300,532.4000,3008.9300,1,1,2026-08-24T00:00:00.000
2190,20260721,20260811,20260618,374,291,150,248,3,4,PIM002190,2190,533.1000,3010.3000,533.1000,3010.3000,1,1,2026-08-24T00:00:00.000
2191,20260622,20260715,20260728,414,84,471,153,7,3,PIM002191,2191,533.8000,3011.6700,533.8000,3011.6700,1,1,2026-08-24T00:00:00.000
2192,20260723,20260618,20260611,215,54,186,10,9,4,PIM002192,2192,534.5000,3013.0400,534.5000,3013.0400,1,1,2026-08-24T00:00:00.000
2193,20260816,20260706,20260721,373,489,-1,-1,9,4,PIM002193,2193,535.2000,3014.4100,535.2000,3014.4100,1,1,2026-08-24T00:00:00.000
2194,20260821,20260727,20260718,21,103,329,140,9,3,PIM002194,2194,535.9000,3015.7800,535.9000,3015.7800,1,1,2026-08-24T00:00:00.000
2195,20260726,20260725,20260630,312,283,467,471,2,1,PIM002195,2195,536.6000,3017.1500,536.6000,3017.1500,1,1,2026-08-24T00:00:00.000
2196,20260729,20260613,20260715,439,450,483,26,6,4,PIM002196,2196,537.3000,3018.5200,537.3000,3018.5200,1,1,2026-08-24T00:00:00.000
2197,20260726,20260823,20260617,26,294,268,500,7,5,PIM002197,2197,538.0000,3019.8900,538.0000,3019.8900,1,1,2026-08-24T00:00:00.000
2198,20260617,20260706,20260601,281,307,426,359,5,2,PIM002198,2198,538.7000,3021.2600,538.7000,3021.2600,1,1,2026-08-24T00:00:00.000
2199,20260627,20260813,20260622,220,96,6,26,4,3,PIM002199,2199,539.4000,3022.6300,539.4000,3022.6300,1,1,2026-08-24T00:00:00.000
2200,20260729,20260819,20260725,294,424,159,376,9,4,PIM002200,2200,540.1000,3024.0000,540.1000,3024.0000,1,1,2026-08-24T00:00:00.000
2201,20260823,20260606,20260821,471,38,216,257,2,5,PIM002201,2201,540.8000,3025.3700,540.8000,3025.3700,1,1,2026-08-24T00:00:00.000
2202,20260617,20260625,20260626,58,146,48,478,4,1,PIM002202,2202,541.5000,3026.7400,541.5000,3026.7400,1,1,2026-08-24T00:00:00.000
2203,20260714,20260622,20260529,112,390,94,41,6,3,PIM002203,2203,542.2000,3028.1100,542.2000,3028.1100,1,1,2026-08-24T00:00:00.000
2204,20260701,20260808,20260614,29,380,355,127,6,5,PIM002204,2204,542.9000,3029.4800,542.9000,3029.4800,1,1,2026-08-24T00:00:00.000
2205,20260822,20260719,20260629,253,196,68,445,5,3,PIM002205,2205,543.6000,3030.8500,543.6000,3030.8500,1,1,2026-08-24T00:00:00.000
2206,20260813,20260819,20260724,288,280,138,8,2,4,PIM002206,2206,544.3000,3032.2200,544.3000,3032.2200,1,1,2026-08-24T00:00:00.000
