LaborTimesheetKey,ClaimDateKey,LaborDateKey,StartTimeOfDayKey,EndTimeOfDayKey,EmployeeKey,LaborAssignmentKey,LaborRosterSlotKey,WorkCenterKey,CostCenterKey,LaborPayTypeKey,LaborClaimStatusKey,CurrencyKey,TimesheetNumber,LaborClaimLineNumber,RegularHours,OvertimeHours,LaborCostAmount,SourceSystemKey,BatchId,LoadedAtUtc
8055,20260612,20260611,46620,55200,151,239,404,226,465,5,3,4,LT008055,8055,16.0000,16.0000,2045.3500,1,1,2026-08-24T00:00:00.000
8056,20260724,20260620,60780,21480,116,450,444,259,129,4,3,4,LT008056,8056,17.0000,17.0000,2046.7200,1,1,2026-08-24T00:00:00.000
8057,20260716,20260708,74760,21420,468,103,248,376,123,6,6,2,LT008057,8057,18.0000,18.0000,2048.0900,1,1,2026-08-24T00:00:00.000
8058,20260611,20260607,34500,79920,48,241,-1,-1,259,8,5,1,LT008058,8058,19.0000,19.0000,2049.4600,1,1,2026-08-24T00:00:00.000
8059,20260807,20260720,84540,82620,282,183,445,92,411,5,6,1,LT008059,8059,20.0000,20.0000,2050.8300,1,1,2026-08-24T00:00:00.000
8060,20260702,20260803,75780,28440,177,322,217,254,481,6,2,3,LT008060,8060,21.0000,21.0000,2052.2000,1,1,2026-08-24T00:00:00.000
8061,20260703,20260724,80820,44220,428,62,309,101,125,12,3,2,LT008061,8061,22.0000,22.0000,2053.5700,1,1,2026-08-24T00:00:00.000
8062,20260625,20260706,77100,21240,433,192,385,305,104,11,5,1,LT008062,8062,23.0000,23.0000,2054.9400,1,1,2026-08-24T00:00:00.000
8063,20260725,20260609,65280,62940,64,165,354,493,228,7,3,5,LT008063,8063,24.0000,24.0000,2056.3100,1,1,2026-08-24T00:00:00.000
8064,20260721,20260619,31380,2160,325,172,329,290,286,5,4,2,LT008064,8064,1.0000,1.0000,2057.6800,1,1,2026-08-24T00:00:00.000
8065,20260626,20260720,2040,10920,285,395,147,170,357,7,5,3,LT008065,8065,2.0000,2.0000,2059.0500,1,1,2026-08-24T00:00:00.000
8066,20260804,20260727,81660,37560,115,291,63,411,339,8,4,2,LT008066,8066,3.0000,3.0000,2060.4200,1,1,2026-08-24T00:00:00.000
8067,20260603,20260704,13020,55800,343,129,89,396,293,9,5,5,LT008067,8067,4.0000,4.0000,2061.7900,1,1,2026-08-24T00:00:00.000
8068,20260805,20260529,41820,82260,64,263,91,250,450,6,3,2,LT008068,8068,5.0000,5.0000,2063.1600,1,1,2026-08-24T00:00:00.000
8069,20260621,20260707,23460,9600,331,347,9,272,101,1,1,2,LT008069,8069,6.0000,6.0000,2064.5300,1,1,2026-08-24T00:00:00.000
8070,20260714,20260807,26340,65280,299,353,346,295,421,5,7,2,LT008070,8070,7.0000,7.0000,2065.9000,1,1,2026-08-24T00:00:00.000
8071,20260723,20260821,29220,22920,312,145,174,220,121,3,2,1,LT008071,8071,8.0000,8.0000,2067.2700,1,1,2026-08-24T00:00:00.000
8072,20260725,20260801,73020,40440,217,235,446,6,141,10,7,5,LT008072,8072,9.0000,9.0000,2068.6400,1,1,2026-08-24T00:00:00.000
8073,20260727,20260613,13080,69600,203,203,413,129,225,1,2,2,LT008073,8073,10.0000,10.0000,2070.0100,1,1,2026-08-24T00:00:00.000
8074,20260728,20260716,6420,60240,280,491,267,380,22,5,2,3,LT008074,8074,11.0000,11.0000,2071.3800,1,1,2026-08-24T00:00:00.000
8075,20260527,20260712,61200,18600,339,50,-1,-1,245,1,1,5,LT008075,8075,12.0000,12.0000,2072.7500,1,1,2026-08-24T00:00:00.000
8076,20260805,20260813,80640,28140,416,169,166,332,184,2,1,3,LT008076,8076,13.0000,13.0000,2074.1200,1,1,2026-08-24T00:00:00.000
8077,20260612,20260628,58560,82320,233,478,186,26,411,12,6,1,LT008077,8077,14.0000,14.0000,2075.4900,1,1,2026-08-24T00:00:00.000
8078,20260529,20260730,75600,77760,66,435,19,139,109,8,1,2,LT008078,8078,15.0000,15.0000,2076.8600,1,1,2026-08-24T00:00:00.000
8079,20260616,20260706,49200,15060,131,321,65,341,462,11,4,4,LT008079,8079,16.0000,16.0000,2078.2300,1,1,2026-08-24T00:00:00.000
8080,20260708,20260726,27480,9660,308,44,8,343,290,1,1,2,LT008080,8080,17.0000,17.0000,2079.6000,1,1,2026-08-24T00:00:00.000
8081,20260531,20260602,70980,74280,404,104,269,234,374,3,6,1,LT008081,8081,18.0000,18.0000,2080.9700,1,1,2026-08-24T00:00:00.000
8082,20260806,20260706,84540,35760,122,305,197,467,477,7,2,2,LT008082,8082,19.0000,19.0000,2082.3400,1,1,2026-08-24T00:00:00.000
8083,20260612,20260718,70080,58200,120,147,242,376,275,8,2,1,LT008083,8083,20.0000,20.0000,2083.7100,1,1,2026-08-24T00:00:00.000
8084,20260628,20260725,37080,46680,230,330,386,272,152,11,2,4,LT008084,8084,21.0000,21.0000,2085.0800,1,1,2026-08-24T00:00:00.000
8085,20260804,20260724,7560,46800,129,151,255,479,70,10,7,5,LT008085,8085,22.0000,22.0000,2086.4500,1,1,2026-08-24T00:00:00.000
8086,20260804,20260708,63780,48960,298,158,339,225,16,7,5,2,LT008086,8086,23.0000,23.0000,2087.8200,1,1,2026-08-24T00:00:00.000
8087,20260606,20260724,39180,73620,242,206,424,203,66,4,5,5,LT008087,8087,24.0000,24.0000,2089.1900,1,1,2026-08-24T00:00:00.000
8088,20260623,20260626,44820,78300,376,96,97,385,189,6,1,1,LT008088,8088,1.0000,1.0000,2090.5600,1,1,2026-08-24T00:00:00.000
8089,20260719,20260529,75360,78720,385,96,69,63,11,1,4,4,LT008089,8089,2.0000,2.0000,2091.9300,1,1,2026-08-24T00:00:00.000
8090,20260713,20260808,64860,7080,65,56,279,322,37,6,1,4,LT008090,8090,3.0000,3.0000,2093.3000,1,1,2026-08-24T00:00:00.000
8091,20260810,20260615,33900,27960,111,167,289,173,419,7,1,1,LT008091,8091,4.0000,4.0000,2094.6700,1,1,2026-08-24T00:00:00.000
8092,20260611,20260605,47100,37860,391,133,-1,-1,176,7,2,4,LT008092,8092,5.0000,5.0000,2096.0400,1,1,2026-08-24T00:00:00.000
8093,20260709,20260806,10560,76800,413,461,12,2,229,4,2,2,LT008093,8093,6.0000,6.0000,2097.4100,1,1,2026-08-24T00:00:00.000
8094,20260628,20260618,79860,55260,367,215,46,489,164,1,7,4,LT008094,8094,7.0000,7.0000,2098.7800,1,1,2026-08-24T00:00:00.000
8095,20260702,20260713,68400,64800,280,272,411,388,239,4,3,4,LT008095,8095,8.0000,8.0000,2100.1500,1,1,2026-08-24T00:00:00.000
8096,20260810,20260819,8400,77100,138,434,195,218,236,9,6,1,LT008096,8096,9.0000,9.0000,2101.5200,1,1,2026-08-24T00:00:00.000
8097,20260727,20260723,9780,40260,128,112,140,473,285,12,2,5,LT008097,8097,10.0000,10.0000,2102.8900,1,1,2026-08-24T00:00:00.000
8098,20260818,20260715,5940,11940,245,70,426,128,100,8,4,2,LT008098,8098,11.0000,11.0000,2104.2600,1,1,2026-08-24T00:00:00.000
8099,20260814,20260714,29160,32700,454,266,356,37,326,2,4,1,LT008099,8099,12.0000,12.0000,2105.6300,1,1,2026-08-24T00:00:00.000
8100,20260701,20260528,46620,33000,2,190,117,378,230,1,5,4,LT008100,8100,13.0000,13.0000,2107.0000,1,1,2026-08-24T00:00:00.000
8101,20260820,20260528,38820,67500,346,468,162,197,171,11,3,4,LT008101,8101,14.0000,14.0000,2108.3700,1,1,2026-08-24T00:00:00.000
8102,20260614,20260527,30300,38400,327,140,270,257,1,10,2,5,LT008102,8102,15.0000,15.0000,2109.7400,1,1,2026-08-24T00:00:00.000
8103,20260703,20260729,22080,22080,62,158,405,249,117,4,7,3,LT008103,8103,16.0000,16.0000,2111.1100,1,1,2026-08-24T00:00:00.000
8104,20260804,20260616,660,36720,254,256,112,309,377,12,1,4,LT008104,8104,17.0000,17.0000,2112.4800,1,1,2026-08-24T00:00:00.000
8105,20260622,20260731,11160,22200,200,326,278,198,125,10,1,4,LT008105,8105,18.0000,18.0000,2113.8500,1,1,2026-08-24T00:00:00.000
8106,20260730,20260531,61380,34200,365,129,311,191,460,4,3,5,LT008106,8106,19.0000,19.0000,2115.2200,1,1,2026-08-24T00:00:00.000
8107,20260711,20260708,76020,78840,239,473,66,241,81,3,2,4,LT008107,8107,20.0000,20.0000,2116.5900,1,1,2026-08-24T00:00:00.000
8108,20260711,20260812,51720,85980,365,248,324,172,24,2,5,4,LT008108,8108,21.0000,21.0000,2117.9600,1,1,2026-08-24T00:00:00.000
8109,20260604,20260801,22560,74280,108,365,-1,-1,370,9,3,3,LT008109,8109,22.0000,22.0000,2119.3300,1,1,2026-08-24T00:00:00.000
8110,20260715,20260619,18420,15240,442,159,292,259,241,10,6,1,LT008110,8110,23.0000,23.0000,2120.7000,1,1,2026-08-24T00:00:00.000
8111,20260616,20260709,59880,81300,166,50,118,66,275,4,6,2,LT008111,8111,24.0000,24.0000,2122.0700,1,1,2026-08-24T00:00:00.000
8112,20260528,20260822,82320,56760,443,428,412,236,207,12,2,2,LT008112,8112,1.0000,1.0000,2123.4400,1,1,2026-08-24T00:00:00.000
8113,20260824,20260601,10740,21780,456,54,376,466,159,1,1,4,LT008113,8113,2.0000,2.0000,2124.8100,1,1,2026-08-24T00:00:00.000
8114,20260608,20260804,23220,72240,1,342,314,326,413,8,1,2,LT008114,8114,3.0000,3.0000,2126.1800,1,1,2026-08-24T00:00:00.000
8115,20260719,20260606,32400,20700,496,114,384,321,367,5,1,2,LT008115,8115,4.0000,4.0000,2127.5500,1,1,2026-08-24T00:00:00.000
8116,20260618,20260824,51780,49800,483,215,429,206,302,7,7,1,LT008116,8116,5.0000,5.0000,2128.9200,1,1,2026-08-24T00:00:00.000
8117,20260723,20260821,63420,23820,17,241,258,161,40,4,6,3,LT008117,8117,6.0000,6.0000,2130.2900,1,1,2026-08-24T00:00:00.000
8118,20260809,20260805,8700,57180,71,127,220,449,230,6,4,4,LT008118,8118,7.0000,7.0000,2131.6600,1,1,2026-08-24T00:00:00.000
8119,20260729,20260628,22380,61620,49,97,364,433,392,12,3,5,LT008119,8119,8.0000,8.0000,2133.0300,1,1,2026-08-24T00:00:00.000
8120,20260628,20260724,41580,3420,335,94,62,281,117,9,3,3,LT008120,8120,9.0000,9.0000,2134.4000,1,1,2026-08-24T00:00:00.000
8121,20260814,20260612,84120,60480,189,146,435,248,259,1,7,5,LT008121,8121,10.0000,10.0000,2135.7700,1,1,2026-08-24T00:00:00.000
8122,20260605,20260730,34080,36480,478,345,385,412,429,2,2,4,LT008122,8122,11.0000,11.0000,2137.1400,1,1,2026-08-24T00:00:00.000
8123,20260719,20260707,61500,41220,99,493,408,248,162,4,3,5,LT008123,8123,12.0000,12.0000,2138.5100,1,1,2026-08-24T00:00:00.000
8124,20260531,20260619,69060,21240,257,379,32,20,97,12,7,5,LT008124,8124,13.0000,13.0000,2139.8800,1,1,2026-08-24T00:00:00.000
8125,20260812,20260819,11100,2520,312,357,351,145,269,12,6,2,LT008125,8125,14.0000,14.0000,2141.2500,1,1,2026-08-24T00:00:00.000
8126,20260602,20260715,33900,65280,349,323,-1,-1,447,5,6,2,LT008126,8126,15.0000,15.0000,2142.6200,1,1,2026-08-24T00:00:00.000
8127,20260615,20260606,46860,19320,398,260,436,46,71,11,1,2,LT008127,8127,16.0000,16.0000,2143.9900,1,1,2026-08-24T00:00:00.000
8128,20260702,20260610,45540,27060,289,93,38,253,276,3,6,3,LT008128,8128,17.0000,17.0000,2145.3600,1,1,2026-08-24T00:00:00.000
8129,20260608,20260615,60960,34140,499,244,217,423,180,1,6,1,LT008129,8129,18.0000,18.0000,2146.7300,1,1,2026-08-24T00:00:00.000
8130,20260706,20260606,42000,33840,127,185,107,241,301,4,7,1,LT008130,8130,19.0000,19.0000,2148.1000,1,1,2026-08-24T00:00:00.000
8131,20260720,20260716,46800,78960,413,262,126,191,387,1,1,5,LT008131,8131,20.0000,20.0000,2149.4700,1,1,2026-08-24T00:00:00.000
8132,20260721,20260605,41100,44280,149,128,43,426,209,2,6,4,LT008132,8132,21.0000,21.0000,2150.8400,1,1,2026-08-24T00:00:00.000
8133,20260713,20260714,66060,63120,93,116,271,44,46,5,6,2,LT008133,8133,22.0000,22.0000,2152.2100,1,1,2026-08-24T00:00:00.000
8134,20260801,20260802,78060,24900,306,476,5,337,381,6,6,4,LT008134,8134,23.0000,23.0000,2153.5800,1,1,2026-08-24T00:00:00.000
8135,20260715,20260727,30360,23880,68,232,131,292,432,10,3,4,LT008135,8135,24.0000,24.0000,2154.9500,1,1,2026-08-24T00:00:00.000
8136,20260822,20260820,43080,73860,493,316,32,228,194,3,4,4,LT008136,8136,1.0000,1.0000,2156.3200,1,1,2026-08-24T00:00:00.000
8137,20260729,20260820,58320,36900,37,58,291,230,454,12,3,4,LT008137,8137,2.0000,2.0000,2157.6900,1,1,2026-08-24T00:00:00.000
8138,20260529,20260608,41820,66120,420,178,249,80,89,12,7,5,LT008138,8138,3.0000,3.0000,2159.0600,1,1,2026-08-24T00:00:00.000
8139,20260612,20260701,34740,74880,307,241,485,167,294,10,2,4,LT008139,8139,4.0000,4.0000,2160.4300,1,1,2026-08-24T00:00:00.000
8140,20260819,20260810,47940,8100,124,96,358,484,179,3,4,1,LT008140,8140,5.0000,5.0000,2161.8000,1,1,2026-08-24T00:00:00.000
8141,20260629,20260621,58620,12480,177,28,121,161,13,5,4,4,LT008141,8141,6.0000,6.0000,2163.1700,1,1,2026-08-24T00:00:00.000
8142,20260624,20260606,26460,41160,481,75,112,4,305,5,2,3,LT008142,8142,7.0000,7.0000,2164.5400,1,1,2026-08-24T00:00:00.000
8143,20260617,20260819,49200,84360,390,287,-1,-1,281,3,1,1,LT008143,8143,8.0000,8.0000,2165.9100,1,1,2026-08-24T00:00:00.000
8144,20260807,20260701,49620,54480,272,23,323,407,390,9,7,2,LT008144,8144,9.0000,9.0000,2167.2800,1,1,2026-08-24T00:00:00.000
8145,20260802,20260610,64800,23520,173,125,375,456,388,8,2,5,LT008145,8145,10.0000,10.0000,2168.6500,1,1,2026-08-24T00:00:00.000
8146,20260702,20260714,45540,11160,61,265,292,241,68,7,1,5,LT008146,8146,11.0000,11.0000,2170.0200,1,1,2026-08-24T00:00:00.000
8147,20260722,20260701,58380,25800,269,311,173,399,211,12,1,1,LT008147,8147,12.0000,12.0000,2171.3900,1,1,2026-08-24T00:00:00.000
8148,20260626,20260528,34680,33900,385,315,24,244,450,2,6,2,LT008148,8148,13.0000,13.0000,2172.7600,1,1,2026-08-24T00:00:00.000
8149,20260816,20260809,50820,21660,213,218,285,180,103,1,6,3,LT008149,8149,14.0000,14.0000,2174.1300,1,1,2026-08-24T00:00:00.000
8150,20260720,20260719,70620,5220,333,83,55,439,261,1,2,4,LT008150,8150,15.0000,15.0000,2175.5000,1,1,2026-08-24T00:00:00.000
8151,20260713,20260816,45600,54720,430,255,447,299,230,12,7,1,LT008151,8151,16.0000,16.0000,2176.8700,1,1,2026-08-24T00:00:00.000
8152,20260803,20260717,48600,27180,107,291,215,329,47,10,3,2,LT008152,8152,17.0000,17.0000,2178.2400,1,1,2026-08-24T00:00:00.000
8153,20260611,20260821,83580,44700,13,346,281,237,200,3,5,2,LT008153,8153,18.0000,18.0000,2179.6100,1,1,2026-08-24T00:00:00.000
8154,20260625,20260704,51120,14640,163,30,292,213,159,8,3,2,LT008154,8154,19.0000,19.0000,2180.9800,1,1,2026-08-24T00:00:00.000
8155,20260817,20260615,17580,48960,122,205,121,148,289,8,6,5,LT008155,8155,20.0000,20.0000,2182.3500,1,1,2026-08-24T00:00:00.000
8156,20260613,20260704,84960,35100,171,91,89,381,306,7,7,3,LT008156,8156,21.0000,21.0000,2183.7200,1,1,2026-08-24T00:00:00.000
8157,20260820,20260814,80700,10860,91,309,441,229,395,2,6,5,LT008157,8157,22.0000,22.0000,2185.0900,1,1,2026-08-24T00:00:00.000
8158,20260624,20260805,42900,46980,492,463,496,309,86,9,4,1,LT008158,8158,23.0000,23.0000,2186.4600,1,1,2026-08-24T00:00:00.000
8159,20260628,20260705,42060,26760,169,479,484,91,94,12,3,1,LT008159,8159,24.0000,24.0000,2187.8300,1,1,2026-08-24T00:00:00.000
8160,20260720,20260706,78720,26520,390,342,-1,-1,6,4,1,3,LT008160,8160,1.0000,1.0000,2189.2000,1,1,2026-08-24T00:00:00.000
8161,20260715,20260605,14400,66540,498,311,80,486,150,7,4,3,LT008161,8161,2.0000,2.0000,2190.5700,1,1,2026-08-24T00:00:00.000
8162,20260721,20260810,84060,83700,48,15,477,355,207,8,1,1,LT008162,8162,3.0000,3.0000,2191.9400,1,1,2026-08-24T00:00:00.000
8163,20260724,20260616,20640,14700,297,324,449,453,59,6,4,5,LT008163,8163,4.0000,4.0000,2193.3100,1,1,2026-08-24T00:00:00.000
8164,20260613,20260603,46920,47820,297,291,211,289,121,12,4,2,LT008164,8164,5.0000,5.0000,2194.6800,1,1,2026-08-24T00:00:00.000
8165,20260726,20260722,28800,36120,42,361,186,276,170,9,3,5,LT008165,8165,6.0000,6.0000,2196.0500,1,1,2026-08-24T00:00:00.000
8166,20260529,20260619,32760,7440,418,20,174,358,73,3,6,1,LT008166,8166,7.0000,7.0000,2197.4200,1,1,2026-08-24T00:00:00.000
8167,20260727,20260811,14100,48600,163,48,208,10,200,1,5,3,LT008167,8167,8.0000,8.0000,2198.7900,1,1,2026-08-24T00:00:00.000
8168,20260709,20260711,49140,56040,73,69,172,149,160,4,7,2,LT008168,8168,9.0000,9.0000,2200.1600,1,1,2026-08-24T00:00:00.000
8169,20260529,20260810,82500,39420,217,429,470,430,416,11,1,5,LT008169,8169,10.0000,10.0000,2201.5300,1,1,2026-08-24T00:00:00.000
8170,20260629,20260702,85020,2940,190,85,354,19,127,7,6,1,LT008170,8170,11.0000,11.0000,2202.9000,1,1,2026-08-24T00:00:00.000
8171,20260607,20260801,70440,84480,338,60,309,67,321,8,3,3,LT008171,8171,12.0000,12.0000,2204.2700,1,1,2026-08-24T00:00:00.000
8172,20260530,20260805,28680,56100,263,283,353,315,199,8,3,2,LT008172,8172,13.0000,13.0000,2205.6400,1,1,2026-08-24T00:00:00.000
8173,20260605,20260722,61320,83400,85,401,245,10,426,12,6,1,LT008173,8173,14.0000,14.0000,2207.0100,1,1,2026-08-24T00:00:00.000
8174,20260723,20260727,180,73380,465,362,429,453,146,6,7,4,LT008174,8174,15.0000,15.0000,2208.3800,1,1,2026-08-24T00:00:00.000
8175,20260619,20260603,47820,74340,310,255,1,133,465,12,5,5,LT008175,8175,16.0000,16.0000,2209.7500,1,1,2026-08-24T00:00:00.000
8176,20260628,20260718,85380,35760,224,247,203,206,432,5,5,3,LT008176,8176,17.0000,17.0000,2211.1200,1,1,2026-08-24T00:00:00.000
8177,20260719,20260809,26940,64380,299,289,-1,-1,17,9,4,2,LT008177,8177,18.0000,18.0000,2212.4900,1,1,2026-08-24T00:00:00.000
8178,20260801,20260715,20580,56400,109,337,183,68,63,4,7,1,LT008178,8178,19.0000,19.0000,2213.8600,1,1,2026-08-24T00:00:00.000
8179,20260731,20260616,76680,4140,123,169,256,3,376,11,1,2,LT008179,8179,20.0000,20.0000,2215.2300,1,1,2026-08-24T00:00:00.000
8180,20260709,20260813,80820,85320,295,243,114,450,329,10,1,3,LT008180,8180,21.0000,21.0000,2216.6000,1,1,2026-08-24T00:00:00.000
8181,20260623,20260725,30780,4140,317,340,297,315,486,7,1,2,LT008181,8181,22.0000,22.0000,2217.9700,1,1,2026-08-24T00:00:00.000
8182,20260824,20260531,19380,71940,493,476,385,43,64,4,1,5,LT008182,8182,23.0000,23.0000,2219.3400,1,1,2026-08-24T00:00:00.000
8183,20260620,20260806,43020,28860,390,268,359,53,387,11,5,2,LT008183,8183,24.0000,24.0000,2220.7100,1,1,2026-08-24T00:00:00.000
8184,20260615,20260722,11100,58200,448,265,151,470,187,11,6,4,LT008184,8184,1.0000,1.0000,2222.0800,1,1,2026-08-24T00:00:00.000
8185,20260811,20260728,9900,49680,137,84,498,76,338,1,3,1,LT008185,8185,2.0000,2.0000,2223.4500,1,1,2026-08-24T00:00:00.000
8186,20260808,20260625,77580,61440,206,362,144,457,427,11,6,3,LT008186,8186,3.0000,3.0000,2224.8200,1,1,2026-08-24T00:00:00.000
8187,20260705,20260531,84300,78780,28,403,458,85,491,5,7,3,LT008187,8187,4.0000,4.0000,2226.1900,1,1,2026-08-24T00:00:00.000
8188,20260723,20260624,22920,23760,455,457,433,418,267,3,3,1,LT008188,8188,5.0000,5.0000,2227.5600,1,1,2026-08-24T00:00:00.000
8189,20260814,20260630,31080,1980,239,355,370,163,400,3,4,4,LT008189,8189,6.0000,6.0000,2228.9300,1,1,2026-08-24T00:00:00.000
8190,20260627,20260701,53820,10080,65,72,404,29,252,7,4,3,LT008190,8190,7.0000,7.0000,2230.3000,1,1,2026-08-24T00:00:00.000
8191,20260723,20260807,18300,42060,361,127,150,52,66,12,7,3,LT008191,8191,8.0000,8.0000,2231.6700,1,1,2026-08-24T00:00:00.000
8192,20260616,20260618,84300,38160,475,477,363,133,126,8,2,1,LT008192,8192,9.0000,9.0000,2233.0400,1,1,2026-08-24T00:00:00.000
8193,20260816,20260815,78780,84240,77,8,479,254,106,8,6,4,LT008193,8193,10.0000,10.0000,2234.4100,1,1,2026-08-24T00:00:00.000
8194,20260625,20260725,2400,9180,340,186,-1,-1,477,8,4,1,LT008194,8194,11.0000,11.0000,2235.7800,1,1,2026-08-24T00:00:00.000
8195,20260705,20260716,29100,3600,303,178,497,441,163,5,5,4,LT008195,8195,12.0000,12.0000,2237.1500,1,1,2026-08-24T00:00:00.000
8196,20260729,20260813,47520,62880,31,274,201,164,346,6,1,1,LT008196,8196,13.0000,13.0000,2238.5200,1,1,2026-08-24T00:00:00.000
8197,20260629,20260603,51600,62460,168,204,104,494,272,5,7,5,LT008197,8197,14.0000,14.0000,2239.8900,1,1,2026-08-24T00:00:00.000
8198,20260629,20260714,65340,14640,326,207,293,118,50,11,7,4,LT008198,8198,15.0000,15.0000,2241.2600,1,1,2026-08-24T00:00:00.000
8199,20260708,20260818,20940,36600,394,86,236,254,313,9,5,1,LT008199,8199,16.0000,16.0000,2242.6300,1,1,2026-08-24T00:00:00.000
8200,20260609,20260609,79380,36540,358,376,49,393,97,8,6,3,LT008200,8200,17.0000,17.0000,2244.0000,1,1,2026-08-24T00:00:00.000
8201,20260707,20260609,22680,34320,332,146,173,233,360,3,4,2,LT008201,8201,18.0000,18.0000,2245.3700,1,1,2026-08-24T00:00:00.000
8202,20260606,20260818,27240,51480,354,136,119,85,342,4,2,3,LT008202,8202,19.0000,19.0000,2246.7400,1,1,2026-08-24T00:00:00.000
8203,20260602,20260815,56940,17160,418,162,172,277,333,6,5,1,LT008203,8203,20.0000,20.0000,2248.1100,1,1,2026-08-24T00:00:00.000
8204,20260625,20260627,17640,14640,209,314,450,316,31,11,7,4,LT008204,8204,21.0000,21.0000,2249.4800,1,1,2026-08-24T00:00:00.000
8205,20260604,20260710,80220,79980,452,111,18,181,148,6,2,3,LT008205,8205,22.0000,22.0000,2250.8500,1,1,2026-08-24T00:00:00.000
8206,20260801,20260706,54540,46500,420,103,212,209,288,6,6,5,LT008206,8206,23.0000,23.0000,2252.2200,1,1,2026-08-24T00:00:00.000
8207,20260713,20260528,7560,34920,276,137,293,44,189,4,2,3,LT008207,8207,24.0000,24.0000,2253.5900,1,1,2026-08-24T00:00:00.000
8208,20260727,20260721,4860,50760,491,359,92,218,51,7,4,3,LT008208,8208,1.0000,1.0000,2254.9600,1,1,2026-08-24T00:00:00.000
8209,20260730,20260810,51840,50940,6,432,208,29,222,9,4,3,LT008209,8209,2.0000,2.0000,2256.3300,1,1,2026-08-24T00:00:00.000
8210,20260621,20260724,73200,75480,342,408,333,62,192,12,2,2,LT008210,8210,3.0000,3.0000,2257.7000,1,1,2026-08-24T00:00:00.000
8211,20260801,20260812,41820,69300,389,274,-1,-1,479,1,2,5,LT008211,8211,4.0000,4.0000,2259.0700,1,1,2026-08-24T00:00:00.000
8212,20260707,20260805,23040,29580,215,292,342,466,216,1,1,2,LT008212,8212,5.0000,5.0000,2260.4400,1,1,2026-08-24T00:00:00.000
8213,20260613,20260530,73200,26880,403,324,350,317,21,2,7,1,LT008213,8213,6.0000,6.0000,2261.8100,1,1,2026-08-24T00:00:00.000
8214,20260616,20260724,52560,69360,444,482,477,214,324,11,1,3,LT008214,8214,7.0000,7.0000,2263.1800,1,1,2026-08-24T00:00:00.000
8215,20260622,20260721,43020,86220,355,283,426,445,388,9,4,5,LT008215,8215,8.0000,8.0000,2264.5500,1,1,2026-08-24T00:00:00.000
8216,20260706,20260628,35520,34620,167,246,23,408,412,7,4,4,LT008216,8216,9.0000,9.0000,2265.9200,1,1,2026-08-24T00:00:00.000
8217,20260802,20260820,64440,85800,391,170,341,285,171,11,5,2,LT008217,8217,10.0000,10.0000,2267.2900,1,1,2026-08-24T00:00:00.000
8218,20260706,20260809,42180,85200,299,223,429,476,275,6,3,2,LT008218,8218,11.0000,11.0000,2268.6600,1,1,2026-08-24T00:00:00.000
8219,20260608,20260809,68760,28500,157,490,306,466,405,3,2,4,LT008219,8219,12.0000,12.0000,2270.0300,1,1,2026-08-24T00:00:00.000
8220,20260727,20260805,11580,7860,391,164,162,289,191,2,2,5,LT008220,8220,13.0000,13.0000,2271.4000,1,1,2026-08-24T00:00:00.000
8221,20260801,20260529,61320,72540,199,148,253,210,453,11,1,5,LT008221,8221,14.0000,14.0000,2272.7700,1,1,2026-08-24T00:00:00.000
8222,20260610,20260722,37800,20160,356,215,246,222,236,9,5,5,LT008222,8222,15.0000,15.0000,2274.1400,1,1,2026-08-24T00:00:00.000
8223,20260625,20260704,71940,78600,348,67,474,482,85,9,1,1,LT008223,8223,16.0000,16.0000,2275.5100,1,1,2026-08-24T00:00:00.000
8224,20260720,20260814,51300,68520,166,281,58,452,12,5,1,2,LT008224,8224,17.0000,17.0000,2276.8800,1,1,2026-08-24T00:00:00.000
8225,20260602,20260806,35700,39900,121,298,490,106,374,2,3,3,LT008225,8225,18.0000,18.0000,2278.2500,1,1,2026-08-24T00:00:00.000
8226,20260629,20260821,24660,1980,499,102,26,34,228,11,1,1,LT008226,8226,19.0000,19.0000,2279.6200,1,1,2026-08-24T00:00:00.000
8227,20260815,20260627,37200,72120,305,316,105,411,13,9,7,5,LT008227,8227,20.0000,20.0000,2280.9900,1,1,2026-08-24T00:00:00.000
8228,20260703,20260818,30000,81540,72,177,-1,-1,215,7,6,5,LT008228,8228,21.0000,21.0000,2282.3600,1,1,2026-08-24T00:00:00.000
8229,20260530,20260706,34800,36300,183,311,334,269,306,5,2,1,LT008229,8229,22.0000,22.0000,2283.7300,1,1,2026-08-24T00:00:00.000
8230,20260808,20260603,35220,49260,255,331,496,67,280,1,6,2,LT008230,8230,23.0000,23.0000,2285.1000,1,1,2026-08-24T00:00:00.000
8231,20260816,20260812,35340,66060,97,190,116,454,363,12,3,2,LT008231,8231,24.0000,24.0000,2286.4700,1,1,2026-08-24T00:00:00.000
8232,20260628,20260528,51720,69840,468,64,224,226,134,6,6,1,LT008232,8232,1.0000,1.0000,2287.8400,1,1,2026-08-24T00:00:00.000
8233,20260721,20260629,72120,1380,46,442,410,203,102,12,1,3,LT008233,8233,2.0000,2.0000,2289.2100,1,1,2026-08-24T00:00:00.000
8234,20260612,20260720,71760,78900,154,488,274,492,380,10,6,1,LT008234,8234,3.0000,3.0000,2290.5800,1,1,2026-08-24T00:00:00.000
8235,20260614,20260719,77700,18420,302,419,2,469,274,6,1,3,LT008235,8235,4.0000,4.0000,2291.9500,1,1,2026-08-24T00:00:00.000
