SafetyNearMissKey,ObservedDateKey,SubmittedDateKey,ObservedTimeOfDayKey,PlantKey,WorkCenterKey,ReporterEmployeeKey,SafetyIncidentTypeKey,SafetyHazardConditionKey,SafetyIncidentStatusKey,SeverityKey,NearMissNumber,ObservationCount,PotentialRiskScore,SourceSystemKey,BatchId,LoadedAtUtc
964,20260605,20260724,70980,130,455,353,274,442,8,3,SNM000964,965,965.00,1,1,2026-08-24T00:00:00.000
965,20260704,20260824,61800,244,419,283,177,439,5,3,SNM000965,966,966.00,1,1,2026-08-24T00:00:00.000
966,20260803,20260704,85560,310,474,190,225,239,8,1,SNM000966,967,967.00,1,1,2026-08-24T00:00:00.000
967,20260803,20260815,68940,340,134,149,84,490,8,5,SNM000967,968,968.00,1,1,2026-08-24T00:00:00.000
968,20260711,20260724,70320,153,110,380,231,162,1,5,SNM000968,969,969.00,1,1,2026-08-24T00:00:00.000
969,20260529,20260713,75060,255,-1,-1,385,242,1,4,SNM000969,970,970.00,1,1,2026-08-24T00:00:00.000
970,20260616,20260607,62160,227,23,315,437,13,5,3,SNM000970,971,971.00,1,1,2026-08-24T00:00:00.000
971,20260617,20260623,33480,301,12,206,208,407,1,3,SNM000971,972,972.00,1,1,2026-08-24T00:00:00.000
972,20260814,20260616,5760,161,476,8,40,410,3,4,SNM000972,973,973.00,1,1,2026-08-24T00:00:00.000
973,20260622,20260819,85860,194,485,475,357,476,2,1,SNM000973,974,974.00,1,1,2026-08-24T00:00:00.000
974,20260609,20260616,58920,249,192,302,179,126,7,2,SNM000974,975,975.00,1,1,2026-08-24T00:00:00.000
975,20260611,20260607,6960,133,460,17,404,105,4,1,SNM000975,976,976.00,1,1,2026-08-24T00:00:00.000
976,20260708,20260823,52260,198,81,73,27,358,4,2,SNM000976,977,977.00,1,1,2026-08-24T00:00:00.000
977,20260804,20260607,79380,194,465,140,225,71,1,2,SNM000977,978,978.00,1,1,2026-08-24T00:00:00.000
978,20260610,20260712,51600,46,459,375,111,44,3,4,SNM000978,979,979.00,1,1,2026-08-24T00:00:00.000
979,20260823,20260528,44160,279,181,102,247,456,5,4,SNM000979,980,980.00,1,1,2026-08-24T00:00:00.000
980,20260608,20260724,10560,62,321,320,299,250,5,3,SNM000980,981,981.00,1,1,2026-08-24T00:00:00.000
981,20260711,20260814,74220,189,203,165,350,216,2,1,SNM000981,982,982.00,1,1,2026-08-24T00:00:00.000
982,20260824,20260530,65100,102,204,183,384,322,5,3,SNM000982,983,983.00,1,1,2026-08-24T00:00:00.000
983,20260624,20260611,38640,229,335,445,27,467,5,2,SNM000983,984,984.00,1,1,2026-08-24T00:00:00.000
984,20260807,20260821,54060,178,149,443,131,433,1,1,SNM000984,985,985.00,1,1,2026-08-24T00:00:00.000
985,20260720,20260812,7920,305,446,33,234,403,2,5,SNM000985,986,986.00,1,1,2026-08-24T00:00:00.000
986,20260713,20260701,5460,329,-1,-1,37,38,3,5,SNM000986,987,987.00,1,1,2026-08-24T00:00:00.000
987,20260811,20260730,32100,19,18,327,102,179,7,4,SNM000987,988,988.00,1,1,2026-08-24T00:00:00.000
988,20260612,20260613,60,262,480,366,318,78,6,3,SNM000988,989,989.00,1,1,2026-08-24T00:00:00.000
989,20260817,20260622,48780,110,266,486,311,202,3,3,SNM000989,990,990.00,1,1,2026-08-24T00:00:00.000
990,20260711,20260820,67920,64,95,424,80,206,2,3,SNM000990,991,991.00,1,1,2026-08-24T00:00:00.000
991,20260805,20260804,70740,229,453,134,261,39,6,4,SNM000991,992,992.00,1,1,2026-08-24T00:00:00.000
992,20260822,20260805,22320,75,339,268,373,382,1,1,SNM000992,993,993.00,1,1,2026-08-24T00:00:00.000
993,20260611,20260817,37560,295,465,213,89,435,7,4,SNM000993,994,994.00,1,1,2026-08-24T00:00:00.000
994,20260603,20260728,77700,170,487,310,390,377,7,4,SNM000994,995,995.00,1,1,2026-08-24T00:00:00.000
995,20260530,20260707,23100,279,216,121,403,13,2,1,SNM000995,996,996.00,1,1,2026-08-24T00:00:00.000
996,20260724,20260613,85740,199,33,442,211,89,4,1,SNM000996,997,997.00,1,1,2026-08-24T00:00:00.000
997,20260805,20260618,85140,336,3,388,325,228,6,2,SNM000997,998,998.00,1,1,2026-08-24T00:00:00.000
998,20260609,20260816,27780,270,232,275,29,26,7,1,SNM000998,999,999.00,1,1,2026-08-24T00:00:00.000
999,20260705,20260627,30300,184,114,71,286,47,3,4,SNM000999,1000,1000.00,1,1,2026-08-24T00:00:00.000
1000,20260604,20260720,53400,266,198,171,433,20,8,2,SNM001000,1,1.00,1,1,2026-08-24T00:00:00.000
1001,20260701,20260708,50580,19,240,165,162,426,7,5,SNM001001,2,2.00,1,1,2026-08-24T00:00:00.000
1002,20260704,20260730,52860,141,92,27,308,61,3,5,SNM001002,3,3.00,1,1,2026-08-24T00:00:00.000
1003,20260721,20260618,36660,130,-1,-1,130,335,5,4,SNM001003,4,4.00,1,1,2026-08-24T00:00:00.000
1004,20260816,20260811,30060,291,39,50,88,17,5,4,SNM001004,5,5.00,1,1,2026-08-24T00:00:00.000
1005,20260803,20260728,65820,128,152,320,437,214,1,5,SNM001005,6,6.00,1,1,2026-08-24T00:00:00.000
1006,20260619,20260702,33960,37,141,56,350,480,4,1,SNM001006,7,7.00,1,1,2026-08-24T00:00:00.000
1007,20260808,20260713,76440,348,185,380,172,200,5,2,SNM001007,8,8.00,1,1,2026-08-24T00:00:00.000
1008,20260824,20260715,26700,196,185,283,415,403,8,4,SNM001008,9,9.00,1,1,2026-08-24T00:00:00.000
1009,20260625,20260604,74520,220,27,74,315,375,2,3,SNM001009,10,10.00,1,1,2026-08-24T00:00:00.000
1010,20260712,20260529,16560,57,118,9,46,492,8,3,SNM001010,11,11.00,1,1,2026-08-24T00:00:00.000
1011,20260730,20260726,73980,190,345,324,49,9,1,3,SNM001011,12,12.00,1,1,2026-08-24T00:00:00.000
1012,20260621,20260820,56280,297,415,321,88,303,3,2,SNM001012,13,13.00,1,1,2026-08-24T00:00:00.000
1013,20260816,20260823,49500,104,201,31,113,289,3,4,SNM001013,14,14.00,1,1,2026-08-24T00:00:00.000
1014,20260616,20260806,83580,337,135,379,110,197,8,4,SNM001014,15,15.00,1,1,2026-08-24T00:00:00.000
1015,20260809,20260816,1320,148,290,262,263,411,1,3,SNM001015,16,16.00,1,1,2026-08-24T00:00:00.000
1016,20260706,20260608,47040,245,104,143,26,457,6,1,SNM001016,17,17.00,1,1,2026-08-24T00:00:00.000
1017,20260803,20260818,25680,268,108,250,20,37,2,1,SNM001017,18,18.00,1,1,2026-08-24T00:00:00.000
1018,20260617,20260811,71340,251,119,427,349,66,6,2,SNM001018,19,19.00,1,1,2026-08-24T00:00:00.000
1019,20260707,20260709,65160,75,311,25,229,255,4,4,SNM001019,20,20.00,1,1,2026-08-24T00:00:00.000
1020,20260608,20260723,28560,321,-1,-1,31,23,2,3,SNM001020,21,21.00,1,1,2026-08-24T00:00:00.000
1021,20260607,20260727,40020,46,346,62,299,432,1,3,SNM001021,22,22.00,1,1,2026-08-24T00:00:00.000
1022,20260726,20260721,3720,138,91,451,145,245,6,5,SNM001022,23,23.00,1,1,2026-08-24T00:00:00.000
1023,20260712,20260626,84960,251,390,489,402,228,2,5,SNM001023,24,24.00,1,1,2026-08-24T00:00:00.000
1024,20260812,20260623,42300,174,202,114,211,7,7,3,SNM001024,25,25.00,1,1,2026-08-24T00:00:00.000
1025,20260731,20260802,53940,225,497,132,46,53,1,5,SNM001025,26,26.00,1,1,2026-08-24T00:00:00.000
1026,20260811,20260604,24900,122,457,12,246,426,5,2,SNM001026,27,27.00,1,1,2026-08-24T00:00:00.000
1027,20260731,20260712,76200,149,181,240,65,469,3,1,SNM001027,28,28.00,1,1,2026-08-24T00:00:00.000
1028,20260617,20260612,43980,104,24,234,66,261,5,3,SNM001028,29,29.00,1,1,2026-08-24T00:00:00.000
1029,20260815,20260621,54660,49,386,406,46,199,2,3,SNM001029,30,30.00,1,1,2026-08-24T00:00:00.000
1030,20260607,20260620,2760,315,154,323,107,322,4,2,SNM001030,31,31.00,1,1,2026-08-24T00:00:00.000
1031,20260731,20260608,67560,195,299,183,305,111,4,3,SNM001031,32,32.00,1,1,2026-08-24T00:00:00.000
1032,20260709,20260617,59460,182,480,201,226,415,3,4,SNM001032,33,33.00,1,1,2026-08-24T00:00:00.000
1033,20260630,20260714,13800,141,243,138,204,370,4,3,SNM001033,34,34.00,1,1,2026-08-24T00:00:00.000
1034,20260716,20260724,40380,102,293,423,129,336,4,5,SNM001034,35,35.00,1,1,2026-08-24T00:00:00.000
1035,20260812,20260627,36240,322,218,170,27,228,4,2,SNM001035,36,36.00,1,1,2026-08-24T00:00:00.000
1036,20260716,20260622,11820,90,382,27,62,121,1,1,SNM001036,37,37.00,1,1,2026-08-24T00:00:00.000
1037,20260802,20260723,72300,53,-1,-1,306,85,3,4,SNM001037,38,38.00,1,1,2026-08-24T00:00:00.000
1038,20260613,20260806,79440,225,96,484,427,108,8,1,SNM001038,39,39.00,1,1,2026-08-24T00:00:00.000
1039,20260703,20260603,43620,38,417,411,279,298,2,1,SNM001039,40,40.00,1,1,2026-08-24T00:00:00.000
1040,20260528,20260812,13020,120,245,423,69,339,2,4,SNM001040,41,41.00,1,1,2026-08-24T00:00:00.000
1041,20260531,20260614,40140,128,479,130,408,438,1,2,SNM001041,42,42.00,1,1,2026-08-24T00:00:00.000
1042,20260619,20260811,38280,57,16,70,239,415,5,3,SNM001042,43,43.00,1,1,2026-08-24T00:00:00.000
1043,20260720,20260617,25740,310,210,455,356,362,6,3,SNM001043,44,44.00,1,1,2026-08-24T00:00:00.000
1044,20260820,20260801,6540,314,27,112,369,434,7,1,SNM001044,45,45.00,1,1,2026-08-24T00:00:00.000
1045,20260625,20260818,66240,20,146,287,441,308,8,4,SNM001045,46,46.00,1,1,2026-08-24T00:00:00.000
1046,20260706,20260626,60360,267,185,143,218,198,4,1,SNM001046,47,47.00,1,1,2026-08-24T00:00:00.000
1047,20260801,20260812,65940,96,145,349,96,486,7,4,SNM001047,48,48.00,1,1,2026-08-24T00:00:00.000
1048,20260713,20260709,79620,280,291,69,76,368,3,5,SNM001048,49,49.00,1,1,2026-08-24T00:00:00.000
1049,20260711,20260629,75960,243,171,475,127,376,7,5,SNM001049,50,50.00,1,1,2026-08-24T00:00:00.000
1050,20260708,20260709,15480,268,326,171,345,388,3,1,SNM001050,51,51.00,1,1,2026-08-24T00:00:00.000
1051,20260815,20260613,37860,229,348,272,211,169,1,5,SNM001051,52,52.00,1,1,2026-08-24T00:00:00.000
1052,20260820,20260616,56700,116,89,290,373,322,2,1,SNM001052,53,53.00,1,1,2026-08-24T00:00:00.000
1053,20260611,20260705,83580,303,92,496,235,173,6,3,SNM001053,54,54.00,1,1,2026-08-24T00:00:00.000
1054,20260528,20260806,120,145,-1,-1,290,400,8,3,SNM001054,55,55.00,1,1,2026-08-24T00:00:00.000
1055,20260813,20260531,39180,176,432,398,416,350,5,1,SNM001055,56,56.00,1,1,2026-08-24T00:00:00.000
1056,20260816,20260723,54600,123,259,315,84,118,5,1,SNM001056,57,57.00,1,1,2026-08-24T00:00:00.000
1057,20260530,20260717,16020,253,321,437,90,211,6,5,SNM001057,58,58.00,1,1,2026-08-24T00:00:00.000
1058,20260803,20260616,81300,339,22,46,444,389,5,4,SNM001058,59,59.00,1,1,2026-08-24T00:00:00.000
1059,20260804,20260818,17040,195,12,421,345,371,6,1,SNM001059,60,60.00,1,1,2026-08-24T00:00:00.000
1060,20260619,20260711,81420,303,145,108,288,264,3,4,SNM001060,61,61.00,1,1,2026-08-24T00:00:00.000
1061,20260809,20260806,12840,10,322,319,300,493,3,2,SNM001061,62,62.00,1,1,2026-08-24T00:00:00.000
1062,20260819,20260725,18840,138,16,468,321,7,7,5,SNM001062,63,63.00,1,1,2026-08-24T00:00:00.000
1063,20260617,20260725,5220,234,54,498,239,162,5,5,SNM001063,64,64.00,1,1,2026-08-24T00:00:00.000
1064,20260820,20260629,26820,66,290,304,96,16,3,4,SNM001064,65,65.00,1,1,2026-08-24T00:00:00.000
1065,20260710,20260729,34320,178,64,454,339,192,2,5,SNM001065,66,66.00,1,1,2026-08-24T00:00:00.000
1066,20260706,20260819,72840,274,229,201,159,169,7,5,SNM001066,67,67.00,1,1,2026-08-24T00:00:00.000
1067,20260716,20260531,70680,147,390,253,318,269,1,2,SNM001067,68,68.00,1,1,2026-08-24T00:00:00.000
1068,20260712,20260810,80280,8,215,212,250,70,4,1,SNM001068,69,69.00,1,1,2026-08-24T00:00:00.000
1069,20260619,20260626,17160,129,455,104,283,459,6,4,SNM001069,70,70.00,1,1,2026-08-24T00:00:00.000
1070,20260706,20260728,8700,119,112,19,10,472,7,2,SNM001070,71,71.00,1,1,2026-08-24T00:00:00.000
1071,20260815,20260708,47160,227,-1,-1,159,180,1,5,SNM001071,72,72.00,1,1,2026-08-24T00:00:00.000
1072,20260625,20260625,4620,180,326,448,146,459,2,1,SNM001072,73,73.00,1,1,2026-08-24T00:00:00.000
1073,20260610,20260807,83880,200,322,444,3,340,1,4,SNM001073,74,74.00,1,1,2026-08-24T00:00:00.000
1074,20260529,20260601,69720,258,94,458,299,280,4,4,SNM001074,75,75.00,1,1,2026-08-24T00:00:00.000
1075,20260629,20260617,8640,90,121,37,355,393,6,4,SNM001075,76,76.00,1,1,2026-08-24T00:00:00.000
1076,20260623,20260602,76020,63,387,468,44,66,1,4,SNM001076,77,77.00,1,1,2026-08-24T00:00:00.000
1077,20260619,20260702,76320,20,30,278,351,454,6,4,SNM001077,78,78.00,1,1,2026-08-24T00:00:00.000
1078,20260813,20260621,84960,157,422,410,393,230,5,3,SNM001078,79,79.00,1,1,2026-08-24T00:00:00.000
1079,20260724,20260812,38820,259,143,92,55,29,3,4,SNM001079,80,80.00,1,1,2026-08-24T00:00:00.000
1080,20260630,20260802,62940,243,296,234,113,3,2,5,SNM001080,81,81.00,1,1,2026-08-24T00:00:00.000
1081,20260610,20260716,63240,128,40,302,431,110,6,1,SNM001081,82,82.00,1,1,2026-08-24T00:00:00.000
1082,20260718,20260607,15180,285,141,229,341,481,7,4,SNM001082,83,83.00,1,1,2026-08-24T00:00:00.000
1083,20260812,20260815,81000,169,500,18,339,39,8,5,SNM001083,84,84.00,1,1,2026-08-24T00:00:00.000
1084,20260608,20260706,85200,68,153,44,386,1,1,5,SNM001084,85,85.00,1,1,2026-08-24T00:00:00.000
1085,20260623,20260809,42660,323,67,111,198,403,6,5,SNM001085,86,86.00,1,1,2026-08-24T00:00:00.000
1086,20260710,20260809,82380,143,149,251,331,157,2,2,SNM001086,87,87.00,1,1,2026-08-24T00:00:00.000
1087,20260607,20260603,76140,275,360,273,352,484,4,5,SNM001087,88,88.00,1,1,2026-08-24T00:00:00.000
1088,20260611,20260701,57000,69,-1,-1,17,374,1,3,SNM001088,89,89.00,1,1,2026-08-24T00:00:00.000
1089,20260816,20260720,45960,173,220,28,139,200,4,2,SNM001089,90,90.00,1,1,2026-08-24T00:00:00.000
1090,20260718,20260620,58980,311,304,105,404,319,8,2,SNM001090,91,91.00,1,1,2026-08-24T00:00:00.000
1091,20260528,20260617,29280,165,324,182,1,431,4,2,SNM001091,92,92.00,1,1,2026-08-24T00:00:00.000
1092,20260719,20260712,42240,306,374,124,283,429,4,1,SNM001092,93,93.00,1,1,2026-08-24T00:00:00.000
1093,20260805,20260607,30780,239,415,360,215,341,5,2,SNM001093,94,94.00,1,1,2026-08-24T00:00:00.000
1094,20260613,20260611,68160,298,250,265,172,104,5,2,SNM001094,95,95.00,1,1,2026-08-24T00:00:00.000
1095,20260602,20260708,30660,130,104,316,250,442,3,1,SNM001095,96,96.00,1,1,2026-08-24T00:00:00.000
1096,20260823,20260813,67320,341,332,22,308,215,3,1,SNM001096,97,97.00,1,1,2026-08-24T00:00:00.000
1097,20260610,20260731,50940,219,171,434,294,275,2,5,SNM001097,98,98.00,1,1,2026-08-24T00:00:00.000
1098,20260628,20260701,15120,112,367,485,342,283,8,1,SNM001098,99,99.00,1,1,2026-08-24T00:00:00.000
1099,20260703,20260611,53580,242,183,384,448,43,4,2,SNM001099,100,100.00,1,1,2026-08-24T00:00:00.000
1100,20260701,20260718,15720,248,402,21,295,144,2,1,SNM001100,101,101.00,1,1,2026-08-24T00:00:00.000
1101,20260812,20260623,61560,335,317,54,349,329,6,2,SNM001101,102,102.00,1,1,2026-08-24T00:00:00.000
1102,20260705,20260718,13800,288,3,96,113,357,4,5,SNM001102,103,103.00,1,1,2026-08-24T00:00:00.000
1103,20260529,20260616,5580,151,328,257,242,290,2,3,SNM001103,104,104.00,1,1,2026-08-24T00:00:00.000
1104,20260805,20260615,36660,13,49,41,25,378,3,4,SNM001104,105,105.00,1,1,2026-08-24T00:00:00.000
1105,20260531,20260718,55680,306,-1,-1,16,500,8,3,SNM001105,106,106.00,1,1,2026-08-24T00:00:00.000
1106,20260629,20260611,30900,223,376,426,51,323,2,2,SNM001106,107,107.00,1,1,2026-08-24T00:00:00.000
1107,20260809,20260602,76140,203,343,327,57,494,3,4,SNM001107,108,108.00,1,1,2026-08-24T00:00:00.000
1108,20260710,20260727,66540,44,145,31,448,425,2,4,SNM001108,109,109.00,1,1,2026-08-24T00:00:00.000
1109,20260609,20260727,62940,257,311,433,110,470,6,4,SNM001109,110,110.00,1,1,2026-08-24T00:00:00.000
1110,20260627,20260613,80700,214,346,410,186,394,3,4,SNM001110,111,111.00,1,1,2026-08-24T00:00:00.000
1111,20260802,20260703,56820,287,145,14,332,104,2,2,SNM001111,112,112.00,1,1,2026-08-24T00:00:00.000
1112,20260806,20260714,59640,318,244,408,437,376,3,3,SNM001112,113,113.00,1,1,2026-08-24T00:00:00.000
1113,20260823,20260527,69960,28,494,216,213,433,5,1,SNM001113,114,114.00,1,1,2026-08-24T00:00:00.000
1114,20260718,20260720,5160,197,5,70,35,119,8,5,SNM001114,115,115.00,1,1,2026-08-24T00:00:00.000
1115,20260607,20260605,56220,64,65,135,401,85,7,2,SNM001115,116,116.00,1,1,2026-08-24T00:00:00.000
1116,20260531,20260806,9780,46,371,157,127,237,2,2,SNM001116,117,117.00,1,1,2026-08-24T00:00:00.000
1117,20260603,20260708,38040,279,239,299,383,188,2,1,SNM001117,118,118.00,1,1,2026-08-24T00:00:00.000
1118,20260729,20260705,74940,84,226,201,194,353,4,3,SNM001118,119,119.00,1,1,2026-08-24T00:00:00.000
1119,20260629,20260607,27000,212,37,257,4,294,8,2,SNM001119,120,120.00,1,1,2026-08-24T00:00:00.000
1120,20260802,20260819,33720,15,128,481,145,179,7,2,SNM001120,121,121.00,1,1,2026-08-24T00:00:00.000
1121,20260607,20260719,49260,327,188,362,66,67,2,4,SNM001121,122,122.00,1,1,2026-08-24T00:00:00.000
1122,20260629,20260620,79260,195,-1,-1,356,413,5,4,SNM001122,123,123.00,1,1,2026-08-24T00:00:00.000
1123,20260609,20260701,84540,175,492,377,120,332,4,4,SNM001123,124,124.00,1,1,2026-08-24T00:00:00.000
1124,20260725,20260701,8280,285,403,444,272,394,2,5,SNM001124,125,125.00,1,1,2026-08-24T00:00:00.000
1125,20260823,20260808,61920,42,452,162,213,280,6,2,SNM001125,126,126.00,1,1,2026-08-24T00:00:00.000
1126,20260820,20260803,82440,209,266,369,340,364,2,3,SNM001126,127,127.00,1,1,2026-08-24T00:00:00.000
1127,20260817,20260622,29400,138,168,173,189,305,4,3,SNM001127,128,128.00,1,1,2026-08-24T00:00:00.000
1128,20260710,20260704,42840,197,119,475,64,395,8,3,SNM001128,129,129.00,1,1,2026-08-24T00:00:00.000
1129,20260817,20260530,59880,27,362,85,237,402,6,4,SNM001129,130,130.00,1,1,2026-08-24T00:00:00.000
1130,20260808,20260701,35700,243,27,149,132,488,4,2,SNM001130,131,131.00,1,1,2026-08-24T00:00:00.000
1131,20260714,20260823,10500,230,332,77,20,124,5,5,SNM001131,132,132.00,1,1,2026-08-24T00:00:00.000
1132,20260725,20260820,6840,144,361,219,90,242,1,2,SNM001132,133,133.00,1,1,2026-08-24T00:00:00.000
1133,20260804,20260815,77940,32,381,124,149,397,7,3,SNM001133,134,134.00,1,1,2026-08-24T00:00:00.000
1134,20260705,20260725,22740,193,101,352,361,326,1,4,SNM001134,135,135.00,1,1,2026-08-24T00:00:00.000
1135,20260612,20260712,48840,299,270,354,378,354,5,5,SNM001135,136,136.00,1,1,2026-08-24T00:00:00.000
1136,20260719,20260703,8400,69,174,332,97,470,3,3,SNM001136,137,137.00,1,1,2026-08-24T00:00:00.000
1137,20260708,20260618,65700,51,217,418,310,241,5,3,SNM001137,138,138.00,1,1,2026-08-24T00:00:00.000
1138,20260806,20260823,67260,348,263,211,223,458,4,3,SNM001138,139,139.00,1,1,2026-08-24T00:00:00.000
1139,20260619,20260712,82980,98,-1,-1,95,447,8,3,SNM001139,140,140.00,1,1,2026-08-24T00:00:00.000
1140,20260727,20260820,69420,119,233,471,334,296,3,2,SNM001140,141,141.00,1,1,2026-08-24T00:00:00.000
1141,20260807,20260619,24600,45,421,301,443,123,7,5,SNM001141,142,142.00,1,1,2026-08-24T00:00:00.000
1142,20260610,20260707,31500,16,245,473,273,129,5,4,SNM001142,143,143.00,1,1,2026-08-24T00:00:00.000
1143,20260723,20260808,23100,100,251,290,441,52,4,1,SNM001143,144,144.00,1,1,2026-08-24T00:00:00.000
1144,20260604,20260623,76080,25,468,49,197,417,7,5,SNM001144,145,145.00,1,1,2026-08-24T00:00:00.000
1145,20260720,20260712,600,277,380,181,298,23,6,1,SNM001145,146,146.00,1,1,2026-08-24T00:00:00.000
1146,20260716,20260615,78060,65,197,417,417,83,4,2,SNM001146,147,147.00,1,1,2026-08-24T00:00:00.000
1147,20260808,20260818,9000,335,158,172,170,340,5,4,SNM001147,148,148.00,1,1,2026-08-24T00:00:00.000
1148,20260605,20260531,74400,219,499,156,18,267,4,3,SNM001148,149,149.00,1,1,2026-08-24T00:00:00.000
1149,20260710,20260614,77040,214,280,58,319,299,5,2,SNM001149,150,150.00,1,1,2026-08-24T00:00:00.000
1150,20260701,20260716,30120,36,38,312,311,79,7,5,SNM001150,151,151.00,1,1,2026-08-24T00:00:00.000
1151,20260609,20260718,12780,201,124,17,220,220,4,2,SNM001151,152,152.00,1,1,2026-08-24T00:00:00.000
1152,20260726,20260719,43860,155,179,364,24,17,7,5,SNM001152,153,153.00,1,1,2026-08-24T00:00:00.000
1153,20260626,20260806,4980,111,147,50,208,401,4,1,SNM001153,154,154.00,1,1,2026-08-24T00:00:00.000
1154,20260621,20260801,2940,117,362,315,294,109,4,1,SNM001154,155,155.00,1,1,2026-08-24T00:00:00.000
1155,20260816,20260817,30720,124,407,350,94,366,3,1,SNM001155,156,156.00,1,1,2026-08-24T00:00:00.000
1156,20260604,20260707,55260,75,-1,-1,33,333,6,4,SNM001156,157,157.00,1,1,2026-08-24T00:00:00.000
1157,20260725,20260811,77460,121,367,109,399,121,5,5,SNM001157,158,158.00,1,1,2026-08-24T00:00:00.000
1158,20260622,20260704,45540,234,204,283,283,228,4,3,SNM001158,159,159.00,1,1,2026-08-24T00:00:00.000
1159,20260718,20260704,58680,138,414,376,318,48,8,4,SNM001159,160,160.00,1,1,2026-08-24T00:00:00.000
1160,20260730,20260706,29460,84,136,190,371,339,2,3,SNM001160,161,161.00,1,1,2026-08-24T00:00:00.000
1161,20260603,20260607,34440,42,278,25,425,262,1,2,SNM001161,162,162.00,1,1,2026-08-24T00:00:00.000
1162,20260614,20260616,46140,270,227,124,373,349,2,4,SNM001162,163,163.00,1,1,2026-08-24T00:00:00.000
1163,20260812,20260603,73620,173,337,174,30,265,1,4,SNM001163,164,164.00,1,1,2026-08-24T00:00:00.000
1164,20260717,20260701,8400,188,256,437,427,290,1,1,SNM001164,165,165.00,1,1,2026-08-24T00:00:00.000
1165,20260809,20260711,50760,316,303,73,65,461,7,3,SNM001165,166,166.00,1,1,2026-08-24T00:00:00.000
1166,20260531,20260620,18120,340,351,500,110,436,7,1,SNM001166,167,167.00,1,1,2026-08-24T00:00:00.000
1167,20260619,20260805,8160,94,421,480,391,154,4,3,SNM001167,168,168.00,1,1,2026-08-24T00:00:00.000
1168,20260824,20260814,38460,88,471,492,25,310,1,1,SNM001168,169,169.00,1,1,2026-08-24T00:00:00.000
1169,20260622,20260606,840,188,152,315,441,496,7,1,SNM001169,170,170.00,1,1,2026-08-24T00:00:00.000
1170,20260817,20260707,71580,345,142,49,331,103,6,1,SNM001170,171,171.00,1,1,2026-08-24T00:00:00.000
1171,20260717,20260705,62880,250,127,316,329,256,1,4,SNM001171,172,172.00,1,1,2026-08-24T00:00:00.000
1172,20260731,20260716,81840,145,355,366,60,308,5,2,SNM001172,173,173.00,1,1,2026-08-24T00:00:00.000
1173,20260709,20260725,46860,65,-1,-1,242,213,3,2,SNM001173,174,174.00,1,1,2026-08-24T00:00:00.000
1174,20260628,20260621,65100,195,283,139,215,242,6,3,SNM001174,175,175.00,1,1,2026-08-24T00:00:00.000
1175,20260731,20260618,80340,295,291,189,218,74,6,1,SNM001175,176,176.00,1,1,2026-08-24T00:00:00.000
1176,20260625,20260608,28260,180,312,169,170,155,3,5,SNM001176,177,177.00,1,1,2026-08-24T00:00:00.000
1177,20260602,20260710,13440,253,53,333,441,58,7,1,SNM001177,178,178.00,1,1,2026-08-24T00:00:00.000
1178,20260729,20260811,34140,28,223,109,203,163,1,5,SNM001178,179,179.00,1,1,2026-08-24T00:00:00.000
1179,20260820,20260611,63180,26,127,145,322,284,8,2,SNM001179,180,180.00,1,1,2026-08-24T00:00:00.000
1180,20260717,20260717,17640,34,133,364,200,247,8,4,SNM001180,181,181.00,1,1,2026-08-24T00:00:00.000
1181,20260813,20260718,37740,234,92,206,308,84,4,1,SNM001181,182,182.00,1,1,2026-08-24T00:00:00.000
1182,20260822,20260629,77700,197,169,402,180,289,1,5,SNM001182,183,183.00,1,1,2026-08-24T00:00:00.000
1183,20260706,20260727,61200,289,419,67,354,95,5,1,SNM001183,184,184.00,1,1,2026-08-24T00:00:00.000
1184,20260727,20260531,85380,55,450,326,241,443,4,5,SNM001184,185,185.00,1,1,2026-08-24T00:00:00.000
1185,20260607,20260601,44520,301,37,39,243,477,8,5,SNM001185,186,186.00,1,1,2026-08-24T00:00:00.000
1186,20260816,20260613,78840,163,411,303,210,270,5,2,SNM001186,187,187.00,1,1,2026-08-24T00:00:00.000
1187,20260725,20260812,7920,125,122,211,339,397,8,1,SNM001187,188,188.00,1,1,2026-08-24T00:00:00.000
1188,20260611,20260607,900,67,422,388,307,485,4,3,SNM001188,189,189.00,1,1,2026-08-24T00:00:00.000
1189,20260815,20260605,27600,38,312,385,300,26,3,1,SNM001189,190,190.00,1,1,2026-08-24T00:00:00.000
1190,20260726,20260528,73680,77,-1,-1,70,420,2,3,SNM001190,191,191.00,1,1,2026-08-24T00:00:00.000
1191,20260811,20260609,38520,14,257,239,164,1,6,5,SNM001191,192,192.00,1,1,2026-08-24T00:00:00.000
1192,20260610,20260617,80580,337,372,364,51,137,1,3,SNM001192,193,193.00,1,1,2026-08-24T00:00:00.000
1193,20260725,20260811,74460,247,153,273,181,397,3,5,SNM001193,194,194.00,1,1,2026-08-24T00:00:00.000
1194,20260819,20260723,52320,293,57,248,61,71,4,3,SNM001194,195,195.00,1,1,2026-08-24T00:00:00.000
1195,20260726,20260824,85560,174,54,364,65,207,7,4,SNM001195,196,196.00,1,1,2026-08-24T00:00:00.000
1196,20260709,20260806,29940,141,469,478,393,459,2,3,SNM001196,197,197.00,1,1,2026-08-24T00:00:00.000
1197,20260813,20260627,78420,267,93,20,257,318,2,1,SNM001197,198,198.00,1,1,2026-08-24T00:00:00.000
