SalesOrderAllocationKey,AllocationDateKey,PromiseShipDateKey,AllocationTimeOfDayKey,SalesOrderLineKey,SalesFulfillmentPromiseKey,ProductKey,FulfillmentPlantKey,SalesAllocationStatusKey,UnitOfMeasureKey,AllocationDocumentNumber,RequestedQuantity,AllocatedQuantity,UnallocatedQuantity,SourceSystemKey,BatchId,LoadedAtUtc
2679,20260606,20260812,6000,334,425,317,98,10,2,SOA002679,875.4000,875.4000,875.4000,1,1,2026-08-24T00:00:00.000
2680,20260615,20260715,19080,117,97,34,93,3,5,SOA002680,876.1000,876.1000,876.1000,1,1,2026-08-24T00:00:00.000
2681,20260724,20260815,33300,113,260,5,153,8,4,SOA002681,876.8000,876.8000,876.8000,1,1,2026-08-24T00:00:00.000
2682,20260714,20260728,6300,187,158,214,153,6,1,SOA002682,877.5000,877.5000,877.5000,1,1,2026-08-24T00:00:00.000
2683,20260626,20260713,61860,422,231,251,1,7,5,SOA002683,878.2000,878.2000,878.2000,1,1,2026-08-24T00:00:00.000
2684,20260607,20260804,40560,178,195,102,208,2,5,SOA002684,878.9000,878.9000,878.9000,1,1,2026-08-24T00:00:00.000
2685,20260713,20260531,26580,43,330,396,297,1,2,SOA002685,879.6000,879.6000,879.6000,1,1,2026-08-24T00:00:00.000
2686,20260801,20260708,81120,1,476,447,345,10,6,SOA002686,880.3000,880.3000,880.3000,1,1,2026-08-24T00:00:00.000
2687,20260619,20260616,82380,444,204,413,140,10,6,SOA002687,881.0000,881.0000,881.0000,1,1,2026-08-24T00:00:00.000
2688,20260612,20260527,2400,467,149,355,199,3,2,SOA002688,881.7000,881.7000,881.7000,1,1,2026-08-24T00:00:00.000
2689,20260712,20260721,7560,443,400,404,26,2,3,SOA002689,882.4000,882.4000,882.4000,1,1,2026-08-24T00:00:00.000
2690,20260714,20260730,55260,230,425,18,4,4,7,SOA002690,883.1000,883.1000,883.1000,1,1,2026-08-24T00:00:00.000
2691,20260807,20260712,14700,464,68,83,248,7,4,SOA002691,883.8000,883.8000,883.8000,1,1,2026-08-24T00:00:00.000
2692,20260605,20260619,8820,238,76,425,330,3,2,SOA002692,884.5000,884.5000,884.5000,1,1,2026-08-24T00:00:00.000
2693,20260712,20260707,72900,188,309,161,291,9,2,SOA002693,885.2000,885.2000,885.2000,1,1,2026-08-24T00:00:00.000
2694,20260608,20260816,51540,474,372,116,307,9,1,SOA002694,885.9000,885.9000,885.9000,1,1,2026-08-24T00:00:00.000
2695,20260614,20260716,22800,204,448,475,316,7,7,SOA002695,886.6000,886.6000,886.6000,1,1,2026-08-24T00:00:00.000
2696,20260720,20260626,43380,253,457,299,230,7,6,SOA002696,887.3000,887.3000,887.3000,1,1,2026-08-24T00:00:00.000
2697,20260823,20260812,47760,20,52,295,290,5,6,SOA002697,888.0000,888.0000,888.0000,1,1,2026-08-24T00:00:00.000
2698,20260731,20260602,19440,397,55,358,341,7,6,SOA002698,888.7000,888.7000,888.7000,1,1,2026-08-24T00:00:00.000
2699,20260815,20260701,49260,217,186,172,137,10,7,SOA002699,889.4000,889.4000,889.4000,1,1,2026-08-24T00:00:00.000
2700,20260820,20260728,59580,7,372,217,210,4,7,SOA002700,890.1000,890.1000,890.1000,1,1,2026-08-24T00:00:00.000
2701,20260717,20260615,41580,167,444,377,16,5,7,SOA002701,890.8000,890.8000,890.8000,1,1,2026-08-24T00:00:00.000
2702,20260703,20260611,61080,190,170,328,50,2,2,SOA002702,891.5000,891.5000,891.5000,1,1,2026-08-24T00:00:00.000
2703,20260528,20260527,75840,197,309,234,37,7,6,SOA002703,892.2000,892.2000,892.2000,1,1,2026-08-24T00:00:00.000
2704,20260628,20260815,85980,266,399,138,18,5,7,SOA002704,892.9000,892.9000,892.9000,1,1,2026-08-24T00:00:00.000
2705,20260702,20260824,73740,56,444,443,26,4,6,SOA002705,893.6000,893.6000,893.6000,1,1,2026-08-24T00:00:00.000
2706,20260820,20260820,28380,349,461,469,121,9,5,SOA002706,894.3000,894.3000,894.3000,1,1,2026-08-24T00:00:00.000
2707,20260629,20260713,1200,366,399,197,336,7,5,SOA002707,895.0000,895.0000,895.0000,1,1,2026-08-24T00:00:00.000
2708,20260715,20260612,25320,358,15,136,96,5,5,SOA002708,895.7000,895.7000,895.7000,1,1,2026-08-24T00:00:00.000
2709,20260715,20260725,83580,489,127,379,37,5,2,SOA002709,896.4000,896.4000,896.4000,1,1,2026-08-24T00:00:00.000
2710,20260628,20260820,75660,174,483,141,144,2,7,SOA002710,897.1000,897.1000,897.1000,1,1,2026-08-24T00:00:00.000
2711,20260730,20260704,31860,360,251,408,42,8,5,SOA002711,897.8000,897.8000,897.8000,1,1,2026-08-24T00:00:00.000
2712,20260719,20260624,2580,163,139,32,61,6,6,SOA002712,898.5000,898.5000,898.5000,1,1,2026-08-24T00:00:00.000
2713,20260806,20260728,79620,167,446,57,67,5,2,SOA002713,899.2000,899.2000,899.2000,1,1,2026-08-24T00:00:00.000
2714,20260608,20260819,71820,66,250,262,292,3,6,SOA002714,899.9000,899.9000,899.9000,1,1,2026-08-24T00:00:00.000
2715,20260817,20260708,58140,52,236,457,317,9,4,SOA002715,900.6000,900.6000,900.6000,1,1,2026-08-24T00:00:00.000
2716,20260625,20260822,32700,106,338,114,198,8,7,SOA002716,901.3000,901.3000,901.3000,1,1,2026-08-24T00:00:00.000
2717,20260711,20260602,39660,221,333,447,309,1,5,SOA002717,902.0000,902.0000,902.0000,1,1,2026-08-24T00:00:00.000
2718,20260627,20260717,72300,73,171,499,98,3,1,SOA002718,902.7000,902.7000,902.7000,1,1,2026-08-24T00:00:00.000
2719,20260801,20260528,44160,132,228,23,327,8,7,SOA002719,903.4000,903.4000,903.4000,1,1,2026-08-24T00:00:00.000
2720,20260806,20260604,18420,465,258,125,114,3,5,SOA002720,904.1000,904.1000,904.1000,1,1,2026-08-24T00:00:00.000
2721,20260724,20260612,37260,220,203,122,101,4,3,SOA002721,904.8000,904.8000,904.8000,1,1,2026-08-24T00:00:00.000
2722,20260812,20260725,83580,375,413,6,200,3,5,SOA002722,905.5000,905.5000,905.5000,1,1,2026-08-24T00:00:00.000
2723,20260805,20260822,48360,366,126,392,270,9,1,SOA002723,906.2000,906.2000,906.2000,1,1,2026-08-24T00:00:00.000
2724,20260626,20260801,8040,413,118,432,343,1,7,SOA002724,906.9000,906.9000,906.9000,1,1,2026-08-24T00:00:00.000
2725,20260823,20260820,77220,281,70,339,263,9,3,SOA002725,907.6000,907.6000,907.6000,1,1,2026-08-24T00:00:00.000
2726,20260619,20260702,64800,327,47,408,59,3,2,SOA002726,908.3000,908.3000,908.3000,1,1,2026-08-24T00:00:00.000
2727,20260726,20260528,1020,333,226,411,347,9,1,SOA002727,909.0000,909.0000,909.0000,1,1,2026-08-24T00:00:00.000
2728,20260724,20260624,40440,474,312,66,110,3,2,SOA002728,909.7000,909.7000,909.7000,1,1,2026-08-24T00:00:00.000
2729,20260629,20260808,37560,377,436,162,224,4,3,SOA002729,910.4000,910.4000,910.4000,1,1,2026-08-24T00:00:00.000
2730,20260601,20260803,7800,78,159,389,246,3,5,SOA002730,911.1000,911.1000,911.1000,1,1,2026-08-24T00:00:00.000
2731,20260811,20260705,19800,376,444,232,350,9,6,SOA002731,911.8000,911.8000,911.8000,1,1,2026-08-24T00:00:00.000
2732,20260701,20260804,240,251,225,389,98,6,6,SOA002732,912.5000,912.5000,912.5000,1,1,2026-08-24T00:00:00.000
2733,20260822,20260601,18120,148,291,10,22,6,6,SOA002733,913.2000,913.2000,913.2000,1,1,2026-08-24T00:00:00.000
2734,20260818,20260718,15180,454,441,63,303,3,3,SOA002734,913.9000,913.9000,913.9000,1,1,2026-08-24T00:00:00.000
2735,20260611,20260603,75540,250,470,293,253,3,4,SOA002735,914.6000,914.6000,914.6000,1,1,2026-08-24T00:00:00.000
2736,20260731,20260615,65520,397,108,392,229,6,1,SOA002736,915.3000,915.3000,915.3000,1,1,2026-08-24T00:00:00.000
2737,20260810,20260718,74040,321,162,279,178,4,5,SOA002737,916.0000,916.0000,916.0000,1,1,2026-08-24T00:00:00.000
2738,20260720,20260728,34200,211,222,484,18,7,5,SOA002738,916.7000,916.7000,916.7000,1,1,2026-08-24T00:00:00.000
2739,20260625,20260816,480,408,37,76,281,10,2,SOA002739,917.4000,917.4000,917.4000,1,1,2026-08-24T00:00:00.000
2740,20260718,20260722,1980,201,441,274,7,4,5,SOA002740,918.1000,918.1000,918.1000,1,1,2026-08-24T00:00:00.000
2741,20260727,20260813,53160,110,41,100,115,9,7,SOA002741,918.8000,918.8000,918.8000,1,1,2026-08-24T00:00:00.000
2742,20260705,20260802,1620,427,143,109,282,4,6,SOA002742,919.5000,919.5000,919.5000,1,1,2026-08-24T00:00:00.000
2743,20260805,20260805,55260,422,298,321,273,7,2,SOA002743,920.2000,920.2000,920.2000,1,1,2026-08-24T00:00:00.000
2744,20260713,20260530,84900,411,230,114,158,5,1,SOA002744,920.9000,920.9000,920.9000,1,1,2026-08-24T00:00:00.000
2745,20260527,20260622,50400,83,200,151,256,5,3,SOA002745,921.6000,921.6000,921.6000,1,1,2026-08-24T00:00:00.000
2746,20260707,20260608,74340,317,284,215,337,10,2,SOA002746,922.3000,922.3000,922.3000,1,1,2026-08-24T00:00:00.000
2747,20260625,20260624,22560,116,136,96,198,8,5,SOA002747,923.0000,923.0000,923.0000,1,1,2026-08-24T00:00:00.000
2748,20260729,20260731,25440,194,179,382,76,9,1,SOA002748,923.7000,923.7000,923.7000,1,1,2026-08-24T00:00:00.000
2749,20260720,20260717,3600,110,226,188,288,1,4,SOA002749,924.4000,924.4000,924.4000,1,1,2026-08-24T00:00:00.000
2750,20260630,20260618,3000,95,316,211,108,9,1,SOA002750,925.1000,925.1000,925.1000,1,1,2026-08-24T00:00:00.000
2751,20260804,20260615,33300,246,62,67,230,3,7,SOA002751,925.8000,925.8000,925.8000,1,1,2026-08-24T00:00:00.000
2752,20260616,20260702,50580,184,141,260,213,2,6,SOA002752,926.5000,926.5000,926.5000,1,1,2026-08-24T00:00:00.000
2753,20260813,20260608,42600,95,348,99,22,1,1,SOA002753,927.2000,927.2000,927.2000,1,1,2026-08-24T00:00:00.000
2754,20260603,20260722,35340,295,221,17,290,2,4,SOA002754,927.9000,927.9000,927.9000,1,1,2026-08-24T00:00:00.000
2755,20260627,20260603,86040,29,322,407,133,6,5,SOA002755,928.6000,928.6000,928.6000,1,1,2026-08-24T00:00:00.000
2756,20260618,20260621,27420,412,284,199,144,9,4,SOA002756,929.3000,929.3000,929.3000,1,1,2026-08-24T00:00:00.000
2757,20260609,20260805,26880,52,232,479,310,7,5,SOA002757,930.0000,930.0000,930.0000,1,1,2026-08-24T00:00:00.000
2758,20260713,20260729,44880,435,440,105,202,8,7,SOA002758,930.7000,930.7000,930.7000,1,1,2026-08-24T00:00:00.000
2759,20260716,20260606,66480,8,419,271,341,8,4,SOA002759,931.4000,931.4000,931.4000,1,1,2026-08-24T00:00:00.000
2760,20260711,20260724,52740,90,399,49,201,6,3,SOA002760,932.1000,932.1000,932.1000,1,1,2026-08-24T00:00:00.000
2761,20260721,20260527,83400,340,40,66,205,7,1,SOA002761,932.8000,932.8000,932.8000,1,1,2026-08-24T00:00:00.000
2762,20260626,20260813,19140,142,216,409,97,10,1,SOA002762,933.5000,933.5000,933.5000,1,1,2026-08-24T00:00:00.000
2763,20260822,20260721,53700,438,118,112,242,3,5,SOA002763,934.2000,934.2000,934.2000,1,1,2026-08-24T00:00:00.000
2764,20260527,20260622,82140,318,202,17,181,5,2,SOA002764,934.9000,934.9000,934.9000,1,1,2026-08-24T00:00:00.000
2765,20260607,20260620,19680,20,225,50,219,1,1,SOA002765,935.6000,935.6000,935.6000,1,1,2026-08-24T00:00:00.000
2766,20260705,20260807,73200,95,176,132,316,6,1,SOA002766,936.3000,936.3000,936.3000,1,1,2026-08-24T00:00:00.000
2767,20260822,20260703,37680,343,418,96,216,7,6,SOA002767,937.0000,937.0000,937.0000,1,1,2026-08-24T00:00:00.000
2768,20260810,20260621,59220,299,397,349,279,7,5,SOA002768,937.7000,937.7000,937.7000,1,1,2026-08-24T00:00:00.000
2769,20260719,20260615,57840,447,339,5,300,4,2,SOA002769,938.4000,938.4000,938.4000,1,1,2026-08-24T00:00:00.000
2770,20260820,20260818,7680,405,310,104,190,9,1,SOA002770,939.1000,939.1000,939.1000,1,1,2026-08-24T00:00:00.000
2771,20260530,20260804,53700,191,457,460,287,5,5,SOA002771,939.8000,939.8000,939.8000,1,1,2026-08-24T00:00:00.000
2772,20260802,20260816,59520,306,147,228,24,1,6,SOA002772,940.5000,940.5000,940.5000,1,1,2026-08-24T00:00:00.000
2773,20260608,20260621,29100,356,91,472,228,9,3,SOA002773,941.2000,941.2000,941.2000,1,1,2026-08-24T00:00:00.000
2774,20260806,20260816,81900,497,34,167,73,1,6,SOA002774,941.9000,941.9000,941.9000,1,1,2026-08-24T00:00:00.000
2775,20260611,20260616,44280,106,449,282,306,9,2,SOA002775,942.6000,942.6000,942.6000,1,1,2026-08-24T00:00:00.000
2776,20260726,20260603,16260,172,408,174,281,1,4,SOA002776,943.3000,943.3000,943.3000,1,1,2026-08-24T00:00:00.000
2777,20260610,20260705,50460,305,170,446,298,1,6,SOA002777,944.0000,944.0000,944.0000,1,1,2026-08-24T00:00:00.000
2778,20260725,20260708,28080,8,211,167,22,1,5,SOA002778,944.7000,944.7000,944.7000,1,1,2026-08-24T00:00:00.000
2779,20260811,20260611,25800,65,471,261,139,7,1,SOA002779,945.4000,945.4000,945.4000,1,1,2026-08-24T00:00:00.000
2780,20260813,20260630,29940,137,246,97,181,5,7,SOA002780,946.1000,946.1000,946.1000,1,1,2026-08-24T00:00:00.000
2781,20260808,20260705,23460,461,78,320,144,9,6,SOA002781,946.8000,946.8000,946.8000,1,1,2026-08-24T00:00:00.000
2782,20260812,20260820,41820,245,131,213,350,10,4,SOA002782,947.5000,947.5000,947.5000,1,1,2026-08-24T00:00:00.000
2783,20260724,20260603,4440,133,240,500,42,7,7,SOA002783,948.2000,948.2000,948.2000,1,1,2026-08-24T00:00:00.000
2784,20260626,20260531,25440,350,437,179,21,9,4,SOA002784,948.9000,948.9000,948.9000,1,1,2026-08-24T00:00:00.000
2785,20260715,20260707,15540,455,468,78,133,1,3,SOA002785,949.6000,949.6000,949.6000,1,1,2026-08-24T00:00:00.000
2786,20260603,20260701,58920,36,131,34,72,6,5,SOA002786,950.3000,950.3000,950.3000,1,1,2026-08-24T00:00:00.000
2787,20260817,20260601,37740,219,263,403,68,7,6,SOA002787,951.0000,951.0000,951.0000,1,1,2026-08-24T00:00:00.000
2788,20260814,20260703,46620,313,205,180,212,5,6,SOA002788,951.7000,951.7000,951.7000,1,1,2026-08-24T00:00:00.000
2789,20260629,20260809,1800,407,164,54,290,6,3,SOA002789,952.4000,952.4000,952.4000,1,1,2026-08-24T00:00:00.000
2790,20260723,20260801,51900,326,274,419,33,9,3,SOA002790,953.1000,953.1000,953.1000,1,1,2026-08-24T00:00:00.000
2791,20260820,20260801,51960,125,238,117,97,3,7,SOA002791,953.8000,953.8000,953.8000,1,1,2026-08-24T00:00:00.000
2792,20260606,20260820,58560,373,119,20,120,10,2,SOA002792,954.5000,954.5000,954.5000,1,1,2026-08-24T00:00:00.000
2793,20260725,20260725,75540,434,418,463,285,7,1,SOA002793,955.2000,955.2000,955.2000,1,1,2026-08-24T00:00:00.000
2794,20260627,20260709,83940,82,399,188,70,7,7,SOA002794,955.9000,955.9000,955.9000,1,1,2026-08-24T00:00:00.000
2795,20260705,20260619,57540,412,263,148,319,1,4,SOA002795,956.6000,956.6000,956.6000,1,1,2026-08-24T00:00:00.000
2796,20260806,20260803,13620,305,253,390,286,9,4,SOA002796,957.3000,957.3000,957.3000,1,1,2026-08-24T00:00:00.000
2797,20260613,20260707,71400,80,270,412,194,9,1,SOA002797,958.0000,958.0000,958.0000,1,1,2026-08-24T00:00:00.000
2798,20260823,20260606,55860,91,170,51,186,5,1,SOA002798,958.7000,958.7000,958.7000,1,1,2026-08-24T00:00:00.000
2799,20260619,20260821,51120,184,442,331,167,6,3,SOA002799,959.4000,959.4000,959.4000,1,1,2026-08-24T00:00:00.000
2800,20260617,20260605,66900,486,327,444,282,10,7,SOA002800,960.1000,960.1000,960.1000,1,1,2026-08-24T00:00:00.000
2801,20260722,20260703,8340,362,75,37,95,10,3,SOA002801,960.8000,960.8000,960.8000,1,1,2026-08-24T00:00:00.000
2802,20260716,20260625,61200,235,474,375,11,4,2,SOA002802,961.5000,961.5000,961.5000,1,1,2026-08-24T00:00:00.000
2803,20260613,20260723,7560,257,441,471,93,6,6,SOA002803,962.2000,962.2000,962.2000,1,1,2026-08-24T00:00:00.000
2804,20260601,20260610,65160,420,104,394,308,1,1,SOA002804,962.9000,962.9000,962.9000,1,1,2026-08-24T00:00:00.000
2805,20260611,20260607,48240,26,442,444,132,6,1,SOA002805,963.6000,963.6000,963.6000,1,1,2026-08-24T00:00:00.000
2806,20260601,20260823,42900,218,37,200,204,5,3,SOA002806,964.3000,964.3000,964.3000,1,1,2026-08-24T00:00:00.000
2807,20260701,20260609,63720,369,432,226,15,2,4,SOA002807,965.0000,965.0000,965.0000,1,1,2026-08-24T00:00:00.000
2808,20260818,20260625,78300,25,9,424,323,6,6,SOA002808,965.7000,965.7000,965.7000,1,1,2026-08-24T00:00:00.000
2809,20260622,20260705,31440,128,11,279,211,9,2,SOA002809,966.4000,966.4000,966.4000,1,1,2026-08-24T00:00:00.000
2810,20260804,20260707,70860,385,422,101,273,3,7,SOA002810,967.1000,967.1000,967.1000,1,1,2026-08-24T00:00:00.000
2811,20260703,20260531,13020,207,230,56,83,2,5,SOA002811,967.8000,967.8000,967.8000,1,1,2026-08-24T00:00:00.000
2812,20260602,20260624,49200,153,379,468,10,9,3,SOA002812,968.5000,968.5000,968.5000,1,1,2026-08-24T00:00:00.000
2813,20260811,20260729,43200,267,167,384,259,2,4,SOA002813,969.2000,969.2000,969.2000,1,1,2026-08-24T00:00:00.000
2814,20260820,20260822,31260,130,396,23,325,2,2,SOA002814,969.9000,969.9000,969.9000,1,1,2026-08-24T00:00:00.000
2815,20260712,20260530,56160,54,299,81,197,6,5,SOA002815,970.6000,970.6000,970.6000,1,1,2026-08-24T00:00:00.000
2816,20260720,20260614,69300,217,97,254,18,1,7,SOA002816,971.3000,971.3000,971.3000,1,1,2026-08-24T00:00:00.000
2817,20260817,20260622,67020,9,371,408,277,10,1,SOA002817,972.0000,972.0000,972.0000,1,1,2026-08-24T00:00:00.000
2818,20260807,20260820,51900,196,232,336,83,6,4,SOA002818,972.7000,972.7000,972.7000,1,1,2026-08-24T00:00:00.000
2819,20260723,20260707,28020,477,492,231,247,2,6,SOA002819,973.4000,973.4000,973.4000,1,1,2026-08-24T00:00:00.000
2820,20260530,20260606,19020,188,297,384,266,3,5,SOA002820,974.1000,974.1000,974.1000,1,1,2026-08-24T00:00:00.000
2821,20260627,20260824,55320,485,86,175,79,9,2,SOA002821,974.8000,974.8000,974.8000,1,1,2026-08-24T00:00:00.000
2822,20260711,20260813,22980,477,466,174,278,7,5,SOA002822,975.5000,975.5000,975.5000,1,1,2026-08-24T00:00:00.000
2823,20260620,20260822,62040,22,378,232,71,8,2,SOA002823,976.2000,976.2000,976.2000,1,1,2026-08-24T00:00:00.000
2824,20260606,20260824,79980,224,144,219,98,9,3,SOA002824,976.9000,976.9000,976.9000,1,1,2026-08-24T00:00:00.000
2825,20260615,20260824,23760,317,381,236,149,8,3,SOA002825,977.6000,977.6000,977.6000,1,1,2026-08-24T00:00:00.000
2826,20260720,20260608,21060,459,440,364,137,4,2,SOA002826,978.3000,978.3000,978.3000,1,1,2026-08-24T00:00:00.000
2827,20260731,20260630,48060,81,97,104,317,2,5,SOA002827,979.0000,979.0000,979.0000,1,1,2026-08-24T00:00:00.000
2828,20260620,20260810,11100,23,286,473,12,8,3,SOA002828,979.7000,979.7000,979.7000,1,1,2026-08-24T00:00:00.000
2829,20260709,20260623,3060,223,247,386,22,10,5,SOA002829,980.4000,980.4000,980.4000,1,1,2026-08-24T00:00:00.000
2830,20260606,20260628,2460,178,199,424,333,4,4,SOA002830,981.1000,981.1000,981.1000,1,1,2026-08-24T00:00:00.000
2831,20260628,20260710,70980,5,268,131,195,1,4,SOA002831,981.8000,981.8000,981.8000,1,1,2026-08-24T00:00:00.000
2832,20260624,20260810,83880,300,210,338,215,1,6,SOA002832,982.5000,982.5000,982.5000,1,1,2026-08-24T00:00:00.000
2833,20260713,20260608,43620,355,160,240,329,5,7,SOA002833,983.2000,983.2000,983.2000,1,1,2026-08-24T00:00:00.000
2834,20260728,20260705,77400,77,221,355,283,5,2,SOA002834,983.9000,983.9000,983.9000,1,1,2026-08-24T00:00:00.000
2835,20260601,20260711,28980,122,260,229,34,5,1,SOA002835,984.6000,984.6000,984.6000,1,1,2026-08-24T00:00:00.000
2836,20260818,20260713,6180,214,396,337,161,3,5,SOA002836,985.3000,985.3000,985.3000,1,1,2026-08-24T00:00:00.000
2837,20260715,20260718,74760,46,435,468,166,4,1,SOA002837,986.0000,986.0000,986.0000,1,1,2026-08-24T00:00:00.000
2838,20260718,20260713,34380,322,399,283,167,1,1,SOA002838,986.7000,986.7000,986.7000,1,1,2026-08-24T00:00:00.000
2839,20260819,20260723,13020,57,131,494,67,1,2,SOA002839,987.4000,987.4000,987.4000,1,1,2026-08-24T00:00:00.000
2840,20260803,20260529,41940,397,426,348,69,4,3,SOA002840,988.1000,988.1000,988.1000,1,1,2026-08-24T00:00:00.000
2841,20260807,20260822,19320,281,168,271,245,4,4,SOA002841,988.8000,988.8000,988.8000,1,1,2026-08-24T00:00:00.000
2842,20260701,20260708,66120,127,69,307,211,5,7,SOA002842,989.5000,989.5000,989.5000,1,1,2026-08-24T00:00:00.000
2843,20260601,20260628,46980,405,415,277,256,3,7,SOA002843,990.2000,990.2000,990.2000,1,1,2026-08-24T00:00:00.000
2844,20260805,20260814,46200,365,182,283,186,9,6,SOA002844,990.9000,990.9000,990.9000,1,1,2026-08-24T00:00:00.000
2845,20260818,20260814,21000,167,10,199,20,4,3,SOA002845,991.6000,991.6000,991.6000,1,1,2026-08-24T00:00:00.000
2846,20260705,20260730,46680,83,500,359,57,1,4,SOA002846,992.3000,992.3000,992.3000,1,1,2026-08-24T00:00:00.000
2847,20260616,20260725,79620,27,426,500,186,7,1,SOA002847,993.0000,993.0000,993.0000,1,1,2026-08-24T00:00:00.000
2848,20260822,20260810,76620,489,439,323,44,1,2,SOA002848,993.7000,993.7000,993.7000,1,1,2026-08-24T00:00:00.000
2849,20260617,20260604,58740,378,139,239,120,5,7,SOA002849,994.4000,994.4000,994.4000,1,1,2026-08-24T00:00:00.000
2850,20260705,20260612,81960,64,28,194,280,10,7,SOA002850,995.1000,995.1000,995.1000,1,1,2026-08-24T00:00:00.000
2851,20260627,20260711,53520,291,445,199,272,10,4,SOA002851,995.8000,995.8000,995.8000,1,1,2026-08-24T00:00:00.000
2852,20260715,20260817,32340,195,41,498,221,4,6,SOA002852,996.5000,996.5000,996.5000,1,1,2026-08-24T00:00:00.000
2853,20260802,20260805,56400,382,16,468,304,9,5,SOA002853,997.2000,997.2000,997.2000,1,1,2026-08-24T00:00:00.000
2854,20260717,20260802,13380,129,109,407,243,8,7,SOA002854,997.9000,997.9000,997.9000,1,1,2026-08-24T00:00:00.000
2855,20260711,20260710,44460,162,327,139,86,1,7,SOA002855,998.6000,998.6000,998.6000,1,1,2026-08-24T00:00:00.000
2856,20260705,20260713,35400,340,386,420,52,9,7,SOA002856,999.3000,999.3000,999.3000,1,1,2026-08-24T00:00:00.000
2857,20260628,20260717,60840,72,124,480,212,10,7,SOA002857,1000.0000,1000.0000,1000.0000,1,1,2026-08-24T00:00:00.000
2858,20260801,20260816,57720,428,247,467,278,9,7,SOA002858,0.7000,0.7000,0.7000,1,1,2026-08-24T00:00:00.000
2859,20260824,20260819,12480,88,32,138,105,7,6,SOA002859,1.4000,1.4000,1.4000,1,1,2026-08-24T00:00:00.000
2860,20260714,20260527,4680,390,95,208,11,7,7,SOA002860,2.1000,2.1000,2.1000,1,1,2026-08-24T00:00:00.000
2861,20260707,20260604,77220,190,232,8,63,2,2,SOA002861,2.8000,2.8000,2.8000,1,1,2026-08-24T00:00:00.000
2862,20260625,20260716,61920,45,187,19,295,5,2,SOA002862,3.5000,3.5000,3.5000,1,1,2026-08-24T00:00:00.000
2863,20260711,20260823,46200,182,392,38,301,8,5,SOA002863,4.2000,4.2000,4.2000,1,1,2026-08-24T00:00:00.000
2864,20260628,20260803,43080,185,263,25,136,2,2,SOA002864,4.9000,4.9000,4.9000,1,1,2026-08-24T00:00:00.000
2865,20260801,20260616,34680,306,474,77,89,4,6,SOA002865,5.6000,5.6000,5.6000,1,1,2026-08-24T00:00:00.000
2866,20260731,20260602,21900,78,464,338,154,10,1,SOA002866,6.3000,6.3000,6.3000,1,1,2026-08-24T00:00:00.000
2867,20260601,20260627,34560,73,219,237,96,10,4,SOA002867,7.0000,7.0000,7.0000,1,1,2026-08-24T00:00:00.000
2868,20260716,20260604,75300,215,463,448,105,8,6,SOA002868,7.7000,7.7000,7.7000,1,1,2026-08-24T00:00:00.000
2869,20260713,20260803,42660,471,466,466,39,1,4,SOA002869,8.4000,8.4000,8.4000,1,1,2026-08-24T00:00:00.000
2870,20260621,20260731,36060,23,102,418,170,6,2,SOA002870,9.1000,9.1000,9.1000,1,1,2026-08-24T00:00:00.000
2871,20260809,20260629,62760,356,405,189,244,1,6,SOA002871,9.8000,9.8000,9.8000,1,1,2026-08-24T00:00:00.000
2872,20260619,20260729,19560,434,67,168,285,1,5,SOA002872,10.5000,10.5000,10.5000,1,1,2026-08-24T00:00:00.000
2873,20260712,20260723,480,271,98,123,276,8,2,SOA002873,11.2000,11.2000,11.2000,1,1,2026-08-24T00:00:00.000
2874,20260723,20260710,81960,471,187,41,128,3,4,SOA002874,11.9000,11.9000,11.9000,1,1,2026-08-24T00:00:00.000
2875,20260603,20260718,3240,73,104,486,146,7,7,SOA002875,12.6000,12.6000,12.6000,1,1,2026-08-24T00:00:00.000
2876,20260623,20260713,3540,155,59,101,252,7,2,SOA002876,13.3000,13.3000,13.3000,1,1,2026-08-24T00:00:00.000
2877,20260702,20260621,53940,195,279,15,345,10,2,SOA002877,14.0000,14.0000,14.0000,1,1,2026-08-24T00:00:00.000
2878,20260815,20260713,28920,17,5,413,67,2,2,SOA002878,14.7000,14.7000,14.7000,1,1,2026-08-24T00:00:00.000
2879,20260720,20260723,32100,475,42,410,156,10,5,SOA002879,15.4000,15.4000,15.4000,1,1,2026-08-24T00:00:00.000
2880,20260624,20260705,2340,37,349,118,63,2,1,SOA002880,16.1000,16.1000,16.1000,1,1,2026-08-24T00:00:00.000
2881,20260630,20260804,52920,120,146,315,128,4,1,SOA002881,16.8000,16.8000,16.8000,1,1,2026-08-24T00:00:00.000
2882,20260529,20260604,51000,470,188,202,109,5,3,SOA002882,17.5000,17.5000,17.5000,1,1,2026-08-24T00:00:00.000
2883,20260607,20260822,27660,392,116,356,308,4,1,SOA002883,18.2000,18.2000,18.2000,1,1,2026-08-24T00:00:00.000
2884,20260704,20260717,72840,90,197,118,117,8,5,SOA002884,18.9000,18.9000,18.9000,1,1,2026-08-24T00:00:00.000
2885,20260802,20260810,960,311,305,467,124,9,6,SOA002885,19.6000,19.6000,19.6000,1,1,2026-08-24T00:00:00.000
2886,20260607,20260531,85800,428,277,444,211,4,7,SOA002886,20.3000,20.3000,20.3000,1,1,2026-08-24T00:00:00.000
2887,20260617,20260623,16620,136,199,58,176,7,5,SOA002887,21.0000,21.0000,21.0000,1,1,2026-08-24T00:00:00.000
