EnergyGreenhouseGasSnapshotKey,SnapshotDateKey,PlantKey,EnergyCarrierKey,EnergyEmissionFactorKey,BusinessUnitKey,EnergyEmissionScopeKey,UnitOfMeasureKey,ActivityQuantity,CarbonDioxideEquivalentTonnes,BiogenicCarbonDioxideTonnes,SourceSystemKey,BatchId,LoadedAtUtc
528,20260707,269,49,409,454,4,4,369.700000,529.000000,529.000000,1,1,2026-08-24T00:00:00.000
529,20260711,250,41,113,325,1,4,370.400000,530.000000,530.000000,1,1,2026-08-24T00:00:00.000
530,20260707,45,5,416,308,1,3,371.100000,531.000000,531.000000,1,1,2026-08-24T00:00:00.000
531,20260728,233,12,139,373,1,1,371.800000,532.000000,532.000000,1,1,2026-08-24T00:00:00.000
532,20260614,229,52,190,96,2,7,372.500000,533.000000,533.000000,1,1,2026-08-24T00:00:00.000
533,20260723,223,48,13,442,2,2,373.200000,534.000000,534.000000,1,1,2026-08-24T00:00:00.000
534,20260727,192,22,319,344,2,2,373.900000,535.000000,535.000000,1,1,2026-08-24T00:00:00.000
535,20260712,320,2,12,249,1,7,374.600000,536.000000,536.000000,1,1,2026-08-24T00:00:00.000
536,20260731,62,41,324,376,2,3,375.300000,537.000000,537.000000,1,1,2026-08-24T00:00:00.000
537,20260618,107,43,138,146,3,3,376.000000,538.000000,538.000000,1,1,2026-08-24T00:00:00.000
538,20260730,111,1,400,486,2,7,376.700000,539.000000,539.000000,1,1,2026-08-24T00:00:00.000
539,20260706,28,31,235,122,1,5,377.400000,540.000000,540.000000,1,1,2026-08-24T00:00:00.000
540,20260529,238,50,387,167,2,2,378.100000,541.000000,541.000000,1,1,2026-08-24T00:00:00.000
541,20260620,160,22,375,457,5,1,378.800000,542.000000,542.000000,1,1,2026-08-24T00:00:00.000
542,20260821,167,12,131,290,5,6,379.500000,543.000000,543.000000,1,1,2026-08-24T00:00:00.000
543,20260801,141,3,401,411,2,3,380.200000,544.000000,544.000000,1,1,2026-08-24T00:00:00.000
544,20260806,117,15,270,-1,1,3,380.900000,545.000000,545.000000,1,1,2026-08-24T00:00:00.000
545,20260528,314,42,19,311,1,1,381.600000,546.000000,546.000000,1,1,2026-08-24T00:00:00.000
546,20260529,227,27,336,103,1,5,382.300000,547.000000,547.000000,1,1,2026-08-24T00:00:00.000
547,20260803,113,25,399,371,4,2,383.000000,548.000000,548.000000,1,1,2026-08-24T00:00:00.000
548,20260705,2,21,258,485,4,5,383.700000,549.000000,549.000000,1,1,2026-08-24T00:00:00.000
549,20260630,149,27,318,48,5,4,384.400000,550.000000,550.000000,1,1,2026-08-24T00:00:00.000
550,20260701,313,50,374,311,5,6,385.100000,551.000000,551.000000,1,1,2026-08-24T00:00:00.000
551,20260811,213,54,430,207,3,6,385.800000,552.000000,552.000000,1,1,2026-08-24T00:00:00.000
552,20260705,106,7,296,168,3,3,386.500000,553.000000,553.000000,1,1,2026-08-24T00:00:00.000
553,20260712,338,19,288,292,1,7,387.200000,554.000000,554.000000,1,1,2026-08-24T00:00:00.000
554,20260815,222,48,42,26,4,4,387.900000,555.000000,555.000000,1,1,2026-08-24T00:00:00.000
555,20260727,69,5,312,70,4,6,388.600000,556.000000,556.000000,1,1,2026-08-24T00:00:00.000
556,20260628,322,17,108,287,4,7,389.300000,557.000000,557.000000,1,1,2026-08-24T00:00:00.000
557,20260728,345,2,394,18,5,5,390.000000,558.000000,558.000000,1,1,2026-08-24T00:00:00.000
558,20260817,237,31,257,312,2,5,390.700000,559.000000,559.000000,1,1,2026-08-24T00:00:00.000
559,20260823,219,4,71,481,5,1,391.400000,560.000000,560.000000,1,1,2026-08-24T00:00:00.000
560,20260609,257,16,433,289,3,6,392.100000,561.000000,561.000000,1,1,2026-08-24T00:00:00.000
561,20260702,141,19,301,-1,1,4,392.800000,562.000000,562.000000,1,1,2026-08-24T00:00:00.000
562,20260713,297,49,396,120,5,2,393.500000,563.000000,563.000000,1,1,2026-08-24T00:00:00.000
563,20260716,217,4,260,218,2,3,394.200000,564.000000,564.000000,1,1,2026-08-24T00:00:00.000
564,20260708,103,30,249,102,2,5,394.900000,565.000000,565.000000,1,1,2026-08-24T00:00:00.000
565,20260810,258,6,359,239,3,6,395.600000,566.000000,566.000000,1,1,2026-08-24T00:00:00.000
566,20260723,87,55,338,467,5,2,396.300000,567.000000,567.000000,1,1,2026-08-24T00:00:00.000
567,20260528,237,53,395,70,1,5,397.000000,568.000000,568.000000,1,1,2026-08-24T00:00:00.000
568,20260627,233,47,381,50,4,7,397.700000,569.000000,569.000000,1,1,2026-08-24T00:00:00.000
569,20260802,80,42,302,351,3,1,398.400000,570.000000,570.000000,1,1,2026-08-24T00:00:00.000
570,20260616,258,20,377,341,2,7,399.100000,571.000000,571.000000,1,1,2026-08-24T00:00:00.000
571,20260705,119,4,14,427,1,1,399.800000,572.000000,572.000000,1,1,2026-08-24T00:00:00.000
572,20260807,282,17,387,6,1,1,400.500000,573.000000,573.000000,1,1,2026-08-24T00:00:00.000
573,20260619,64,29,52,296,1,2,401.200000,574.000000,574.000000,1,1,2026-08-24T00:00:00.000
574,20260728,196,18,165,337,3,1,401.900000,575.000000,575.000000,1,1,2026-08-24T00:00:00.000
575,20260531,168,29,204,330,5,7,402.600000,576.000000,576.000000,1,1,2026-08-24T00:00:00.000
576,20260531,225,50,70,353,3,2,403.300000,577.000000,577.000000,1,1,2026-08-24T00:00:00.000
577,20260812,247,31,127,332,2,2,404.000000,578.000000,578.000000,1,1,2026-08-24T00:00:00.000
578,20260806,209,3,207,-1,4,7,404.700000,579.000000,579.000000,1,1,2026-08-24T00:00:00.000
579,20260626,68,22,130,210,4,5,405.400000,580.000000,580.000000,1,1,2026-08-24T00:00:00.000
580,20260707,39,10,275,156,4,3,406.100000,581.000000,581.000000,1,1,2026-08-24T00:00:00.000
581,20260723,57,29,126,300,3,1,406.800000,582.000000,582.000000,1,1,2026-08-24T00:00:00.000
582,20260707,216,55,241,270,3,2,407.500000,583.000000,583.000000,1,1,2026-08-24T00:00:00.000
583,20260622,335,36,374,417,2,2,408.200000,584.000000,584.000000,1,1,2026-08-24T00:00:00.000
584,20260610,23,24,452,182,2,3,408.900000,585.000000,585.000000,1,1,2026-08-24T00:00:00.000
585,20260629,205,16,211,351,1,4,409.600000,586.000000,586.000000,1,1,2026-08-24T00:00:00.000
586,20260604,170,40,442,429,2,3,410.300000,587.000000,587.000000,1,1,2026-08-24T00:00:00.000
587,20260728,236,3,175,57,2,3,411.000000,588.000000,588.000000,1,1,2026-08-24T00:00:00.000
588,20260527,123,35,47,241,5,1,411.700000,589.000000,589.000000,1,1,2026-08-24T00:00:00.000
589,20260818,12,43,257,410,3,2,412.400000,590.000000,590.000000,1,1,2026-08-24T00:00:00.000
590,20260618,220,45,36,462,3,5,413.100000,591.000000,591.000000,1,1,2026-08-24T00:00:00.000
591,20260604,79,31,439,53,3,1,413.800000,592.000000,592.000000,1,1,2026-08-24T00:00:00.000
592,20260709,274,21,324,202,2,2,414.500000,593.000000,593.000000,1,1,2026-08-24T00:00:00.000
593,20260808,19,3,381,71,2,4,415.200000,594.000000,594.000000,1,1,2026-08-24T00:00:00.000
594,20260604,348,22,275,106,4,7,415.900000,595.000000,595.000000,1,1,2026-08-24T00:00:00.000
595,20260530,144,42,477,-1,1,1,416.600000,596.000000,596.000000,1,1,2026-08-24T00:00:00.000
596,20260710,31,16,369,292,5,5,417.300000,597.000000,597.000000,1,1,2026-08-24T00:00:00.000
597,20260808,72,42,487,47,4,7,418.000000,598.000000,598.000000,1,1,2026-08-24T00:00:00.000
598,20260721,253,41,107,220,5,2,418.700000,599.000000,599.000000,1,1,2026-08-24T00:00:00.000
599,20260611,48,31,155,216,5,6,419.400000,600.000000,600.000000,1,1,2026-08-24T00:00:00.000
600,20260718,155,6,225,367,3,1,420.100000,601.000000,601.000000,1,1,2026-08-24T00:00:00.000
601,20260811,207,40,152,155,4,1,420.800000,602.000000,602.000000,1,1,2026-08-24T00:00:00.000
602,20260730,293,51,127,290,2,4,421.500000,603.000000,603.000000,1,1,2026-08-24T00:00:00.000
603,20260531,173,13,192,119,2,3,422.200000,604.000000,604.000000,1,1,2026-08-24T00:00:00.000
604,20260705,11,51,143,417,3,2,422.900000,605.000000,605.000000,1,1,2026-08-24T00:00:00.000
605,20260707,24,9,401,104,2,7,423.600000,606.000000,606.000000,1,1,2026-08-24T00:00:00.000
606,20260530,27,41,192,365,4,5,424.300000,607.000000,607.000000,1,1,2026-08-24T00:00:00.000
607,20260707,331,19,151,324,5,1,425.000000,608.000000,608.000000,1,1,2026-08-24T00:00:00.000
608,20260705,27,44,384,25,1,1,425.700000,609.000000,609.000000,1,1,2026-08-24T00:00:00.000
609,20260809,330,21,139,303,4,5,426.400000,610.000000,610.000000,1,1,2026-08-24T00:00:00.000
610,20260730,330,48,215,151,2,7,427.100000,611.000000,611.000000,1,1,2026-08-24T00:00:00.000
611,20260818,152,31,35,177,1,3,427.800000,612.000000,612.000000,1,1,2026-08-24T00:00:00.000
612,20260622,99,34,390,-1,1,1,428.500000,613.000000,613.000000,1,1,2026-08-24T00:00:00.000
613,20260613,195,10,247,469,1,5,429.200000,614.000000,614.000000,1,1,2026-08-24T00:00:00.000
614,20260708,51,53,180,493,1,7,429.900000,615.000000,615.000000,1,1,2026-08-24T00:00:00.000
615,20260803,227,10,371,172,1,4,430.600000,616.000000,616.000000,1,1,2026-08-24T00:00:00.000
616,20260626,275,43,299,452,5,3,431.300000,617.000000,617.000000,1,1,2026-08-24T00:00:00.000
617,20260721,120,28,435,393,5,4,432.000000,618.000000,618.000000,1,1,2026-08-24T00:00:00.000
618,20260607,42,41,119,87,5,6,432.700000,619.000000,619.000000,1,1,2026-08-24T00:00:00.000
619,20260718,112,10,272,429,5,2,433.400000,620.000000,620.000000,1,1,2026-08-24T00:00:00.000
620,20260710,45,32,359,383,3,4,434.100000,621.000000,621.000000,1,1,2026-08-24T00:00:00.000
621,20260701,9,2,175,323,5,1,434.800000,622.000000,622.000000,1,1,2026-08-24T00:00:00.000
622,20260707,28,9,290,37,2,2,435.500000,623.000000,623.000000,1,1,2026-08-24T00:00:00.000
623,20260727,142,46,231,3,5,3,436.200000,624.000000,624.000000,1,1,2026-08-24T00:00:00.000
624,20260820,36,41,321,206,4,3,436.900000,625.000000,625.000000,1,1,2026-08-24T00:00:00.000
625,20260814,132,3,329,288,2,2,437.600000,626.000000,626.000000,1,1,2026-08-24T00:00:00.000
626,20260802,127,42,123,489,5,4,438.300000,627.000000,627.000000,1,1,2026-08-24T00:00:00.000
627,20260616,141,35,385,247,2,7,439.000000,628.000000,628.000000,1,1,2026-08-24T00:00:00.000
628,20260706,68,8,337,192,1,2,439.700000,629.000000,629.000000,1,1,2026-08-24T00:00:00.000
629,20260704,184,39,119,-1,1,1,440.400000,630.000000,630.000000,1,1,2026-08-24T00:00:00.000
630,20260603,109,35,152,194,1,7,441.100000,631.000000,631.000000,1,1,2026-08-24T00:00:00.000
631,20260528,200,28,130,496,4,5,441.800000,632.000000,632.000000,1,1,2026-08-24T00:00:00.000
632,20260708,217,54,339,248,2,7,442.500000,633.000000,633.000000,1,1,2026-08-24T00:00:00.000
633,20260611,281,11,252,352,5,4,443.200000,634.000000,634.000000,1,1,2026-08-24T00:00:00.000
634,20260821,222,18,357,153,2,1,443.900000,635.000000,635.000000,1,1,2026-08-24T00:00:00.000
635,20260617,324,3,51,336,1,7,444.600000,636.000000,636.000000,1,1,2026-08-24T00:00:00.000
636,20260712,259,47,500,395,2,2,445.300000,637.000000,637.000000,1,1,2026-08-24T00:00:00.000
637,20260709,318,39,7,347,2,3,446.000000,638.000000,638.000000,1,1,2026-08-24T00:00:00.000
638,20260727,197,54,283,156,3,3,446.700000,639.000000,639.000000,1,1,2026-08-24T00:00:00.000
639,20260607,78,34,19,44,4,5,447.400000,640.000000,640.000000,1,1,2026-08-24T00:00:00.000
640,20260808,67,16,77,264,3,5,448.100000,641.000000,641.000000,1,1,2026-08-24T00:00:00.000
641,20260807,87,41,92,16,5,2,448.800000,642.000000,642.000000,1,1,2026-08-24T00:00:00.000
642,20260814,200,37,109,5,4,4,449.500000,643.000000,643.000000,1,1,2026-08-24T00:00:00.000
643,20260809,30,42,34,235,1,1,450.200000,644.000000,644.000000,1,1,2026-08-24T00:00:00.000
644,20260716,14,14,173,161,1,6,450.900000,645.000000,645.000000,1,1,2026-08-24T00:00:00.000
645,20260703,125,31,214,240,3,2,451.600000,646.000000,646.000000,1,1,2026-08-24T00:00:00.000
646,20260723,271,11,200,-1,3,4,452.300000,647.000000,647.000000,1,1,2026-08-24T00:00:00.000
647,20260621,83,3,426,303,4,3,453.000000,648.000000,648.000000,1,1,2026-08-24T00:00:00.000
648,20260731,2,25,123,304,5,1,453.700000,649.000000,649.000000,1,1,2026-08-24T00:00:00.000
649,20260624,117,13,197,60,5,2,454.400000,650.000000,650.000000,1,1,2026-08-24T00:00:00.000
650,20260811,259,45,244,8,4,3,455.100000,651.000000,651.000000,1,1,2026-08-24T00:00:00.000
651,20260819,232,10,312,438,4,7,455.800000,652.000000,652.000000,1,1,2026-08-24T00:00:00.000
652,20260531,276,44,145,44,5,5,456.500000,653.000000,653.000000,1,1,2026-08-24T00:00:00.000
653,20260721,198,53,28,131,5,2,457.200000,654.000000,654.000000,1,1,2026-08-24T00:00:00.000
654,20260604,182,13,494,288,5,6,457.900000,655.000000,655.000000,1,1,2026-08-24T00:00:00.000
655,20260808,215,18,68,214,3,4,458.600000,656.000000,656.000000,1,1,2026-08-24T00:00:00.000
656,20260716,189,10,19,268,3,7,459.300000,657.000000,657.000000,1,1,2026-08-24T00:00:00.000
657,20260712,211,24,198,393,3,4,460.000000,658.000000,658.000000,1,1,2026-08-24T00:00:00.000
658,20260709,79,7,298,287,4,5,460.700000,659.000000,659.000000,1,1,2026-08-24T00:00:00.000
659,20260702,173,13,100,195,4,3,461.400000,660.000000,660.000000,1,1,2026-08-24T00:00:00.000
660,20260607,74,25,167,245,5,6,462.100000,661.000000,661.000000,1,1,2026-08-24T00:00:00.000
661,20260703,336,20,402,340,2,1,462.800000,662.000000,662.000000,1,1,2026-08-24T00:00:00.000
662,20260719,117,37,355,156,4,4,463.500000,663.000000,663.000000,1,1,2026-08-24T00:00:00.000
663,20260529,178,48,228,-1,5,7,464.200000,664.000000,664.000000,1,1,2026-08-24T00:00:00.000
664,20260823,83,7,7,370,2,3,464.900000,665.000000,665.000000,1,1,2026-08-24T00:00:00.000
665,20260531,221,16,77,244,3,4,465.600000,666.000000,666.000000,1,1,2026-08-24T00:00:00.000
666,20260625,257,20,6,309,3,3,466.300000,667.000000,667.000000,1,1,2026-08-24T00:00:00.000
667,20260811,172,54,128,385,4,6,467.000000,668.000000,668.000000,1,1,2026-08-24T00:00:00.000
668,20260731,122,21,127,371,2,2,467.700000,669.000000,669.000000,1,1,2026-08-24T00:00:00.000
669,20260702,341,20,85,216,1,6,468.400000,670.000000,670.000000,1,1,2026-08-24T00:00:00.000
670,20260704,10,12,281,424,1,5,469.100000,671.000000,671.000000,1,1,2026-08-24T00:00:00.000
671,20260802,214,23,338,453,2,5,469.800000,672.000000,672.000000,1,1,2026-08-24T00:00:00.000
672,20260816,313,44,382,325,3,7,470.500000,673.000000,673.000000,1,1,2026-08-24T00:00:00.000
673,20260706,321,5,187,45,3,1,471.200000,674.000000,674.000000,1,1,2026-08-24T00:00:00.000
674,20260728,61,30,197,156,3,7,471.900000,675.000000,675.000000,1,1,2026-08-24T00:00:00.000
675,20260715,4,30,176,207,5,7,472.600000,676.000000,676.000000,1,1,2026-08-24T00:00:00.000
676,20260708,99,13,388,302,1,1,473.300000,677.000000,677.000000,1,1,2026-08-24T00:00:00.000
677,20260718,256,1,91,52,4,3,474.000000,678.000000,678.000000,1,1,2026-08-24T00:00:00.000
678,20260704,289,6,192,427,4,4,474.700000,679.000000,679.000000,1,1,2026-08-24T00:00:00.000
679,20260612,279,38,451,478,4,3,475.400000,680.000000,680.000000,1,1,2026-08-24T00:00:00.000
680,20260628,156,28,82,-1,4,5,476.100000,681.000000,681.000000,1,1,2026-08-24T00:00:00.000
681,20260818,243,17,315,138,1,1,476.800000,682.000000,682.000000,1,1,2026-08-24T00:00:00.000
682,20260715,253,15,493,74,3,3,477.500000,683.000000,683.000000,1,1,2026-08-24T00:00:00.000
683,20260606,29,22,367,261,5,6,478.200000,684.000000,684.000000,1,1,2026-08-24T00:00:00.000
684,20260819,224,19,374,295,1,1,478.900000,685.000000,685.000000,1,1,2026-08-24T00:00:00.000
685,20260702,232,37,177,306,3,4,479.600000,686.000000,686.000000,1,1,2026-08-24T00:00:00.000
686,20260717,191,49,406,122,5,1,480.300000,687.000000,687.000000,1,1,2026-08-24T00:00:00.000
687,20260529,136,42,227,179,4,3,481.000000,688.000000,688.000000,1,1,2026-08-24T00:00:00.000
688,20260718,98,54,217,246,5,5,481.700000,689.000000,689.000000,1,1,2026-08-24T00:00:00.000
689,20260712,76,11,72,247,5,1,482.400000,690.000000,690.000000,1,1,2026-08-24T00:00:00.000
690,20260606,344,21,152,64,5,7,483.100000,691.000000,691.000000,1,1,2026-08-24T00:00:00.000
691,20260731,19,14,485,149,3,6,483.800000,692.000000,692.000000,1,1,2026-08-24T00:00:00.000
692,20260624,76,47,228,422,4,2,484.500000,693.000000,693.000000,1,1,2026-08-24T00:00:00.000
693,20260717,320,43,179,128,2,5,485.200000,694.000000,694.000000,1,1,2026-08-24T00:00:00.000
694,20260802,175,42,127,341,1,1,485.900000,695.000000,695.000000,1,1,2026-08-24T00:00:00.000
695,20260721,18,50,302,226,5,3,486.600000,696.000000,696.000000,1,1,2026-08-24T00:00:00.000
696,20260709,56,32,163,500,3,1,487.300000,697.000000,697.000000,1,1,2026-08-24T00:00:00.000
697,20260608,150,32,478,-1,3,6,488.000000,698.000000,698.000000,1,1,2026-08-24T00:00:00.000
698,20260708,223,29,484,331,3,7,488.700000,699.000000,699.000000,1,1,2026-08-24T00:00:00.000
699,20260807,103,5,357,367,1,7,489.400000,700.000000,700.000000,1,1,2026-08-24T00:00:00.000
700,20260726,111,11,287,120,4,3,490.100000,701.000000,701.000000,1,1,2026-08-24T00:00:00.000
701,20260711,138,23,66,283,2,2,490.800000,702.000000,702.000000,1,1,2026-08-24T00:00:00.000
702,20260703,291,44,300,88,5,3,491.500000,703.000000,703.000000,1,1,2026-08-24T00:00:00.000
703,20260817,144,6,332,230,3,1,492.200000,704.000000,704.000000,1,1,2026-08-24T00:00:00.000
704,20260824,47,26,207,309,5,3,492.900000,705.000000,705.000000,1,1,2026-08-24T00:00:00.000
705,20260723,206,49,56,317,3,4,493.600000,706.000000,706.000000,1,1,2026-08-24T00:00:00.000
706,20260624,251,3,179,41,3,3,494.300000,707.000000,707.000000,1,1,2026-08-24T00:00:00.000
707,20260726,251,16,105,226,2,4,495.000000,708.000000,708.000000,1,1,2026-08-24T00:00:00.000
708,20260629,139,32,462,30,4,4,495.700000,709.000000,709.000000,1,1,2026-08-24T00:00:00.000
709,20260601,102,20,302,136,5,5,496.400000,710.000000,710.000000,1,1,2026-08-24T00:00:00.000
710,20260607,341,43,84,45,3,6,497.100000,711.000000,711.000000,1,1,2026-08-24T00:00:00.000
711,20260613,156,43,327,178,4,6,497.800000,712.000000,712.000000,1,1,2026-08-24T00:00:00.000
712,20260614,288,43,58,75,3,3,498.500000,713.000000,713.000000,1,1,2026-08-24T00:00:00.000
713,20260703,40,25,34,491,3,7,499.200000,714.000000,714.000000,1,1,2026-08-24T00:00:00.000
714,20260713,261,4,127,-1,5,2,499.900000,715.000000,715.000000,1,1,2026-08-24T00:00:00.000
715,20260814,323,9,101,135,1,2,500.600000,716.000000,716.000000,1,1,2026-08-24T00:00:00.000
716,20260719,267,19,101,372,3,4,501.300000,717.000000,717.000000,1,1,2026-08-24T00:00:00.000
717,20260819,348,21,409,156,3,5,502.000000,718.000000,718.000000,1,1,2026-08-24T00:00:00.000
718,20260727,306,52,353,155,1,4,502.700000,719.000000,719.000000,1,1,2026-08-24T00:00:00.000
719,20260603,205,41,181,499,5,4,503.400000,720.000000,720.000000,1,1,2026-08-24T00:00:00.000
720,20260803,310,46,377,279,1,5,504.100000,721.000000,721.000000,1,1,2026-08-24T00:00:00.000
721,20260620,152,44,291,413,2,1,504.800000,722.000000,722.000000,1,1,2026-08-24T00:00:00.000
722,20260815,32,35,59,3,2,3,505.500000,723.000000,723.000000,1,1,2026-08-24T00:00:00.000
723,20260528,78,2,389,146,3,1,506.200000,724.000000,724.000000,1,1,2026-08-24T00:00:00.000
724,20260613,47,21,247,89,3,1,506.900000,725.000000,725.000000,1,1,2026-08-24T00:00:00.000
725,20260708,12,43,480,235,4,6,507.600000,726.000000,726.000000,1,1,2026-08-24T00:00:00.000
726,20260816,113,13,226,197,1,3,508.300000,727.000000,727.000000,1,1,2026-08-24T00:00:00.000
727,20260629,135,24,385,23,3,2,509.000000,728.000000,728.000000,1,1,2026-08-24T00:00:00.000
728,20260530,178,50,95,468,4,4,509.700000,729.000000,729.000000,1,1,2026-08-24T00:00:00.000
729,20260626,248,4,327,492,1,5,510.400000,730.000000,730.000000,1,1,2026-08-24T00:00:00.000
730,20260613,84,45,478,461,3,4,511.100000,731.000000,731.000000,1,1,2026-08-24T00:00:00.000
731,20260616,269,5,421,-1,3,3,511.800000,732.000000,732.000000,1,1,2026-08-24T00:00:00.000
732,20260808,165,3,424,250,4,1,512.500000,733.000000,733.000000,1,1,2026-08-24T00:00:00.000
733,20260807,149,5,20,446,2,2,513.200000,734.000000,734.000000,1,1,2026-08-24T00:00:00.000
734,20260614,165,50,129,160,4,6,513.900000,735.000000,735.000000,1,1,2026-08-24T00:00:00.000
735,20260814,220,7,481,62,2,1,514.600000,736.000000,736.000000,1,1,2026-08-24T00:00:00.000
736,20260807,184,3,236,31,4,2,515.300000,737.000000,737.000000,1,1,2026-08-24T00:00:00.000
737,20260731,292,28,262,312,5,6,516.000000,738.000000,738.000000,1,1,2026-08-24T00:00:00.000
738,20260611,194,5,158,126,2,4,516.700000,739.000000,739.000000,1,1,2026-08-24T00:00:00.000
739,20260705,294,52,447,10,5,4,517.400000,740.000000,740.000000,1,1,2026-08-24T00:00:00.000
740,20260727,332,1,479,116,5,4,518.100000,741.000000,741.000000,1,1,2026-08-24T00:00:00.000
741,20260616,153,16,344,181,5,4,518.800000,742.000000,742.000000,1,1,2026-08-24T00:00:00.000
742,20260622,79,45,20,303,3,3,519.500000,743.000000,743.000000,1,1,2026-08-24T00:00:00.000
743,20260531,273,28,290,166,5,3,520.200000,744.000000,744.000000,1,1,2026-08-24T00:00:00.000
744,20260824,155,32,327,94,3,6,520.900000,745.000000,745.000000,1,1,2026-08-24T00:00:00.000
745,20260628,275,13,414,41,4,2,521.600000,746.000000,746.000000,1,1,2026-08-24T00:00:00.000
746,20260722,298,28,222,292,3,6,522.300000,747.000000,747.000000,1,1,2026-08-24T00:00:00.000
747,20260527,122,45,434,107,4,2,523.000000,748.000000,748.000000,1,1,2026-08-24T00:00:00.000
748,20260718,145,1,84,-1,1,3,523.700000,749.000000,749.000000,1,1,2026-08-24T00:00:00.000
749,20260812,166,7,325,308,5,7,524.400000,750.000000,750.000000,1,1,2026-08-24T00:00:00.000
750,20260618,3,55,429,53,1,5,525.100000,751.000000,751.000000,1,1,2026-08-24T00:00:00.000
751,20260717,182,46,52,32,1,7,525.800000,752.000000,752.000000,1,1,2026-08-24T00:00:00.000
752,20260630,62,17,200,433,4,5,526.500000,753.000000,753.000000,1,1,2026-08-24T00:00:00.000
753,20260804,191,8,7,402,4,4,527.200000,754.000000,754.000000,1,1,2026-08-24T00:00:00.000
754,20260820,53,41,22,341,5,4,527.900000,755.000000,755.000000,1,1,2026-08-24T00:00:00.000
755,20260707,143,50,313,496,4,6,528.600000,756.000000,756.000000,1,1,2026-08-24T00:00:00.000
756,20260815,67,27,289,426,2,6,529.300000,757.000000,757.000000,1,1,2026-08-24T00:00:00.000
757,20260720,164,41,11,46,1,5,530.000000,758.000000,758.000000,1,1,2026-08-24T00:00:00.000
758,20260817,157,23,64,263,5,3,530.700000,759.000000,759.000000,1,1,2026-08-24T00:00:00.000
759,20260716,171,11,363,77,1,4,531.400000,760.000000,760.000000,1,1,2026-08-24T00:00:00.000
760,20260702,119,29,361,214,4,7,532.100000,761.000000,761.000000,1,1,2026-08-24T00:00:00.000
761,20260627,146,40,4,40,4,7,532.800000,762.000000,762.000000,1,1,2026-08-24T00:00:00.000
762,20260619,106,30,316,215,5,5,533.500000,763.000000,763.000000,1,1,2026-08-24T00:00:00.000
763,20260822,179,52,340,392,3,7,534.200000,764.000000,764.000000,1,1,2026-08-24T00:00:00.000
764,20260717,196,39,360,90,4,6,534.900000,765.000000,765.000000,1,1,2026-08-24T00:00:00.000
765,20260624,176,32,369,-1,3,3,535.600000,766.000000,766.000000,1,1,2026-08-24T00:00:00.000
766,20260530,195,29,379,127,5,7,536.300000,767.000000,767.000000,1,1,2026-08-24T00:00:00.000
767,20260801,191,55,495,414,1,3,537.000000,768.000000,768.000000,1,1,2026-08-24T00:00:00.000
768,20260730,327,35,394,304,4,4,537.700000,769.000000,769.000000,1,1,2026-08-24T00:00:00.000
769,20260717,20,25,146,50,2,5,538.400000,770.000000,770.000000,1,1,2026-08-24T00:00:00.000
770,20260610,163,51,80,253,3,6,539.100000,771.000000,771.000000,1,1,2026-08-24T00:00:00.000
771,20260706,18,34,308,201,3,1,539.800000,772.000000,772.000000,1,1,2026-08-24T00:00:00.000
772,20260810,222,31,462,343,4,3,540.500000,773.000000,773.000000,1,1,2026-08-24T00:00:00.000
773,20260620,314,6,77,427,4,5,541.200000,774.000000,774.000000,1,1,2026-08-24T00:00:00.000
774,20260611,329,20,405,407,4,4,541.900000,775.000000,775.000000,1,1,2026-08-24T00:00:00.000
775,20260818,325,55,48,50,2,6,542.600000,776.000000,776.000000,1,1,2026-08-24T00:00:00.000
776,20260628,4,53,433,433,1,3,543.300000,777.000000,777.000000,1,1,2026-08-24T00:00:00.000
777,20260627,7,35,455,381,3,7,544.000000,778.000000,778.000000,1,1,2026-08-24T00:00:00.000
778,20260731,159,40,149,169,3,7,544.700000,779.000000,779.000000,1,1,2026-08-24T00:00:00.000
779,20260530,304,23,228,359,1,3,545.400000,780.000000,780.000000,1,1,2026-08-24T00:00:00.000
780,20260715,43,22,403,418,3,7,546.100000,781.000000,781.000000,1,1,2026-08-24T00:00:00.000
781,20260703,255,48,349,432,5,6,546.800000,782.000000,782.000000,1,1,2026-08-24T00:00:00.000
782,20260606,90,51,199,-1,4,1,547.500000,783.000000,783.000000,1,1,2026-08-24T00:00:00.000
783,20260712,7,51,33,188,4,7,548.200000,784.000000,784.000000,1,1,2026-08-24T00:00:00.000
784,20260706,38,25,146,319,1,3,548.900000,785.000000,785.000000,1,1,2026-08-24T00:00:00.000
785,20260608,324,17,182,88,3,7,549.600000,786.000000,786.000000,1,1,2026-08-24T00:00:00.000
786,20260531,173,54,423,75,3,7,550.300000,787.000000,787.000000,1,1,2026-08-24T00:00:00.000
787,20260602,133,44,255,429,5,7,551.000000,788.000000,788.000000,1,1,2026-08-24T00:00:00.000
788,20260705,206,15,322,331,2,7,551.700000,789.000000,789.000000,1,1,2026-08-24T00:00:00.000
789,20260612,269,50,287,189,5,3,552.400000,790.000000,790.000000,1,1,2026-08-24T00:00:00.000
790,20260814,212,52,375,96,2,4,553.100000,791.000000,791.000000,1,1,2026-08-24T00:00:00.000
791,20260722,246,31,71,216,2,4,553.800000,792.000000,792.000000,1,1,2026-08-24T00:00:00.000
792,20260527,306,51,7,182,5,3,554.500000,793.000000,793.000000,1,1,2026-08-24T00:00:00.000
