LaborHeadcountSnapshotKey,SnapshotDateKey,PlantKey,CostCenterKey,BusinessUnitKey,LaborJobGradeKey,LaborEmploymentStatusKey,HeadcountQuantity,FullTimeEquivalentQuantity,OpenPositionQuantity,SourceSystemKey,BatchId,LoadedAtUtc
1307,20260528,301,399,69,31,2,915.0000,915.0000,915.0000,1,1,2026-08-24T00:00:00.000
1308,20260823,138,287,170,33,1,915.7000,915.7000,915.7000,1,1,2026-08-24T00:00:00.000
1309,20260803,72,146,261,17,5,916.4000,916.4000,916.4000,1,1,2026-08-24T00:00:00.000
1310,20260613,73,292,456,17,7,917.1000,917.1000,917.1000,1,1,2026-08-24T00:00:00.000
1311,20260808,98,2,448,28,1,917.8000,917.8000,917.8000,1,1,2026-08-24T00:00:00.000
1312,20260726,48,455,361,5,8,918.5000,918.5000,918.5000,1,1,2026-08-24T00:00:00.000
1313,20260703,15,352,353,33,6,919.2000,919.2000,919.2000,1,1,2026-08-24T00:00:00.000
1314,20260718,338,87,82,31,3,919.9000,919.9000,919.9000,1,1,2026-08-24T00:00:00.000
1315,20260612,264,217,428,14,3,920.6000,920.6000,920.6000,1,1,2026-08-24T00:00:00.000
1316,20260802,242,151,79,17,6,921.3000,921.3000,921.3000,1,1,2026-08-24T00:00:00.000
1317,20260611,53,62,103,13,1,922.0000,922.0000,922.0000,1,1,2026-08-24T00:00:00.000
1318,20260624,329,45,230,26,5,922.7000,922.7000,922.7000,1,1,2026-08-24T00:00:00.000
1319,20260706,69,354,5,23,1,923.4000,923.4000,923.4000,1,1,2026-08-24T00:00:00.000
1320,20260529,338,57,374,29,1,924.1000,924.1000,924.1000,1,1,2026-08-24T00:00:00.000
1321,20260614,326,90,466,19,2,924.8000,924.8000,924.8000,1,1,2026-08-24T00:00:00.000
1322,20260713,290,164,210,6,7,925.5000,925.5000,925.5000,1,1,2026-08-24T00:00:00.000
1323,20260626,284,408,258,33,6,926.2000,926.2000,926.2000,1,1,2026-08-24T00:00:00.000
1324,20260707,141,210,456,26,7,926.9000,926.9000,926.9000,1,1,2026-08-24T00:00:00.000
1325,20260715,20,290,33,25,3,927.6000,927.6000,927.6000,1,1,2026-08-24T00:00:00.000
1326,20260627,166,162,230,8,1,928.3000,928.3000,928.3000,1,1,2026-08-24T00:00:00.000
1327,20260818,106,358,123,18,3,929.0000,929.0000,929.0000,1,1,2026-08-24T00:00:00.000
1328,20260619,87,377,443,13,7,929.7000,929.7000,929.7000,1,1,2026-08-24T00:00:00.000
1329,20260716,252,34,394,23,6,930.4000,930.4000,930.4000,1,1,2026-08-24T00:00:00.000
1330,20260614,202,87,107,12,2,931.1000,931.1000,931.1000,1,1,2026-08-24T00:00:00.000
1331,20260603,198,127,5,2,7,931.8000,931.8000,931.8000,1,1,2026-08-24T00:00:00.000
1332,20260611,13,381,298,7,2,932.5000,932.5000,932.5000,1,1,2026-08-24T00:00:00.000
1333,20260807,289,204,217,22,7,933.2000,933.2000,933.2000,1,1,2026-08-24T00:00:00.000
1334,20260623,283,152,259,15,7,933.9000,933.9000,933.9000,1,1,2026-08-24T00:00:00.000
1335,20260618,275,493,168,34,5,934.6000,934.6000,934.6000,1,1,2026-08-24T00:00:00.000
1336,20260703,38,60,285,22,5,935.3000,935.3000,935.3000,1,1,2026-08-24T00:00:00.000
1337,20260702,71,366,273,30,2,936.0000,936.0000,936.0000,1,1,2026-08-24T00:00:00.000
1338,20260620,215,52,452,4,1,936.7000,936.7000,936.7000,1,1,2026-08-24T00:00:00.000
1339,20260710,188,302,273,6,8,937.4000,937.4000,937.4000,1,1,2026-08-24T00:00:00.000
1340,20260618,61,288,500,23,5,938.1000,938.1000,938.1000,1,1,2026-08-24T00:00:00.000
1341,20260824,290,110,469,23,5,938.8000,938.8000,938.8000,1,1,2026-08-24T00:00:00.000
1342,20260724,129,147,363,5,2,939.5000,939.5000,939.5000,1,1,2026-08-24T00:00:00.000
1343,20260802,181,300,131,18,6,940.2000,940.2000,940.2000,1,1,2026-08-24T00:00:00.000
1344,20260809,34,468,415,26,6,940.9000,940.9000,940.9000,1,1,2026-08-24T00:00:00.000
1345,20260612,2,278,110,12,4,941.6000,941.6000,941.6000,1,1,2026-08-24T00:00:00.000
1346,20260713,52,458,251,24,2,942.3000,942.3000,942.3000,1,1,2026-08-24T00:00:00.000
1347,20260701,56,486,280,34,8,943.0000,943.0000,943.0000,1,1,2026-08-24T00:00:00.000
1348,20260720,79,437,234,16,3,943.7000,943.7000,943.7000,1,1,2026-08-24T00:00:00.000
1349,20260601,322,278,104,16,2,944.4000,944.4000,944.4000,1,1,2026-08-24T00:00:00.000
1350,20260615,337,303,311,18,4,945.1000,945.1000,945.1000,1,1,2026-08-24T00:00:00.000
1351,20260815,212,32,252,1,5,945.8000,945.8000,945.8000,1,1,2026-08-24T00:00:00.000
1352,20260720,325,251,342,22,5,946.5000,946.5000,946.5000,1,1,2026-08-24T00:00:00.000
1353,20260701,88,260,413,17,5,947.2000,947.2000,947.2000,1,1,2026-08-24T00:00:00.000
1354,20260618,119,115,451,13,5,947.9000,947.9000,947.9000,1,1,2026-08-24T00:00:00.000
1355,20260802,89,311,389,13,3,948.6000,948.6000,948.6000,1,1,2026-08-24T00:00:00.000
1356,20260824,84,265,24,3,2,949.3000,949.3000,949.3000,1,1,2026-08-24T00:00:00.000
1357,20260603,237,124,263,32,3,950.0000,950.0000,950.0000,1,1,2026-08-24T00:00:00.000
1358,20260711,310,33,351,9,2,950.7000,950.7000,950.7000,1,1,2026-08-24T00:00:00.000
1359,20260809,47,251,1,27,1,951.4000,951.4000,951.4000,1,1,2026-08-24T00:00:00.000
1360,20260813,54,389,474,33,5,952.1000,952.1000,952.1000,1,1,2026-08-24T00:00:00.000
1361,20260614,333,292,249,32,1,952.8000,952.8000,952.8000,1,1,2026-08-24T00:00:00.000
1362,20260713,194,322,15,5,1,953.5000,953.5000,953.5000,1,1,2026-08-24T00:00:00.000
1363,20260704,205,462,208,30,8,954.2000,954.2000,954.2000,1,1,2026-08-24T00:00:00.000
1364,20260613,137,351,339,12,4,954.9000,954.9000,954.9000,1,1,2026-08-24T00:00:00.000
1365,20260530,204,222,39,11,1,955.6000,955.6000,955.6000,1,1,2026-08-24T00:00:00.000
1366,20260603,322,360,464,12,4,956.3000,956.3000,956.3000,1,1,2026-08-24T00:00:00.000
1367,20260710,30,354,282,19,3,957.0000,957.0000,957.0000,1,1,2026-08-24T00:00:00.000
1368,20260711,222,191,250,28,7,957.7000,957.7000,957.7000,1,1,2026-08-24T00:00:00.000
1369,20260720,284,471,374,9,8,958.4000,958.4000,958.4000,1,1,2026-08-24T00:00:00.000
1370,20260811,271,494,335,24,5,959.1000,959.1000,959.1000,1,1,2026-08-24T00:00:00.000
1371,20260731,200,394,314,33,7,959.8000,959.8000,959.8000,1,1,2026-08-24T00:00:00.000
1372,20260623,316,277,179,18,6,960.5000,960.5000,960.5000,1,1,2026-08-24T00:00:00.000
1373,20260805,17,279,476,14,2,961.2000,961.2000,961.2000,1,1,2026-08-24T00:00:00.000
1374,20260719,243,260,358,18,4,961.9000,961.9000,961.9000,1,1,2026-08-24T00:00:00.000
1375,20260710,240,236,495,29,8,962.6000,962.6000,962.6000,1,1,2026-08-24T00:00:00.000
1376,20260615,159,320,366,3,3,963.3000,963.3000,963.3000,1,1,2026-08-24T00:00:00.000
1377,20260811,168,110,352,24,5,964.0000,964.0000,964.0000,1,1,2026-08-24T00:00:00.000
1378,20260702,1,130,371,10,7,964.7000,964.7000,964.7000,1,1,2026-08-24T00:00:00.000
1379,20260729,346,79,402,33,7,965.4000,965.4000,965.4000,1,1,2026-08-24T00:00:00.000
1380,20260616,159,485,464,16,4,966.1000,966.1000,966.1000,1,1,2026-08-24T00:00:00.000
1381,20260607,338,320,384,19,7,966.8000,966.8000,966.8000,1,1,2026-08-24T00:00:00.000
1382,20260530,289,484,490,34,6,967.5000,967.5000,967.5000,1,1,2026-08-24T00:00:00.000
1383,20260724,214,270,267,4,4,968.2000,968.2000,968.2000,1,1,2026-08-24T00:00:00.000
1384,20260824,146,459,97,5,5,968.9000,968.9000,968.9000,1,1,2026-08-24T00:00:00.000
1385,20260811,103,416,22,31,5,969.6000,969.6000,969.6000,1,1,2026-08-24T00:00:00.000
1386,20260816,90,318,259,17,6,970.3000,970.3000,970.3000,1,1,2026-08-24T00:00:00.000
1387,20260616,314,84,388,11,3,971.0000,971.0000,971.0000,1,1,2026-08-24T00:00:00.000
1388,20260729,24,110,430,4,7,971.7000,971.7000,971.7000,1,1,2026-08-24T00:00:00.000
1389,20260528,61,35,224,22,1,972.4000,972.4000,972.4000,1,1,2026-08-24T00:00:00.000
1390,20260716,288,296,411,18,6,973.1000,973.1000,973.1000,1,1,2026-08-24T00:00:00.000
1391,20260613,99,409,117,10,5,973.8000,973.8000,973.8000,1,1,2026-08-24T00:00:00.000
1392,20260710,96,114,329,15,2,974.5000,974.5000,974.5000,1,1,2026-08-24T00:00:00.000
1393,20260801,326,86,167,21,6,975.2000,975.2000,975.2000,1,1,2026-08-24T00:00:00.000
1394,20260530,210,310,200,4,4,975.9000,975.9000,975.9000,1,1,2026-08-24T00:00:00.000
1395,20260728,182,313,5,17,8,976.6000,976.6000,976.6000,1,1,2026-08-24T00:00:00.000
1396,20260627,86,379,341,34,5,977.3000,977.3000,977.3000,1,1,2026-08-24T00:00:00.000
1397,20260618,55,261,200,3,8,978.0000,978.0000,978.0000,1,1,2026-08-24T00:00:00.000
1398,20260820,239,97,205,9,4,978.7000,978.7000,978.7000,1,1,2026-08-24T00:00:00.000
1399,20260713,158,413,433,11,6,979.4000,979.4000,979.4000,1,1,2026-08-24T00:00:00.000
1400,20260814,325,497,79,22,4,980.1000,980.1000,980.1000,1,1,2026-08-24T00:00:00.000
1401,20260623,10,112,408,27,6,980.8000,980.8000,980.8000,1,1,2026-08-24T00:00:00.000
1402,20260602,247,282,119,29,3,981.5000,981.5000,981.5000,1,1,2026-08-24T00:00:00.000
1403,20260615,308,247,430,17,8,982.2000,982.2000,982.2000,1,1,2026-08-24T00:00:00.000
1404,20260811,253,328,460,24,4,982.9000,982.9000,982.9000,1,1,2026-08-24T00:00:00.000
1405,20260701,79,123,287,5,7,983.6000,983.6000,983.6000,1,1,2026-08-24T00:00:00.000
1406,20260606,106,148,60,13,7,984.3000,984.3000,984.3000,1,1,2026-08-24T00:00:00.000
1407,20260725,221,342,455,32,6,985.0000,985.0000,985.0000,1,1,2026-08-24T00:00:00.000
1408,20260806,304,320,473,26,3,985.7000,985.7000,985.7000,1,1,2026-08-24T00:00:00.000
1409,20260624,261,367,217,1,2,986.4000,986.4000,986.4000,1,1,2026-08-24T00:00:00.000
1410,20260720,159,192,308,13,6,987.1000,987.1000,987.1000,1,1,2026-08-24T00:00:00.000
1411,20260617,150,309,117,4,2,987.8000,987.8000,987.8000,1,1,2026-08-24T00:00:00.000
1412,20260614,216,459,314,10,6,988.5000,988.5000,988.5000,1,1,2026-08-24T00:00:00.000
1413,20260529,72,326,122,11,4,989.2000,989.2000,989.2000,1,1,2026-08-24T00:00:00.000
1414,20260708,181,160,399,15,1,989.9000,989.9000,989.9000,1,1,2026-08-24T00:00:00.000
1415,20260824,107,268,122,5,6,990.6000,990.6000,990.6000,1,1,2026-08-24T00:00:00.000
1416,20260704,21,38,36,9,6,991.3000,991.3000,991.3000,1,1,2026-08-24T00:00:00.000
1417,20260531,324,138,380,5,3,992.0000,992.0000,992.0000,1,1,2026-08-24T00:00:00.000
1418,20260530,78,23,166,28,5,992.7000,992.7000,992.7000,1,1,2026-08-24T00:00:00.000
1419,20260724,61,28,119,4,8,993.4000,993.4000,993.4000,1,1,2026-08-24T00:00:00.000
1420,20260727,212,276,364,26,5,994.1000,994.1000,994.1000,1,1,2026-08-24T00:00:00.000
1421,20260722,306,120,222,34,2,994.8000,994.8000,994.8000,1,1,2026-08-24T00:00:00.000
1422,20260720,99,290,235,3,2,995.5000,995.5000,995.5000,1,1,2026-08-24T00:00:00.000
1423,20260820,215,241,440,29,8,996.2000,996.2000,996.2000,1,1,2026-08-24T00:00:00.000
1424,20260807,332,171,277,17,7,996.9000,996.9000,996.9000,1,1,2026-08-24T00:00:00.000
1425,20260610,135,333,393,10,7,997.6000,997.6000,997.6000,1,1,2026-08-24T00:00:00.000
1426,20260809,15,307,161,18,3,998.3000,998.3000,998.3000,1,1,2026-08-24T00:00:00.000
1427,20260601,251,193,423,33,3,999.0000,999.0000,999.0000,1,1,2026-08-24T00:00:00.000
1428,20260625,38,113,204,13,4,999.7000,999.7000,999.7000,1,1,2026-08-24T00:00:00.000
1429,20260821,184,76,157,28,8,0.4000,0.4000,0.4000,1,1,2026-08-24T00:00:00.000
1430,20260823,148,220,476,31,6,1.1000,1.1000,1.1000,1,1,2026-08-24T00:00:00.000
1431,20260616,112,63,360,24,8,1.8000,1.8000,1.8000,1,1,2026-08-24T00:00:00.000
1432,20260720,106,335,280,18,3,2.5000,2.5000,2.5000,1,1,2026-08-24T00:00:00.000
1433,20260820,28,135,176,17,4,3.2000,3.2000,3.2000,1,1,2026-08-24T00:00:00.000
1434,20260612,248,478,171,33,2,3.9000,3.9000,3.9000,1,1,2026-08-24T00:00:00.000
1435,20260527,332,68,184,12,4,4.6000,4.6000,4.6000,1,1,2026-08-24T00:00:00.000
1436,20260711,276,70,123,13,2,5.3000,5.3000,5.3000,1,1,2026-08-24T00:00:00.000
1437,20260612,342,369,226,4,6,6.0000,6.0000,6.0000,1,1,2026-08-24T00:00:00.000
1438,20260613,183,181,154,16,2,6.7000,6.7000,6.7000,1,1,2026-08-24T00:00:00.000
1439,20260608,2,249,382,11,1,7.4000,7.4000,7.4000,1,1,2026-08-24T00:00:00.000
1440,20260811,228,110,333,4,6,8.1000,8.1000,8.1000,1,1,2026-08-24T00:00:00.000
1441,20260601,157,255,203,2,8,8.8000,8.8000,8.8000,1,1,2026-08-24T00:00:00.000
1442,20260802,187,109,366,25,2,9.5000,9.5000,9.5000,1,1,2026-08-24T00:00:00.000
1443,20260624,336,429,44,16,3,10.2000,10.2000,10.2000,1,1,2026-08-24T00:00:00.000
1444,20260610,71,49,43,33,7,10.9000,10.9000,10.9000,1,1,2026-08-24T00:00:00.000
1445,20260610,321,85,22,30,6,11.6000,11.6000,11.6000,1,1,2026-08-24T00:00:00.000
1446,20260726,237,142,487,20,6,12.3000,12.3000,12.3000,1,1,2026-08-24T00:00:00.000
1447,20260815,301,469,407,31,8,13.0000,13.0000,13.0000,1,1,2026-08-24T00:00:00.000
1448,20260602,37,131,166,17,7,13.7000,13.7000,13.7000,1,1,2026-08-24T00:00:00.000
1449,20260819,298,73,319,33,3,14.4000,14.4000,14.4000,1,1,2026-08-24T00:00:00.000
1450,20260602,42,365,455,9,5,15.1000,15.1000,15.1000,1,1,2026-08-24T00:00:00.000
1451,20260613,333,262,239,34,7,15.8000,15.8000,15.8000,1,1,2026-08-24T00:00:00.000
1452,20260620,164,325,345,14,3,16.5000,16.5000,16.5000,1,1,2026-08-24T00:00:00.000
1453,20260709,96,175,227,29,8,17.2000,17.2000,17.2000,1,1,2026-08-24T00:00:00.000
1454,20260821,290,392,175,13,6,17.9000,17.9000,17.9000,1,1,2026-08-24T00:00:00.000
1455,20260712,123,93,264,6,2,18.6000,18.6000,18.6000,1,1,2026-08-24T00:00:00.000
1456,20260805,68,97,448,12,7,19.3000,19.3000,19.3000,1,1,2026-08-24T00:00:00.000
1457,20260608,39,196,10,25,3,20.0000,20.0000,20.0000,1,1,2026-08-24T00:00:00.000
1458,20260614,87,473,263,15,6,20.7000,20.7000,20.7000,1,1,2026-08-24T00:00:00.000
1459,20260607,13,382,145,2,2,21.4000,21.4000,21.4000,1,1,2026-08-24T00:00:00.000
1460,20260529,201,280,353,7,6,22.1000,22.1000,22.1000,1,1,2026-08-24T00:00:00.000
1461,20260601,207,71,300,1,2,22.8000,22.8000,22.8000,1,1,2026-08-24T00:00:00.000
1462,20260816,139,310,342,34,1,23.5000,23.5000,23.5000,1,1,2026-08-24T00:00:00.000
1463,20260619,268,154,499,34,2,24.2000,24.2000,24.2000,1,1,2026-08-24T00:00:00.000
1464,20260715,50,474,122,8,6,24.9000,24.9000,24.9000,1,1,2026-08-24T00:00:00.000
1465,20260802,347,446,47,17,3,25.6000,25.6000,25.6000,1,1,2026-08-24T00:00:00.000
1466,20260605,277,78,282,19,8,26.3000,26.3000,26.3000,1,1,2026-08-24T00:00:00.000
1467,20260530,105,219,358,27,5,27.0000,27.0000,27.0000,1,1,2026-08-24T00:00:00.000
1468,20260529,293,382,69,16,7,27.7000,27.7000,27.7000,1,1,2026-08-24T00:00:00.000
1469,20260626,187,330,343,32,6,28.4000,28.4000,28.4000,1,1,2026-08-24T00:00:00.000
1470,20260531,33,340,2,26,5,29.1000,29.1000,29.1000,1,1,2026-08-24T00:00:00.000
1471,20260819,179,77,196,32,1,29.8000,29.8000,29.8000,1,1,2026-08-24T00:00:00.000
1472,20260603,294,439,357,33,1,30.5000,30.5000,30.5000,1,1,2026-08-24T00:00:00.000
1473,20260628,241,54,241,19,1,31.2000,31.2000,31.2000,1,1,2026-08-24T00:00:00.000
1474,20260528,46,203,373,8,6,31.9000,31.9000,31.9000,1,1,2026-08-24T00:00:00.000
1475,20260713,34,393,412,6,4,32.6000,32.6000,32.6000,1,1,2026-08-24T00:00:00.000
1476,20260824,310,476,57,16,2,33.3000,33.3000,33.3000,1,1,2026-08-24T00:00:00.000
1477,20260810,213,126,333,22,8,34.0000,34.0000,34.0000,1,1,2026-08-24T00:00:00.000
1478,20260824,240,60,33,5,1,34.7000,34.7000,34.7000,1,1,2026-08-24T00:00:00.000
1479,20260706,157,71,434,29,4,35.4000,35.4000,35.4000,1,1,2026-08-24T00:00:00.000
1480,20260714,289,150,169,34,8,36.1000,36.1000,36.1000,1,1,2026-08-24T00:00:00.000
1481,20260816,244,70,22,8,2,36.8000,36.8000,36.8000,1,1,2026-08-24T00:00:00.000
1482,20260811,272,292,87,16,3,37.5000,37.5000,37.5000,1,1,2026-08-24T00:00:00.000
1483,20260814,133,315,378,8,7,38.2000,38.2000,38.2000,1,1,2026-08-24T00:00:00.000
1484,20260619,64,208,485,5,3,38.9000,38.9000,38.9000,1,1,2026-08-24T00:00:00.000
1485,20260810,94,493,390,8,5,39.6000,39.6000,39.6000,1,1,2026-08-24T00:00:00.000
1486,20260607,341,453,63,11,2,40.3000,40.3000,40.3000,1,1,2026-08-24T00:00:00.000
1487,20260614,238,31,477,18,5,41.0000,41.0000,41.0000,1,1,2026-08-24T00:00:00.000
1488,20260804,295,323,403,2,1,41.7000,41.7000,41.7000,1,1,2026-08-24T00:00:00.000
1489,20260717,137,217,214,10,7,42.4000,42.4000,42.4000,1,1,2026-08-24T00:00:00.000
1490,20260608,273,189,158,9,5,43.1000,43.1000,43.1000,1,1,2026-08-24T00:00:00.000
1491,20260706,45,385,56,5,8,43.8000,43.8000,43.8000,1,1,2026-08-24T00:00:00.000
1492,20260612,37,408,350,9,8,44.5000,44.5000,44.5000,1,1,2026-08-24T00:00:00.000
1493,20260630,213,93,270,10,5,45.2000,45.2000,45.2000,1,1,2026-08-24T00:00:00.000
1494,20260609,283,330,432,20,7,45.9000,45.9000,45.9000,1,1,2026-08-24T00:00:00.000
1495,20260805,96,335,174,1,6,46.6000,46.6000,46.6000,1,1,2026-08-24T00:00:00.000
1496,20260718,130,368,383,5,5,47.3000,47.3000,47.3000,1,1,2026-08-24T00:00:00.000
1497,20260714,1,387,441,28,4,48.0000,48.0000,48.0000,1,1,2026-08-24T00:00:00.000
1498,20260607,52,390,208,13,3,48.7000,48.7000,48.7000,1,1,2026-08-24T00:00:00.000
1499,20260619,58,97,292,13,7,49.4000,49.4000,49.4000,1,1,2026-08-24T00:00:00.000
1500,20260724,190,201,197,12,3,50.1000,50.1000,50.1000,1,1,2026-08-24T00:00:00.000
1501,20260624,215,241,97,14,5,50.8000,50.8000,50.8000,1,1,2026-08-24T00:00:00.000
1502,20260810,119,202,493,33,5,51.5000,51.5000,51.5000,1,1,2026-08-24T00:00:00.000
1503,20260530,131,122,434,16,8,52.2000,52.2000,52.2000,1,1,2026-08-24T00:00:00.000
1504,20260531,23,68,421,9,8,52.9000,52.9000,52.9000,1,1,2026-08-24T00:00:00.000
1505,20260617,47,369,5,8,8,53.6000,53.6000,53.6000,1,1,2026-08-24T00:00:00.000
1506,20260615,302,200,434,14,3,54.3000,54.3000,54.3000,1,1,2026-08-24T00:00:00.000
1507,20260723,293,33,466,15,4,55.0000,55.0000,55.0000,1,1,2026-08-24T00:00:00.000
1508,20260802,254,125,339,27,2,55.7000,55.7000,55.7000,1,1,2026-08-24T00:00:00.000
1509,20260706,47,55,336,9,4,56.4000,56.4000,56.4000,1,1,2026-08-24T00:00:00.000
1510,20260527,307,52,174,7,6,57.1000,57.1000,57.1000,1,1,2026-08-24T00:00:00.000
1511,20260616,2,258,211,31,1,57.8000,57.8000,57.8000,1,1,2026-08-24T00:00:00.000
1512,20260701,236,100,329,34,2,58.5000,58.5000,58.5000,1,1,2026-08-24T00:00:00.000
1513,20260604,344,491,414,16,8,59.2000,59.2000,59.2000,1,1,2026-08-24T00:00:00.000
1514,20260731,57,438,232,12,8,59.9000,59.9000,59.9000,1,1,2026-08-24T00:00:00.000
1515,20260604,58,458,200,23,8,60.6000,60.6000,60.6000,1,1,2026-08-24T00:00:00.000
1516,20260620,24,273,355,31,2,61.3000,61.3000,61.3000,1,1,2026-08-24T00:00:00.000
1517,20260710,282,365,155,30,3,62.0000,62.0000,62.0000,1,1,2026-08-24T00:00:00.000
1518,20260709,234,198,79,25,5,62.7000,62.7000,62.7000,1,1,2026-08-24T00:00:00.000
1519,20260627,333,192,206,21,7,63.4000,63.4000,63.4000,1,1,2026-08-24T00:00:00.000
1520,20260822,211,469,224,18,7,64.1000,64.1000,64.1000,1,1,2026-08-24T00:00:00.000
1521,20260722,43,87,209,25,4,64.8000,64.8000,64.8000,1,1,2026-08-24T00:00:00.000
1522,20260605,73,436,111,21,6,65.5000,65.5000,65.5000,1,1,2026-08-24T00:00:00.000
1523,20260705,2,12,359,34,7,66.2000,66.2000,66.2000,1,1,2026-08-24T00:00:00.000
1524,20260702,192,14,106,23,7,66.9000,66.9000,66.9000,1,1,2026-08-24T00:00:00.000
1525,20260804,247,74,348,28,1,67.6000,67.6000,67.6000,1,1,2026-08-24T00:00:00.000
1526,20260727,296,98,85,34,3,68.3000,68.3000,68.3000,1,1,2026-08-24T00:00:00.000
1527,20260603,239,491,345,4,5,69.0000,69.0000,69.0000,1,1,2026-08-24T00:00:00.000
1528,20260723,243,108,316,5,2,69.7000,69.7000,69.7000,1,1,2026-08-24T00:00:00.000
1529,20260701,56,87,197,5,2,70.4000,70.4000,70.4000,1,1,2026-08-24T00:00:00.000
1530,20260702,237,350,233,19,4,71.1000,71.1000,71.1000,1,1,2026-08-24T00:00:00.000
1531,20260605,207,171,150,32,8,71.8000,71.8000,71.8000,1,1,2026-08-24T00:00:00.000
1532,20260815,242,367,140,5,8,72.5000,72.5000,72.5000,1,1,2026-08-24T00:00:00.000
1533,20260622,116,447,326,9,5,73.2000,73.2000,73.2000,1,1,2026-08-24T00:00:00.000
1534,20260724,245,99,24,32,7,73.9000,73.9000,73.9000,1,1,2026-08-24T00:00:00.000
1535,20260803,103,378,62,19,3,74.6000,74.6000,74.6000,1,1,2026-08-24T00:00:00.000
1536,20260731,123,24,291,4,7,75.3000,75.3000,75.3000,1,1,2026-08-24T00:00:00.000
1537,20260820,151,198,380,23,3,76.0000,76.0000,76.0000,1,1,2026-08-24T00:00:00.000
1538,20260607,4,53,335,34,1,76.7000,76.7000,76.7000,1,1,2026-08-24T00:00:00.000
1539,20260815,311,28,126,22,7,77.4000,77.4000,77.4000,1,1,2026-08-24T00:00:00.000
1540,20260617,107,237,27,21,2,78.1000,78.1000,78.1000,1,1,2026-08-24T00:00:00.000
1541,20260624,313,104,189,24,8,78.8000,78.8000,78.8000,1,1,2026-08-24T00:00:00.000
1542,20260716,184,364,254,16,7,79.5000,79.5000,79.5000,1,1,2026-08-24T00:00:00.000
1543,20260722,253,267,46,17,6,80.2000,80.2000,80.2000,1,1,2026-08-24T00:00:00.000
1544,20260603,133,451,157,9,2,80.9000,80.9000,80.9000,1,1,2026-08-24T00:00:00.000
1545,20260812,198,159,83,19,2,81.6000,81.6000,81.6000,1,1,2026-08-24T00:00:00.000
1546,20260708,208,389,356,30,8,82.3000,82.3000,82.3000,1,1,2026-08-24T00:00:00.000
1547,20260626,221,338,190,14,5,83.0000,83.0000,83.0000,1,1,2026-08-24T00:00:00.000
1548,20260620,156,496,404,22,1,83.7000,83.7000,83.7000,1,1,2026-08-24T00:00:00.000
1549,20260608,199,248,16,17,3,84.4000,84.4000,84.4000,1,1,2026-08-24T00:00:00.000
1550,20260607,59,422,370,31,8,85.1000,85.1000,85.1000,1,1,2026-08-24T00:00:00.000
1551,20260818,61,297,488,4,1,85.8000,85.8000,85.8000,1,1,2026-08-24T00:00:00.000
1552,20260815,238,412,15,29,5,86.5000,86.5000,86.5000,1,1,2026-08-24T00:00:00.000
1553,20260724,228,352,240,16,8,87.2000,87.2000,87.2000,1,1,2026-08-24T00:00:00.000
1554,20260803,4,84,303,2,3,87.9000,87.9000,87.9000,1,1,2026-08-24T00:00:00.000
1555,20260714,213,359,423,6,1,88.6000,88.6000,88.6000,1,1,2026-08-24T00:00:00.000
1556,20260602,42,409,113,31,4,89.3000,89.3000,89.3000,1,1,2026-08-24T00:00:00.000
1557,20260629,55,377,251,16,3,90.0000,90.0000,90.0000,1,1,2026-08-24T00:00:00.000
1558,20260613,110,453,272,3,8,90.7000,90.7000,90.7000,1,1,2026-08-24T00:00:00.000
1559,20260619,268,53,148,22,7,91.4000,91.4000,91.4000,1,1,2026-08-24T00:00:00.000
1560,20260726,164,253,364,3,4,92.1000,92.1000,92.1000,1,1,2026-08-24T00:00:00.000
1561,20260703,55,112,182,14,3,92.8000,92.8000,92.8000,1,1,2026-08-24T00:00:00.000
1562,20260824,283,440,327,16,8,93.5000,93.5000,93.5000,1,1,2026-08-24T00:00:00.000
1563,20260802,288,251,300,30,6,94.2000,94.2000,94.2000,1,1,2026-08-24T00:00:00.000
1564,20260813,319,197,211,16,5,94.9000,94.9000,94.9000,1,1,2026-08-24T00:00:00.000
1565,20260822,98,351,500,16,8,95.6000,95.6000,95.6000,1,1,2026-08-24T00:00:00.000
1566,20260708,157,193,265,25,5,96.3000,96.3000,96.3000,1,1,2026-08-24T00:00:00.000
1567,20260714,103,21,141,8,5,97.0000,97.0000,97.0000,1,1,2026-08-24T00:00:00.000
1568,20260731,287,132,457,14,4,97.7000,97.7000,97.7000,1,1,2026-08-24T00:00:00.000
1569,20260628,30,25,465,26,8,98.4000,98.4000,98.4000,1,1,2026-08-24T00:00:00.000
1570,20260630,153,491,242,2,2,99.1000,99.1000,99.1000,1,1,2026-08-24T00:00:00.000
1571,20260805,349,302,257,16,2,99.8000,99.8000,99.8000,1,1,2026-08-24T00:00:00.000
1572,20260728,261,340,199,12,7,100.5000,100.5000,100.5000,1,1,2026-08-24T00:00:00.000
1573,20260612,101,142,314,25,2,101.2000,101.2000,101.2000,1,1,2026-08-24T00:00:00.000
1574,20260619,215,123,401,6,2,101.9000,101.9000,101.9000,1,1,2026-08-24T00:00:00.000
1575,20260604,207,307,70,3,6,102.6000,102.6000,102.6000,1,1,2026-08-24T00:00:00.000
1576,20260712,71,135,390,12,6,103.3000,103.3000,103.3000,1,1,2026-08-24T00:00:00.000
1577,20260803,100,456,270,6,7,104.0000,104.0000,104.0000,1,1,2026-08-24T00:00:00.000
