LogisticsTrackingEventKey,EventDateKey,EventTimeOfDayKey,LogisticsShipmentHeaderKey,LogisticsDeliveryKey,LogisticsTransportLoadKey,LogisticsContainerKey,LogisticsDockDoorKey,LogisticsTrackingEventTypeKey,SeverityKey,TrackingReferenceNumber,EventCount,EventSequenceNumber,SourceSystemKey,BatchId,LoadedAtUtc
9409,20260606,49680,4,321,432,423,349,10,2,LTE009409,410,9409,1,1,2026-08-24T00:00:00.000
9410,20260705,38880,235,400,364,365,250,15,5,LTE009410,411,9410,1,1,2026-08-24T00:00:00.000
9411,20260709,75480,454,4,198,72,71,16,5,LTE009411,412,9411,1,1,2026-08-24T00:00:00.000
9412,20260809,2580,167,246,119,122,201,12,5,LTE009412,413,9412,1,1,2026-08-24T00:00:00.000
9413,20260605,33180,406,61,80,330,394,19,3,LTE009413,414,9413,1,1,2026-08-24T00:00:00.000
9414,20260629,50520,148,475,488,245,219,18,2,LTE009414,415,9414,1,1,2026-08-24T00:00:00.000
9415,20260707,300,389,265,85,471,165,1,4,LTE009415,416,9415,1,1,2026-08-24T00:00:00.000
9416,20260531,64440,267,430,400,448,226,30,1,LTE009416,417,9416,1,1,2026-08-24T00:00:00.000
9417,20260724,25560,133,476,373,308,206,33,1,LTE009417,418,9417,1,1,2026-08-24T00:00:00.000
9418,20260720,2100,-1,-1,-1,-1,-1,35,-1,LTE009418,419,9418,1,1,2026-08-24T00:00:00.000
9419,20260705,26640,14,377,411,309,26,20,5,LTE009419,420,9419,1,1,2026-08-24T00:00:00.000
9420,20260616,38700,136,10,472,301,195,18,3,LTE009420,421,9420,1,1,2026-08-24T00:00:00.000
9421,20260621,59640,394,158,36,474,307,17,3,LTE009421,422,9421,1,1,2026-08-24T00:00:00.000
9422,20260619,69120,110,128,6,378,168,1,1,LTE009422,423,9422,1,1,2026-08-24T00:00:00.000
9423,20260809,69840,160,106,99,197,316,9,2,LTE009423,424,9423,1,1,2026-08-24T00:00:00.000
9424,20260727,37800,272,376,394,173,50,25,2,LTE009424,425,9424,1,1,2026-08-24T00:00:00.000
9425,20260619,73620,247,68,76,498,301,27,5,LTE009425,426,9425,1,1,2026-08-24T00:00:00.000
9426,20260708,19500,308,198,436,469,248,23,5,LTE009426,427,9426,1,1,2026-08-24T00:00:00.000
9427,20260616,15960,417,206,348,269,482,23,2,LTE009427,428,9427,1,1,2026-08-24T00:00:00.000
9428,20260711,57300,210,127,237,410,355,8,4,LTE009428,429,9428,1,1,2026-08-24T00:00:00.000
9429,20260803,15060,138,468,271,19,183,3,1,LTE009429,430,9429,1,1,2026-08-24T00:00:00.000
9430,20260617,70740,37,43,387,216,204,28,3,LTE009430,431,9430,1,1,2026-08-24T00:00:00.000
9431,20260720,7020,288,114,486,393,184,8,4,LTE009431,432,9431,1,1,2026-08-24T00:00:00.000
9432,20260806,36720,452,280,246,324,130,5,5,LTE009432,433,9432,1,1,2026-08-24T00:00:00.000
9433,20260715,51660,106,175,196,406,457,29,3,LTE009433,434,9433,1,1,2026-08-24T00:00:00.000
9434,20260715,23580,185,94,330,179,242,25,5,LTE009434,435,9434,1,1,2026-08-24T00:00:00.000
9435,20260625,25980,-1,-1,-1,-1,-1,30,-1,LTE009435,436,9435,1,1,2026-08-24T00:00:00.000
9436,20260727,20400,404,385,104,328,315,23,3,LTE009436,437,9436,1,1,2026-08-24T00:00:00.000
9437,20260719,76380,323,111,318,90,378,30,5,LTE009437,438,9437,1,1,2026-08-24T00:00:00.000
9438,20260812,26460,22,14,72,141,402,13,2,LTE009438,439,9438,1,1,2026-08-24T00:00:00.000
9439,20260624,49020,217,456,374,460,455,13,5,LTE009439,440,9439,1,1,2026-08-24T00:00:00.000
9440,20260607,33420,113,66,480,352,64,1,4,LTE009440,441,9440,1,1,2026-08-24T00:00:00.000
9441,20260729,45300,89,250,85,20,144,29,3,LTE009441,442,9441,1,1,2026-08-24T00:00:00.000
9442,20260529,84660,269,155,438,345,171,1,4,LTE009442,443,9442,1,1,2026-08-24T00:00:00.000
9443,20260823,28980,494,475,476,338,247,5,3,LTE009443,444,9443,1,1,2026-08-24T00:00:00.000
9444,20260713,77700,6,75,472,439,313,5,5,LTE009444,445,9444,1,1,2026-08-24T00:00:00.000
9445,20260606,46680,436,472,451,391,14,3,4,LTE009445,446,9445,1,1,2026-08-24T00:00:00.000
9446,20260820,71640,308,348,124,137,164,11,1,LTE009446,447,9446,1,1,2026-08-24T00:00:00.000
9447,20260529,25380,190,483,293,122,465,2,1,LTE009447,448,9447,1,1,2026-08-24T00:00:00.000
9448,20260718,10140,340,363,437,298,412,6,1,LTE009448,449,9448,1,1,2026-08-24T00:00:00.000
9449,20260823,21960,328,53,219,1,1,16,4,LTE009449,450,9449,1,1,2026-08-24T00:00:00.000
9450,20260622,64320,364,25,15,355,156,26,4,LTE009450,451,9450,1,1,2026-08-24T00:00:00.000
9451,20260604,48480,205,416,473,482,479,26,5,LTE009451,452,9451,1,1,2026-08-24T00:00:00.000
9452,20260609,29280,-1,-1,-1,-1,-1,30,-1,LTE009452,453,9452,1,1,2026-08-24T00:00:00.000
9453,20260805,85620,43,19,154,371,149,7,4,LTE009453,454,9453,1,1,2026-08-24T00:00:00.000
9454,20260723,52260,447,356,69,265,232,5,4,LTE009454,455,9454,1,1,2026-08-24T00:00:00.000
9455,20260808,28860,460,218,333,170,202,14,5,LTE009455,456,9455,1,1,2026-08-24T00:00:00.000
9456,20260603,35700,234,12,313,403,448,1,5,LTE009456,457,9456,1,1,2026-08-24T00:00:00.000
9457,20260704,58920,161,215,221,110,279,33,5,LTE009457,458,9457,1,1,2026-08-24T00:00:00.000
9458,20260609,76680,38,346,30,412,344,11,4,LTE009458,459,9458,1,1,2026-08-24T00:00:00.000
9459,20260608,81240,332,359,98,484,96,30,3,LTE009459,460,9459,1,1,2026-08-24T00:00:00.000
9460,20260630,31320,244,114,129,198,139,14,5,LTE009460,461,9460,1,1,2026-08-24T00:00:00.000
9461,20260822,4620,368,364,411,446,262,33,5,LTE009461,462,9461,1,1,2026-08-24T00:00:00.000
9462,20260622,79320,396,366,123,155,265,11,5,LTE009462,463,9462,1,1,2026-08-24T00:00:00.000
9463,20260820,69360,36,170,401,220,162,7,4,LTE009463,464,9463,1,1,2026-08-24T00:00:00.000
9464,20260704,80880,144,457,475,392,79,6,2,LTE009464,465,9464,1,1,2026-08-24T00:00:00.000
9465,20260602,73500,7,124,89,132,50,14,1,LTE009465,466,9465,1,1,2026-08-24T00:00:00.000
9466,20260528,81780,316,11,194,255,150,18,4,LTE009466,467,9466,1,1,2026-08-24T00:00:00.000
9467,20260527,26640,149,195,219,249,186,2,4,LTE009467,468,9467,1,1,2026-08-24T00:00:00.000
9468,20260806,51660,327,382,273,88,344,6,3,LTE009468,469,9468,1,1,2026-08-24T00:00:00.000
9469,20260811,20820,-1,-1,-1,-1,-1,17,-1,LTE009469,470,9469,1,1,2026-08-24T00:00:00.000
9470,20260822,11640,293,34,212,285,109,21,3,LTE009470,471,9470,1,1,2026-08-24T00:00:00.000
9471,20260719,61740,108,169,364,8,146,14,4,LTE009471,472,9471,1,1,2026-08-24T00:00:00.000
9472,20260802,32940,324,82,355,291,44,17,2,LTE009472,473,9472,1,1,2026-08-24T00:00:00.000
9473,20260628,12780,354,25,113,64,91,14,4,LTE009473,474,9473,1,1,2026-08-24T00:00:00.000
9474,20260614,84420,203,403,210,207,459,25,4,LTE009474,475,9474,1,1,2026-08-24T00:00:00.000
9475,20260720,67620,123,353,105,201,200,7,2,LTE009475,476,9475,1,1,2026-08-24T00:00:00.000
9476,20260726,7800,233,27,87,431,345,14,3,LTE009476,477,9476,1,1,2026-08-24T00:00:00.000
9477,20260730,66900,47,425,338,23,159,29,4,LTE009477,478,9477,1,1,2026-08-24T00:00:00.000
9478,20260820,52380,246,455,250,227,197,27,3,LTE009478,479,9478,1,1,2026-08-24T00:00:00.000
9479,20260704,35040,408,380,13,360,223,7,1,LTE009479,480,9479,1,1,2026-08-24T00:00:00.000
9480,20260619,26820,32,17,215,187,174,6,1,LTE009480,481,9480,1,1,2026-08-24T00:00:00.000
9481,20260614,86100,428,73,92,452,2,24,4,LTE009481,482,9481,1,1,2026-08-24T00:00:00.000
9482,20260616,37920,88,444,215,259,281,24,5,LTE009482,483,9482,1,1,2026-08-24T00:00:00.000
9483,20260625,34080,485,327,270,95,480,23,5,LTE009483,484,9483,1,1,2026-08-24T00:00:00.000
9484,20260723,71700,143,496,244,84,203,5,4,LTE009484,485,9484,1,1,2026-08-24T00:00:00.000
9485,20260820,44280,152,245,445,77,261,6,5,LTE009485,486,9485,1,1,2026-08-24T00:00:00.000
9486,20260614,28080,-1,-1,-1,-1,-1,19,-1,LTE009486,487,9486,1,1,2026-08-24T00:00:00.000
9487,20260618,6420,261,496,42,228,481,26,4,LTE009487,488,9487,1,1,2026-08-24T00:00:00.000
9488,20260707,51480,396,378,276,29,176,17,2,LTE009488,489,9488,1,1,2026-08-24T00:00:00.000
9489,20260708,29700,283,46,145,416,242,30,5,LTE009489,490,9489,1,1,2026-08-24T00:00:00.000
9490,20260803,86280,24,286,299,96,393,28,5,LTE009490,491,9490,1,1,2026-08-24T00:00:00.000
9491,20260702,26760,409,408,342,279,13,2,4,LTE009491,492,9491,1,1,2026-08-24T00:00:00.000
9492,20260729,41940,254,84,491,43,302,16,3,LTE009492,493,9492,1,1,2026-08-24T00:00:00.000
9493,20260725,70140,197,286,411,361,247,27,5,LTE009493,494,9493,1,1,2026-08-24T00:00:00.000
9494,20260701,54120,174,209,306,59,39,11,3,LTE009494,495,9494,1,1,2026-08-24T00:00:00.000
9495,20260704,42240,155,220,263,385,493,23,2,LTE009495,496,9495,1,1,2026-08-24T00:00:00.000
9496,20260606,34440,117,217,472,191,468,32,4,LTE009496,497,9496,1,1,2026-08-24T00:00:00.000
9497,20260527,72000,384,307,284,335,147,14,1,LTE009497,498,9497,1,1,2026-08-24T00:00:00.000
9498,20260719,70860,50,158,59,216,478,8,5,LTE009498,499,9498,1,1,2026-08-24T00:00:00.000
9499,20260701,25680,223,52,434,58,131,32,1,LTE009499,500,9499,1,1,2026-08-24T00:00:00.000
9500,20260719,41820,314,375,154,315,360,21,5,LTE009500,501,9500,1,1,2026-08-24T00:00:00.000
9501,20260629,79140,122,155,415,407,185,23,4,LTE009501,502,9501,1,1,2026-08-24T00:00:00.000
9502,20260703,66840,350,329,181,259,418,1,1,LTE009502,503,9502,1,1,2026-08-24T00:00:00.000
9503,20260707,24960,-1,-1,-1,-1,-1,1,-1,LTE009503,504,9503,1,1,2026-08-24T00:00:00.000
9504,20260712,26220,465,384,276,330,43,28,4,LTE009504,505,9504,1,1,2026-08-24T00:00:00.000
9505,20260706,50220,128,25,99,98,14,2,5,LTE009505,506,9505,1,1,2026-08-24T00:00:00.000
9506,20260722,22860,480,40,448,422,76,15,3,LTE009506,507,9506,1,1,2026-08-24T00:00:00.000
9507,20260808,20220,40,284,185,469,228,9,3,LTE009507,508,9507,1,1,2026-08-24T00:00:00.000
9508,20260719,840,120,84,141,153,425,10,5,LTE009508,509,9508,1,1,2026-08-24T00:00:00.000
9509,20260702,45060,95,66,35,26,410,1,3,LTE009509,510,9509,1,1,2026-08-24T00:00:00.000
9510,20260719,28380,18,326,129,281,250,24,2,LTE009510,511,9510,1,1,2026-08-24T00:00:00.000
9511,20260723,25080,287,87,447,365,263,23,1,LTE009511,512,9511,1,1,2026-08-24T00:00:00.000
9512,20260715,31620,2,475,168,88,463,23,1,LTE009512,513,9512,1,1,2026-08-24T00:00:00.000
9513,20260625,45240,51,301,48,326,43,25,5,LTE009513,514,9513,1,1,2026-08-24T00:00:00.000
9514,20260605,6480,277,282,349,192,96,7,4,LTE009514,515,9514,1,1,2026-08-24T00:00:00.000
9515,20260715,49380,475,125,473,195,77,5,3,LTE009515,516,9515,1,1,2026-08-24T00:00:00.000
9516,20260705,4260,159,280,304,164,274,31,4,LTE009516,517,9516,1,1,2026-08-24T00:00:00.000
9517,20260607,77160,67,221,417,215,114,7,5,LTE009517,518,9517,1,1,2026-08-24T00:00:00.000
9518,20260530,53160,475,116,431,356,349,10,5,LTE009518,519,9518,1,1,2026-08-24T00:00:00.000
9519,20260713,36840,435,359,317,63,235,29,2,LTE009519,520,9519,1,1,2026-08-24T00:00:00.000
9520,20260706,74160,-1,-1,-1,-1,-1,23,-1,LTE009520,521,9520,1,1,2026-08-24T00:00:00.000
9521,20260816,58200,63,443,248,230,48,4,4,LTE009521,522,9521,1,1,2026-08-24T00:00:00.000
9522,20260621,67440,307,364,271,176,6,14,4,LTE009522,523,9522,1,1,2026-08-24T00:00:00.000
9523,20260625,19020,238,244,448,47,75,25,3,LTE009523,524,9523,1,1,2026-08-24T00:00:00.000
9524,20260809,21360,192,39,44,272,113,34,3,LTE009524,525,9524,1,1,2026-08-24T00:00:00.000
9525,20260802,80700,54,162,64,401,62,20,3,LTE009525,526,9525,1,1,2026-08-24T00:00:00.000
9526,20260820,22200,350,279,68,407,388,13,5,LTE009526,527,9526,1,1,2026-08-24T00:00:00.000
9527,20260625,31620,225,212,24,46,181,22,1,LTE009527,528,9527,1,1,2026-08-24T00:00:00.000
9528,20260629,31800,464,456,422,197,347,13,5,LTE009528,529,9528,1,1,2026-08-24T00:00:00.000
9529,20260814,27360,115,325,491,151,438,12,3,LTE009529,530,9529,1,1,2026-08-24T00:00:00.000
9530,20260624,79380,473,232,455,425,44,11,1,LTE009530,531,9530,1,1,2026-08-24T00:00:00.000
9531,20260703,63300,180,26,422,241,173,22,4,LTE009531,532,9531,1,1,2026-08-24T00:00:00.000
9532,20260728,84540,211,397,272,280,236,34,5,LTE009532,533,9532,1,1,2026-08-24T00:00:00.000
9533,20260713,35880,260,29,135,182,308,29,3,LTE009533,534,9533,1,1,2026-08-24T00:00:00.000
9534,20260608,66120,72,33,345,206,103,19,3,LTE009534,535,9534,1,1,2026-08-24T00:00:00.000
9535,20260728,81780,92,29,158,134,479,4,2,LTE009535,536,9535,1,1,2026-08-24T00:00:00.000
9536,20260624,61620,83,299,60,263,163,3,5,LTE009536,537,9536,1,1,2026-08-24T00:00:00.000
9537,20260718,37200,-1,-1,-1,-1,-1,23,-1,LTE009537,538,9537,1,1,2026-08-24T00:00:00.000
9538,20260816,20280,381,180,205,462,365,1,2,LTE009538,539,9538,1,1,2026-08-24T00:00:00.000
9539,20260616,7440,451,11,92,449,304,13,4,LTE009539,540,9539,1,1,2026-08-24T00:00:00.000
9540,20260527,70620,418,409,323,357,220,24,1,LTE009540,541,9540,1,1,2026-08-24T00:00:00.000
9541,20260713,600,168,408,52,235,238,16,4,LTE009541,542,9541,1,1,2026-08-24T00:00:00.000
9542,20260604,21900,471,75,337,135,43,17,3,LTE009542,543,9542,1,1,2026-08-24T00:00:00.000
9543,20260722,73920,487,429,53,244,296,26,2,LTE009543,544,9543,1,1,2026-08-24T00:00:00.000
9544,20260716,42840,446,95,7,384,234,6,5,LTE009544,545,9544,1,1,2026-08-24T00:00:00.000
9545,20260726,65880,432,38,208,227,428,4,2,LTE009545,546,9545,1,1,2026-08-24T00:00:00.000
9546,20260728,33900,457,385,106,168,375,14,2,LTE009546,547,9546,1,1,2026-08-24T00:00:00.000
9547,20260622,60540,84,237,54,196,287,23,4,LTE009547,548,9547,1,1,2026-08-24T00:00:00.000
9548,20260603,11520,338,341,328,330,118,12,2,LTE009548,549,9548,1,1,2026-08-24T00:00:00.000
9549,20260610,30540,444,207,5,48,170,2,3,LTE009549,550,9549,1,1,2026-08-24T00:00:00.000
9550,20260819,52260,221,388,76,299,134,23,2,LTE009550,551,9550,1,1,2026-08-24T00:00:00.000
9551,20260610,25440,449,191,479,417,499,32,2,LTE009551,552,9551,1,1,2026-08-24T00:00:00.000
9552,20260615,80580,427,447,477,374,87,20,3,LTE009552,553,9552,1,1,2026-08-24T00:00:00.000
9553,20260609,29520,437,20,11,189,108,27,5,LTE009553,554,9553,1,1,2026-08-24T00:00:00.000
9554,20260708,46560,-1,-1,-1,-1,-1,12,-1,LTE009554,555,9554,1,1,2026-08-24T00:00:00.000
9555,20260627,15960,453,485,376,108,157,32,3,LTE009555,556,9555,1,1,2026-08-24T00:00:00.000
9556,20260717,65100,173,222,27,394,386,9,2,LTE009556,557,9556,1,1,2026-08-24T00:00:00.000
9557,20260608,27240,470,130,229,88,299,35,1,LTE009557,558,9557,1,1,2026-08-24T00:00:00.000
9558,20260718,55140,31,27,193,102,449,30,4,LTE009558,559,9558,1,1,2026-08-24T00:00:00.000
9559,20260705,60120,281,270,452,240,45,35,3,LTE009559,560,9559,1,1,2026-08-24T00:00:00.000
9560,20260810,7560,412,138,125,30,253,19,3,LTE009560,561,9560,1,1,2026-08-24T00:00:00.000
9561,20260802,5580,86,10,153,418,2,8,2,LTE009561,562,9561,1,1,2026-08-24T00:00:00.000
9562,20260615,80940,87,198,305,21,162,5,2,LTE009562,563,9562,1,1,2026-08-24T00:00:00.000
9563,20260627,82080,98,64,215,42,485,7,5,LTE009563,564,9563,1,1,2026-08-24T00:00:00.000
9564,20260611,45000,305,305,415,388,444,4,2,LTE009564,565,9564,1,1,2026-08-24T00:00:00.000
9565,20260716,83520,410,100,147,196,286,8,2,LTE009565,566,9565,1,1,2026-08-24T00:00:00.000
9566,20260808,61440,341,309,243,328,371,34,1,LTE009566,567,9566,1,1,2026-08-24T00:00:00.000
9567,20260726,47040,349,293,140,406,57,12,1,LTE009567,568,9567,1,1,2026-08-24T00:00:00.000
9568,20260803,65880,94,30,476,424,118,30,5,LTE009568,569,9568,1,1,2026-08-24T00:00:00.000
9569,20260630,35100,193,342,147,252,329,5,4,LTE009569,570,9569,1,1,2026-08-24T00:00:00.000
9570,20260720,9480,359,146,343,336,199,2,5,LTE009570,571,9570,1,1,2026-08-24T00:00:00.000
9571,20260611,31140,-1,-1,-1,-1,-1,17,-1,LTE009571,572,9571,1,1,2026-08-24T00:00:00.000
9572,20260605,74640,472,408,30,393,373,15,2,LTE009572,573,9572,1,1,2026-08-24T00:00:00.000
9573,20260724,22800,395,385,320,263,39,15,1,LTE009573,574,9573,1,1,2026-08-24T00:00:00.000
9574,20260713,66900,106,401,102,343,271,22,4,LTE009574,575,9574,1,1,2026-08-24T00:00:00.000
9575,20260705,38280,298,476,245,145,150,33,1,LTE009575,576,9575,1,1,2026-08-24T00:00:00.000
9576,20260606,82800,290,132,379,490,475,32,5,LTE009576,577,9576,1,1,2026-08-24T00:00:00.000
9577,20260709,45900,450,145,331,260,483,13,3,LTE009577,578,9577,1,1,2026-08-24T00:00:00.000
9578,20260710,79320,249,101,154,196,422,10,5,LTE009578,579,9578,1,1,2026-08-24T00:00:00.000
9579,20260607,10500,185,269,164,225,336,16,3,LTE009579,580,9579,1,1,2026-08-24T00:00:00.000
9580,20260730,10860,448,137,88,449,206,18,3,LTE009580,581,9580,1,1,2026-08-24T00:00:00.000
9581,20260620,46740,491,402,316,373,45,1,1,LTE009581,582,9581,1,1,2026-08-24T00:00:00.000
9582,20260707,49920,236,459,190,323,224,20,5,LTE009582,583,9582,1,1,2026-08-24T00:00:00.000
9583,20260820,41400,178,117,184,369,356,4,2,LTE009583,584,9583,1,1,2026-08-24T00:00:00.000
9584,20260705,70080,221,144,80,369,334,18,5,LTE009584,585,9584,1,1,2026-08-24T00:00:00.000
9585,20260803,75600,271,284,270,465,256,26,5,LTE009585,586,9585,1,1,2026-08-24T00:00:00.000
9586,20260612,51360,170,248,344,261,68,18,3,LTE009586,587,9586,1,1,2026-08-24T00:00:00.000
9587,20260712,50100,242,291,242,42,155,35,2,LTE009587,588,9587,1,1,2026-08-24T00:00:00.000
9588,20260710,30060,-1,-1,-1,-1,-1,9,-1,LTE009588,589,9588,1,1,2026-08-24T00:00:00.000
9589,20260708,42360,223,138,316,396,166,20,5,LTE009589,590,9589,1,1,2026-08-24T00:00:00.000
9590,20260729,21120,459,90,293,415,377,33,5,LTE009590,591,9590,1,1,2026-08-24T00:00:00.000
9591,20260802,48420,386,464,113,255,250,24,1,LTE009591,592,9591,1,1,2026-08-24T00:00:00.000
9592,20260822,23160,227,141,225,250,364,26,4,LTE009592,593,9592,1,1,2026-08-24T00:00:00.000
9593,20260804,67080,185,387,381,59,287,27,5,LTE009593,594,9593,1,1,2026-08-24T00:00:00.000
9594,20260601,51360,253,351,442,250,277,22,3,LTE009594,595,9594,1,1,2026-08-24T00:00:00.000
9595,20260821,22980,341,218,350,346,222,17,3,LTE009595,596,9595,1,1,2026-08-24T00:00:00.000
9596,20260701,21840,383,200,240,109,353,31,2,LTE009596,597,9596,1,1,2026-08-24T00:00:00.000
9597,20260529,53220,244,193,485,482,53,30,1,LTE009597,598,9597,1,1,2026-08-24T00:00:00.000
9598,20260611,12960,479,341,371,120,73,35,3,LTE009598,599,9598,1,1,2026-08-24T00:00:00.000
9599,20260721,47160,125,311,388,414,198,11,4,LTE009599,600,9599,1,1,2026-08-24T00:00:00.000
9600,20260725,6360,251,343,155,486,18,13,5,LTE009600,601,9600,1,1,2026-08-24T00:00:00.000
9601,20260814,28200,208,52,154,93,59,22,1,LTE009601,602,9601,1,1,2026-08-24T00:00:00.000
9602,20260615,37860,256,399,404,177,330,30,1,LTE009602,603,9602,1,1,2026-08-24T00:00:00.000
9603,20260810,42660,116,115,78,254,125,11,1,LTE009603,604,9603,1,1,2026-08-24T00:00:00.000
9604,20260602,57360,22,414,357,22,434,24,4,LTE009604,605,9604,1,1,2026-08-24T00:00:00.000
9605,20260613,66540,-1,-1,-1,-1,-1,8,-1,LTE009605,606,9605,1,1,2026-08-24T00:00:00.000
9606,20260610,42840,207,262,329,432,290,28,3,LTE009606,607,9606,1,1,2026-08-24T00:00:00.000
9607,20260725,29700,184,165,396,476,270,28,2,LTE009607,608,9607,1,1,2026-08-24T00:00:00.000
9608,20260613,66780,327,359,364,259,172,18,3,LTE009608,609,9608,1,1,2026-08-24T00:00:00.000
9609,20260626,16260,476,364,175,466,169,9,2,LTE009609,610,9609,1,1,2026-08-24T00:00:00.000
9610,20260822,25980,259,257,403,87,487,2,4,LTE009610,611,9610,1,1,2026-08-24T00:00:00.000
9611,20260801,65460,386,328,400,289,484,22,5,LTE009611,612,9611,1,1,2026-08-24T00:00:00.000
9612,20260528,300,488,405,426,128,36,31,2,LTE009612,613,9612,1,1,2026-08-24T00:00:00.000
9613,20260705,83940,407,385,327,81,490,30,1,LTE009613,614,9613,1,1,2026-08-24T00:00:00.000
9614,20260815,77220,226,210,408,104,44,33,2,LTE009614,615,9614,1,1,2026-08-24T00:00:00.000
9615,20260619,61680,234,448,143,448,403,21,2,LTE009615,616,9615,1,1,2026-08-24T00:00:00.000
9616,20260612,22080,132,470,417,394,115,16,4,LTE009616,617,9616,1,1,2026-08-24T00:00:00.000
9617,20260729,36840,34,180,14,345,66,23,3,LTE009617,618,9617,1,1,2026-08-24T00:00:00.000
9618,20260615,82320,418,380,195,267,336,27,3,LTE009618,619,9618,1,1,2026-08-24T00:00:00.000
9619,20260725,51480,98,117,374,142,192,17,1,LTE009619,620,9619,1,1,2026-08-24T00:00:00.000
9620,20260807,77280,476,120,219,145,355,8,3,LTE009620,621,9620,1,1,2026-08-24T00:00:00.000
9621,20260610,5880,121,378,438,453,204,21,2,LTE009621,622,9621,1,1,2026-08-24T00:00:00.000
9622,20260614,41760,-1,-1,-1,-1,-1,31,-1,LTE009622,623,9622,1,1,2026-08-24T00:00:00.000
9623,20260813,1260,311,209,125,463,80,23,1,LTE009623,624,9623,1,1,2026-08-24T00:00:00.000
9624,20260528,31260,312,178,48,466,258,23,5,LTE009624,625,9624,1,1,2026-08-24T00:00:00.000
9625,20260823,55980,123,408,472,15,12,2,2,LTE009625,626,9625,1,1,2026-08-24T00:00:00.000
9626,20260704,30180,21,457,300,252,307,21,3,LTE009626,627,9626,1,1,2026-08-24T00:00:00.000
9627,20260729,49380,51,13,270,155,357,30,2,LTE009627,628,9627,1,1,2026-08-24T00:00:00.000
9628,20260606,26280,494,147,256,379,102,21,1,LTE009628,629,9628,1,1,2026-08-24T00:00:00.000
9629,20260731,71280,330,494,39,194,438,6,5,LTE009629,630,9629,1,1,2026-08-24T00:00:00.000
9630,20260807,73320,170,252,494,47,209,32,1,LTE009630,631,9630,1,1,2026-08-24T00:00:00.000
9631,20260806,47760,427,215,67,482,100,18,1,LTE009631,632,9631,1,1,2026-08-24T00:00:00.000
9632,20260622,59700,240,374,33,369,284,4,1,LTE009632,633,9632,1,1,2026-08-24T00:00:00.000
9633,20260725,2040,48,370,16,152,25,5,1,LTE009633,634,9633,1,1,2026-08-24T00:00:00.000
9634,20260722,21180,336,461,446,334,398,32,4,LTE009634,635,9634,1,1,2026-08-24T00:00:00.000
9635,20260816,39360,4,266,174,196,364,8,2,LTE009635,636,9635,1,1,2026-08-24T00:00:00.000
9636,20260629,68280,168,28,380,487,287,4,1,LTE009636,637,9636,1,1,2026-08-24T00:00:00.000
9637,20260617,82320,495,50,393,11,150,1,1,LTE009637,638,9637,1,1,2026-08-24T00:00:00.000
9638,20260624,19800,56,458,186,63,281,17,5,LTE009638,639,9638,1,1,2026-08-24T00:00:00.000
9639,20260615,9360,-1,-1,-1,-1,-1,10,-1,LTE009639,640,9639,1,1,2026-08-24T00:00:00.000
9640,20260601,48840,53,248,49,14,480,29,2,LTE009640,641,9640,1,1,2026-08-24T00:00:00.000
9641,20260617,6480,4,197,291,56,59,13,3,LTE009641,642,9641,1,1,2026-08-24T00:00:00.000
9642,20260820,78780,428,310,189,119,118,17,2,LTE009642,643,9642,1,1,2026-08-24T00:00:00.000
9643,20260701,31080,42,375,32,277,492,20,1,LTE009643,644,9643,1,1,2026-08-24T00:00:00.000
9644,20260727,77880,79,164,124,209,436,17,4,LTE009644,645,9644,1,1,2026-08-24T00:00:00.000
9645,20260718,43980,443,29,85,382,77,8,3,LTE009645,646,9645,1,1,2026-08-24T00:00:00.000
9646,20260612,46440,213,41,95,317,469,17,3,LTE009646,647,9646,1,1,2026-08-24T00:00:00.000
9647,20260803,69900,468,340,157,20,456,35,1,LTE009647,648,9647,1,1,2026-08-24T00:00:00.000
9648,20260816,14160,107,308,322,142,155,2,3,LTE009648,649,9648,1,1,2026-08-24T00:00:00.000
9649,20260822,2460,195,36,394,483,406,4,4,LTE009649,650,9649,1,1,2026-08-24T00:00:00.000
9650,20260601,67080,189,224,432,218,475,26,2,LTE009650,651,9650,1,1,2026-08-24T00:00:00.000
9651,20260531,52620,279,62,142,353,413,4,2,LTE009651,652,9651,1,1,2026-08-24T00:00:00.000
9652,20260602,6840,41,59,362,201,283,21,4,LTE009652,653,9652,1,1,2026-08-24T00:00:00.000
9653,20260724,57720,425,47,31,145,52,26,4,LTE009653,654,9653,1,1,2026-08-24T00:00:00.000
9654,20260822,17520,419,431,299,47,275,10,4,LTE009654,655,9654,1,1,2026-08-24T00:00:00.000
9655,20260713,57180,54,496,245,304,97,20,5,LTE009655,656,9655,1,1,2026-08-24T00:00:00.000
9656,20260814,4260,-1,-1,-1,-1,-1,16,-1,LTE009656,657,9656,1,1,2026-08-24T00:00:00.000
9657,20260622,72060,375,325,369,483,56,29,5,LTE009657,658,9657,1,1,2026-08-24T00:00:00.000
9658,20260531,21060,239,45,414,477,18,17,2,LTE009658,659,9658,1,1,2026-08-24T00:00:00.000
9659,20260726,6240,316,226,359,140,208,29,2,LTE009659,660,9659,1,1,2026-08-24T00:00:00.000
9660,20260530,10980,14,181,336,145,187,11,2,LTE009660,661,9660,1,1,2026-08-24T00:00:00.000
9661,20260709,79980,328,155,347,361,84,15,3,LTE009661,662,9661,1,1,2026-08-24T00:00:00.000
9662,20260601,5460,333,461,448,175,24,15,4,LTE009662,663,9662,1,1,2026-08-24T00:00:00.000
