InventoryCycleCountKey,CountDateKey,ApprovalDateKey,PostingDateKey,CountTimeOfDayKey,ProductKey,PlantKey,InventoryBinKey,CounterEmployeeKey,ApproverEmployeeKey,InventoryCountStatusKey,UnitOfMeasureKey,CountSheetNumber,CountSheetLineNumber,SystemQuantity,CountedQuantity,VarianceQuantity,VarianceValueAmount,SourceSystemKey,BatchId,LoadedAtUtc
351,20260715,20260702,20260629,3120,17,295,333,480,296,7,3,ICC000351,352,245.8000,245.8000,245.8000,490.8700,1,1,2026-08-24T00:00:00.000
352,20260708,20260704,20260619,64800,314,179,158,411,84,6,6,ICC000352,353,246.5000,246.5000,246.5000,492.2400,1,1,2026-08-24T00:00:00.000
353,20260721,20260619,20260811,1140,190,301,440,219,9,2,5,ICC000353,354,247.2000,247.2000,247.2000,493.6100,1,1,2026-08-24T00:00:00.000
354,20260823,20260810,20260819,24060,429,65,341,255,424,8,3,ICC000354,355,247.9000,247.9000,247.9000,494.9800,1,1,2026-08-24T00:00:00.000
355,20260711,20260809,20260614,41280,373,232,428,330,134,4,3,ICC000355,356,248.6000,248.6000,248.6000,496.3500,1,1,2026-08-24T00:00:00.000
356,20260625,20260801,20260603,65400,166,7,342,337,296,6,6,ICC000356,357,249.3000,249.3000,249.3000,497.7200,1,1,2026-08-24T00:00:00.000
357,20260824,20260717,20260802,61680,414,21,405,-1,-1,1,5,ICC000357,358,250.0000,250.0000,250.0000,499.0900,1,1,2026-08-24T00:00:00.000
358,20260816,20260624,20260616,79800,258,59,376,93,23,5,7,ICC000358,359,250.7000,250.7000,250.7000,500.4600,1,1,2026-08-24T00:00:00.000
359,20260728,20260715,20260718,11760,214,162,480,139,318,4,6,ICC000359,360,251.4000,251.4000,251.4000,501.8300,1,1,2026-08-24T00:00:00.000
360,20260820,20260807,20260823,28260,266,89,436,272,451,8,2,ICC000360,361,252.1000,252.1000,252.1000,503.2000,1,1,2026-08-24T00:00:00.000
361,20260815,20260627,20260729,60600,419,198,380,315,349,4,3,ICC000361,362,252.8000,252.8000,252.8000,504.5700,1,1,2026-08-24T00:00:00.000
362,20260820,20260806,20260605,69000,475,136,484,162,374,1,2,ICC000362,363,253.5000,253.5000,253.5000,505.9400,1,1,2026-08-24T00:00:00.000
363,20260817,20260718,20260815,23640,206,110,60,500,425,8,1,ICC000363,364,254.2000,254.2000,254.2000,507.3100,1,1,2026-08-24T00:00:00.000
364,20260627,20260817,20260614,69300,385,81,81,170,110,3,4,ICC000364,365,254.9000,254.9000,254.9000,508.6800,1,1,2026-08-24T00:00:00.000
365,20260804,20260723,20260614,22680,161,176,4,120,162,3,4,ICC000365,366,255.6000,255.6000,255.6000,510.0500,1,1,2026-08-24T00:00:00.000
366,20260713,20260604,20260601,48660,309,327,317,367,410,6,5,ICC000366,367,256.3000,256.3000,256.3000,511.4200,1,1,2026-08-24T00:00:00.000
367,20260531,20260710,20260621,48360,58,129,11,471,179,5,1,ICC000367,368,257.0000,257.0000,257.0000,512.7900,1,1,2026-08-24T00:00:00.000
368,20260713,20260610,20260527,16080,457,286,159,388,53,2,7,ICC000368,369,257.7000,257.7000,257.7000,514.1600,1,1,2026-08-24T00:00:00.000
369,20260717,20260628,20260614,70380,146,55,118,470,128,1,1,ICC000369,370,258.4000,258.4000,258.4000,515.5300,1,1,2026-08-24T00:00:00.000
370,20260705,20260611,20260719,62100,393,124,245,250,424,2,5,ICC000370,371,259.1000,259.1000,259.1000,516.9000,1,1,2026-08-24T00:00:00.000
371,20260623,20260603,20260704,10620,340,126,83,494,349,3,2,ICC000371,372,259.8000,259.8000,259.8000,518.2700,1,1,2026-08-24T00:00:00.000
372,20260824,20260801,20260814,65640,81,82,347,115,20,5,6,ICC000372,373,260.5000,260.5000,260.5000,519.6400,1,1,2026-08-24T00:00:00.000
373,20260613,20260530,20260711,69300,25,335,241,392,327,6,3,ICC000373,374,261.2000,261.2000,261.2000,521.0100,1,1,2026-08-24T00:00:00.000
374,20260703,20260722,20260725,21240,53,83,58,-1,-1,1,4,ICC000374,375,261.9000,261.9000,261.9000,522.3800,1,1,2026-08-24T00:00:00.000
375,20260808,20260703,20260723,79500,273,277,359,98,451,6,2,ICC000375,376,262.6000,262.6000,262.6000,523.7500,1,1,2026-08-24T00:00:00.000
376,20260612,20260811,20260805,51720,125,54,257,168,94,7,2,ICC000376,377,263.3000,263.3000,263.3000,525.1200,1,1,2026-08-24T00:00:00.000
377,20260618,20260823,20260609,19260,203,182,496,180,482,1,3,ICC000377,378,264.0000,264.0000,264.0000,526.4900,1,1,2026-08-24T00:00:00.000
378,20260723,20260720,20260806,52800,189,166,153,51,182,4,3,ICC000378,379,264.7000,264.7000,264.7000,527.8600,1,1,2026-08-24T00:00:00.000
379,20260531,20260707,20260709,24180,143,168,395,438,132,8,3,ICC000379,380,265.4000,265.4000,265.4000,529.2300,1,1,2026-08-24T00:00:00.000
380,20260630,20260613,20260702,40860,238,300,257,245,333,4,6,ICC000380,381,266.1000,266.1000,266.1000,530.6000,1,1,2026-08-24T00:00:00.000
381,20260727,20260610,20260626,84540,418,219,265,339,456,3,6,ICC000381,382,266.8000,266.8000,266.8000,531.9700,1,1,2026-08-24T00:00:00.000
382,20260819,20260803,20260716,420,496,179,104,70,454,1,3,ICC000382,383,267.5000,267.5000,267.5000,533.3400,1,1,2026-08-24T00:00:00.000
383,20260802,20260609,20260718,36720,139,248,175,219,220,4,7,ICC000383,384,268.2000,268.2000,268.2000,534.7100,1,1,2026-08-24T00:00:00.000
384,20260808,20260528,20260824,32160,433,8,456,205,371,2,4,ICC000384,385,268.9000,268.9000,268.9000,536.0800,1,1,2026-08-24T00:00:00.000
385,20260615,20260630,20260728,29520,170,230,267,49,264,3,2,ICC000385,386,269.6000,269.6000,269.6000,537.4500,1,1,2026-08-24T00:00:00.000
386,20260612,20260719,20260724,56280,9,40,297,118,137,4,3,ICC000386,387,270.3000,270.3000,270.3000,538.8200,1,1,2026-08-24T00:00:00.000
387,20260712,20260805,20260615,61680,475,31,10,478,65,3,5,ICC000387,388,271.0000,271.0000,271.0000,540.1900,1,1,2026-08-24T00:00:00.000
388,20260712,20260529,20260615,40260,215,17,376,40,316,6,1,ICC000388,389,271.7000,271.7000,271.7000,541.5600,1,1,2026-08-24T00:00:00.000
389,20260608,20260603,20260705,40320,175,217,210,72,203,2,4,ICC000389,390,272.4000,272.4000,272.4000,542.9300,1,1,2026-08-24T00:00:00.000
390,20260704,20260602,20260802,2820,147,120,493,485,437,1,3,ICC000390,391,273.1000,273.1000,273.1000,544.3000,1,1,2026-08-24T00:00:00.000
391,20260726,20260728,20260713,14160,390,169,425,-1,-1,1,3,ICC000391,392,273.8000,273.8000,273.8000,545.6700,1,1,2026-08-24T00:00:00.000
392,20260531,20260809,20260823,38040,359,16,4,13,340,5,1,ICC000392,393,274.5000,274.5000,274.5000,547.0400,1,1,2026-08-24T00:00:00.000
393,20260528,20260719,20260610,40680,250,343,285,221,445,5,6,ICC000393,394,275.2000,275.2000,275.2000,548.4100,1,1,2026-08-24T00:00:00.000
394,20260603,20260630,20260712,4260,227,52,15,398,377,2,6,ICC000394,395,275.9000,275.9000,275.9000,549.7800,1,1,2026-08-24T00:00:00.000
395,20260710,20260619,20260821,25140,175,15,483,22,462,1,7,ICC000395,396,276.6000,276.6000,276.6000,551.1500,1,1,2026-08-24T00:00:00.000
396,20260708,20260730,20260706,43020,326,273,343,249,193,6,5,ICC000396,397,277.3000,277.3000,277.3000,552.5200,1,1,2026-08-24T00:00:00.000
397,20260807,20260619,20260530,65640,395,179,393,333,450,6,2,ICC000397,398,278.0000,278.0000,278.0000,553.8900,1,1,2026-08-24T00:00:00.000
398,20260613,20260804,20260802,53340,35,186,434,298,372,8,5,ICC000398,399,278.7000,278.7000,278.7000,555.2600,1,1,2026-08-24T00:00:00.000
399,20260807,20260604,20260813,74460,301,167,246,86,469,8,5,ICC000399,400,279.4000,279.4000,279.4000,556.6300,1,1,2026-08-24T00:00:00.000
400,20260615,20260622,20260726,52800,274,140,187,422,370,7,1,ICC000400,401,280.1000,280.1000,280.1000,558.0000,1,1,2026-08-24T00:00:00.000
401,20260528,20260607,20260614,22980,418,66,3,52,467,7,1,ICC000401,402,280.8000,280.8000,280.8000,559.3700,1,1,2026-08-24T00:00:00.000
402,20260620,20260616,20260622,19500,456,285,406,99,46,4,4,ICC000402,403,281.5000,281.5000,281.5000,560.7400,1,1,2026-08-24T00:00:00.000
403,20260808,20260609,20260818,52860,271,135,368,362,50,6,2,ICC000403,404,282.2000,282.2000,282.2000,562.1100,1,1,2026-08-24T00:00:00.000
404,20260717,20260616,20260527,19320,197,172,2,399,35,5,4,ICC000404,405,282.9000,282.9000,282.9000,563.4800,1,1,2026-08-24T00:00:00.000
405,20260621,20260602,20260606,6120,405,203,450,149,112,5,5,ICC000405,406,283.6000,283.6000,283.6000,564.8500,1,1,2026-08-24T00:00:00.000
406,20260807,20260629,20260615,71940,195,289,380,353,111,6,1,ICC000406,407,284.3000,284.3000,284.3000,566.2200,1,1,2026-08-24T00:00:00.000
407,20260612,20260802,20260703,70860,359,146,263,464,345,1,7,ICC000407,408,285.0000,285.0000,285.0000,567.5900,1,1,2026-08-24T00:00:00.000
408,20260803,20260626,20260816,86340,209,225,272,-1,-1,8,4,ICC000408,409,285.7000,285.7000,285.7000,568.9600,1,1,2026-08-24T00:00:00.000
409,20260823,20260727,20260816,34800,419,155,239,381,317,6,1,ICC000409,410,286.4000,286.4000,286.4000,570.3300,1,1,2026-08-24T00:00:00.000
410,20260803,20260710,20260603,83160,201,266,190,67,120,7,5,ICC000410,411,287.1000,287.1000,287.1000,571.7000,1,1,2026-08-24T00:00:00.000
411,20260531,20260815,20260707,40140,415,349,144,479,66,4,7,ICC000411,412,287.8000,287.8000,287.8000,573.0700,1,1,2026-08-24T00:00:00.000
412,20260729,20260701,20260808,38700,447,300,410,360,431,3,5,ICC000412,413,288.5000,288.5000,288.5000,574.4400,1,1,2026-08-24T00:00:00.000
413,20260612,20260730,20260818,46620,238,48,474,190,475,5,7,ICC000413,414,289.2000,289.2000,289.2000,575.8100,1,1,2026-08-24T00:00:00.000
414,20260717,20260711,20260712,74340,442,278,444,472,425,4,7,ICC000414,415,289.9000,289.9000,289.9000,577.1800,1,1,2026-08-24T00:00:00.000
415,20260820,20260613,20260618,73620,246,197,258,291,421,1,1,ICC000415,416,290.6000,290.6000,290.6000,578.5500,1,1,2026-08-24T00:00:00.000
416,20260708,20260707,20260813,83520,20,251,300,434,498,4,6,ICC000416,417,291.3000,291.3000,291.3000,579.9200,1,1,2026-08-24T00:00:00.000
417,20260528,20260803,20260801,9660,279,17,116,112,16,2,3,ICC000417,418,292.0000,292.0000,292.0000,581.2900,1,1,2026-08-24T00:00:00.000
418,20260706,20260719,20260714,60120,156,46,29,486,47,7,4,ICC000418,419,292.7000,292.7000,292.7000,582.6600,1,1,2026-08-24T00:00:00.000
419,20260809,20260725,20260712,61860,108,126,249,306,254,5,6,ICC000419,420,293.4000,293.4000,293.4000,584.0300,1,1,2026-08-24T00:00:00.000
420,20260728,20260629,20260816,35100,497,246,109,37,273,1,1,ICC000420,421,294.1000,294.1000,294.1000,585.4000,1,1,2026-08-24T00:00:00.000
421,20260610,20260626,20260822,31920,479,108,72,126,317,6,2,ICC000421,422,294.8000,294.8000,294.8000,586.7700,1,1,2026-08-24T00:00:00.000
422,20260806,20260719,20260816,26640,243,219,188,265,350,6,2,ICC000422,423,295.5000,295.5000,295.5000,588.1400,1,1,2026-08-24T00:00:00.000
423,20260609,20260605,20260602,85320,275,302,415,194,68,3,6,ICC000423,424,296.2000,296.2000,296.2000,589.5100,1,1,2026-08-24T00:00:00.000
424,20260716,20260621,20260613,31020,368,246,473,126,393,2,1,ICC000424,425,296.9000,296.9000,296.9000,590.8800,1,1,2026-08-24T00:00:00.000
425,20260817,20260712,20260715,13380,77,344,304,-1,-1,2,2,ICC000425,426,297.6000,297.6000,297.6000,592.2500,1,1,2026-08-24T00:00:00.000
426,20260701,20260717,20260719,41100,412,100,65,450,297,8,1,ICC000426,427,298.3000,298.3000,298.3000,593.6200,1,1,2026-08-24T00:00:00.000
427,20260819,20260808,20260713,68340,391,41,430,34,14,8,4,ICC000427,428,299.0000,299.0000,299.0000,594.9900,1,1,2026-08-24T00:00:00.000
428,20260604,20260731,20260727,43860,93,57,267,170,17,1,1,ICC000428,429,299.7000,299.7000,299.7000,596.3600,1,1,2026-08-24T00:00:00.000
429,20260816,20260819,20260617,60120,402,25,436,84,317,3,4,ICC000429,430,300.4000,300.4000,300.4000,597.7300,1,1,2026-08-24T00:00:00.000
430,20260804,20260815,20260807,65280,438,311,111,145,147,8,4,ICC000430,431,301.1000,301.1000,301.1000,599.1000,1,1,2026-08-24T00:00:00.000
431,20260712,20260725,20260528,17580,485,204,183,105,35,4,4,ICC000431,432,301.8000,301.8000,301.8000,600.4700,1,1,2026-08-24T00:00:00.000
432,20260803,20260824,20260603,36780,383,168,422,311,236,7,5,ICC000432,433,302.5000,302.5000,302.5000,601.8400,1,1,2026-08-24T00:00:00.000
433,20260625,20260728,20260606,40920,79,268,79,85,150,2,5,ICC000433,434,303.2000,303.2000,303.2000,603.2100,1,1,2026-08-24T00:00:00.000
434,20260705,20260801,20260626,82200,102,217,327,14,129,8,7,ICC000434,435,303.9000,303.9000,303.9000,604.5800,1,1,2026-08-24T00:00:00.000
435,20260624,20260816,20260612,48720,18,123,142,28,234,4,3,ICC000435,436,304.6000,304.6000,304.6000,605.9500,1,1,2026-08-24T00:00:00.000
436,20260624,20260622,20260801,41820,214,39,10,493,343,4,7,ICC000436,437,305.3000,305.3000,305.3000,607.3200,1,1,2026-08-24T00:00:00.000
437,20260723,20260725,20260610,42960,420,103,261,332,394,1,1,ICC000437,438,306.0000,306.0000,306.0000,608.6900,1,1,2026-08-24T00:00:00.000
438,20260814,20260809,20260814,56640,260,124,79,194,491,6,7,ICC000438,439,306.7000,306.7000,306.7000,610.0600,1,1,2026-08-24T00:00:00.000
439,20260726,20260704,20260724,68340,308,252,206,221,152,1,1,ICC000439,440,307.4000,307.4000,307.4000,611.4300,1,1,2026-08-24T00:00:00.000
440,20260624,20260606,20260717,32280,52,23,190,103,431,2,7,ICC000440,441,308.1000,308.1000,308.1000,612.8000,1,1,2026-08-24T00:00:00.000
441,20260612,20260815,20260822,67620,1,9,95,99,54,4,3,ICC000441,442,308.8000,308.8000,308.8000,614.1700,1,1,2026-08-24T00:00:00.000
442,20260608,20260626,20260823,46260,346,147,363,-1,-1,7,3,ICC000442,443,309.5000,309.5000,309.5000,615.5400,1,1,2026-08-24T00:00:00.000
443,20260616,20260609,20260724,73800,482,57,232,490,258,4,2,ICC000443,444,310.2000,310.2000,310.2000,616.9100,1,1,2026-08-24T00:00:00.000
444,20260822,20260530,20260621,13800,121,322,476,6,58,3,2,ICC000444,445,310.9000,310.9000,310.9000,618.2800,1,1,2026-08-24T00:00:00.000
445,20260714,20260723,20260708,18780,64,61,339,164,17,2,4,ICC000445,446,311.6000,311.6000,311.6000,619.6500,1,1,2026-08-24T00:00:00.000
446,20260724,20260701,20260809,39900,159,253,220,456,388,1,6,ICC000446,447,312.3000,312.3000,312.3000,621.0200,1,1,2026-08-24T00:00:00.000
447,20260726,20260720,20260615,15300,199,340,384,24,110,8,1,ICC000447,448,313.0000,313.0000,313.0000,622.3900,1,1,2026-08-24T00:00:00.000
448,20260624,20260531,20260810,8640,233,212,118,360,327,1,7,ICC000448,449,313.7000,313.7000,313.7000,623.7600,1,1,2026-08-24T00:00:00.000
449,20260814,20260713,20260821,65340,54,224,89,212,431,6,2,ICC000449,450,314.4000,314.4000,314.4000,625.1300,1,1,2026-08-24T00:00:00.000
450,20260529,20260611,20260618,78960,284,331,199,427,265,8,2,ICC000450,451,315.1000,315.1000,315.1000,626.5000,1,1,2026-08-24T00:00:00.000
451,20260629,20260608,20260604,16680,374,84,183,135,47,3,3,ICC000451,452,315.8000,315.8000,315.8000,627.8700,1,1,2026-08-24T00:00:00.000
452,20260609,20260618,20260722,29820,190,273,484,381,227,7,5,ICC000452,453,316.5000,316.5000,316.5000,629.2400,1,1,2026-08-24T00:00:00.000
453,20260804,20260609,20260527,22080,341,15,447,333,85,3,1,ICC000453,454,317.2000,317.2000,317.2000,630.6100,1,1,2026-08-24T00:00:00.000
454,20260629,20260731,20260703,5940,341,93,123,203,483,1,4,ICC000454,455,317.9000,317.9000,317.9000,631.9800,1,1,2026-08-24T00:00:00.000
455,20260531,20260716,20260708,18780,231,262,365,33,330,7,1,ICC000455,456,318.6000,318.6000,318.6000,633.3500,1,1,2026-08-24T00:00:00.000
456,20260701,20260613,20260622,58200,281,259,174,391,111,1,6,ICC000456,457,319.3000,319.3000,319.3000,634.7200,1,1,2026-08-24T00:00:00.000
457,20260729,20260802,20260819,25080,280,333,131,292,266,8,6,ICC000457,458,320.0000,320.0000,320.0000,636.0900,1,1,2026-08-24T00:00:00.000
458,20260611,20260603,20260727,73980,384,4,157,40,350,2,1,ICC000458,459,320.7000,320.7000,320.7000,637.4600,1,1,2026-08-24T00:00:00.000
459,20260806,20260731,20260804,57840,290,54,302,-1,-1,1,1,ICC000459,460,321.4000,321.4000,321.4000,638.8300,1,1,2026-08-24T00:00:00.000
460,20260621,20260823,20260813,5400,132,70,101,51,468,5,5,ICC000460,461,322.1000,322.1000,322.1000,640.2000,1,1,2026-08-24T00:00:00.000
461,20260528,20260609,20260610,49080,52,18,68,45,343,1,3,ICC000461,462,322.8000,322.8000,322.8000,641.5700,1,1,2026-08-24T00:00:00.000
462,20260715,20260804,20260716,38160,127,30,285,43,439,5,7,ICC000462,463,323.5000,323.5000,323.5000,642.9400,1,1,2026-08-24T00:00:00.000
463,20260727,20260817,20260603,6840,457,189,84,18,384,4,6,ICC000463,464,324.2000,324.2000,324.2000,644.3100,1,1,2026-08-24T00:00:00.000
464,20260725,20260716,20260702,39480,89,197,428,326,120,6,2,ICC000464,465,324.9000,324.9000,324.9000,645.6800,1,1,2026-08-24T00:00:00.000
465,20260708,20260531,20260621,83700,455,57,188,328,85,3,1,ICC000465,466,325.6000,325.6000,325.6000,647.0500,1,1,2026-08-24T00:00:00.000
466,20260529,20260805,20260530,44700,257,8,406,28,476,5,6,ICC000466,467,326.3000,326.3000,326.3000,648.4200,1,1,2026-08-24T00:00:00.000
467,20260529,20260718,20260817,55200,100,42,37,495,203,3,5,ICC000467,468,327.0000,327.0000,327.0000,649.7900,1,1,2026-08-24T00:00:00.000
468,20260806,20260612,20260527,64500,41,61,1,78,18,4,7,ICC000468,469,327.7000,327.7000,327.7000,651.1600,1,1,2026-08-24T00:00:00.000
469,20260821,20260619,20260715,47340,471,8,226,217,22,4,2,ICC000469,470,328.4000,328.4000,328.4000,652.5300,1,1,2026-08-24T00:00:00.000
470,20260628,20260608,20260530,27300,170,50,92,111,112,2,4,ICC000470,471,329.1000,329.1000,329.1000,653.9000,1,1,2026-08-24T00:00:00.000
471,20260709,20260610,20260718,11400,54,32,401,113,12,7,4,ICC000471,472,329.8000,329.8000,329.8000,655.2700,1,1,2026-08-24T00:00:00.000
472,20260610,20260816,20260625,71820,3,194,289,465,442,2,5,ICC000472,473,330.5000,330.5000,330.5000,656.6400,1,1,2026-08-24T00:00:00.000
473,20260712,20260812,20260628,80520,206,292,490,479,195,6,6,ICC000473,474,331.2000,331.2000,331.2000,658.0100,1,1,2026-08-24T00:00:00.000
474,20260719,20260820,20260607,63720,191,45,214,66,431,5,6,ICC000474,475,331.9000,331.9000,331.9000,659.3800,1,1,2026-08-24T00:00:00.000
475,20260620,20260714,20260611,33240,238,237,413,112,22,6,3,ICC000475,476,332.6000,332.6000,332.6000,660.7500,1,1,2026-08-24T00:00:00.000
476,20260728,20260613,20260804,73440,244,277,159,-1,-1,2,6,ICC000476,477,333.3000,333.3000,333.3000,662.1200,1,1,2026-08-24T00:00:00.000
477,20260723,20260721,20260815,7200,339,32,334,13,63,4,2,ICC000477,478,334.0000,334.0000,334.0000,663.4900,1,1,2026-08-24T00:00:00.000
478,20260706,20260817,20260809,11100,381,128,173,14,35,3,5,ICC000478,479,334.7000,334.7000,334.7000,664.8600,1,1,2026-08-24T00:00:00.000
479,20260824,20260623,20260618,73260,366,255,239,10,410,1,5,ICC000479,480,335.4000,335.4000,335.4000,666.2300,1,1,2026-08-24T00:00:00.000
480,20260605,20260708,20260528,84600,341,191,304,20,92,6,4,ICC000480,481,336.1000,336.1000,336.1000,667.6000,1,1,2026-08-24T00:00:00.000
481,20260704,20260701,20260627,81300,289,219,241,270,487,6,3,ICC000481,482,336.8000,336.8000,336.8000,668.9700,1,1,2026-08-24T00:00:00.000
482,20260702,20260816,20260529,76140,271,310,467,367,250,3,7,ICC000482,483,337.5000,337.5000,337.5000,670.3400,1,1,2026-08-24T00:00:00.000
483,20260720,20260718,20260611,30480,355,137,2,392,253,4,1,ICC000483,484,338.2000,338.2000,338.2000,671.7100,1,1,2026-08-24T00:00:00.000
484,20260723,20260626,20260610,69600,430,117,218,104,97,1,7,ICC000484,485,338.9000,338.9000,338.9000,673.0800,1,1,2026-08-24T00:00:00.000
485,20260710,20260622,20260811,82320,75,302,379,29,362,3,2,ICC000485,486,339.6000,339.6000,339.6000,674.4500,1,1,2026-08-24T00:00:00.000
486,20260719,20260619,20260716,46560,46,128,312,399,476,2,7,ICC000486,487,340.3000,340.3000,340.3000,675.8200,1,1,2026-08-24T00:00:00.000
487,20260613,20260817,20260705,10980,347,39,474,233,287,7,2,ICC000487,488,341.0000,341.0000,341.0000,677.1900,1,1,2026-08-24T00:00:00.000
488,20260721,20260717,20260804,27060,229,187,184,11,352,5,5,ICC000488,489,341.7000,341.7000,341.7000,678.5600,1,1,2026-08-24T00:00:00.000
489,20260701,20260824,20260810,12300,98,148,216,290,292,3,4,ICC000489,490,342.4000,342.4000,342.4000,679.9300,1,1,2026-08-24T00:00:00.000
490,20260530,20260811,20260714,44460,97,293,242,196,283,8,3,ICC000490,491,343.1000,343.1000,343.1000,681.3000,1,1,2026-08-24T00:00:00.000
491,20260730,20260623,20260815,1980,232,56,18,25,497,5,2,ICC000491,492,343.8000,343.8000,343.8000,682.6700,1,1,2026-08-24T00:00:00.000
492,20260528,20260601,20260612,63780,293,5,119,459,65,8,5,ICC000492,493,344.5000,344.5000,344.5000,684.0400,1,1,2026-08-24T00:00:00.000
493,20260618,20260730,20260811,67020,124,19,138,-1,-1,8,7,ICC000493,494,345.2000,345.2000,345.2000,685.4100,1,1,2026-08-24T00:00:00.000
494,20260820,20260822,20260803,16500,377,170,8,142,483,1,1,ICC000494,495,345.9000,345.9000,345.9000,686.7800,1,1,2026-08-24T00:00:00.000
495,20260711,20260609,20260614,78120,190,206,394,270,255,2,7,ICC000495,496,346.6000,346.6000,346.6000,688.1500,1,1,2026-08-24T00:00:00.000
496,20260807,20260812,20260528,76140,251,284,367,431,105,6,6,ICC000496,497,347.3000,347.3000,347.3000,689.5200,1,1,2026-08-24T00:00:00.000
497,20260717,20260706,20260710,5040,122,311,470,261,253,2,5,ICC000497,498,348.0000,348.0000,348.0000,690.8900,1,1,2026-08-24T00:00:00.000
498,20260611,20260601,20260626,18480,381,284,73,97,360,4,4,ICC000498,499,348.7000,348.7000,348.7000,692.2600,1,1,2026-08-24T00:00:00.000
499,20260619,20260615,20260617,16140,366,305,281,265,103,5,2,ICC000499,500,349.4000,349.4000,349.4000,693.6300,1,1,2026-08-24T00:00:00.000
500,20260613,20260712,20260607,19020,373,184,438,39,236,8,7,ICC000500,501,350.1000,350.1000,350.1000,695.0000,1,1,2026-08-24T00:00:00.000
501,20260811,20260530,20260529,2400,58,127,191,216,237,8,1,ICC000501,502,350.8000,350.8000,350.8000,696.3700,1,1,2026-08-24T00:00:00.000
502,20260730,20260815,20260703,83040,309,30,218,36,389,5,4,ICC000502,503,351.5000,351.5000,351.5000,697.7400,1,1,2026-08-24T00:00:00.000
503,20260610,20260807,20260728,5640,285,306,409,396,193,6,6,ICC000503,504,352.2000,352.2000,352.2000,699.1100,1,1,2026-08-24T00:00:00.000
504,20260619,20260605,20260615,6840,268,222,352,234,205,8,3,ICC000504,505,352.9000,352.9000,352.9000,700.4800,1,1,2026-08-24T00:00:00.000
505,20260719,20260813,20260703,19140,244,82,32,420,348,1,1,ICC000505,506,353.6000,353.6000,353.6000,701.8500,1,1,2026-08-24T00:00:00.000
506,20260615,20260627,20260812,21180,57,112,366,408,88,2,3,ICC000506,507,354.3000,354.3000,354.3000,703.2200,1,1,2026-08-24T00:00:00.000
507,20260716,20260807,20260807,54240,148,143,255,120,307,5,5,ICC000507,508,355.0000,355.0000,355.0000,704.5900,1,1,2026-08-24T00:00:00.000
508,20260605,20260804,20260707,60300,489,57,20,265,281,2,5,ICC000508,509,355.7000,355.7000,355.7000,705.9600,1,1,2026-08-24T00:00:00.000
509,20260710,20260719,20260820,47460,186,339,434,452,56,7,7,ICC000509,510,356.4000,356.4000,356.4000,707.3300,1,1,2026-08-24T00:00:00.000
510,20260703,20260529,20260812,81660,159,280,280,-1,-1,6,3,ICC000510,511,357.1000,357.1000,357.1000,708.7000,1,1,2026-08-24T00:00:00.000
511,20260712,20260629,20260816,44940,124,270,310,212,27,5,1,ICC000511,512,357.8000,357.8000,357.8000,710.0700,1,1,2026-08-24T00:00:00.000
512,20260726,20260817,20260703,44400,364,212,430,258,214,3,3,ICC000512,513,358.5000,358.5000,358.5000,711.4400,1,1,2026-08-24T00:00:00.000
513,20260823,20260616,20260724,26280,148,197,204,431,487,7,2,ICC000513,514,359.2000,359.2000,359.2000,712.8100,1,1,2026-08-24T00:00:00.000
514,20260709,20260605,20260703,64800,157,303,327,197,334,2,2,ICC000514,515,359.9000,359.9000,359.9000,714.1800,1,1,2026-08-24T00:00:00.000
515,20260630,20260621,20260702,31860,233,183,279,16,351,1,7,ICC000515,516,360.6000,360.6000,360.6000,715.5500,1,1,2026-08-24T00:00:00.000
516,20260809,20260612,20260616,4680,15,184,396,367,392,8,1,ICC000516,517,361.3000,361.3000,361.3000,716.9200,1,1,2026-08-24T00:00:00.000
517,20260701,20260816,20260527,71100,164,207,164,443,149,5,1,ICC000517,518,362.0000,362.0000,362.0000,718.2900,1,1,2026-08-24T00:00:00.000
518,20260822,20260607,20260705,46020,377,11,425,92,194,1,7,ICC000518,519,362.7000,362.7000,362.7000,719.6600,1,1,2026-08-24T00:00:00.000
519,20260627,20260717,20260726,71760,83,129,37,325,403,1,6,ICC000519,520,363.4000,363.4000,363.4000,721.0300,1,1,2026-08-24T00:00:00.000
520,20260812,20260706,20260616,27000,328,254,270,487,390,5,2,ICC000520,521,364.1000,364.1000,364.1000,722.4000,1,1,2026-08-24T00:00:00.000
521,20260630,20260622,20260615,32340,197,195,58,188,163,2,2,ICC000521,522,364.8000,364.8000,364.8000,723.7700,1,1,2026-08-24T00:00:00.000
522,20260816,20260618,20260707,70320,97,293,233,289,133,8,3,ICC000522,523,365.5000,365.5000,365.5000,725.1400,1,1,2026-08-24T00:00:00.000
523,20260703,20260730,20260615,12900,102,132,154,474,237,2,2,ICC000523,524,366.2000,366.2000,366.2000,726.5100,1,1,2026-08-24T00:00:00.000
524,20260706,20260704,20260608,25200,242,196,372,360,365,4,7,ICC000524,525,366.9000,366.9000,366.9000,727.8800,1,1,2026-08-24T00:00:00.000
525,20260707,20260719,20260822,74580,34,200,83,402,285,6,3,ICC000525,526,367.6000,367.6000,367.6000,729.2500,1,1,2026-08-24T00:00:00.000
526,20260812,20260806,20260528,79260,117,206,328,335,2,5,5,ICC000526,527,368.3000,368.3000,368.3000,730.6200,1,1,2026-08-24T00:00:00.000
