SalesCreditExposureSnapshotKey,SnapshotDateKey,CustomerKey,BusinessUnitKey,SalesCustomerCreditProfileKey,SalesCreditStatusKey,CurrencyKey,CreditLimitAmount,OpenOrderAmount,ReceivableAmount,AvailableCreditAmount,SourceSystemKey,BatchId,LoadedAtUtc
501,20260730,236,352,498,7,5,696.3700,696.3700,696.3700,696.3700,1,1,2026-08-24T00:00:00.000
502,20260805,230,246,355,1,4,697.7400,697.7400,697.7400,697.7400,1,1,2026-08-24T00:00:00.000
503,20260723,227,114,5,2,5,699.1100,699.1100,699.1100,699.1100,1,1,2026-08-24T00:00:00.000
504,20260628,398,35,33,4,1,700.4800,700.4800,700.4800,700.4800,1,1,2026-08-24T00:00:00.000
505,20260722,135,436,219,7,3,701.8500,701.8500,701.8500,701.8500,1,1,2026-08-24T00:00:00.000
506,20260727,483,152,249,5,2,703.2200,703.2200,703.2200,703.2200,1,1,2026-08-24T00:00:00.000
507,20260705,74,231,436,7,4,704.5900,704.5900,704.5900,704.5900,1,1,2026-08-24T00:00:00.000
508,20260705,77,69,68,3,4,705.9600,705.9600,705.9600,705.9600,1,1,2026-08-24T00:00:00.000
509,20260726,478,138,311,6,1,707.3300,707.3300,707.3300,707.3300,1,1,2026-08-24T00:00:00.000
510,20260620,247,-1,440,4,1,708.7000,708.7000,708.7000,708.7000,1,1,2026-08-24T00:00:00.000
511,20260605,430,354,332,1,3,710.0700,710.0700,710.0700,710.0700,1,1,2026-08-24T00:00:00.000
512,20260810,490,309,320,8,5,711.4400,711.4400,711.4400,711.4400,1,1,2026-08-24T00:00:00.000
513,20260617,7,417,78,6,3,712.8100,712.8100,712.8100,712.8100,1,1,2026-08-24T00:00:00.000
514,20260703,353,238,272,6,5,714.1800,714.1800,714.1800,714.1800,1,1,2026-08-24T00:00:00.000
515,20260812,66,68,490,4,5,715.5500,715.5500,715.5500,715.5500,1,1,2026-08-24T00:00:00.000
516,20260606,367,15,285,7,4,716.9200,716.9200,716.9200,716.9200,1,1,2026-08-24T00:00:00.000
517,20260812,401,266,102,7,4,718.2900,718.2900,718.2900,718.2900,1,1,2026-08-24T00:00:00.000
518,20260722,471,131,15,1,2,719.6600,719.6600,719.6600,719.6600,1,1,2026-08-24T00:00:00.000
519,20260606,433,239,303,1,1,721.0300,721.0300,721.0300,721.0300,1,1,2026-08-24T00:00:00.000
520,20260624,37,461,211,5,5,722.4000,722.4000,722.4000,722.4000,1,1,2026-08-24T00:00:00.000
521,20260608,261,332,205,1,1,723.7700,723.7700,723.7700,723.7700,1,1,2026-08-24T00:00:00.000
522,20260617,90,433,272,2,1,725.1400,725.1400,725.1400,725.1400,1,1,2026-08-24T00:00:00.000
523,20260813,400,201,433,5,1,726.5100,726.5100,726.5100,726.5100,1,1,2026-08-24T00:00:00.000
524,20260811,165,275,476,1,1,727.8800,727.8800,727.8800,727.8800,1,1,2026-08-24T00:00:00.000
525,20260630,235,170,79,6,5,729.2500,729.2500,729.2500,729.2500,1,1,2026-08-24T00:00:00.000
526,20260728,128,23,446,1,1,730.6200,730.6200,730.6200,730.6200,1,1,2026-08-24T00:00:00.000
527,20260720,21,-1,328,6,5,731.9900,731.9900,731.9900,731.9900,1,1,2026-08-24T00:00:00.000
528,20260817,33,61,380,5,5,733.3600,733.3600,733.3600,733.3600,1,1,2026-08-24T00:00:00.000
529,20260607,62,78,227,2,5,734.7300,734.7300,734.7300,734.7300,1,1,2026-08-24T00:00:00.000
530,20260616,209,220,469,4,1,736.1000,736.1000,736.1000,736.1000,1,1,2026-08-24T00:00:00.000
531,20260720,121,487,158,6,2,737.4700,737.4700,737.4700,737.4700,1,1,2026-08-24T00:00:00.000
532,20260629,185,463,266,8,1,738.8400,738.8400,738.8400,738.8400,1,1,2026-08-24T00:00:00.000
533,20260726,280,127,219,7,4,740.2100,740.2100,740.2100,740.2100,1,1,2026-08-24T00:00:00.000
534,20260704,300,133,72,2,5,741.5800,741.5800,741.5800,741.5800,1,1,2026-08-24T00:00:00.000
535,20260809,127,196,314,7,5,742.9500,742.9500,742.9500,742.9500,1,1,2026-08-24T00:00:00.000
536,20260527,113,190,385,2,1,744.3200,744.3200,744.3200,744.3200,1,1,2026-08-24T00:00:00.000
537,20260817,119,306,39,7,4,745.6900,745.6900,745.6900,745.6900,1,1,2026-08-24T00:00:00.000
538,20260625,91,435,213,1,2,747.0600,747.0600,747.0600,747.0600,1,1,2026-08-24T00:00:00.000
539,20260716,244,18,329,3,2,748.4300,748.4300,748.4300,748.4300,1,1,2026-08-24T00:00:00.000
540,20260815,20,413,47,4,2,749.8000,749.8000,749.8000,749.8000,1,1,2026-08-24T00:00:00.000
541,20260802,390,418,244,6,4,751.1700,751.1700,751.1700,751.1700,1,1,2026-08-24T00:00:00.000
542,20260531,213,87,272,3,5,752.5400,752.5400,752.5400,752.5400,1,1,2026-08-24T00:00:00.000
543,20260707,353,383,457,6,4,753.9100,753.9100,753.9100,753.9100,1,1,2026-08-24T00:00:00.000
544,20260718,160,-1,301,3,1,755.2800,755.2800,755.2800,755.2800,1,1,2026-08-24T00:00:00.000
545,20260615,309,40,219,1,4,756.6500,756.6500,756.6500,756.6500,1,1,2026-08-24T00:00:00.000
546,20260720,243,37,257,7,5,758.0200,758.0200,758.0200,758.0200,1,1,2026-08-24T00:00:00.000
547,20260801,448,470,455,3,3,759.3900,759.3900,759.3900,759.3900,1,1,2026-08-24T00:00:00.000
548,20260711,270,200,341,8,4,760.7600,760.7600,760.7600,760.7600,1,1,2026-08-24T00:00:00.000
549,20260614,238,418,390,7,1,762.1300,762.1300,762.1300,762.1300,1,1,2026-08-24T00:00:00.000
550,20260627,187,199,219,2,3,763.5000,763.5000,763.5000,763.5000,1,1,2026-08-24T00:00:00.000
551,20260808,442,72,306,3,5,764.8700,764.8700,764.8700,764.8700,1,1,2026-08-24T00:00:00.000
552,20260622,247,294,248,4,3,766.2400,766.2400,766.2400,766.2400,1,1,2026-08-24T00:00:00.000
553,20260811,224,10,181,2,4,767.6100,767.6100,767.6100,767.6100,1,1,2026-08-24T00:00:00.000
554,20260627,377,157,309,7,4,768.9800,768.9800,768.9800,768.9800,1,1,2026-08-24T00:00:00.000
555,20260618,74,76,58,1,5,770.3500,770.3500,770.3500,770.3500,1,1,2026-08-24T00:00:00.000
556,20260718,161,203,109,3,2,771.7200,771.7200,771.7200,771.7200,1,1,2026-08-24T00:00:00.000
557,20260608,340,295,322,8,5,773.0900,773.0900,773.0900,773.0900,1,1,2026-08-24T00:00:00.000
558,20260815,252,484,202,8,5,774.4600,774.4600,774.4600,774.4600,1,1,2026-08-24T00:00:00.000
559,20260807,18,171,342,7,2,775.8300,775.8300,775.8300,775.8300,1,1,2026-08-24T00:00:00.000
560,20260724,102,429,225,4,1,777.2000,777.2000,777.2000,777.2000,1,1,2026-08-24T00:00:00.000
561,20260604,380,-1,221,8,4,778.5700,778.5700,778.5700,778.5700,1,1,2026-08-24T00:00:00.000
562,20260611,275,83,271,2,1,779.9400,779.9400,779.9400,779.9400,1,1,2026-08-24T00:00:00.000
563,20260809,46,381,367,8,5,781.3100,781.3100,781.3100,781.3100,1,1,2026-08-24T00:00:00.000
564,20260718,487,129,358,5,4,782.6800,782.6800,782.6800,782.6800,1,1,2026-08-24T00:00:00.000
565,20260531,311,287,482,5,4,784.0500,784.0500,784.0500,784.0500,1,1,2026-08-24T00:00:00.000
566,20260615,421,142,207,1,1,785.4200,785.4200,785.4200,785.4200,1,1,2026-08-24T00:00:00.000
567,20260529,23,479,394,5,2,786.7900,786.7900,786.7900,786.7900,1,1,2026-08-24T00:00:00.000
568,20260602,239,237,127,6,3,788.1600,788.1600,788.1600,788.1600,1,1,2026-08-24T00:00:00.000
569,20260622,480,223,415,7,3,789.5300,789.5300,789.5300,789.5300,1,1,2026-08-24T00:00:00.000
570,20260721,489,33,100,2,2,790.9000,790.9000,790.9000,790.9000,1,1,2026-08-24T00:00:00.000
571,20260717,135,420,100,8,4,792.2700,792.2700,792.2700,792.2700,1,1,2026-08-24T00:00:00.000
572,20260531,380,177,470,4,3,793.6400,793.6400,793.6400,793.6400,1,1,2026-08-24T00:00:00.000
573,20260808,271,264,56,3,3,795.0100,795.0100,795.0100,795.0100,1,1,2026-08-24T00:00:00.000
574,20260701,374,180,443,4,4,796.3800,796.3800,796.3800,796.3800,1,1,2026-08-24T00:00:00.000
575,20260606,148,383,163,5,3,797.7500,797.7500,797.7500,797.7500,1,1,2026-08-24T00:00:00.000
576,20260818,217,97,86,6,1,799.1200,799.1200,799.1200,799.1200,1,1,2026-08-24T00:00:00.000
577,20260807,449,372,486,7,2,800.4900,800.4900,800.4900,800.4900,1,1,2026-08-24T00:00:00.000
578,20260731,70,-1,103,4,1,801.8600,801.8600,801.8600,801.8600,1,1,2026-08-24T00:00:00.000
579,20260804,16,164,123,7,1,803.2300,803.2300,803.2300,803.2300,1,1,2026-08-24T00:00:00.000
580,20260622,368,472,209,6,4,804.6000,804.6000,804.6000,804.6000,1,1,2026-08-24T00:00:00.000
581,20260630,236,438,52,5,4,805.9700,805.9700,805.9700,805.9700,1,1,2026-08-24T00:00:00.000
582,20260719,38,434,22,5,4,807.3400,807.3400,807.3400,807.3400,1,1,2026-08-24T00:00:00.000
583,20260730,486,364,293,6,3,808.7100,808.7100,808.7100,808.7100,1,1,2026-08-24T00:00:00.000
584,20260821,329,363,463,4,3,810.0800,810.0800,810.0800,810.0800,1,1,2026-08-24T00:00:00.000
585,20260718,83,49,431,8,1,811.4500,811.4500,811.4500,811.4500,1,1,2026-08-24T00:00:00.000
586,20260719,109,298,158,3,2,812.8200,812.8200,812.8200,812.8200,1,1,2026-08-24T00:00:00.000
587,20260802,130,350,323,3,4,814.1900,814.1900,814.1900,814.1900,1,1,2026-08-24T00:00:00.000
588,20260605,27,52,343,6,3,815.5600,815.5600,815.5600,815.5600,1,1,2026-08-24T00:00:00.000
589,20260612,401,363,263,1,4,816.9300,816.9300,816.9300,816.9300,1,1,2026-08-24T00:00:00.000
590,20260528,348,359,136,8,3,818.3000,818.3000,818.3000,818.3000,1,1,2026-08-24T00:00:00.000
591,20260528,38,405,361,6,1,819.6700,819.6700,819.6700,819.6700,1,1,2026-08-24T00:00:00.000
592,20260529,368,423,200,5,2,821.0400,821.0400,821.0400,821.0400,1,1,2026-08-24T00:00:00.000
593,20260607,460,352,453,8,4,822.4100,822.4100,822.4100,822.4100,1,1,2026-08-24T00:00:00.000
594,20260615,104,2,44,8,1,823.7800,823.7800,823.7800,823.7800,1,1,2026-08-24T00:00:00.000
595,20260805,85,-1,173,2,5,825.1500,825.1500,825.1500,825.1500,1,1,2026-08-24T00:00:00.000
596,20260602,313,195,26,3,5,826.5200,826.5200,826.5200,826.5200,1,1,2026-08-24T00:00:00.000
597,20260619,173,234,127,6,3,827.8900,827.8900,827.8900,827.8900,1,1,2026-08-24T00:00:00.000
598,20260712,185,467,226,7,3,829.2600,829.2600,829.2600,829.2600,1,1,2026-08-24T00:00:00.000
599,20260608,10,415,362,5,4,830.6300,830.6300,830.6300,830.6300,1,1,2026-08-24T00:00:00.000
600,20260615,170,209,147,2,5,832.0000,832.0000,832.0000,832.0000,1,1,2026-08-24T00:00:00.000
601,20260615,368,28,7,5,5,833.3700,833.3700,833.3700,833.3700,1,1,2026-08-24T00:00:00.000
602,20260615,295,423,263,8,2,834.7400,834.7400,834.7400,834.7400,1,1,2026-08-24T00:00:00.000
603,20260807,174,349,170,5,1,836.1100,836.1100,836.1100,836.1100,1,1,2026-08-24T00:00:00.000
604,20260528,477,450,174,3,3,837.4800,837.4800,837.4800,837.4800,1,1,2026-08-24T00:00:00.000
605,20260604,154,163,288,6,4,838.8500,838.8500,838.8500,838.8500,1,1,2026-08-24T00:00:00.000
606,20260720,36,74,291,2,2,840.2200,840.2200,840.2200,840.2200,1,1,2026-08-24T00:00:00.000
607,20260823,159,99,404,3,4,841.5900,841.5900,841.5900,841.5900,1,1,2026-08-24T00:00:00.000
608,20260718,295,312,37,5,4,842.9600,842.9600,842.9600,842.9600,1,1,2026-08-24T00:00:00.000
609,20260615,84,434,100,3,1,844.3300,844.3300,844.3300,844.3300,1,1,2026-08-24T00:00:00.000
610,20260603,108,362,474,4,5,845.7000,845.7000,845.7000,845.7000,1,1,2026-08-24T00:00:00.000
611,20260709,88,168,466,1,2,847.0700,847.0700,847.0700,847.0700,1,1,2026-08-24T00:00:00.000
612,20260628,264,-1,342,5,3,848.4400,848.4400,848.4400,848.4400,1,1,2026-08-24T00:00:00.000
613,20260710,160,381,54,8,3,849.8100,849.8100,849.8100,849.8100,1,1,2026-08-24T00:00:00.000
614,20260726,445,224,105,6,5,851.1800,851.1800,851.1800,851.1800,1,1,2026-08-24T00:00:00.000
615,20260720,435,25,100,4,2,852.5500,852.5500,852.5500,852.5500,1,1,2026-08-24T00:00:00.000
616,20260803,98,463,147,8,5,853.9200,853.9200,853.9200,853.9200,1,1,2026-08-24T00:00:00.000
617,20260729,7,262,337,3,1,855.2900,855.2900,855.2900,855.2900,1,1,2026-08-24T00:00:00.000
618,20260711,497,387,97,4,1,856.6600,856.6600,856.6600,856.6600,1,1,2026-08-24T00:00:00.000
619,20260716,421,16,263,1,2,858.0300,858.0300,858.0300,858.0300,1,1,2026-08-24T00:00:00.000
620,20260816,270,3,335,5,1,859.4000,859.4000,859.4000,859.4000,1,1,2026-08-24T00:00:00.000
621,20260711,233,431,36,2,5,860.7700,860.7700,860.7700,860.7700,1,1,2026-08-24T00:00:00.000
622,20260606,148,339,309,5,1,862.1400,862.1400,862.1400,862.1400,1,1,2026-08-24T00:00:00.000
623,20260601,99,69,144,2,4,863.5100,863.5100,863.5100,863.5100,1,1,2026-08-24T00:00:00.000
624,20260801,430,87,173,6,5,864.8800,864.8800,864.8800,864.8800,1,1,2026-08-24T00:00:00.000
625,20260711,116,493,53,5,4,866.2500,866.2500,866.2500,866.2500,1,1,2026-08-24T00:00:00.000
626,20260527,252,12,224,2,4,867.6200,867.6200,867.6200,867.6200,1,1,2026-08-24T00:00:00.000
627,20260808,121,108,4,2,2,868.9900,868.9900,868.9900,868.9900,1,1,2026-08-24T00:00:00.000
628,20260605,313,123,410,1,1,870.3600,870.3600,870.3600,870.3600,1,1,2026-08-24T00:00:00.000
629,20260730,498,-1,91,2,1,871.7300,871.7300,871.7300,871.7300,1,1,2026-08-24T00:00:00.000
630,20260726,485,251,309,8,1,873.1000,873.1000,873.1000,873.1000,1,1,2026-08-24T00:00:00.000
631,20260731,307,55,309,1,2,874.4700,874.4700,874.4700,874.4700,1,1,2026-08-24T00:00:00.000
632,20260808,4,443,261,6,1,875.8400,875.8400,875.8400,875.8400,1,1,2026-08-24T00:00:00.000
633,20260814,173,15,404,5,2,877.2100,877.2100,877.2100,877.2100,1,1,2026-08-24T00:00:00.000
634,20260804,314,12,420,6,4,878.5800,878.5800,878.5800,878.5800,1,1,2026-08-24T00:00:00.000
635,20260614,204,207,278,1,2,879.9500,879.9500,879.9500,879.9500,1,1,2026-08-24T00:00:00.000
636,20260705,392,204,274,2,4,881.3200,881.3200,881.3200,881.3200,1,1,2026-08-24T00:00:00.000
637,20260725,283,31,307,6,4,882.6900,882.6900,882.6900,882.6900,1,1,2026-08-24T00:00:00.000
638,20260619,317,329,284,3,5,884.0600,884.0600,884.0600,884.0600,1,1,2026-08-24T00:00:00.000
639,20260724,313,351,329,8,5,885.4300,885.4300,885.4300,885.4300,1,1,2026-08-24T00:00:00.000
640,20260725,465,415,386,5,4,886.8000,886.8000,886.8000,886.8000,1,1,2026-08-24T00:00:00.000
641,20260804,451,154,45,1,2,888.1700,888.1700,888.1700,888.1700,1,1,2026-08-24T00:00:00.000
642,20260704,344,26,404,1,3,889.5400,889.5400,889.5400,889.5400,1,1,2026-08-24T00:00:00.000
643,20260614,373,41,298,7,2,890.9100,890.9100,890.9100,890.9100,1,1,2026-08-24T00:00:00.000
644,20260609,420,10,168,6,2,892.2800,892.2800,892.2800,892.2800,1,1,2026-08-24T00:00:00.000
645,20260819,149,321,40,6,2,893.6500,893.6500,893.6500,893.6500,1,1,2026-08-24T00:00:00.000
646,20260614,309,-1,498,7,5,895.0200,895.0200,895.0200,895.0200,1,1,2026-08-24T00:00:00.000
647,20260818,213,31,377,6,5,896.3900,896.3900,896.3900,896.3900,1,1,2026-08-24T00:00:00.000
648,20260704,389,68,90,3,1,897.7600,897.7600,897.7600,897.7600,1,1,2026-08-24T00:00:00.000
649,20260807,487,174,382,2,2,899.1300,899.1300,899.1300,899.1300,1,1,2026-08-24T00:00:00.000
650,20260708,58,119,111,5,2,900.5000,900.5000,900.5000,900.5000,1,1,2026-08-24T00:00:00.000
651,20260822,486,90,349,1,4,901.8700,901.8700,901.8700,901.8700,1,1,2026-08-24T00:00:00.000
652,20260708,448,457,480,3,2,903.2400,903.2400,903.2400,903.2400,1,1,2026-08-24T00:00:00.000
653,20260731,67,296,186,2,2,904.6100,904.6100,904.6100,904.6100,1,1,2026-08-24T00:00:00.000
654,20260801,80,66,126,7,2,905.9800,905.9800,905.9800,905.9800,1,1,2026-08-24T00:00:00.000
655,20260815,193,469,408,1,5,907.3500,907.3500,907.3500,907.3500,1,1,2026-08-24T00:00:00.000
656,20260607,393,367,138,5,1,908.7200,908.7200,908.7200,908.7200,1,1,2026-08-24T00:00:00.000
657,20260707,237,293,168,8,3,910.0900,910.0900,910.0900,910.0900,1,1,2026-08-24T00:00:00.000
658,20260617,437,204,179,3,3,911.4600,911.4600,911.4600,911.4600,1,1,2026-08-24T00:00:00.000
659,20260625,149,206,480,1,3,912.8300,912.8300,912.8300,912.8300,1,1,2026-08-24T00:00:00.000
660,20260801,415,340,234,4,1,914.2000,914.2000,914.2000,914.2000,1,1,2026-08-24T00:00:00.000
661,20260823,250,225,396,4,5,915.5700,915.5700,915.5700,915.5700,1,1,2026-08-24T00:00:00.000
662,20260721,215,466,149,6,1,916.9400,916.9400,916.9400,916.9400,1,1,2026-08-24T00:00:00.000
663,20260713,6,-1,292,5,5,918.3100,918.3100,918.3100,918.3100,1,1,2026-08-24T00:00:00.000
664,20260705,283,191,132,8,1,919.6800,919.6800,919.6800,919.6800,1,1,2026-08-24T00:00:00.000
665,20260817,470,95,483,7,2,921.0500,921.0500,921.0500,921.0500,1,1,2026-08-24T00:00:00.000
666,20260713,330,223,442,7,5,922.4200,922.4200,922.4200,922.4200,1,1,2026-08-24T00:00:00.000
667,20260722,162,368,362,3,2,923.7900,923.7900,923.7900,923.7900,1,1,2026-08-24T00:00:00.000
668,20260823,456,120,186,7,3,925.1600,925.1600,925.1600,925.1600,1,1,2026-08-24T00:00:00.000
669,20260618,90,226,80,6,2,926.5300,926.5300,926.5300,926.5300,1,1,2026-08-24T00:00:00.000
670,20260801,234,460,140,7,4,927.9000,927.9000,927.9000,927.9000,1,1,2026-08-24T00:00:00.000
671,20260805,36,135,94,8,2,929.2700,929.2700,929.2700,929.2700,1,1,2026-08-24T00:00:00.000
672,20260627,321,18,262,2,4,930.6400,930.6400,930.6400,930.6400,1,1,2026-08-24T00:00:00.000
673,20260622,301,338,2,1,2,932.0100,932.0100,932.0100,932.0100,1,1,2026-08-24T00:00:00.000
674,20260619,388,181,470,4,3,933.3800,933.3800,933.3800,933.3800,1,1,2026-08-24T00:00:00.000
675,20260702,189,365,495,8,4,934.7500,934.7500,934.7500,934.7500,1,1,2026-08-24T00:00:00.000
676,20260812,112,275,232,7,4,936.1200,936.1200,936.1200,936.1200,1,1,2026-08-24T00:00:00.000
677,20260531,319,198,353,5,5,937.4900,937.4900,937.4900,937.4900,1,1,2026-08-24T00:00:00.000
678,20260707,60,151,206,4,3,938.8600,938.8600,938.8600,938.8600,1,1,2026-08-24T00:00:00.000
679,20260730,133,228,231,4,4,940.2300,940.2300,940.2300,940.2300,1,1,2026-08-24T00:00:00.000
680,20260819,69,-1,458,1,3,941.6000,941.6000,941.6000,941.6000,1,1,2026-08-24T00:00:00.000
681,20260528,185,451,299,7,4,942.9700,942.9700,942.9700,942.9700,1,1,2026-08-24T00:00:00.000
682,20260702,436,151,181,6,5,944.3400,944.3400,944.3400,944.3400,1,1,2026-08-24T00:00:00.000
683,20260823,310,471,378,8,4,945.7100,945.7100,945.7100,945.7100,1,1,2026-08-24T00:00:00.000
684,20260701,38,14,11,3,2,947.0800,947.0800,947.0800,947.0800,1,1,2026-08-24T00:00:00.000
685,20260707,259,194,432,6,4,948.4500,948.4500,948.4500,948.4500,1,1,2026-08-24T00:00:00.000
686,20260730,493,7,80,4,4,949.8200,949.8200,949.8200,949.8200,1,1,2026-08-24T00:00:00.000
687,20260606,368,135,256,1,5,951.1900,951.1900,951.1900,951.1900,1,1,2026-08-24T00:00:00.000
688,20260603,66,443,19,1,5,952.5600,952.5600,952.5600,952.5600,1,1,2026-08-24T00:00:00.000
689,20260809,200,11,353,2,2,953.9300,953.9300,953.9300,953.9300,1,1,2026-08-24T00:00:00.000
690,20260608,59,57,60,8,5,955.3000,955.3000,955.3000,955.3000,1,1,2026-08-24T00:00:00.000
691,20260613,125,32,82,3,3,956.6700,956.6700,956.6700,956.6700,1,1,2026-08-24T00:00:00.000
692,20260709,161,309,329,4,5,958.0400,958.0400,958.0400,958.0400,1,1,2026-08-24T00:00:00.000
693,20260715,223,28,324,7,3,959.4100,959.4100,959.4100,959.4100,1,1,2026-08-24T00:00:00.000
694,20260604,492,58,443,8,5,960.7800,960.7800,960.7800,960.7800,1,1,2026-08-24T00:00:00.000
695,20260813,259,422,495,6,3,962.1500,962.1500,962.1500,962.1500,1,1,2026-08-24T00:00:00.000
696,20260603,177,412,58,7,1,963.5200,963.5200,963.5200,963.5200,1,1,2026-08-24T00:00:00.000
697,20260625,265,-1,380,3,1,964.8900,964.8900,964.8900,964.8900,1,1,2026-08-24T00:00:00.000
698,20260606,476,97,170,5,5,966.2600,966.2600,966.2600,966.2600,1,1,2026-08-24T00:00:00.000
699,20260816,397,481,94,3,1,967.6300,967.6300,967.6300,967.6300,1,1,2026-08-24T00:00:00.000
700,20260801,187,414,483,7,5,969.0000,969.0000,969.0000,969.0000,1,1,2026-08-24T00:00:00.000
701,20260716,458,44,45,3,1,970.3700,970.3700,970.3700,970.3700,1,1,2026-08-24T00:00:00.000
702,20260601,438,175,150,5,1,971.7400,971.7400,971.7400,971.7400,1,1,2026-08-24T00:00:00.000
703,20260805,458,381,294,5,3,973.1100,973.1100,973.1100,973.1100,1,1,2026-08-24T00:00:00.000
704,20260602,326,310,304,3,4,974.4800,974.4800,974.4800,974.4800,1,1,2026-08-24T00:00:00.000
705,20260817,255,65,53,1,2,975.8500,975.8500,975.8500,975.8500,1,1,2026-08-24T00:00:00.000
706,20260811,196,356,253,1,5,977.2200,977.2200,977.2200,977.2200,1,1,2026-08-24T00:00:00.000
707,20260716,312,300,182,5,3,978.5900,978.5900,978.5900,978.5900,1,1,2026-08-24T00:00:00.000
708,20260610,46,175,140,6,1,979.9600,979.9600,979.9600,979.9600,1,1,2026-08-24T00:00:00.000
709,20260818,33,210,345,5,3,981.3300,981.3300,981.3300,981.3300,1,1,2026-08-24T00:00:00.000
710,20260822,47,103,241,2,5,982.7000,982.7000,982.7000,982.7000,1,1,2026-08-24T00:00:00.000
711,20260804,352,120,73,2,4,984.0700,984.0700,984.0700,984.0700,1,1,2026-08-24T00:00:00.000
712,20260620,102,7,234,3,1,985.4400,985.4400,985.4400,985.4400,1,1,2026-08-24T00:00:00.000
713,20260823,149,11,461,1,5,986.8100,986.8100,986.8100,986.8100,1,1,2026-08-24T00:00:00.000
714,20260815,369,-1,39,6,2,988.1800,988.1800,988.1800,988.1800,1,1,2026-08-24T00:00:00.000
715,20260817,382,170,76,8,4,989.5500,989.5500,989.5500,989.5500,1,1,2026-08-24T00:00:00.000
716,20260802,414,448,354,1,4,990.9200,990.9200,990.9200,990.9200,1,1,2026-08-24T00:00:00.000
717,20260817,37,434,107,5,2,992.2900,992.2900,992.2900,992.2900,1,1,2026-08-24T00:00:00.000
718,20260807,401,245,339,6,5,993.6600,993.6600,993.6600,993.6600,1,1,2026-08-24T00:00:00.000
719,20260528,142,209,122,7,2,995.0300,995.0300,995.0300,995.0300,1,1,2026-08-24T00:00:00.000
720,20260724,63,390,298,2,5,996.4000,996.4000,996.4000,996.4000,1,1,2026-08-24T00:00:00.000
721,20260620,285,51,493,7,5,997.7700,997.7700,997.7700,997.7700,1,1,2026-08-24T00:00:00.000
722,20260715,258,224,146,1,3,999.1400,999.1400,999.1400,999.1400,1,1,2026-08-24T00:00:00.000
723,20260729,382,241,421,3,4,1000.5100,1000.5100,1000.5100,1000.5100,1,1,2026-08-24T00:00:00.000
724,20260728,144,144,187,7,2,1001.8800,1001.8800,1001.8800,1001.8800,1,1,2026-08-24T00:00:00.000
725,20260715,189,289,314,6,4,1003.2500,1003.2500,1003.2500,1003.2500,1,1,2026-08-24T00:00:00.000
726,20260724,497,284,253,5,3,1004.6200,1004.6200,1004.6200,1004.6200,1,1,2026-08-24T00:00:00.000
727,20260730,105,184,91,4,4,1005.9900,1005.9900,1005.9900,1005.9900,1,1,2026-08-24T00:00:00.000
728,20260613,38,291,131,8,2,1007.3600,1007.3600,1007.3600,1007.3600,1,1,2026-08-24T00:00:00.000
729,20260718,311,443,443,2,4,1008.7300,1008.7300,1008.7300,1008.7300,1,1,2026-08-24T00:00:00.000
730,20260605,249,5,208,5,4,1010.1000,1010.1000,1010.1000,1010.1000,1,1,2026-08-24T00:00:00.000
731,20260730,108,-1,481,6,5,1011.4700,1011.4700,1011.4700,1011.4700,1,1,2026-08-24T00:00:00.000
732,20260717,157,327,141,7,5,1012.8400,1012.8400,1012.8400,1012.8400,1,1,2026-08-24T00:00:00.000
733,20260612,75,199,261,6,2,1014.2100,1014.2100,1014.2100,1014.2100,1,1,2026-08-24T00:00:00.000
734,20260721,145,237,223,7,5,1015.5800,1015.5800,1015.5800,1015.5800,1,1,2026-08-24T00:00:00.000
735,20260627,191,20,205,7,4,1016.9500,1016.9500,1016.9500,1016.9500,1,1,2026-08-24T00:00:00.000
736,20260819,183,48,495,7,1,1018.3200,1018.3200,1018.3200,1018.3200,1,1,2026-08-24T00:00:00.000
737,20260710,380,392,291,7,2,1019.6900,1019.6900,1019.6900,1019.6900,1,1,2026-08-24T00:00:00.000
738,20260625,405,278,192,4,5,1021.0600,1021.0600,1021.0600,1021.0600,1,1,2026-08-24T00:00:00.000
739,20260818,494,147,177,8,2,1022.4300,1022.4300,1022.4300,1022.4300,1,1,2026-08-24T00:00:00.000
740,20260530,362,98,302,3,5,1023.8000,1023.8000,1023.8000,1023.8000,1,1,2026-08-24T00:00:00.000
741,20260725,381,397,8,6,1,1025.1700,1025.1700,1025.1700,1025.1700,1,1,2026-08-24T00:00:00.000
742,20260527,52,177,415,7,4,1026.5400,1026.5400,1026.5400,1026.5400,1,1,2026-08-24T00:00:00.000
743,20260822,88,129,258,8,5,1027.9100,1027.9100,1027.9100,1027.9100,1,1,2026-08-24T00:00:00.000
744,20260821,184,413,214,8,4,1029.2800,1029.2800,1029.2800,1029.2800,1,1,2026-08-24T00:00:00.000
745,20260716,53,362,307,1,5,1030.6500,1030.6500,1030.6500,1030.6500,1,1,2026-08-24T00:00:00.000
746,20260803,484,63,291,8,2,1032.0200,1032.0200,1032.0200,1032.0200,1,1,2026-08-24T00:00:00.000
747,20260801,350,36,283,5,1,1033.3900,1033.3900,1033.3900,1033.3900,1,1,2026-08-24T00:00:00.000
748,20260708,415,-1,188,1,1,1034.7600,1034.7600,1034.7600,1034.7600,1,1,2026-08-24T00:00:00.000
749,20260627,370,167,103,4,1,1036.1300,1036.1300,1036.1300,1036.1300,1,1,2026-08-24T00:00:00.000
