FinanceProductionSettlementKey,ProductionSettlementNumber,ProductKey,PlantKey,WorkCenterKey,CostCenterKey,FinancePostingStatusKey,SettlementName,SettlementPeriodCode,IsFinalSettlement,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
200,FPS000200,147,189,326,421,5,Pioneer FinanceProductionSettlement 200,FPS000200,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,53324caa29265f41ae9662f72cb2c7d853324caa29265f41ae9662f72cb2c7d8
201,FPS000201,104,298,189,457,1,Delta FinanceProductionSettlement 201,FPS000201,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9d8e5a4cf393518a8f48e7567a0b38499d8e5a4cf393518a8f48e7567a0b3849
202,FPS000202,310,195,357,129,5,Titan FinanceProductionSettlement 202,FPS000202,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7019d1548bc15d87be413e1d5263844e7019d1548bc15d87be413e1d5263844e
203,FPS000203,439,123,389,285,7,Junction FinanceProductionSettlement 203,FPS000203,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2ddd1cea1f6f5b8bb833eb550e0370142ddd1cea1f6f5b8bb833eb550e037014
204,FPS000204,420,123,-1,-1,6,Delta FinanceProductionSettlement 204,FPS000204,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4da4ea257f2a58fe9e0db4c43b5aa5b94da4ea257f2a58fe9e0db4c43b5aa5b9
205,FPS000205,451,80,163,371,9,Junction FinanceProductionSettlement 205,FPS000205,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,96784f8cddbf569894afa1b20090351496784f8cddbf569894afa1b200903514
206,FPS000206,237,123,15,443,3,Riverton FinanceProductionSettlement 206,FPS000206,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5ef41ce251c35521ba4a07d838d476b05ef41ce251c35521ba4a07d838d476b0
207,FPS000207,349,36,137,45,3,Riverton FinanceProductionSettlement 207,FPS000207,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ca6b4ac228875fc1a13a87ad8f1fc7cfca6b4ac228875fc1a13a87ad8f1fc7cf
208,FPS000208,20,248,91,380,8,Meridian FinanceProductionSettlement 208,FPS000208,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d4d09d1b2a545b3ba77981d8e7b15401d4d09d1b2a545b3ba77981d8e7b15401
209,FPS000209,104,266,332,325,6,Granite FinanceProductionSettlement 209,FPS000209,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d7a2feae02c25d1fbc29fd762e8961c2d7a2feae02c25d1fbc29fd762e8961c2
210,FPS000210,1,338,382,268,7,Meridian FinanceProductionSettlement 210,FPS000210,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,beee713a021b5297b54a963280c47ee8beee713a021b5297b54a963280c47ee8
211,FPS000211,430,169,180,338,6,Meridian FinanceProductionSettlement 211,FPS000211,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,81aec4219f56533e8e9d019a4560a52081aec4219f56533e8e9d019a4560a520
212,FPS000212,283,235,106,170,6,Riverton FinanceProductionSettlement 212,FPS000212,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dfbd9f26625f518ead4df83fc988864bdfbd9f26625f518ead4df83fc988864b
213,FPS000213,388,46,452,64,2,Granite FinanceProductionSettlement 213,FPS000213,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b71789f7573e5d1db813d3bb2612405fb71789f7573e5d1db813d3bb2612405f
214,FPS000214,332,226,90,293,5,Willow FinanceProductionSettlement 214,FPS000214,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,83e8126bf9e756289be08b1aa59cae5583e8126bf9e756289be08b1aa59cae55
215,FPS000215,218,250,388,10,2,Summit FinanceProductionSettlement 215,FPS000215,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1d144973e8bf521692e2fa3f9d3e52b81d144973e8bf521692e2fa3f9d3e52b8
216,FPS000216,19,232,359,137,8,Evergreen FinanceProductionSettlement 216,FPS000216,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8103fb473b1f556d89477be0be15671c8103fb473b1f556d89477be0be15671c
217,FPS000217,329,78,377,97,3,Delta FinanceProductionSettlement 217,FPS000217,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,05c02d58d1ec5e35ac776c8811944dc205c02d58d1ec5e35ac776c8811944dc2
218,FPS000218,431,134,30,317,5,Orion FinanceProductionSettlement 218,FPS000218,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7cc186142f43593f8df7fc218c88cded7cc186142f43593f8df7fc218c88cded
219,FPS000219,181,331,288,404,9,Summit FinanceProductionSettlement 219,FPS000219,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7e616ff35f565b90be3a21f4e80d59d77e616ff35f565b90be3a21f4e80d59d7
220,FPS000220,185,92,20,372,10,Ion FinanceProductionSettlement 220,FPS000220,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fe9030b340315f8c939442289c6a884dfe9030b340315f8c939442289c6a884d
221,FPS000221,151,219,-1,-1,9,Titan FinanceProductionSettlement 221,FPS000221,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,52305c9ab7cb5024a27ee167bbe92cf952305c9ab7cb5024a27ee167bbe92cf9
222,FPS000222,233,61,369,423,2,Riverton FinanceProductionSettlement 222,FPS000222,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d6d95a9b3662530197acf1f426d3bd4bd6d95a9b3662530197acf1f426d3bd4b
223,FPS000223,418,190,180,368,8,Unity FinanceProductionSettlement 223,FPS000223,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b5cb6c704bb556eebb3ffebc4a31d38fb5cb6c704bb556eebb3ffebc4a31d38f
224,FPS000224,81,267,376,20,7,Unity FinanceProductionSettlement 224,FPS000224,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e9ba591f4dca56418c0f50e794b18a35e9ba591f4dca56418c0f50e794b18a35
225,FPS000225,443,165,405,88,1,Harbor FinanceProductionSettlement 225,FPS000225,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b26f538f45bd5840abbd236aecdebbb3b26f538f45bd5840abbd236aecdebbb3
226,FPS000226,54,332,404,289,2,Zenith FinanceProductionSettlement 226,FPS000226,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,14e1a337d3b456258322f9415bd4d96e14e1a337d3b456258322f9415bd4d96e
227,FPS000227,55,130,296,45,7,Keystone FinanceProductionSettlement 227,FPS000227,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8407f0e209db5b31b0b70f89ae839a118407f0e209db5b31b0b70f89ae839a11
228,FPS000228,395,247,205,64,9,Northstar FinanceProductionSettlement 228,FPS000228,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6ee3882d4ac45b069fa084f8a34db4d46ee3882d4ac45b069fa084f8a34db4d4
229,FPS000229,404,192,467,383,7,Summit FinanceProductionSettlement 229,FPS000229,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,173f3b56cf8d5152a8aa2b439e136d0a173f3b56cf8d5152a8aa2b439e136d0a
230,FPS000230,459,150,496,453,8,Forge FinanceProductionSettlement 230,FPS000230,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,da0e7c8ce9d254c7aeec284e0b3a74a6da0e7c8ce9d254c7aeec284e0b3a74a6
231,FPS000231,271,3,332,89,10,Meridian FinanceProductionSettlement 231,FPS000231,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e1a113de90f854d7ade0d4079e6784efe1a113de90f854d7ade0d4079e6784ef
232,FPS000232,396,155,56,102,4,Beacon FinanceProductionSettlement 232,FPS000232,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f8db37085cba528e980e4478ab1c39cff8db37085cba528e980e4478ab1c39cf
233,FPS000233,170,271,277,229,3,Willow FinanceProductionSettlement 233,FPS000233,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a4a2c5481830544ab2aab17f6b630944a4a2c5481830544ab2aab17f6b630944
234,FPS000234,316,125,272,41,5,Titan FinanceProductionSettlement 234,FPS000234,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a3f0fcc40193573d887bbc102c162fe9a3f0fcc40193573d887bbc102c162fe9
235,FPS000235,158,278,234,434,2,Granite FinanceProductionSettlement 235,FPS000235,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,88c1ddf0e41452c682a6e2824ebe378688c1ddf0e41452c682a6e2824ebe3786
236,FPS000236,179,189,83,12,1,Titan FinanceProductionSettlement 236,FPS000236,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7fbba0d1b3895080997f6f379b4ecb767fbba0d1b3895080997f6f379b4ecb76
237,FPS000237,117,191,335,311,2,Junction FinanceProductionSettlement 237,FPS000237,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5ed779d623055cb8aff45abc92c40c215ed779d623055cb8aff45abc92c40c21
238,FPS000238,229,196,-1,-1,8,Unity FinanceProductionSettlement 238,FPS000238,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9bb46306116b5454815c571a69f713dc9bb46306116b5454815c571a69f713dc
239,FPS000239,47,156,97,77,5,Willow FinanceProductionSettlement 239,FPS000239,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,97180cb43bb45642931c24a1d585890697180cb43bb45642931c24a1d5858906
240,FPS000240,408,236,140,376,10,Quartz FinanceProductionSettlement 240,FPS000240,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1b986dc55fdd5a1cb63fab876dc1abfa1b986dc55fdd5a1cb63fab876dc1abfa
241,FPS000241,460,47,453,489,1,Meridian FinanceProductionSettlement 241,FPS000241,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f3e1ea16e2935b7fa10fd1748c6884bbf3e1ea16e2935b7fa10fd1748c6884bb
242,FPS000242,42,140,287,178,10,Zenith FinanceProductionSettlement 242,FPS000242,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,336874a21f895bbe877a68b38587c4d0336874a21f895bbe877a68b38587c4d0
243,FPS000243,88,328,495,297,4,Summit FinanceProductionSettlement 243,FPS000243,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,164be55092ed5275a99475cc74c89fff164be55092ed5275a99475cc74c89fff
244,FPS000244,487,297,449,81,10,Zenith FinanceProductionSettlement 244,FPS000244,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d6f141046bc0554d9c3aa079f69be3e0d6f141046bc0554d9c3aa079f69be3e0
245,FPS000245,29,189,380,2,1,Cedar FinanceProductionSettlement 245,FPS000245,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,362ce4b242eb562fbd684d4fce0671d7362ce4b242eb562fbd684d4fce0671d7
246,FPS000246,114,18,269,403,3,Vertex FinanceProductionSettlement 246,FPS000246,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7b1493c252cb5e608e99cf2375071c2e7b1493c252cb5e608e99cf2375071c2e
247,FPS000247,334,237,23,344,1,Vertex FinanceProductionSettlement 247,FPS000247,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,307d143b4ece57a69fa7e704acd6e836307d143b4ece57a69fa7e704acd6e836
248,FPS000248,113,333,73,230,3,Northstar FinanceProductionSettlement 248,FPS000248,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6ef2001bb8e250eb998b05de5d24a54f6ef2001bb8e250eb998b05de5d24a54f
249,FPS000249,169,322,463,201,1,Ion FinanceProductionSettlement 249,FPS000249,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,959196bc04765d91bdcd5210df55bc0f959196bc04765d91bdcd5210df55bc0f
250,FPS000250,128,106,433,191,2,Granite FinanceProductionSettlement 250,FPS000250,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7ec8bdb90d335a97addd1916f3c606627ec8bdb90d335a97addd1916f3c60662
251,FPS000251,320,119,158,233,2,Vertex FinanceProductionSettlement 251,FPS000251,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3aa574702ce45db2b43fb49cadb275723aa574702ce45db2b43fb49cadb27572
252,FPS000252,363,112,301,142,3,Granite FinanceProductionSettlement 252,FPS000252,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6f52858c80365d51b5447a06b79b61996f52858c80365d51b5447a06b79b6199
253,FPS000253,126,261,339,124,5,Forge FinanceProductionSettlement 253,FPS000253,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,432191f8c8c15a3a9c8db5d7b832c101432191f8c8c15a3a9c8db5d7b832c101
254,FPS000254,85,262,53,445,6,Orion FinanceProductionSettlement 254,FPS000254,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ec610bccc6845b42886170e1f9c4c456ec610bccc6845b42886170e1f9c4c456
255,FPS000255,141,173,-1,-1,6,Willow FinanceProductionSettlement 255,FPS000255,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3c4ab7504ea95f1e9ff6316db40e2d383c4ab7504ea95f1e9ff6316db40e2d38
256,FPS000256,150,245,57,245,2,Summit FinanceProductionSettlement 256,FPS000256,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,83b6f6616ac35e34a47629be8b8fd69883b6f6616ac35e34a47629be8b8fd698
257,FPS000257,32,24,265,389,10,Titan FinanceProductionSettlement 257,FPS000257,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e51a609a1ec056c381dea888f4d5f585e51a609a1ec056c381dea888f4d5f585
258,FPS000258,214,169,185,106,7,Titan FinanceProductionSettlement 258,FPS000258,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,21b1d61e42cd5fd8b35d96887c2fe16121b1d61e42cd5fd8b35d96887c2fe161
259,FPS000259,218,68,307,130,1,Titan FinanceProductionSettlement 259,FPS000259,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aea9894dba9a5e1da43f0638657af201aea9894dba9a5e1da43f0638657af201
260,FPS000260,169,57,352,93,8,Meridian FinanceProductionSettlement 260,FPS000260,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fc6c611a835e575b889de2b494b01098fc6c611a835e575b889de2b494b01098
261,FPS000261,274,191,193,39,7,Junction FinanceProductionSettlement 261,FPS000261,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e2ed12b1a02a5fa19d2c2a45bd947b8fe2ed12b1a02a5fa19d2c2a45bd947b8f
262,FPS000262,451,64,392,28,7,Liberty FinanceProductionSettlement 262,FPS000262,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,37e8e37ed8c95725a7f878f205b7dc3a37e8e37ed8c95725a7f878f205b7dc3a
263,FPS000263,492,178,39,284,7,Titan FinanceProductionSettlement 263,FPS000263,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,34bd0a6dedcd5dfc97f8e16d00ff295c34bd0a6dedcd5dfc97f8e16d00ff295c
264,FPS000264,378,165,310,263,8,Atlas FinanceProductionSettlement 264,FPS000264,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,19e50b70135a571eaae0ef7e9ae3a2b119e50b70135a571eaae0ef7e9ae3a2b1
265,FPS000265,441,57,53,113,5,Quartz FinanceProductionSettlement 265,FPS000265,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c07f953d3a815cb991b390fa108a865bc07f953d3a815cb991b390fa108a865b
266,FPS000266,91,6,23,402,6,Evergreen FinanceProductionSettlement 266,FPS000266,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,265a309ba9e55eaa86d2da469ccf9059265a309ba9e55eaa86d2da469ccf9059
267,FPS000267,44,296,378,428,4,Evergreen FinanceProductionSettlement 267,FPS000267,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ff2aa8fdd1bc5eef9da0613b126dfd1aff2aa8fdd1bc5eef9da0613b126dfd1a
268,FPS000268,130,202,327,372,6,Keystone FinanceProductionSettlement 268,FPS000268,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c4c47cc04483596b8d2718e32612ddffc4c47cc04483596b8d2718e32612ddff
269,FPS000269,81,270,271,55,7,Orion FinanceProductionSettlement 269,FPS000269,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e8e765a1ed9a592494e309ecb4ce7036e8e765a1ed9a592494e309ecb4ce7036
270,FPS000270,187,245,228,437,9,Vertex FinanceProductionSettlement 270,FPS000270,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5574d28220aa54749e318356f1f044905574d28220aa54749e318356f1f04490
271,FPS000271,471,115,483,208,5,Forge FinanceProductionSettlement 271,FPS000271,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1cdd9110830b5b76bc922d17b2db61af1cdd9110830b5b76bc922d17b2db61af
272,FPS000272,484,240,-1,-1,9,Willow FinanceProductionSettlement 272,FPS000272,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a8647c3e82145b78b9cc926bdd3b3acda8647c3e82145b78b9cc926bdd3b3acd
273,FPS000273,144,81,318,180,1,Orion FinanceProductionSettlement 273,FPS000273,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ebc87caf9f9c587baf0000c887a60f91ebc87caf9f9c587baf0000c887a60f91
274,FPS000274,438,7,165,219,7,Delta FinanceProductionSettlement 274,FPS000274,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,98636e79cda75ac99435a4fa9f75e64098636e79cda75ac99435a4fa9f75e640
275,FPS000275,498,277,414,130,5,Meridian FinanceProductionSettlement 275,FPS000275,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fdc1484761af53b7814c14809ba01c6bfdc1484761af53b7814c14809ba01c6b
276,FPS000276,113,206,169,83,10,Northstar FinanceProductionSettlement 276,FPS000276,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,977d7fee59fc5fa7a9b67f3110128452977d7fee59fc5fa7a9b67f3110128452
277,FPS000277,167,6,8,161,4,Keystone FinanceProductionSettlement 277,FPS000277,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c099aa196d585ab598b5e778a998b5b8c099aa196d585ab598b5e778a998b5b8
278,FPS000278,479,269,499,84,4,Titan FinanceProductionSettlement 278,FPS000278,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b5060d308e31561181e5da29d2aeb1b1b5060d308e31561181e5da29d2aeb1b1
279,FPS000279,278,251,96,207,3,Forge FinanceProductionSettlement 279,FPS000279,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1c5ec8b280105986a9eb7a2acbd7172b1c5ec8b280105986a9eb7a2acbd7172b
280,FPS000280,16,275,261,238,4,Summit FinanceProductionSettlement 280,FPS000280,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,af915863c6ff5247b2b981aa2ff99962af915863c6ff5247b2b981aa2ff99962
281,FPS000281,123,31,30,15,10,Evergreen FinanceProductionSettlement 281,FPS000281,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ad4cc39f61015daea14b824c2e4d0c01ad4cc39f61015daea14b824c2e4d0c01
282,FPS000282,492,67,192,61,5,Liberty FinanceProductionSettlement 282,FPS000282,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ddf18705105253e98284342328e9cce3ddf18705105253e98284342328e9cce3
283,FPS000283,236,189,456,124,4,Vertex FinanceProductionSettlement 283,FPS000283,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,092c641cd01e57bea26295309ad328a7092c641cd01e57bea26295309ad328a7
284,FPS000284,237,81,139,459,4,Zenith FinanceProductionSettlement 284,FPS000284,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fb1db51b919f5cd6b5c974de526f7e1bfb1db51b919f5cd6b5c974de526f7e1b
285,FPS000285,492,350,26,337,3,Ion FinanceProductionSettlement 285,FPS000285,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e771c425406857328bf56ab92c2309f3e771c425406857328bf56ab92c2309f3
286,FPS000286,374,127,306,184,6,Summit FinanceProductionSettlement 286,FPS000286,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a37e129ec173568b9153a75b69683a3ba37e129ec173568b9153a75b69683a3b
287,FPS000287,479,137,328,496,5,Atlas FinanceProductionSettlement 287,FPS000287,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1e872927053b5905937c494505e7b5b01e872927053b5905937c494505e7b5b0
288,FPS000288,93,193,385,254,7,Summit FinanceProductionSettlement 288,FPS000288,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,456ec29f70bf5de3b92fc104d58e1453456ec29f70bf5de3b92fc104d58e1453
289,FPS000289,168,78,-1,-1,1,Delta FinanceProductionSettlement 289,FPS000289,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,05efc923f38d59cfa366de924a3206f005efc923f38d59cfa366de924a3206f0
290,FPS000290,449,147,286,387,6,Northstar FinanceProductionSettlement 290,FPS000290,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1b8ecdf97c6f5ef385d31352bcd5ded61b8ecdf97c6f5ef385d31352bcd5ded6
291,FPS000291,478,262,259,14,5,Meridian FinanceProductionSettlement 291,FPS000291,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,10da251fb01d51d4b33f0bb5d0dc580110da251fb01d51d4b33f0bb5d0dc5801
292,FPS000292,271,82,115,194,4,Liberty FinanceProductionSettlement 292,FPS000292,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7875b5be81655fd3bcaaa78d7df86a757875b5be81655fd3bcaaa78d7df86a75
293,FPS000293,343,114,28,256,6,Willow FinanceProductionSettlement 293,FPS000293,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0ed7f87eb2965a45a7da24b2a03a0c620ed7f87eb2965a45a7da24b2a03a0c62
294,FPS000294,208,179,278,360,10,Evergreen FinanceProductionSettlement 294,FPS000294,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b305c31db61051b4b10adc95323c3970b305c31db61051b4b10adc95323c3970
295,FPS000295,62,312,410,170,7,Liberty FinanceProductionSettlement 295,FPS000295,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ceedd2afed695664b6cf59b0b0634e61ceedd2afed695664b6cf59b0b0634e61
296,FPS000296,206,340,263,167,1,Ion FinanceProductionSettlement 296,FPS000296,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,85af5d6caf32578e9b92f2a20ef41aad85af5d6caf32578e9b92f2a20ef41aad
297,FPS000297,219,279,315,202,1,Ion FinanceProductionSettlement 297,FPS000297,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5f35d4e981255bd8af095c6f2cfb74305f35d4e981255bd8af095c6f2cfb7430
298,FPS000298,495,84,221,143,9,Ion FinanceProductionSettlement 298,FPS000298,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6545b67110945ec9872c2278e613878d6545b67110945ec9872c2278e613878d
299,FPS000299,2,251,103,286,5,Quartz FinanceProductionSettlement 299,FPS000299,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3abaaec662435ff09fb503c2f3730f293abaaec662435ff09fb503c2f3730f29
