ProductionLotKey,ProductionLotNumber,ProductKey,PlantKey,ProductionLotDispositionGroupKey,UnitOfMeasureKey,RecordStatusKey,ProductionLotName,RevisionCode,ActiveFlag,StandardValue,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
203,PL000203,308,292,227,5,3,Ion ProductionLot 203,PL000203,1,288.1100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7e997aaa636356c89f82d920a329a0d47e997aaa636356c89f82d920a329a0d4
204,PL000204,490,50,409,5,4,Evergreen ProductionLot 204,PL000204,1,289.4800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1f6577c7c4c25d6c888696efed463cc01f6577c7c4c25d6c888696efed463cc0
205,PL000205,130,224,316,2,3,Northstar ProductionLot 205,PL000205,0,290.8500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,22c4c0db6b185136a5e8a4506463466922c4c0db6b185136a5e8a45064634669
206,PL000206,317,100,363,7,4,Pioneer ProductionLot 206,PL000206,1,292.2200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5f5f2a7287135c978db3493475245a455f5f2a7287135c978db3493475245a45
207,PL000207,44,164,46,4,4,Summit ProductionLot 207,PL000207,1,293.5900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aaa5654b31f558779cdf292d135b2421aaa5654b31f558779cdf292d135b2421
208,PL000208,281,294,196,1,2,Delta ProductionLot 208,PL000208,1,294.9600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,95e96a9cc8195061b670effbcd4fc0a495e96a9cc8195061b670effbcd4fc0a4
209,PL000209,165,307,383,6,4,Willow ProductionLot 209,PL000209,1,296.3300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c4413a7528d7522195c9e5cc8c35c076c4413a7528d7522195c9e5cc8c35c076
210,PL000210,389,144,104,6,4,Orion ProductionLot 210,PL000210,0,297.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c914f99b144454bd9b080550b6829403c914f99b144454bd9b080550b6829403
211,PL000211,278,95,264,6,1,Harbor ProductionLot 211,PL000211,1,299.0700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d3ba22154b595719a781e2f3ddf9e7ebd3ba22154b595719a781e2f3ddf9e7eb
212,PL000212,473,143,370,3,4,Beacon ProductionLot 212,PL000212,1,300.4400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,88d9aa9a16105f5c9ad045006f23b0f088d9aa9a16105f5c9ad045006f23b0f0
213,PL000213,465,121,297,6,3,Beacon ProductionLot 213,PL000213,1,301.8100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cb0ab432a18a5498971b482f415f952dcb0ab432a18a5498971b482f415f952d
214,PL000214,131,41,172,7,3,Titan ProductionLot 214,PL000214,1,303.1800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a15d2203c97252fa818ec0dd745e7ad3a15d2203c97252fa818ec0dd745e7ad3
215,PL000215,236,129,401,3,1,Granite ProductionLot 215,PL000215,0,304.5500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6a49189ec3fc5ac2af44b70961da9df96a49189ec3fc5ac2af44b70961da9df9
216,PL000216,84,338,350,3,3,Meridian ProductionLot 216,PL000216,1,305.9200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8d524512d8d75f78a25f13a40e054abf8d524512d8d75f78a25f13a40e054abf
217,PL000217,75,125,500,2,2,Titan ProductionLot 217,PL000217,1,307.2900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,87ad9a0084d4544f80d8d5aad5d260de87ad9a0084d4544f80d8d5aad5d260de
218,PL000218,128,102,226,3,1,Forge ProductionLot 218,PL000218,1,308.6600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,32e35c46cd44560f9c3ea14f78e61e0132e35c46cd44560f9c3ea14f78e61e01
219,PL000219,185,27,48,1,2,Junction ProductionLot 219,PL000219,1,310.0300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,da3cf5a8eeb05cdaa213b6c59633451dda3cf5a8eeb05cdaa213b6c59633451d
220,PL000220,106,142,209,2,2,Evergreen ProductionLot 220,PL000220,0,311.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e984a287d88a572a8a5e073850a1ff34e984a287d88a572a8a5e073850a1ff34
221,PL000221,13,55,318,2,3,Forge ProductionLot 221,PL000221,1,312.7700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ab137408a7c050a4a5e7c71dec08343dab137408a7c050a4a5e7c71dec08343d
222,PL000222,147,142,47,1,2,Delta ProductionLot 222,PL000222,1,314.1400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2eb313d5fd355b3bb82a88e89b556daa2eb313d5fd355b3bb82a88e89b556daa
223,PL000223,437,20,346,3,1,Delta ProductionLot 223,PL000223,1,315.5100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,be0b7172b33850fe9f936fe9c99de315be0b7172b33850fe9f936fe9c99de315
224,PL000224,180,225,498,4,3,Meridian ProductionLot 224,PL000224,1,316.8800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9c2980eae7ee500cad2a648251ba3b219c2980eae7ee500cad2a648251ba3b21
225,PL000225,356,119,224,7,3,Orion ProductionLot 225,PL000225,0,318.2500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7db708536d4c52819056cc6ff40d5b0a7db708536d4c52819056cc6ff40d5b0a
226,PL000226,372,261,391,4,4,Beacon ProductionLot 226,PL000226,1,319.6200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2b90a58db10857a6b5488cb8aa9524142b90a58db10857a6b5488cb8aa952414
227,PL000227,321,208,7,4,3,Summit ProductionLot 227,PL000227,1,320.9900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e38138bf359c57f8aff33bc58a100c59e38138bf359c57f8aff33bc58a100c59
228,PL000228,359,320,225,4,2,Forge ProductionLot 228,PL000228,1,322.3600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c277fe8ff3345effb651af4fbbaab019c277fe8ff3345effb651af4fbbaab019
229,PL000229,80,302,341,7,2,Summit ProductionLot 229,PL000229,1,323.7300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,20c4f03fb1dc515685e42f4c336e25f520c4f03fb1dc515685e42f4c336e25f5
230,PL000230,15,115,198,3,4,Granite ProductionLot 230,PL000230,0,325.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,601d97f1097a51fdb0f6e2b33f91d5ec601d97f1097a51fdb0f6e2b33f91d5ec
231,PL000231,224,186,25,5,4,Atlas ProductionLot 231,PL000231,1,326.4700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2dc246bf42c45917a37b8a65d46993322dc246bf42c45917a37b8a65d4699332
232,PL000232,393,70,248,4,4,Summit ProductionLot 232,PL000232,1,327.8400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5e8ece845efe5b9a824ab0dae39a0bfb5e8ece845efe5b9a824ab0dae39a0bfb
233,PL000233,413,319,53,7,3,Summit ProductionLot 233,PL000233,1,329.2100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,309d2ec0b82c5ad1b0e8633a40eb9837309d2ec0b82c5ad1b0e8633a40eb9837
234,PL000234,405,350,467,5,4,Keystone ProductionLot 234,PL000234,1,330.5800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b3c27b2ff2f65bd89df4adec44848841b3c27b2ff2f65bd89df4adec44848841
235,PL000235,52,132,325,6,1,Delta ProductionLot 235,PL000235,0,331.9500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6cd801253f235a0083133c7cc82ea5b96cd801253f235a0083133c7cc82ea5b9
236,PL000236,248,98,165,1,1,Unity ProductionLot 236,PL000236,1,333.3200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6c174f237a555b7d8da3fea71266346f6c174f237a555b7d8da3fea71266346f
237,PL000237,323,69,274,7,3,Willow ProductionLot 237,PL000237,1,334.6900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,58acc5304c5259da9b399b9354e9887258acc5304c5259da9b399b9354e98872
238,PL000238,177,294,84,3,2,Forge ProductionLot 238,PL000238,1,336.0600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,54d1bec058cf5f53a0e1f2ede298120a54d1bec058cf5f53a0e1f2ede298120a
239,PL000239,150,183,261,7,4,Quartz ProductionLot 239,PL000239,1,337.4300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ce8944c755cb5dce94b74c01cfb04402ce8944c755cb5dce94b74c01cfb04402
240,PL000240,456,84,12,5,4,Beacon ProductionLot 240,PL000240,0,338.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d7cf9189ba1f5cfcb678b36d47ff0d54d7cf9189ba1f5cfcb678b36d47ff0d54
241,PL000241,492,197,246,4,2,Evergreen ProductionLot 241,PL000241,1,340.1700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2ceb6bf15cfb5e5e82f7f627b889e9602ceb6bf15cfb5e5e82f7f627b889e960
242,PL000242,244,112,282,2,4,Quartz ProductionLot 242,PL000242,1,341.5400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,612a367295955d10b2608870e4a05c8c612a367295955d10b2608870e4a05c8c
243,PL000243,123,162,62,2,4,Northstar ProductionLot 243,PL000243,1,342.9100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2eae12f758e4527faf341c141a3544ae2eae12f758e4527faf341c141a3544ae
244,PL000244,262,312,180,4,2,Pioneer ProductionLot 244,PL000244,1,344.2800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,92a1b88037b154699bae65e65e5c755592a1b88037b154699bae65e65e5c7555
245,PL000245,492,334,366,6,2,Forge ProductionLot 245,PL000245,0,345.6500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4645207649095b6ebaeddf6177c469d34645207649095b6ebaeddf6177c469d3
246,PL000246,476,186,371,4,4,Liberty ProductionLot 246,PL000246,1,347.0200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ae80e303d8ed5108ba6f35b32e918802ae80e303d8ed5108ba6f35b32e918802
247,PL000247,193,263,97,7,1,Junction ProductionLot 247,PL000247,1,348.3900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a2c184553cd358498a70442878dcd29ca2c184553cd358498a70442878dcd29c
248,PL000248,83,203,54,3,3,Atlas ProductionLot 248,PL000248,1,349.7600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fb17897bea305da6bf6d8ef49615fa0efb17897bea305da6bf6d8ef49615fa0e
249,PL000249,400,294,414,4,4,Summit ProductionLot 249,PL000249,1,351.1300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ba4246dff4e55b25b4db675c7976c1d6ba4246dff4e55b25b4db675c7976c1d6
250,PL000250,191,277,234,1,2,Forge ProductionLot 250,PL000250,0,352.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,64ddde4bbeb85ba2b25db8122a9a4df664ddde4bbeb85ba2b25db8122a9a4df6
251,PL000251,284,25,168,6,4,Forge ProductionLot 251,PL000251,1,353.8700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8a6c73a4dcc65389b02f44d066ef8fe98a6c73a4dcc65389b02f44d066ef8fe9
252,PL000252,25,347,351,3,3,Liberty ProductionLot 252,PL000252,1,355.2400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,24ef369e438c592ba0530c6d0adcc9d524ef369e438c592ba0530c6d0adcc9d5
253,PL000253,60,73,337,5,2,Ion ProductionLot 253,PL000253,1,356.6100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ad7bbbb6f0a45e7e888829dd29a5bd12ad7bbbb6f0a45e7e888829dd29a5bd12
254,PL000254,164,310,36,5,3,Vertex ProductionLot 254,PL000254,1,357.9800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b1cf965eeb945709bf02876c69a7b761b1cf965eeb945709bf02876c69a7b761
255,PL000255,403,223,396,1,4,Willow ProductionLot 255,PL000255,0,359.3500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a726a9929b1d543488a3398a3cb7b215a726a9929b1d543488a3398a3cb7b215
256,PL000256,184,39,214,4,1,Harbor ProductionLot 256,PL000256,1,360.7200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c0fe86921042514999667df4d3556552c0fe86921042514999667df4d3556552
257,PL000257,320,256,103,2,3,Pioneer ProductionLot 257,PL000257,1,362.0900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cd0d26f0675e599bb6f26f09e36d0a6ecd0d26f0675e599bb6f26f09e36d0a6e
258,PL000258,358,118,109,1,2,Titan ProductionLot 258,PL000258,1,363.4600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eb256c9adf6b5948ab8a3e0f33e1ffbbeb256c9adf6b5948ab8a3e0f33e1ffbb
259,PL000259,499,198,83,6,4,Northstar ProductionLot 259,PL000259,1,364.8300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a452e8b7a75256988e2022a0d3050771a452e8b7a75256988e2022a0d3050771
260,PL000260,34,54,161,5,3,Meridian ProductionLot 260,PL000260,0,366.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0155b825a66a5480be3286b8eb9e77700155b825a66a5480be3286b8eb9e7770
261,PL000261,321,195,313,5,2,Riverton ProductionLot 261,PL000261,1,367.5700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,603fb0220e425dd1ae93e6152eb0003c603fb0220e425dd1ae93e6152eb0003c
262,PL000262,379,109,204,1,4,Junction ProductionLot 262,PL000262,1,368.9400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,21be04bfed9554a7b5c97dddb7d77abd21be04bfed9554a7b5c97dddb7d77abd
263,PL000263,162,172,275,2,4,Forge ProductionLot 263,PL000263,1,370.3100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e32302b9ceda5738bffdf5ccc0b420d5e32302b9ceda5738bffdf5ccc0b420d5
264,PL000264,90,230,180,4,2,Beacon ProductionLot 264,PL000264,1,371.6800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3763001187f65d35b97ce9fe05d692753763001187f65d35b97ce9fe05d69275
265,PL000265,170,184,76,3,3,Riverton ProductionLot 265,PL000265,0,373.0500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,029e623501775854a52d31fe8af4c492029e623501775854a52d31fe8af4c492
266,PL000266,283,169,268,7,2,Pioneer ProductionLot 266,PL000266,1,374.4200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4ef5707701825717a4fd958364561e5e4ef5707701825717a4fd958364561e5e
267,PL000267,107,260,160,1,1,Riverton ProductionLot 267,PL000267,1,375.7900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,00c1204bd9075b73b41cc2f61a179ed600c1204bd9075b73b41cc2f61a179ed6
268,PL000268,136,334,281,3,4,Willow ProductionLot 268,PL000268,1,377.1600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4e9aabcbcf8658858641fc6cc25a8da94e9aabcbcf8658858641fc6cc25a8da9
269,PL000269,84,311,480,2,2,Titan ProductionLot 269,PL000269,1,378.5300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b7ea115a98ff517092050d3c3b3e58feb7ea115a98ff517092050d3c3b3e58fe
270,PL000270,279,302,273,1,4,Harbor ProductionLot 270,PL000270,0,379.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a7ca0d64d060579e92d1794fd3efade4a7ca0d64d060579e92d1794fd3efade4
271,PL000271,51,154,469,1,3,Granite ProductionLot 271,PL000271,1,381.2700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,00476697eb4e50c2961746c39984086b00476697eb4e50c2961746c39984086b
272,PL000272,72,23,111,7,2,Liberty ProductionLot 272,PL000272,1,382.6400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f1f5c1494e1657debcc0265dbae8b503f1f5c1494e1657debcc0265dbae8b503
273,PL000273,496,68,291,1,3,Meridian ProductionLot 273,PL000273,1,384.0100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5e27c3240bc75b0cb4b615245a2917295e27c3240bc75b0cb4b615245a291729
274,PL000274,467,47,129,5,2,Willow ProductionLot 274,PL000274,1,385.3800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a25359e5d3ba5eb18be18958c2867776a25359e5d3ba5eb18be18958c2867776
275,PL000275,310,279,111,7,2,Delta ProductionLot 275,PL000275,0,386.7500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7e3c4870b8685451a42a520b7322bdb57e3c4870b8685451a42a520b7322bdb5
276,PL000276,157,206,265,7,3,Cedar ProductionLot 276,PL000276,1,388.1200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,19545ca6c7e251aab0d0f9698abf6bb819545ca6c7e251aab0d0f9698abf6bb8
277,PL000277,46,258,244,3,4,Titan ProductionLot 277,PL000277,1,389.4900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,df1b1e82dcee5dd0bd6a9a766fd06d82df1b1e82dcee5dd0bd6a9a766fd06d82
278,PL000278,326,43,361,7,4,Keystone ProductionLot 278,PL000278,1,390.8600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9450ca78b10558e4bcf89a27a6f23a1a9450ca78b10558e4bcf89a27a6f23a1a
279,PL000279,128,39,127,7,3,Harbor ProductionLot 279,PL000279,1,392.2300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7fc7056990aa5ce886a3a0da77245ee97fc7056990aa5ce886a3a0da77245ee9
280,PL000280,136,157,111,7,4,Harbor ProductionLot 280,PL000280,0,393.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,68737088951b569d964d886c121991ae68737088951b569d964d886c121991ae
281,PL000281,139,298,141,3,3,Cedar ProductionLot 281,PL000281,1,394.9700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1f713221cfd252f9a0ee8ab2c1b102d41f713221cfd252f9a0ee8ab2c1b102d4
282,PL000282,250,190,369,7,3,Northstar ProductionLot 282,PL000282,1,396.3400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d295b5a24e7455989f8ac0fa24448368d295b5a24e7455989f8ac0fa24448368
283,PL000283,76,134,26,7,1,Ion ProductionLot 283,PL000283,1,397.7100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4c6b633144d755dba3e132ebee00bcf04c6b633144d755dba3e132ebee00bcf0
284,PL000284,13,294,282,2,2,Titan ProductionLot 284,PL000284,1,399.0800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1dcf432cbbe95cf2b4f8a5d32dd569751dcf432cbbe95cf2b4f8a5d32dd56975
285,PL000285,375,150,176,1,1,Northstar ProductionLot 285,PL000285,0,400.4500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,64d9dc64e26d5babba78b649fef736c564d9dc64e26d5babba78b649fef736c5
286,PL000286,265,126,33,3,4,Cedar ProductionLot 286,PL000286,1,401.8200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,23549c0f012b5d7ebfa285af37e4517523549c0f012b5d7ebfa285af37e45175
287,PL000287,10,262,169,4,3,Orion ProductionLot 287,PL000287,1,403.1900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,de69936118b35af893f94965e304850cde69936118b35af893f94965e304850c
288,PL000288,226,129,268,2,4,Willow ProductionLot 288,PL000288,1,404.5600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,768d6e8a121a56d693f3634660c94c1c768d6e8a121a56d693f3634660c94c1c
289,PL000289,355,19,106,3,2,Meridian ProductionLot 289,PL000289,1,405.9300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3089a76660e059f5bb31f73f187a15ca3089a76660e059f5bb31f73f187a15ca
290,PL000290,145,236,279,5,3,Evergreen ProductionLot 290,PL000290,0,407.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c963bc7628f551f8aa07e912afe2163bc963bc7628f551f8aa07e912afe2163b
291,PL000291,38,249,162,1,3,Willow ProductionLot 291,PL000291,1,408.6700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,15858dc0000e51fabc88d53b6f4ee58e15858dc0000e51fabc88d53b6f4ee58e
292,PL000292,124,137,250,6,3,Riverton ProductionLot 292,PL000292,1,410.0400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a0d757369e83571f907f97a0a26bb4a6a0d757369e83571f907f97a0a26bb4a6
293,PL000293,169,25,149,2,1,Pioneer ProductionLot 293,PL000293,1,411.4100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fc9d3f9de91154f7b9eaf1de5ebbbbc3fc9d3f9de91154f7b9eaf1de5ebbbbc3
294,PL000294,288,283,133,5,1,Beacon ProductionLot 294,PL000294,1,412.7800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c85ed4352c6c5889be13f1e545bc4cfbc85ed4352c6c5889be13f1e545bc4cfb
295,PL000295,34,161,431,4,1,Summit ProductionLot 295,PL000295,0,414.1500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,54fd9aa56567512c8f6c1df339d05b8954fd9aa56567512c8f6c1df339d05b89
296,PL000296,144,3,131,7,1,Meridian ProductionLot 296,PL000296,1,415.5200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,68037e5dde21549cab0c041efd5717a968037e5dde21549cab0c041efd5717a9
297,PL000297,434,258,224,5,4,Meridian ProductionLot 297,PL000297,1,416.8900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,63a4c99ebcba53e7b5a79f3801fea3e263a4c99ebcba53e7b5a79f3801fea3e2
298,PL000298,211,89,266,4,1,Meridian ProductionLot 298,PL000298,1,418.2600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9f1eaeb1a6ef5c89b148c6de6a1981fd9f1eaeb1a6ef5c89b148c6de6a1981fd
299,PL000299,257,75,302,3,3,Atlas ProductionLot 299,PL000299,1,419.6300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b7daff75df935cb29d99225cbfe6c005b7daff75df935cb29d99225cbfe6c005
300,PL000300,323,330,395,6,3,Orion ProductionLot 300,PL000300,0,421.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,84ae6abf8aba55308948d0309127b92d84ae6abf8aba55308948d0309127b92d
301,PL000301,295,342,306,7,3,Harbor ProductionLot 301,PL000301,1,422.3700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f6aa19df038c530f93d56d48fdaf3d52f6aa19df038c530f93d56d48fdaf3d52
302,PL000302,209,170,154,3,2,Junction ProductionLot 302,PL000302,1,423.7400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,90bdda929a685201bbd7fca809213dfd90bdda929a685201bbd7fca809213dfd
303,PL000303,362,74,468,2,1,Vertex ProductionLot 303,PL000303,1,425.1100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,63d8b1da0285560eb3e0ce677dea675d63d8b1da0285560eb3e0ce677dea675d
304,PL000304,303,267,72,2,3,Northstar ProductionLot 304,PL000304,1,426.4800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2a854980fb325b30bd9c2d0189d4cde32a854980fb325b30bd9c2d0189d4cde3
