EngineeringPartRevisionKey,PartRevisionNumber,ProductKey,EngineeringTeamKey,EngineeringLifecycleStatusKey,UnitOfMeasureKey,EngineeringPartRevisionName,RevisionCode,ActiveFlag,StandardValue,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
196,EPR000196,342,152,9,1,Unity EngineeringPartRevision 196,EPR000196,1,278.5200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0c3444ae9ee1528e9e2666474d7e00090c3444ae9ee1528e9e2666474d7e0009
197,EPR000197,399,279,2,5,Vertex EngineeringPartRevision 197,EPR000197,1,279.8900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,33517e4531c45d5590f09ef450ce9e1333517e4531c45d5590f09ef450ce9e13
198,EPR000198,486,280,7,3,Northstar EngineeringPartRevision 198,EPR000198,1,281.2600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8db118e8a6065f0b843abf717d5fc91b8db118e8a6065f0b843abf717d5fc91b
199,EPR000199,382,392,4,2,Meridian EngineeringPartRevision 199,EPR000199,1,282.6300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a3213919b0985dc3bd577be8cda51254a3213919b0985dc3bd577be8cda51254
200,EPR000200,9,79,9,5,Delta EngineeringPartRevision 200,EPR000200,0,284.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bb1b775c99ab5cfb9abc06afc37696c4bb1b775c99ab5cfb9abc06afc37696c4
201,EPR000201,403,415,3,7,Summit EngineeringPartRevision 201,EPR000201,1,285.3700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,17c7f6eb1d0c5c03a20c3f6157a3b04c17c7f6eb1d0c5c03a20c3f6157a3b04c
202,EPR000202,169,92,2,1,Unity EngineeringPartRevision 202,EPR000202,1,286.7400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9846a1bb13425973a3329048063c904c9846a1bb13425973a3329048063c904c
203,EPR000203,478,110,10,4,Orion EngineeringPartRevision 203,EPR000203,1,288.1100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0b8d050dd5d259e3bd72a631a34c605b0b8d050dd5d259e3bd72a631a34c605b
204,EPR000204,209,388,3,5,Willow EngineeringPartRevision 204,EPR000204,1,289.4800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3dd49d02b0785bdfb09ef368dc01af4f3dd49d02b0785bdfb09ef368dc01af4f
205,EPR000205,319,199,10,4,Beacon EngineeringPartRevision 205,EPR000205,0,290.8500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f167319b53aa56fcb7890dc2233cf19ef167319b53aa56fcb7890dc2233cf19e
206,EPR000206,421,132,9,1,Meridian EngineeringPartRevision 206,EPR000206,1,292.2200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,485b307c9adb5d48932894054c818cc7485b307c9adb5d48932894054c818cc7
207,EPR000207,433,172,4,2,Liberty EngineeringPartRevision 207,EPR000207,1,293.5900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,46f19fa04da55e93b7d6754feda2b34846f19fa04da55e93b7d6754feda2b348
208,EPR000208,411,329,5,6,Ion EngineeringPartRevision 208,EPR000208,1,294.9600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cf7c33982da356fc9d05930c67af0fb6cf7c33982da356fc9d05930c67af0fb6
209,EPR000209,147,317,4,3,Meridian EngineeringPartRevision 209,EPR000209,1,296.3300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c19aebf9f58354abb4a94bc903602999c19aebf9f58354abb4a94bc903602999
210,EPR000210,31,44,8,1,Zenith EngineeringPartRevision 210,EPR000210,0,297.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f082208bcc0e590aaf481a03af188fc9f082208bcc0e590aaf481a03af188fc9
211,EPR000211,215,382,4,7,Harbor EngineeringPartRevision 211,EPR000211,1,299.0700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1d1bde5a36615cc59169db2ced45a9e01d1bde5a36615cc59169db2ced45a9e0
212,EPR000212,404,418,1,7,Orion EngineeringPartRevision 212,EPR000212,1,300.4400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f36f59da074c51c8a78a902929a3c680f36f59da074c51c8a78a902929a3c680
213,EPR000213,18,71,6,2,Delta EngineeringPartRevision 213,EPR000213,1,301.8100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5b634918bb495fd9b805cb7a92afdbb95b634918bb495fd9b805cb7a92afdbb9
214,EPR000214,452,94,6,4,Vertex EngineeringPartRevision 214,EPR000214,1,303.1800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b756de4d88ca54aeb5e51615ab54eaf3b756de4d88ca54aeb5e51615ab54eaf3
215,EPR000215,412,56,3,6,Beacon EngineeringPartRevision 215,EPR000215,0,304.5500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2d73908df1f258cf8609963ec92c2dd42d73908df1f258cf8609963ec92c2dd4
216,EPR000216,495,328,3,5,Vertex EngineeringPartRevision 216,EPR000216,1,305.9200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,552c0123eb0856ca83372759697f0db0552c0123eb0856ca83372759697f0db0
217,EPR000217,268,376,9,2,Northstar EngineeringPartRevision 217,EPR000217,1,307.2900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b6ea173b30e953f79f855cd42f8f8d0fb6ea173b30e953f79f855cd42f8f8d0f
218,EPR000218,151,415,1,5,Quartz EngineeringPartRevision 218,EPR000218,1,308.6600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b28b0221a80b55659358e0ab1074b768b28b0221a80b55659358e0ab1074b768
219,EPR000219,96,388,10,3,Pioneer EngineeringPartRevision 219,EPR000219,1,310.0300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,de01059e16d254e791233603eec15b28de01059e16d254e791233603eec15b28
220,EPR000220,336,128,8,6,Orion EngineeringPartRevision 220,EPR000220,0,311.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ca6eb66fedec5c3a9fb48b2a2ab36db0ca6eb66fedec5c3a9fb48b2a2ab36db0
221,EPR000221,379,137,5,3,Titan EngineeringPartRevision 221,EPR000221,1,312.7700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7ef0f90b14285a1b8ce1858120118a477ef0f90b14285a1b8ce1858120118a47
222,EPR000222,110,398,3,5,Harbor EngineeringPartRevision 222,EPR000222,1,314.1400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9d5fe949b88f571ea546a2f38e4f9f719d5fe949b88f571ea546a2f38e4f9f71
223,EPR000223,90,196,4,7,Beacon EngineeringPartRevision 223,EPR000223,1,315.5100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c090f500fac752f4962bf24fc3e8aa19c090f500fac752f4962bf24fc3e8aa19
224,EPR000224,485,295,6,7,Evergreen EngineeringPartRevision 224,EPR000224,1,316.8800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d8c07ab382ee579aa1c026f74bce0908d8c07ab382ee579aa1c026f74bce0908
225,EPR000225,415,34,9,7,Riverton EngineeringPartRevision 225,EPR000225,0,318.2500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cc663c97a53a5c06bbd48e1cc98e0168cc663c97a53a5c06bbd48e1cc98e0168
226,EPR000226,211,66,2,4,Atlas EngineeringPartRevision 226,EPR000226,1,319.6200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,56cf6a727c8f53fcbe478dc49e702bdc56cf6a727c8f53fcbe478dc49e702bdc
227,EPR000227,285,215,1,3,Forge EngineeringPartRevision 227,EPR000227,1,320.9900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,94d6af4cad0755609d64e95a9dfab58394d6af4cad0755609d64e95a9dfab583
228,EPR000228,196,361,7,4,Beacon EngineeringPartRevision 228,EPR000228,1,322.3600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5053b9362a855059b1c59747bd2d31445053b9362a855059b1c59747bd2d3144
229,EPR000229,370,441,6,4,Evergreen EngineeringPartRevision 229,EPR000229,1,323.7300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9b02830a5c365692841b95fe2a865de49b02830a5c365692841b95fe2a865de4
230,EPR000230,391,268,8,4,Orion EngineeringPartRevision 230,EPR000230,0,325.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0ef00f85ef4e56f9bc97a51b6f83e95d0ef00f85ef4e56f9bc97a51b6f83e95d
231,EPR000231,131,285,10,5,Willow EngineeringPartRevision 231,EPR000231,1,326.4700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,866af324dcf45bddb248e2f92ae4976c866af324dcf45bddb248e2f92ae4976c
232,EPR000232,336,277,9,7,Zenith EngineeringPartRevision 232,EPR000232,1,327.8400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dab02dd8560a5067b7677daa4f60d7d2dab02dd8560a5067b7677daa4f60d7d2
233,EPR000233,148,450,6,5,Summit EngineeringPartRevision 233,EPR000233,1,329.2100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a2ca57cd0c7d51c79fd03d7acf140c7aa2ca57cd0c7d51c79fd03d7acf140c7a
234,EPR000234,353,208,4,6,Summit EngineeringPartRevision 234,EPR000234,1,330.5800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a337e0ec673c5442ae078df47c66082ea337e0ec673c5442ae078df47c66082e
235,EPR000235,495,277,8,1,Vertex EngineeringPartRevision 235,EPR000235,0,331.9500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3ed7690fac0456149251ff31ac39fc223ed7690fac0456149251ff31ac39fc22
236,EPR000236,97,215,5,7,Liberty EngineeringPartRevision 236,EPR000236,1,333.3200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8205e4b001675693a2e1599259b102d18205e4b001675693a2e1599259b102d1
237,EPR000237,106,287,6,5,Vertex EngineeringPartRevision 237,EPR000237,1,334.6900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,039ce1fe925757efbb421c074330ecd1039ce1fe925757efbb421c074330ecd1
238,EPR000238,194,204,3,6,Junction EngineeringPartRevision 238,EPR000238,1,336.0600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d37f5fa0c78f503e900b57d3b55e79cbd37f5fa0c78f503e900b57d3b55e79cb
239,EPR000239,29,186,5,6,Summit EngineeringPartRevision 239,EPR000239,1,337.4300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,39f870507f715723b71bc54a8472e56c39f870507f715723b71bc54a8472e56c
240,EPR000240,433,161,8,1,Atlas EngineeringPartRevision 240,EPR000240,0,338.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e413a5981a215062aa612ee7f7f7cf34e413a5981a215062aa612ee7f7f7cf34
241,EPR000241,123,73,1,2,Willow EngineeringPartRevision 241,EPR000241,1,340.1700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ae56b88dd8ca56b68c043dd232039b69ae56b88dd8ca56b68c043dd232039b69
242,EPR000242,401,17,2,6,Vertex EngineeringPartRevision 242,EPR000242,1,341.5400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,66d023fbdf9953f784dc81e78bec475566d023fbdf9953f784dc81e78bec4755
243,EPR000243,440,73,9,6,Granite EngineeringPartRevision 243,EPR000243,1,342.9100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,20a03b9007f45489bdd18162d698348820a03b9007f45489bdd18162d6983488
244,EPR000244,467,164,7,6,Pioneer EngineeringPartRevision 244,EPR000244,1,344.2800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2a93ecca21d053df969290adfaae56922a93ecca21d053df969290adfaae5692
245,EPR000245,452,396,5,3,Summit EngineeringPartRevision 245,EPR000245,0,345.6500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,161ddda3048e5a8889326a939c925976161ddda3048e5a8889326a939c925976
246,EPR000246,41,144,3,4,Liberty EngineeringPartRevision 246,EPR000246,1,347.0200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2d62821af29c59fd8d03da1dd6ab2eb82d62821af29c59fd8d03da1dd6ab2eb8
247,EPR000247,407,70,1,1,Titan EngineeringPartRevision 247,EPR000247,1,348.3900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0c8a9fac35c65ab5b13f5b8237b72a380c8a9fac35c65ab5b13f5b8237b72a38
248,EPR000248,161,92,8,7,Cedar EngineeringPartRevision 248,EPR000248,1,349.7600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,26c108b6b9a159c590b483f4b4f87d9526c108b6b9a159c590b483f4b4f87d95
249,EPR000249,277,351,3,4,Forge EngineeringPartRevision 249,EPR000249,1,351.1300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a180f5a9f42f501fb514f49ed595440da180f5a9f42f501fb514f49ed595440d
250,EPR000250,456,39,3,5,Quartz EngineeringPartRevision 250,EPR000250,0,352.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,23b019a8738f5bacb122369540cbea9b23b019a8738f5bacb122369540cbea9b
251,EPR000251,357,219,5,6,Junction EngineeringPartRevision 251,EPR000251,1,353.8700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f2ba493c759b5a888fc261b46e63c8e5f2ba493c759b5a888fc261b46e63c8e5
252,EPR000252,468,31,10,6,Harbor EngineeringPartRevision 252,EPR000252,1,355.2400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b07f3da807885632b4f42b13abb15e86b07f3da807885632b4f42b13abb15e86
253,EPR000253,305,10,6,6,Granite EngineeringPartRevision 253,EPR000253,1,356.6100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f9c62067c4055e408fe5b3c1113b73fdf9c62067c4055e408fe5b3c1113b73fd
254,EPR000254,247,251,5,5,Unity EngineeringPartRevision 254,EPR000254,1,357.9800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,94f1225d472e53d6a0ab328a2793820b94f1225d472e53d6a0ab328a2793820b
255,EPR000255,200,435,10,1,Delta EngineeringPartRevision 255,EPR000255,0,359.3500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,48ffc8339a5e5280afbbd227bb4c549b48ffc8339a5e5280afbbd227bb4c549b
256,EPR000256,390,322,4,6,Junction EngineeringPartRevision 256,EPR000256,1,360.7200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8d1899e4bbc65cf7b926e2de1902292b8d1899e4bbc65cf7b926e2de1902292b
257,EPR000257,486,297,3,7,Keystone EngineeringPartRevision 257,EPR000257,1,362.0900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,97c5ad24216152b5a513d7132739018e97c5ad24216152b5a513d7132739018e
258,EPR000258,129,4,8,2,Orion EngineeringPartRevision 258,EPR000258,1,363.4600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2837a47a8339515d9972976f0282d9352837a47a8339515d9972976f0282d935
259,EPR000259,319,47,9,3,Northstar EngineeringPartRevision 259,EPR000259,1,364.8300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,62af15e5ddf15d65a8038d7fe577e93162af15e5ddf15d65a8038d7fe577e931
260,EPR000260,3,173,7,3,Harbor EngineeringPartRevision 260,EPR000260,0,366.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9fd1776e1e1b56008ba87f7cc6457b069fd1776e1e1b56008ba87f7cc6457b06
261,EPR000261,332,342,9,4,Meridian EngineeringPartRevision 261,EPR000261,1,367.5700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,be5363e24d5359c29fb4005907ff2702be5363e24d5359c29fb4005907ff2702
262,EPR000262,293,115,9,7,Keystone EngineeringPartRevision 262,EPR000262,1,368.9400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9fa0bbd6a20f5ea5a3589fdfb1cd5fd29fa0bbd6a20f5ea5a3589fdfb1cd5fd2
263,EPR000263,31,265,2,6,Delta EngineeringPartRevision 263,EPR000263,1,370.3100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ff932abefe955a3fa290b47276a50c3fff932abefe955a3fa290b47276a50c3f
264,EPR000264,214,98,7,6,Titan EngineeringPartRevision 264,EPR000264,1,371.6800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ca88d1e379ac56a1831fa124a5e9d1b0ca88d1e379ac56a1831fa124a5e9d1b0
265,EPR000265,98,369,8,1,Willow EngineeringPartRevision 265,EPR000265,0,373.0500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1e0d4f029aba5397b514d6c94f9e02a61e0d4f029aba5397b514d6c94f9e02a6
266,EPR000266,277,250,9,3,Forge EngineeringPartRevision 266,EPR000266,1,374.4200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3b22d9c0f8985bd8b04a92e80111503a3b22d9c0f8985bd8b04a92e80111503a
267,EPR000267,242,324,6,2,Junction EngineeringPartRevision 267,EPR000267,1,375.7900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,72e69ce000c75b10bb3a8d535f11533d72e69ce000c75b10bb3a8d535f11533d
268,EPR000268,106,50,4,5,Riverton EngineeringPartRevision 268,EPR000268,1,377.1600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eca20257508e5bb382eccce310f4e950eca20257508e5bb382eccce310f4e950
269,EPR000269,98,67,5,4,Delta EngineeringPartRevision 269,EPR000269,1,378.5300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ed3a6cea4708533b8d774f6d0202ea2fed3a6cea4708533b8d774f6d0202ea2f
270,EPR000270,54,238,2,7,Forge EngineeringPartRevision 270,EPR000270,0,379.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b84a5893d4a4570dbfe6442c61018afeb84a5893d4a4570dbfe6442c61018afe
271,EPR000271,452,172,5,6,Pioneer EngineeringPartRevision 271,EPR000271,1,381.2700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,abaaf8a2166c55319a1f4297209c752fabaaf8a2166c55319a1f4297209c752f
272,EPR000272,345,111,6,7,Pioneer EngineeringPartRevision 272,EPR000272,1,382.6400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,28a970cd9b49541ba0c69c15afc3dabe28a970cd9b49541ba0c69c15afc3dabe
273,EPR000273,305,368,2,1,Liberty EngineeringPartRevision 273,EPR000273,1,384.0100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9fa3f86cc7805f9b8b1f07239566c4119fa3f86cc7805f9b8b1f07239566c411
274,EPR000274,420,78,6,1,Cedar EngineeringPartRevision 274,EPR000274,1,385.3800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bfac8d19bbe05ff6b4dc759bc5d89966bfac8d19bbe05ff6b4dc759bc5d89966
275,EPR000275,407,176,6,6,Harbor EngineeringPartRevision 275,EPR000275,0,386.7500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ccf6a75310ff5fa0bd5301bef16cfe42ccf6a75310ff5fa0bd5301bef16cfe42
276,EPR000276,53,87,3,2,Orion EngineeringPartRevision 276,EPR000276,1,388.1200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3bb0db1f158a560789c28891b4a40ea33bb0db1f158a560789c28891b4a40ea3
277,EPR000277,61,120,6,3,Evergreen EngineeringPartRevision 277,EPR000277,1,389.4900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a51158d702d55cac84e3124cbcce3ab2a51158d702d55cac84e3124cbcce3ab2
278,EPR000278,154,69,3,5,Cedar EngineeringPartRevision 278,EPR000278,1,390.8600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f162bb0fd04a56b0bfeb13dc992aa42bf162bb0fd04a56b0bfeb13dc992aa42b
279,EPR000279,227,256,10,4,Meridian EngineeringPartRevision 279,EPR000279,1,392.2300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,63f0d4063b1750c68f64d6ce6d68a48663f0d4063b1750c68f64d6ce6d68a486
280,EPR000280,24,354,7,1,Riverton EngineeringPartRevision 280,EPR000280,0,393.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,78d296528c6b5bee9ddbf759da387fa378d296528c6b5bee9ddbf759da387fa3
281,EPR000281,129,82,10,2,Keystone EngineeringPartRevision 281,EPR000281,1,394.9700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fcb9e1dc23015d14ac2db579b5b2cf91fcb9e1dc23015d14ac2db579b5b2cf91
282,EPR000282,377,246,7,1,Granite EngineeringPartRevision 282,EPR000282,1,396.3400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,385bdb9f391a5324b59c098f8a2432f5385bdb9f391a5324b59c098f8a2432f5
283,EPR000283,79,260,3,5,Meridian EngineeringPartRevision 283,EPR000283,1,397.7100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c2f262f2be075dd0bb1ea122974aa3b8c2f262f2be075dd0bb1ea122974aa3b8
284,EPR000284,85,237,9,7,Riverton EngineeringPartRevision 284,EPR000284,1,399.0800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,af9259303e175e92a4bc19e82eeb291aaf9259303e175e92a4bc19e82eeb291a
285,EPR000285,188,157,1,4,Liberty EngineeringPartRevision 285,EPR000285,0,400.4500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b5311162340f506c9afc3cb16e8993abb5311162340f506c9afc3cb16e8993ab
286,EPR000286,207,120,6,2,Orion EngineeringPartRevision 286,EPR000286,1,401.8200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eee5d63f4c0e5a6d949e25e355d30682eee5d63f4c0e5a6d949e25e355d30682
287,EPR000287,297,7,7,6,Granite EngineeringPartRevision 287,EPR000287,1,403.1900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e47b79c5b4c35f2a9ccd704cc5c9ad29e47b79c5b4c35f2a9ccd704cc5c9ad29
288,EPR000288,46,346,1,7,Evergreen EngineeringPartRevision 288,EPR000288,1,404.5600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,87a0be8e324653b7ba429c03349cb5ee87a0be8e324653b7ba429c03349cb5ee
289,EPR000289,458,335,10,2,Zenith EngineeringPartRevision 289,EPR000289,1,405.9300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a02e6c9f95525920a3df8c05a09899d3a02e6c9f95525920a3df8c05a09899d3
290,EPR000290,280,295,6,7,Willow EngineeringPartRevision 290,EPR000290,0,407.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,59d441b8a4ce5bada45611e5ae266d8759d441b8a4ce5bada45611e5ae266d87
291,EPR000291,61,64,2,7,Harbor EngineeringPartRevision 291,EPR000291,1,408.6700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1db8237a2efe5b8cab2dfee5f4e2155f1db8237a2efe5b8cab2dfee5f4e2155f
292,EPR000292,36,173,1,2,Liberty EngineeringPartRevision 292,EPR000292,1,410.0400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,89ee76d6dbf25a5686d661bfe9f1ec8389ee76d6dbf25a5686d661bfe9f1ec83
293,EPR000293,301,299,3,5,Junction EngineeringPartRevision 293,EPR000293,1,411.4100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,91bb394f579b515794d23b80bfa910fa91bb394f579b515794d23b80bfa910fa
294,EPR000294,181,323,9,3,Delta EngineeringPartRevision 294,EPR000294,1,412.7800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,175a2fe611b9537090f26a385223e3b7175a2fe611b9537090f26a385223e3b7
