QualityInspectionCharacteristicKey,InspectionCharacteristicCode,QualityCharacteristicTypeKey,UnitOfMeasureKey,QualityResultStatusKey,QualityInspectionCharacteristicName,RevisionCode,ActiveFlag,StandardValue,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
195,QIC000195,194,7,10,Ion QualityInspectionCharacteristic 195,QIC000195,0,277.1500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6c42ac6bf8d85f73b97f24725133d8a36c42ac6bf8d85f73b97f24725133d8a3
196,QIC000196,260,2,10,Evergreen QualityInspectionCharacteristic 196,QIC000196,1,278.5200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3d53b278b5de51699908168ff786980f3d53b278b5de51699908168ff786980f
197,QIC000197,179,5,8,Granite QualityInspectionCharacteristic 197,QIC000197,1,279.8900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,380e35d429be5a88af32a18b07c82dcc380e35d429be5a88af32a18b07c82dcc
198,QIC000198,461,1,5,Keystone QualityInspectionCharacteristic 198,QIC000198,1,281.2600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7008026e7fee5b5d813fc4dbc47e24157008026e7fee5b5d813fc4dbc47e2415
199,QIC000199,285,1,9,Atlas QualityInspectionCharacteristic 199,QIC000199,1,282.6300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a9b430f34c40540c9472ef271b2c04f2a9b430f34c40540c9472ef271b2c04f2
200,QIC000200,69,6,4,Vertex QualityInspectionCharacteristic 200,QIC000200,0,284.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,850df56de1b8584a8e638f0a23e40a13850df56de1b8584a8e638f0a23e40a13
201,QIC000201,460,1,10,Pioneer QualityInspectionCharacteristic 201,QIC000201,1,285.3700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d969873cbd425183887e66d8bb2d1fddd969873cbd425183887e66d8bb2d1fdd
202,QIC000202,132,2,5,Harbor QualityInspectionCharacteristic 202,QIC000202,1,286.7400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a780f53d49f45fcfbec0636fa2194d28a780f53d49f45fcfbec0636fa2194d28
203,QIC000203,202,7,3,Quartz QualityInspectionCharacteristic 203,QIC000203,1,288.1100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,492a33c95a0058a0ad7884cbc7635244492a33c95a0058a0ad7884cbc7635244
204,QIC000204,97,3,3,Quartz QualityInspectionCharacteristic 204,QIC000204,1,289.4800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0d017cc038055c588c0804cc053c55500d017cc038055c588c0804cc053c5550
205,QIC000205,422,5,12,Vertex QualityInspectionCharacteristic 205,QIC000205,0,290.8500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5c9bd3bf084a58a6ae76b0168d25d9e15c9bd3bf084a58a6ae76b0168d25d9e1
206,QIC000206,222,4,2,Atlas QualityInspectionCharacteristic 206,QIC000206,1,292.2200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8f139540985e5e8d90b3a8cf8b39b2868f139540985e5e8d90b3a8cf8b39b286
207,QIC000207,387,1,12,Atlas QualityInspectionCharacteristic 207,QIC000207,1,293.5900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3b516ae6c6435639b404bddb74de3b1f3b516ae6c6435639b404bddb74de3b1f
208,QIC000208,311,5,2,Northstar QualityInspectionCharacteristic 208,QIC000208,1,294.9600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b98c77b629c05aecaea4a559f3483e90b98c77b629c05aecaea4a559f3483e90
209,QIC000209,94,5,11,Atlas QualityInspectionCharacteristic 209,QIC000209,1,296.3300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eb86f6895a7454f3a13e814a7f5e030eeb86f6895a7454f3a13e814a7f5e030e
210,QIC000210,254,3,4,Vertex QualityInspectionCharacteristic 210,QIC000210,0,297.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a1f5947692b15b49b18e88f619c5cf24a1f5947692b15b49b18e88f619c5cf24
211,QIC000211,364,1,3,Meridian QualityInspectionCharacteristic 211,QIC000211,1,299.0700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f1336d07a66955d3abcf5d238bb00598f1336d07a66955d3abcf5d238bb00598
212,QIC000212,169,3,8,Meridian QualityInspectionCharacteristic 212,QIC000212,1,300.4400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9585bb8ca84f56ae8e7a803bf08741129585bb8ca84f56ae8e7a803bf0874112
213,QIC000213,180,6,3,Harbor QualityInspectionCharacteristic 213,QIC000213,1,301.8100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8e9c5cf2b2d057c48c80818e07e982338e9c5cf2b2d057c48c80818e07e98233
214,QIC000214,419,7,12,Forge QualityInspectionCharacteristic 214,QIC000214,1,303.1800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1a73af0a6519580ab0edb4d6df69c3361a73af0a6519580ab0edb4d6df69c336
215,QIC000215,359,7,11,Titan QualityInspectionCharacteristic 215,QIC000215,0,304.5500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b15f9a800e27501096a00f8e7c71e571b15f9a800e27501096a00f8e7c71e571
216,QIC000216,359,3,10,Orion QualityInspectionCharacteristic 216,QIC000216,1,305.9200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cb39c90eca7955a29e8e8275da418a0fcb39c90eca7955a29e8e8275da418a0f
217,QIC000217,391,1,5,Quartz QualityInspectionCharacteristic 217,QIC000217,1,307.2900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f7d3138e521b56918518810b59151bd6f7d3138e521b56918518810b59151bd6
218,QIC000218,179,4,7,Unity QualityInspectionCharacteristic 218,QIC000218,1,308.6600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2a4522ebae275f57b0dd0be221efc8012a4522ebae275f57b0dd0be221efc801
219,QIC000219,396,6,7,Delta QualityInspectionCharacteristic 219,QIC000219,1,310.0300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,52e33c7f64735e6d97b5c1aa72a5847252e33c7f64735e6d97b5c1aa72a58472
220,QIC000220,338,7,4,Vertex QualityInspectionCharacteristic 220,QIC000220,0,311.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6f04c42050585cd58ff3d6fcf95fe0706f04c42050585cd58ff3d6fcf95fe070
221,QIC000221,329,5,1,Forge QualityInspectionCharacteristic 221,QIC000221,1,312.7700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1ae638d8ed4e5d01857cf324d6d0c5171ae638d8ed4e5d01857cf324d6d0c517
222,QIC000222,98,3,4,Liberty QualityInspectionCharacteristic 222,QIC000222,1,314.1400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,384e2e5e8a745b8baf286380269031ad384e2e5e8a745b8baf286380269031ad
223,QIC000223,26,7,11,Titan QualityInspectionCharacteristic 223,QIC000223,1,315.5100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7eb9cd1028cb5ec59809007a5b82aac57eb9cd1028cb5ec59809007a5b82aac5
224,QIC000224,268,2,9,Granite QualityInspectionCharacteristic 224,QIC000224,1,316.8800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ed8ca69484325bfbba931216d86e3423ed8ca69484325bfbba931216d86e3423
225,QIC000225,117,2,5,Meridian QualityInspectionCharacteristic 225,QIC000225,0,318.2500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d5504423f3825c4b9f7454fbe752cb18d5504423f3825c4b9f7454fbe752cb18
226,QIC000226,275,2,3,Zenith QualityInspectionCharacteristic 226,QIC000226,1,319.6200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eb5b93b61b175858998f2a1dfce8cd5deb5b93b61b175858998f2a1dfce8cd5d
227,QIC000227,250,3,11,Junction QualityInspectionCharacteristic 227,QIC000227,1,320.9900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c139868a17925704992adb485826d774c139868a17925704992adb485826d774
228,QIC000228,270,5,7,Pioneer QualityInspectionCharacteristic 228,QIC000228,1,322.3600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b6d15c0a698457fc98ebf3bcb43d6f02b6d15c0a698457fc98ebf3bcb43d6f02
229,QIC000229,329,1,1,Titan QualityInspectionCharacteristic 229,QIC000229,1,323.7300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5df357fc1c1255e9aedc8a4cc3b0be465df357fc1c1255e9aedc8a4cc3b0be46
230,QIC000230,369,4,3,Meridian QualityInspectionCharacteristic 230,QIC000230,0,325.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,92ea3ac987145ee488a613b878c7d22c92ea3ac987145ee488a613b878c7d22c
231,QIC000231,310,7,3,Pioneer QualityInspectionCharacteristic 231,QIC000231,1,326.4700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0149eb73605e59acba968ae746809c9d0149eb73605e59acba968ae746809c9d
232,QIC000232,499,5,5,Orion QualityInspectionCharacteristic 232,QIC000232,1,327.8400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e2c2ecf501225dcb99ca9ca213903a32e2c2ecf501225dcb99ca9ca213903a32
233,QIC000233,193,1,2,Summit QualityInspectionCharacteristic 233,QIC000233,1,329.2100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aada9c8035c5589ca5b95d50a74aa33aaada9c8035c5589ca5b95d50a74aa33a
234,QIC000234,267,3,7,Zenith QualityInspectionCharacteristic 234,QIC000234,1,330.5800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3d301c43ee975592876ea7f88e5cafd03d301c43ee975592876ea7f88e5cafd0
235,QIC000235,13,1,9,Pioneer QualityInspectionCharacteristic 235,QIC000235,0,331.9500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,39d8a72ec7905bc49469915bb0f0854b39d8a72ec7905bc49469915bb0f0854b
236,QIC000236,186,5,11,Northstar QualityInspectionCharacteristic 236,QIC000236,1,333.3200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bfaab3ef7f6652b5b38bbe959c08d549bfaab3ef7f6652b5b38bbe959c08d549
237,QIC000237,349,6,3,Orion QualityInspectionCharacteristic 237,QIC000237,1,334.6900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5a95546fad625cbaabef9324c92c24b05a95546fad625cbaabef9324c92c24b0
238,QIC000238,474,7,10,Quartz QualityInspectionCharacteristic 238,QIC000238,1,336.0600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1049cdb3fc835f45a452720631822b6b1049cdb3fc835f45a452720631822b6b
239,QIC000239,248,3,6,Zenith QualityInspectionCharacteristic 239,QIC000239,1,337.4300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7b54f730117c54658b011098281940ed7b54f730117c54658b011098281940ed
240,QIC000240,159,2,7,Forge QualityInspectionCharacteristic 240,QIC000240,0,338.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e991959ebc955411b3ee3fbd12712c57e991959ebc955411b3ee3fbd12712c57
241,QIC000241,47,6,7,Meridian QualityInspectionCharacteristic 241,QIC000241,1,340.1700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f868dcc4fa4057b3b9c35537bfb031a3f868dcc4fa4057b3b9c35537bfb031a3
242,QIC000242,36,2,1,Atlas QualityInspectionCharacteristic 242,QIC000242,1,341.5400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,db68c504d6c05f35a90f4cc101b2a429db68c504d6c05f35a90f4cc101b2a429
243,QIC000243,21,5,10,Zenith QualityInspectionCharacteristic 243,QIC000243,1,342.9100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2476b6227f3b5c698b73bdbe10c49ae62476b6227f3b5c698b73bdbe10c49ae6
244,QIC000244,481,1,2,Pioneer QualityInspectionCharacteristic 244,QIC000244,1,344.2800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1933a3dec0b458099ed2c72c6eb6620f1933a3dec0b458099ed2c72c6eb6620f
245,QIC000245,64,7,1,Orion QualityInspectionCharacteristic 245,QIC000245,0,345.6500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c42d17161f36586b8db6570738b2dcb3c42d17161f36586b8db6570738b2dcb3
246,QIC000246,48,1,1,Ion QualityInspectionCharacteristic 246,QIC000246,1,347.0200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ba8701229e085e84905538bb05ff972aba8701229e085e84905538bb05ff972a
247,QIC000247,250,5,7,Quartz QualityInspectionCharacteristic 247,QIC000247,1,348.3900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,32cc1473a755543386d273ee7dff2e1d32cc1473a755543386d273ee7dff2e1d
248,QIC000248,457,7,12,Zenith QualityInspectionCharacteristic 248,QIC000248,1,349.7600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,703b96c4a9c55ff5b718b35742515f4f703b96c4a9c55ff5b718b35742515f4f
249,QIC000249,48,6,7,Liberty QualityInspectionCharacteristic 249,QIC000249,1,351.1300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ef4f9f9ee3bd5a1c87b369e9ae239223ef4f9f9ee3bd5a1c87b369e9ae239223
250,QIC000250,466,7,1,Riverton QualityInspectionCharacteristic 250,QIC000250,0,352.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c7ef7231ae765a0a8fd5739ca53bf54cc7ef7231ae765a0a8fd5739ca53bf54c
251,QIC000251,392,6,2,Forge QualityInspectionCharacteristic 251,QIC000251,1,353.8700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dd8b1fc7a7d8561ab12f867fe9c9e412dd8b1fc7a7d8561ab12f867fe9c9e412
252,QIC000252,357,6,11,Beacon QualityInspectionCharacteristic 252,QIC000252,1,355.2400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e8f297799b045d46bec43667f2482fc4e8f297799b045d46bec43667f2482fc4
253,QIC000253,15,6,4,Unity QualityInspectionCharacteristic 253,QIC000253,1,356.6100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f448ee86cece5f1ea0c04dbfe4ab6110f448ee86cece5f1ea0c04dbfe4ab6110
254,QIC000254,360,7,10,Liberty QualityInspectionCharacteristic 254,QIC000254,1,357.9800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,edb2d3d708475f2f8170477191bfef93edb2d3d708475f2f8170477191bfef93
255,QIC000255,347,7,3,Titan QualityInspectionCharacteristic 255,QIC000255,0,359.3500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,414bfbb39e9c57699fd58dc11c10dbaf414bfbb39e9c57699fd58dc11c10dbaf
256,QIC000256,363,2,7,Riverton QualityInspectionCharacteristic 256,QIC000256,1,360.7200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a15ddc9bb4015b84afc31d7b66692595a15ddc9bb4015b84afc31d7b66692595
257,QIC000257,449,7,5,Harbor QualityInspectionCharacteristic 257,QIC000257,1,362.0900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,df63d8ae4c1d5b578c0a42baaa1d8957df63d8ae4c1d5b578c0a42baaa1d8957
258,QIC000258,66,1,6,Delta QualityInspectionCharacteristic 258,QIC000258,1,363.4600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f84ffabd5f745092ba472889145e6c27f84ffabd5f745092ba472889145e6c27
259,QIC000259,435,2,5,Liberty QualityInspectionCharacteristic 259,QIC000259,1,364.8300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dcfbc87e550b52e9b0757ea877110a07dcfbc87e550b52e9b0757ea877110a07
260,QIC000260,88,1,2,Keystone QualityInspectionCharacteristic 260,QIC000260,0,366.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f37f09689a595da59116a7270408110df37f09689a595da59116a7270408110d
261,QIC000261,20,1,11,Meridian QualityInspectionCharacteristic 261,QIC000261,1,367.5700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4c715663408b5611a5f822c856011d9b4c715663408b5611a5f822c856011d9b
262,QIC000262,231,4,9,Vertex QualityInspectionCharacteristic 262,QIC000262,1,368.9400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f7f00633fac153769125e96e65daea27f7f00633fac153769125e96e65daea27
263,QIC000263,137,3,7,Meridian QualityInspectionCharacteristic 263,QIC000263,1,370.3100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bc0356d07f2e5248904b68d60c52ef5cbc0356d07f2e5248904b68d60c52ef5c
264,QIC000264,119,2,4,Vertex QualityInspectionCharacteristic 264,QIC000264,1,371.6800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bb00e5acd6c356e2a2ea74cd32c83aa3bb00e5acd6c356e2a2ea74cd32c83aa3
265,QIC000265,324,6,9,Cedar QualityInspectionCharacteristic 265,QIC000265,0,373.0500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ca6ceac75482566d905f68460bcc1cdaca6ceac75482566d905f68460bcc1cda
266,QIC000266,446,1,9,Liberty QualityInspectionCharacteristic 266,QIC000266,1,374.4200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,80794969eb49543bbf42e4ec63ddc9b680794969eb49543bbf42e4ec63ddc9b6
267,QIC000267,479,2,12,Delta QualityInspectionCharacteristic 267,QIC000267,1,375.7900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4fe9b463653a5528b43f4b83f6dd86224fe9b463653a5528b43f4b83f6dd8622
268,QIC000268,94,2,9,Evergreen QualityInspectionCharacteristic 268,QIC000268,1,377.1600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ac0cc74857d256f5ae2f7a27a35d4151ac0cc74857d256f5ae2f7a27a35d4151
269,QIC000269,396,7,10,Vertex QualityInspectionCharacteristic 269,QIC000269,1,378.5300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b91a6bbfdb6753ba8a6ff03240217cd2b91a6bbfdb6753ba8a6ff03240217cd2
270,QIC000270,371,7,10,Vertex QualityInspectionCharacteristic 270,QIC000270,0,379.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,67bdbeb9254a52f895d2617523d2c6b367bdbeb9254a52f895d2617523d2c6b3
271,QIC000271,130,6,3,Beacon QualityInspectionCharacteristic 271,QIC000271,1,381.2700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f3ef241a17fc5fa980721834567753aaf3ef241a17fc5fa980721834567753aa
272,QIC000272,195,6,10,Cedar QualityInspectionCharacteristic 272,QIC000272,1,382.6400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d38178a05bea59989a93a2028b92197bd38178a05bea59989a93a2028b92197b
273,QIC000273,433,1,11,Quartz QualityInspectionCharacteristic 273,QIC000273,1,384.0100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bef6ff901c045df186071cd11389eea6bef6ff901c045df186071cd11389eea6
274,QIC000274,41,2,3,Granite QualityInspectionCharacteristic 274,QIC000274,1,385.3800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0c3065e9ecc05356a939633cff38429b0c3065e9ecc05356a939633cff38429b
275,QIC000275,479,1,1,Cedar QualityInspectionCharacteristic 275,QIC000275,0,386.7500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2b6178e093995a48ba5206269095c6482b6178e093995a48ba5206269095c648
276,QIC000276,377,1,10,Beacon QualityInspectionCharacteristic 276,QIC000276,1,388.1200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4f3e57fb8e805f3f871127ed20988ae24f3e57fb8e805f3f871127ed20988ae2
277,QIC000277,243,1,8,Forge QualityInspectionCharacteristic 277,QIC000277,1,389.4900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ca432560581554c28a72a3e264585efdca432560581554c28a72a3e264585efd
278,QIC000278,491,4,7,Orion QualityInspectionCharacteristic 278,QIC000278,1,390.8600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,32fd576b822a5f64b21cbb39322fb1d932fd576b822a5f64b21cbb39322fb1d9
279,QIC000279,269,7,8,Junction QualityInspectionCharacteristic 279,QIC000279,1,392.2300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d43c778af06b5cb2873ffd49f2fbb41dd43c778af06b5cb2873ffd49f2fbb41d
280,QIC000280,168,7,8,Meridian QualityInspectionCharacteristic 280,QIC000280,0,393.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c137e0bdd0235b8d91e3aaa8393af325c137e0bdd0235b8d91e3aaa8393af325
281,QIC000281,332,6,11,Riverton QualityInspectionCharacteristic 281,QIC000281,1,394.9700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f7f39f8fa70f590397876d4784d25768f7f39f8fa70f590397876d4784d25768
282,QIC000282,181,5,1,Junction QualityInspectionCharacteristic 282,QIC000282,1,396.3400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,53b0ca6120965d0cae05824e8911609f53b0ca6120965d0cae05824e8911609f
283,QIC000283,261,4,4,Quartz QualityInspectionCharacteristic 283,QIC000283,1,397.7100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,786cbd720c345240b0e1b797044692c2786cbd720c345240b0e1b797044692c2
284,QIC000284,256,7,7,Willow QualityInspectionCharacteristic 284,QIC000284,1,399.0800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6abd1d75c89a562587a16d4e37377fe76abd1d75c89a562587a16d4e37377fe7
285,QIC000285,92,7,2,Willow QualityInspectionCharacteristic 285,QIC000285,0,400.4500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7477729d5d295e1e8e96c3c6406450667477729d5d295e1e8e96c3c640645066
286,QIC000286,78,6,4,Riverton QualityInspectionCharacteristic 286,QIC000286,1,401.8200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1e0231dba3465b29826d0e29d9ee65d71e0231dba3465b29826d0e29d9ee65d7
287,QIC000287,356,7,9,Granite QualityInspectionCharacteristic 287,QIC000287,1,403.1900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d81d6518f8665ede873ec565a0711c8fd81d6518f8665ede873ec565a0711c8f
288,QIC000288,481,1,8,Cedar QualityInspectionCharacteristic 288,QIC000288,1,404.5600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,096ad79c19dc56f782d47974d2d63085096ad79c19dc56f782d47974d2d63085
289,QIC000289,13,5,5,Willow QualityInspectionCharacteristic 289,QIC000289,1,405.9300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,522bb19d57435f8995e58b0438d683d1522bb19d57435f8995e58b0438d683d1
290,QIC000290,189,4,2,Summit QualityInspectionCharacteristic 290,QIC000290,0,407.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,89ecb3ff4c2e5a7091618ca2d75920ab89ecb3ff4c2e5a7091618ca2d75920ab
291,QIC000291,395,2,3,Orion QualityInspectionCharacteristic 291,QIC000291,1,408.6700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,29579db241bf55a39618b3a6332832f429579db241bf55a39618b3a6332832f4
292,QIC000292,76,5,11,Summit QualityInspectionCharacteristic 292,QIC000292,1,410.0400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9751b9a88b505b49ac90db82763e55159751b9a88b505b49ac90db82763e5515
