QualityNonConformanceKey,NonConformanceNumber,ProductKey,PlantKey,QualityDefectCodeKey,QualityDefectSeverityKey,SeverityKey,QualityResultStatusKey,QualityNonConformanceName,RevisionCode,ActiveFlag,StandardValue,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
194,QNC000194,378,221,462,4,2,12,Harbor QualityNonConformance 194,QNC000194,1,275.7800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f81ecf876e6d5a10acb67525c9deb707f81ecf876e6d5a10acb67525c9deb707
195,QNC000195,361,115,25,1,4,8,Forge QualityNonConformance 195,QNC000195,0,277.1500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0b48e98b2696516e8979878633dcdfe00b48e98b2696516e8979878633dcdfe0
196,QNC000196,20,132,342,11,2,7,Beacon QualityNonConformance 196,QNC000196,1,278.5200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ae826c6a698f5751ac1e837b094c1ea6ae826c6a698f5751ac1e837b094c1ea6
197,QNC000197,407,231,430,11,2,9,Willow QualityNonConformance 197,QNC000197,1,279.8900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d765602a4f755fa98f8e9e5a4948e168d765602a4f755fa98f8e9e5a4948e168
198,QNC000198,302,336,158,11,3,8,Titan QualityNonConformance 198,QNC000198,1,281.2600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0bb7917bf7d75aa5868c5201307598270bb7917bf7d75aa5868c520130759827
199,QNC000199,130,225,140,5,5,11,Meridian QualityNonConformance 199,QNC000199,1,282.6300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,46e3dfada9f05522a910c1976c98421246e3dfada9f05522a910c1976c984212
200,QNC000200,448,142,2,5,3,7,Beacon QualityNonConformance 200,QNC000200,0,284.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ba7957c8b72b57c6b4af7b5f2b0ffaebba7957c8b72b57c6b4af7b5f2b0ffaeb
201,QNC000201,264,249,401,6,1,9,Forge QualityNonConformance 201,QNC000201,1,285.3700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e9ab31df41bb50d1bdf16e445a672ea7e9ab31df41bb50d1bdf16e445a672ea7
202,QNC000202,498,145,277,9,1,10,Atlas QualityNonConformance 202,QNC000202,1,286.7400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,32b347bd0cd455c4a123b32be9417f3e32b347bd0cd455c4a123b32be9417f3e
203,QNC000203,425,5,335,6,4,4,Quartz QualityNonConformance 203,QNC000203,1,288.1100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e993f9ebef175152835d24ff68d3c0cae993f9ebef175152835d24ff68d3c0ca
204,QNC000204,-1,186,500,1,5,7,Titan QualityNonConformance 204,QNC000204,1,289.4800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7ff7c0b2d9df5f649bf1a7af1f2a3eff7ff7c0b2d9df5f649bf1a7af1f2a3eff
205,QNC000205,464,329,457,9,2,12,Liberty QualityNonConformance 205,QNC000205,0,290.8500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c02072b4737f512b949ac2755e371ddbc02072b4737f512b949ac2755e371ddb
206,QNC000206,311,69,421,2,3,8,Harbor QualityNonConformance 206,QNC000206,1,292.2200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f752c89d48e655ada210b4fc1df55c32f752c89d48e655ada210b4fc1df55c32
207,QNC000207,214,240,195,10,4,3,Evergreen QualityNonConformance 207,QNC000207,1,293.5900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1fc45d23ee0a51109ce529eafc2ed21f1fc45d23ee0a51109ce529eafc2ed21f
208,QNC000208,217,73,234,11,1,8,Ion QualityNonConformance 208,QNC000208,1,294.9600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2f3b0379d5225bf19422232dc84917972f3b0379d5225bf19422232dc8491797
209,QNC000209,334,316,153,10,5,1,Harbor QualityNonConformance 209,QNC000209,1,296.3300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ddfb894ae031543bb33380fa80e0bfccddfb894ae031543bb33380fa80e0bfcc
210,QNC000210,471,193,375,9,3,11,Keystone QualityNonConformance 210,QNC000210,0,297.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1467656551ba54d7875d18cc4c2b17071467656551ba54d7875d18cc4c2b1707
211,QNC000211,205,42,434,9,4,5,Cedar QualityNonConformance 211,QNC000211,1,299.0700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9853c2e07f2c5a38b1ebc519119a779a9853c2e07f2c5a38b1ebc519119a779a
212,QNC000212,224,30,195,4,3,10,Forge QualityNonConformance 212,QNC000212,1,300.4400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c2954ec2f8415e46b6002c388b36f2c8c2954ec2f8415e46b6002c388b36f2c8
213,QNC000213,463,338,474,2,5,1,Delta QualityNonConformance 213,QNC000213,1,301.8100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,667a0fcbed785fcfbc8a515ca91a9fd5667a0fcbed785fcfbc8a515ca91a9fd5
214,QNC000214,102,49,498,8,4,8,Zenith QualityNonConformance 214,QNC000214,1,303.1800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,22252c5670095484b306c299864f89f922252c5670095484b306c299864f89f9
215,QNC000215,174,218,473,8,3,2,Quartz QualityNonConformance 215,QNC000215,0,304.5500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f2293c8d826d5a318400bdfd04c5df8bf2293c8d826d5a318400bdfd04c5df8b
216,QNC000216,493,69,259,3,4,7,Orion QualityNonConformance 216,QNC000216,1,305.9200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,55975edb0573517e92796eca528622a855975edb0573517e92796eca528622a8
217,QNC000217,407,24,421,12,4,1,Forge QualityNonConformance 217,QNC000217,1,307.2900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eecd94acdcac5f688a07211d0485ad62eecd94acdcac5f688a07211d0485ad62
218,QNC000218,286,179,238,8,2,12,Keystone QualityNonConformance 218,QNC000218,1,308.6600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5a7ac64458675e94978d2c4f8ebe82905a7ac64458675e94978d2c4f8ebe8290
219,QNC000219,201,100,169,10,4,7,Northstar QualityNonConformance 219,QNC000219,1,310.0300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6f94e640ac9c5f849e3f5fa2b1f9688f6f94e640ac9c5f849e3f5fa2b1f9688f
220,QNC000220,15,221,453,10,2,11,Northstar QualityNonConformance 220,QNC000220,0,311.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b0ac30b81caf54b8b355991887c8aaf9b0ac30b81caf54b8b355991887c8aaf9
221,QNC000221,-1,270,231,8,1,11,Summit QualityNonConformance 221,QNC000221,1,312.7700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,44b5e80caf385f109508c81676e30df444b5e80caf385f109508c81676e30df4
222,QNC000222,13,62,155,5,4,3,Orion QualityNonConformance 222,QNC000222,1,314.1400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3b214c5ea34b56e0a8b5c1c7473f18073b214c5ea34b56e0a8b5c1c7473f1807
223,QNC000223,116,350,182,10,4,12,Delta QualityNonConformance 223,QNC000223,1,315.5100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,50ea01a2caff5fab8836cc663a76cbf350ea01a2caff5fab8836cc663a76cbf3
224,QNC000224,349,246,278,8,5,12,Ion QualityNonConformance 224,QNC000224,1,316.8800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fe98775e0a155adaad09655d84efa111fe98775e0a155adaad09655d84efa111
225,QNC000225,85,181,379,7,4,11,Northstar QualityNonConformance 225,QNC000225,0,318.2500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8b16ff2090fe5df29f712bd96512490a8b16ff2090fe5df29f712bd96512490a
226,QNC000226,233,95,75,3,2,4,Evergreen QualityNonConformance 226,QNC000226,1,319.6200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8f07457e9bfa5bf2af12d75c4f088a608f07457e9bfa5bf2af12d75c4f088a60
227,QNC000227,69,164,1,11,5,2,Granite QualityNonConformance 227,QNC000227,1,320.9900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c0ac7c612bf05869b9e989f00179fd66c0ac7c612bf05869b9e989f00179fd66
228,QNC000228,219,82,65,6,4,6,Riverton QualityNonConformance 228,QNC000228,1,322.3600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8fb9b45c13635a14bd1e86014c2d71bc8fb9b45c13635a14bd1e86014c2d71bc
229,QNC000229,139,185,399,2,2,9,Vertex QualityNonConformance 229,QNC000229,1,323.7300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9bce764ed9da5a358ef1429cd62988889bce764ed9da5a358ef1429cd6298888
230,QNC000230,422,283,246,7,4,6,Orion QualityNonConformance 230,QNC000230,0,325.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c40cf48deb3e5400b5bfa495104d9a80c40cf48deb3e5400b5bfa495104d9a80
231,QNC000231,99,191,38,4,1,8,Willow QualityNonConformance 231,QNC000231,1,326.4700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e85dffb801645b3caa596e27fb534c8de85dffb801645b3caa596e27fb534c8d
232,QNC000232,285,304,110,1,5,8,Keystone QualityNonConformance 232,QNC000232,1,327.8400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e1b1a03065675fe18c3d9224e4c15190e1b1a03065675fe18c3d9224e4c15190
233,QNC000233,45,184,468,10,2,7,Riverton QualityNonConformance 233,QNC000233,1,329.2100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2b550064f2405882af513efb74b20e3f2b550064f2405882af513efb74b20e3f
234,QNC000234,483,262,415,2,5,11,Zenith QualityNonConformance 234,QNC000234,1,330.5800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d0e76b835c68565da3a60b4675064d39d0e76b835c68565da3a60b4675064d39
235,QNC000235,238,263,412,2,3,8,Titan QualityNonConformance 235,QNC000235,0,331.9500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,490c8897896f5ac3b4e44641ac5cc7ad490c8897896f5ac3b4e44641ac5cc7ad
236,QNC000236,106,192,195,11,4,3,Quartz QualityNonConformance 236,QNC000236,1,333.3200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d6f217f93b7c5f7eac5a12867fb19e92d6f217f93b7c5f7eac5a12867fb19e92
237,QNC000237,28,40,472,9,2,3,Cedar QualityNonConformance 237,QNC000237,1,334.6900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,69c7920797b256b2bb130780ae6d724e69c7920797b256b2bb130780ae6d724e
238,QNC000238,-1,222,188,6,1,5,Evergreen QualityNonConformance 238,QNC000238,1,336.0600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b2ca18a732505396acbec4046f7f99f9b2ca18a732505396acbec4046f7f99f9
239,QNC000239,457,311,24,1,5,2,Riverton QualityNonConformance 239,QNC000239,1,337.4300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e3d44a40ae05533983d3368c4c2a1d9de3d44a40ae05533983d3368c4c2a1d9d
240,QNC000240,202,95,299,9,2,7,Titan QualityNonConformance 240,QNC000240,0,338.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f385fe9b15be5ad4835dd3143fadf942f385fe9b15be5ad4835dd3143fadf942
241,QNC000241,8,279,353,7,2,9,Quartz QualityNonConformance 241,QNC000241,1,340.1700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d9cfbf9aa93b5aeab30e158788c90333d9cfbf9aa93b5aeab30e158788c90333
242,QNC000242,42,133,31,1,5,7,Riverton QualityNonConformance 242,QNC000242,1,341.5400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9ddc837589815a4ebf106b6f97686f9c9ddc837589815a4ebf106b6f97686f9c
243,QNC000243,471,232,186,7,3,4,Titan QualityNonConformance 243,QNC000243,1,342.9100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,54f7e3c387f35ba5a309bf4424e39e4a54f7e3c387f35ba5a309bf4424e39e4a
244,QNC000244,304,11,355,8,2,8,Orion QualityNonConformance 244,QNC000244,1,344.2800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ab6145dfd72b50c2b5c80b7a83e5544aab6145dfd72b50c2b5c80b7a83e5544a
245,QNC000245,272,112,127,10,2,9,Quartz QualityNonConformance 245,QNC000245,0,345.6500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1f41a21abf5d526db5e648c75b4b83081f41a21abf5d526db5e648c75b4b8308
246,QNC000246,492,139,182,3,5,11,Orion QualityNonConformance 246,QNC000246,1,347.0200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f695f3ba2b7251288bf736e58f1ac9aaf695f3ba2b7251288bf736e58f1ac9aa
247,QNC000247,67,224,148,7,3,5,Willow QualityNonConformance 247,QNC000247,1,348.3900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1be5729e427f557382ad5e975526117f1be5729e427f557382ad5e975526117f
248,QNC000248,284,226,291,5,3,2,Beacon QualityNonConformance 248,QNC000248,1,349.7600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9c2230a25bdc53d9937216f288ae40019c2230a25bdc53d9937216f288ae4001
249,QNC000249,340,118,441,8,5,4,Ion QualityNonConformance 249,QNC000249,1,351.1300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5607740c92c35e299e89618cca1c25735607740c92c35e299e89618cca1c2573
250,QNC000250,378,116,272,9,4,9,Unity QualityNonConformance 250,QNC000250,0,352.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0ec2361eed6155e7b9a64aac6cd9e86c0ec2361eed6155e7b9a64aac6cd9e86c
251,QNC000251,445,109,40,11,1,5,Zenith QualityNonConformance 251,QNC000251,1,353.8700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e456418fb755531ba97f3c5b34276e8ae456418fb755531ba97f3c5b34276e8a
252,QNC000252,109,70,341,9,3,7,Riverton QualityNonConformance 252,QNC000252,1,355.2400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dfb206c653005710923de057f2403c6fdfb206c653005710923de057f2403c6f
253,QNC000253,32,156,353,8,5,6,Harbor QualityNonConformance 253,QNC000253,1,356.6100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,75ae7717d5a65f82aa8a2e1c38b880d675ae7717d5a65f82aa8a2e1c38b880d6
254,QNC000254,192,317,327,7,5,8,Pioneer QualityNonConformance 254,QNC000254,1,357.9800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f8d07b5704ef50a8ba116d7763e9b1caf8d07b5704ef50a8ba116d7763e9b1ca
255,QNC000255,-1,60,333,10,2,9,Quartz QualityNonConformance 255,QNC000255,0,359.3500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8e9d989a448d5bf28a684402bc0134c98e9d989a448d5bf28a684402bc0134c9
256,QNC000256,234,300,194,2,5,4,Beacon QualityNonConformance 256,QNC000256,1,360.7200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,315e8e7f303552fdb8aea688291cc2e8315e8e7f303552fdb8aea688291cc2e8
257,QNC000257,446,338,89,6,1,8,Atlas QualityNonConformance 257,QNC000257,1,362.0900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e13427d4bfcd516aaede44d3de6b3ef6e13427d4bfcd516aaede44d3de6b3ef6
258,QNC000258,442,277,127,10,3,9,Summit QualityNonConformance 258,QNC000258,1,363.4600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0b7117b8a87e5c9b83256972d3e23e360b7117b8a87e5c9b83256972d3e23e36
259,QNC000259,162,118,449,7,2,8,Pioneer QualityNonConformance 259,QNC000259,1,364.8300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b8ad843a54b856579259beeb7a5ee488b8ad843a54b856579259beeb7a5ee488
260,QNC000260,71,217,55,7,1,6,Granite QualityNonConformance 260,QNC000260,0,366.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,30f6c3a0f1ba57bda11e5e032c98d54730f6c3a0f1ba57bda11e5e032c98d547
261,QNC000261,472,124,190,6,1,7,Cedar QualityNonConformance 261,QNC000261,1,367.5700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,85a3e8c8aaab510e903ddef6a87b6e1585a3e8c8aaab510e903ddef6a87b6e15
262,QNC000262,357,348,469,7,3,6,Pioneer QualityNonConformance 262,QNC000262,1,368.9400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7f4b5a7eb542562bae6f21632a83637f7f4b5a7eb542562bae6f21632a83637f
263,QNC000263,291,9,220,12,4,4,Forge QualityNonConformance 263,QNC000263,1,370.3100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bb975e4808bc53a69f213671a443edd0bb975e4808bc53a69f213671a443edd0
264,QNC000264,19,345,428,12,4,10,Willow QualityNonConformance 264,QNC000264,1,371.6800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b3c31450075d5917a24145e532d4ffb9b3c31450075d5917a24145e532d4ffb9
265,QNC000265,496,178,200,6,4,3,Atlas QualityNonConformance 265,QNC000265,0,373.0500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fe9a05979bec5a92b4d9c172ff8bb43afe9a05979bec5a92b4d9c172ff8bb43a
266,QNC000266,90,168,195,9,5,12,Willow QualityNonConformance 266,QNC000266,1,374.4200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2f7d2d8f53a3595999319e979e0e105d2f7d2d8f53a3595999319e979e0e105d
267,QNC000267,459,308,334,2,4,12,Junction QualityNonConformance 267,QNC000267,1,375.7900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3a9fc4eaac735873aa1f1180dd9cf6f23a9fc4eaac735873aa1f1180dd9cf6f2
268,QNC000268,125,4,12,1,5,5,Zenith QualityNonConformance 268,QNC000268,1,377.1600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f6f9350fa2575d968a2d1078da742db2f6f9350fa2575d968a2d1078da742db2
269,QNC000269,113,343,357,2,3,9,Ion QualityNonConformance 269,QNC000269,1,378.5300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7e26c95eed80577f89e9296cd33f71527e26c95eed80577f89e9296cd33f7152
270,QNC000270,356,204,287,7,5,9,Riverton QualityNonConformance 270,QNC000270,0,379.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b39888a87dc151a08caaffc0b019ae1bb39888a87dc151a08caaffc0b019ae1b
271,QNC000271,445,283,185,8,5,8,Riverton QualityNonConformance 271,QNC000271,1,381.2700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0aeadbdcfa3b55c08a015b9fa386dadf0aeadbdcfa3b55c08a015b9fa386dadf
272,QNC000272,-1,339,310,2,1,3,Granite QualityNonConformance 272,QNC000272,1,382.6400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d3be8fe30edf5734adaabe371b3bb7d7d3be8fe30edf5734adaabe371b3bb7d7
273,QNC000273,361,312,115,2,4,8,Junction QualityNonConformance 273,QNC000273,1,384.0100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3b1a43c3a8e75ba9adaf1c6f3baf007d3b1a43c3a8e75ba9adaf1c6f3baf007d
274,QNC000274,132,150,354,1,2,10,Vertex QualityNonConformance 274,QNC000274,1,385.3800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8583d1be403b5bf89f42f49e9fa4357d8583d1be403b5bf89f42f49e9fa4357d
275,QNC000275,375,105,232,12,5,12,Ion QualityNonConformance 275,QNC000275,0,386.7500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9e1496cd1f3b5b1594f68dec0ace49059e1496cd1f3b5b1594f68dec0ace4905
276,QNC000276,76,160,211,3,3,1,Granite QualityNonConformance 276,QNC000276,1,388.1200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ca31d52fe65e57899956a2ebe3cc0017ca31d52fe65e57899956a2ebe3cc0017
277,QNC000277,20,84,248,3,2,7,Quartz QualityNonConformance 277,QNC000277,1,389.4900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cd89a4d3a7d25714aa13171796ce8faecd89a4d3a7d25714aa13171796ce8fae
278,QNC000278,170,78,290,12,4,11,Orion QualityNonConformance 278,QNC000278,1,390.8600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8ccd71c6d5285f06b737032b944b5e9a8ccd71c6d5285f06b737032b944b5e9a
279,QNC000279,239,95,342,6,2,12,Summit QualityNonConformance 279,QNC000279,1,392.2300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a35266cc34d85aba8289d23fb3ee43d0a35266cc34d85aba8289d23fb3ee43d0
280,QNC000280,28,127,71,7,5,7,Liberty QualityNonConformance 280,QNC000280,0,393.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4fa7bffdba1c53b6abdffdc10aa6715a4fa7bffdba1c53b6abdffdc10aa6715a
281,QNC000281,165,42,308,6,5,12,Evergreen QualityNonConformance 281,QNC000281,1,394.9700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7379d37fadc35c4bbd4a0a6ebf8700bf7379d37fadc35c4bbd4a0a6ebf8700bf
282,QNC000282,344,340,377,11,1,4,Northstar QualityNonConformance 282,QNC000282,1,396.3400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c6a49655ff7b5a29b10233e1cb5a2870c6a49655ff7b5a29b10233e1cb5a2870
283,QNC000283,54,181,374,8,1,11,Summit QualityNonConformance 283,QNC000283,1,397.7100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,301bfb18a51553b49121a06fa920187b301bfb18a51553b49121a06fa920187b
284,QNC000284,342,346,319,3,1,10,Pioneer QualityNonConformance 284,QNC000284,1,399.0800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,106928f80b85599fb652601a27984822106928f80b85599fb652601a27984822
285,QNC000285,101,307,216,3,4,1,Junction QualityNonConformance 285,QNC000285,0,400.4500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,391382c8dc9c5285a24e16007b232f03391382c8dc9c5285a24e16007b232f03
286,QNC000286,91,305,417,5,2,5,Northstar QualityNonConformance 286,QNC000286,1,401.8200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c98220db95655198b7e7114c29a9d577c98220db95655198b7e7114c29a9d577
287,QNC000287,362,197,49,11,2,7,Keystone QualityNonConformance 287,QNC000287,1,403.1900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8ba8bc979bd25b429834d6393359ae798ba8bc979bd25b429834d6393359ae79
288,QNC000288,128,267,426,8,3,9,Titan QualityNonConformance 288,QNC000288,1,404.5600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,afcee5537e0854a187f3d1d7ee4374a0afcee5537e0854a187f3d1d7ee4374a0
289,QNC000289,-1,129,360,11,3,6,Titan QualityNonConformance 289,QNC000289,1,405.9300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,48a928f808ba54edb50b4adaffd9c3ae48a928f808ba54edb50b4adaffd9c3ae
290,QNC000290,338,304,253,6,1,1,Orion QualityNonConformance 290,QNC000290,0,407.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aaa9654bb135579fa71dcf1f2645999baaa9654bb135579fa71dcf1f2645999b
