FinanceProductCostVersionKey,ProductCostVersionCode,ProductKey,PlantKey,FinanceCostComponentDetailKey,FinanceCostingMethodKey,CurrencyKey,CostVersionName,EffectiveDate,ExpirationDate,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
190,FPCV000190,401,123,489,2,1,Ion FinanceProductCostVersion 190,2020-07-09,2020-07-09,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fdbea60e37405a278b6101a20d69d41ffdbea60e37405a278b6101a20d69d41f
191,FPCV000191,160,90,4,6,1,Summit FinanceProductCostVersion 191,2020-07-10,2020-07-10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f71719159849580bb16c639ce57331a3f71719159849580bb16c639ce57331a3
192,FPCV000192,51,93,211,2,4,Keystone FinanceProductCostVersion 192,2020-07-11,2020-07-11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6f6dcbe17f14510fae5705afd027b31d6f6dcbe17f14510fae5705afd027b31d
193,FPCV000193,469,142,439,4,5,Delta FinanceProductCostVersion 193,2020-07-12,2020-07-12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7baf1f8534265d7eadf58e7f111c0a6e7baf1f8534265d7eadf58e7f111c0a6e
194,FPCV000194,475,342,300,5,2,Atlas FinanceProductCostVersion 194,2020-07-13,2020-07-13,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,663ddf97dbd8501584f8bcd14df3d004663ddf97dbd8501584f8bcd14df3d004
195,FPCV000195,316,236,489,3,2,Liberty FinanceProductCostVersion 195,2020-07-14,2020-07-14,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,38c970f94a6651538f883dd99eb0d12c38c970f94a6651538f883dd99eb0d12c
196,FPCV000196,60,68,154,7,2,Beacon FinanceProductCostVersion 196,2020-07-15,2020-07-15,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,17586ad559be57559e687d4d0520b64617586ad559be57559e687d4d0520b646
197,FPCV000197,341,66,31,1,4,Northstar FinanceProductCostVersion 197,2020-07-16,2020-07-16,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a199e576d86c518ca4ae60389f381634a199e576d86c518ca4ae60389f381634
198,FPCV000198,258,273,167,4,3,Riverton FinanceProductCostVersion 198,2020-07-17,2020-07-17,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fecfd37e17bd5b6a8ac00c6d8df90b05fecfd37e17bd5b6a8ac00c6d8df90b05
199,FPCV000199,216,50,314,4,4,Cedar FinanceProductCostVersion 199,2020-07-18,2020-07-18,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c25e852faa125b1985c20e20552697d6c25e852faa125b1985c20e20552697d6
200,FPCV000200,132,317,18,5,4,Keystone FinanceProductCostVersion 200,2020-07-19,2020-07-19,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a629b1c24f1d5859ae368ee40b91b175a629b1c24f1d5859ae368ee40b91b175
201,FPCV000201,19,308,168,8,1,Unity FinanceProductCostVersion 201,2020-07-20,2020-07-20,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,faea4119527152d59110a88ffbc18ae5faea4119527152d59110a88ffbc18ae5
202,FPCV000202,339,253,294,2,5,Ion FinanceProductCostVersion 202,2020-07-21,2020-07-21,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6db74242d1835ed9bb78eed7966f454a6db74242d1835ed9bb78eed7966f454a
203,FPCV000203,126,106,410,4,3,Summit FinanceProductCostVersion 203,2020-07-22,2020-07-22,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fadb69e691885dd78ff746bab84e9129fadb69e691885dd78ff746bab84e9129
204,FPCV000204,239,40,423,6,1,Zenith FinanceProductCostVersion 204,2020-07-23,2020-07-23,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,961593581eb758098a4a6e132499e599961593581eb758098a4a6e132499e599
205,FPCV000205,116,342,155,7,3,Beacon FinanceProductCostVersion 205,2020-07-24,2020-07-24,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1acab470f10d592484650c31306434591acab470f10d592484650c3130643459
206,FPCV000206,49,308,185,4,3,Quartz FinanceProductCostVersion 206,2020-07-25,2020-07-25,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2f8262f190e55d258c24b302f5d5b5d02f8262f190e55d258c24b302f5d5b5d0
207,FPCV000207,81,308,83,6,1,Zenith FinanceProductCostVersion 207,2020-07-26,2020-07-26,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,af470abea4d25c099494c8cd907d547daf470abea4d25c099494c8cd907d547d
208,FPCV000208,26,253,315,3,1,Willow FinanceProductCostVersion 208,2020-07-27,2020-07-27,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,22500d66a6d656cf97924e28057985c522500d66a6d656cf97924e28057985c5
209,FPCV000209,450,57,49,5,3,Northstar FinanceProductCostVersion 209,2020-07-28,2020-07-28,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7dd5391fd2cf5e178f19c66df40907767dd5391fd2cf5e178f19c66df4090776
210,FPCV000210,488,294,307,1,3,Evergreen FinanceProductCostVersion 210,2020-07-29,2020-07-29,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,88d1a984eec4541d904ed41733b852d988d1a984eec4541d904ed41733b852d9
211,FPCV000211,480,312,467,2,2,Beacon FinanceProductCostVersion 211,2020-07-30,2020-07-30,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b598a881862555568b46a1893ee56b36b598a881862555568b46a1893ee56b36
212,FPCV000212,265,119,215,2,1,Summit FinanceProductCostVersion 212,2020-07-31,2020-07-31,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,48f72e08555256afa4941a3c309b11eb48f72e08555256afa4941a3c309b11eb
213,FPCV000213,285,337,481,6,3,Titan FinanceProductCostVersion 213,2020-08-01,2020-08-01,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c63c90ed73b75ed3a989afc44b8ec700c63c90ed73b75ed3a989afc44b8ec700
214,FPCV000214,14,316,426,5,3,Liberty FinanceProductCostVersion 214,2020-08-02,2020-08-02,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,66c5ee02e9e353c492805954d009581166c5ee02e9e353c492805954d0095811
215,FPCV000215,309,134,497,6,3,Orion FinanceProductCostVersion 215,2020-08-03,2020-08-03,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,000180e05b865fb6b0eb55d8c6f6f347000180e05b865fb6b0eb55d8c6f6f347
216,FPCV000216,150,10,108,1,4,Willow FinanceProductCostVersion 216,2020-08-04,2020-08-04,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4e5ac84d3b605f51b81e96e288ea3fc84e5ac84d3b605f51b81e96e288ea3fc8
217,FPCV000217,359,240,2,6,5,Delta FinanceProductCostVersion 217,2020-08-05,2020-08-05,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bffd1de52f2b5c5eb894ce1a7493f42abffd1de52f2b5c5eb894ce1a7493f42a
218,FPCV000218,267,203,310,6,4,Delta FinanceProductCostVersion 218,2020-08-06,2020-08-06,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,709eb28d1b3f5d16983c3cca34dfb15b709eb28d1b3f5d16983c3cca34dfb15b
219,FPCV000219,263,293,494,2,5,Unity FinanceProductCostVersion 219,2020-08-07,2020-08-07,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,72e4715d12e1560ea7636e98d7f30b2972e4715d12e1560ea7636e98d7f30b29
220,FPCV000220,430,267,450,6,4,Delta FinanceProductCostVersion 220,2020-08-08,2020-08-08,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,231a1d3c2aa85d84a125e89f091b06ee231a1d3c2aa85d84a125e89f091b06ee
221,FPCV000221,433,177,384,8,1,Willow FinanceProductCostVersion 221,2020-08-09,2020-08-09,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a695a84a2fce5d2aa13ad4b465c4b5baa695a84a2fce5d2aa13ad4b465c4b5ba
222,FPCV000222,188,166,387,5,1,Zenith FinanceProductCostVersion 222,2020-08-10,2020-08-10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,649c20f9587e530492ae6abeafca7603649c20f9587e530492ae6abeafca7603
223,FPCV000223,272,82,233,5,2,Keystone FinanceProductCostVersion 223,2020-08-11,2020-08-11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d9d61f0ab97b5cdabd9b448b7de989e9d9d61f0ab97b5cdabd9b448b7de989e9
224,FPCV000224,93,332,41,6,5,Northstar FinanceProductCostVersion 224,2020-08-12,2020-08-12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,731886d6fd0b51279d008ca46da91b3f731886d6fd0b51279d008ca46da91b3f
225,FPCV000225,49,232,350,5,4,Zenith FinanceProductCostVersion 225,2020-08-13,2020-08-13,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,205ca5f0ac6b5272a7881b495e477f48205ca5f0ac6b5272a7881b495e477f48
226,FPCV000226,142,340,264,4,4,Pioneer FinanceProductCostVersion 226,2020-08-14,2020-08-14,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dd1f72ab6f5c5e4da71c1367ac2fa0e5dd1f72ab6f5c5e4da71c1367ac2fa0e5
227,FPCV000227,85,193,301,8,5,Quartz FinanceProductCostVersion 227,2020-08-15,2020-08-15,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f212772579f55f0988d6f2194af4d866f212772579f55f0988d6f2194af4d866
228,FPCV000228,113,264,344,8,3,Titan FinanceProductCostVersion 228,2020-08-16,2020-08-16,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2258dca33ff15207b45f45fb68ccb8782258dca33ff15207b45f45fb68ccb878
229,FPCV000229,173,250,54,3,5,Forge FinanceProductCostVersion 229,2020-08-17,2020-08-17,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9e17e70d01de5ecc95f0311e1417d2669e17e70d01de5ecc95f0311e1417d266
230,FPCV000230,33,183,277,7,2,Harbor FinanceProductCostVersion 230,2020-08-18,2020-08-18,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d8e48e8ebd185ded938a9d2bff495482d8e48e8ebd185ded938a9d2bff495482
231,FPCV000231,339,176,68,7,3,Cedar FinanceProductCostVersion 231,2020-08-19,2020-08-19,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0c67770520d752c786cb6e715ca874ce0c67770520d752c786cb6e715ca874ce
232,FPCV000232,373,219,451,3,2,Vertex FinanceProductCostVersion 232,2020-08-20,2020-08-20,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1f1013bb1c2a584a966ff3506ebd297c1f1013bb1c2a584a966ff3506ebd297c
233,FPCV000233,153,308,421,5,4,Willow FinanceProductCostVersion 233,2020-08-21,2020-08-21,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e0d4c666213b58219263a204e10cd6afe0d4c666213b58219263a204e10cd6af
234,FPCV000234,385,1,145,3,4,Zenith FinanceProductCostVersion 234,2020-08-22,2020-08-22,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9f72ce531b7f5d0b8ac304a60b247da29f72ce531b7f5d0b8ac304a60b247da2
235,FPCV000235,269,20,402,7,1,Forge FinanceProductCostVersion 235,2020-08-23,2020-08-23,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5d6dc3d6fc585f6ca3ddb4bbb033c8505d6dc3d6fc585f6ca3ddb4bbb033c850
236,FPCV000236,233,140,14,1,4,Forge FinanceProductCostVersion 236,2020-08-24,2020-08-24,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cd2560c0ef5058c6b4cfc9903ea8b3e3cd2560c0ef5058c6b4cfc9903ea8b3e3
237,FPCV000237,51,229,450,4,4,Titan FinanceProductCostVersion 237,2020-08-25,2020-08-25,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a1de0b1ae4205c219dd62cc3cce61ee9a1de0b1ae4205c219dd62cc3cce61ee9
238,FPCV000238,40,333,109,1,3,Keystone FinanceProductCostVersion 238,2020-08-26,2020-08-26,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2efca16ad5a25920a4a2638bc1d0b3bb2efca16ad5a25920a4a2638bc1d0b3bb
239,FPCV000239,342,54,111,1,3,Meridian FinanceProductCostVersion 239,2020-08-27,2020-08-27,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6f1610b89d7d5a4199273f253ba940de6f1610b89d7d5a4199273f253ba940de
240,FPCV000240,389,208,385,3,3,Willow FinanceProductCostVersion 240,2020-08-28,2020-08-28,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5a50d8862e535923b8bcce79ca44ef265a50d8862e535923b8bcce79ca44ef26
241,FPCV000241,52,140,391,8,5,Granite FinanceProductCostVersion 241,2020-08-29,2020-08-29,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d5e347a33fc857699e112dbf26f3cbafd5e347a33fc857699e112dbf26f3cbaf
242,FPCV000242,79,193,45,8,3,Liberty FinanceProductCostVersion 242,2020-08-30,2020-08-30,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d738b5d7a10554f9aafcc1c71df9e7b4d738b5d7a10554f9aafcc1c71df9e7b4
243,FPCV000243,207,181,80,1,5,Junction FinanceProductCostVersion 243,2020-08-31,2020-08-31,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,be181621ea625e8aa595aa61d542ea44be181621ea625e8aa595aa61d542ea44
244,FPCV000244,95,202,388,4,2,Granite FinanceProductCostVersion 244,2020-09-01,2020-09-01,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,98a421ee61dd5c1ea0c9cc7ac82f01e898a421ee61dd5c1ea0c9cc7ac82f01e8
245,FPCV000245,79,316,280,6,3,Ion FinanceProductCostVersion 245,2020-09-02,2020-09-02,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,efdee0d56abe5bf0ae4f7853ce044612efdee0d56abe5bf0ae4f7853ce044612
246,FPCV000246,165,308,492,2,4,Harbor FinanceProductCostVersion 246,2020-09-03,2020-09-03,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bb937c1002cb58b9a4edfd77044f7529bb937c1002cb58b9a4edfd77044f7529
247,FPCV000247,491,123,490,2,5,Riverton FinanceProductCostVersion 247,2020-09-04,2020-09-04,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c90f7b4363ab5822a98007e07957f99fc90f7b4363ab5822a98007e07957f99f
248,FPCV000248,217,113,482,4,2,Riverton FinanceProductCostVersion 248,2020-09-05,2020-09-05,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,797b683989ec5312a1c241e1d2e881a4797b683989ec5312a1c241e1d2e881a4
249,FPCV000249,263,271,102,8,5,Cedar FinanceProductCostVersion 249,2020-09-06,2020-09-06,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dd7c4337557e5c1a99151e7d8d94dd59dd7c4337557e5c1a99151e7d8d94dd59
250,FPCV000250,372,129,431,2,2,Unity FinanceProductCostVersion 250,2020-09-07,2020-09-07,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9f81857afda65fb8b77b23dc012213089f81857afda65fb8b77b23dc01221308
251,FPCV000251,51,108,182,2,4,Harbor FinanceProductCostVersion 251,2020-09-08,2020-09-08,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a79be14a92795badb48810c02c338e79a79be14a92795badb48810c02c338e79
252,FPCV000252,270,152,428,8,4,Liberty FinanceProductCostVersion 252,2020-09-09,2020-09-09,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2fbddb72e63d594aa3355a57d205c57c2fbddb72e63d594aa3355a57d205c57c
253,FPCV000253,121,344,178,7,1,Ion FinanceProductCostVersion 253,2020-09-10,2020-09-10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2b852805d94054a0967f5be268d46d7a2b852805d94054a0967f5be268d46d7a
254,FPCV000254,345,78,471,3,2,Junction FinanceProductCostVersion 254,2020-09-11,2020-09-11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bc45bee317935bbeaf00344115744efbbc45bee317935bbeaf00344115744efb
255,FPCV000255,233,293,442,3,2,Unity FinanceProductCostVersion 255,2020-09-12,2020-09-12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,987bd8872ec15e9e9fc8f82a4fd26325987bd8872ec15e9e9fc8f82a4fd26325
256,FPCV000256,219,99,227,4,3,Cedar FinanceProductCostVersion 256,2020-09-13,2020-09-13,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,979160b8c42759ebb918a00b3d35bd3c979160b8c42759ebb918a00b3d35bd3c
257,FPCV000257,492,142,352,5,4,Atlas FinanceProductCostVersion 257,2020-09-14,2020-09-14,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6f686ce97d43571eae1ed26f644932216f686ce97d43571eae1ed26f64493221
258,FPCV000258,370,258,62,1,5,Unity FinanceProductCostVersion 258,2020-09-15,2020-09-15,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,df66bbbb0186509e917dd3cb247e5300df66bbbb0186509e917dd3cb247e5300
259,FPCV000259,78,287,87,3,3,Zenith FinanceProductCostVersion 259,2020-09-16,2020-09-16,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,11289a2518505265823ec3a195362c2d11289a2518505265823ec3a195362c2d
260,FPCV000260,35,237,120,6,4,Vertex FinanceProductCostVersion 260,2020-09-17,2020-09-17,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1522b5d54fcd5184913ef09a166e79721522b5d54fcd5184913ef09a166e7972
261,FPCV000261,47,280,492,2,4,Evergreen FinanceProductCostVersion 261,2020-09-18,2020-09-18,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7954a5361cf356e594ac1c0e153ceb3f7954a5361cf356e594ac1c0e153ceb3f
262,FPCV000262,135,254,52,5,5,Cedar FinanceProductCostVersion 262,2020-09-19,2020-09-19,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,49bfa2175a455380aaa29ca66102bfa949bfa2175a455380aaa29ca66102bfa9
263,FPCV000263,263,167,265,5,1,Zenith FinanceProductCostVersion 263,2020-09-20,2020-09-20,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,290b05c082ae581f8e9b5c73cf8314e4290b05c082ae581f8e9b5c73cf8314e4
264,FPCV000264,307,15,404,6,5,Quartz FinanceProductCostVersion 264,2020-09-21,2020-09-21,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b10371076a185753a61a492a55d20921b10371076a185753a61a492a55d20921
265,FPCV000265,450,301,485,4,5,Pioneer FinanceProductCostVersion 265,2020-09-22,2020-09-22,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2c0560bdda6954d5bef98ba904de36e42c0560bdda6954d5bef98ba904de36e4
266,FPCV000266,328,74,224,2,3,Northstar FinanceProductCostVersion 266,2020-09-23,2020-09-23,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6ac4cb764dea5c0685308c48b9fb5cd96ac4cb764dea5c0685308c48b9fb5cd9
267,FPCV000267,17,226,55,5,2,Pioneer FinanceProductCostVersion 267,2020-09-24,2020-09-24,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,501798984ea852ab9e97865b231f6e12501798984ea852ab9e97865b231f6e12
268,FPCV000268,58,172,485,6,3,Cedar FinanceProductCostVersion 268,2020-09-25,2020-09-25,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,37eb049055565a45a4efbf7eef7bce8637eb049055565a45a4efbf7eef7bce86
269,FPCV000269,298,238,11,8,1,Atlas FinanceProductCostVersion 269,2020-09-26,2020-09-26,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,42621be5600b566ba2c634c430380ed942621be5600b566ba2c634c430380ed9
270,FPCV000270,240,255,454,7,2,Delta FinanceProductCostVersion 270,2020-09-27,2020-09-27,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5d028a9780c059d786cb2053b3a64a575d028a9780c059d786cb2053b3a64a57
271,FPCV000271,138,324,450,2,3,Pioneer FinanceProductCostVersion 271,2020-09-28,2020-09-28,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,92f6207a8443553db2e34fe5e277b32292f6207a8443553db2e34fe5e277b322
272,FPCV000272,142,262,50,5,5,Northstar FinanceProductCostVersion 272,2020-09-29,2020-09-29,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,945bef3c510950c4b880c5b6aa2d97e0945bef3c510950c4b880c5b6aa2d97e0
273,FPCV000273,478,195,224,5,3,Evergreen FinanceProductCostVersion 273,2020-09-30,2020-09-30,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,758ef330dec75bee9b04b8551fb45604758ef330dec75bee9b04b8551fb45604
274,FPCV000274,350,11,276,1,5,Junction FinanceProductCostVersion 274,2020-10-01,2020-10-01,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bd9f4e492a2b516b9607f0dc0e72b80bbd9f4e492a2b516b9607f0dc0e72b80b
275,FPCV000275,200,113,27,4,5,Atlas FinanceProductCostVersion 275,2020-10-02,2020-10-02,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,92f3ca981fd65c31803607e9a77c1f0f92f3ca981fd65c31803607e9a77c1f0f
276,FPCV000276,183,325,415,4,2,Keystone FinanceProductCostVersion 276,2020-10-03,2020-10-03,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d6764fa453c1526b9186020723787774d6764fa453c1526b9186020723787774
277,FPCV000277,34,143,418,6,3,Beacon FinanceProductCostVersion 277,2020-10-04,2020-10-04,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bba0857a5f89513f9f07d350a2836724bba0857a5f89513f9f07d350a2836724
278,FPCV000278,37,254,100,3,3,Vertex FinanceProductCostVersion 278,2020-10-05,2020-10-05,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4d8079a61a5c5e87a2ed93c5cf6d31bb4d8079a61a5c5e87a2ed93c5cf6d31bb
279,FPCV000279,355,79,1,7,5,Quartz FinanceProductCostVersion 279,2020-10-06,2020-10-06,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f6d37ef8031d5890a292bea1a3915d92f6d37ef8031d5890a292bea1a3915d92
280,FPCV000280,277,168,288,5,3,Riverton FinanceProductCostVersion 280,2020-10-07,2020-10-07,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b48a6e805c7e500d8bd85fd6cdbcd986b48a6e805c7e500d8bd85fd6cdbcd986
281,FPCV000281,147,293,2,3,4,Willow FinanceProductCostVersion 281,2020-10-08,2020-10-08,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,19e7d849f2ef52a0b9f61e410851424919e7d849f2ef52a0b9f61e4108514249
282,FPCV000282,263,248,211,8,1,Meridian FinanceProductCostVersion 282,2020-10-09,2020-10-09,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,77f32ac5bcbd5095b305195098c6b35777f32ac5bcbd5095b305195098c6b357
283,FPCV000283,18,1,269,2,2,Meridian FinanceProductCostVersion 283,2020-10-10,2020-10-10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,44661cdbe6b25c60a6de6a98cf90c9e644661cdbe6b25c60a6de6a98cf90c9e6
284,FPCV000284,2,84,453,3,4,Forge FinanceProductCostVersion 284,2020-10-11,2020-10-11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,58126fd6dede5b58a7a175cdae60b89058126fd6dede5b58a7a175cdae60b890
285,FPCV000285,500,111,150,8,3,Ion FinanceProductCostVersion 285,2020-10-12,2020-10-12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4f45527224605abf909721b87fbfac104f45527224605abf909721b87fbfac10
