ServiceContractKey,ServiceContractNumber,CustomerKey,WarrantyTermKey,ServiceTerritoryKey,ServiceContractStatusKey,CurrencyKey,ServiceContractName,ContractValueAmount,ResponseTimeHours,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
208,SC000208,93,494,222,3,5,Zenith ServiceContract 208,294.9600,17.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d9b16d74c7235178a4ca46d85c388d5ad9b16d74c7235178a4ca46d85c388d5a
209,SC000209,162,24,324,6,2,Cedar ServiceContract 209,296.3300,18.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,431323c3a536589a958c632dafc2efd3431323c3a536589a958c632dafc2efd3
210,SC000210,43,95,441,5,3,Keystone ServiceContract 210,297.7000,19.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,da95877d7d2f58c49a268392862184e3da95877d7d2f58c49a268392862184e3
211,SC000211,45,140,394,1,4,Pioneer ServiceContract 211,299.0700,20.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c1046fdb06775e779791fd686b5755efc1046fdb06775e779791fd686b5755ef
212,SC000212,122,481,424,3,4,Vertex ServiceContract 212,300.4400,21.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4194a9d622e251349f0fcb9c5e5e8a1b4194a9d622e251349f0fcb9c5e5e8a1b
213,SC000213,338,143,284,1,1,Riverton ServiceContract 213,301.8100,22.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2e2b6c473a58580098079191868e71412e2b6c473a58580098079191868e7141
214,SC000214,96,440,338,5,4,Riverton ServiceContract 214,303.1800,23.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,278d0514a4cf52f69afd7b45507f2494278d0514a4cf52f69afd7b45507f2494
215,SC000215,488,247,173,2,4,Junction ServiceContract 215,304.5500,24.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,693605d51d345ed2891a4dccb2a174fe693605d51d345ed2891a4dccb2a174fe
216,SC000216,192,311,196,1,2,Atlas ServiceContract 216,305.9200,1.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,da972822ff035c92adb73db2e128d700da972822ff035c92adb73db2e128d700
217,SC000217,309,199,100,1,1,Quartz ServiceContract 217,307.2900,2.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7f9fbe6bb91a579aba74665c1808454c7f9fbe6bb91a579aba74665c1808454c
218,SC000218,80,267,390,7,2,Atlas ServiceContract 218,308.6600,3.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,90e51b4bf5125b2789079d0cf22677e690e51b4bf5125b2789079d0cf22677e6
219,SC000219,95,348,341,7,4,Junction ServiceContract 219,310.0300,4.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d118f353b313581a87f1d3b4e20111f7d118f353b313581a87f1d3b4e20111f7
220,SC000220,298,395,498,7,1,Keystone ServiceContract 220,311.4000,5.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,464a1cfafcc4578484d6b4c6f8471af6464a1cfafcc4578484d6b4c6f8471af6
221,SC000221,159,441,310,7,2,Keystone ServiceContract 221,312.7700,6.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d8b29acfb9ba518da57c9bb815699061d8b29acfb9ba518da57c9bb815699061
222,SC000222,338,345,218,5,2,Summit ServiceContract 222,314.1400,7.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c8de8664f71f5f78b130cb82fcba0ae2c8de8664f71f5f78b130cb82fcba0ae2
223,SC000223,313,372,58,1,2,Cedar ServiceContract 223,315.5100,8.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d0579b34ac155b8db5a9f338ac3d8cd4d0579b34ac155b8db5a9f338ac3d8cd4
224,SC000224,321,146,479,6,3,Forge ServiceContract 224,316.8800,9.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cee5ecc1655a5cc386254812f9f36f14cee5ecc1655a5cc386254812f9f36f14
225,SC000225,243,258,454,5,3,Unity ServiceContract 225,318.2500,10.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f7d9d5000dd85a74868e864ee5363d10f7d9d5000dd85a74868e864ee5363d10
226,SC000226,349,42,94,1,1,Granite ServiceContract 226,319.6200,11.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,33501cdf40b1597a8eccb6e945dabfb033501cdf40b1597a8eccb6e945dabfb0
227,SC000227,7,284,239,3,4,Zenith ServiceContract 227,320.9900,12.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,91fc1203af595a3da541f8addf3d83ba91fc1203af595a3da541f8addf3d83ba
228,SC000228,38,65,317,5,3,Orion ServiceContract 228,322.3600,13.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f1d1b6e79cf75fda87fdec564000823ff1d1b6e79cf75fda87fdec564000823f
229,SC000229,144,161,411,6,2,Riverton ServiceContract 229,323.7300,14.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,04b36b99251755089de0042310022bea04b36b99251755089de0042310022bea
230,SC000230,191,82,296,4,5,Cedar ServiceContract 230,325.1000,15.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,be1803bbb1be5bbba41e407392aa23c0be1803bbb1be5bbba41e407392aa23c0
231,SC000231,224,425,413,3,5,Granite ServiceContract 231,326.4700,16.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8912085abb535bb486d973675b31cc4e8912085abb535bb486d973675b31cc4e
232,SC000232,328,363,216,5,5,Forge ServiceContract 232,327.8400,17.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ff29239eaeb35052b3b41f5fe8a705f2ff29239eaeb35052b3b41f5fe8a705f2
233,SC000233,206,99,444,1,3,Keystone ServiceContract 233,329.2100,18.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,02546a9ff9fc5498891623a016a9922b02546a9ff9fc5498891623a016a9922b
234,SC000234,116,240,180,6,4,Summit ServiceContract 234,330.5800,19.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,054f39773b035fd78054a3d7285dbeb1054f39773b035fd78054a3d7285dbeb1
235,SC000235,96,287,406,3,5,Harbor ServiceContract 235,331.9500,20.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e207744a31eb5addaf9cd730318b4e26e207744a31eb5addaf9cd730318b4e26
236,SC000236,383,226,420,3,2,Keystone ServiceContract 236,333.3200,21.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ba58076875de5881bfca6573d6dee606ba58076875de5881bfca6573d6dee606
237,SC000237,365,277,344,2,2,Summit ServiceContract 237,334.6900,22.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1245e914dc9c593caee473cbabb590c71245e914dc9c593caee473cbabb590c7
238,SC000238,176,43,283,5,3,Harbor ServiceContract 238,336.0600,23.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a7a67a09272b51bfb26de1b9f3ac1c00a7a67a09272b51bfb26de1b9f3ac1c00
239,SC000239,350,296,219,6,2,Forge ServiceContract 239,337.4300,24.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,354f96e3703552a689cc379128bc5b8d354f96e3703552a689cc379128bc5b8d
240,SC000240,88,84,64,2,5,Pioneer ServiceContract 240,338.8000,1.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7cc4fee8b01a5c0ea8ad61e48fc306ba7cc4fee8b01a5c0ea8ad61e48fc306ba
241,SC000241,171,53,119,4,5,Pioneer ServiceContract 241,340.1700,2.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f6e2fd621f505a6e9a1f14200162b517f6e2fd621f505a6e9a1f14200162b517
242,SC000242,174,114,143,5,2,Northstar ServiceContract 242,341.5400,3.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c9e4eb59cfc25e1b83f85b397c5b017ac9e4eb59cfc25e1b83f85b397c5b017a
243,SC000243,318,411,179,2,3,Forge ServiceContract 243,342.9100,4.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9a1e2c49a2e55cefb0bc675af81133709a1e2c49a2e55cefb0bc675af8113370
244,SC000244,82,345,152,2,1,Keystone ServiceContract 244,344.2800,5.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bedecd85a4815c80ba1a48af0d75a808bedecd85a4815c80ba1a48af0d75a808
245,SC000245,145,36,191,1,3,Keystone ServiceContract 245,345.6500,6.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b4c75681a09757d899f68e1a5a0f5e08b4c75681a09757d899f68e1a5a0f5e08
246,SC000246,461,279,195,3,1,Willow ServiceContract 246,347.0200,7.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c39077efc1a859939ef4a0b9990b0f35c39077efc1a859939ef4a0b9990b0f35
247,SC000247,234,244,53,3,1,Cedar ServiceContract 247,348.3900,8.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,41a4680f08645648ae036562d361612541a4680f08645648ae036562d3616125
248,SC000248,170,340,391,6,1,Meridian ServiceContract 248,349.7600,9.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,819b1c2be4035f6d9b87f270ea3cda62819b1c2be4035f6d9b87f270ea3cda62
249,SC000249,133,464,72,5,5,Granite ServiceContract 249,351.1300,10.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3b4c3f9513da58c382a3837427850be63b4c3f9513da58c382a3837427850be6
250,SC000250,343,313,318,7,5,Willow ServiceContract 250,352.5000,11.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0ed1ad4692875a65950bd4b62c509aae0ed1ad4692875a65950bd4b62c509aae
251,SC000251,98,252,304,3,4,Willow ServiceContract 251,353.8700,12.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8eaa492c645358459984ac77ba857ce98eaa492c645358459984ac77ba857ce9
252,SC000252,182,218,198,6,4,Vertex ServiceContract 252,355.2400,13.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bd03f669cc065a1fa24b90a9439af00cbd03f669cc065a1fa24b90a9439af00c
253,SC000253,150,161,184,1,5,Northstar ServiceContract 253,356.6100,14.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b9a73e912ffa5d0a9b7cf4892d8c8231b9a73e912ffa5d0a9b7cf4892d8c8231
254,SC000254,301,266,73,2,2,Junction ServiceContract 254,357.9800,15.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f332163268515979a640c89ca6ebbc53f332163268515979a640c89ca6ebbc53
255,SC000255,23,452,65,4,1,Willow ServiceContract 255,359.3500,16.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6ebeddfccb38507b9051ab91d6157a2b6ebeddfccb38507b9051ab91d6157a2b
256,SC000256,380,106,128,2,2,Cedar ServiceContract 256,360.7200,17.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5158fcee038358c59df8f22a6be6270b5158fcee038358c59df8f22a6be6270b
257,SC000257,227,212,409,7,2,Titan ServiceContract 257,362.0900,18.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,26d1c651fe8155f79953a5c4a7d6805326d1c651fe8155f79953a5c4a7d68053
258,SC000258,109,453,220,5,3,Beacon ServiceContract 258,363.4600,19.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e8ac2205967858c38cf0288bb9f30f76e8ac2205967858c38cf0288bb9f30f76
259,SC000259,298,428,194,2,1,Evergreen ServiceContract 259,364.8300,20.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,851158eaa6c4561b923a9b3289be0a49851158eaa6c4561b923a9b3289be0a49
260,SC000260,464,278,77,4,1,Granite ServiceContract 260,366.2000,21.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,19c82f93099e5a70b9312fc16125c59119c82f93099e5a70b9312fc16125c591
261,SC000261,265,366,465,5,2,Harbor ServiceContract 261,367.5700,22.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b5c66139e4c9579cb23ac2d5943bd2e0b5c66139e4c9579cb23ac2d5943bd2e0
262,SC000262,150,436,336,5,5,Ion ServiceContract 262,368.9400,23.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1b497c7326a3537fbcf5c2598ab09c6b1b497c7326a3537fbcf5c2598ab09c6b
263,SC000263,405,142,265,7,5,Vertex ServiceContract 263,370.3100,24.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,86b3285ff4b8542abaad009c93f2fcfd86b3285ff4b8542abaad009c93f2fcfd
264,SC000264,459,26,58,6,2,Titan ServiceContract 264,371.6800,1.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e5ede450dd2352e8bc54a501a4db7987e5ede450dd2352e8bc54a501a4db7987
265,SC000265,498,345,119,2,1,Junction ServiceContract 265,373.0500,2.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,71d23c28f00d50ba9d11a79ccddc89a671d23c28f00d50ba9d11a79ccddc89a6
266,SC000266,30,53,467,2,5,Northstar ServiceContract 266,374.4200,3.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e3f2f4f6d2c55aca8ccd73d6445f330ce3f2f4f6d2c55aca8ccd73d6445f330c
267,SC000267,393,242,321,6,5,Vertex ServiceContract 267,375.7900,4.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e239d048cac3593197e16f7d5d909965e239d048cac3593197e16f7d5d909965
268,SC000268,446,360,380,7,4,Summit ServiceContract 268,377.1600,5.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6a53cc95662b54c68904e87f53c1aded6a53cc95662b54c68904e87f53c1aded
269,SC000269,180,268,72,2,3,Beacon ServiceContract 269,378.5300,6.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,adacad43718757d5969a983e2690dfb0adacad43718757d5969a983e2690dfb0
270,SC000270,106,33,483,3,5,Meridian ServiceContract 270,379.9000,7.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9fd1e8dfb14757c6ba6716116326c3e19fd1e8dfb14757c6ba6716116326c3e1
271,SC000271,87,32,424,7,2,Titan ServiceContract 271,381.2700,8.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f12600c5423a5f25bfa57ff87a8e5c30f12600c5423a5f25bfa57ff87a8e5c30
272,SC000272,353,220,141,1,3,Summit ServiceContract 272,382.6400,9.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3f2b16d070115af29d47298cc27ff4a13f2b16d070115af29d47298cc27ff4a1
273,SC000273,155,90,62,7,2,Vertex ServiceContract 273,384.0100,10.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cfabf816208951fe8468b8d37b50facfcfabf816208951fe8468b8d37b50facf
274,SC000274,487,409,439,3,1,Harbor ServiceContract 274,385.3800,11.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c2cfe4233d1d5ed38e344caf7d501945c2cfe4233d1d5ed38e344caf7d501945
275,SC000275,35,263,166,4,2,Liberty ServiceContract 275,386.7500,12.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,635e2bc74d5d5b9794620c6fe7300222635e2bc74d5d5b9794620c6fe7300222
276,SC000276,446,322,289,1,2,Titan ServiceContract 276,388.1200,13.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,17f04ed7c0615a64b357f4a50f096c9d17f04ed7c0615a64b357f4a50f096c9d
277,SC000277,124,114,468,5,3,Pioneer ServiceContract 277,389.4900,14.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0332444c69a15caabbf949f56e9220430332444c69a15caabbf949f56e922043
278,SC000278,182,96,46,3,1,Evergreen ServiceContract 278,390.8600,15.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,90f3c6c2a17d5d82ad44cff506b0ffa290f3c6c2a17d5d82ad44cff506b0ffa2
279,SC000279,245,430,233,3,1,Delta ServiceContract 279,392.2300,16.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,76537bd9581253c2b79cabf2d554e81476537bd9581253c2b79cabf2d554e814
280,SC000280,340,360,218,1,3,Summit ServiceContract 280,393.6000,17.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,79307b9254345e4bbf5eae2302af718e79307b9254345e4bbf5eae2302af718e
281,SC000281,312,35,178,6,4,Granite ServiceContract 281,394.9700,18.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,135b8238691d57719edfc88f6b2c2b51135b8238691d57719edfc88f6b2c2b51
282,SC000282,471,44,285,6,1,Zenith ServiceContract 282,396.3400,19.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7b6e785629de5faeac025acd93c618ab7b6e785629de5faeac025acd93c618ab
283,SC000283,97,483,251,3,1,Atlas ServiceContract 283,397.7100,20.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b90aa242e16b580098e62abd1ee29e14b90aa242e16b580098e62abd1ee29e14
284,SC000284,223,62,50,7,5,Titan ServiceContract 284,399.0800,21.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6f114b5d50f15df1acc1f6f820b527d26f114b5d50f15df1acc1f6f820b527d2
285,SC000285,194,134,458,6,5,Beacon ServiceContract 285,400.4500,22.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4f258620f8b75ce6bc3054a9ae09d4c34f258620f8b75ce6bc3054a9ae09d4c3
286,SC000286,394,59,476,6,2,Titan ServiceContract 286,401.8200,23.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,15fe1cabcdec54aebb4e2ecf69f3a5d615fe1cabcdec54aebb4e2ecf69f3a5d6
287,SC000287,156,480,79,6,3,Liberty ServiceContract 287,403.1900,24.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f2005db5e4d759e098f24501c3dfa6f5f2005db5e4d759e098f24501c3dfa6f5
288,SC000288,246,13,336,7,1,Ion ServiceContract 288,404.5600,1.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d5fb80733c1f5a399a5f5147e8707156d5fb80733c1f5a399a5f5147e8707156
289,SC000289,185,466,96,2,1,Orion ServiceContract 289,405.9300,2.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ff5f6065add3541ea87b7154ae4ab02cff5f6065add3541ea87b7154ae4ab02c
290,SC000290,385,280,425,1,5,Titan ServiceContract 290,407.3000,3.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e976e063b32b58a6b2bbdd74417b9441e976e063b32b58a6b2bbdd74417b9441
291,SC000291,157,119,396,7,3,Northstar ServiceContract 291,408.6700,4.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c7c94ed6b9ab5aeb838d0886b0f7d268c7c94ed6b9ab5aeb838d0886b0f7d268
292,SC000292,85,295,173,3,4,Delta ServiceContract 292,410.0400,5.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8816ab86d99756fe9da336a9297fdd918816ab86d99756fe9da336a9297fdd91
293,SC000293,352,496,239,5,1,Northstar ServiceContract 293,411.4100,6.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4509ffa337f45f20a7a07c3c42247d164509ffa337f45f20a7a07c3c42247d16
294,SC000294,155,345,222,2,4,Harbor ServiceContract 294,412.7800,7.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0709b010755158398f5a0342abdd68b80709b010755158398f5a0342abdd68b8
295,SC000295,99,59,130,5,2,Atlas ServiceContract 295,414.1500,8.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,64a195d381e95c7aa1fdbdcc93a1bc6a64a195d381e95c7aa1fdbdcc93a1bc6a
296,SC000296,339,227,40,3,1,Quartz ServiceContract 296,415.5200,9.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0e6f54e19e8e5db29f1d3e669baa74300e6f54e19e8e5db29f1d3e669baa7430
297,SC000297,138,458,118,1,5,Ion ServiceContract 297,416.8900,10.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bca24fb238e15c0bb9b4405d3631e358bca24fb238e15c0bb9b4405d3631e358
298,SC000298,288,118,9,2,3,Cedar ServiceContract 298,418.2600,11.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,06c5386ceb6350e2b55f41d943537b3806c5386ceb6350e2b55f41d943537b38
299,SC000299,177,119,400,2,5,Zenith ServiceContract 299,419.6300,12.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6c2e505dfc595c2ea329b3f924ad06106c2e505dfc595c2ea329b3f924ad0610
300,SC000300,49,36,363,3,5,Delta ServiceContract 300,421.0000,13.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c3bd19c9241550c6b397c66b83a366fdc3bd19c9241550c6b397c66b83a366fd
301,SC000301,388,264,490,7,5,Evergreen ServiceContract 301,422.3700,14.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1e66fe8783135ff8a67b665c166641cd1e66fe8783135ff8a67b665c166641cd
302,SC000302,132,136,389,7,1,Delta ServiceContract 302,423.7400,15.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b07ac96edff85ba9a9d8c65a3399c5bbb07ac96edff85ba9a9d8c65a3399c5bb
303,SC000303,203,464,136,7,1,Keystone ServiceContract 303,425.1100,16.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2571566b49d0534ba96bc35ae47eb1b42571566b49d0534ba96bc35ae47eb1b4
304,SC000304,402,461,345,1,5,Zenith ServiceContract 304,426.4800,17.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,29334fbd36875449bb2d3a865efc54b729334fbd36875449bb2d3a865efc54b7
305,SC000305,190,493,97,6,5,Unity ServiceContract 305,427.8500,18.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eafc71ef4360541587628db54bf66c7eeafc71ef4360541587628db54bf66c7e
306,SC000306,103,165,223,1,3,Pioneer ServiceContract 306,429.2200,19.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9186be01f40159c9bdc00b9af68379329186be01f40159c9bdc00b9af6837932
307,SC000307,127,452,127,2,3,Liberty ServiceContract 307,430.5900,20.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,92b5e0a849515929b74c33eabb7d8a1492b5e0a849515929b74c33eabb7d8a14
308,SC000308,167,128,305,4,1,Atlas ServiceContract 308,431.9600,21.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,352cd82f29455275970255506395535e352cd82f29455275970255506395535e
309,SC000309,190,366,244,3,1,Delta ServiceContract 309,433.3300,22.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,81bb4425493e5d548cc689d9341f6a3981bb4425493e5d548cc689d9341f6a39
310,SC000310,121,399,116,5,4,Willow ServiceContract 310,434.7000,23.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,00866a176aae5618871202f032091b7e00866a176aae5618871202f032091b7e
311,SC000311,465,280,387,2,3,Forge ServiceContract 311,436.0700,24.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,64872ba067475945afce0182a69d01fe64872ba067475945afce0182a69d01fe
