EngineeringMaterialSpecificationKey,MaterialSpecificationCode,EngineeringDisciplineKey,MeasurementSystemKey,ComplianceStandardKey,EngineeringMaterialSpecificationName,RevisionCode,ActiveFlag,StandardValue,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
195,EMS000195,6,2,17,Zenith EngineeringMaterialSpecification 195,EMS000195,0,277.1500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6e08072eb83e57f9b4132aa6bc254c266e08072eb83e57f9b4132aa6bc254c26
196,EMS000196,8,3,21,Liberty EngineeringMaterialSpecification 196,EMS000196,1,278.5200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,77589e4eba8755229c6075cb9ed71e7477589e4eba8755229c6075cb9ed71e74
197,EMS000197,1,2,5,Summit EngineeringMaterialSpecification 197,EMS000197,1,279.8900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c0e0eba5bc315356b1d69651292ff09bc0e0eba5bc315356b1d69651292ff09b
198,EMS000198,12,1,16,Evergreen EngineeringMaterialSpecification 198,EMS000198,1,281.2600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cdebed41871259a6bc3a4a64c0aad2d9cdebed41871259a6bc3a4a64c0aad2d9
199,EMS000199,34,2,11,Summit EngineeringMaterialSpecification 199,EMS000199,1,282.6300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3fd94797d0465183bb34190fff5963b73fd94797d0465183bb34190fff5963b7
200,EMS000200,17,2,17,Pioneer EngineeringMaterialSpecification 200,EMS000200,0,284.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,00a55e78db155c85913f53a08ec2adb600a55e78db155c85913f53a08ec2adb6
201,EMS000201,9,3,7,Meridian EngineeringMaterialSpecification 201,EMS000201,1,285.3700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,900deed9c68a58738cd6fff50b00b8c1900deed9c68a58738cd6fff50b00b8c1
202,EMS000202,9,2,16,Evergreen EngineeringMaterialSpecification 202,EMS000202,1,286.7400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a42dd1409d995e07b086323c1666362ba42dd1409d995e07b086323c1666362b
203,EMS000203,33,3,22,Zenith EngineeringMaterialSpecification 203,EMS000203,1,288.1100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d8bf4f783e76565686ed74200945b224d8bf4f783e76565686ed74200945b224
204,EMS000204,35,3,15,Granite EngineeringMaterialSpecification 204,EMS000204,1,289.4800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ddc81284532a56aeaa0ce2cebbf3cec5ddc81284532a56aeaa0ce2cebbf3cec5
205,EMS000205,32,1,11,Quartz EngineeringMaterialSpecification 205,EMS000205,0,290.8500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1ac1466972da5686a7eb5b9a8a1be71d1ac1466972da5686a7eb5b9a8a1be71d
206,EMS000206,17,3,20,Meridian EngineeringMaterialSpecification 206,EMS000206,1,292.2200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6ab5e4369c36591fb9561b45cf988fb56ab5e4369c36591fb9561b45cf988fb5
207,EMS000207,24,3,19,Meridian EngineeringMaterialSpecification 207,EMS000207,1,293.5900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f149a3901a8550e08846cb19d6461713f149a3901a8550e08846cb19d6461713
208,EMS000208,16,1,5,Quartz EngineeringMaterialSpecification 208,EMS000208,1,294.9600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e31e08b1fa2d5826930107323faf3ca2e31e08b1fa2d5826930107323faf3ca2
209,EMS000209,27,1,23,Keystone EngineeringMaterialSpecification 209,EMS000209,1,296.3300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2e71653d1b3c5149bafb6e27cf704e8f2e71653d1b3c5149bafb6e27cf704e8f
210,EMS000210,19,2,14,Delta EngineeringMaterialSpecification 210,EMS000210,0,297.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4a9a029b7957588b82f613db430126994a9a029b7957588b82f613db43012699
211,EMS000211,22,3,24,Pioneer EngineeringMaterialSpecification 211,EMS000211,1,299.0700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a79ba2e33e785fcd83f1b8a18d2c147aa79ba2e33e785fcd83f1b8a18d2c147a
212,EMS000212,23,1,5,Northstar EngineeringMaterialSpecification 212,EMS000212,1,300.4400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5bacede883985746ad75d930dc7747745bacede883985746ad75d930dc774774
213,EMS000213,11,3,18,Liberty EngineeringMaterialSpecification 213,EMS000213,1,301.8100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8e1fc7d85f875663937496f68667efae8e1fc7d85f875663937496f68667efae
214,EMS000214,9,3,12,Titan EngineeringMaterialSpecification 214,EMS000214,1,303.1800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,91d4b7206ee85a08ab94c7afe6a991de91d4b7206ee85a08ab94c7afe6a991de
215,EMS000215,26,1,1,Northstar EngineeringMaterialSpecification 215,EMS000215,0,304.5500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2c55edf3606550859cd5ffde371b3bc62c55edf3606550859cd5ffde371b3bc6
216,EMS000216,34,2,10,Cedar EngineeringMaterialSpecification 216,EMS000216,1,305.9200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7e7e298e3df85dcc9a07ac8ffe2ba88f7e7e298e3df85dcc9a07ac8ffe2ba88f
217,EMS000217,9,3,11,Unity EngineeringMaterialSpecification 217,EMS000217,1,307.2900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,61b5b23d84e856a0a22cb148a5b2641361b5b23d84e856a0a22cb148a5b26413
218,EMS000218,1,1,5,Forge EngineeringMaterialSpecification 218,EMS000218,1,308.6600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e61aff552a865a2381c27e66eab19471e61aff552a865a2381c27e66eab19471
219,EMS000219,7,2,13,Northstar EngineeringMaterialSpecification 219,EMS000219,1,310.0300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4b79f33f970f513897b2e554b0dfde734b79f33f970f513897b2e554b0dfde73
220,EMS000220,31,1,13,Delta EngineeringMaterialSpecification 220,EMS000220,0,311.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5cfa4e5d59b753f8b80ff5d288bc18b15cfa4e5d59b753f8b80ff5d288bc18b1
221,EMS000221,22,3,17,Riverton EngineeringMaterialSpecification 221,EMS000221,1,312.7700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6667834df3c45bfc92ac32f1668991a56667834df3c45bfc92ac32f1668991a5
222,EMS000222,19,3,23,Northstar EngineeringMaterialSpecification 222,EMS000222,1,314.1400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e66cddadc9bb5febb0d8576987089104e66cddadc9bb5febb0d8576987089104
223,EMS000223,7,3,3,Orion EngineeringMaterialSpecification 223,EMS000223,1,315.5100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,db0e4056a4255f2597c3d6e0beb0cc14db0e4056a4255f2597c3d6e0beb0cc14
224,EMS000224,19,2,15,Evergreen EngineeringMaterialSpecification 224,EMS000224,1,316.8800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,59fe6dc726885de9a2355845b2e6ddc959fe6dc726885de9a2355845b2e6ddc9
225,EMS000225,35,2,7,Vertex EngineeringMaterialSpecification 225,EMS000225,0,318.2500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,302fbe6856165fcaa22dc5847de25cfc302fbe6856165fcaa22dc5847de25cfc
226,EMS000226,11,3,24,Orion EngineeringMaterialSpecification 226,EMS000226,1,319.6200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,42d3858648ee53b481be84b05626d5e342d3858648ee53b481be84b05626d5e3
227,EMS000227,5,2,4,Cedar EngineeringMaterialSpecification 227,EMS000227,1,320.9900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3eb5beb2e60555dcb056c0746134e2eb3eb5beb2e60555dcb056c0746134e2eb
228,EMS000228,9,3,12,Ion EngineeringMaterialSpecification 228,EMS000228,1,322.3600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2e1c8023ce8c5b8db3b78b2ced46002c2e1c8023ce8c5b8db3b78b2ced46002c
229,EMS000229,19,3,21,Titan EngineeringMaterialSpecification 229,EMS000229,1,323.7300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c1c62a2c68115dffb6dcc5ba3358e38fc1c62a2c68115dffb6dcc5ba3358e38f
230,EMS000230,12,2,15,Unity EngineeringMaterialSpecification 230,EMS000230,0,325.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f15ec730c8a65b8cb50fe447d9695d44f15ec730c8a65b8cb50fe447d9695d44
231,EMS000231,23,1,3,Atlas EngineeringMaterialSpecification 231,EMS000231,1,326.4700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5ff0936085bf5a60be43e767637fe49a5ff0936085bf5a60be43e767637fe49a
232,EMS000232,26,2,22,Beacon EngineeringMaterialSpecification 232,EMS000232,1,327.8400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ce2a0960dbd65168a312093f79026b01ce2a0960dbd65168a312093f79026b01
233,EMS000233,28,1,25,Meridian EngineeringMaterialSpecification 233,EMS000233,1,329.2100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b699eba72d2d50aca979b166c6a5b96eb699eba72d2d50aca979b166c6a5b96e
234,EMS000234,1,2,16,Northstar EngineeringMaterialSpecification 234,EMS000234,1,330.5800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0bb109eb10f752b2a54e1f1275712dbe0bb109eb10f752b2a54e1f1275712dbe
235,EMS000235,18,2,15,Orion EngineeringMaterialSpecification 235,EMS000235,0,331.9500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,997856eddf315879afed72e91b434d27997856eddf315879afed72e91b434d27
236,EMS000236,28,1,3,Beacon EngineeringMaterialSpecification 236,EMS000236,1,333.3200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ecb3f93d3bf55a5a9b6502d85c1b8008ecb3f93d3bf55a5a9b6502d85c1b8008
237,EMS000237,2,3,22,Beacon EngineeringMaterialSpecification 237,EMS000237,1,334.6900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e2777dcd4f6351c9aec9cdfc0641b384e2777dcd4f6351c9aec9cdfc0641b384
238,EMS000238,21,3,22,Quartz EngineeringMaterialSpecification 238,EMS000238,1,336.0600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4cbeda0b4fb15404bf5bd7d04d1e99ba4cbeda0b4fb15404bf5bd7d04d1e99ba
239,EMS000239,14,1,11,Orion EngineeringMaterialSpecification 239,EMS000239,1,337.4300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,051d8d935348514fbbf935b214f6c9d0051d8d935348514fbbf935b214f6c9d0
240,EMS000240,32,1,16,Granite EngineeringMaterialSpecification 240,EMS000240,0,338.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6574142974315477a316f2b85a2bcbbb6574142974315477a316f2b85a2bcbbb
241,EMS000241,33,1,8,Riverton EngineeringMaterialSpecification 241,EMS000241,1,340.1700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6d39e87d1a425acfb2c168a02789f9736d39e87d1a425acfb2c168a02789f973
242,EMS000242,2,3,1,Delta EngineeringMaterialSpecification 242,EMS000242,1,341.5400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4f7ecb8c5a275b15b79815e342aea7cb4f7ecb8c5a275b15b79815e342aea7cb
243,EMS000243,31,2,8,Cedar EngineeringMaterialSpecification 243,EMS000243,1,342.9100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5e5f05e0d5dd5f319fb307610bb5af545e5f05e0d5dd5f319fb307610bb5af54
244,EMS000244,1,2,16,Junction EngineeringMaterialSpecification 244,EMS000244,1,344.2800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8077e7eeeab056308c33668fc53dffc88077e7eeeab056308c33668fc53dffc8
245,EMS000245,28,3,19,Liberty EngineeringMaterialSpecification 245,EMS000245,0,345.6500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,78a7c23419bd58848f40e005ed837b3e78a7c23419bd58848f40e005ed837b3e
246,EMS000246,14,1,19,Meridian EngineeringMaterialSpecification 246,EMS000246,1,347.0200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,91542fe572c15bb5bfd696bb74b3736691542fe572c15bb5bfd696bb74b37366
247,EMS000247,26,2,5,Willow EngineeringMaterialSpecification 247,EMS000247,1,348.3900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3e984acf22f855babbc897f3c7028ce83e984acf22f855babbc897f3c7028ce8
248,EMS000248,29,2,19,Beacon EngineeringMaterialSpecification 248,EMS000248,1,349.7600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,087a614f020b5a73af0310113f230de0087a614f020b5a73af0310113f230de0
249,EMS000249,4,3,21,Summit EngineeringMaterialSpecification 249,EMS000249,1,351.1300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1ab2a5701f24587bb936895d7671680b1ab2a5701f24587bb936895d7671680b
250,EMS000250,7,1,15,Meridian EngineeringMaterialSpecification 250,EMS000250,0,352.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ceb98cc983605b34acc1fdbdb31afa97ceb98cc983605b34acc1fdbdb31afa97
251,EMS000251,31,1,3,Forge EngineeringMaterialSpecification 251,EMS000251,1,353.8700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,21021d2a0b7d53c4b5aa41674161313c21021d2a0b7d53c4b5aa41674161313c
252,EMS000252,31,3,18,Titan EngineeringMaterialSpecification 252,EMS000252,1,355.2400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4627a233f86b52a8acd3eed5ef2a209e4627a233f86b52a8acd3eed5ef2a209e
253,EMS000253,11,2,12,Beacon EngineeringMaterialSpecification 253,EMS000253,1,356.6100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ddde2ba7032e58bc9d3be30b0103aa7dddde2ba7032e58bc9d3be30b0103aa7d
254,EMS000254,29,1,8,Summit EngineeringMaterialSpecification 254,EMS000254,1,357.9800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,71aae83fa33a52a1b409477467da54bd71aae83fa33a52a1b409477467da54bd
255,EMS000255,26,3,11,Atlas EngineeringMaterialSpecification 255,EMS000255,0,359.3500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,416c1cb459985d6db58ad9271e84e99a416c1cb459985d6db58ad9271e84e99a
256,EMS000256,28,1,13,Granite EngineeringMaterialSpecification 256,EMS000256,1,360.7200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,92cf6f6015375633a43ab07bc5bd6a0192cf6f6015375633a43ab07bc5bd6a01
257,EMS000257,12,3,15,Pioneer EngineeringMaterialSpecification 257,EMS000257,1,362.0900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5aac9832a60b5ff29b3e6a8f1b2497b15aac9832a60b5ff29b3e6a8f1b2497b1
258,EMS000258,1,1,8,Atlas EngineeringMaterialSpecification 258,EMS000258,1,363.4600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,39118fc67a1151429f6ac86447156ab139118fc67a1151429f6ac86447156ab1
259,EMS000259,27,2,7,Riverton EngineeringMaterialSpecification 259,EMS000259,1,364.8300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e8d4a53960d65994b12b3677f4c65296e8d4a53960d65994b12b3677f4c65296
260,EMS000260,17,3,10,Northstar EngineeringMaterialSpecification 260,EMS000260,0,366.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f1bce0fab2a75e56a2309b0d6f337f96f1bce0fab2a75e56a2309b0d6f337f96
261,EMS000261,25,1,5,Ion EngineeringMaterialSpecification 261,EMS000261,1,367.5700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c50928bedbae52219fb60a3375ae49f0c50928bedbae52219fb60a3375ae49f0
262,EMS000262,20,3,3,Summit EngineeringMaterialSpecification 262,EMS000262,1,368.9400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a4d5251afd73545182a1575836ef0251a4d5251afd73545182a1575836ef0251
263,EMS000263,25,3,22,Willow EngineeringMaterialSpecification 263,EMS000263,1,370.3100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3585702711ea518585560d52b244799b3585702711ea518585560d52b244799b
264,EMS000264,18,2,6,Granite EngineeringMaterialSpecification 264,EMS000264,1,371.6800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0ab3898b576e5c908dfff32be5a31cd20ab3898b576e5c908dfff32be5a31cd2
265,EMS000265,20,3,12,Atlas EngineeringMaterialSpecification 265,EMS000265,0,373.0500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,11b32b744898503aba2a4678a1471d1111b32b744898503aba2a4678a1471d11
266,EMS000266,2,1,23,Keystone EngineeringMaterialSpecification 266,EMS000266,1,374.4200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9031c4d1b28b5743a21462f781b3bd919031c4d1b28b5743a21462f781b3bd91
267,EMS000267,19,2,11,Atlas EngineeringMaterialSpecification 267,EMS000267,1,375.7900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c98362c9313451f79a727cced8b6733ec98362c9313451f79a727cced8b6733e
268,EMS000268,1,2,16,Beacon EngineeringMaterialSpecification 268,EMS000268,1,377.1600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7766f6654f6f5b64b8c8860ea5b3d5047766f6654f6f5b64b8c8860ea5b3d504
269,EMS000269,16,3,24,Orion EngineeringMaterialSpecification 269,EMS000269,1,378.5300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bcb0bdae578250ecbb085cbeb7726cbdbcb0bdae578250ecbb085cbeb7726cbd
270,EMS000270,19,2,9,Forge EngineeringMaterialSpecification 270,EMS000270,0,379.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f847767bf8be5bf2b8e2b41daec9fb3af847767bf8be5bf2b8e2b41daec9fb3a
271,EMS000271,20,2,20,Titan EngineeringMaterialSpecification 271,EMS000271,1,381.2700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a90ddf7b207f5894862d03109a2248c1a90ddf7b207f5894862d03109a2248c1
272,EMS000272,22,3,12,Granite EngineeringMaterialSpecification 272,EMS000272,1,382.6400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4e0922def1cb5be6bb02e8638b4c4dc04e0922def1cb5be6bb02e8638b4c4dc0
273,EMS000273,2,2,15,Junction EngineeringMaterialSpecification 273,EMS000273,1,384.0100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a6a56cb9d724583d81570fb4a4a3eb87a6a56cb9d724583d81570fb4a4a3eb87
274,EMS000274,13,1,15,Beacon EngineeringMaterialSpecification 274,EMS000274,1,385.3800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bde983fbdfc154e19d97d83d943f915dbde983fbdfc154e19d97d83d943f915d
275,EMS000275,22,3,12,Orion EngineeringMaterialSpecification 275,EMS000275,0,386.7500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ff89cabff5ef5aa2b752ccd76ac47abcff89cabff5ef5aa2b752ccd76ac47abc
276,EMS000276,35,1,1,Keystone EngineeringMaterialSpecification 276,EMS000276,1,388.1200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0aa487718a6b5621968b232d45c92d540aa487718a6b5621968b232d45c92d54
277,EMS000277,17,1,21,Riverton EngineeringMaterialSpecification 277,EMS000277,1,389.4900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bc0cda2ddbb85306bcbb63c6e5117590bc0cda2ddbb85306bcbb63c6e5117590
278,EMS000278,35,2,10,Ion EngineeringMaterialSpecification 278,EMS000278,1,390.8600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,738747373de85a5c93d39ec5145516e5738747373de85a5c93d39ec5145516e5
279,EMS000279,18,3,21,Cedar EngineeringMaterialSpecification 279,EMS000279,1,392.2300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d107d9de3beb5a33b3bed41dab2626a3d107d9de3beb5a33b3bed41dab2626a3
280,EMS000280,26,3,8,Vertex EngineeringMaterialSpecification 280,EMS000280,0,393.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1f31b923aef359f3a4ba0a5965abf0381f31b923aef359f3a4ba0a5965abf038
281,EMS000281,29,2,8,Liberty EngineeringMaterialSpecification 281,EMS000281,1,394.9700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3c8f2d71973458b386d8385d35a30b953c8f2d71973458b386d8385d35a30b95
282,EMS000282,2,1,6,Vertex EngineeringMaterialSpecification 282,EMS000282,1,396.3400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fb880acce87656918da2b5baebe88f87fb880acce87656918da2b5baebe88f87
283,EMS000283,9,3,11,Atlas EngineeringMaterialSpecification 283,EMS000283,1,397.7100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5413eb9c3aa95e719c260f86bf5aa7835413eb9c3aa95e719c260f86bf5aa783
284,EMS000284,10,1,5,Zenith EngineeringMaterialSpecification 284,EMS000284,1,399.0800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2b953c6b91a35299bacd2a6168a761f92b953c6b91a35299bacd2a6168a761f9
285,EMS000285,21,1,8,Pioneer EngineeringMaterialSpecification 285,EMS000285,0,400.4500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9a6d1e2b18a9518ba218bd64e7e7be9a9a6d1e2b18a9518ba218bd64e7e7be9a
286,EMS000286,13,2,6,Quartz EngineeringMaterialSpecification 286,EMS000286,1,401.8200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a9bb54bc3e5c5ce2abe387a0dac640a6a9bb54bc3e5c5ce2abe387a0dac640a6
287,EMS000287,14,3,24,Forge EngineeringMaterialSpecification 287,EMS000287,1,403.1900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eac57c7ac5c8598ea98328a6310b1264eac57c7ac5c8598ea98328a6310b1264
288,EMS000288,33,1,9,Forge EngineeringMaterialSpecification 288,EMS000288,1,404.5600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cae019a86f08503da499e8138f8fd523cae019a86f08503da499e8138f8fd523
289,EMS000289,24,1,7,Willow EngineeringMaterialSpecification 289,EMS000289,1,405.9300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,21f095575e7c59ab80ccf209271ffe6921f095575e7c59ab80ccf209271ffe69
290,EMS000290,19,3,24,Delta EngineeringMaterialSpecification 290,EMS000290,0,407.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0030db810e1c5408a4b0b2bac286070a0030db810e1c5408a4b0b2bac286070a
291,EMS000291,26,1,10,Titan EngineeringMaterialSpecification 291,EMS000291,1,408.6700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3df02e8b0a0b55d5a744838fe354b0673df02e8b0a0b55d5a744838fe354b067
292,EMS000292,19,3,24,Meridian EngineeringMaterialSpecification 292,EMS000292,1,410.0400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8b38d9138c5853b781526b049242aec28b38d9138c5853b781526b049242aec2
