LogisticsShipmentHeaderKey,ShipmentNumber,LogisticsCarrierServiceOptionKey,LogisticsLaneSegmentKey,OriginPlantKey,DestinationCustomerCustomerKey,LogisticsShipmentStatusKey,LogisticsServiceLevelKey,ShipmentName,ProNumber,BillOfLadingNumber,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
189,LSH000189,389,118,314,425,4,2,Riverton LogisticsShipmentHeader 189,LSH000189,LSH000189,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b323c5b3583a5f39b6f54460372faa12b323c5b3583a5f39b6f54460372faa12
190,LSH000190,215,305,268,226,3,10,Northstar LogisticsShipmentHeader 190,LSH000190,LSH000190,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d9a050b7f139588691391a1a0cef05a6d9a050b7f139588691391a1a0cef05a6
191,LSH000191,271,49,171,19,3,16,Willow LogisticsShipmentHeader 191,LSH000191,LSH000191,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1f785168fcbd5df5aa275dd3e8ee59dd1f785168fcbd5df5aa275dd3e8ee59dd
192,LSH000192,221,479,329,132,9,3,Keystone LogisticsShipmentHeader 192,LSH000192,LSH000192,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dc8bbadd4c1f5d8c905113fa3797e58fdc8bbadd4c1f5d8c905113fa3797e58f
193,LSH000193,261,384,156,389,5,9,Harbor LogisticsShipmentHeader 193,LSH000193,LSH000193,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8e99a7957c05589d95831ddc3d1835548e99a7957c05589d95831ddc3d183554
194,LSH000194,482,105,227,324,5,1,Beacon LogisticsShipmentHeader 194,LSH000194,LSH000194,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f8c9785fc44358869d7e88f0d2d5f71df8c9785fc44358869d7e88f0d2d5f71d
195,LSH000195,301,52,110,190,9,16,Junction LogisticsShipmentHeader 195,LSH000195,LSH000195,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5f23819a5f0f523f81c1b94a8f0597045f23819a5f0f523f81c1b94a8f059704
196,LSH000196,157,390,345,397,4,16,Granite LogisticsShipmentHeader 196,LSH000196,LSH000196,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,576d3d2745435f69821247e29af79e68576d3d2745435f69821247e29af79e68
197,LSH000197,228,93,205,264,2,18,Forge LogisticsShipmentHeader 197,LSH000197,LSH000197,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6f1f6ae8f54359e58b06b6bac4c554d46f1f6ae8f54359e58b06b6bac4c554d4
198,LSH000198,88,90,260,328,11,15,Beacon LogisticsShipmentHeader 198,LSH000198,LSH000198,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e0641ece7b4b58bb9c0f302bb164f5b3e0641ece7b4b58bb9c0f302bb164f5b3
199,LSH000199,368,262,348,470,8,10,Granite LogisticsShipmentHeader 199,LSH000199,LSH000199,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5d3b494cca415377a6bdfdfc833ab6b65d3b494cca415377a6bdfdfc833ab6b6
200,LSH000200,169,496,196,259,7,2,Summit LogisticsShipmentHeader 200,LSH000200,LSH000200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6143136e2f3c50c0be1598c2e3b26fe66143136e2f3c50c0be1598c2e3b26fe6
201,LSH000201,282,31,207,95,10,8,Keystone LogisticsShipmentHeader 201,LSH000201,LSH000201,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,19a2eb3917035d12bb2c25566da318ad19a2eb3917035d12bb2c25566da318ad
202,LSH000202,209,341,251,472,12,1,Keystone LogisticsShipmentHeader 202,LSH000202,LSH000202,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aa76b75149c15346b4652dcf7a7b0172aa76b75149c15346b4652dcf7a7b0172
203,LSH000203,294,307,97,17,10,14,Unity LogisticsShipmentHeader 203,LSH000203,LSH000203,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,34f5a8769f245f019cfb20234f1b4a9934f5a8769f245f019cfb20234f1b4a99
204,LSH000204,420,44,-1,-1,5,18,Forge LogisticsShipmentHeader 204,LSH000204,LSH000204,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,26cdccbe4fe55673be425a31601ffdc326cdccbe4fe55673be425a31601ffdc3
205,LSH000205,187,187,327,78,1,14,Forge LogisticsShipmentHeader 205,LSH000205,LSH000205,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,033e87851ad9516cac384c012856cb8a033e87851ad9516cac384c012856cb8a
206,LSH000206,22,110,238,227,11,7,Quartz LogisticsShipmentHeader 206,LSH000206,LSH000206,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c5dc14e4a1b85190843d15386fff3d16c5dc14e4a1b85190843d15386fff3d16
207,LSH000207,395,362,207,194,3,11,Atlas LogisticsShipmentHeader 207,LSH000207,LSH000207,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1a2005affadd57f3a352c4769a91f4f61a2005affadd57f3a352c4769a91f4f6
208,LSH000208,429,53,57,302,9,15,Meridian LogisticsShipmentHeader 208,LSH000208,LSH000208,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,09ed3fe1cc185660868e07b8e56516af09ed3fe1cc185660868e07b8e56516af
209,LSH000209,110,212,139,148,6,6,Granite LogisticsShipmentHeader 209,LSH000209,LSH000209,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c9881796314051a5a3a11fe7c64f752fc9881796314051a5a3a11fe7c64f752f
210,LSH000210,420,327,122,313,10,5,Junction LogisticsShipmentHeader 210,LSH000210,LSH000210,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,714835623d9852a389f9b79a08d2f0ec714835623d9852a389f9b79a08d2f0ec
211,LSH000211,263,213,345,339,3,15,Ion LogisticsShipmentHeader 211,LSH000211,LSH000211,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c4138756dc9f5d1dbfcc34600d84a463c4138756dc9f5d1dbfcc34600d84a463
212,LSH000212,220,448,331,395,4,18,Northstar LogisticsShipmentHeader 212,LSH000212,LSH000212,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,10e12898adf8561786602b53d425117a10e12898adf8561786602b53d425117a
213,LSH000213,489,326,156,417,9,5,Unity LogisticsShipmentHeader 213,LSH000213,LSH000213,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4de23f4c13955cc28389c9b52fac19a84de23f4c13955cc28389c9b52fac19a8
214,LSH000214,216,358,98,464,10,20,Granite LogisticsShipmentHeader 214,LSH000214,LSH000214,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3201632ea5fe538f8894cb0ad86a3bce3201632ea5fe538f8894cb0ad86a3bce
215,LSH000215,374,74,78,242,11,12,Granite LogisticsShipmentHeader 215,LSH000215,LSH000215,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0f0f38dd68695e0eb5e176a100b1320a0f0f38dd68695e0eb5e176a100b1320a
216,LSH000216,197,280,208,358,10,13,Keystone LogisticsShipmentHeader 216,LSH000216,LSH000216,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8ed1eb86e47053ff858bf0d549e63f398ed1eb86e47053ff858bf0d549e63f39
217,LSH000217,53,97,312,110,3,13,Zenith LogisticsShipmentHeader 217,LSH000217,LSH000217,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,60b16bc329125cd981a0ed17453eb4dc60b16bc329125cd981a0ed17453eb4dc
218,LSH000218,38,241,177,148,2,11,Atlas LogisticsShipmentHeader 218,LSH000218,LSH000218,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0e8e29bbe0ec50239d31917b8d59e3cc0e8e29bbe0ec50239d31917b8d59e3cc
219,LSH000219,255,237,157,491,1,20,Beacon LogisticsShipmentHeader 219,LSH000219,LSH000219,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3cd2e1273425556c977637e8f16ee00d3cd2e1273425556c977637e8f16ee00d
220,LSH000220,5,318,47,83,10,6,Evergreen LogisticsShipmentHeader 220,LSH000220,LSH000220,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,19da90b71f7d55599cc6aae4d392f4f619da90b71f7d55599cc6aae4d392f4f6
221,LSH000221,70,408,-1,-1,7,1,Granite LogisticsShipmentHeader 221,LSH000221,LSH000221,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d9744eeaaa7a588092f0f6498fb391a1d9744eeaaa7a588092f0f6498fb391a1
222,LSH000222,90,395,167,31,13,6,Junction LogisticsShipmentHeader 222,LSH000222,LSH000222,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6885da59e81355708deb885effbb730c6885da59e81355708deb885effbb730c
223,LSH000223,241,439,318,349,7,17,Northstar LogisticsShipmentHeader 223,LSH000223,LSH000223,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c06482268b905df9b28fe25c39017432c06482268b905df9b28fe25c39017432
224,LSH000224,442,149,120,164,1,12,Unity LogisticsShipmentHeader 224,LSH000224,LSH000224,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ed3975d9c9665cf5981f7a6c349a524ced3975d9c9665cf5981f7a6c349a524c
225,LSH000225,218,152,195,462,7,1,Forge LogisticsShipmentHeader 225,LSH000225,LSH000225,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,96feb26df3955343a5f65fb0cabeaf8696feb26df3955343a5f65fb0cabeaf86
226,LSH000226,428,305,84,115,11,20,Summit LogisticsShipmentHeader 226,LSH000226,LSH000226,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5bf69fac407159ed9183d50edf39f1fe5bf69fac407159ed9183d50edf39f1fe
227,LSH000227,228,25,326,226,8,17,Summit LogisticsShipmentHeader 227,LSH000227,LSH000227,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,38bba41bc8655ef5b81c49aa000f37d738bba41bc8655ef5b81c49aa000f37d7
228,LSH000228,19,183,30,173,5,5,Granite LogisticsShipmentHeader 228,LSH000228,LSH000228,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e516da22fbb25eeba8e83e9e8e7d99f8e516da22fbb25eeba8e83e9e8e7d99f8
229,LSH000229,447,3,345,356,9,12,Northstar LogisticsShipmentHeader 229,LSH000229,LSH000229,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,59275dd632265f8ba13321f17724022159275dd632265f8ba13321f177240221
230,LSH000230,230,439,303,165,10,18,Willow LogisticsShipmentHeader 230,LSH000230,LSH000230,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,13211fc2f2435c5c9c4e6b7675bf69db13211fc2f2435c5c9c4e6b7675bf69db
231,LSH000231,39,443,246,463,2,1,Northstar LogisticsShipmentHeader 231,LSH000231,LSH000231,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ce96cf91eb505a2a8df58151b63e5bafce96cf91eb505a2a8df58151b63e5baf
232,LSH000232,483,126,146,227,10,19,Orion LogisticsShipmentHeader 232,LSH000232,LSH000232,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f04f63da469452979bb2006f78df8310f04f63da469452979bb2006f78df8310
233,LSH000233,403,65,86,44,1,15,Zenith LogisticsShipmentHeader 233,LSH000233,LSH000233,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,11f93cf5ccb55598896e2e738cd8286611f93cf5ccb55598896e2e738cd82866
234,LSH000234,253,74,83,320,14,16,Forge LogisticsShipmentHeader 234,LSH000234,LSH000234,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b576ee199bd15741b1af7f62825e7870b576ee199bd15741b1af7f62825e7870
235,LSH000235,394,272,85,89,7,9,Keystone LogisticsShipmentHeader 235,LSH000235,LSH000235,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,712bc011ac1259e89965d0d6cb1335da712bc011ac1259e89965d0d6cb1335da
236,LSH000236,80,17,20,402,14,4,Zenith LogisticsShipmentHeader 236,LSH000236,LSH000236,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d294dd2c2ce75a50a44eaa41e728be3ed294dd2c2ce75a50a44eaa41e728be3e
237,LSH000237,100,489,288,437,14,6,Meridian LogisticsShipmentHeader 237,LSH000237,LSH000237,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,228c7f2e04aa5c838d93ef6cede81e6b228c7f2e04aa5c838d93ef6cede81e6b
238,LSH000238,379,381,-1,-1,3,15,Liberty LogisticsShipmentHeader 238,LSH000238,LSH000238,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8f883670d79f5276b6a881cde2944e788f883670d79f5276b6a881cde2944e78
239,LSH000239,53,295,182,79,10,2,Northstar LogisticsShipmentHeader 239,LSH000239,LSH000239,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8676cad9bb68561c969525aa0ec4d2718676cad9bb68561c969525aa0ec4d271
240,LSH000240,263,347,81,108,9,1,Riverton LogisticsShipmentHeader 240,LSH000240,LSH000240,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3cbe64dd143d5429bd54c031a3b518ea3cbe64dd143d5429bd54c031a3b518ea
241,LSH000241,141,494,297,453,6,5,Zenith LogisticsShipmentHeader 241,LSH000241,LSH000241,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,461a492a7e425eafaa372b20e28aabfc461a492a7e425eafaa372b20e28aabfc
242,LSH000242,473,97,173,99,5,3,Atlas LogisticsShipmentHeader 242,LSH000242,LSH000242,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0ad32836319a5132bce7baa591b1d3ff0ad32836319a5132bce7baa591b1d3ff
243,LSH000243,316,254,222,439,8,8,Evergreen LogisticsShipmentHeader 243,LSH000243,LSH000243,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,45557a38e7df5a14b6c2a1efc35f31a945557a38e7df5a14b6c2a1efc35f31a9
244,LSH000244,272,119,137,360,7,19,Forge LogisticsShipmentHeader 244,LSH000244,LSH000244,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,78cc9575889755a283b481c0f32657a578cc9575889755a283b481c0f32657a5
245,LSH000245,208,230,99,345,13,14,Forge LogisticsShipmentHeader 245,LSH000245,LSH000245,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,adf7a1878266526aadc9d1cead9e6951adf7a1878266526aadc9d1cead9e6951
246,LSH000246,432,364,229,102,14,13,Zenith LogisticsShipmentHeader 246,LSH000246,LSH000246,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,70473f9c21835040861bb93a64d2957070473f9c21835040861bb93a64d29570
247,LSH000247,134,500,341,286,14,13,Vertex LogisticsShipmentHeader 247,LSH000247,LSH000247,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,933af357fd345a528cfae343c3fd29bd933af357fd345a528cfae343c3fd29bd
248,LSH000248,83,464,97,316,2,5,Pioneer LogisticsShipmentHeader 248,LSH000248,LSH000248,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,363073a80d7857558ae443a5fce2618b363073a80d7857558ae443a5fce2618b
249,LSH000249,473,204,270,50,8,13,Northstar LogisticsShipmentHeader 249,LSH000249,LSH000249,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1084819a97d05f0e97c987c318d033d31084819a97d05f0e97c987c318d033d3
250,LSH000250,135,336,7,209,11,2,Keystone LogisticsShipmentHeader 250,LSH000250,LSH000250,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a44ac7c2ea6b53d690d43a6be5092faca44ac7c2ea6b53d690d43a6be5092fac
251,LSH000251,114,172,204,9,1,3,Cedar LogisticsShipmentHeader 251,LSH000251,LSH000251,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2569d12c1b3c52769496647b9f2b4ba42569d12c1b3c52769496647b9f2b4ba4
252,LSH000252,123,370,313,370,11,14,Riverton LogisticsShipmentHeader 252,LSH000252,LSH000252,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3c26d89b129351b9bd2fa0d91794a60e3c26d89b129351b9bd2fa0d91794a60e
253,LSH000253,256,272,16,272,13,15,Summit LogisticsShipmentHeader 253,LSH000253,LSH000253,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e170c7fb6b055e5e8026a999163c9febe170c7fb6b055e5e8026a999163c9feb
254,LSH000254,381,154,304,478,5,4,Zenith LogisticsShipmentHeader 254,LSH000254,LSH000254,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,71da08fa6dfd57429d0b33e24d5c18bc71da08fa6dfd57429d0b33e24d5c18bc
255,LSH000255,327,337,-1,-1,10,14,Liberty LogisticsShipmentHeader 255,LSH000255,LSH000255,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5e111a1aaf5e52b8bd59545e718e1b5b5e111a1aaf5e52b8bd59545e718e1b5b
256,LSH000256,65,498,265,15,3,18,Quartz LogisticsShipmentHeader 256,LSH000256,LSH000256,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7aa586d9358c5cbe80479ed31541d5ca7aa586d9358c5cbe80479ed31541d5ca
257,LSH000257,161,31,90,153,3,14,Quartz LogisticsShipmentHeader 257,LSH000257,LSH000257,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3196acd53a8c5ac88173d7dbe13449cd3196acd53a8c5ac88173d7dbe13449cd
258,LSH000258,279,256,238,160,9,1,Cedar LogisticsShipmentHeader 258,LSH000258,LSH000258,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0d51454a03eb57f99167435fd275eb300d51454a03eb57f99167435fd275eb30
259,LSH000259,61,287,245,163,4,20,Junction LogisticsShipmentHeader 259,LSH000259,LSH000259,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a8ce4e15e7de5ebc96ece1b7e6977ac6a8ce4e15e7de5ebc96ece1b7e6977ac6
260,LSH000260,213,24,11,50,10,9,Quartz LogisticsShipmentHeader 260,LSH000260,LSH000260,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c236dff7fcd350ce86ba67be95503bfcc236dff7fcd350ce86ba67be95503bfc
261,LSH000261,88,349,239,124,1,14,Meridian LogisticsShipmentHeader 261,LSH000261,LSH000261,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e4cf88613d6f5e76ae60056be7dd2ed3e4cf88613d6f5e76ae60056be7dd2ed3
262,LSH000262,429,495,333,483,9,20,Junction LogisticsShipmentHeader 262,LSH000262,LSH000262,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,21d2e5f860bf59e2888f676a5b2fa0ca21d2e5f860bf59e2888f676a5b2fa0ca
263,LSH000263,458,406,153,312,13,4,Granite LogisticsShipmentHeader 263,LSH000263,LSH000263,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,815c3b5e99ef53199b20adf99234e1a8815c3b5e99ef53199b20adf99234e1a8
264,LSH000264,381,468,102,60,4,18,Evergreen LogisticsShipmentHeader 264,LSH000264,LSH000264,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,27578fc4cf745719b5f476d041f1109427578fc4cf745719b5f476d041f11094
265,LSH000265,165,479,322,298,1,14,Liberty LogisticsShipmentHeader 265,LSH000265,LSH000265,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ac9a1c3184585aac90f5e20ff9166507ac9a1c3184585aac90f5e20ff9166507
266,LSH000266,399,262,281,468,1,10,Summit LogisticsShipmentHeader 266,LSH000266,LSH000266,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,99e054e036ce5cee9b0f45588a00ca0c99e054e036ce5cee9b0f45588a00ca0c
267,LSH000267,238,258,164,177,5,10,Riverton LogisticsShipmentHeader 267,LSH000267,LSH000267,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d21dcc1d1b8954d0bdc8cef5f09877bcd21dcc1d1b8954d0bdc8cef5f09877bc
268,LSH000268,457,452,294,235,3,15,Evergreen LogisticsShipmentHeader 268,LSH000268,LSH000268,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aa621204525a55c796917971d63b5509aa621204525a55c796917971d63b5509
269,LSH000269,338,251,210,12,10,17,Harbor LogisticsShipmentHeader 269,LSH000269,LSH000269,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7f3b174c37705cdfb0a2a78d412850de7f3b174c37705cdfb0a2a78d412850de
270,LSH000270,318,342,49,327,10,20,Forge LogisticsShipmentHeader 270,LSH000270,LSH000270,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0d8c5c3d37da52d788957b1d861d08a90d8c5c3d37da52d788957b1d861d08a9
271,LSH000271,45,494,133,402,6,20,Pioneer LogisticsShipmentHeader 271,LSH000271,LSH000271,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f61cccd82ea75fe38b309369140d740bf61cccd82ea75fe38b309369140d740b
272,LSH000272,495,189,-1,-1,10,4,Titan LogisticsShipmentHeader 272,LSH000272,LSH000272,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e27eedd2a8bf5c5898fc35c93ed3d62ae27eedd2a8bf5c5898fc35c93ed3d62a
273,LSH000273,80,150,273,377,12,19,Riverton LogisticsShipmentHeader 273,LSH000273,LSH000273,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0de5465b033750e2a6699a98bf2740600de5465b033750e2a6699a98bf274060
274,LSH000274,41,197,169,129,3,2,Northstar LogisticsShipmentHeader 274,LSH000274,LSH000274,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1429e46fec9d5558a1a9603a3f809e401429e46fec9d5558a1a9603a3f809e40
275,LSH000275,369,70,349,305,5,1,Keystone LogisticsShipmentHeader 275,LSH000275,LSH000275,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8e51aa360b5d5ab8b13a444e23ac50618e51aa360b5d5ab8b13a444e23ac5061
276,LSH000276,463,258,62,240,7,13,Pioneer LogisticsShipmentHeader 276,LSH000276,LSH000276,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,097aa6ff5f3555879dd775db94680316097aa6ff5f3555879dd775db94680316
277,LSH000277,158,292,213,296,11,11,Beacon LogisticsShipmentHeader 277,LSH000277,LSH000277,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,43588ac338435e289ec4f910fc3f1c2843588ac338435e289ec4f910fc3f1c28
278,LSH000278,373,1,135,378,4,16,Harbor LogisticsShipmentHeader 278,LSH000278,LSH000278,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a52d10faba3a5856bc032fafddedfca9a52d10faba3a5856bc032fafddedfca9
279,LSH000279,90,201,239,329,11,14,Unity LogisticsShipmentHeader 279,LSH000279,LSH000279,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,07642325a1e95808818ab09c8e37d1d907642325a1e95808818ab09c8e37d1d9
280,LSH000280,394,84,138,42,9,10,Meridian LogisticsShipmentHeader 280,LSH000280,LSH000280,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5a4093693d055d93bb2155c9ac6e54b55a4093693d055d93bb2155c9ac6e54b5
281,LSH000281,141,225,14,495,10,13,Junction LogisticsShipmentHeader 281,LSH000281,LSH000281,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,556c8b422c1c5eab8dc1eb134701d7ae556c8b422c1c5eab8dc1eb134701d7ae
282,LSH000282,306,174,26,376,4,9,Vertex LogisticsShipmentHeader 282,LSH000282,LSH000282,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,80804ad06a21550786ba751355cc34a780804ad06a21550786ba751355cc34a7
283,LSH000283,270,344,209,369,14,2,Meridian LogisticsShipmentHeader 283,LSH000283,LSH000283,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,13ff7c545d4854f39dd6e6cc1f4f211d13ff7c545d4854f39dd6e6cc1f4f211d
