OeeTargetProfileKey,OeeTargetProfileCode,MachineCapacityRatingKey,ProductKey,PlantKey,OeeCalculationMethodKey,OeeTargetProfileName,RevisionCode,ActiveFlag,StandardValue,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
198,OTP000198,31,228,249,2,Northstar OeeTargetProfile 198,OTP000198,1,281.2600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,955535babd0e5beeaa12f52c7cd3e8ea955535babd0e5beeaa12f52c7cd3e8ea
199,OTP000199,104,447,143,12,Keystone OeeTargetProfile 199,OTP000199,1,282.6300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a311b50b60b1568295ec1fa566faf610a311b50b60b1568295ec1fa566faf610
200,OTP000200,379,483,243,2,Orion OeeTargetProfile 200,OTP000200,0,284.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1c1b66eb838c5e61b2ab79a897213a1c1c1b66eb838c5e61b2ab79a897213a1c
201,OTP000201,319,210,40,1,Meridian OeeTargetProfile 201,OTP000201,1,285.3700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fb702ad6fa1c56e3853908dd5aedfbb0fb702ad6fa1c56e3853908dd5aedfbb0
202,OTP000202,416,282,24,10,Zenith OeeTargetProfile 202,OTP000202,1,286.7400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,858fdc22842e580f88801fade6801b21858fdc22842e580f88801fade6801b21
203,OTP000203,232,434,334,5,Riverton OeeTargetProfile 203,OTP000203,1,288.1100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3e6f120257685fb8a9473c602603b1ed3e6f120257685fb8a9473c602603b1ed
204,OTP000204,72,-1,290,12,Vertex OeeTargetProfile 204,OTP000204,1,289.4800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e108e217ab09587e83ec54e3752dca97e108e217ab09587e83ec54e3752dca97
205,OTP000205,59,244,129,8,Evergreen OeeTargetProfile 205,OTP000205,0,290.8500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4f4433bccf1f5fdf8ef5dbcf85a4c6ab4f4433bccf1f5fdf8ef5dbcf85a4c6ab
206,OTP000206,21,478,111,10,Cedar OeeTargetProfile 206,OTP000206,1,292.2200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,03e0d8b93c825f0d93f02ffa75b5bf2f03e0d8b93c825f0d93f02ffa75b5bf2f
207,OTP000207,273,323,125,10,Northstar OeeTargetProfile 207,OTP000207,1,293.5900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,530e461acf3d5212a4714d7f204bc69a530e461acf3d5212a4714d7f204bc69a
208,OTP000208,282,341,133,10,Harbor OeeTargetProfile 208,OTP000208,1,294.9600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8a27a7c2972d54b5b24690c25ad7b7358a27a7c2972d54b5b24690c25ad7b735
209,OTP000209,77,66,237,12,Forge OeeTargetProfile 209,OTP000209,1,296.3300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a967f459893653009ebbf9b75021d49ba967f459893653009ebbf9b75021d49b
210,OTP000210,427,250,75,7,Quartz OeeTargetProfile 210,OTP000210,0,297.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b2c1db99c32e510ba7a692b2abf7f77bb2c1db99c32e510ba7a692b2abf7f77b
211,OTP000211,166,54,148,6,Beacon OeeTargetProfile 211,OTP000211,1,299.0700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,064aeedd42735f098fe166f52b71f206064aeedd42735f098fe166f52b71f206
212,OTP000212,293,51,219,2,Liberty OeeTargetProfile 212,OTP000212,1,300.4400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aa3b0eeda7c15baab705f3a94660840aaa3b0eeda7c15baab705f3a94660840a
213,OTP000213,278,62,297,7,Willow OeeTargetProfile 213,OTP000213,1,301.8100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e15b0c0914ed51f392f17a018424abc5e15b0c0914ed51f392f17a018424abc5
214,OTP000214,403,177,284,11,Quartz OeeTargetProfile 214,OTP000214,1,303.1800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f2015db21d5c5161b90d9185800747e9f2015db21d5c5161b90d9185800747e9
215,OTP000215,88,335,53,6,Summit OeeTargetProfile 215,OTP000215,0,304.5500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cb7db13bc19d5c9f82dd446d0c5871eecb7db13bc19d5c9f82dd446d0c5871ee
216,OTP000216,374,307,214,12,Pioneer OeeTargetProfile 216,OTP000216,1,305.9200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e21a761945305c54a3a75aacf9402d5ce21a761945305c54a3a75aacf9402d5c
217,OTP000217,303,103,203,3,Junction OeeTargetProfile 217,OTP000217,1,307.2900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c905671bf52e5d51bb2fafe17b0af207c905671bf52e5d51bb2fafe17b0af207
218,OTP000218,473,356,111,11,Zenith OeeTargetProfile 218,OTP000218,1,308.6600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e76b19d0d266593d83d9956749f9aa09e76b19d0d266593d83d9956749f9aa09
219,OTP000219,74,76,18,7,Beacon OeeTargetProfile 219,OTP000219,1,310.0300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c99a53c3571a5e6199fca818a5168e73c99a53c3571a5e6199fca818a5168e73
220,OTP000220,323,61,159,12,Atlas OeeTargetProfile 220,OTP000220,0,311.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d64fbab4c43c518490d363ba8312620bd64fbab4c43c518490d363ba8312620b
221,OTP000221,412,-1,297,3,Evergreen OeeTargetProfile 221,OTP000221,1,312.7700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bd20e80d00ad5c2caeddcae9961613e1bd20e80d00ad5c2caeddcae9961613e1
222,OTP000222,481,205,207,9,Ion OeeTargetProfile 222,OTP000222,1,314.1400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a087a701433f5d47a4372b2836aac202a087a701433f5d47a4372b2836aac202
223,OTP000223,227,461,48,12,Delta OeeTargetProfile 223,OTP000223,1,315.5100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,05c61c8b58cd580086e0e7ddd840973f05c61c8b58cd580086e0e7ddd840973f
224,OTP000224,367,192,106,3,Junction OeeTargetProfile 224,OTP000224,1,316.8800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,13f425b13bdc5d7db08651d997ad17b513f425b13bdc5d7db08651d997ad17b5
225,OTP000225,15,122,233,5,Willow OeeTargetProfile 225,OTP000225,0,318.2500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,36d3a39beadd5808bca147f1b450b45c36d3a39beadd5808bca147f1b450b45c
226,OTP000226,183,264,154,7,Titan OeeTargetProfile 226,OTP000226,1,319.6200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fa085322ddaf53f0b90c6060c71a456afa085322ddaf53f0b90c6060c71a456a
227,OTP000227,99,469,218,11,Zenith OeeTargetProfile 227,OTP000227,1,320.9900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0e3088761a5559cc90eec48f1da4f5de0e3088761a5559cc90eec48f1da4f5de
228,OTP000228,200,130,158,3,Delta OeeTargetProfile 228,OTP000228,1,322.3600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,80cedf40e52259249f355f6b87cd91a580cedf40e52259249f355f6b87cd91a5
229,OTP000229,198,227,18,4,Orion OeeTargetProfile 229,OTP000229,1,323.7300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9b40734f386c5a7cae4c29fe3a9d5bf89b40734f386c5a7cae4c29fe3a9d5bf8
230,OTP000230,473,88,218,1,Titan OeeTargetProfile 230,OTP000230,0,325.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,899a1c2c5a055e8bbf4d4fe1bcdd26e0899a1c2c5a055e8bbf4d4fe1bcdd26e0
231,OTP000231,274,23,23,4,Willow OeeTargetProfile 231,OTP000231,1,326.4700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3e9bc064affe5463987d3547a6647ca43e9bc064affe5463987d3547a6647ca4
232,OTP000232,395,23,96,8,Atlas OeeTargetProfile 232,OTP000232,1,327.8400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,abf69cef60555430baff46fb46e510d6abf69cef60555430baff46fb46e510d6
233,OTP000233,365,376,292,10,Keystone OeeTargetProfile 233,OTP000233,1,329.2100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9e4e4ab39cd45a8e84ed5c281b56038a9e4e4ab39cd45a8e84ed5c281b56038a
234,OTP000234,452,107,233,3,Titan OeeTargetProfile 234,OTP000234,1,330.5800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f82f3a4a2c3f557ab8396e8e8ef9f1d5f82f3a4a2c3f557ab8396e8e8ef9f1d5
235,OTP000235,197,33,290,3,Delta OeeTargetProfile 235,OTP000235,0,331.9500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2358ebb953d857c68226266fd2eaa2162358ebb953d857c68226266fd2eaa216
236,OTP000236,387,1,164,6,Willow OeeTargetProfile 236,OTP000236,1,333.3200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a5120618a937553da8dcd5a6b70064d4a5120618a937553da8dcd5a6b70064d4
237,OTP000237,95,288,90,2,Evergreen OeeTargetProfile 237,OTP000237,1,334.6900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3fafd46e435b5774b83e5a8ec04170953fafd46e435b5774b83e5a8ec0417095
238,OTP000238,237,-1,97,6,Riverton OeeTargetProfile 238,OTP000238,1,336.0600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,92f1385f4c9f59c4a6db8a866f16ea8792f1385f4c9f59c4a6db8a866f16ea87
239,OTP000239,62,464,272,7,Meridian OeeTargetProfile 239,OTP000239,1,337.4300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2ba7fc31ef3357cba19f53cce74bd0cb2ba7fc31ef3357cba19f53cce74bd0cb
240,OTP000240,300,221,341,2,Unity OeeTargetProfile 240,OTP000240,0,338.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1a3b53fd75fe5941ae8ba96b3797f15c1a3b53fd75fe5941ae8ba96b3797f15c
241,OTP000241,223,96,242,2,Atlas OeeTargetProfile 241,OTP000241,1,340.1700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ea154f6afa745f1f86bf085e55f44d48ea154f6afa745f1f86bf085e55f44d48
242,OTP000242,153,70,261,10,Northstar OeeTargetProfile 242,OTP000242,1,341.5400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5cd9f7fe559452498ca1a2123fa912275cd9f7fe559452498ca1a2123fa91227
243,OTP000243,214,176,235,8,Cedar OeeTargetProfile 243,OTP000243,1,342.9100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,61868bf19668588eb4a613e4d3c8bdf461868bf19668588eb4a613e4d3c8bdf4
244,OTP000244,216,154,3,9,Liberty OeeTargetProfile 244,OTP000244,1,344.2800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ef6fda601e9e5c429f59d15dd49a48baef6fda601e9e5c429f59d15dd49a48ba
245,OTP000245,36,98,195,8,Titan OeeTargetProfile 245,OTP000245,0,345.6500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0b219173c34e5ef098d657f58a2682820b219173c34e5ef098d657f58a268282
246,OTP000246,395,125,313,4,Ion OeeTargetProfile 246,OTP000246,1,347.0200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,963a93cd76de538283260a2c51c2f768963a93cd76de538283260a2c51c2f768
247,OTP000247,452,428,227,6,Ion OeeTargetProfile 247,OTP000247,1,348.3900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d279d517d3135d22805d5415c2e0d011d279d517d3135d22805d5415c2e0d011
248,OTP000248,153,178,310,12,Junction OeeTargetProfile 248,OTP000248,1,349.7600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e78241bc5670573187a3bffcc3af435fe78241bc5670573187a3bffcc3af435f
249,OTP000249,408,472,297,12,Titan OeeTargetProfile 249,OTP000249,1,351.1300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2c5702474413565fb0172c955c423e752c5702474413565fb0172c955c423e75
250,OTP000250,16,336,290,12,Ion OeeTargetProfile 250,OTP000250,0,352.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,23a3bddb852b5d3188b8f6d209acba9a23a3bddb852b5d3188b8f6d209acba9a
251,OTP000251,406,97,219,9,Evergreen OeeTargetProfile 251,OTP000251,1,353.8700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0d5576803b13533bbef4cb14a06e41b90d5576803b13533bbef4cb14a06e41b9
252,OTP000252,479,46,170,4,Delta OeeTargetProfile 252,OTP000252,1,355.2400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4bb98891251a59249b91de7e130cffe94bb98891251a59249b91de7e130cffe9
253,OTP000253,113,3,38,2,Willow OeeTargetProfile 253,OTP000253,1,356.6100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cd20a9a6adee529c9b932ba3da7eb5c3cd20a9a6adee529c9b932ba3da7eb5c3
254,OTP000254,109,259,165,9,Summit OeeTargetProfile 254,OTP000254,1,357.9800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8a09c72e317956c292768bb7d97275b88a09c72e317956c292768bb7d97275b8
255,OTP000255,146,-1,146,10,Beacon OeeTargetProfile 255,OTP000255,0,359.3500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,61beadfbe4c9545280b9480aa6dc9e6761beadfbe4c9545280b9480aa6dc9e67
256,OTP000256,423,478,19,8,Delta OeeTargetProfile 256,OTP000256,1,360.7200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3467c5f23a405e9ebb2a4027705a359a3467c5f23a405e9ebb2a4027705a359a
257,OTP000257,467,209,221,12,Granite OeeTargetProfile 257,OTP000257,1,362.0900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7b265ff008d75719a0ad074205d059047b265ff008d75719a0ad074205d05904
258,OTP000258,173,104,78,10,Liberty OeeTargetProfile 258,OTP000258,1,363.4600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a0aab469ab2f571785ee921fcf8b9f33a0aab469ab2f571785ee921fcf8b9f33
259,OTP000259,45,308,20,3,Unity OeeTargetProfile 259,OTP000259,1,364.8300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5eb4c7125a9858018b88a66560be91f75eb4c7125a9858018b88a66560be91f7
260,OTP000260,476,24,32,2,Liberty OeeTargetProfile 260,OTP000260,0,366.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,449d44926e085f3db79473fd8dd6b4e4449d44926e085f3db79473fd8dd6b4e4
261,OTP000261,348,278,254,3,Pioneer OeeTargetProfile 261,OTP000261,1,367.5700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,39f78ef956995151accbc2bf52dd5edf39f78ef956995151accbc2bf52dd5edf
262,OTP000262,397,414,40,5,Atlas OeeTargetProfile 262,OTP000262,1,368.9400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,289c616aa89a56408e79d3cfac49a3c2289c616aa89a56408e79d3cfac49a3c2
263,OTP000263,400,445,12,5,Northstar OeeTargetProfile 263,OTP000263,1,370.3100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d1ec78ab5ae15f57a07dbdee98feacb5d1ec78ab5ae15f57a07dbdee98feacb5
264,OTP000264,404,290,138,8,Orion OeeTargetProfile 264,OTP000264,1,371.6800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,490813728b1c5392b9ddec208481792b490813728b1c5392b9ddec208481792b
265,OTP000265,301,47,130,2,Vertex OeeTargetProfile 265,OTP000265,0,373.0500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,99e13e68cbcd56058341b26992fbee5b99e13e68cbcd56058341b26992fbee5b
266,OTP000266,136,60,251,6,Evergreen OeeTargetProfile 266,OTP000266,1,374.4200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,09625818027c56148c148823b032da2809625818027c56148c148823b032da28
267,OTP000267,43,179,97,11,Forge OeeTargetProfile 267,OTP000267,1,375.7900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,93b643fbab285178ad67eb10d9445b8893b643fbab285178ad67eb10d9445b88
268,OTP000268,376,139,165,4,Summit OeeTargetProfile 268,OTP000268,1,377.1600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fde507b2e2c25dc8b32e5246f0f343cafde507b2e2c25dc8b32e5246f0f343ca
269,OTP000269,60,11,174,12,Keystone OeeTargetProfile 269,OTP000269,1,378.5300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7d3fbf352339588fa18ed2953c4235167d3fbf352339588fa18ed2953c423516
270,OTP000270,75,231,332,8,Riverton OeeTargetProfile 270,OTP000270,0,379.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b885374bb49659a194d979bed31f3855b885374bb49659a194d979bed31f3855
271,OTP000271,239,488,295,9,Summit OeeTargetProfile 271,OTP000271,1,381.2700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6ffdbae6c05452f2bdc6f18a7d51ad7f6ffdbae6c05452f2bdc6f18a7d51ad7f
272,OTP000272,321,-1,272,5,Riverton OeeTargetProfile 272,OTP000272,1,382.6400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,532d388b2ea6548cae1026e255b8d695532d388b2ea6548cae1026e255b8d695
273,OTP000273,19,433,178,1,Riverton OeeTargetProfile 273,OTP000273,1,384.0100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e64d6bbb98a059cdb21815da2b04c1dce64d6bbb98a059cdb21815da2b04c1dc
274,OTP000274,302,265,56,5,Quartz OeeTargetProfile 274,OTP000274,1,385.3800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7ed62df7f8715cb19a894cda952e12007ed62df7f8715cb19a894cda952e1200
275,OTP000275,43,499,285,5,Unity OeeTargetProfile 275,OTP000275,0,386.7500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,80c5a67710eb55a7bf83bbdba102efa480c5a67710eb55a7bf83bbdba102efa4
276,OTP000276,350,493,57,9,Pioneer OeeTargetProfile 276,OTP000276,1,388.1200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,52ed23d622db5b6a9a15037216b1fa2a52ed23d622db5b6a9a15037216b1fa2a
277,OTP000277,239,432,346,1,Riverton OeeTargetProfile 277,OTP000277,1,389.4900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f5cd3abdaa3c5f068237be60aa494653f5cd3abdaa3c5f068237be60aa494653
278,OTP000278,217,471,126,11,Northstar OeeTargetProfile 278,OTP000278,1,390.8600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fc8e5c7d3ccb533cbacdbf6e0fe06818fc8e5c7d3ccb533cbacdbf6e0fe06818
279,OTP000279,499,290,85,2,Forge OeeTargetProfile 279,OTP000279,1,392.2300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,84904315ae3b51d884e737567ba3d62d84904315ae3b51d884e737567ba3d62d
280,OTP000280,330,143,293,7,Forge OeeTargetProfile 280,OTP000280,0,393.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,350257233305598fba929822178eb9fb350257233305598fba929822178eb9fb
281,OTP000281,266,86,239,3,Quartz OeeTargetProfile 281,OTP000281,1,394.9700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,938ecd52e1ff54d8b32c94246fc8749f938ecd52e1ff54d8b32c94246fc8749f
282,OTP000282,356,489,180,4,Evergreen OeeTargetProfile 282,OTP000282,1,396.3400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4837d7dd2ff35e13aac67fc0124f37424837d7dd2ff35e13aac67fc0124f3742
283,OTP000283,377,322,350,8,Beacon OeeTargetProfile 283,OTP000283,1,397.7100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fa2d8a7d82b057ce862f53a0e8d6a4f4fa2d8a7d82b057ce862f53a0e8d6a4f4
284,OTP000284,481,299,141,2,Atlas OeeTargetProfile 284,OTP000284,1,399.0800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9cdb9367741a5ba484ff7b0dceda5da19cdb9367741a5ba484ff7b0dceda5da1
285,OTP000285,79,372,203,11,Harbor OeeTargetProfile 285,OTP000285,0,400.4500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0f38b99a4c955db5a6ab57b7b9d7d3310f38b99a4c955db5a6ab57b7b9d7d331
286,OTP000286,7,185,342,10,Summit OeeTargetProfile 286,OTP000286,1,401.8200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a8e06fcc52ce508abf39d64933487033a8e06fcc52ce508abf39d64933487033
287,OTP000287,319,71,73,4,Forge OeeTargetProfile 287,OTP000287,1,403.1900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,95203dbc5edc519c9e9b779333b051cb95203dbc5edc519c9e9b779333b051cb
288,OTP000288,210,233,49,3,Ion OeeTargetProfile 288,OTP000288,1,404.5600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dc7b8c91313b59b09ff3ed8353175532dc7b8c91313b59b09ff3ed8353175532
289,OTP000289,469,-1,140,1,Beacon OeeTargetProfile 289,OTP000289,1,405.9300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2f1664e039fa5f7b9e05b52298ce91012f1664e039fa5f7b9e05b52298ce9101
290,OTP000290,83,361,94,3,Titan OeeTargetProfile 290,OTP000290,0,407.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,92bc2f2b2db551e6a5e97c54c55b839892bc2f2b2db551e6a5e97c54c55b8398
291,OTP000291,194,218,192,11,Willow OeeTargetProfile 291,OTP000291,1,408.6700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ea0cdeee88935594a6c845b0e1484f16ea0cdeee88935594a6c845b0e1484f16
292,OTP000292,278,425,129,8,Northstar OeeTargetProfile 292,OTP000292,1,410.0400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,94434bc845cb5ec1a373713c3aefd61c94434bc845cb5ec1a373713c3aefd61c
293,OTP000293,372,433,330,4,Summit OeeTargetProfile 293,OTP000293,1,411.4100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7329868eb5e85f9e95c495a51ca4ad707329868eb5e85f9e95c495a51ca4ad70
294,OTP000294,417,498,305,2,Cedar OeeTargetProfile 294,OTP000294,1,412.7800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,172a5fa368975bec8b8347b5e76559a0172a5fa368975bec8b8347b5e76559a0
295,OTP000295,492,431,17,1,Atlas OeeTargetProfile 295,OTP000295,0,414.1500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2b724ce243345e3c97904bdd6515c32e2b724ce243345e3c97904bdd6515c32e
296,OTP000296,75,304,316,12,Evergreen OeeTargetProfile 296,OTP000296,1,415.5200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4002d780e9845ea38a6747263a9020584002d780e9845ea38a6747263a902058
297,OTP000297,445,150,108,12,Evergreen OeeTargetProfile 297,OTP000297,1,416.8900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d0ef7922bb445a96903f619504065d86d0ef7922bb445a96903f619504065d86
