SalesFulfillmentPromiseKey,FulfillmentPromiseCode,SalesOrderLineKey,FulfillmentPlantKey,ProductKey,SalesAllocationStatusKey,PromiseSequenceNumber,PromisedShipDate,PromisedDeliveryDate,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
219,SFP000219,231,246,390,1,219,2020-08-07,2020-08-07,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8b231a28b5875c6b847dd64747aaf5568b231a28b5875c6b847dd64747aaf556
220,SFP000220,204,99,414,6,220,2020-08-08,2020-08-08,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,25d54fc89f435648925763fe116b01dd25d54fc89f435648925763fe116b01dd
221,SFP000221,125,146,485,4,221,2020-08-09,2020-08-09,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,340c9fddca505e119bf62efa24a0790e340c9fddca505e119bf62efa24a0790e
222,SFP000222,225,280,358,8,222,2020-08-10,2020-08-10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c384345198c85cfbb2f4410ad7966182c384345198c85cfbb2f4410ad7966182
223,SFP000223,408,14,92,4,223,2020-08-11,2020-08-11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e67ca1d2df375b65953fedbb764fb78ae67ca1d2df375b65953fedbb764fb78a
224,SFP000224,414,234,366,5,224,2020-08-12,2020-08-12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cc77f510e6b255f9bbc06c6f6874e537cc77f510e6b255f9bbc06c6f6874e537
225,SFP000225,442,263,192,6,225,2020-08-13,2020-08-13,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eb90a9da0f415a2e89371d8e6ba691b4eb90a9da0f415a2e89371d8e6ba691b4
226,SFP000226,423,174,50,10,226,2020-08-14,2020-08-14,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5fe96dce5b9b52d5b29a0267e730efc15fe96dce5b9b52d5b29a0267e730efc1
227,SFP000227,452,238,260,7,227,2020-08-15,2020-08-15,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d91b40439aa95c32a6f19543cdf12814d91b40439aa95c32a6f19543cdf12814
228,SFP000228,125,206,251,8,228,2020-08-16,2020-08-16,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ae3005fb922b55bea80856320e7674c9ae3005fb922b55bea80856320e7674c9
229,SFP000229,215,325,45,4,229,2020-08-17,2020-08-17,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e06fd2ed297c5441a279596e205aa12ee06fd2ed297c5441a279596e205aa12e
230,SFP000230,360,268,378,9,230,2020-08-18,2020-08-18,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ae403af9d70b5da98d32aab28ce5b414ae403af9d70b5da98d32aab28ce5b414
231,SFP000231,85,142,69,2,231,2020-08-19,2020-08-19,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5883c3e51ad55b6ba9256e311aeaaa955883c3e51ad55b6ba9256e311aeaaa95
232,SFP000232,391,193,310,6,232,2020-08-20,2020-08-20,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6c58f7ef485850789939eca972acaeb76c58f7ef485850789939eca972acaeb7
233,SFP000233,466,260,123,6,233,2020-08-21,2020-08-21,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dfe3b70e6a1b5a90a552569a9c9918dbdfe3b70e6a1b5a90a552569a9c9918db
234,SFP000234,488,287,251,5,234,2020-08-22,2020-08-22,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,99f4b840f2395da9a6bf7eccbeb07d8099f4b840f2395da9a6bf7eccbeb07d80
235,SFP000235,120,157,84,8,235,2020-08-23,2020-08-23,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6fcdd6ba311c526ba6552d1f17b636be6fcdd6ba311c526ba6552d1f17b636be
236,SFP000236,414,290,430,1,236,2020-08-24,2020-08-24,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f32e384fb2ae5891a79c3f37e9787ab0f32e384fb2ae5891a79c3f37e9787ab0
237,SFP000237,205,244,47,9,237,2020-08-25,2020-08-25,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,22afd318a4e3585c93403526b888308722afd318a4e3585c93403526b8883087
238,SFP000238,282,198,237,9,238,2020-08-26,2020-08-26,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0a26ddb280875c5bbcb10c8f321d8ac90a26ddb280875c5bbcb10c8f321d8ac9
239,SFP000239,107,222,104,6,239,2020-08-27,2020-08-27,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6aa0959f031a5c2581a5299c4877dc246aa0959f031a5c2581a5299c4877dc24
240,SFP000240,425,54,331,2,240,2020-08-28,2020-08-28,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,84228d0118ee5b37a029f470a8ba8f0f84228d0118ee5b37a029f470a8ba8f0f
241,SFP000241,495,22,97,8,241,2020-08-29,2020-08-29,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8cf4f0cee0a85557ae73191052d50c318cf4f0cee0a85557ae73191052d50c31
242,SFP000242,253,14,397,7,242,2020-08-30,2020-08-30,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eb458e0c7473553999eea90529a7f0e0eb458e0c7473553999eea90529a7f0e0
243,SFP000243,363,293,280,8,243,2020-08-31,2020-08-31,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,71a29fc18981514abe58612474c1dbc471a29fc18981514abe58612474c1dbc4
244,SFP000244,156,41,253,4,244,2020-09-01,2020-09-01,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7d2c0122cbf35de294344c35528c33427d2c0122cbf35de294344c35528c3342
245,SFP000245,447,70,312,2,245,2020-09-02,2020-09-02,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,23384794e8155809aeb972485af2ea3423384794e8155809aeb972485af2ea34
246,SFP000246,384,196,18,8,246,2020-09-03,2020-09-03,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,41cd6c24c6c55dc68a1178fee37accfd41cd6c24c6c55dc68a1178fee37accfd
247,SFP000247,197,155,194,2,247,2020-09-04,2020-09-04,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,43974d640b1056d0812b4a2ab30dfa3443974d640b1056d0812b4a2ab30dfa34
248,SFP000248,477,253,384,7,248,2020-09-05,2020-09-05,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6a8585dbc6c9581aacca988071bfcd6f6a8585dbc6c9581aacca988071bfcd6f
249,SFP000249,243,24,258,8,249,2020-09-06,2020-09-06,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fd373bd6627e54fca4973478f26bb8d6fd373bd6627e54fca4973478f26bb8d6
250,SFP000250,126,133,324,5,250,2020-09-07,2020-09-07,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,10ec6d031eb7541f93a072c69ac9a72410ec6d031eb7541f93a072c69ac9a724
251,SFP000251,53,88,157,7,251,2020-09-08,2020-09-08,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,48bacf4d24175b609da8883c93481f3948bacf4d24175b609da8883c93481f39
252,SFP000252,5,210,223,2,252,2020-09-09,2020-09-09,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,15b461ed25995b8e8f54bc6454b7473415b461ed25995b8e8f54bc6454b74734
253,SFP000253,95,204,194,3,253,2020-09-10,2020-09-10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,78c0c665c6f45e139ed8c0703a200f1e78c0c665c6f45e139ed8c0703a200f1e
254,SFP000254,71,298,343,4,254,2020-09-11,2020-09-11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e3c838a3b4615f40bd7faf803b37e730e3c838a3b4615f40bd7faf803b37e730
255,SFP000255,67,92,234,3,255,2020-09-12,2020-09-12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8857e81705cd58ddb61d4f1f33b4fa778857e81705cd58ddb61d4f1f33b4fa77
256,SFP000256,385,337,396,7,256,2020-09-13,2020-09-13,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7a4f2f319a765df3b12567a6254c26577a4f2f319a765df3b12567a6254c2657
257,SFP000257,305,191,76,10,257,2020-09-14,2020-09-14,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1e7622e4700d596db932b7e90adfcf691e7622e4700d596db932b7e90adfcf69
258,SFP000258,119,235,404,10,258,2020-09-15,2020-09-15,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2406a73267e5567c9b3eefedf6a376772406a73267e5567c9b3eefedf6a37677
259,SFP000259,316,304,454,3,259,2020-09-16,2020-09-16,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e17140f7bc095cdea9e02d2a5f788f26e17140f7bc095cdea9e02d2a5f788f26
260,SFP000260,68,22,384,4,260,2020-09-17,2020-09-17,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5ae06a7d6c0c5b70b639364190710e855ae06a7d6c0c5b70b639364190710e85
261,SFP000261,478,64,16,7,261,2020-09-18,2020-09-18,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6e9330dab732593c8222a4800aacb1346e9330dab732593c8222a4800aacb134
262,SFP000262,169,62,292,7,262,2020-09-19,2020-09-19,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,50fb984a707a5a9aa419ce4e3ee43dc850fb984a707a5a9aa419ce4e3ee43dc8
263,SFP000263,104,55,281,6,263,2020-09-20,2020-09-20,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a8d1f84716b7522aa87c063295b61384a8d1f84716b7522aa87c063295b61384
264,SFP000264,107,291,166,2,264,2020-09-21,2020-09-21,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1ac0eb7b89e75356b7a7b45b6c5bb0101ac0eb7b89e75356b7a7b45b6c5bb010
265,SFP000265,215,89,232,3,265,2020-09-22,2020-09-22,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cf8bd55bf080500a8c70a96c8c85cda3cf8bd55bf080500a8c70a96c8c85cda3
266,SFP000266,271,93,67,6,266,2020-09-23,2020-09-23,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fc2d2f18359454fc93f0ddb66c034ef8fc2d2f18359454fc93f0ddb66c034ef8
267,SFP000267,31,45,58,7,267,2020-09-24,2020-09-24,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,81b3e3f01d395f8488f3150c8135fbdd81b3e3f01d395f8488f3150c8135fbdd
268,SFP000268,271,287,218,9,268,2020-09-25,2020-09-25,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c4cd031210935b6a8930cda8cc79c1a4c4cd031210935b6a8930cda8cc79c1a4
269,SFP000269,274,99,363,10,269,2020-09-26,2020-09-26,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5e25819a7c45507a82fe36e69a626d505e25819a7c45507a82fe36e69a626d50
270,SFP000270,84,44,188,2,270,2020-09-27,2020-09-27,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b4b4660fa11a5984a0e77bc4091780a5b4b4660fa11a5984a0e77bc4091780a5
271,SFP000271,23,91,385,4,271,2020-09-28,2020-09-28,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e6336adb612e543888ac8903aa5324c2e6336adb612e543888ac8903aa5324c2
272,SFP000272,386,156,482,4,272,2020-09-29,2020-09-29,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6c6bd1e275df50a9b603f861964463906c6bd1e275df50a9b603f86196446390
273,SFP000273,176,86,411,1,273,2020-09-30,2020-09-30,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,da113765d87b5dc4a693ca9546340fa5da113765d87b5dc4a693ca9546340fa5
274,SFP000274,191,171,85,9,274,2020-10-01,2020-10-01,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,33ec5e9fc3a952f3b37c5b1f2ebe630c33ec5e9fc3a952f3b37c5b1f2ebe630c
275,SFP000275,319,240,277,4,275,2020-10-02,2020-10-02,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,814cd32016105e4a80efdb3ae7e38596814cd32016105e4a80efdb3ae7e38596
276,SFP000276,401,212,363,7,276,2020-10-03,2020-10-03,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9743cd9f78df5699b00a155a20679d7d9743cd9f78df5699b00a155a20679d7d
277,SFP000277,184,348,207,8,277,2020-10-04,2020-10-04,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a2586f42be0c5f28bc765fe258ceed5ea2586f42be0c5f28bc765fe258ceed5e
278,SFP000278,245,171,456,5,278,2020-10-05,2020-10-05,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e86fe28931a55a8c900a41ae2d817db5e86fe28931a55a8c900a41ae2d817db5
279,SFP000279,132,199,189,5,279,2020-10-06,2020-10-06,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f733178dad615914b42e29a32852caf0f733178dad615914b42e29a32852caf0
280,SFP000280,402,14,114,1,280,2020-10-07,2020-10-07,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1af5f0b85fa55779bdbf78f92058936b1af5f0b85fa55779bdbf78f92058936b
281,SFP000281,183,75,172,1,281,2020-10-08,2020-10-08,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,537ae6cec90156a1b5c2bccccbdce25b537ae6cec90156a1b5c2bccccbdce25b
282,SFP000282,403,57,339,2,282,2020-10-09,2020-10-09,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0b330a73f99755c8a8d5d02f41b99adc0b330a73f99755c8a8d5d02f41b99adc
283,SFP000283,53,330,204,2,283,2020-10-10,2020-10-10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c08ffcf7bbb85944bc0777b3880ad690c08ffcf7bbb85944bc0777b3880ad690
284,SFP000284,437,346,284,5,284,2020-10-11,2020-10-11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,40291e2c2b085359ab14ab60832ff27440291e2c2b085359ab14ab60832ff274
285,SFP000285,140,28,250,10,285,2020-10-12,2020-10-12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f08aad98b60251aea6473834d2f7c165f08aad98b60251aea6473834d2f7c165
286,SFP000286,126,227,333,2,286,2020-10-13,2020-10-13,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a714a30529ce5ae9962a3efe70934e7ba714a30529ce5ae9962a3efe70934e7b
287,SFP000287,101,125,434,1,287,2020-10-14,2020-10-14,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5632fc73e8a254668851e6f1a699d3185632fc73e8a254668851e6f1a699d318
288,SFP000288,22,88,274,9,288,2020-10-15,2020-10-15,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ec3e4842231e58718c4257123c3008bfec3e4842231e58718c4257123c3008bf
289,SFP000289,223,323,270,3,289,2020-10-16,2020-10-16,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1703e418d5c85ac3b6342492594ddab01703e418d5c85ac3b6342492594ddab0
290,SFP000290,399,111,208,5,290,2020-10-17,2020-10-17,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,20f21050bed15b8fafe88ad0c4d5e70120f21050bed15b8fafe88ad0c4d5e701
291,SFP000291,80,251,106,5,291,2020-10-18,2020-10-18,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,32dca432002e5f038a57f665d3de38c932dca432002e5f038a57f665d3de38c9
292,SFP000292,63,333,166,4,292,2020-10-19,2020-10-19,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,376a33d341d15f73b3bff940c6938a71376a33d341d15f73b3bff940c6938a71
293,SFP000293,370,2,409,7,293,2020-10-20,2020-10-20,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,33c0415521b05952a597054070ee392133c0415521b05952a597054070ee3921
294,SFP000294,91,232,314,7,294,2020-10-21,2020-10-21,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0ab9a669eb7a59d58868c6f94fedcb130ab9a669eb7a59d58868c6f94fedcb13
295,SFP000295,89,248,357,4,295,2020-10-22,2020-10-22,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ac154d74dbab548cb2e16919a53e95c5ac154d74dbab548cb2e16919a53e95c5
296,SFP000296,473,337,432,7,296,2020-10-23,2020-10-23,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5ffe4bfec4325473bb8f42a1b13612005ffe4bfec4325473bb8f42a1b1361200
297,SFP000297,448,188,110,4,297,2020-10-24,2020-10-24,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,67a4a8cf9f635672b0acf420c6fb352767a4a8cf9f635672b0acf420c6fb3527
298,SFP000298,356,312,163,1,298,2020-10-25,2020-10-25,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4aa9cfcc8bdd5dc189b8d1c1af0e455d4aa9cfcc8bdd5dc189b8d1c1af0e455d
299,SFP000299,54,238,173,5,299,2020-10-26,2020-10-26,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,52467b59c28e5d58ae83cbfb5ea540bf52467b59c28e5d58ae83cbfb5ea540bf
300,SFP000300,419,4,237,5,300,2020-10-27,2020-10-27,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,92ca6dacf3ce5236a040a0415fef1e1692ca6dacf3ce5236a040a0415fef1e16
301,SFP000301,242,29,284,8,301,2020-10-28,2020-10-28,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fe93069728ba5b94ba3124aeba7e746ffe93069728ba5b94ba3124aeba7e746f
302,SFP000302,368,98,283,4,302,2020-10-29,2020-10-29,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b3f622a4a20153558679742e16ca23bdb3f622a4a20153558679742e16ca23bd
303,SFP000303,5,23,68,7,303,2020-10-30,2020-10-30,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f661efdecd2c5c579f94e900e5c82210f661efdecd2c5c579f94e900e5c82210
304,SFP000304,113,36,311,6,304,2020-10-31,2020-10-31,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e6616f87a1625088ac0c299762e46197e6616f87a1625088ac0c299762e46197
305,SFP000305,489,8,298,9,305,2020-11-01,2020-11-01,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d45ab7c8899d57a9a7448f2cd47ab479d45ab7c8899d57a9a7448f2cd47ab479
306,SFP000306,421,33,2,1,306,2020-11-02,2020-11-02,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e38557e242375dbd8f9571b2e3a28654e38557e242375dbd8f9571b2e3a28654
307,SFP000307,301,70,31,6,307,2020-11-03,2020-11-03,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,891e27040aab5b1ba4b5295ee2845fd0891e27040aab5b1ba4b5295ee2845fd0
308,SFP000308,229,265,257,10,308,2020-11-04,2020-11-04,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a09e5774247a57ee86c37115747ac01aa09e5774247a57ee86c37115747ac01a
309,SFP000309,390,343,33,1,309,2020-11-05,2020-11-05,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,969e676ba92f5325bf5d5e2cc66c9826969e676ba92f5325bf5d5e2cc66c9826
310,SFP000310,427,2,296,5,310,2020-11-06,2020-11-06,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cbd59953e20b55599e9ada2a7ac7b083cbd59953e20b55599e9ada2a7ac7b083
311,SFP000311,14,220,97,9,311,2020-11-07,2020-11-07,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f8cc674783db5b449d1710ba94cb91e5f8cc674783db5b449d1710ba94cb91e5
312,SFP000312,409,314,315,4,312,2020-11-08,2020-11-08,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e5d583e9ca9c5ec68f8855cc58d15ee8e5d583e9ca9c5ec68f8855cc58d15ee8
313,SFP000313,405,175,87,7,313,2020-11-09,2020-11-09,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f39fb2776928556c8245b81f175936c4f39fb2776928556c8245b81f175936c4
314,SFP000314,281,290,28,8,314,2020-11-10,2020-11-10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,afd0ff7527d252608461b8d8d1a30971afd0ff7527d252608461b8d8d1a30971
315,SFP000315,71,342,386,10,315,2020-11-11,2020-11-11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0c2c8a565310501c9bdaf106bd7c43b50c2c8a565310501c9bdaf106bd7c43b5
316,SFP000316,477,304,161,5,316,2020-11-12,2020-11-12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,04922292f7b256c3b5894038de63877d04922292f7b256c3b5894038de63877d
317,SFP000317,38,30,324,1,317,2020-11-13,2020-11-13,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0dcb04bc12715f4e86e77341708604190dcb04bc12715f4e86e7734170860419
318,SFP000318,33,269,349,10,318,2020-11-14,2020-11-14,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,da86c55eff555fc496bbf649c5c5a439da86c55eff555fc496bbf649c5c5a439
319,SFP000319,264,39,103,2,319,2020-11-15,2020-11-15,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e24159b07a095b1b8c2d99b2d4cf9ef9e24159b07a095b1b8c2d99b2d4cf9ef9
320,SFP000320,243,84,240,7,320,2020-11-16,2020-11-16,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0fe8cd6a0eda52288503ca1ffdda83f40fe8cd6a0eda52288503ca1ffdda83f4
321,SFP000321,131,240,336,6,321,2020-11-17,2020-11-17,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b427402413d6542bab4d5e49dddf010ab427402413d6542bab4d5e49dddf010a
322,SFP000322,248,200,191,8,322,2020-11-18,2020-11-18,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f78f641fe7b15930b37e68bf3ebead17f78f641fe7b15930b37e68bf3ebead17
323,SFP000323,361,194,178,5,323,2020-11-19,2020-11-19,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b4f8779d66f45b788fe9fb68fa94cf95b4f8779d66f45b788fe9fb68fa94cf95
324,SFP000324,111,18,448,9,324,2020-11-20,2020-11-20,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cca53d3b91a3570e9bf4c9f1ecbb9426cca53d3b91a3570e9bf4c9f1ecbb9426
325,SFP000325,403,37,268,3,325,2020-11-21,2020-11-21,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6d447fea0181560ca2a682e381339e506d447fea0181560ca2a682e381339e50
326,SFP000326,338,91,27,6,326,2020-11-22,2020-11-22,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a518e23d7fdb5aafa2cab9997ba6562fa518e23d7fdb5aafa2cab9997ba6562f
327,SFP000327,272,257,397,6,327,2020-11-23,2020-11-23,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3ea6c93edfbc5fc797baf92afdd2d8053ea6c93edfbc5fc797baf92afdd2d805
328,SFP000328,143,135,81,9,328,2020-11-24,2020-11-24,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5f45fffd700a514691a39a6523a498e55f45fffd700a514691a39a6523a498e5
