SupplierKey,SupplierNumber,GeoPostalCodeKey,SupplierTierKey,SupplierCategoryKey,SupplierRiskClassKey,CurrencyKey,IncotermCodeKey,PaymentTermKey,SupplierQualificationStatusKey,RecordStatusKey,SupplierName,SupplierLegalName,AccountOpenedDate,TaxRegistrationNumber,DefaultCurrencyCode,DefaultIncotermCode,DefaultPaymentTermCode,MinorityOwnedFlag,QualityCertifiedFlag,OnTimeTargetPercent,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
159,S000159,407,20,226,12,4,3,9,5,3,Willow Supplier 159,Meridian Supplier 159,2021-06-08,S000159,CAD,S000159,S000159,1,1,0.0159,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a78926345264588699a7fd08c15d77b0a78926345264588699a7fd08c15d77b0
160,S000160,409,20,155,5,2,16,18,7,2,Meridian Supplier 160,Keystone Supplier 160,2021-06-09,S000160,MXN,S000160,S000160,0,0,0.0160,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7c355fce9ad2538ca652e52eca29d31b7c355fce9ad2538ca652e52eca29d31b
161,S000161,310,2,163,8,2,5,11,4,4,Delta Supplier 161,Zenith Supplier 161,2021-06-10,S000161,JPY,S000161,S000161,1,1,0.0161,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bf3384f878845a7c8a6723bbc3870c50bf3384f878845a7c8a6723bbc3870c50
162,S000162,340,19,226,7,5,4,7,1,4,Cedar Supplier 162,Evergreen Supplier 162,2021-06-11,S000162,USD,S000162,S000162,1,1,0.0162,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2aa07a34c4105de0b018a543fd95b1482aa07a34c4105de0b018a543fd95b148
163,S000163,2,1,55,10,2,7,5,9,3,Unity Supplier 163,Titan Supplier 163,2021-06-12,S000163,EUR,S000163,S000163,1,1,0.0163,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9c8cd202cddf5344a2ec4a59c1d98e6a9c8cd202cddf5344a2ec4a59c1d98e6a
164,S000164,491,6,123,8,4,1,12,5,1,Granite Supplier 164,Willow Supplier 164,2021-06-13,S000164,GBP,S000164,S000164,1,1,0.0164,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,27d1c9aa12905c588e342b6235033c6127d1c9aa12905c588e342b6235033c61
165,S000165,157,1,93,4,5,2,17,4,3,Meridian Supplier 165,Zenith Supplier 165,2021-06-14,S000165,CAD,S000165,S000165,0,0,0.0165,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,343e0549bf3f53c2b234d6629aef0fcf343e0549bf3f53c2b234d6629aef0fcf
166,S000166,323,13,284,7,2,9,12,8,3,Delta Supplier 166,Orion Supplier 166,2021-06-15,S000166,MXN,S000166,S000166,1,1,0.0166,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4affb4800dc95ef388701c2a5da045c44affb4800dc95ef388701c2a5da045c4
167,S000167,164,17,229,5,1,16,12,10,4,Summit Supplier 167,Riverton Supplier 167,2021-06-16,S000167,JPY,S000167,S000167,1,1,0.0167,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4918b9f6a97f5a16a6deab9aa22a073f4918b9f6a97f5a16a6deab9aa22a073f
168,S000168,153,5,76,3,2,10,7,1,2,Atlas Supplier 168,Summit Supplier 168,2021-06-17,S000168,USD,S000168,S000168,1,1,0.0168,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,52f30c2ec9f1510ea05b144915921eab52f30c2ec9f1510ea05b144915921eab
169,S000169,402,6,148,8,2,12,14,1,1,Pioneer Supplier 169,Northstar Supplier 169,2021-06-18,S000169,EUR,S000169,S000169,1,1,0.0169,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,89f3dfe8c9da57cc9142e7ae4066468189f3dfe8c9da57cc9142e7ae40664681
170,S000170,43,16,286,11,4,2,11,5,2,Quartz Supplier 170,Pioneer Supplier 170,2021-06-19,S000170,GBP,S000170,S000170,0,0,0.0170,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1f6e225e3b4a521fa4a73a2e85600f6d1f6e225e3b4a521fa4a73a2e85600f6d
171,S000171,107,15,204,5,1,10,3,1,4,Ion Supplier 171,Atlas Supplier 171,2021-06-20,S000171,CAD,S000171,S000171,1,1,0.0171,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,47009c866e9659f780ee8f587d16d34b47009c866e9659f780ee8f587d16d34b
172,S000172,236,11,147,2,5,1,3,7,3,Orion Supplier 172,Quartz Supplier 172,2021-06-21,S000172,MXN,S000172,S000172,1,1,0.0172,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2a5f39f6445b5efc9657f1492587de2a2a5f39f6445b5efc9657f1492587de2a
173,S000173,184,19,9,11,4,4,8,1,2,Northstar Supplier 173,Delta Supplier 173,2021-06-22,S000173,JPY,S000173,S000173,1,1,0.0173,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,591b6dd6e9995f7b9704fcad94da71a8591b6dd6e9995f7b9704fcad94da71a8
174,S000174,440,9,211,1,3,4,7,8,3,Harbor Supplier 174,Unity Supplier 174,2021-06-23,S000174,USD,S000174,S000174,1,1,0.0174,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ee971bb260ec5956a5fce456a11267aaee971bb260ec5956a5fce456a11267aa
175,S000175,403,8,295,5,1,8,17,7,1,Harbor Supplier 175,Riverton Supplier 175,2021-06-24,S000175,EUR,S000175,S000175,0,0,0.0175,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bff174d76d3d5900bd11b4b866996b0ebff174d76d3d5900bd11b4b866996b0e
176,S000176,221,8,281,11,3,2,3,4,4,Northstar Supplier 176,Titan Supplier 176,2021-06-25,S000176,GBP,S000176,S000176,1,1,0.0176,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8e046426c2cd5934921471c7e101ac538e046426c2cd5934921471c7e101ac53
177,S000177,285,12,203,12,4,15,12,6,2,Zenith Supplier 177,Delta Supplier 177,2021-06-26,S000177,CAD,S000177,S000177,1,1,0.0177,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8003e215c8e45899becf6d8376c0bdad8003e215c8e45899becf6d8376c0bdad
178,S000178,294,17,255,12,4,7,8,7,2,Pioneer Supplier 178,Quartz Supplier 178,2021-06-27,S000178,MXN,S000178,S000178,1,1,0.0178,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c92764f31c9b5ccca954f247fa783e86c92764f31c9b5ccca954f247fa783e86
179,S000179,130,12,176,10,1,5,14,9,3,Keystone Supplier 179,Atlas Supplier 179,2021-06-28,S000179,JPY,S000179,S000179,1,1,0.0179,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ebb94c97976a597098249a447d51a901ebb94c97976a597098249a447d51a901
180,S000180,460,13,232,9,2,15,14,6,1,Vertex Supplier 180,Summit Supplier 180,2021-06-29,S000180,USD,S000180,S000180,0,0,0.0180,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b7a6833a61915bf5aeeaa06cea87d354b7a6833a61915bf5aeeaa06cea87d354
181,S000181,497,2,282,7,4,8,16,1,4,Forge Supplier 181,Cedar Supplier 181,2021-06-30,S000181,EUR,S000181,S000181,1,1,0.0181,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ddd23980a381580db4608d7910a30d1dddd23980a381580db4608d7910a30d1d
182,S000182,436,7,32,10,1,1,17,5,4,Meridian Supplier 182,Riverton Supplier 182,2021-07-01,S000182,GBP,S000182,S000182,1,1,0.0182,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b580f53dff8d54f2b9dcf82a9415551eb580f53dff8d54f2b9dcf82a9415551e
183,S000183,373,9,8,3,3,16,2,6,3,Forge Supplier 183,Meridian Supplier 183,2021-07-02,S000183,CAD,S000183,S000183,1,1,0.0183,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9f0d661ce6dc5766af6c5240beb7e8e79f0d661ce6dc5766af6c5240beb7e8e7
184,S000184,257,5,168,4,2,2,5,6,2,Riverton Supplier 184,Granite Supplier 184,2021-07-03,S000184,MXN,S000184,S000184,1,1,0.0184,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6dd4b2c2580f59f193f8e58fbfd8a3216dd4b2c2580f59f193f8e58fbfd8a321
185,S000185,212,18,79,7,3,16,9,2,3,Pioneer Supplier 185,Orion Supplier 185,2021-07-04,S000185,JPY,S000185,S000185,0,0,0.0185,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f74106ac8b145a7e9f24462e671aee0cf74106ac8b145a7e9f24462e671aee0c
186,S000186,179,11,273,6,5,12,15,7,1,Quartz Supplier 186,Pioneer Supplier 186,2021-07-05,S000186,USD,S000186,S000186,1,1,0.0186,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,88b1a8747cc55b5795ee9837f0515c9a88b1a8747cc55b5795ee9837f0515c9a
187,S000187,458,2,176,3,3,12,9,3,2,Riverton Supplier 187,Summit Supplier 187,2021-07-06,S000187,EUR,S000187,S000187,1,1,0.0187,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3cd259d402a95714ae66b0040607f3e53cd259d402a95714ae66b0040607f3e5
188,S000188,152,15,200,3,5,14,2,2,4,Liberty Supplier 188,Atlas Supplier 188,2021-07-07,S000188,GBP,S000188,S000188,1,1,0.0188,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cb9558c79c775a9b9b89efd14a441840cb9558c79c775a9b9b89efd14a441840
189,S000189,280,11,238,5,3,10,13,1,4,Forge Supplier 189,Cedar Supplier 189,2021-07-08,S000189,CAD,S000189,S000189,1,1,0.0189,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b55845e3087a5bb18c107ec33dc0caf8b55845e3087a5bb18c107ec33dc0caf8
190,S000190,277,14,40,12,3,6,5,6,2,Meridian Supplier 190,Vertex Supplier 190,2021-07-09,S000190,MXN,S000190,S000190,0,0,0.0190,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aceaadb4794454efb23aa70780f325c2aceaadb4794454efb23aa70780f325c2
191,S000191,10,6,219,4,5,7,13,2,4,Evergreen Supplier 191,Orion Supplier 191,2021-07-10,S000191,JPY,S000191,S000191,1,1,0.0191,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ed016653a1b65f8096a7b5a4ca54ca2aed016653a1b65f8096a7b5a4ca54ca2a
192,S000192,468,16,246,11,5,1,8,4,3,Riverton Supplier 192,Orion Supplier 192,2021-07-11,S000192,USD,S000192,S000192,1,1,0.0192,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ec3b8028aafe5b36ad4b20f2b6c6abccec3b8028aafe5b36ad4b20f2b6c6abcc
193,S000193,315,20,205,12,2,3,1,6,1,Cedar Supplier 193,Delta Supplier 193,2021-07-12,S000193,EUR,S000193,S000193,1,1,0.0193,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,53d07ae0479b5bc5b3c64b37d11ec5ae53d07ae0479b5bc5b3c64b37d11ec5ae
194,S000194,315,17,169,10,5,3,18,2,4,Harbor Supplier 194,Junction Supplier 194,2021-07-13,S000194,GBP,S000194,S000194,1,1,0.0194,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,77cbebe425ef52328bab8db50416046b77cbebe425ef52328bab8db50416046b
195,S000195,133,12,225,6,2,9,9,9,1,Meridian Supplier 195,Orion Supplier 195,2021-07-14,S000195,CAD,S000195,S000195,0,0,0.0195,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a747be706efb56c99516032dd4d6371ea747be706efb56c99516032dd4d6371e
196,S000196,476,2,255,5,2,8,10,9,2,Forge Supplier 196,Zenith Supplier 196,2021-07-15,S000196,MXN,S000196,S000196,1,1,0.0196,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,71106589623d5549a9560ffc1075522f71106589623d5549a9560ffc1075522f
197,S000197,47,18,298,6,1,8,10,9,3,Evergreen Supplier 197,Junction Supplier 197,2021-07-16,S000197,JPY,S000197,S000197,1,1,0.0197,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c082c9545893517db8e93021d4c18dfbc082c9545893517db8e93021d4c18dfb
198,S000198,237,11,143,6,2,7,12,10,1,Unity Supplier 198,Orion Supplier 198,2021-07-17,S000198,USD,S000198,S000198,1,1,0.0198,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,45de1aebe9f5533285ff85c8f47e5a0f45de1aebe9f5533285ff85c8f47e5a0f
199,S000199,320,20,181,9,3,7,2,4,3,Cedar Supplier 199,Unity Supplier 199,2021-07-18,S000199,EUR,S000199,S000199,1,1,0.0199,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,174bc1cd2f215aa3957732a20c500284174bc1cd2f215aa3957732a20c500284
200,S000200,364,7,151,8,2,8,16,7,3,Forge Supplier 200,Unity Supplier 200,2021-07-19,S000200,GBP,S000200,S000200,0,0,0.0200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,70538fd87cfc500eae7a03e183978c9d70538fd87cfc500eae7a03e183978c9d
201,S000201,17,1,145,2,4,4,8,6,3,Junction Supplier 201,Quartz Supplier 201,2021-07-20,S000201,CAD,S000201,S000201,1,1,0.0201,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,db8bc6f98fab588b945836e73e5087fadb8bc6f98fab588b945836e73e5087fa
202,S000202,321,2,51,3,1,16,16,3,2,Orion Supplier 202,Granite Supplier 202,2021-07-21,S000202,MXN,S000202,S000202,1,1,0.0202,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5b371421ef9a5f45991ac9b7303db5465b371421ef9a5f45991ac9b7303db546
203,S000203,83,4,299,11,4,3,17,7,4,Harbor Supplier 203,Delta Supplier 203,2021-07-22,S000203,JPY,S000203,S000203,1,1,0.0203,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0ad88d3ca9255643a9b043fc9aca51ce0ad88d3ca9255643a9b043fc9aca51ce
204,S000204,436,14,134,11,4,4,16,6,2,Keystone Supplier 204,Pioneer Supplier 204,2021-07-23,S000204,USD,S000204,S000204,1,1,0.0204,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ef2647bca3545460bca54a7e9c964bb9ef2647bca3545460bca54a7e9c964bb9
205,S000205,317,20,267,5,5,12,2,9,2,Vertex Supplier 205,Forge Supplier 205,2021-07-24,S000205,EUR,S000205,S000205,0,0,0.0205,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,05d27f42775a57fe9ef7d5e36a9feae105d27f42775a57fe9ef7d5e36a9feae1
206,S000206,394,12,43,12,2,16,9,6,4,Vertex Supplier 206,Summit Supplier 206,2021-07-25,S000206,GBP,S000206,S000206,1,1,0.0206,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,39b3d934aec350fcb78dc4fadd9be08839b3d934aec350fcb78dc4fadd9be088
207,S000207,15,14,131,4,1,8,12,5,4,Quartz Supplier 207,Vertex Supplier 207,2021-07-26,S000207,CAD,S000207,S000207,1,1,0.0207,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c566e34398ee599cb1e5690490bfbd5fc566e34398ee599cb1e5690490bfbd5f
208,S000208,298,3,192,9,4,11,4,6,3,Summit Supplier 208,Pioneer Supplier 208,2021-07-27,S000208,MXN,S000208,S000208,1,1,0.0208,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7b0717bf1d195c6c84340c7dd5235b367b0717bf1d195c6c84340c7dd5235b36
209,S000209,82,20,132,7,4,12,17,1,2,Atlas Supplier 209,Evergreen Supplier 209,2021-07-28,S000209,JPY,S000209,S000209,1,1,0.0209,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1db3deaf231f5726adf632218a5bdac51db3deaf231f5726adf632218a5bdac5
210,S000210,178,18,144,2,2,11,3,7,2,Ion Supplier 210,Quartz Supplier 210,2021-07-29,S000210,USD,S000210,S000210,0,0,0.0210,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ef1308b715d45dce86c13ab530f356d5ef1308b715d45dce86c13ab530f356d5
211,S000211,246,14,228,6,2,12,4,5,1,Zenith Supplier 211,Beacon Supplier 211,2021-07-30,S000211,EUR,S000211,S000211,1,1,0.0211,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ee43c2f195ff533c89810cac3a46bc66ee43c2f195ff533c89810cac3a46bc66
212,S000212,250,10,210,6,2,6,14,4,1,Harbor Supplier 212,Pioneer Supplier 212,2021-07-31,S000212,GBP,S000212,S000212,1,1,0.0212,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f0bd5721e0ce5d7aa7de655bffab2707f0bd5721e0ce5d7aa7de655bffab2707
213,S000213,413,13,257,9,2,4,14,8,4,Unity Supplier 213,Willow Supplier 213,2021-08-01,S000213,CAD,S000213,S000213,1,1,0.0213,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9af3ba3342df53b0be9a33742c85664f9af3ba3342df53b0be9a33742c85664f
214,S000214,138,20,223,6,3,11,17,4,2,Northstar Supplier 214,Unity Supplier 214,2021-08-02,S000214,MXN,S000214,S000214,1,1,0.0214,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,13c9a4627f0b53788d722b87bb600d9613c9a4627f0b53788d722b87bb600d96
215,S000215,62,9,135,5,4,3,11,4,4,Liberty Supplier 215,Vertex Supplier 215,2021-08-03,S000215,JPY,S000215,S000215,0,0,0.0215,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5406d82fa1cd5bfb96ad5517627296da5406d82fa1cd5bfb96ad5517627296da
216,S000216,382,7,58,2,5,6,5,9,4,Zenith Supplier 216,Forge Supplier 216,2021-08-04,S000216,USD,S000216,S000216,1,1,0.0216,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1907a7b1929a51c4b050f7489b1907bf1907a7b1929a51c4b050f7489b1907bf
217,S000217,192,4,268,8,3,12,5,2,1,Delta Supplier 217,Cedar Supplier 217,2021-08-05,S000217,EUR,S000217,S000217,1,1,0.0217,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1e782eb4ea02532c98515a6afe1bd1891e782eb4ea02532c98515a6afe1bd189
218,S000218,295,13,289,11,3,9,12,5,2,Zenith Supplier 218,Titan Supplier 218,2021-08-06,S000218,GBP,S000218,S000218,1,1,0.0218,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,63a30152488753debcd82315a1db403a63a30152488753debcd82315a1db403a
219,S000219,7,17,222,1,1,2,17,9,3,Unity Supplier 219,Unity Supplier 219,2021-08-07,S000219,CAD,S000219,S000219,1,1,0.0219,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4978f224dd6b59408bac16eb515f8ae74978f224dd6b59408bac16eb515f8ae7
220,S000220,178,15,219,6,4,11,2,6,4,Vertex Supplier 220,Titan Supplier 220,2021-08-08,S000220,MXN,S000220,S000220,0,0,0.0220,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c053e9bed4f250cfb77ed12eaf41a27cc053e9bed4f250cfb77ed12eaf41a27c
221,S000221,374,10,27,1,5,8,7,7,2,Delta Supplier 221,Delta Supplier 221,2021-08-09,S000221,JPY,S000221,S000221,1,1,0.0221,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7dda1331c5695f03ae63975e5f9ed4147dda1331c5695f03ae63975e5f9ed414
222,S000222,205,16,4,5,1,9,16,2,4,Delta Supplier 222,Granite Supplier 222,2021-08-10,S000222,USD,S000222,S000222,1,1,0.0222,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,488cce2b6d5c53428e7fa03c7777316a488cce2b6d5c53428e7fa03c7777316a
223,S000223,470,19,84,7,3,10,10,10,4,Meridian Supplier 223,Liberty Supplier 223,2021-08-11,S000223,EUR,S000223,S000223,1,1,0.0223,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4de026101f785a65bdce06b695de91834de026101f785a65bdce06b695de9183
224,S000224,250,10,178,11,4,9,15,8,3,Keystone Supplier 224,Harbor Supplier 224,2021-08-12,S000224,GBP,S000224,S000224,1,1,0.0224,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8dd5596a00615f20bbb74bc2df03bff78dd5596a00615f20bbb74bc2df03bff7
225,S000225,400,2,224,7,5,11,11,5,2,Beacon Supplier 225,Forge Supplier 225,2021-08-13,S000225,CAD,S000225,S000225,0,0,0.0225,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0c6d73b04827549cba71488ebbde67bb0c6d73b04827549cba71488ebbde67bb
226,S000226,490,9,151,10,3,10,5,4,1,Forge Supplier 226,Forge Supplier 226,2021-08-14,S000226,MXN,S000226,S000226,1,1,0.0226,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e4d24d7647675af39b054562375c87f5e4d24d7647675af39b054562375c87f5
227,S000227,88,17,175,5,5,13,18,10,3,Vertex Supplier 227,Zenith Supplier 227,2021-08-15,S000227,JPY,S000227,S000227,1,1,0.0227,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5359967992a559ce93440b99ce9e78295359967992a559ce93440b99ce9e7829
228,S000228,34,7,146,8,1,14,3,8,4,Quartz Supplier 228,Beacon Supplier 228,2021-08-16,S000228,USD,S000228,S000228,1,1,0.0228,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b571a47acd73579e8692c7b281ea85c5b571a47acd73579e8692c7b281ea85c5
229,S000229,87,11,195,6,1,7,10,2,3,Forge Supplier 229,Atlas Supplier 229,2021-08-17,S000229,EUR,S000229,S000229,1,1,0.0229,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e2bf0499e0b9586894d1cdb56fe07b67e2bf0499e0b9586894d1cdb56fe07b67
230,S000230,485,12,227,4,4,10,15,3,1,Orion Supplier 230,Atlas Supplier 230,2021-08-18,S000230,GBP,S000230,S000230,0,0,0.0230,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5b19e152f73151d0bbc3b161d12c2f645b19e152f73151d0bbc3b161d12c2f64
231,S000231,472,3,159,3,5,14,3,9,2,Forge Supplier 231,Zenith Supplier 231,2021-08-19,S000231,CAD,S000231,S000231,1,1,0.0231,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,195d23a006725bb2848db673aa607f2a195d23a006725bb2848db673aa607f2a
232,S000232,397,18,113,4,1,4,16,8,3,Willow Supplier 232,Beacon Supplier 232,2021-08-20,S000232,MXN,S000232,S000232,1,1,0.0232,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,790927b4a46c566a860cd42187a6adb4790927b4a46c566a860cd42187a6adb4
233,S000233,121,20,102,10,1,9,4,9,4,Pioneer Supplier 233,Quartz Supplier 233,2021-08-21,S000233,JPY,S000233,S000233,1,1,0.0233,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5c7b26000d07526db74342717368937f5c7b26000d07526db74342717368937f
234,S000234,448,11,126,8,1,11,1,9,1,Northstar Supplier 234,Zenith Supplier 234,2021-08-22,S000234,USD,S000234,S000234,1,1,0.0234,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,59e247dba80855cc98dd1cadbb0d195359e247dba80855cc98dd1cadbb0d1953
235,S000235,50,8,209,6,2,7,7,8,3,Liberty Supplier 235,Granite Supplier 235,2021-08-23,S000235,EUR,S000235,S000235,0,0,0.0235,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b595b0b1f2ef5b4ab3839556ac759c7ab595b0b1f2ef5b4ab3839556ac759c7a
236,S000236,122,6,260,4,5,14,7,6,1,Keystone Supplier 236,Forge Supplier 236,2021-08-24,S000236,GBP,S000236,S000236,1,1,0.0236,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,988eb913004f51dfaa1dc3738a0ab661988eb913004f51dfaa1dc3738a0ab661
237,S000237,114,9,185,10,2,6,15,2,4,Granite Supplier 237,Evergreen Supplier 237,2021-08-25,S000237,CAD,S000237,S000237,1,1,0.0237,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a25ea5e984615d5aa74ae0a6899e7ca3a25ea5e984615d5aa74ae0a6899e7ca3
238,S000238,311,1,14,5,2,16,4,1,2,Junction Supplier 238,Forge Supplier 238,2021-08-26,S000238,MXN,S000238,S000238,1,1,0.0238,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bc28efbad1f051efa87cbc57f7644e4abc28efbad1f051efa87cbc57f7644e4a
