ProductionRunKey,ProductionRunNumber,ProductionWorkOrderKey,ProductionLotDispositionGroupKey,ProductionRunTypeKey,ProductionOrderStatusKey,ProductionRunName,RevisionCode,ActiveFlag,StandardValue,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
206,PR000206,29,461,2,11,Ion ProductionRun 206,PR000206,1,292.2200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d33cdf60335b5b04ba46ff05f29c5ccfd33cdf60335b5b04ba46ff05f29c5ccf
207,PR000207,114,306,8,2,Liberty ProductionRun 207,PR000207,1,293.5900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c0f677cf18a55a4ea78668ff0abd3002c0f677cf18a55a4ea78668ff0abd3002
208,PR000208,283,48,11,9,Quartz ProductionRun 208,PR000208,1,294.9600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6cb885d50671521093dd7e0b25605e986cb885d50671521093dd7e0b25605e98
209,PR000209,311,82,6,9,Delta ProductionRun 209,PR000209,1,296.3300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,967e12e676a6541daac1cf727649409b967e12e676a6541daac1cf727649409b
210,PR000210,170,110,7,4,Liberty ProductionRun 210,PR000210,0,297.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0e014f74ba9e59eba63d2cf20bddf60f0e014f74ba9e59eba63d2cf20bddf60f
211,PR000211,497,497,2,10,Zenith ProductionRun 211,PR000211,1,299.0700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c3727e1145bb5ff99418bed2f40634adc3727e1145bb5ff99418bed2f40634ad
212,PR000212,276,305,8,8,Unity ProductionRun 212,PR000212,1,300.4400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,51face82c5475f81b902e0de9be02c7e51face82c5475f81b902e0de9be02c7e
213,PR000213,431,377,2,12,Zenith ProductionRun 213,PR000213,1,301.8100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9179fa737a7853f8a2bea512a7aae14c9179fa737a7853f8a2bea512a7aae14c
214,PR000214,249,397,5,2,Beacon ProductionRun 214,PR000214,1,303.1800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5e06e1037a45597f999756d846b4cc2e5e06e1037a45597f999756d846b4cc2e
215,PR000215,431,300,11,1,Evergreen ProductionRun 215,PR000215,0,304.5500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ea4c826cffa7578a9c3b9e2941695f46ea4c826cffa7578a9c3b9e2941695f46
216,PR000216,147,112,8,9,Ion ProductionRun 216,PR000216,1,305.9200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8e9be3390a255e5a9959bf4de78e45ae8e9be3390a255e5a9959bf4de78e45ae
217,PR000217,57,13,3,2,Willow ProductionRun 217,PR000217,1,307.2900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4a44749a55535721a3320f538379abf64a44749a55535721a3320f538379abf6
218,PR000218,275,291,6,12,Titan ProductionRun 218,PR000218,1,308.6600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f42186eed77c5c88bd9b9921387565b2f42186eed77c5c88bd9b9921387565b2
219,PR000219,105,442,3,9,Granite ProductionRun 219,PR000219,1,310.0300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1e95cbc3818351c9a798c055c398b5411e95cbc3818351c9a798c055c398b541
220,PR000220,426,147,3,4,Keystone ProductionRun 220,PR000220,0,311.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,680137f11fd151f19ac1dd795aec3e26680137f11fd151f19ac1dd795aec3e26
221,PR000221,171,89,1,7,Willow ProductionRun 221,PR000221,1,312.7700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,85f046db6af15012814f3786a1855eed85f046db6af15012814f3786a1855eed
222,PR000222,350,23,2,4,Delta ProductionRun 222,PR000222,1,314.1400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,24a20727ea135de9a72bb734aaf1bac224a20727ea135de9a72bb734aaf1bac2
223,PR000223,76,428,5,6,Harbor ProductionRun 223,PR000223,1,315.5100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,873f7718a67d5815842310df113f60e3873f7718a67d5815842310df113f60e3
224,PR000224,241,61,9,5,Cedar ProductionRun 224,PR000224,1,316.8800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,09510054af695099a72b0e0f6fdf6fae09510054af695099a72b0e0f6fdf6fae
225,PR000225,40,300,7,10,Vertex ProductionRun 225,PR000225,0,318.2500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a1cf8e08a33a5850acd370d8afe7d3fba1cf8e08a33a5850acd370d8afe7d3fb
226,PR000226,59,428,1,4,Riverton ProductionRun 226,PR000226,1,319.6200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f7e756941e8d5ea0aad7c2c9e64473b0f7e756941e8d5ea0aad7c2c9e64473b0
227,PR000227,171,118,11,1,Meridian ProductionRun 227,PR000227,1,320.9900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,91f0a989db945c7d9a982e9df1e277a391f0a989db945c7d9a982e9df1e277a3
228,PR000228,480,111,7,12,Cedar ProductionRun 228,PR000228,1,322.3600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b2461f6fc9fc569789573758976feb3eb2461f6fc9fc569789573758976feb3e
229,PR000229,237,121,7,8,Delta ProductionRun 229,PR000229,1,323.7300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e1542a1236555c89a6c74db2d8cefc0ae1542a1236555c89a6c74db2d8cefc0a
230,PR000230,209,475,5,12,Delta ProductionRun 230,PR000230,0,325.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b0153ea64f865fd788efe3a4ff9309ffb0153ea64f865fd788efe3a4ff9309ff
231,PR000231,495,112,1,2,Evergreen ProductionRun 231,PR000231,1,326.4700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,df57dff07c1c5f579fb251204590f624df57dff07c1c5f579fb251204590f624
232,PR000232,264,346,3,10,Delta ProductionRun 232,PR000232,1,327.8400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7867945f05f05af09076861689606bd87867945f05f05af09076861689606bd8
233,PR000233,230,219,9,5,Pioneer ProductionRun 233,PR000233,1,329.2100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c5524e6c576d50838276e3676584f89cc5524e6c576d50838276e3676584f89c
234,PR000234,374,166,10,4,Granite ProductionRun 234,PR000234,1,330.5800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7e6646291d7c509db35a7ac13afd37087e6646291d7c509db35a7ac13afd3708
235,PR000235,468,437,8,12,Pioneer ProductionRun 235,PR000235,0,331.9500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3c8a329098f25aa2807005d3153d4c4d3c8a329098f25aa2807005d3153d4c4d
236,PR000236,434,225,2,12,Granite ProductionRun 236,PR000236,1,333.3200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,845de9fb4f9d567faac647fe84eda57b845de9fb4f9d567faac647fe84eda57b
237,PR000237,250,7,7,12,Vertex ProductionRun 237,PR000237,1,334.6900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aa4d678c82c95c7eba3c69413f77dc98aa4d678c82c95c7eba3c69413f77dc98
238,PR000238,64,258,8,3,Titan ProductionRun 238,PR000238,1,336.0600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d06c3dc2ea9c5da093ac11cae9c624c6d06c3dc2ea9c5da093ac11cae9c624c6
239,PR000239,384,458,1,4,Forge ProductionRun 239,PR000239,1,337.4300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0f722b5983a35ef5b22fa0810b657be60f722b5983a35ef5b22fa0810b657be6
240,PR000240,490,243,1,3,Harbor ProductionRun 240,PR000240,0,338.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,da60d2e659e955b1802c061f01be8c28da60d2e659e955b1802c061f01be8c28
241,PR000241,423,366,11,12,Delta ProductionRun 241,PR000241,1,340.1700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,262c3d85217855ea976f2ab85e6fbd27262c3d85217855ea976f2ab85e6fbd27
242,PR000242,57,464,1,4,Orion ProductionRun 242,PR000242,1,341.5400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,88aed4a89e16540485e4d43c561b9d3888aed4a89e16540485e4d43c561b9d38
243,PR000243,283,34,3,11,Beacon ProductionRun 243,PR000243,1,342.9100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,06bded5e475b531396900be8dfaa447c06bded5e475b531396900be8dfaa447c
244,PR000244,225,401,1,11,Zenith ProductionRun 244,PR000244,1,344.2800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ca01b8e3fdd4537aafa0e59c20694439ca01b8e3fdd4537aafa0e59c20694439
245,PR000245,454,69,2,12,Keystone ProductionRun 245,PR000245,0,345.6500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c5f972caca9259a9954eb79ead436b22c5f972caca9259a9954eb79ead436b22
246,PR000246,28,120,10,12,Ion ProductionRun 246,PR000246,1,347.0200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cb892741bf0a58dcb65b98682a75a4decb892741bf0a58dcb65b98682a75a4de
247,PR000247,193,11,11,1,Atlas ProductionRun 247,PR000247,1,348.3900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4e6c818a785458b3a0a93ee5a40ae0684e6c818a785458b3a0a93ee5a40ae068
248,PR000248,330,401,6,12,Northstar ProductionRun 248,PR000248,1,349.7600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c52f4dacdeb75044a4cb55c6c842c6b2c52f4dacdeb75044a4cb55c6c842c6b2
249,PR000249,405,427,7,2,Riverton ProductionRun 249,PR000249,1,351.1300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6ac911c421535de9a15634bf52266e076ac911c421535de9a15634bf52266e07
250,PR000250,461,458,6,12,Riverton ProductionRun 250,PR000250,0,352.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,27e579340e8e5e458208f35c03c76caa27e579340e8e5e458208f35c03c76caa
251,PR000251,290,469,1,6,Atlas ProductionRun 251,PR000251,1,353.8700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a8af2a5b4fdf51c18ba88885ba4e6172a8af2a5b4fdf51c18ba88885ba4e6172
252,PR000252,429,309,12,9,Keystone ProductionRun 252,PR000252,1,355.2400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,40c9b4bc1ac756f19373ba4fee96887c40c9b4bc1ac756f19373ba4fee96887c
253,PR000253,120,337,3,9,Evergreen ProductionRun 253,PR000253,1,356.6100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c5a9e4286211559daacf53a7e7859140c5a9e4286211559daacf53a7e7859140
254,PR000254,495,146,9,4,Riverton ProductionRun 254,PR000254,1,357.9800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5e92bbfc46dd5e40ac11161bef8fb06c5e92bbfc46dd5e40ac11161bef8fb06c
255,PR000255,209,43,1,8,Orion ProductionRun 255,PR000255,0,359.3500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ed8748ac1f0b5747a962fe21f0eeb9dced8748ac1f0b5747a962fe21f0eeb9dc
256,PR000256,463,283,9,9,Summit ProductionRun 256,PR000256,1,360.7200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,20ae5a4621895e67bb1bbb802946950520ae5a4621895e67bb1bbb8029469505
257,PR000257,463,313,10,6,Unity ProductionRun 257,PR000257,1,362.0900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,04016c645e49508e90739de2c162f30804016c645e49508e90739de2c162f308
258,PR000258,293,462,9,7,Willow ProductionRun 258,PR000258,1,363.4600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1da9e71bab6558618b4f55436f2742b61da9e71bab6558618b4f55436f2742b6
259,PR000259,354,323,11,5,Granite ProductionRun 259,PR000259,1,364.8300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,59a0235fcda3550bb4d5849a4b41de8a59a0235fcda3550bb4d5849a4b41de8a
260,PR000260,103,187,12,4,Unity ProductionRun 260,PR000260,0,366.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,63f92c7a595b5f889e4df61c8bd1c3ba63f92c7a595b5f889e4df61c8bd1c3ba
261,PR000261,218,170,5,7,Summit ProductionRun 261,PR000261,1,367.5700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dc1f8c9904b45d50bf42355d44bda8dfdc1f8c9904b45d50bf42355d44bda8df
262,PR000262,161,150,11,10,Meridian ProductionRun 262,PR000262,1,368.9400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,589fb5e1094b549ba520d69732040cbc589fb5e1094b549ba520d69732040cbc
263,PR000263,335,344,9,6,Cedar ProductionRun 263,PR000263,1,370.3100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c1c51ec1e3bc52ff93a02e257cb62967c1c51ec1e3bc52ff93a02e257cb62967
264,PR000264,114,135,6,2,Delta ProductionRun 264,PR000264,1,371.6800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,89c5929d723d5980b3ea13eb54e70b5d89c5929d723d5980b3ea13eb54e70b5d
265,PR000265,54,316,10,9,Willow ProductionRun 265,PR000265,0,373.0500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bd81d171def054578ac35c7621afa4c4bd81d171def054578ac35c7621afa4c4
266,PR000266,489,372,10,7,Forge ProductionRun 266,PR000266,1,374.4200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0e53e84aa469513c81be0a03ccf6e7fe0e53e84aa469513c81be0a03ccf6e7fe
267,PR000267,103,225,5,9,Vertex ProductionRun 267,PR000267,1,375.7900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,33111934c8fa55839726fd32fdd8c4ae33111934c8fa55839726fd32fdd8c4ae
268,PR000268,421,495,5,11,Northstar ProductionRun 268,PR000268,1,377.1600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,93a1c7f4f8cd5857b18c7f361e1a72f193a1c7f4f8cd5857b18c7f361e1a72f1
269,PR000269,222,201,11,9,Unity ProductionRun 269,PR000269,1,378.5300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3906f3ef89a25d50acbc4379af73c3a13906f3ef89a25d50acbc4379af73c3a1
270,PR000270,258,317,12,10,Junction ProductionRun 270,PR000270,0,379.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e67e95d773d055a697a5c81e91f2e587e67e95d773d055a697a5c81e91f2e587
271,PR000271,427,347,4,7,Liberty ProductionRun 271,PR000271,1,381.2700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,559b4e4a5b025d5dab5ffe300df5a7db559b4e4a5b025d5dab5ffe300df5a7db
272,PR000272,209,484,12,11,Willow ProductionRun 272,PR000272,1,382.6400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c64015461ffb5c629339cd41ab60b353c64015461ffb5c629339cd41ab60b353
273,PR000273,106,342,3,2,Pioneer ProductionRun 273,PR000273,1,384.0100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,322eada0272a58b7a0e7573b23b07a4d322eada0272a58b7a0e7573b23b07a4d
274,PR000274,25,332,12,11,Orion ProductionRun 274,PR000274,1,385.3800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c081cfc9998a554eb43b80814d52fe75c081cfc9998a554eb43b80814d52fe75
275,PR000275,228,325,8,9,Willow ProductionRun 275,PR000275,0,386.7500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1ebf222b6af85178a2ad76e3a80784ff1ebf222b6af85178a2ad76e3a80784ff
276,PR000276,98,221,4,4,Quartz ProductionRun 276,PR000276,1,388.1200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,acabf5484c23534cb9572e182595eff1acabf5484c23534cb9572e182595eff1
277,PR000277,118,365,2,5,Orion ProductionRun 277,PR000277,1,389.4900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ae3d3f9ccb265c7f8ca6e2f21616a57bae3d3f9ccb265c7f8ca6e2f21616a57b
278,PR000278,42,439,11,7,Forge ProductionRun 278,PR000278,1,390.8600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,00bba2a7484f5b959619d7a132dcacd800bba2a7484f5b959619d7a132dcacd8
279,PR000279,49,368,3,10,Meridian ProductionRun 279,PR000279,1,392.2300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,154f48aa310e5a0d94449c26d7d03706154f48aa310e5a0d94449c26d7d03706
280,PR000280,386,74,3,11,Quartz ProductionRun 280,PR000280,0,393.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,03dc44f124ae5212b72147844b40460403dc44f124ae5212b72147844b404604
281,PR000281,57,192,8,1,Forge ProductionRun 281,PR000281,1,394.9700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,010ce42ebb875e9b96bbe1131f5441d2010ce42ebb875e9b96bbe1131f5441d2
282,PR000282,189,59,1,3,Unity ProductionRun 282,PR000282,1,396.3400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dac164af8ded5443acab638f4222a734dac164af8ded5443acab638f4222a734
283,PR000283,368,184,4,10,Junction ProductionRun 283,PR000283,1,397.7100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f519c74b6e4d5d1587113e6a2519befcf519c74b6e4d5d1587113e6a2519befc
284,PR000284,164,15,5,7,Delta ProductionRun 284,PR000284,1,399.0800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6077942287bd54abadb1aa2c45cda51d6077942287bd54abadb1aa2c45cda51d
285,PR000285,472,357,6,1,Quartz ProductionRun 285,PR000285,0,400.4500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4a8ced7c1c0152baa755aa212952fbaf4a8ced7c1c0152baa755aa212952fbaf
286,PR000286,77,187,8,9,Titan ProductionRun 286,PR000286,1,401.8200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4294485b46105afda5cd3d16323861e54294485b46105afda5cd3d16323861e5
287,PR000287,44,433,8,11,Harbor ProductionRun 287,PR000287,1,403.1900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5e89c4f4a0885fc8a9898a8cb202c6bd5e89c4f4a0885fc8a9898a8cb202c6bd
288,PR000288,349,147,6,7,Summit ProductionRun 288,PR000288,1,404.5600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,58594d310a295f198af5632dc8ba299b58594d310a295f198af5632dc8ba299b
289,PR000289,476,268,2,11,Junction ProductionRun 289,PR000289,1,405.9300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1c2f1d77f822504f904d0b2147e12b7c1c2f1d77f822504f904d0b2147e12b7c
290,PR000290,426,122,10,12,Vertex ProductionRun 290,PR000290,0,407.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,11507a8c5270529091148784960e4a8911507a8c5270529091148784960e4a89
291,PR000291,435,320,10,9,Delta ProductionRun 291,PR000291,1,408.6700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3f84e668a60059848a16b160012f84583f84e668a60059848a16b160012f8458
292,PR000292,237,311,12,7,Delta ProductionRun 292,PR000292,1,410.0400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,77274349413f5f93942cdd96ed2212b177274349413f5f93942cdd96ed2212b1
293,PR000293,65,82,12,2,Meridian ProductionRun 293,PR000293,1,411.4100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e73bb0765b295a5883f5433583796f51e73bb0765b295a5883f5433583796f51
294,PR000294,380,427,9,5,Pioneer ProductionRun 294,PR000294,1,412.7800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c65b9335912053d59811089f953f0b64c65b9335912053d59811089f953f0b64
295,PR000295,81,423,4,6,Evergreen ProductionRun 295,PR000295,0,414.1500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,16757dbfc41a579884b56a7ada9eba1b16757dbfc41a579884b56a7ada9eba1b
296,PR000296,235,492,2,6,Quartz ProductionRun 296,PR000296,1,415.5200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ee46dc96cab55978ad2480a19ff4f429ee46dc96cab55978ad2480a19ff4f429
297,PR000297,20,357,4,7,Beacon ProductionRun 297,PR000297,1,416.8900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2eeeecf4492053118848f3f9dd48d7382eeeecf4492053118848f3f9dd48d738
298,PR000298,59,40,4,1,Junction ProductionRun 298,PR000298,1,418.2600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a1b44183cbae5c59a13373cb138a2e3da1b44183cbae5c59a13373cb138a2e3d
299,PR000299,447,331,7,9,Vertex ProductionRun 299,PR000299,1,419.6300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,41b6a93ba15857fa980cfa168aa2590f41b6a93ba15857fa980cfa168aa2590f
300,PR000300,487,172,7,3,Junction ProductionRun 300,PR000300,0,421.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,293dd700b8065dcd81cb2aa13163ca95293dd700b8065dcd81cb2aa13163ca95
301,PR000301,7,41,7,1,Ion ProductionRun 301,PR000301,1,422.3700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1866254bab3b559faf9505fff5d4baba1866254bab3b559faf9505fff5d4baba
302,PR000302,467,227,4,7,Meridian ProductionRun 302,PR000302,1,423.7400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,adb93cee7b0b58aeb4eab29d1091753cadb93cee7b0b58aeb4eab29d1091753c
303,PR000303,233,229,1,10,Meridian ProductionRun 303,PR000303,1,425.1100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ab7e7beac1b256499e0f455caad89dd8ab7e7beac1b256499e0f455caad89dd8
304,PR000304,218,228,4,12,Zenith ProductionRun 304,PR000304,1,426.4800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,16617f2450485978be2cce36572a5c5316617f2450485978be2cce36572a5c53
305,PR000305,16,167,9,10,Keystone ProductionRun 305,PR000305,0,427.8500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bb6241acb9715c81af360a230c3ca2b7bb6241acb9715c81af360a230c3ca2b7
306,PR000306,194,74,5,4,Cedar ProductionRun 306,PR000306,1,429.2200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,95f57651e681577d96c82838502f857795f57651e681577d96c82838502f8577
307,PR000307,292,214,6,1,Willow ProductionRun 307,PR000307,1,430.5900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,02d50db413cd5b2e881db06c7da9388702d50db413cd5b2e881db06c7da93887
308,PR000308,223,270,5,12,Keystone ProductionRun 308,PR000308,1,431.9600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8c827545b44a573f9634b38da84504108c827545b44a573f9634b38da8450410
309,PR000309,437,441,8,5,Beacon ProductionRun 309,PR000309,1,433.3300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dd89aeb7f5a95ddc9a7c9c516503dfbedd89aeb7f5a95ddc9a7c9c516503dfbe
