LogisticsCustomsDeclarationKey,CustomsDeclarationNumber,LogisticsShipmentHeaderKey,LogisticsTariffItemKey,LogisticsCustomsStatusKey,OriginCountryKey,DestinationCountryKey,CurrencyKey,CustomsEntryNumber,DeclarationValueAmount,FilingDate,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
209,LCD000209,449,58,1,239,21,3,LCD000209,296.3300,2020-07-28,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fcec5919b0895df1831b4aa5720ca0e9fcec5919b0895df1831b4aa5720ca0e9
210,LCD000210,372,157,3,230,26,2,LCD000210,297.7000,2020-07-29,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,46133ee0ca1a5786b0517c1d065e954246133ee0ca1a5786b0517c1d065e9542
211,LCD000211,338,72,4,145,158,1,LCD000211,299.0700,2020-07-30,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2319239a59275bb6997a48b1ee65e3c32319239a59275bb6997a48b1ee65e3c3
212,LCD000212,158,435,9,134,217,2,LCD000212,300.4400,2020-07-31,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3e4b71bd5ac0539585393546856b96a93e4b71bd5ac0539585393546856b96a9
213,LCD000213,452,398,5,19,229,1,LCD000213,301.8100,2020-08-01,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ae95709c2dc8551e95f8417607c26a46ae95709c2dc8551e95f8417607c26a46
214,LCD000214,491,290,3,176,81,3,LCD000214,303.1800,2020-08-02,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,50821555f9ec5a11a1182b572ba46c1650821555f9ec5a11a1182b572ba46c16
215,LCD000215,30,490,9,138,57,1,LCD000215,304.5500,2020-08-03,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ddd19c606bbe5c4b97f67cacbbce6233ddd19c606bbe5c4b97f67cacbbce6233
216,LCD000216,30,106,6,48,229,1,LCD000216,305.9200,2020-08-04,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d79140236a8755c4b42f84c9e40d99e8d79140236a8755c4b42f84c9e40d99e8
217,LCD000217,219,489,1,93,133,1,LCD000217,307.2900,2020-08-05,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3ea004e20f505080b4cd91a508c75c893ea004e20f505080b4cd91a508c75c89
218,LCD000218,380,367,4,131,116,1,LCD000218,308.6600,2020-08-06,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6b61f371f88556b2a8088df6f3e979fb6b61f371f88556b2a8088df6f3e979fb
219,LCD000219,185,387,2,89,127,2,LCD000219,310.0300,2020-08-07,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,32475779e44b51a7be1ab7fcd3a8a47232475779e44b51a7be1ab7fcd3a8a472
220,LCD000220,245,97,1,12,36,5,LCD000220,311.4000,2020-08-08,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d099756c60045eb7b5dffa8e91cbbbe6d099756c60045eb7b5dffa8e91cbbbe6
221,LCD000221,413,466,6,245,45,2,LCD000221,312.7700,2020-08-09,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4f3735ec0eb551098e569b1b9b2175e14f3735ec0eb551098e569b1b9b2175e1
222,LCD000222,3,328,6,165,101,4,LCD000222,314.1400,2020-08-10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,92236bdec9c0501ea3aa9e9ac02c002892236bdec9c0501ea3aa9e9ac02c0028
223,LCD000223,93,63,2,60,25,5,LCD000223,315.5100,2020-08-11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4e668b9292085fc19fc48bceb6c9a2d84e668b9292085fc19fc48bceb6c9a2d8
224,LCD000224,199,3,5,143,109,1,LCD000224,316.8800,2020-08-12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c08b421d34ef5542b529dbdb0e9f1d05c08b421d34ef5542b529dbdb0e9f1d05
225,LCD000225,47,400,6,5,91,2,LCD000225,318.2500,2020-08-13,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,74f9a4550ddc5bd094505b99a0f2bc2374f9a4550ddc5bd094505b99a0f2bc23
226,LCD000226,452,90,4,106,137,5,LCD000226,319.6200,2020-08-14,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,75bb4ba98bb25e18945632658f1955f475bb4ba98bb25e18945632658f1955f4
227,LCD000227,392,94,1,11,14,5,LCD000227,320.9900,2020-08-15,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9ea767586f5c58b9ab8ae3a34ffd58809ea767586f5c58b9ab8ae3a34ffd5880
228,LCD000228,327,313,9,18,111,1,LCD000228,322.3600,2020-08-16,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c2fc9395c6af5a1499d360a66165bc89c2fc9395c6af5a1499d360a66165bc89
229,LCD000229,230,473,4,73,17,4,LCD000229,323.7300,2020-08-17,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1b0a42aa61ef5452a6e6019eefecdb3b1b0a42aa61ef5452a6e6019eefecdb3b
230,LCD000230,365,196,3,33,129,2,LCD000230,325.1000,2020-08-18,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eef4500f480b5b5083f99a40d3af4420eef4500f480b5b5083f99a40d3af4420
231,LCD000231,393,234,4,54,157,3,LCD000231,326.4700,2020-08-19,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,58f5b9af3e975df685e4f0421a84972958f5b9af3e975df685e4f0421a849729
232,LCD000232,346,169,10,136,15,3,LCD000232,327.8400,2020-08-20,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0554441c3ee45dbfb793cb14fd32c7ed0554441c3ee45dbfb793cb14fd32c7ed
233,LCD000233,169,367,9,243,5,2,LCD000233,329.2100,2020-08-21,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,782ede4edc6657ce8228ede0b3b52013782ede4edc6657ce8228ede0b3b52013
234,LCD000234,228,284,1,184,76,1,LCD000234,330.5800,2020-08-22,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,caca131a4d765a67954d44c90a5f6e1dcaca131a4d765a67954d44c90a5f6e1d
235,LCD000235,132,91,5,51,82,3,LCD000235,331.9500,2020-08-23,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d8d7868ccb9c5c72b4547eccec7395ffd8d7868ccb9c5c72b4547eccec7395ff
236,LCD000236,451,476,9,166,8,2,LCD000236,333.3200,2020-08-24,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,96ed6414294c54189f437b519c46af2696ed6414294c54189f437b519c46af26
237,LCD000237,478,364,2,88,13,2,LCD000237,334.6900,2020-08-25,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,40f11def7e8c5143aecfff961e9cd8f140f11def7e8c5143aecfff961e9cd8f1
238,LCD000238,80,439,10,209,58,2,LCD000238,336.0600,2020-08-26,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2d0bc751fa845f76ab82d0c1597a92e82d0bc751fa845f76ab82d0c1597a92e8
239,LCD000239,174,382,8,4,79,3,LCD000239,337.4300,2020-08-27,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1c40769fc8d652bf8627be587bfbc0f31c40769fc8d652bf8627be587bfbc0f3
240,LCD000240,253,241,9,6,195,2,LCD000240,338.8000,2020-08-28,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,21f5058edcdf50d5b5a6dc96aa71cb7521f5058edcdf50d5b5a6dc96aa71cb75
241,LCD000241,338,171,9,160,12,3,LCD000241,340.1700,2020-08-29,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,181eda45550d53308873fb675c415ba2181eda45550d53308873fb675c415ba2
242,LCD000242,334,383,9,77,244,1,LCD000242,341.5400,2020-08-30,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0d2ea8f17af458ecb38e55ec3d32cab00d2ea8f17af458ecb38e55ec3d32cab0
243,LCD000243,311,258,5,142,119,5,LCD000243,342.9100,2020-08-31,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7c4c0d50f2065415a1a263c484d084a57c4c0d50f2065415a1a263c484d084a5
244,LCD000244,173,423,6,151,195,4,LCD000244,344.2800,2020-09-01,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,22ace442d89852feb62a14461a50a94222ace442d89852feb62a14461a50a942
245,LCD000245,482,115,6,244,14,3,LCD000245,345.6500,2020-09-02,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e483f3bb4f7c58648c952af7c3c41497e483f3bb4f7c58648c952af7c3c41497
246,LCD000246,9,135,10,41,112,2,LCD000246,347.0200,2020-09-03,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cd9d7e2c2fd15019abd5233475f5e58ecd9d7e2c2fd15019abd5233475f5e58e
247,LCD000247,195,311,8,46,220,5,LCD000247,348.3900,2020-09-04,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7d5d6bc097235af8bbc89011369475957d5d6bc097235af8bbc8901136947595
248,LCD000248,19,142,5,235,117,4,LCD000248,349.7600,2020-09-05,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,abd0dd4f9a6051459e10fcc6fca5ac58abd0dd4f9a6051459e10fcc6fca5ac58
249,LCD000249,426,348,5,32,195,3,LCD000249,351.1300,2020-09-06,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6573ff19f8f95b0f82455c87533cd0e96573ff19f8f95b0f82455c87533cd0e9
250,LCD000250,224,22,6,137,68,4,LCD000250,352.5000,2020-09-07,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f09488deb1d95002bb16612d44b88f37f09488deb1d95002bb16612d44b88f37
251,LCD000251,55,174,4,180,103,2,LCD000251,353.8700,2020-09-08,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c0398f85e931502ba3f9874e819dfb16c0398f85e931502ba3f9874e819dfb16
252,LCD000252,136,139,6,124,216,3,LCD000252,355.2400,2020-09-09,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,60ea4501ef99571f9ebe626467bc15d360ea4501ef99571f9ebe626467bc15d3
253,LCD000253,49,295,6,37,144,5,LCD000253,356.6100,2020-09-10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1e87dae162ae5591896e3bb8140e40281e87dae162ae5591896e3bb8140e4028
254,LCD000254,39,9,8,205,177,1,LCD000254,357.9800,2020-09-11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0f1737368a5d5feb8c3a3c481d1732c30f1737368a5d5feb8c3a3c481d1732c3
255,LCD000255,490,98,8,228,67,1,LCD000255,359.3500,2020-09-12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,554a8d011ae75825a8b625752ff17697554a8d011ae75825a8b625752ff17697
256,LCD000256,117,17,5,27,113,3,LCD000256,360.7200,2020-09-13,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3c0fd1ab3f6f5695adeae8fa2871fe873c0fd1ab3f6f5695adeae8fa2871fe87
257,LCD000257,279,90,1,95,38,1,LCD000257,362.0900,2020-09-14,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,48610522ac905d069f781dea5c70c9c748610522ac905d069f781dea5c70c9c7
258,LCD000258,165,85,4,220,148,5,LCD000258,363.4600,2020-09-15,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2077540ff1be5b48ad0950be27f491412077540ff1be5b48ad0950be27f49141
259,LCD000259,156,357,9,36,47,2,LCD000259,364.8300,2020-09-16,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b69f31b501b95c578199efde88947f72b69f31b501b95c578199efde88947f72
260,LCD000260,253,51,1,162,79,2,LCD000260,366.2000,2020-09-17,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ba4e5008949151f293a9b45a8200bfdeba4e5008949151f293a9b45a8200bfde
261,LCD000261,23,435,2,73,191,4,LCD000261,367.5700,2020-09-18,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,deef29002c95564d8d4a1592b386b015deef29002c95564d8d4a1592b386b015
262,LCD000262,393,228,3,186,90,4,LCD000262,368.9400,2020-09-19,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,44954aa31eeb5256b6070967865f9d4844954aa31eeb5256b6070967865f9d48
263,LCD000263,404,356,5,28,203,5,LCD000263,370.3100,2020-09-20,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c8c323e72a805fe1b2d0c4d8f27b6017c8c323e72a805fe1b2d0c4d8f27b6017
264,LCD000264,98,181,10,111,153,5,LCD000264,371.6800,2020-09-21,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ca5590396d8453a688f2f4a4d0ed87e3ca5590396d8453a688f2f4a4d0ed87e3
265,LCD000265,124,347,3,64,212,1,LCD000265,373.0500,2020-09-22,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d538d46cf9ad5e20913c6206fc06683fd538d46cf9ad5e20913c6206fc06683f
266,LCD000266,478,329,5,121,48,1,LCD000266,374.4200,2020-09-23,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,116b95fd3e3e5c89b173f7e41ad49cce116b95fd3e3e5c89b173f7e41ad49cce
267,LCD000267,200,107,7,33,25,4,LCD000267,375.7900,2020-09-24,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7d0553b9f5615d77ae23c9672eed0f8a7d0553b9f5615d77ae23c9672eed0f8a
268,LCD000268,425,337,3,61,233,5,LCD000268,377.1600,2020-09-25,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b395729f4af852c29463d9fad36850b2b395729f4af852c29463d9fad36850b2
269,LCD000269,266,455,6,196,125,5,LCD000269,378.5300,2020-09-26,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,768112d692b7576993e205245e717e5a768112d692b7576993e205245e717e5a
270,LCD000270,209,68,1,235,116,1,LCD000270,379.9000,2020-09-27,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,61d7aca99c9e594a8555908044adc00161d7aca99c9e594a8555908044adc001
271,LCD000271,111,198,1,31,5,4,LCD000271,381.2700,2020-09-28,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f6ed969faf4b56dc8fa61e5425c6f0a8f6ed969faf4b56dc8fa61e5425c6f0a8
272,LCD000272,67,233,9,242,64,1,LCD000272,382.6400,2020-09-29,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fdc6d467f8555a46a43ce901e65a23fdfdc6d467f8555a46a43ce901e65a23fd
273,LCD000273,422,63,8,127,75,2,LCD000273,384.0100,2020-09-30,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cfa95f2258925df5b94163905d1bf6c1cfa95f2258925df5b94163905d1bf6c1
274,LCD000274,445,281,2,245,66,4,LCD000274,385.3800,2020-10-01,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5eaa6ae388c8509281f5932bfd30eca75eaa6ae388c8509281f5932bfd30eca7
275,LCD000275,497,138,4,169,98,5,LCD000275,386.7500,2020-10-02,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6f46a0737b545880b84577c99224bb466f46a0737b545880b84577c99224bb46
276,LCD000276,442,124,10,88,83,5,LCD000276,388.1200,2020-10-03,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a31302b9a14c5a51a1c5ca688dbc0296a31302b9a14c5a51a1c5ca688dbc0296
277,LCD000277,390,156,6,29,34,3,LCD000277,389.4900,2020-10-04,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fdbe118ac4b0572ea65234001199cde3fdbe118ac4b0572ea65234001199cde3
278,LCD000278,258,310,5,205,169,1,LCD000278,390.8600,2020-10-05,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,554db565324c571ab92efb2f0a8cc917554db565324c571ab92efb2f0a8cc917
279,LCD000279,377,145,6,206,135,3,LCD000279,392.2300,2020-10-06,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5b01ec81a1a553249c3fd59426518cdb5b01ec81a1a553249c3fd59426518cdb
280,LCD000280,179,289,5,150,105,5,LCD000280,393.6000,2020-10-07,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,87486292db705ed48b12873b0df0f19c87486292db705ed48b12873b0df0f19c
281,LCD000281,393,241,6,119,229,4,LCD000281,394.9700,2020-10-08,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,34afe4ca04ec5656ab744af5d72e398134afe4ca04ec5656ab744af5d72e3981
282,LCD000282,95,325,10,34,90,4,LCD000282,396.3400,2020-10-09,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,443ffbbd46ea566bb2e5742c51c06766443ffbbd46ea566bb2e5742c51c06766
283,LCD000283,77,157,9,11,209,2,LCD000283,397.7100,2020-10-10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b5d525c36ab757ceba72407ea1071b75b5d525c36ab757ceba72407ea1071b75
284,LCD000284,72,187,9,182,121,3,LCD000284,399.0800,2020-10-11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,286e39d73a5e5d26b8f67868276e6204286e39d73a5e5d26b8f67868276e6204
285,LCD000285,84,372,5,70,238,3,LCD000285,400.4500,2020-10-12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,442df293adca5ab8aca42a5aba034f14442df293adca5ab8aca42a5aba034f14
286,LCD000286,275,158,7,125,184,2,LCD000286,401.8200,2020-10-13,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2ec34748a29c5ea5a8b35654430f42fb2ec34748a29c5ea5a8b35654430f42fb
287,LCD000287,406,244,6,242,31,2,LCD000287,403.1900,2020-10-14,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,573e3bef11c5529f83bc22e82ca7d4de573e3bef11c5529f83bc22e82ca7d4de
288,LCD000288,446,207,6,203,182,2,LCD000288,404.5600,2020-10-15,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b38d93dcfd355f1fa4462cfdedc84c45b38d93dcfd355f1fa4462cfdedc84c45
289,LCD000289,138,226,1,3,240,5,LCD000289,405.9300,2020-10-16,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2b0d2ba42af753118bfbab0ff98e675b2b0d2ba42af753118bfbab0ff98e675b
290,LCD000290,153,190,3,148,50,2,LCD000290,407.3000,2020-10-17,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0c08b68d5fea52f08052dbc8217772800c08b68d5fea52f08052dbc821777280
291,LCD000291,245,29,6,26,213,3,LCD000291,408.6700,2020-10-18,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4d99f35bb64a5a8494811601064b502e4d99f35bb64a5a8494811601064b502e
292,LCD000292,189,168,7,189,38,3,LCD000292,410.0400,2020-10-19,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cb78c194da835edcb014ebdd4d6128cdcb78c194da835edcb014ebdd4d6128cd
293,LCD000293,134,342,8,83,105,3,LCD000293,411.4100,2020-10-20,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,faf5363842bc5187a43a63437298c668faf5363842bc5187a43a63437298c668
294,LCD000294,222,39,1,47,98,2,LCD000294,412.7800,2020-10-21,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0b6688ca619c5d7a96ea79634e70519b0b6688ca619c5d7a96ea79634e70519b
295,LCD000295,207,479,10,134,212,4,LCD000295,414.1500,2020-10-22,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1297b8d885fa5f81ab26267a9c9671861297b8d885fa5f81ab26267a9c967186
296,LCD000296,22,221,3,133,85,3,LCD000296,415.5200,2020-10-23,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f54d2df4d0465fb391fef8e30e676ebbf54d2df4d0465fb391fef8e30e676ebb
297,LCD000297,145,278,10,60,66,2,LCD000297,416.8900,2020-10-24,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4e63109481a95b59b6bd73aef5264c0c4e63109481a95b59b6bd73aef5264c0c
298,LCD000298,421,213,7,97,194,3,LCD000298,418.2600,2020-10-25,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5dd5d1d22bd158f3b91f5673974104b85dd5d1d22bd158f3b91f5673974104b8
299,LCD000299,393,256,1,244,243,5,LCD000299,419.6300,2020-10-26,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,43362df87a9b5cc0937e8d06ab47952f43362df87a9b5cc0937e8d06ab47952f
300,LCD000300,309,381,2,161,141,2,LCD000300,421.0000,2020-10-27,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f545a805ba385457a2ba317b594ba4f3f545a805ba385457a2ba317b594ba4f3
301,LCD000301,82,31,8,152,112,5,LCD000301,422.3700,2020-10-28,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,80480cc5fd9a59cdbe322a175d56b67680480cc5fd9a59cdbe322a175d56b676
302,LCD000302,315,14,1,218,2,4,LCD000302,423.7400,2020-10-29,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b3db0ad126a55ccd88ddafb8b1ed3a49b3db0ad126a55ccd88ddafb8b1ed3a49
303,LCD000303,493,135,2,137,226,1,LCD000303,425.1100,2020-10-30,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8f037b5580395955beccbc5c477316088f037b5580395955beccbc5c47731608
304,LCD000304,372,373,7,127,223,4,LCD000304,426.4800,2020-10-31,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,36915bb5271a5cbb95569b383ddf3ff536915bb5271a5cbb95569b383ddf3ff5
305,LCD000305,344,298,10,131,239,1,LCD000305,427.8500,2020-11-01,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6ca681e6bff75e6a919c2e9c4277fb466ca681e6bff75e6a919c2e9c4277fb46
306,LCD000306,129,261,6,74,2,5,LCD000306,429.2200,2020-11-02,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f1087dca3cb958feaf0248417875b200f1087dca3cb958feaf0248417875b200
307,LCD000307,407,178,4,14,131,4,LCD000307,430.5900,2020-11-03,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9b684312c85d5b28b30be97eff1f3b729b684312c85d5b28b30be97eff1f3b72
308,LCD000308,184,248,9,231,127,1,LCD000308,431.9600,2020-11-04,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7fe9403d5a375a21a56117c59dad6a827fe9403d5a375a21a56117c59dad6a82
309,LCD000309,263,352,6,207,123,3,LCD000309,433.3300,2020-11-05,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c9eb0b588c4459188c4c7040265fae1bc9eb0b588c4459188c4c7040265fae1b
310,LCD000310,140,293,9,67,227,2,LCD000310,434.7000,2020-11-06,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,02d3627258e255aea2d28d6353128a1902d3627258e255aea2d28d6353128a19
311,LCD000311,497,34,2,155,73,1,LCD000311,436.0700,2020-11-07,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,33fbe2e362d45a75850bb695da8de3b333fbe2e362d45a75850bb695da8de3b3
312,LCD000312,115,79,3,5,207,1,LCD000312,437.4400,2020-11-08,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,547dc605cb525c85893b67801ce98069547dc605cb525c85893b67801ce98069
313,LCD000313,88,49,4,125,242,3,LCD000313,438.8100,2020-11-09,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3dbe74f9a0e55be1ac1bfb335adb197c3dbe74f9a0e55be1ac1bfb335adb197c
