EnergyEfficiencyProjectKey,EfficiencyProjectNumber,PlantKey,EnergyEfficiencyMeasureKey,CostCenterKey,EnergyEfficiencyProjectStatusKey,CurrencyKey,EfficiencyProjectName,EstimatedSavingsAmount,EstimatedAnnualSavingsQuantity,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
195,EEP000195,162,112,15,3,1,Summit EnergyEfficiencyProject 195,277.1500,136.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,78eab7aa4b0c56aab74a8190519f4ffa78eab7aa4b0c56aab74a8190519f4ffa
196,EEP000196,12,173,195,7,3,Forge EnergyEfficiencyProject 196,278.5200,137.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ea6733ff79f857f98d1eae980cfac0d9ea6733ff79f857f98d1eae980cfac0d9
197,EEP000197,53,225,123,4,2,Titan EnergyEfficiencyProject 197,279.8900,138.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,33fc9208eb9b569bb1c1877e487a994a33fc9208eb9b569bb1c1877e487a994a
198,EEP000198,107,10,126,6,4,Northstar EnergyEfficiencyProject 198,281.2600,138.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,66b0c572719d5fa0a2f3bc787e865edc66b0c572719d5fa0a2f3bc787e865edc
199,EEP000199,47,51,41,7,1,Zenith EnergyEfficiencyProject 199,282.6300,139.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a7fca0841607534ba35ed0f71a9392dea7fca0841607534ba35ed0f71a9392de
200,EEP000200,46,18,456,7,4,Summit EnergyEfficiencyProject 200,284.0000,140.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,358d7ec86239551fba67e64dc3597430358d7ec86239551fba67e64dc3597430
201,EEP000201,343,42,274,5,4,Vertex EnergyEfficiencyProject 201,285.3700,140.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e52cfdcf48a857189f59b282f320d301e52cfdcf48a857189f59b282f320d301
202,EEP000202,231,356,346,1,5,Vertex EnergyEfficiencyProject 202,286.7400,141.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,29892de20ba85197b974b603673feb4129892de20ba85197b974b603673feb41
203,EEP000203,52,429,414,8,4,Atlas EnergyEfficiencyProject 203,288.1100,142.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a7796a44819b5dd0a0873b021c4a73a3a7796a44819b5dd0a0873b021c4a73a3
204,EEP000204,50,70,-1,6,1,Harbor EnergyEfficiencyProject 204,289.4800,142.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,886efee4a8265b599ddab9ee601820e8886efee4a8265b599ddab9ee601820e8
205,EEP000205,66,41,52,1,5,Pioneer EnergyEfficiencyProject 205,290.8500,143.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f5d233f42cc75a868b65a6e533ebbdc7f5d233f42cc75a868b65a6e533ebbdc7
206,EEP000206,166,282,413,7,1,Granite EnergyEfficiencyProject 206,292.2200,144.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,612c3e8d5bf458fb8bc515ccf246f6f1612c3e8d5bf458fb8bc515ccf246f6f1
207,EEP000207,133,124,146,8,3,Evergreen EnergyEfficiencyProject 207,293.5900,145.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f4ab7fb5b2f75d3cbf4fcddda1df5abdf4ab7fb5b2f75d3cbf4fcddda1df5abd
208,EEP000208,245,35,386,2,4,Zenith EnergyEfficiencyProject 208,294.9600,145.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d46e4b78661f5fc8a3846bcea090072bd46e4b78661f5fc8a3846bcea090072b
209,EEP000209,191,205,61,1,5,Delta EnergyEfficiencyProject 209,296.3300,146.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7e88828596905cffb0698a78082d07897e88828596905cffb0698a78082d0789
210,EEP000210,342,258,122,5,4,Cedar EnergyEfficiencyProject 210,297.7000,147.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1ead1775cc335bce9cfce036a4f8f7f21ead1775cc335bce9cfce036a4f8f7f2
211,EEP000211,197,336,403,8,4,Meridian EnergyEfficiencyProject 211,299.0700,147.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,654ef630b28656478603d8ade096fa34654ef630b28656478603d8ade096fa34
212,EEP000212,91,272,332,1,1,Pioneer EnergyEfficiencyProject 212,300.4400,148.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0e7aa641ef70596e88913277b04923a30e7aa641ef70596e88913277b04923a3
213,EEP000213,7,488,456,8,1,Atlas EnergyEfficiencyProject 213,301.8100,149.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4b6f67004d4d5712ab896d373dc8c6064b6f67004d4d5712ab896d373dc8c606
214,EEP000214,316,410,111,5,2,Granite EnergyEfficiencyProject 214,303.1800,149.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,624dd0dea8dc55b49a12151310004c4a624dd0dea8dc55b49a12151310004c4a
215,EEP000215,114,325,163,6,4,Meridian EnergyEfficiencyProject 215,304.5500,150.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,74e206c7e89252bd8da5938d433be31474e206c7e89252bd8da5938d433be314
216,EEP000216,248,449,17,7,3,Quartz EnergyEfficiencyProject 216,305.9200,151.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,483730edd1ad57c8aafac467483098d2483730edd1ad57c8aafac467483098d2
217,EEP000217,75,175,141,2,1,Liberty EnergyEfficiencyProject 217,307.2900,152.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7c595f65cfec52d2a3ffde93db7d9a767c595f65cfec52d2a3ffde93db7d9a76
218,EEP000218,84,26,21,1,4,Forge EnergyEfficiencyProject 218,308.6600,152.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,78717a4bd06c5877a796fbd551dad00c78717a4bd06c5877a796fbd551dad00c
219,EEP000219,99,459,134,3,4,Cedar EnergyEfficiencyProject 219,310.0300,153.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1f27599c931a5879b6512f577d3fdc5f1f27599c931a5879b6512f577d3fdc5f
220,EEP000220,331,162,251,1,3,Vertex EnergyEfficiencyProject 220,311.4000,154.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2572cd1d92bf519d82d475f7d49c4f092572cd1d92bf519d82d475f7d49c4f09
221,EEP000221,75,70,-1,4,1,Evergreen EnergyEfficiencyProject 221,312.7700,154.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,29c03d0bfa6857cb933c72e39b45adc129c03d0bfa6857cb933c72e39b45adc1
222,EEP000222,71,24,399,6,4,Keystone EnergyEfficiencyProject 222,314.1400,155.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8d7c12018c9d5ff6b8c4d86f6ef936828d7c12018c9d5ff6b8c4d86f6ef93682
223,EEP000223,337,445,169,2,3,Delta EnergyEfficiencyProject 223,315.5100,156.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a9f1177b3c35524b8fcc4f3012a35c31a9f1177b3c35524b8fcc4f3012a35c31
224,EEP000224,98,314,442,8,5,Junction EnergyEfficiencyProject 224,316.8800,156.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4d0b746c716755aa955cc87cce32b6e44d0b746c716755aa955cc87cce32b6e4
225,EEP000225,318,360,346,5,2,Junction EnergyEfficiencyProject 225,318.2500,157.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,10ccf478168f509babda1ff87c61a7a310ccf478168f509babda1ff87c61a7a3
226,EEP000226,71,484,260,8,3,Atlas EnergyEfficiencyProject 226,319.6200,158.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bed3aa9201035c0bb91c0f7a2613f157bed3aa9201035c0bb91c0f7a2613f157
227,EEP000227,142,403,401,3,4,Orion EnergyEfficiencyProject 227,320.9900,159.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2f3e0c8119c65752be2622159427dc612f3e0c8119c65752be2622159427dc61
228,EEP000228,107,267,318,7,1,Atlas EnergyEfficiencyProject 228,322.3600,159.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,404525f6a16754048a232bf55cec0d0a404525f6a16754048a232bf55cec0d0a
229,EEP000229,308,408,328,3,2,Meridian EnergyEfficiencyProject 229,323.7300,160.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a20ca5bb1f0251d9b187467576e2697fa20ca5bb1f0251d9b187467576e2697f
230,EEP000230,327,418,123,3,1,Northstar EnergyEfficiencyProject 230,325.1000,161.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,274d8034a3f55e75bdd91670f05d8c48274d8034a3f55e75bdd91670f05d8c48
231,EEP000231,49,391,297,3,5,Northstar EnergyEfficiencyProject 231,326.4700,161.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,36ca201097f95ad994c6ff11faaaa1ca36ca201097f95ad994c6ff11faaaa1ca
232,EEP000232,30,173,334,7,5,Riverton EnergyEfficiencyProject 232,327.8400,162.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7605a4ea52bb5ba59569681813be4db37605a4ea52bb5ba59569681813be4db3
233,EEP000233,260,398,326,4,5,Delta EnergyEfficiencyProject 233,329.2100,163.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,465a7694883756088f6e6e56f0450d89465a7694883756088f6e6e56f0450d89
234,EEP000234,242,213,416,7,3,Pioneer EnergyEfficiencyProject 234,330.5800,163.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,45fc728ba45f563fb609752f21da65ed45fc728ba45f563fb609752f21da65ed
235,EEP000235,109,34,442,1,1,Delta EnergyEfficiencyProject 235,331.9500,164.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ee7e826d257d543a8e2781d477babb04ee7e826d257d543a8e2781d477babb04
236,EEP000236,307,452,467,3,4,Evergreen EnergyEfficiencyProject 236,333.3200,165.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,66776d74122d5f07acb9f647a781d57966776d74122d5f07acb9f647a781d579
237,EEP000237,176,359,392,3,4,Evergreen EnergyEfficiencyProject 237,334.6900,166.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f2c236dcef4451329261fc59b00cbea9f2c236dcef4451329261fc59b00cbea9
238,EEP000238,167,405,-1,1,2,Forge EnergyEfficiencyProject 238,336.0600,166.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,52880e0ba2825d3fb5082a339657a11c52880e0ba2825d3fb5082a339657a11c
239,EEP000239,304,200,293,8,5,Keystone EnergyEfficiencyProject 239,337.4300,167.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7cacea245c655a14a71859ff877d9aeb7cacea245c655a14a71859ff877d9aeb
240,EEP000240,95,208,355,3,3,Willow EnergyEfficiencyProject 240,338.8000,168.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2a634508999e58938b459c3bd216bec72a634508999e58938b459c3bd216bec7
241,EEP000241,67,157,493,2,5,Quartz EnergyEfficiencyProject 241,340.1700,168.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,afd19d687cb4590f928935b3da5bddecafd19d687cb4590f928935b3da5bddec
242,EEP000242,97,397,80,2,1,Titan EnergyEfficiencyProject 242,341.5400,169.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6e179b41334a51f9b9906bc56829f1bd6e179b41334a51f9b9906bc56829f1bd
243,EEP000243,75,297,329,6,1,Quartz EnergyEfficiencyProject 243,342.9100,170.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,48f9973894f351ad8ba76f2ebe13e1d948f9973894f351ad8ba76f2ebe13e1d9
244,EEP000244,308,9,152,3,1,Unity EnergyEfficiencyProject 244,344.2800,170.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9a4e1c49a535502d8e19e34580dc103c9a4e1c49a535502d8e19e34580dc103c
245,EEP000245,219,257,305,6,2,Summit EnergyEfficiencyProject 245,345.6500,171.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e66e50e3d7e7579b9c0323d761272c23e66e50e3d7e7579b9c0323d761272c23
246,EEP000246,162,158,275,8,2,Orion EnergyEfficiencyProject 246,347.0200,172.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,06cd733a9c525024861a1ab05be75d5906cd733a9c525024861a1ab05be75d59
247,EEP000247,128,425,373,5,5,Junction EnergyEfficiencyProject 247,348.3900,173.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,44633cb1aa475793843ae03c672a10e744633cb1aa475793843ae03c672a10e7
248,EEP000248,66,143,105,8,4,Cedar EnergyEfficiencyProject 248,349.7600,173.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c4f79f32d23b54c487775ed700cf73ebc4f79f32d23b54c487775ed700cf73eb
249,EEP000249,140,450,289,1,1,Zenith EnergyEfficiencyProject 249,351.1300,174.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2f47d1ffd5a456c2a84728f59a9d514c2f47d1ffd5a456c2a84728f59a9d514c
250,EEP000250,193,411,109,1,5,Summit EnergyEfficiencyProject 250,352.5000,175.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,85390e47c8575e1981f0fe732ee9d23285390e47c8575e1981f0fe732ee9d232
251,EEP000251,62,67,134,2,1,Northstar EnergyEfficiencyProject 251,353.8700,175.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9f24e27a4d075367bbb1d194c24636309f24e27a4d075367bbb1d194c2463630
252,EEP000252,82,238,271,6,2,Junction EnergyEfficiencyProject 252,355.2400,176.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bc347a12dda355aeb22ed335a5575152bc347a12dda355aeb22ed335a5575152
253,EEP000253,1,365,321,2,1,Meridian EnergyEfficiencyProject 253,356.6100,177.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e4fd50f9d0d55297a379b71ffd33d53de4fd50f9d0d55297a379b71ffd33d53d
254,EEP000254,61,39,433,6,5,Cedar EnergyEfficiencyProject 254,357.9800,177.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,461c0114e8d150128d0a115f2ce7946f461c0114e8d150128d0a115f2ce7946f
255,EEP000255,140,70,-1,2,4,Harbor EnergyEfficiencyProject 255,359.3500,178.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bb833fc2bc6f5045b3065e5d1762ed54bb833fc2bc6f5045b3065e5d1762ed54
256,EEP000256,152,372,63,7,2,Riverton EnergyEfficiencyProject 256,360.7200,179.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,da796d16eda25d578c4b492bda65175ada796d16eda25d578c4b492bda65175a
257,EEP000257,198,160,350,4,2,Junction EnergyEfficiencyProject 257,362.0900,180.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,944ad3b0c4dc55eab10400c3c808c313944ad3b0c4dc55eab10400c3c808c313
258,EEP000258,31,173,491,1,4,Summit EnergyEfficiencyProject 258,363.4600,180.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,423fc9b73aed51778a6f0d041c0c4941423fc9b73aed51778a6f0d041c0c4941
259,EEP000259,134,301,192,6,5,Ion EnergyEfficiencyProject 259,364.8300,181.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,15f39a22466e50e3b2f7e4771748331915f39a22466e50e3b2f7e47717483319
260,EEP000260,130,350,288,2,4,Beacon EnergyEfficiencyProject 260,366.2000,182.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4c786913cbc05c39b5d89213df1e672d4c786913cbc05c39b5d89213df1e672d
261,EEP000261,309,393,223,8,5,Titan EnergyEfficiencyProject 261,367.5700,182.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b4c6061ef0f9558bb5213e6588eaeaabb4c6061ef0f9558bb5213e6588eaeaab
262,EEP000262,303,265,445,4,1,Delta EnergyEfficiencyProject 262,368.9400,183.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7693ac1c98b85788935b1a6f05a982047693ac1c98b85788935b1a6f05a98204
263,EEP000263,244,266,285,7,5,Beacon EnergyEfficiencyProject 263,370.3100,184.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3cb45628d5695a54bc940555d6ab296c3cb45628d5695a54bc940555d6ab296c
264,EEP000264,34,294,330,1,4,Meridian EnergyEfficiencyProject 264,371.6800,184.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,476d44bd95d1595984ce9b0db9c20e83476d44bd95d1595984ce9b0db9c20e83
265,EEP000265,119,304,308,7,5,Summit EnergyEfficiencyProject 265,373.0500,185.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e34ef40a20b050ecaf8bdfb68a651e42e34ef40a20b050ecaf8bdfb68a651e42
266,EEP000266,49,243,395,7,3,Northstar EnergyEfficiencyProject 266,374.4200,186.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1398b885f4c2520788a8a2c793eca90e1398b885f4c2520788a8a2c793eca90e
267,EEP000267,13,478,74,2,2,Ion EnergyEfficiencyProject 267,375.7900,187.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d4f2ae00941d5285a1473e0cfdfe0c26d4f2ae00941d5285a1473e0cfdfe0c26
268,EEP000268,316,112,270,1,1,Pioneer EnergyEfficiencyProject 268,377.1600,187.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,56b63eadd5ef521e9eb23ff8580bbd9156b63eadd5ef521e9eb23ff8580bbd91
269,EEP000269,237,75,230,6,5,Keystone EnergyEfficiencyProject 269,378.5300,188.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,88c7598b7c6657eeaee27f5235f7f6d988c7598b7c6657eeaee27f5235f7f6d9
270,EEP000270,142,79,275,4,4,Meridian EnergyEfficiencyProject 270,379.9000,189.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4d686135b35a5b188248c1764b52afbb4d686135b35a5b188248c1764b52afbb
271,EEP000271,23,436,492,2,3,Pioneer EnergyEfficiencyProject 271,381.2700,189.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0c31dbb640ad5ac690ac7037c24347710c31dbb640ad5ac690ac7037c2434771
272,EEP000272,277,348,-1,2,5,Quartz EnergyEfficiencyProject 272,382.6400,190.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a250947b50815947b18d869bcce435a0a250947b50815947b18d869bcce435a0
273,EEP000273,8,282,157,3,5,Cedar EnergyEfficiencyProject 273,384.0100,191.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9f461bc6891d5b14bb68ec3639f306ff9f461bc6891d5b14bb68ec3639f306ff
274,EEP000274,52,310,217,2,3,Keystone EnergyEfficiencyProject 274,385.3800,191.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,94a4659f39815cc09dba415acf1eccaf94a4659f39815cc09dba415acf1eccaf
275,EEP000275,58,52,265,2,4,Titan EnergyEfficiencyProject 275,386.7500,192.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2f8fc850994658058c08db92f043cd6f2f8fc850994658058c08db92f043cd6f
276,EEP000276,103,3,166,1,1,Pioneer EnergyEfficiencyProject 276,388.1200,193.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,012d4911460659c1a93d7120cbbf6ec4012d4911460659c1a93d7120cbbf6ec4
277,EEP000277,145,184,430,2,5,Atlas EnergyEfficiencyProject 277,389.4900,194.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,56979c8b7d4759fd9c95a60a42a035ee56979c8b7d4759fd9c95a60a42a035ee
278,EEP000278,120,292,246,5,1,Summit EnergyEfficiencyProject 278,390.8600,194.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ca105048d4805b5b82f5286b502abc4aca105048d4805b5b82f5286b502abc4a
279,EEP000279,257,97,32,8,3,Orion EnergyEfficiencyProject 279,392.2300,195.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,52af5416fbf354a18568b81b257e58ab52af5416fbf354a18568b81b257e58ab
280,EEP000280,120,450,418,4,2,Beacon EnergyEfficiencyProject 280,393.6000,196.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e7beb30acbe659a19bc99363d49e3fdfe7beb30acbe659a19bc99363d49e3fdf
281,EEP000281,314,323,269,8,3,Beacon EnergyEfficiencyProject 281,394.9700,196.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d4d9d8144efb5f0da4375ebcad7847cad4d9d8144efb5f0da4375ebcad7847ca
282,EEP000282,209,307,476,4,2,Keystone EnergyEfficiencyProject 282,396.3400,197.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,213cdc3394b8579d843b29e7de67fbf6213cdc3394b8579d843b29e7de67fbf6
283,EEP000283,340,194,80,5,3,Junction EnergyEfficiencyProject 283,397.7100,198.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,94584a42890e5616995531e1dd0dd3dd94584a42890e5616995531e1dd0dd3dd
284,EEP000284,285,224,177,7,4,Meridian EnergyEfficiencyProject 284,399.0800,198.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2bed55b40f645dee8b606329fbd113192bed55b40f645dee8b606329fbd11319
285,EEP000285,228,470,402,6,1,Summit EnergyEfficiencyProject 285,400.4500,199.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0982f2c727dd59b7a958dfb569cdb0560982f2c727dd59b7a958dfb569cdb056
286,EEP000286,109,326,97,7,5,Ion EnergyEfficiencyProject 286,401.8200,200.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,22942850962e584d8f248fb1f0c6832822942850962e584d8f248fb1f0c68328
287,EEP000287,10,475,434,8,3,Quartz EnergyEfficiencyProject 287,403.1900,201.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3539742e8a10549e98ba6cc4f91494953539742e8a10549e98ba6cc4f9149495
288,EEP000288,165,14,129,6,1,Northstar EnergyEfficiencyProject 288,404.5600,201.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7a31fdd2d299530ea274b783bb355b4c7a31fdd2d299530ea274b783bb355b4c
289,EEP000289,154,399,-1,3,4,Riverton EnergyEfficiencyProject 289,405.9300,202.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b34d19a388c3514ab4c569f74b953d21b34d19a388c3514ab4c569f74b953d21
290,EEP000290,232,184,254,3,2,Keystone EnergyEfficiencyProject 290,407.3000,203.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,12a6fa3c07c15087ac0eb79136080b9d12a6fa3c07c15087ac0eb79136080b9d
291,EEP000291,218,489,380,8,5,Summit EnergyEfficiencyProject 291,408.6700,203.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c1e9b4a5057d5f8f8fe2db2f57ff7cc1c1e9b4a5057d5f8f8fe2db2f57ff7cc1
292,EEP000292,241,224,95,8,1,Unity EnergyEfficiencyProject 292,410.0400,204.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2acb488aadda5965b508bb7e999ff74f2acb488aadda5965b508bb7e999ff74f
