CustomerKey,CustomerNumber,GeoPostalCodeKey,CustomerSegmentKey,CustomerChannelKey,CustomerGroupKey,CurrencyKey,IncotermCodeKey,PaymentTermKey,CustomerStatusKey,RecordStatusKey,CustomerName,CustomerLegalName,AccountOpenedDate,CreditLimitAmount,CreditHoldFlag,TaxRegistrationNumber,DefaultCurrencyCode,DefaultIncotermCode,DefaultPaymentTermCode,StrategicAccountFlag,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
161,C000161,420,192,76,230,1,13,2,10,3,Summit Customer 161,Atlas Customer 161,2021-06-10,230.5700,1,C000161,JPY,C000161,C000161,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,62600f4e464e500ba8d0c97d80fa7bea62600f4e464e500ba8d0c97d80fa7bea
162,C000162,89,154,20,369,5,4,17,10,4,Riverton Customer 162,Vertex Customer 162,2021-06-11,231.9400,1,C000162,USD,C000162,C000162,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,66f1b27a76d0510f8aaa1392705c212f66f1b27a76d0510f8aaa1392705c212f
163,C000163,173,15,49,233,5,9,10,4,2,Pioneer Customer 163,Forge Customer 163,2021-06-12,233.3100,1,C000163,EUR,C000163,C000163,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,128897d9f34e5fd884576b42685f8f78128897d9f34e5fd884576b42685f8f78
164,C000164,258,94,68,239,3,11,10,2,3,Summit Customer 164,Pioneer Customer 164,2021-06-13,234.6800,1,C000164,GBP,C000164,C000164,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,df8a0e0e34815f3ea75d080b7012b5bcdf8a0e0e34815f3ea75d080b7012b5bc
165,C000165,96,455,70,289,2,12,17,4,2,Junction Customer 165,Granite Customer 165,2021-06-14,236.0500,0,C000165,CAD,C000165,C000165,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,06b0ae9f41695128bad0e942e59311c906b0ae9f41695128bad0e942e59311c9
166,C000166,378,476,30,217,3,6,15,4,2,Atlas Customer 166,Willow Customer 166,2021-06-15,237.4200,1,C000166,MXN,C000166,C000166,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d2c6e9ee32e75c11b651f8c83b5af1f8d2c6e9ee32e75c11b651f8c83b5af1f8
167,C000167,247,497,3,323,1,3,4,6,1,Willow Customer 167,Summit Customer 167,2021-06-16,238.7900,1,C000167,JPY,C000167,C000167,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0e29dbc214ab5cceb57bb0a0f9b28b000e29dbc214ab5cceb57bb0a0f9b28b00
168,C000168,483,175,36,176,5,15,10,1,4,Zenith Customer 168,Unity Customer 168,2021-06-17,240.1600,1,C000168,USD,C000168,C000168,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5d55290e3ecd5cc688dc8ece626243d15d55290e3ecd5cc688dc8ece626243d1
169,C000169,191,341,8,108,2,4,10,9,2,Unity Customer 169,Pioneer Customer 169,2021-06-18,241.5300,1,C000169,EUR,C000169,C000169,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,62476d5350405299b1126930d8a8d4b062476d5350405299b1126930d8a8d4b0
170,C000170,401,104,49,178,2,12,11,9,1,Cedar Customer 170,Delta Customer 170,2021-06-19,242.9000,0,C000170,GBP,C000170,C000170,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a1c97f49de2750f28fae1509d1f0aea8a1c97f49de2750f28fae1509d1f0aea8
171,C000171,498,266,58,12,3,15,11,10,3,Forge Customer 171,Unity Customer 171,2021-06-20,244.2700,1,C000171,CAD,C000171,C000171,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6391a6c2e86a57ac9fd054cbdf3f195b6391a6c2e86a57ac9fd054cbdf3f195b
172,C000172,329,316,3,179,5,6,4,5,1,Delta Customer 172,Delta Customer 172,2021-06-21,245.6400,1,C000172,MXN,C000172,C000172,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0841fbb0608257fcb4a18df31679a8970841fbb0608257fcb4a18df31679a897
173,C000173,208,438,74,77,1,10,9,10,3,Ion Customer 173,Liberty Customer 173,2021-06-22,247.0100,1,C000173,JPY,C000173,C000173,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a62e9c93d668596597f60ffce33f02f1a62e9c93d668596597f60ffce33f02f1
174,C000174,492,462,12,372,4,3,13,8,1,Northstar Customer 174,Forge Customer 174,2021-06-23,248.3800,1,C000174,USD,C000174,C000174,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bd931b513d09586f991e74a4ecd67ad1bd931b513d09586f991e74a4ecd67ad1
175,C000175,70,448,48,275,3,11,7,1,1,Keystone Customer 175,Forge Customer 175,2021-06-24,249.7500,0,C000175,EUR,C000175,C000175,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cfe200ca483154b3b97169621346e2b7cfe200ca483154b3b97169621346e2b7
176,C000176,390,303,29,324,4,10,9,1,1,Harbor Customer 176,Harbor Customer 176,2021-06-25,251.1200,1,C000176,GBP,C000176,C000176,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,69ca9a55707c5ec9b4ceb1b12f3aabf669ca9a55707c5ec9b4ceb1b12f3aabf6
177,C000177,213,470,4,36,1,8,10,6,4,Quartz Customer 177,Northstar Customer 177,2021-06-26,252.4900,1,C000177,CAD,C000177,C000177,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,62aee83dd8485cfda3a0d3a79d948bf262aee83dd8485cfda3a0d3a79d948bf2
178,C000178,316,193,30,376,4,14,5,10,2,Junction Customer 178,Cedar Customer 178,2021-06-27,253.8600,1,C000178,MXN,C000178,C000178,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0119113236835e8694aa7768332182bd0119113236835e8694aa7768332182bd
179,C000179,353,443,69,64,3,8,9,10,2,Willow Customer 179,Junction Customer 179,2021-06-28,255.2300,1,C000179,JPY,C000179,C000179,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6e44f5b078a1585da3de6e4317d9a1b86e44f5b078a1585da3de6e4317d9a1b8
180,C000180,191,110,26,156,2,11,6,10,4,Summit Customer 180,Willow Customer 180,2021-06-29,256.6000,0,C000180,USD,C000180,C000180,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,46609eb09398533192c600704b6f294746609eb09398533192c600704b6f2947
181,C000181,491,338,66,332,5,3,10,5,4,Willow Customer 181,Titan Customer 181,2021-06-30,257.9700,1,C000181,EUR,C000181,C000181,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,54f64ab034605a4294146c68ec2d8b8b54f64ab034605a4294146c68ec2d8b8b
182,C000182,85,294,52,275,4,3,3,4,2,Cedar Customer 182,Keystone Customer 182,2021-07-01,259.3400,1,C000182,GBP,C000182,C000182,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,91e5796296175cd49feb48586a73b85b91e5796296175cd49feb48586a73b85b
183,C000183,41,295,46,7,4,15,6,7,4,Forge Customer 183,Quartz Customer 183,2021-07-02,260.7100,1,C000183,CAD,C000183,C000183,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dab9a569d67b575abaf6fba0169e5b28dab9a569d67b575abaf6fba0169e5b28
184,C000184,463,466,32,19,5,15,9,10,3,Zenith Customer 184,Meridian Customer 184,2021-07-03,262.0800,1,C000184,MXN,C000184,C000184,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6deb7cae8f975077ac1cd98c53267d986deb7cae8f975077ac1cd98c53267d98
185,C000185,260,309,38,176,3,4,5,5,4,Pioneer Customer 185,Quartz Customer 185,2021-07-04,263.4500,0,C000185,JPY,C000185,C000185,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f7785c005f3d58088ed0c771a6249c64f7785c005f3d58088ed0c771a6249c64
186,C000186,473,105,11,166,3,11,4,3,2,Summit Customer 186,Vertex Customer 186,2021-07-05,264.8200,1,C000186,USD,C000186,C000186,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,06d9874d27de5abf8ce5478ad55f1b9a06d9874d27de5abf8ce5478ad55f1b9a
187,C000187,299,394,11,318,4,9,12,5,3,Vertex Customer 187,Unity Customer 187,2021-07-06,266.1900,1,C000187,EUR,C000187,C000187,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,827031b851fd5601b8f26e4b26b042cd827031b851fd5601b8f26e4b26b042cd
188,C000188,152,328,29,394,3,7,14,4,1,Junction Customer 188,Zenith Customer 188,2021-07-07,267.5600,1,C000188,GBP,C000188,C000188,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d95def63a40f54e885dfb46d5c749035d95def63a40f54e885dfb46d5c749035
189,C000189,223,35,70,390,4,12,4,1,3,Quartz Customer 189,Northstar Customer 189,2021-07-08,268.9300,1,C000189,CAD,C000189,C000189,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e87a41651bce58fba8a9d22bfbb0d18de87a41651bce58fba8a9d22bfbb0d18d
190,C000190,160,34,32,193,3,14,6,2,4,Atlas Customer 190,Riverton Customer 190,2021-07-09,270.3000,0,C000190,MXN,C000190,C000190,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,24d48be39af75e3baa46b521dc8927bb24d48be39af75e3baa46b521dc8927bb
191,C000191,465,282,25,35,1,7,6,7,1,Junction Customer 191,Cedar Customer 191,2021-07-10,271.6700,1,C000191,JPY,C000191,C000191,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3c0d1a2c18a85e25b4cf96273c7e8a1a3c0d1a2c18a85e25b4cf96273c7e8a1a
192,C000192,252,470,47,191,2,6,7,7,4,Atlas Customer 192,Titan Customer 192,2021-07-11,273.0400,1,C000192,USD,C000192,C000192,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6d1cd1eee46b597988c369bacbc399f76d1cd1eee46b597988c369bacbc399f7
193,C000193,368,74,14,389,1,8,15,2,3,Atlas Customer 193,Granite Customer 193,2021-07-12,274.4100,1,C000193,EUR,C000193,C000193,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e9c430eaee2b5a19a2e5701041faa130e9c430eaee2b5a19a2e5701041faa130
194,C000194,396,89,50,127,3,10,5,5,1,Zenith Customer 194,Riverton Customer 194,2021-07-13,275.7800,1,C000194,GBP,C000194,C000194,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8521d4c1edcd55b2aaa194a8a5aa7e688521d4c1edcd55b2aaa194a8a5aa7e68
195,C000195,217,174,16,192,5,2,10,8,3,Beacon Customer 195,Orion Customer 195,2021-07-14,277.1500,0,C000195,CAD,C000195,C000195,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,56fadde9f4e95ec7bcabf543dcc2b63b56fadde9f4e95ec7bcabf543dcc2b63b
196,C000196,153,31,23,387,1,16,2,9,4,Ion Customer 196,Quartz Customer 196,2021-07-15,278.5200,1,C000196,MXN,C000196,C000196,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1dc38cba4c425c3d950891e303e9f6161dc38cba4c425c3d950891e303e9f616
197,C000197,397,64,4,30,4,14,16,2,1,Vertex Customer 197,Vertex Customer 197,2021-07-16,279.8900,1,C000197,JPY,C000197,C000197,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c84ee2b5f4865e24b29ecf184b2550d8c84ee2b5f4865e24b29ecf184b2550d8
198,C000198,175,472,5,322,4,5,2,1,4,Beacon Customer 198,Pioneer Customer 198,2021-07-17,281.2600,1,C000198,USD,C000198,C000198,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,75defc94bef553e182cc6f9926f6831f75defc94bef553e182cc6f9926f6831f
199,C000199,46,328,10,302,2,13,4,7,3,Titan Customer 199,Ion Customer 199,2021-07-18,282.6300,1,C000199,EUR,C000199,C000199,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1faab10182d55c5eb5f2c467f14fb3541faab10182d55c5eb5f2c467f14fb354
200,C000200,291,82,44,321,3,16,13,10,1,Junction Customer 200,Pioneer Customer 200,2021-07-19,284.0000,0,C000200,GBP,C000200,C000200,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cb4e031a6cf95b008be4e3f60e93656dcb4e031a6cf95b008be4e3f60e93656d
201,C000201,276,486,29,295,2,11,10,7,3,Titan Customer 201,Delta Customer 201,2021-07-20,285.3700,1,C000201,CAD,C000201,C000201,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,327b4b5efbf65116bf734554350b07e6327b4b5efbf65116bf734554350b07e6
202,C000202,225,69,41,225,2,2,11,2,2,Orion Customer 202,Titan Customer 202,2021-07-21,286.7400,1,C000202,MXN,C000202,C000202,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f9af11f6c13d59d79f2378878f792c1cf9af11f6c13d59d79f2378878f792c1c
203,C000203,163,367,3,286,5,6,6,10,2,Delta Customer 203,Forge Customer 203,2021-07-22,288.1100,1,C000203,JPY,C000203,C000203,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b5aa480a5d91548886fa85abb1d033b8b5aa480a5d91548886fa85abb1d033b8
204,C000204,496,343,2,379,4,16,12,1,1,Beacon Customer 204,Beacon Customer 204,2021-07-23,289.4800,1,C000204,USD,C000204,C000204,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6baaa338d88d552d927d4a4bcfd83a5f6baaa338d88d552d927d4a4bcfd83a5f
205,C000205,479,407,33,385,2,16,17,5,3,Delta Customer 205,Summit Customer 205,2021-07-24,290.8500,0,C000205,EUR,C000205,C000205,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0c70883b56e056f5a85366524f1290130c70883b56e056f5a85366524f129013
206,C000206,190,298,35,383,4,1,5,10,4,Quartz Customer 206,Junction Customer 206,2021-07-25,292.2200,1,C000206,GBP,C000206,C000206,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a5ea96ff343d5481affeca57b6df844ea5ea96ff343d5481affeca57b6df844e
207,C000207,114,225,72,10,1,7,3,2,3,Keystone Customer 207,Ion Customer 207,2021-07-26,293.5900,1,C000207,CAD,C000207,C000207,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4d6902fc951d5376a1b2b8c105deba724d6902fc951d5376a1b2b8c105deba72
208,C000208,212,479,70,122,3,14,15,7,4,Atlas Customer 208,Forge Customer 208,2021-07-27,294.9600,1,C000208,MXN,C000208,C000208,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f99d74312db85ec0a703c618f32f5d35f99d74312db85ec0a703c618f32f5d35
209,C000209,314,346,15,33,4,6,11,9,4,Cedar Customer 209,Ion Customer 209,2021-07-28,296.3300,1,C000209,JPY,C000209,C000209,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,81bd9e4592b85f6c82f19491a0c4b03481bd9e4592b85f6c82f19491a0c4b034
210,C000210,124,411,33,335,5,12,14,9,1,Northstar Customer 210,Beacon Customer 210,2021-07-29,297.7000,0,C000210,USD,C000210,C000210,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8fd1808cd2405d128f5bdce2abc6f7998fd1808cd2405d128f5bdce2abc6f799
211,C000211,337,454,1,325,3,5,1,9,1,Cedar Customer 211,Harbor Customer 211,2021-07-30,299.0700,1,C000211,EUR,C000211,C000211,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b5fd360a3f1b5c79841a2ee2263b1e21b5fd360a3f1b5c79841a2ee2263b1e21
212,C000212,139,173,10,203,4,2,9,5,3,Delta Customer 212,Orion Customer 212,2021-07-31,300.4400,1,C000212,GBP,C000212,C000212,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bc95a1ed9f465f84a57fddbecceb4de3bc95a1ed9f465f84a57fddbecceb4de3
213,C000213,125,92,62,381,5,15,9,4,4,Atlas Customer 213,Forge Customer 213,2021-08-01,301.8100,1,C000213,CAD,C000213,C000213,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bc73c8716b6b56c4b3530269fbb989cfbc73c8716b6b56c4b3530269fbb989cf
214,C000214,233,261,27,114,5,6,5,6,2,Pioneer Customer 214,Liberty Customer 214,2021-08-02,303.1800,1,C000214,MXN,C000214,C000214,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6872ff2d6489598aa342a4fe979c48dc6872ff2d6489598aa342a4fe979c48dc
215,C000215,366,334,17,36,3,16,1,1,4,Orion Customer 215,Delta Customer 215,2021-08-03,304.5500,0,C000215,JPY,C000215,C000215,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,24a5e406742c5f62a1e35bb846f4e62724a5e406742c5f62a1e35bb846f4e627
216,C000216,263,295,9,218,1,15,18,3,1,Northstar Customer 216,Delta Customer 216,2021-08-04,305.9200,1,C000216,USD,C000216,C000216,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b5ed272ea29d5dc2904a9ceab50ebd58b5ed272ea29d5dc2904a9ceab50ebd58
217,C000217,2,15,53,263,2,16,10,9,1,Forge Customer 217,Junction Customer 217,2021-08-05,307.2900,1,C000217,EUR,C000217,C000217,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,739c86f62cc85e889e38806fd5b78e9a739c86f62cc85e889e38806fd5b78e9a
218,C000218,165,245,22,280,5,12,4,7,2,Riverton Customer 218,Pioneer Customer 218,2021-08-06,308.6600,1,C000218,GBP,C000218,C000218,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,955b2a6ff0d0580b8b35d616d78f9b28955b2a6ff0d0580b8b35d616d78f9b28
219,C000219,321,358,6,141,2,12,2,7,1,Junction Customer 219,Meridian Customer 219,2021-08-07,310.0300,1,C000219,CAD,C000219,C000219,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,832a44a90aee5c1c834318a1707c727d832a44a90aee5c1c834318a1707c727d
220,C000220,191,68,52,52,3,7,16,5,3,Evergreen Customer 220,Forge Customer 220,2021-08-08,311.4000,0,C000220,MXN,C000220,C000220,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f9bd707ac7935c4981129e2b2232dc29f9bd707ac7935c4981129e2b2232dc29
221,C000221,484,358,68,302,5,9,8,9,4,Beacon Customer 221,Northstar Customer 221,2021-08-09,312.7700,1,C000221,JPY,C000221,C000221,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a4882c1b808d50168ddf2964df1291f8a4882c1b808d50168ddf2964df1291f8
222,C000222,194,270,64,397,3,9,14,4,1,Northstar Customer 222,Vertex Customer 222,2021-08-10,314.1400,1,C000222,USD,C000222,C000222,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8fbf2c6895685349a1d7aa7c3e81b33b8fbf2c6895685349a1d7aa7c3e81b33b
223,C000223,75,127,53,215,5,10,11,6,3,Pioneer Customer 223,Forge Customer 223,2021-08-11,315.5100,1,C000223,EUR,C000223,C000223,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b063c3b63867535380c9d63a639932e1b063c3b63867535380c9d63a639932e1
224,C000224,372,384,77,183,2,6,4,2,4,Titan Customer 224,Forge Customer 224,2021-08-12,316.8800,1,C000224,GBP,C000224,C000224,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cf96ef549099553fb29f4c359480b0f5cf96ef549099553fb29f4c359480b0f5
225,C000225,125,197,27,246,2,2,15,8,2,Evergreen Customer 225,Orion Customer 225,2021-08-13,318.2500,0,C000225,CAD,C000225,C000225,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,221fea5fb6505f46ad3c11b1ce628467221fea5fb6505f46ad3c11b1ce628467
226,C000226,59,424,30,383,3,14,3,8,4,Ion Customer 226,Riverton Customer 226,2021-08-14,319.6200,1,C000226,MXN,C000226,C000226,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1f2fd7fe9bfc552bba079ee30d133c781f2fd7fe9bfc552bba079ee30d133c78
227,C000227,90,67,68,15,3,8,3,9,1,Summit Customer 227,Cedar Customer 227,2021-08-15,320.9900,1,C000227,JPY,C000227,C000227,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c399c6261c1254ad84291ecaa534ade7c399c6261c1254ad84291ecaa534ade7
228,C000228,266,148,5,166,1,5,6,10,2,Pioneer Customer 228,Pioneer Customer 228,2021-08-16,322.3600,1,C000228,USD,C000228,C000228,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2a91d7f5a5ba57eca43c2be41e53fc592a91d7f5a5ba57eca43c2be41e53fc59
229,C000229,304,437,47,262,4,13,14,3,4,Keystone Customer 229,Quartz Customer 229,2021-08-17,323.7300,1,C000229,EUR,C000229,C000229,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4dca4745d578567d99a773354607cec84dca4745d578567d99a773354607cec8
230,C000230,213,142,38,151,1,4,15,6,4,Northstar Customer 230,Forge Customer 230,2021-08-18,325.1000,0,C000230,GBP,C000230,C000230,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2c3db7b342de5549b13492fa4d569aef2c3db7b342de5549b13492fa4d569aef
231,C000231,172,242,24,133,1,14,5,8,1,Orion Customer 231,Summit Customer 231,2021-08-19,326.4700,1,C000231,CAD,C000231,C000231,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5f01990325a85aa7b2603bdf8f14c9eb5f01990325a85aa7b2603bdf8f14c9eb
232,C000232,63,494,22,393,3,13,4,7,4,Unity Customer 232,Meridian Customer 232,2021-08-20,327.8400,1,C000232,MXN,C000232,C000232,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7c16f12c4e0e5c24a7a3b32b311d14947c16f12c4e0e5c24a7a3b32b311d1494
233,C000233,410,193,64,182,4,1,5,4,4,Orion Customer 233,Vertex Customer 233,2021-08-21,329.2100,1,C000233,JPY,C000233,C000233,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8ae98fcb22a359699c896f6df53a3ac88ae98fcb22a359699c896f6df53a3ac8
234,C000234,408,128,47,208,4,6,12,7,3,Atlas Customer 234,Northstar Customer 234,2021-08-22,330.5800,1,C000234,USD,C000234,C000234,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0387011f150457ee9e967435f1e283300387011f150457ee9e967435f1e28330
235,C000235,482,26,59,51,1,13,17,3,2,Evergreen Customer 235,Cedar Customer 235,2021-08-23,331.9500,0,C000235,EUR,C000235,C000235,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,52e3e0f29a245f258a23a6acb9e6743d52e3e0f29a245f258a23a6acb9e6743d
236,C000236,317,367,46,120,5,5,8,5,1,Vertex Customer 236,Orion Customer 236,2021-08-24,333.3200,1,C000236,GBP,C000236,C000236,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,76ed7bb70c2b52378376948c2830664976ed7bb70c2b52378376948c28306649
237,C000237,463,38,34,219,2,4,11,4,3,Ion Customer 237,Northstar Customer 237,2021-08-25,334.6900,1,C000237,CAD,C000237,C000237,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,73907526f8ea50028ece9f6ba9a485f373907526f8ea50028ece9f6ba9a485f3
238,C000238,49,69,36,106,2,1,2,4,2,Pioneer Customer 238,Vertex Customer 238,2021-08-26,336.0600,1,C000238,MXN,C000238,C000238,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,92bead70ebd454d5b4c35417724d4cce92bead70ebd454d5b4c35417724d4cce
239,C000239,6,450,35,275,4,10,12,7,3,Cedar Customer 239,Delta Customer 239,2021-08-27,337.4300,1,C000239,JPY,C000239,C000239,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9d1823ac40175dbcb0ca01c1364dd2929d1823ac40175dbcb0ca01c1364dd292
240,C000240,367,398,38,196,2,5,13,8,1,Junction Customer 240,Beacon Customer 240,2021-08-28,338.8000,0,C000240,USD,C000240,C000240,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,182b29d4c7955ab08d5665cad69c8d91182b29d4c7955ab08d5665cad69c8d91
241,C000241,283,250,36,389,4,7,9,4,1,Forge Customer 241,Cedar Customer 241,2021-08-29,340.1700,1,C000241,EUR,C000241,C000241,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2cdf1e2c193e53f08a719dfccf9652aa2cdf1e2c193e53f08a719dfccf9652aa
