PurchaseRequisitionKey,RequisitionNumber,PlantKey,RequesterEmployeeKey,PurchaseApprovalStepKey,PurchaseRequisitionStatusKey,PriorityKey,RequisitionName,RequestedDeliveryDate,UrgencyScore,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
203,PR000203,347,272,23,1,3,Keystone PurchaseRequisition 203,2020-07-22,203,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,86adb7aabdcd542c9f3f6f0ec2e1786786adb7aabdcd542c9f3f6f0ec2e17867
204,PR000204,304,-1,298,3,3,Keystone PurchaseRequisition 204,2020-07-23,204,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6deb8d0837bc53a08dac49d79a05610c6deb8d0837bc53a08dac49d79a05610c
205,PR000205,283,317,392,7,5,Northstar PurchaseRequisition 205,2020-07-24,205,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0fc4b6f771b953c79c97bff6730c89390fc4b6f771b953c79c97bff6730c8939
206,PR000206,123,128,364,7,2,Titan PurchaseRequisition 206,2020-07-25,206,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,87f28d98f440587990ae80ed32aef6a487f28d98f440587990ae80ed32aef6a4
207,PR000207,86,354,337,7,2,Harbor PurchaseRequisition 207,2020-07-26,207,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d12604d4f0d55966b14801474c7a0262d12604d4f0d55966b14801474c7a0262
208,PR000208,298,250,322,4,5,Liberty PurchaseRequisition 208,2020-07-27,208,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2b38872075d35d2d83282d38015ed6ae2b38872075d35d2d83282d38015ed6ae
209,PR000209,271,351,272,7,1,Liberty PurchaseRequisition 209,2020-07-28,209,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,97c695d16c595bc5baa031f9f4c83f9497c695d16c595bc5baa031f9f4c83f94
210,PR000210,131,17,423,5,4,Northstar PurchaseRequisition 210,2020-07-29,210,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,42fb250d31705e5da47bdfaf5ffb266642fb250d31705e5da47bdfaf5ffb2666
211,PR000211,262,14,387,5,5,Harbor PurchaseRequisition 211,2020-07-30,211,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dc15618d1cae5c3598789c51dd8e7b29dc15618d1cae5c3598789c51dd8e7b29
212,PR000212,325,64,495,10,2,Forge PurchaseRequisition 212,2020-07-31,212,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4fccb5a4979e5516b16cab50353c40064fccb5a4979e5516b16cab50353c4006
213,PR000213,130,105,177,8,5,Granite PurchaseRequisition 213,2020-08-01,213,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,00b529d156ff53d8a7a35184a5740d6a00b529d156ff53d8a7a35184a5740d6a
214,PR000214,83,111,171,7,4,Meridian PurchaseRequisition 214,2020-08-02,214,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5bbc4867c0bd50eb91d64f236f92febb5bbc4867c0bd50eb91d64f236f92febb
215,PR000215,83,351,455,2,5,Vertex PurchaseRequisition 215,2020-08-03,215,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eab1b411cb5052569e1aa3cb181e4b83eab1b411cb5052569e1aa3cb181e4b83
216,PR000216,6,147,270,1,4,Keystone PurchaseRequisition 216,2020-08-04,216,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8eaebb2a867750f48d4210eac62b05ba8eaebb2a867750f48d4210eac62b05ba
217,PR000217,64,436,22,1,5,Riverton PurchaseRequisition 217,2020-08-05,217,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f5ac7cc5da3154e58a4ba29eb1555d9ff5ac7cc5da3154e58a4ba29eb1555d9f
218,PR000218,309,329,33,2,1,Vertex PurchaseRequisition 218,2020-08-06,218,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e6872149b7a7515cbff33cacd984c557e6872149b7a7515cbff33cacd984c557
219,PR000219,167,23,40,3,1,Junction PurchaseRequisition 219,2020-08-07,219,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c61a4389850553ee855b692adf458b53c61a4389850553ee855b692adf458b53
220,PR000220,315,131,189,3,5,Junction PurchaseRequisition 220,2020-08-08,220,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9743575e4b4558fab99df7a1ee4797689743575e4b4558fab99df7a1ee479768
221,PR000221,263,-1,306,7,1,Liberty PurchaseRequisition 221,2020-08-09,221,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e2da3668157756b59a39cccdd8679531e2da3668157756b59a39cccdd8679531
222,PR000222,321,152,467,3,3,Forge PurchaseRequisition 222,2020-08-10,222,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c8e485d20b385bf0aa0ac405f5f556b1c8e485d20b385bf0aa0ac405f5f556b1
223,PR000223,333,370,494,1,5,Riverton PurchaseRequisition 223,2020-08-11,223,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,36fe9088059250ae9624475fd8b6b73e36fe9088059250ae9624475fd8b6b73e
224,PR000224,166,1,315,8,2,Titan PurchaseRequisition 224,2020-08-12,224,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c62725fe7fc5517da11d82fb3d969831c62725fe7fc5517da11d82fb3d969831
225,PR000225,8,4,109,8,3,Willow PurchaseRequisition 225,2020-08-13,225,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0ca64e5ba4df5a3d96d732a8e722ff300ca64e5ba4df5a3d96d732a8e722ff30
226,PR000226,156,469,403,8,3,Cedar PurchaseRequisition 226,2020-08-14,226,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fbf05a2f50fc522e964ba6b3d915e307fbf05a2f50fc522e964ba6b3d915e307
227,PR000227,282,176,449,2,3,Harbor PurchaseRequisition 227,2020-08-15,227,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,30259c977a365f6c85ee485e9949e16930259c977a365f6c85ee485e9949e169
228,PR000228,224,279,304,2,5,Keystone PurchaseRequisition 228,2020-08-16,228,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2fabe963efb257868ea84c0f93e3f4752fabe963efb257868ea84c0f93e3f475
229,PR000229,76,391,450,10,1,Northstar PurchaseRequisition 229,2020-08-17,229,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4e9839836c265a91a9541c20be0ad7e54e9839836c265a91a9541c20be0ad7e5
230,PR000230,226,361,449,5,3,Atlas PurchaseRequisition 230,2020-08-18,230,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,afdce469f11655a1a2b2bc8ab0ee36fdafdce469f11655a1a2b2bc8ab0ee36fd
231,PR000231,113,329,63,4,3,Forge PurchaseRequisition 231,2020-08-19,231,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1993eb3e08055546b30c5073044aa68f1993eb3e08055546b30c5073044aa68f
232,PR000232,163,247,481,6,3,Evergreen PurchaseRequisition 232,2020-08-20,232,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,67bd82f53f515527889f860760d1a5f367bd82f53f515527889f860760d1a5f3
233,PR000233,80,436,156,9,2,Evergreen PurchaseRequisition 233,2020-08-21,233,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7171dcd558b95750bb2f2cb09e89539d7171dcd558b95750bb2f2cb09e89539d
234,PR000234,306,420,326,10,3,Vertex PurchaseRequisition 234,2020-08-22,234,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2bba9aed2c6459e2aa8d7b8b2a3f24882bba9aed2c6459e2aa8d7b8b2a3f2488
235,PR000235,284,322,453,4,4,Unity PurchaseRequisition 235,2020-08-23,235,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cf77ec4b4bcf5fe9a7e056ae981a02fecf77ec4b4bcf5fe9a7e056ae981a02fe
236,PR000236,287,367,161,5,2,Orion PurchaseRequisition 236,2020-08-24,236,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bb3e78aea50450c6b0655a1a83b77d35bb3e78aea50450c6b0655a1a83b77d35
237,PR000237,203,316,432,1,5,Willow PurchaseRequisition 237,2020-08-25,237,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3dd3db9705515cab8f411d450827ef1a3dd3db9705515cab8f411d450827ef1a
238,PR000238,328,-1,449,1,2,Ion PurchaseRequisition 238,2020-08-26,238,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fc6b48fab08657138dd1eddd7db5ff04fc6b48fab08657138dd1eddd7db5ff04
239,PR000239,91,228,456,6,4,Cedar PurchaseRequisition 239,2020-08-27,239,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,96934c2cbe2b5cf295cb05f88ce1b42e96934c2cbe2b5cf295cb05f88ce1b42e
240,PR000240,210,121,317,6,4,Atlas PurchaseRequisition 240,2020-08-28,240,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c5a1eb90d24a5a32b1e19c86caf25799c5a1eb90d24a5a32b1e19c86caf25799
241,PR000241,130,489,392,10,1,Meridian PurchaseRequisition 241,2020-08-29,241,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e09260d2fe515f3dad7102378f8f2c43e09260d2fe515f3dad7102378f8f2c43
242,PR000242,341,212,275,3,4,Unity PurchaseRequisition 242,2020-08-30,242,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f655a2a2599a5560890905bb91ea7dbdf655a2a2599a5560890905bb91ea7dbd
243,PR000243,62,398,28,2,2,Liberty PurchaseRequisition 243,2020-08-31,243,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e7204a2ff1c255f6b2ead4421ea2211ae7204a2ff1c255f6b2ead4421ea2211a
244,PR000244,244,89,418,8,5,Forge PurchaseRequisition 244,2020-09-01,244,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7945137ea03e5d65879ef24797a5ebb47945137ea03e5d65879ef24797a5ebb4
245,PR000245,61,218,361,10,5,Pioneer PurchaseRequisition 245,2020-09-02,245,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2bd6b4cbfb4f5e0ba2d8d0022328d8782bd6b4cbfb4f5e0ba2d8d0022328d878
246,PR000246,149,329,355,2,2,Willow PurchaseRequisition 246,2020-09-03,246,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cfe09e6b57e0575eb842845c65a51387cfe09e6b57e0575eb842845c65a51387
247,PR000247,270,143,433,4,2,Riverton PurchaseRequisition 247,2020-09-04,247,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5edd2e462e6654b380dc04adc6c5e5e75edd2e462e6654b380dc04adc6c5e5e7
248,PR000248,204,148,150,6,1,Evergreen PurchaseRequisition 248,2020-09-05,248,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,27984d7eafbe584eac6ceb4ff8d2728827984d7eafbe584eac6ceb4ff8d27288
249,PR000249,80,355,159,8,4,Liberty PurchaseRequisition 249,2020-09-06,249,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e5700afb4f8556bf81248b9993f729a1e5700afb4f8556bf81248b9993f729a1
250,PR000250,236,442,262,4,1,Vertex PurchaseRequisition 250,2020-09-07,250,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3b9e08fa2bdd517fb6baeb2284dd04ab3b9e08fa2bdd517fb6baeb2284dd04ab
251,PR000251,258,313,470,3,1,Beacon PurchaseRequisition 251,2020-09-08,251,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4e10f25513d0506b9fd4f88f1206ec934e10f25513d0506b9fd4f88f1206ec93
252,PR000252,313,150,390,7,1,Ion PurchaseRequisition 252,2020-09-09,252,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,96b5bb4f9b405d2b84cc7d94990a304196b5bb4f9b405d2b84cc7d94990a3041
253,PR000253,169,133,265,8,3,Cedar PurchaseRequisition 253,2020-09-10,253,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b8392b74728d5f9caa50681820a43e97b8392b74728d5f9caa50681820a43e97
254,PR000254,77,19,65,6,4,Northstar PurchaseRequisition 254,2020-09-11,254,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0fa3e84cb6b95c95a9d29f1ddede73c20fa3e84cb6b95c95a9d29f1ddede73c2
255,PR000255,285,-1,79,10,5,Quartz PurchaseRequisition 255,2020-09-12,255,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d82be247169555fb87463c0a4792c2a4d82be247169555fb87463c0a4792c2a4
256,PR000256,62,164,417,8,3,Cedar PurchaseRequisition 256,2020-09-13,256,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1c4c44d6c46155e79cff0b54f2b0a5531c4c44d6c46155e79cff0b54f2b0a553
257,PR000257,342,85,21,3,2,Ion PurchaseRequisition 257,2020-09-14,257,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,744dc332c76a5c8e8506e36673cf1a3e744dc332c76a5c8e8506e36673cf1a3e
258,PR000258,316,387,215,3,5,Atlas PurchaseRequisition 258,2020-09-15,258,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d6af21d526a15828985de2ae22c650c4d6af21d526a15828985de2ae22c650c4
259,PR000259,201,418,251,4,2,Atlas PurchaseRequisition 259,2020-09-16,259,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f4a4e127b23f540c8d3c795489c1aad2f4a4e127b23f540c8d3c795489c1aad2
260,PR000260,163,150,370,5,3,Liberty PurchaseRequisition 260,2020-09-17,260,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,86803af71e5e58228d8ec51da94ff3fe86803af71e5e58228d8ec51da94ff3fe
261,PR000261,60,491,32,8,3,Beacon PurchaseRequisition 261,2020-09-18,261,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1a276dfd3157548c9430b333b4b110191a276dfd3157548c9430b333b4b11019
262,PR000262,323,434,52,9,1,Evergreen PurchaseRequisition 262,2020-09-19,262,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8e8b386c80db56c9a1dbd608677692ca8e8b386c80db56c9a1dbd608677692ca
263,PR000263,24,94,77,1,5,Riverton PurchaseRequisition 263,2020-09-20,263,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,09a307b73afe5165bd510a4374401b1309a307b73afe5165bd510a4374401b13
264,PR000264,286,42,62,6,2,Harbor PurchaseRequisition 264,2020-09-21,264,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6797022cfe5e5d06954e49cac5a74c516797022cfe5e5d06954e49cac5a74c51
265,PR000265,77,470,146,7,5,Northstar PurchaseRequisition 265,2020-09-22,265,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1901992457795724ae9ed18c32ba94c71901992457795724ae9ed18c32ba94c7
266,PR000266,270,357,469,3,3,Granite PurchaseRequisition 266,2020-09-23,266,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cb46dc05ee635cd798bfd7d0e0547aa2cb46dc05ee635cd798bfd7d0e0547aa2
267,PR000267,75,262,99,10,1,Beacon PurchaseRequisition 267,2020-09-24,267,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dbdd46f309f051149a4cca74004400a5dbdd46f309f051149a4cca74004400a5
268,PR000268,193,16,431,7,4,Evergreen PurchaseRequisition 268,2020-09-25,268,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7b74afe7f1aa5c4f9dc028e87f2b134d7b74afe7f1aa5c4f9dc028e87f2b134d
269,PR000269,119,59,65,2,4,Pioneer PurchaseRequisition 269,2020-09-26,269,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dcff1b23832f55f2896617633d6549abdcff1b23832f55f2896617633d6549ab
270,PR000270,322,155,300,4,4,Junction PurchaseRequisition 270,2020-09-27,270,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,77bff8ae63705cfbb0c480a88df0b7e077bff8ae63705cfbb0c480a88df0b7e0
271,PR000271,154,327,247,1,3,Titan PurchaseRequisition 271,2020-09-28,271,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5e16e6dcca9e57d58141d86a18fc44dc5e16e6dcca9e57d58141d86a18fc44dc
272,PR000272,221,-1,398,6,5,Summit PurchaseRequisition 272,2020-09-29,272,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2458d26828b0571f9da301c6c8f87ca72458d26828b0571f9da301c6c8f87ca7
273,PR000273,223,218,212,10,5,Riverton PurchaseRequisition 273,2020-09-30,273,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ca80d479b67e578783bd8ca627fb43bdca80d479b67e578783bd8ca627fb43bd
274,PR000274,68,292,455,9,3,Pioneer PurchaseRequisition 274,2020-10-01,274,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d43dc674460d57e1b3e8bd02134effa3d43dc674460d57e1b3e8bd02134effa3
275,PR000275,249,381,396,9,4,Orion PurchaseRequisition 275,2020-10-02,275,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,22b1a21eb20b52f9af1ac9c6a20cb10022b1a21eb20b52f9af1ac9c6a20cb100
276,PR000276,105,300,8,4,5,Delta PurchaseRequisition 276,2020-10-03,276,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cc0e805fc094516c83823bffb31447e6cc0e805fc094516c83823bffb31447e6
277,PR000277,5,389,390,8,3,Unity PurchaseRequisition 277,2020-10-04,277,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5763e33581e55265948ba2553a058df45763e33581e55265948ba2553a058df4
278,PR000278,253,19,169,9,2,Atlas PurchaseRequisition 278,2020-10-05,278,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b7939d782eed5a56a0d8e73d9ca61052b7939d782eed5a56a0d8e73d9ca61052
279,PR000279,311,409,236,1,4,Northstar PurchaseRequisition 279,2020-10-06,279,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f43da75a00635e048770c8f2ca9ca130f43da75a00635e048770c8f2ca9ca130
280,PR000280,326,280,257,9,2,Cedar PurchaseRequisition 280,2020-10-07,280,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0fd6b17d3aa65b4e886d022086aff7030fd6b17d3aa65b4e886d022086aff703
281,PR000281,320,92,211,1,5,Quartz PurchaseRequisition 281,2020-10-08,281,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f9ba2a70f1d854e4a52ba54251f9c5d1f9ba2a70f1d854e4a52ba54251f9c5d1
282,PR000282,67,33,118,4,1,Atlas PurchaseRequisition 282,2020-10-09,282,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,68f4a202baf25dcb99d0cd7d0c7eed4968f4a202baf25dcb99d0cd7d0c7eed49
283,PR000283,298,376,464,5,1,Granite PurchaseRequisition 283,2020-10-10,283,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,544faf5bb7125575834490869784a11b544faf5bb7125575834490869784a11b
284,PR000284,178,215,306,4,5,Delta PurchaseRequisition 284,2020-10-11,284,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1dc9171ceb10582690febe201864ecb91dc9171ceb10582690febe201864ecb9
285,PR000285,228,351,203,10,3,Cedar PurchaseRequisition 285,2020-10-12,285,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a14f55d82acd50a99fe8509575389cc0a14f55d82acd50a99fe8509575389cc0
286,PR000286,205,426,382,10,3,Forge PurchaseRequisition 286,2020-10-13,286,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c72f77ad56015aa28e65a3dc2b1070c6c72f77ad56015aa28e65a3dc2b1070c6
287,PR000287,67,376,373,8,3,Liberty PurchaseRequisition 287,2020-10-14,287,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,33651f1010fe5247815f0bcd81ff1d4b33651f1010fe5247815f0bcd81ff1d4b
288,PR000288,56,347,157,7,3,Riverton PurchaseRequisition 288,2020-10-15,288,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c29c3fe89c435b08b9ebdb00f0c15deec29c3fe89c435b08b9ebdb00f0c15dee
289,PR000289,96,-1,355,7,2,Forge PurchaseRequisition 289,2020-10-16,289,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e2cb4c0a5e4b5a9a8edd1f5ff648e715e2cb4c0a5e4b5a9a8edd1f5ff648e715
290,PR000290,211,453,426,8,1,Quartz PurchaseRequisition 290,2020-10-17,290,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7b030cbd196652908b66a9bbea703e007b030cbd196652908b66a9bbea703e00
291,PR000291,18,91,73,3,1,Willow PurchaseRequisition 291,2020-10-18,291,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,902572863fae5969ac24e34505126d22902572863fae5969ac24e34505126d22
292,PR000292,151,160,139,8,2,Willow PurchaseRequisition 292,2020-10-19,292,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a5eba98d9ccd5b8995835d19e1dd2cfea5eba98d9ccd5b8995835d19e1dd2cfe
293,PR000293,6,484,469,1,3,Willow PurchaseRequisition 293,2020-10-20,293,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f6bbb3702e92598790219a555f30b8a6f6bbb3702e92598790219a555f30b8a6
294,PR000294,291,131,209,3,2,Ion PurchaseRequisition 294,2020-10-21,294,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c5e3c1d357aa5292a7d6c7477975e7e4c5e3c1d357aa5292a7d6c7477975e7e4
295,PR000295,75,138,279,6,3,Zenith PurchaseRequisition 295,2020-10-22,295,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9b7434c1255a5bc6933f00cb2fb5ddca9b7434c1255a5bc6933f00cb2fb5ddca
296,PR000296,152,326,428,4,4,Titan PurchaseRequisition 296,2020-10-23,296,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fea9ee75c38e59a283d2d850b4dda10bfea9ee75c38e59a283d2d850b4dda10b
297,PR000297,257,279,223,7,1,Vertex PurchaseRequisition 297,2020-10-24,297,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ef0de69963b2596eb81f8f8165a01800ef0de69963b2596eb81f8f8165a01800
298,PR000298,5,135,336,2,1,Cedar PurchaseRequisition 298,2020-10-25,298,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8357f94216ae5ca39dc3aa930db885d08357f94216ae5ca39dc3aa930db885d0
299,PR000299,222,304,119,1,5,Junction PurchaseRequisition 299,2020-10-26,299,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f070dcbd76315897b1fcb0aaf2e54d31f070dcbd76315897b1fcb0aaf2e54d31
300,PR000300,14,260,353,6,4,Ion PurchaseRequisition 300,2020-10-27,300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0f61583264b6507398acd1a8d0120ae10f61583264b6507398acd1a8d0120ae1
301,PR000301,343,287,293,2,5,Northstar PurchaseRequisition 301,2020-10-28,301,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9bf5d4071c18511597ef6537a272c0839bf5d4071c18511597ef6537a272c083
302,PR000302,307,381,342,8,1,Summit PurchaseRequisition 302,2020-10-29,302,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7a158b5dd9f3573b8eb7199f04b0987a7a158b5dd9f3573b8eb7199f04b0987a
303,PR000303,206,326,355,5,3,Ion PurchaseRequisition 303,2020-10-30,303,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1a6a39cd367d58468c4bb937174e11401a6a39cd367d58468c4bb937174e1140
