PurchaseRequestForQuoteKey,RequestForQuoteNumber,PurchaseCommodityKey,SourcingOwnerEmployeeKey,ApprovalStatusKey,CurrencyKey,RequestForQuoteName,BidDueDate,IsSealedBid,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
197,PRFQ000197,255,164,5,2,Junction PurchaseRequestForQuote 197,2020-07-16,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5e17b0394875589288e2efa186276c725e17b0394875589288e2efa186276c72
198,PRFQ000198,351,428,3,5,Titan PurchaseRequestForQuote 198,2020-07-17,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0c052e98611f59a18e1c50556c1388180c052e98611f59a18e1c50556c138818
199,PRFQ000199,338,216,4,4,Quartz PurchaseRequestForQuote 199,2020-07-18,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7454fbacec6c5f55ad4dc61c4ecc927d7454fbacec6c5f55ad4dc61c4ecc927d
200,PRFQ000200,276,331,2,4,Harbor PurchaseRequestForQuote 200,2020-07-19,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3d3bc350872153fdaf0324e4ee36e7de3d3bc350872153fdaf0324e4ee36e7de
201,PRFQ000201,290,422,2,2,Forge PurchaseRequestForQuote 201,2020-07-20,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,52381721ab185e16bf93053dedbd9f1d52381721ab185e16bf93053dedbd9f1d
202,PRFQ000202,13,82,2,4,Meridian PurchaseRequestForQuote 202,2020-07-21,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bc63caed0011585fa273b9d6a5fea203bc63caed0011585fa273b9d6a5fea203
203,PRFQ000203,69,137,3,1,Granite PurchaseRequestForQuote 203,2020-07-22,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,90a1a6c1176f53768245a5f5bd7f0f2d90a1a6c1176f53768245a5f5bd7f0f2d
204,PRFQ000204,105,-1,4,4,Pioneer PurchaseRequestForQuote 204,2020-07-23,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a18acc149c655003b7cb24b3bc8e6853a18acc149c655003b7cb24b3bc8e6853
205,PRFQ000205,369,33,1,1,Ion PurchaseRequestForQuote 205,2020-07-24,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b5f12c0b9f9350d280c9195feb5758cfb5f12c0b9f9350d280c9195feb5758cf
206,PRFQ000206,51,256,4,3,Quartz PurchaseRequestForQuote 206,2020-07-25,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cb8a5fcc10a3529f896fd1877af71b98cb8a5fcc10a3529f896fd1877af71b98
207,PRFQ000207,173,104,2,4,Summit PurchaseRequestForQuote 207,2020-07-26,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,db30250b496459f5bd3ef0057fd3ed7fdb30250b496459f5bd3ef0057fd3ed7f
208,PRFQ000208,357,80,4,4,Beacon PurchaseRequestForQuote 208,2020-07-27,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,73fcbbc00e085e52bf65bd86323ec85973fcbbc00e085e52bf65bd86323ec859
209,PRFQ000209,50,212,5,3,Beacon PurchaseRequestForQuote 209,2020-07-28,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ce3092af77fa5326a3e57ba39024a27fce3092af77fa5326a3e57ba39024a27f
210,PRFQ000210,301,413,1,2,Harbor PurchaseRequestForQuote 210,2020-07-29,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e6eca92d36135e1ca89ca2c74e7b9cbee6eca92d36135e1ca89ca2c74e7b9cbe
211,PRFQ000211,436,30,4,4,Unity PurchaseRequestForQuote 211,2020-07-30,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f4e045852413549184bf9eac77b8d65ff4e045852413549184bf9eac77b8d65f
212,PRFQ000212,479,163,5,1,Liberty PurchaseRequestForQuote 212,2020-07-31,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5238d618e75150a0941ec409d36005625238d618e75150a0941ec409d3600562
213,PRFQ000213,159,236,1,4,Delta PurchaseRequestForQuote 213,2020-08-01,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cda6d7b096775054a34113c112c7783ecda6d7b096775054a34113c112c7783e
214,PRFQ000214,260,459,3,1,Harbor PurchaseRequestForQuote 214,2020-08-02,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,47a1879be85f5b37adc6af9a628cf8a447a1879be85f5b37adc6af9a628cf8a4
215,PRFQ000215,471,42,4,3,Riverton PurchaseRequestForQuote 215,2020-08-03,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,609bed82974556f3942fd4b0ddd4063c609bed82974556f3942fd4b0ddd4063c
216,PRFQ000216,452,49,5,3,Ion PurchaseRequestForQuote 216,2020-08-04,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,63bffbc2dc495d3f852fffdbb9f0796763bffbc2dc495d3f852fffdbb9f07967
217,PRFQ000217,500,410,4,1,Willow PurchaseRequestForQuote 217,2020-08-05,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,003fd45c745b553dafcf921c3187210c003fd45c745b553dafcf921c3187210c
218,PRFQ000218,259,376,3,1,Pioneer PurchaseRequestForQuote 218,2020-08-06,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3f7c422eab2a565facb12f5d089f6fe53f7c422eab2a565facb12f5d089f6fe5
219,PRFQ000219,216,477,3,5,Granite PurchaseRequestForQuote 219,2020-08-07,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,96f4da2684535d6c82835c96e47917d596f4da2684535d6c82835c96e47917d5
220,PRFQ000220,202,232,5,1,Delta PurchaseRequestForQuote 220,2020-08-08,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bee42a4594f052a8849594bb9ae171debee42a4594f052a8849594bb9ae171de
221,PRFQ000221,361,-1,3,5,Meridian PurchaseRequestForQuote 221,2020-08-09,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,acc4aae4381f522ab0b09db8ef270390acc4aae4381f522ab0b09db8ef270390
222,PRFQ000222,306,212,3,2,Meridian PurchaseRequestForQuote 222,2020-08-10,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fc39bf377e245996aeb6e72af3a520c1fc39bf377e245996aeb6e72af3a520c1
223,PRFQ000223,125,280,4,3,Harbor PurchaseRequestForQuote 223,2020-08-11,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c832ce3b4de25d4dbbec25c0f57da751c832ce3b4de25d4dbbec25c0f57da751
224,PRFQ000224,387,137,3,5,Harbor PurchaseRequestForQuote 224,2020-08-12,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cbf144790590551183c36dd6df51546ecbf144790590551183c36dd6df51546e
225,PRFQ000225,274,31,1,4,Northstar PurchaseRequestForQuote 225,2020-08-13,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6b696a24435c537b9bb9589f171b7e236b696a24435c537b9bb9589f171b7e23
226,PRFQ000226,123,111,4,2,Cedar PurchaseRequestForQuote 226,2020-08-14,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ab9edb00da115e66b959ceb4fb4b69a3ab9edb00da115e66b959ceb4fb4b69a3
227,PRFQ000227,29,492,4,1,Liberty PurchaseRequestForQuote 227,2020-08-15,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d5198728a7085a938e0bb6ab9cfd2a3cd5198728a7085a938e0bb6ab9cfd2a3c
228,PRFQ000228,348,266,5,3,Pioneer PurchaseRequestForQuote 228,2020-08-16,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,757cf211c9f85327b28aacdc98134b54757cf211c9f85327b28aacdc98134b54
229,PRFQ000229,322,426,1,1,Forge PurchaseRequestForQuote 229,2020-08-17,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,671904deabae53528dc895c77ae076b9671904deabae53528dc895c77ae076b9
230,PRFQ000230,203,411,4,3,Vertex PurchaseRequestForQuote 230,2020-08-18,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,05ac103f01955223ae41f15193f1755505ac103f01955223ae41f15193f17555
231,PRFQ000231,216,29,5,4,Summit PurchaseRequestForQuote 231,2020-08-19,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2897181900c7506d97f3e21ccac67b182897181900c7506d97f3e21ccac67b18
232,PRFQ000232,442,207,5,5,Quartz PurchaseRequestForQuote 232,2020-08-20,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c0e892c9d8535b21a5809fb4bbde9e7fc0e892c9d8535b21a5809fb4bbde9e7f
233,PRFQ000233,123,26,5,5,Evergreen PurchaseRequestForQuote 233,2020-08-21,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,56c0a44138af579592773dc472d99ea756c0a44138af579592773dc472d99ea7
234,PRFQ000234,87,146,5,3,Cedar PurchaseRequestForQuote 234,2020-08-22,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d00f39f1847850ceb1e5228885256b0bd00f39f1847850ceb1e5228885256b0b
235,PRFQ000235,27,202,3,4,Atlas PurchaseRequestForQuote 235,2020-08-23,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3b068ea5a97451b690688ead61041a633b068ea5a97451b690688ead61041a63
236,PRFQ000236,479,358,3,4,Northstar PurchaseRequestForQuote 236,2020-08-24,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cd575265593b558ea51f3233dc92f0f6cd575265593b558ea51f3233dc92f0f6
237,PRFQ000237,472,58,1,5,Quartz PurchaseRequestForQuote 237,2020-08-25,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6398a84eff075d20b6383a3c5099065e6398a84eff075d20b6383a3c5099065e
238,PRFQ000238,251,-1,4,4,Orion PurchaseRequestForQuote 238,2020-08-26,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,74a153e5fbd756d59204053f0709dc1274a153e5fbd756d59204053f0709dc12
239,PRFQ000239,15,9,3,3,Riverton PurchaseRequestForQuote 239,2020-08-27,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cc2e5a8ff2ff50d9bd75554953bc5c2bcc2e5a8ff2ff50d9bd75554953bc5c2b
240,PRFQ000240,226,262,4,2,Unity PurchaseRequestForQuote 240,2020-08-28,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e71eafc4181a51759535f3a821188313e71eafc4181a51759535f3a821188313
241,PRFQ000241,146,317,3,2,Northstar PurchaseRequestForQuote 241,2020-08-29,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,33d5b1bee9015fe2a90387053ea0a3db33d5b1bee9015fe2a90387053ea0a3db
242,PRFQ000242,173,279,1,2,Atlas PurchaseRequestForQuote 242,2020-08-30,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c21642b0e1975c9bbef3823c65281bd2c21642b0e1975c9bbef3823c65281bd2
243,PRFQ000243,314,138,3,4,Ion PurchaseRequestForQuote 243,2020-08-31,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,40d2f21b1e3d53ba93ea8505a4b3682c40d2f21b1e3d53ba93ea8505a4b3682c
244,PRFQ000244,390,340,2,4,Atlas PurchaseRequestForQuote 244,2020-09-01,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5957a767c0ee5f66bd5e445ed4203cdb5957a767c0ee5f66bd5e445ed4203cdb
245,PRFQ000245,21,365,2,3,Titan PurchaseRequestForQuote 245,2020-09-02,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6a50a659c851532b86e8d6b8f04837846a50a659c851532b86e8d6b8f0483784
246,PRFQ000246,262,353,3,3,Meridian PurchaseRequestForQuote 246,2020-09-03,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cf10e38699c051778a9043e5c66ff58acf10e38699c051778a9043e5c66ff58a
247,PRFQ000247,273,202,3,1,Cedar PurchaseRequestForQuote 247,2020-09-04,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,847ee6648ab859ec80ef05bb406424b7847ee6648ab859ec80ef05bb406424b7
248,PRFQ000248,306,354,3,4,Evergreen PurchaseRequestForQuote 248,2020-09-05,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4d53e659557d578782efba267f969cfe4d53e659557d578782efba267f969cfe
249,PRFQ000249,283,189,2,5,Junction PurchaseRequestForQuote 249,2020-09-06,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1ebdab79166050eba169ca94a47df6481ebdab79166050eba169ca94a47df648
250,PRFQ000250,442,216,2,5,Titan PurchaseRequestForQuote 250,2020-09-07,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a098cdacf4805a96ae3b073a0507aa60a098cdacf4805a96ae3b073a0507aa60
251,PRFQ000251,124,179,5,5,Riverton PurchaseRequestForQuote 251,2020-09-08,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f70f01beb46a58e3b4446dbd72877e68f70f01beb46a58e3b4446dbd72877e68
252,PRFQ000252,53,55,3,5,Vertex PurchaseRequestForQuote 252,2020-09-09,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,44068d5cde1e53c687eebe04e3152b8044068d5cde1e53c687eebe04e3152b80
253,PRFQ000253,467,154,1,2,Willow PurchaseRequestForQuote 253,2020-09-10,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1bdda5b257a055ca9fcd218dfe361fb11bdda5b257a055ca9fcd218dfe361fb1
254,PRFQ000254,462,423,4,1,Ion PurchaseRequestForQuote 254,2020-09-11,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ba368316f43d5bfb8ee298c411f34b67ba368316f43d5bfb8ee298c411f34b67
255,PRFQ000255,343,-1,3,3,Ion PurchaseRequestForQuote 255,2020-09-12,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7f04d88375905e31a8b424ff7e5260e57f04d88375905e31a8b424ff7e5260e5
256,PRFQ000256,168,264,4,1,Northstar PurchaseRequestForQuote 256,2020-09-13,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3b678edf354b517ea2df882f77623edb3b678edf354b517ea2df882f77623edb
257,PRFQ000257,353,212,3,3,Riverton PurchaseRequestForQuote 257,2020-09-14,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,73b169f44b385d9887623dbffb25f95b73b169f44b385d9887623dbffb25f95b
258,PRFQ000258,284,17,2,2,Beacon PurchaseRequestForQuote 258,2020-09-15,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,11b2cdf34aa25dbabba18c51650f7b1411b2cdf34aa25dbabba18c51650f7b14
259,PRFQ000259,288,80,3,3,Orion PurchaseRequestForQuote 259,2020-09-16,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bf32b01a4b1957fcaa381afe73a7546bbf32b01a4b1957fcaa381afe73a7546b
260,PRFQ000260,274,97,1,3,Willow PurchaseRequestForQuote 260,2020-09-17,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e8ec7da93a3b5f0689311b15c91e14e0e8ec7da93a3b5f0689311b15c91e14e0
261,PRFQ000261,62,27,3,5,Beacon PurchaseRequestForQuote 261,2020-09-18,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cb0f7bed030b5fe2be1a2493b680305fcb0f7bed030b5fe2be1a2493b680305f
262,PRFQ000262,72,453,2,5,Liberty PurchaseRequestForQuote 262,2020-09-19,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d2e199b18efe5a2584f598eb3ed8496ad2e199b18efe5a2584f598eb3ed8496a
263,PRFQ000263,104,81,3,2,Riverton PurchaseRequestForQuote 263,2020-09-20,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,28c78481edf05b66bc2db562e92ab4cc28c78481edf05b66bc2db562e92ab4cc
264,PRFQ000264,386,210,2,1,Keystone PurchaseRequestForQuote 264,2020-09-21,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,83741325e87053a5892e5d93b29fe55b83741325e87053a5892e5d93b29fe55b
265,PRFQ000265,42,418,5,3,Keystone PurchaseRequestForQuote 265,2020-09-22,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0eaef638bc10506f82741832146923440eaef638bc10506f8274183214692344
266,PRFQ000266,80,184,1,3,Summit PurchaseRequestForQuote 266,2020-09-23,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fcdba7646b745e1d91df0f5aed117da6fcdba7646b745e1d91df0f5aed117da6
267,PRFQ000267,13,138,2,4,Riverton PurchaseRequestForQuote 267,2020-09-24,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0bdf6ba8f97651cfad4c8234b547adc00bdf6ba8f97651cfad4c8234b547adc0
268,PRFQ000268,369,485,3,2,Evergreen PurchaseRequestForQuote 268,2020-09-25,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,87da3c483f115cabbd41ef5d7ef7040587da3c483f115cabbd41ef5d7ef70405
269,PRFQ000269,270,106,2,5,Quartz PurchaseRequestForQuote 269,2020-09-26,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,49e769eda1c95fafb3180a3c31ce098a49e769eda1c95fafb3180a3c31ce098a
270,PRFQ000270,91,442,5,5,Quartz PurchaseRequestForQuote 270,2020-09-27,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,804adbc0ed5254afad2f2ef0a1648ac5804adbc0ed5254afad2f2ef0a1648ac5
271,PRFQ000271,242,499,5,4,Atlas PurchaseRequestForQuote 271,2020-09-28,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d958c24616ce52e5a73a762f88244ac1d958c24616ce52e5a73a762f88244ac1
272,PRFQ000272,15,-1,3,1,Meridian PurchaseRequestForQuote 272,2020-09-29,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1c9bed7948765194bdeb4346058ce6ce1c9bed7948765194bdeb4346058ce6ce
273,PRFQ000273,220,492,3,2,Delta PurchaseRequestForQuote 273,2020-09-30,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1c38b46cda905c98a8a6f8d24943562d1c38b46cda905c98a8a6f8d24943562d
274,PRFQ000274,45,492,3,5,Zenith PurchaseRequestForQuote 274,2020-10-01,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,79ccbb9e90435808a711033f51d15dda79ccbb9e90435808a711033f51d15dda
275,PRFQ000275,446,496,1,5,Cedar PurchaseRequestForQuote 275,2020-10-02,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0b704d7e235251c6878dea6eca3df7b80b704d7e235251c6878dea6eca3df7b8
276,PRFQ000276,358,111,5,2,Northstar PurchaseRequestForQuote 276,2020-10-03,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6d023b9277f153a3955876d0b181a75b6d023b9277f153a3955876d0b181a75b
277,PRFQ000277,81,337,3,3,Quartz PurchaseRequestForQuote 277,2020-10-04,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2d92d0270a7e5c78a09609bc9522c8282d92d0270a7e5c78a09609bc9522c828
278,PRFQ000278,5,259,3,4,Willow PurchaseRequestForQuote 278,2020-10-05,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b4c902ffb937511bb895de324a89b977b4c902ffb937511bb895de324a89b977
279,PRFQ000279,323,370,1,5,Delta PurchaseRequestForQuote 279,2020-10-06,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3121987996825f81ae93bdbed07ce7343121987996825f81ae93bdbed07ce734
280,PRFQ000280,45,209,3,5,Quartz PurchaseRequestForQuote 280,2020-10-07,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fa79cfdba3f750c18f99f69e74e5f9acfa79cfdba3f750c18f99f69e74e5f9ac
281,PRFQ000281,257,327,2,3,Titan PurchaseRequestForQuote 281,2020-10-08,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,39623075bcf859b1b6f0aee7bd5f496c39623075bcf859b1b6f0aee7bd5f496c
282,PRFQ000282,146,451,4,1,Quartz PurchaseRequestForQuote 282,2020-10-09,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0c199aff58025cdda0f355e6409f00830c199aff58025cdda0f355e6409f0083
283,PRFQ000283,9,173,3,1,Zenith PurchaseRequestForQuote 283,2020-10-10,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,167769f299b95748964a3511a321f9e7167769f299b95748964a3511a321f9e7
284,PRFQ000284,330,46,4,5,Zenith PurchaseRequestForQuote 284,2020-10-11,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d67aa7b23dbe5845b8339ce606f1c18ed67aa7b23dbe5845b8339ce606f1c18e
285,PRFQ000285,467,189,2,5,Northstar PurchaseRequestForQuote 285,2020-10-12,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e432576db7fe5188912f05ed470b2307e432576db7fe5188912f05ed470b2307
286,PRFQ000286,285,114,2,4,Willow PurchaseRequestForQuote 286,2020-10-13,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a7602f95e3a85cec8d379ca22eef8f88a7602f95e3a85cec8d379ca22eef8f88
287,PRFQ000287,105,485,4,1,Meridian PurchaseRequestForQuote 287,2020-10-14,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9ddfe3d5197f52839c47313b4d1cc5389ddfe3d5197f52839c47313b4d1cc538
288,PRFQ000288,444,40,5,5,Quartz PurchaseRequestForQuote 288,2020-10-15,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,81da6607d47f59b4bf05538abc9d481b81da6607d47f59b4bf05538abc9d481b
289,PRFQ000289,309,-1,2,4,Liberty PurchaseRequestForQuote 289,2020-10-16,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5918fc53767555128a898a7356a112f65918fc53767555128a898a7356a112f6
290,PRFQ000290,225,390,3,4,Forge PurchaseRequestForQuote 290,2020-10-17,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,641c57e8f354589aabdc01e97e2462e4641c57e8f354589aabdc01e97e2462e4
291,PRFQ000291,273,104,2,5,Meridian PurchaseRequestForQuote 291,2020-10-18,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dec45c80cddf5f56829007a7523817bcdec45c80cddf5f56829007a7523817bc
292,PRFQ000292,214,21,3,2,Keystone PurchaseRequestForQuote 292,2020-10-19,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c35db35241d156bda9ab016fda41bc8cc35db35241d156bda9ab016fda41bc8c
293,PRFQ000293,221,109,2,2,Junction PurchaseRequestForQuote 293,2020-10-20,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d9acf0cd1d8159cfb02aafce9538e974d9acf0cd1d8159cfb02aafce9538e974
294,PRFQ000294,299,288,3,2,Vertex PurchaseRequestForQuote 294,2020-10-21,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1ef5823a5a5350e2b257b11cf36dbec11ef5823a5a5350e2b257b11cf36dbec1
295,PRFQ000295,123,366,2,5,Harbor PurchaseRequestForQuote 295,2020-10-22,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e0cac12612a25114b606d4a7e2bc84b3e0cac12612a25114b606d4a7e2bc84b3
