MaintenanceConditionPointKey,ConditionPointNumber,AssetKey,MaintenanceAssetComponentTypeKey,MaintenanceConditionTypeKey,UnitOfMeasureKey,MaintenanceConditionPointName,RevisionCode,ActiveFlag,StandardValue,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
195,MCP000195,436,377,3,3,Beacon MaintenanceConditionPoint 195,MCP000195,0,277.1500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3a0d42933e2d55afaa01f042f82928df3a0d42933e2d55afaa01f042f82928df
196,MCP000196,190,480,8,7,Granite MaintenanceConditionPoint 196,MCP000196,1,278.5200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ca4b80a78215574c844c61d8e1038952ca4b80a78215574c844c61d8e1038952
197,MCP000197,61,122,12,6,Summit MaintenanceConditionPoint 197,MCP000197,1,279.8900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f92f962495ca56bf9f637fd8993c0efff92f962495ca56bf9f637fd8993c0eff
198,MCP000198,67,261,12,6,Vertex MaintenanceConditionPoint 198,MCP000198,1,281.2600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0461051654d95968a6b8d568ae0c2e7f0461051654d95968a6b8d568ae0c2e7f
199,MCP000199,173,488,10,1,Zenith MaintenanceConditionPoint 199,MCP000199,1,282.6300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3d1fb297805b52c6a3a543317ac2dc313d1fb297805b52c6a3a543317ac2dc31
200,MCP000200,271,427,11,4,Atlas MaintenanceConditionPoint 200,MCP000200,0,284.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1045cd46463c5956b5805c5ef21dfbb21045cd46463c5956b5805c5ef21dfbb2
201,MCP000201,376,129,11,5,Liberty MaintenanceConditionPoint 201,MCP000201,1,285.3700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,76ea16896a9459de976d7f96ebdb140176ea16896a9459de976d7f96ebdb1401
202,MCP000202,476,289,4,3,Riverton MaintenanceConditionPoint 202,MCP000202,1,286.7400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8311a8b785ab5869b0e8c24ad083dcb68311a8b785ab5869b0e8c24ad083dcb6
203,MCP000203,107,287,11,4,Unity MaintenanceConditionPoint 203,MCP000203,1,288.1100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d3622a52dc2357568721e927bd835b75d3622a52dc2357568721e927bd835b75
204,MCP000204,333,41,5,4,Vertex MaintenanceConditionPoint 204,MCP000204,1,289.4800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6f2e8f2094e05d58af5589dec57aec2f6f2e8f2094e05d58af5589dec57aec2f
205,MCP000205,432,47,10,2,Atlas MaintenanceConditionPoint 205,MCP000205,0,290.8500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,12cded24df8c553c932106efd04ad37a12cded24df8c553c932106efd04ad37a
206,MCP000206,484,278,6,7,Titan MaintenanceConditionPoint 206,MCP000206,1,292.2200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0b7cd57e39f85fcfa2297ba713a919f80b7cd57e39f85fcfa2297ba713a919f8
207,MCP000207,224,115,11,4,Forge MaintenanceConditionPoint 207,MCP000207,1,293.5900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6bd2e7696c9b5a96a6aa8b3588f579176bd2e7696c9b5a96a6aa8b3588f57917
208,MCP000208,100,20,6,4,Titan MaintenanceConditionPoint 208,MCP000208,1,294.9600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fa34000fecf4550fa86e5eed47b134defa34000fecf4550fa86e5eed47b134de
209,MCP000209,126,113,12,2,Delta MaintenanceConditionPoint 209,MCP000209,1,296.3300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,649073c8805c597fb40bee30fdaa0f97649073c8805c597fb40bee30fdaa0f97
210,MCP000210,11,236,11,6,Ion MaintenanceConditionPoint 210,MCP000210,0,297.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,71d9e7838feb54d2b0763b336c4073a271d9e7838feb54d2b0763b336c4073a2
211,MCP000211,119,204,11,6,Orion MaintenanceConditionPoint 211,MCP000211,1,299.0700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d21780df9e9f54a085664adb7aab9251d21780df9e9f54a085664adb7aab9251
212,MCP000212,77,28,2,3,Cedar MaintenanceConditionPoint 212,MCP000212,1,300.4400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,21847e76a91750618f04d6b2da2e181e21847e76a91750618f04d6b2da2e181e
213,MCP000213,464,283,10,2,Unity MaintenanceConditionPoint 213,MCP000213,1,301.8100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8b8b8e3a6f3850359f410cc971dc4b9c8b8b8e3a6f3850359f410cc971dc4b9c
214,MCP000214,165,75,4,3,Meridian MaintenanceConditionPoint 214,MCP000214,1,303.1800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f1412a0180dc5858a8bca0bddf7a2ec5f1412a0180dc5858a8bca0bddf7a2ec5
215,MCP000215,479,52,2,6,Granite MaintenanceConditionPoint 215,MCP000215,0,304.5500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,29e0c356649054ea9524ab3f1d74099729e0c356649054ea9524ab3f1d740997
216,MCP000216,361,442,12,4,Willow MaintenanceConditionPoint 216,MCP000216,1,305.9200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,09fc56ce8beb5008b69d233913217aea09fc56ce8beb5008b69d233913217aea
217,MCP000217,263,444,3,5,Atlas MaintenanceConditionPoint 217,MCP000217,1,307.2900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,98ca4a905bbf56b8849f806fac96a61d98ca4a905bbf56b8849f806fac96a61d
218,MCP000218,203,228,8,1,Quartz MaintenanceConditionPoint 218,MCP000218,1,308.6600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,46212ddccc8b54d48db465f129e2dcb846212ddccc8b54d48db465f129e2dcb8
219,MCP000219,250,285,10,1,Titan MaintenanceConditionPoint 219,MCP000219,1,310.0300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,25a6a636a5f1554299a4d2e113f76f2925a6a636a5f1554299a4d2e113f76f29
220,MCP000220,292,428,9,4,Cedar MaintenanceConditionPoint 220,MCP000220,0,311.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1cb73655089755f1b93be2f3c1182cdf1cb73655089755f1b93be2f3c1182cdf
221,MCP000221,426,356,4,2,Pioneer MaintenanceConditionPoint 221,MCP000221,1,312.7700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4425031cefb95235897984b1e5769b1a4425031cefb95235897984b1e5769b1a
222,MCP000222,310,482,1,5,Vertex MaintenanceConditionPoint 222,MCP000222,1,314.1400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9886a9f1f4695fbfbe95faa61456f5b89886a9f1f4695fbfbe95faa61456f5b8
223,MCP000223,74,357,4,4,Evergreen MaintenanceConditionPoint 223,MCP000223,1,315.5100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6099269ed150565698901f41de7a97be6099269ed150565698901f41de7a97be
224,MCP000224,196,313,1,2,Quartz MaintenanceConditionPoint 224,MCP000224,1,316.8800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,271bb60ce5ec5abfa00eda235830872d271bb60ce5ec5abfa00eda235830872d
225,MCP000225,385,140,8,7,Titan MaintenanceConditionPoint 225,MCP000225,0,318.2500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,77382383888258549aec29c8c139009a77382383888258549aec29c8c139009a
226,MCP000226,418,270,7,5,Forge MaintenanceConditionPoint 226,MCP000226,1,319.6200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,625ee954efd15dd29f09128743e4296f625ee954efd15dd29f09128743e4296f
227,MCP000227,257,93,10,4,Vertex MaintenanceConditionPoint 227,MCP000227,1,320.9900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a8c84cd3f1fa51c0b89c7769cd4b00d9a8c84cd3f1fa51c0b89c7769cd4b00d9
228,MCP000228,339,280,1,6,Harbor MaintenanceConditionPoint 228,MCP000228,1,322.3600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a318fd40e2fd5a519939d44d233ed18aa318fd40e2fd5a519939d44d233ed18a
229,MCP000229,136,113,6,5,Evergreen MaintenanceConditionPoint 229,MCP000229,1,323.7300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4d692650b9595eee8d71c49343c861634d692650b9595eee8d71c49343c86163
230,MCP000230,133,124,6,1,Northstar MaintenanceConditionPoint 230,MCP000230,0,325.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c2a4c0bed4f95828ac03b0b33277f2a6c2a4c0bed4f95828ac03b0b33277f2a6
231,MCP000231,327,471,5,6,Willow MaintenanceConditionPoint 231,MCP000231,1,326.4700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2a08effabbfd51599537fb25d46790fa2a08effabbfd51599537fb25d46790fa
232,MCP000232,395,196,1,5,Quartz MaintenanceConditionPoint 232,MCP000232,1,327.8400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9dc17380d823537db8b8188c04d263e09dc17380d823537db8b8188c04d263e0
233,MCP000233,215,147,11,4,Delta MaintenanceConditionPoint 233,MCP000233,1,329.2100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7290dc0c4add5b3282e5446a3c4d6cb77290dc0c4add5b3282e5446a3c4d6cb7
234,MCP000234,243,242,5,3,Keystone MaintenanceConditionPoint 234,MCP000234,1,330.5800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6de7653e3da6594bacb0589cb91010e26de7653e3da6594bacb0589cb91010e2
235,MCP000235,10,158,10,4,Granite MaintenanceConditionPoint 235,MCP000235,0,331.9500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c9447cb6bb3a573fbea886ed6161abd6c9447cb6bb3a573fbea886ed6161abd6
236,MCP000236,371,258,6,6,Junction MaintenanceConditionPoint 236,MCP000236,1,333.3200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,027e488e6e6e5365bb9f98e8aca244c6027e488e6e6e5365bb9f98e8aca244c6
237,MCP000237,289,388,4,6,Vertex MaintenanceConditionPoint 237,MCP000237,1,334.6900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9b477402ca5a5931a1f391f7243a910f9b477402ca5a5931a1f391f7243a910f
238,MCP000238,20,62,7,5,Keystone MaintenanceConditionPoint 238,MCP000238,1,336.0600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6fd4db34125e5e6b9115654a74f5c4ff6fd4db34125e5e6b9115654a74f5c4ff
239,MCP000239,111,122,10,6,Harbor MaintenanceConditionPoint 239,MCP000239,1,337.4300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5fb31f7d9c415d90844078e2f9f015b75fb31f7d9c415d90844078e2f9f015b7
240,MCP000240,369,404,7,4,Harbor MaintenanceConditionPoint 240,MCP000240,0,338.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0bb1a8472f085253a2157247109b37fa0bb1a8472f085253a2157247109b37fa
241,MCP000241,248,239,4,1,Orion MaintenanceConditionPoint 241,MCP000241,1,340.1700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,74a050719d9a5f758536090653ee0bb174a050719d9a5f758536090653ee0bb1
242,MCP000242,113,70,9,6,Pioneer MaintenanceConditionPoint 242,MCP000242,1,341.5400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9cc3bb242ffb55ccac5267810dbcfd209cc3bb242ffb55ccac5267810dbcfd20
243,MCP000243,8,493,4,4,Delta MaintenanceConditionPoint 243,MCP000243,1,342.9100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a91887070d3852c1ab9f672adf24bc1ba91887070d3852c1ab9f672adf24bc1b
244,MCP000244,218,445,3,4,Vertex MaintenanceConditionPoint 244,MCP000244,1,344.2800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fe363dc8c577510092ea4f9fd581e0f2fe363dc8c577510092ea4f9fd581e0f2
245,MCP000245,361,160,7,2,Liberty MaintenanceConditionPoint 245,MCP000245,0,345.6500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fe5a0b299da05e72928139dae0d4f568fe5a0b299da05e72928139dae0d4f568
246,MCP000246,279,31,8,2,Titan MaintenanceConditionPoint 246,MCP000246,1,347.0200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,30d3de4b677351188335e0c2183bfee830d3de4b677351188335e0c2183bfee8
247,MCP000247,486,402,10,3,Beacon MaintenanceConditionPoint 247,MCP000247,1,348.3900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b3767b5bc3ad5b2bb760a3d52fa64796b3767b5bc3ad5b2bb760a3d52fa64796
248,MCP000248,108,233,6,7,Evergreen MaintenanceConditionPoint 248,MCP000248,1,349.7600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0395c5e49aad5f0389a1272600dc660d0395c5e49aad5f0389a1272600dc660d
249,MCP000249,404,91,12,4,Quartz MaintenanceConditionPoint 249,MCP000249,1,351.1300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,901884969f455b26a0d702083722b985901884969f455b26a0d702083722b985
250,MCP000250,399,111,4,3,Zenith MaintenanceConditionPoint 250,MCP000250,0,352.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0f7316cbb077507a82a1cee4f0c23c010f7316cbb077507a82a1cee4f0c23c01
251,MCP000251,96,111,12,3,Granite MaintenanceConditionPoint 251,MCP000251,1,353.8700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dbe1dd68feab5d52873c5e43b7bf66e9dbe1dd68feab5d52873c5e43b7bf66e9
252,MCP000252,270,441,7,4,Keystone MaintenanceConditionPoint 252,MCP000252,1,355.2400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,46f75d9f66c75765a21627c76bb952e046f75d9f66c75765a21627c76bb952e0
253,MCP000253,391,203,9,6,Delta MaintenanceConditionPoint 253,MCP000253,1,356.6100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6b0619b3b5395e348f1881eb4fd88e756b0619b3b5395e348f1881eb4fd88e75
254,MCP000254,51,297,3,5,Delta MaintenanceConditionPoint 254,MCP000254,1,357.9800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,22246567045054779eaecba3cfd3a4c322246567045054779eaecba3cfd3a4c3
255,MCP000255,470,86,6,3,Cedar MaintenanceConditionPoint 255,MCP000255,0,359.3500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,faa268f55c19528e84c63d34d2ffa344faa268f55c19528e84c63d34d2ffa344
256,MCP000256,389,100,10,2,Orion MaintenanceConditionPoint 256,MCP000256,1,360.7200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a36b8deb5cff5e8c8b1f5e047786a39da36b8deb5cff5e8c8b1f5e047786a39d
257,MCP000257,475,393,4,3,Cedar MaintenanceConditionPoint 257,MCP000257,1,362.0900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d57c179c545b5b61ba076b90b83e07ddd57c179c545b5b61ba076b90b83e07dd
258,MCP000258,193,119,12,5,Summit MaintenanceConditionPoint 258,MCP000258,1,363.4600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0752eeded6ed5180bc262c191ec9cf370752eeded6ed5180bc262c191ec9cf37
259,MCP000259,440,177,8,4,Willow MaintenanceConditionPoint 259,MCP000259,1,364.8300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,afec994c476154999ef30c6072a62dd3afec994c476154999ef30c6072a62dd3
260,MCP000260,99,95,3,4,Ion MaintenanceConditionPoint 260,MCP000260,0,366.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,548022a1c7c551c3b6f4877e66a81b53548022a1c7c551c3b6f4877e66a81b53
261,MCP000261,137,249,10,7,Vertex MaintenanceConditionPoint 261,MCP000261,1,367.5700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0011ac3465b5545a87e1a24b67c4755c0011ac3465b5545a87e1a24b67c4755c
262,MCP000262,326,129,10,4,Ion MaintenanceConditionPoint 262,MCP000262,1,368.9400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,60c3af2e0b885fba86c412f587a90ec260c3af2e0b885fba86c412f587a90ec2
263,MCP000263,16,163,2,6,Willow MaintenanceConditionPoint 263,MCP000263,1,370.3100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aa402a8a747451bab9f7b8160e4299feaa402a8a747451bab9f7b8160e4299fe
264,MCP000264,108,48,9,3,Summit MaintenanceConditionPoint 264,MCP000264,1,371.6800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fa1ad149b5975c35a77ecff63081c018fa1ad149b5975c35a77ecff63081c018
265,MCP000265,475,183,9,4,Cedar MaintenanceConditionPoint 265,MCP000265,0,373.0500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fb0e67c2455858a0a1de2d3cc346ebb7fb0e67c2455858a0a1de2d3cc346ebb7
266,MCP000266,498,425,9,4,Junction MaintenanceConditionPoint 266,MCP000266,1,374.4200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,950f5cb4fdee55349ffffc9ea87995ba950f5cb4fdee55349ffffc9ea87995ba
267,MCP000267,264,120,2,7,Titan MaintenanceConditionPoint 267,MCP000267,1,375.7900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c97067b061785bec9ebd298728374d6ac97067b061785bec9ebd298728374d6a
268,MCP000268,388,104,5,5,Delta MaintenanceConditionPoint 268,MCP000268,1,377.1600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,727f2707bb435bbbba1e01d97085df53727f2707bb435bbbba1e01d97085df53
269,MCP000269,215,333,10,6,Northstar MaintenanceConditionPoint 269,MCP000269,1,378.5300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b2bc535680ec50708fcb9395cd0e3e34b2bc535680ec50708fcb9395cd0e3e34
270,MCP000270,291,292,6,5,Delta MaintenanceConditionPoint 270,MCP000270,0,379.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b0fd957b94f250c2ae4dfc68ae47412cb0fd957b94f250c2ae4dfc68ae47412c
271,MCP000271,65,142,4,7,Granite MaintenanceConditionPoint 271,MCP000271,1,381.2700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,17b67ff65d56558ea0fea179668887dc17b67ff65d56558ea0fea179668887dc
272,MCP000272,90,261,1,2,Delta MaintenanceConditionPoint 272,MCP000272,1,382.6400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,67dd90c52e2a5ab1b2e68115a6d1879467dd90c52e2a5ab1b2e68115a6d18794
273,MCP000273,219,163,12,6,Orion MaintenanceConditionPoint 273,MCP000273,1,384.0100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5ebb08cefc4e5d4ab5875e6e6e3ce4815ebb08cefc4e5d4ab5875e6e6e3ce481
274,MCP000274,359,116,8,5,Northstar MaintenanceConditionPoint 274,MCP000274,1,385.3800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4a9c97e51b6b56ee80fd3633b8a880d54a9c97e51b6b56ee80fd3633b8a880d5
275,MCP000275,322,74,4,1,Ion MaintenanceConditionPoint 275,MCP000275,0,386.7500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ceaa886b408658298fd0c9262c7f5202ceaa886b408658298fd0c9262c7f5202
276,MCP000276,181,97,4,7,Pioneer MaintenanceConditionPoint 276,MCP000276,1,388.1200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9eb3a0f84ee45d9186c4bea4620a14a49eb3a0f84ee45d9186c4bea4620a14a4
277,MCP000277,22,258,4,4,Willow MaintenanceConditionPoint 277,MCP000277,1,389.4900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7876f70947175a999cb661a6ae0dea937876f70947175a999cb661a6ae0dea93
278,MCP000278,6,256,1,5,Ion MaintenanceConditionPoint 278,MCP000278,1,390.8600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2975ec761b6e53da9db5586c3d38b2c12975ec761b6e53da9db5586c3d38b2c1
279,MCP000279,444,66,12,5,Summit MaintenanceConditionPoint 279,MCP000279,1,392.2300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f2ad9ccb35f0588eb92de937d8934399f2ad9ccb35f0588eb92de937d8934399
280,MCP000280,8,363,10,4,Atlas MaintenanceConditionPoint 280,MCP000280,0,393.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8d2d70fc4567598bbba1ed0d4af30f758d2d70fc4567598bbba1ed0d4af30f75
281,MCP000281,23,42,1,2,Delta MaintenanceConditionPoint 281,MCP000281,1,394.9700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5ee94b2e128e529988a0092658cb26005ee94b2e128e529988a0092658cb2600
282,MCP000282,316,280,12,4,Atlas MaintenanceConditionPoint 282,MCP000282,1,396.3400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,57b919a4cb605b039203fdcdd56df00057b919a4cb605b039203fdcdd56df000
283,MCP000283,359,238,9,1,Ion MaintenanceConditionPoint 283,MCP000283,1,397.7100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,35b282ec1c2156958f41876b6693360535b282ec1c2156958f41876b66933605
284,MCP000284,106,451,12,1,Orion MaintenanceConditionPoint 284,MCP000284,1,399.0800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,629341733fc35558a1855e3e8e9b1d24629341733fc35558a1855e3e8e9b1d24
285,MCP000285,499,184,10,7,Evergreen MaintenanceConditionPoint 285,MCP000285,0,400.4500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,251d441384e05f2f9a484e4c71958bd1251d441384e05f2f9a484e4c71958bd1
286,MCP000286,312,333,4,5,Keystone MaintenanceConditionPoint 286,MCP000286,1,401.8200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,77fd44a2005153f1bbd7c89598dbdef377fd44a2005153f1bbd7c89598dbdef3
287,MCP000287,283,403,7,7,Junction MaintenanceConditionPoint 287,MCP000287,1,403.1900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e64d87f425e658d99547d0e09ef7ac41e64d87f425e658d99547d0e09ef7ac41
288,MCP000288,106,40,3,3,Forge MaintenanceConditionPoint 288,MCP000288,1,404.5600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,16f244bf70655d3ca5dd6149f88c290c16f244bf70655d3ca5dd6149f88c290c
289,MCP000289,414,46,11,6,Granite MaintenanceConditionPoint 289,MCP000289,1,405.9300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,825af307eb37517ea41d6c43b7d2ca17825af307eb37517ea41d6c43b7d2ca17
290,MCP000290,83,481,5,5,Atlas MaintenanceConditionPoint 290,MCP000290,0,407.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cff6138e7b8955c0a671a9fb488298a7cff6138e7b8955c0a671a9fb488298a7
291,MCP000291,138,225,9,1,Forge MaintenanceConditionPoint 291,MCP000291,1,408.6700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9613fe4b0ec55b5da9e3bf0d807fad899613fe4b0ec55b5da9e3bf0d807fad89
292,MCP000292,322,479,3,2,Harbor MaintenanceConditionPoint 292,MCP000292,1,410.0400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f9073bf0ce225bd89d2970dfd2c35057f9073bf0ce225bd89d2970dfd2c35057
