FinanceCurrencyRateSetKey,CurrencyRateSetCode,FromCurrencyKey,ToCurrencyKey,SourceSystemRefKey,RateSetName,RatePurposeCode,EffectiveDate,SourceSystemKey,BatchId,LoadedAtUtc
408,FCRS000408,5,4,3,Forge FinanceCurrencyRateSet 408,FCRS000408,2021-02-12,1,1,2026-08-24T00:00:00.000
409,FCRS000409,3,1,5,Orion FinanceCurrencyRateSet 409,FCRS000409,2021-02-13,1,1,2026-08-24T00:00:00.000
410,FCRS000410,5,3,1,Delta FinanceCurrencyRateSet 410,FCRS000410,2021-02-14,1,1,2026-08-24T00:00:00.000
411,FCRS000411,1,2,2,Titan FinanceCurrencyRateSet 411,FCRS000411,2021-02-15,1,1,2026-08-24T00:00:00.000
412,FCRS000412,2,3,2,Beacon FinanceCurrencyRateSet 412,FCRS000412,2021-02-16,1,1,2026-08-24T00:00:00.000
413,FCRS000413,2,3,3,Willow FinanceCurrencyRateSet 413,FCRS000413,2021-02-17,1,1,2026-08-24T00:00:00.000
414,FCRS000414,2,3,2,Pioneer FinanceCurrencyRateSet 414,FCRS000414,2021-02-18,1,1,2026-08-24T00:00:00.000
415,FCRS000415,3,5,3,Northstar FinanceCurrencyRateSet 415,FCRS000415,2021-02-19,1,1,2026-08-24T00:00:00.000
416,FCRS000416,3,4,4,Beacon FinanceCurrencyRateSet 416,FCRS000416,2021-02-20,1,1,2026-08-24T00:00:00.000
417,FCRS000417,5,2,2,Unity FinanceCurrencyRateSet 417,FCRS000417,2021-02-21,1,1,2026-08-24T00:00:00.000
418,FCRS000418,1,4,5,Pioneer FinanceCurrencyRateSet 418,FCRS000418,2021-02-22,1,1,2026-08-24T00:00:00.000
419,FCRS000419,3,3,3,Granite FinanceCurrencyRateSet 419,FCRS000419,2021-02-23,1,1,2026-08-24T00:00:00.000
420,FCRS000420,3,5,4,Junction FinanceCurrencyRateSet 420,FCRS000420,2021-02-24,1,1,2026-08-24T00:00:00.000
421,FCRS000421,5,3,2,Northstar FinanceCurrencyRateSet 421,FCRS000421,2021-02-25,1,1,2026-08-24T00:00:00.000
422,FCRS000422,2,5,3,Orion FinanceCurrencyRateSet 422,FCRS000422,2021-02-26,1,1,2026-08-24T00:00:00.000
423,FCRS000423,3,1,1,Orion FinanceCurrencyRateSet 423,FCRS000423,2021-02-27,1,1,2026-08-24T00:00:00.000
424,FCRS000424,1,2,3,Harbor FinanceCurrencyRateSet 424,FCRS000424,2021-02-28,1,1,2026-08-24T00:00:00.000
425,FCRS000425,1,3,3,Northstar FinanceCurrencyRateSet 425,FCRS000425,2021-03-01,1,1,2026-08-24T00:00:00.000
426,FCRS000426,3,3,3,Unity FinanceCurrencyRateSet 426,FCRS000426,2021-03-02,1,1,2026-08-24T00:00:00.000
427,FCRS000427,2,1,1,Beacon FinanceCurrencyRateSet 427,FCRS000427,2021-03-03,1,1,2026-08-24T00:00:00.000
428,FCRS000428,3,5,1,Beacon FinanceCurrencyRateSet 428,FCRS000428,2021-03-04,1,1,2026-08-24T00:00:00.000
429,FCRS000429,3,3,5,Northstar FinanceCurrencyRateSet 429,FCRS000429,2021-03-05,1,1,2026-08-24T00:00:00.000
430,FCRS000430,2,3,5,Cedar FinanceCurrencyRateSet 430,FCRS000430,2021-03-06,1,1,2026-08-24T00:00:00.000
431,FCRS000431,4,5,4,Beacon FinanceCurrencyRateSet 431,FCRS000431,2021-03-07,1,1,2026-08-24T00:00:00.000
432,FCRS000432,4,1,4,Quartz FinanceCurrencyRateSet 432,FCRS000432,2021-03-08,1,1,2026-08-24T00:00:00.000
433,FCRS000433,3,5,1,Beacon FinanceCurrencyRateSet 433,FCRS000433,2021-03-09,1,1,2026-08-24T00:00:00.000
434,FCRS000434,1,5,3,Meridian FinanceCurrencyRateSet 434,FCRS000434,2021-03-10,1,1,2026-08-24T00:00:00.000
435,FCRS000435,2,3,3,Orion FinanceCurrencyRateSet 435,FCRS000435,2021-03-11,1,1,2026-08-24T00:00:00.000
436,FCRS000436,1,4,4,Granite FinanceCurrencyRateSet 436,FCRS000436,2021-03-12,1,1,2026-08-24T00:00:00.000
437,FCRS000437,2,1,1,Quartz FinanceCurrencyRateSet 437,FCRS000437,2021-03-13,1,1,2026-08-24T00:00:00.000
438,FCRS000438,2,1,2,Pioneer FinanceCurrencyRateSet 438,FCRS000438,2021-03-14,1,1,2026-08-24T00:00:00.000
439,FCRS000439,3,3,5,Cedar FinanceCurrencyRateSet 439,FCRS000439,2021-03-15,1,1,2026-08-24T00:00:00.000
440,FCRS000440,4,5,1,Keystone FinanceCurrencyRateSet 440,FCRS000440,2021-03-16,1,1,2026-08-24T00:00:00.000
441,FCRS000441,1,4,5,Zenith FinanceCurrencyRateSet 441,FCRS000441,2021-03-17,1,1,2026-08-24T00:00:00.000
442,FCRS000442,5,1,5,Liberty FinanceCurrencyRateSet 442,FCRS000442,2021-03-18,1,1,2026-08-24T00:00:00.000
443,FCRS000443,5,1,2,Forge FinanceCurrencyRateSet 443,FCRS000443,2021-03-19,1,1,2026-08-24T00:00:00.000
444,FCRS000444,5,2,5,Quartz FinanceCurrencyRateSet 444,FCRS000444,2021-03-20,1,1,2026-08-24T00:00:00.000
445,FCRS000445,2,1,5,Delta FinanceCurrencyRateSet 445,FCRS000445,2021-03-21,1,1,2026-08-24T00:00:00.000
446,FCRS000446,4,1,1,Willow FinanceCurrencyRateSet 446,FCRS000446,2021-03-22,1,1,2026-08-24T00:00:00.000
447,FCRS000447,4,3,5,Vertex FinanceCurrencyRateSet 447,FCRS000447,2021-03-23,1,1,2026-08-24T00:00:00.000
448,FCRS000448,5,1,5,Northstar FinanceCurrencyRateSet 448,FCRS000448,2021-03-24,1,1,2026-08-24T00:00:00.000
449,FCRS000449,4,3,1,Liberty FinanceCurrencyRateSet 449,FCRS000449,2021-03-25,1,1,2026-08-24T00:00:00.000
450,FCRS000450,2,1,3,Quartz FinanceCurrencyRateSet 450,FCRS000450,2021-03-26,1,1,2026-08-24T00:00:00.000
451,FCRS000451,5,5,2,Ion FinanceCurrencyRateSet 451,FCRS000451,2021-03-27,1,1,2026-08-24T00:00:00.000
452,FCRS000452,5,3,3,Cedar FinanceCurrencyRateSet 452,FCRS000452,2021-03-28,1,1,2026-08-24T00:00:00.000
453,FCRS000453,1,4,3,Meridian FinanceCurrencyRateSet 453,FCRS000453,2021-03-29,1,1,2026-08-24T00:00:00.000
454,FCRS000454,4,4,4,Summit FinanceCurrencyRateSet 454,FCRS000454,2021-03-30,1,1,2026-08-24T00:00:00.000
455,FCRS000455,1,5,2,Willow FinanceCurrencyRateSet 455,FCRS000455,2021-03-31,1,1,2026-08-24T00:00:00.000
456,FCRS000456,1,2,1,Forge FinanceCurrencyRateSet 456,FCRS000456,2021-04-01,1,1,2026-08-24T00:00:00.000
457,FCRS000457,5,3,5,Meridian FinanceCurrencyRateSet 457,FCRS000457,2021-04-02,1,1,2026-08-24T00:00:00.000
458,FCRS000458,1,4,5,Junction FinanceCurrencyRateSet 458,FCRS000458,2021-04-03,1,1,2026-08-24T00:00:00.000
459,FCRS000459,2,5,1,Evergreen FinanceCurrencyRateSet 459,FCRS000459,2021-04-04,1,1,2026-08-24T00:00:00.000
460,FCRS000460,2,2,4,Liberty FinanceCurrencyRateSet 460,FCRS000460,2021-04-05,1,1,2026-08-24T00:00:00.000
461,FCRS000461,4,1,2,Quartz FinanceCurrencyRateSet 461,FCRS000461,2021-04-06,1,1,2026-08-24T00:00:00.000
462,FCRS000462,3,2,5,Vertex FinanceCurrencyRateSet 462,FCRS000462,2021-04-07,1,1,2026-08-24T00:00:00.000
463,FCRS000463,5,1,5,Liberty FinanceCurrencyRateSet 463,FCRS000463,2021-04-08,1,1,2026-08-24T00:00:00.000
464,FCRS000464,1,1,3,Atlas FinanceCurrencyRateSet 464,FCRS000464,2021-04-09,1,1,2026-08-24T00:00:00.000
465,FCRS000465,4,4,5,Riverton FinanceCurrencyRateSet 465,FCRS000465,2021-04-10,1,1,2026-08-24T00:00:00.000
466,FCRS000466,4,4,3,Vertex FinanceCurrencyRateSet 466,FCRS000466,2021-04-11,1,1,2026-08-24T00:00:00.000
467,FCRS000467,4,5,5,Forge FinanceCurrencyRateSet 467,FCRS000467,2021-04-12,1,1,2026-08-24T00:00:00.000
468,FCRS000468,1,3,3,Northstar FinanceCurrencyRateSet 468,FCRS000468,2021-04-13,1,1,2026-08-24T00:00:00.000
469,FCRS000469,1,3,2,Titan FinanceCurrencyRateSet 469,FCRS000469,2021-04-14,1,1,2026-08-24T00:00:00.000
470,FCRS000470,4,2,5,Riverton FinanceCurrencyRateSet 470,FCRS000470,2021-04-15,1,1,2026-08-24T00:00:00.000
471,FCRS000471,1,1,5,Quartz FinanceCurrencyRateSet 471,FCRS000471,2021-04-16,1,1,2026-08-24T00:00:00.000
472,FCRS000472,3,4,2,Granite FinanceCurrencyRateSet 472,FCRS000472,2021-04-17,1,1,2026-08-24T00:00:00.000
473,FCRS000473,5,1,1,Beacon FinanceCurrencyRateSet 473,FCRS000473,2021-04-18,1,1,2026-08-24T00:00:00.000
474,FCRS000474,2,1,4,Beacon FinanceCurrencyRateSet 474,FCRS000474,2021-04-19,1,1,2026-08-24T00:00:00.000
475,FCRS000475,3,4,1,Harbor FinanceCurrencyRateSet 475,FCRS000475,2021-04-20,1,1,2026-08-24T00:00:00.000
476,FCRS000476,4,3,1,Summit FinanceCurrencyRateSet 476,FCRS000476,2021-04-21,1,1,2026-08-24T00:00:00.000
477,FCRS000477,5,2,1,Summit FinanceCurrencyRateSet 477,FCRS000477,2021-04-22,1,1,2026-08-24T00:00:00.000
478,FCRS000478,1,3,3,Atlas FinanceCurrencyRateSet 478,FCRS000478,2021-04-23,1,1,2026-08-24T00:00:00.000
479,FCRS000479,3,1,2,Evergreen FinanceCurrencyRateSet 479,FCRS000479,2021-04-24,1,1,2026-08-24T00:00:00.000
480,FCRS000480,1,4,1,Pioneer FinanceCurrencyRateSet 480,FCRS000480,2021-04-25,1,1,2026-08-24T00:00:00.000
481,FCRS000481,1,3,4,Summit FinanceCurrencyRateSet 481,FCRS000481,2021-04-26,1,1,2026-08-24T00:00:00.000
482,FCRS000482,3,1,1,Harbor FinanceCurrencyRateSet 482,FCRS000482,2021-04-27,1,1,2026-08-24T00:00:00.000
483,FCRS000483,5,5,1,Keystone FinanceCurrencyRateSet 483,FCRS000483,2021-04-28,1,1,2026-08-24T00:00:00.000
484,FCRS000484,3,2,3,Junction FinanceCurrencyRateSet 484,FCRS000484,2021-04-29,1,1,2026-08-24T00:00:00.000
485,FCRS000485,3,5,3,Beacon FinanceCurrencyRateSet 485,FCRS000485,2021-04-30,1,1,2026-08-24T00:00:00.000
486,FCRS000486,3,3,1,Cedar FinanceCurrencyRateSet 486,FCRS000486,2021-05-01,1,1,2026-08-24T00:00:00.000
487,FCRS000487,5,2,4,Titan FinanceCurrencyRateSet 487,FCRS000487,2021-05-02,1,1,2026-08-24T00:00:00.000
488,FCRS000488,4,3,4,Beacon FinanceCurrencyRateSet 488,FCRS000488,2021-05-03,1,1,2026-08-24T00:00:00.000
489,FCRS000489,3,2,3,Meridian FinanceCurrencyRateSet 489,FCRS000489,2021-05-04,1,1,2026-08-24T00:00:00.000
490,FCRS000490,4,3,4,Pioneer FinanceCurrencyRateSet 490,FCRS000490,2021-05-05,1,1,2026-08-24T00:00:00.000
491,FCRS000491,3,2,5,Evergreen FinanceCurrencyRateSet 491,FCRS000491,2021-05-06,1,1,2026-08-24T00:00:00.000
492,FCRS000492,3,3,2,Quartz FinanceCurrencyRateSet 492,FCRS000492,2021-05-07,1,1,2026-08-24T00:00:00.000
493,FCRS000493,1,4,1,Evergreen FinanceCurrencyRateSet 493,FCRS000493,2021-05-08,1,1,2026-08-24T00:00:00.000
494,FCRS000494,1,5,3,Liberty FinanceCurrencyRateSet 494,FCRS000494,2021-05-09,1,1,2026-08-24T00:00:00.000
495,FCRS000495,3,2,3,Harbor FinanceCurrencyRateSet 495,FCRS000495,2021-05-10,1,1,2026-08-24T00:00:00.000
496,FCRS000496,3,5,5,Pioneer FinanceCurrencyRateSet 496,FCRS000496,2021-05-11,1,1,2026-08-24T00:00:00.000
497,FCRS000497,5,1,4,Unity FinanceCurrencyRateSet 497,FCRS000497,2021-05-12,1,1,2026-08-24T00:00:00.000
498,FCRS000498,2,1,1,Evergreen FinanceCurrencyRateSet 498,FCRS000498,2021-05-13,1,1,2026-08-24T00:00:00.000
499,FCRS000499,3,4,3,Summit FinanceCurrencyRateSet 499,FCRS000499,2021-05-14,1,1,2026-08-24T00:00:00.000
500,FCRS000500,2,3,4,Quartz FinanceCurrencyRateSet 500,FCRS000500,2021-05-15,1,1,2026-08-24T00:00:00.000
