MaintenanceCrewKey,MaintenanceCrewCode,MaintenanceCrewRoleKey,CostCenterKey,MaintenanceCrewName,RevisionCode,ActiveFlag,StandardValue,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
208,MC000208,394,352,Quartz MaintenanceCrew 208,MC000208,1,294.9600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c07a6e3d4c99595490cef697d07ddb15c07a6e3d4c99595490cef697d07ddb15
209,MC000209,136,370,Harbor MaintenanceCrew 209,MC000209,1,296.3300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cf59667c194d5123871c69d63f243048cf59667c194d5123871c69d63f243048
210,MC000210,296,125,Keystone MaintenanceCrew 210,MC000210,0,297.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,03a7d8603c6a5cf49565007bc819c82d03a7d8603c6a5cf49565007bc819c82d
211,MC000211,137,475,Atlas MaintenanceCrew 211,MC000211,1,299.0700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d6e9c4e4713a5462918a670bbd9d7190d6e9c4e4713a5462918a670bbd9d7190
212,MC000212,280,257,Willow MaintenanceCrew 212,MC000212,1,300.4400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bb5bbb7bfbcb54e981da6262e7fe39a0bb5bbb7bfbcb54e981da6262e7fe39a0
213,MC000213,37,13,Orion MaintenanceCrew 213,MC000213,1,301.8100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,44b04381b5f85a58ae6633ce79ce5fa144b04381b5f85a58ae6633ce79ce5fa1
214,MC000214,254,378,Riverton MaintenanceCrew 214,MC000214,1,303.1800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4d74737f7e185d348fff1c01736a33f04d74737f7e185d348fff1c01736a33f0
215,MC000215,277,366,Zenith MaintenanceCrew 215,MC000215,0,304.5500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1d2eb1999eaf574cb052add596bcda4e1d2eb1999eaf574cb052add596bcda4e
216,MC000216,250,332,Ion MaintenanceCrew 216,MC000216,1,305.9200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,08a39167c6015eafbcaddd0076ac196608a39167c6015eafbcaddd0076ac1966
217,MC000217,347,416,Atlas MaintenanceCrew 217,MC000217,1,307.2900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,40c37ab56f3c5646b639f5c8d16246e440c37ab56f3c5646b639f5c8d16246e4
218,MC000218,224,85,Summit MaintenanceCrew 218,MC000218,1,308.6600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3bdfe0e248b752dab501f98925ab10ec3bdfe0e248b752dab501f98925ab10ec
219,MC000219,291,71,Meridian MaintenanceCrew 219,MC000219,1,310.0300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ce3d94ec8a905fdba0519dffcddb35a7ce3d94ec8a905fdba0519dffcddb35a7
220,MC000220,385,40,Keystone MaintenanceCrew 220,MC000220,0,311.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e4dfd68026195be88353ac4aee113ce9e4dfd68026195be88353ac4aee113ce9
221,MC000221,112,34,Ion MaintenanceCrew 221,MC000221,1,312.7700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,19cbf0859272502f8543f55430b43b9d19cbf0859272502f8543f55430b43b9d
222,MC000222,416,114,Keystone MaintenanceCrew 222,MC000222,1,314.1400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e2e1bb2f94605711b3b2f6c721ff8dd0e2e1bb2f94605711b3b2f6c721ff8dd0
223,MC000223,51,252,Unity MaintenanceCrew 223,MC000223,1,315.5100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,54b662b2eeaf5dea87bfd769c359a5ab54b662b2eeaf5dea87bfd769c359a5ab
224,MC000224,12,273,Unity MaintenanceCrew 224,MC000224,1,316.8800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2d1f9c412f4653c9992aeeb41ac4126a2d1f9c412f4653c9992aeeb41ac4126a
225,MC000225,237,58,Northstar MaintenanceCrew 225,MC000225,0,318.2500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,19b48207c82f52c489f56e30c183b5ff19b48207c82f52c489f56e30c183b5ff
226,MC000226,73,278,Unity MaintenanceCrew 226,MC000226,1,319.6200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cf9c728e3fa4522a9234e4d33ae5eab4cf9c728e3fa4522a9234e4d33ae5eab4
227,MC000227,499,219,Forge MaintenanceCrew 227,MC000227,1,320.9900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2edd6d9cacdb5e93809708624963e8932edd6d9cacdb5e93809708624963e893
228,MC000228,223,219,Harbor MaintenanceCrew 228,MC000228,1,322.3600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0c3e77cd2ab25796a724d3e757ecb7a70c3e77cd2ab25796a724d3e757ecb7a7
229,MC000229,339,390,Pioneer MaintenanceCrew 229,MC000229,1,323.7300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d50b7f8b401f5244b068c880f18ee705d50b7f8b401f5244b068c880f18ee705
230,MC000230,202,286,Summit MaintenanceCrew 230,MC000230,0,325.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6c897679c2ba578caa9f84938c580d8a6c897679c2ba578caa9f84938c580d8a
231,MC000231,143,30,Evergreen MaintenanceCrew 231,MC000231,1,326.4700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,924a67118e5450ef971a13c8256f20d5924a67118e5450ef971a13c8256f20d5
232,MC000232,309,211,Forge MaintenanceCrew 232,MC000232,1,327.8400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f1a1b3f36d7e5393bf513a8504ef7f7df1a1b3f36d7e5393bf513a8504ef7f7d
233,MC000233,469,484,Granite MaintenanceCrew 233,MC000233,1,329.2100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c93589cc1b8e5f5e9e1bfb04bb4fc7a9c93589cc1b8e5f5e9e1bfb04bb4fc7a9
234,MC000234,180,138,Granite MaintenanceCrew 234,MC000234,1,330.5800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d0cd0d46b33f513487142763169310d0d0cd0d46b33f513487142763169310d0
235,MC000235,222,334,Riverton MaintenanceCrew 235,MC000235,0,331.9500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,011939e0e7a3557e83ef50ceffdf53b7011939e0e7a3557e83ef50ceffdf53b7
236,MC000236,347,59,Summit MaintenanceCrew 236,MC000236,1,333.3200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ad255abd5f5658798aebfe93bcc4c1aead255abd5f5658798aebfe93bcc4c1ae
237,MC000237,394,217,Delta MaintenanceCrew 237,MC000237,1,334.6900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9801a2cdead357f7a936045142d819f29801a2cdead357f7a936045142d819f2
238,MC000238,406,362,Keystone MaintenanceCrew 238,MC000238,1,336.0600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,19f0afe6af9f5670ae3b50d274f55f3319f0afe6af9f5670ae3b50d274f55f33
239,MC000239,151,392,Pioneer MaintenanceCrew 239,MC000239,1,337.4300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e96607abfb99574990bcd40455f7f1cfe96607abfb99574990bcd40455f7f1cf
240,MC000240,346,320,Delta MaintenanceCrew 240,MC000240,0,338.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,65b85cd123155fafb0c2cd1b4b059b2a65b85cd123155fafb0c2cd1b4b059b2a
241,MC000241,380,414,Summit MaintenanceCrew 241,MC000241,1,340.1700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e56c1572d8d25cb7b5d2aca3daba5592e56c1572d8d25cb7b5d2aca3daba5592
242,MC000242,346,458,Junction MaintenanceCrew 242,MC000242,1,341.5400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2a65ca419d295ff9bd6abb4b3952b1912a65ca419d295ff9bd6abb4b3952b191
243,MC000243,242,18,Riverton MaintenanceCrew 243,MC000243,1,342.9100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e3eae6d34b265aaf87a1025018abcd21e3eae6d34b265aaf87a1025018abcd21
244,MC000244,269,166,Willow MaintenanceCrew 244,MC000244,1,344.2800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,35456cc31980508cb238950410c8578e35456cc31980508cb238950410c8578e
245,MC000245,200,400,Forge MaintenanceCrew 245,MC000245,0,345.6500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2b5adaa3bef058e7b3a9c517ea34c4ef2b5adaa3bef058e7b3a9c517ea34c4ef
246,MC000246,423,157,Meridian MaintenanceCrew 246,MC000246,1,347.0200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c023b70c436c506cb6521d70c41cc9b7c023b70c436c506cb6521d70c41cc9b7
247,MC000247,450,343,Harbor MaintenanceCrew 247,MC000247,1,348.3900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f12cfc343b5b5296911f2755e783bd62f12cfc343b5b5296911f2755e783bd62
248,MC000248,329,314,Quartz MaintenanceCrew 248,MC000248,1,349.7600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,41aaf1f9af195a47b4597e3b7af270e041aaf1f9af195a47b4597e3b7af270e0
249,MC000249,439,199,Cedar MaintenanceCrew 249,MC000249,1,351.1300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0db6e6a396685eff812e5d45cd7551bb0db6e6a396685eff812e5d45cd7551bb
250,MC000250,326,142,Quartz MaintenanceCrew 250,MC000250,0,352.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3e4cad013f1d50edabed9633f5f40a573e4cad013f1d50edabed9633f5f40a57
251,MC000251,470,257,Evergreen MaintenanceCrew 251,MC000251,1,353.8700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8bc8958b89f45bbb8e84f7f57efd32cc8bc8958b89f45bbb8e84f7f57efd32cc
252,MC000252,133,94,Forge MaintenanceCrew 252,MC000252,1,355.2400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6f651e90a2215a5cac5fa0a1c9335c566f651e90a2215a5cac5fa0a1c9335c56
253,MC000253,33,420,Pioneer MaintenanceCrew 253,MC000253,1,356.6100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,239aec16aa345206a4926095b1f4b13a239aec16aa345206a4926095b1f4b13a
254,MC000254,160,85,Atlas MaintenanceCrew 254,MC000254,1,357.9800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,35d619b908b45739bfa43bd0656dd92f35d619b908b45739bfa43bd0656dd92f
255,MC000255,262,62,Riverton MaintenanceCrew 255,MC000255,0,359.3500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2f4f840b6156543bba1d914f912b3a1d2f4f840b6156543bba1d914f912b3a1d
256,MC000256,65,339,Titan MaintenanceCrew 256,MC000256,1,360.7200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,33c815e963e75ea7b62404b8df735fe733c815e963e75ea7b62404b8df735fe7
257,MC000257,284,318,Atlas MaintenanceCrew 257,MC000257,1,362.0900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,780caec36a675297b961926430a26c36780caec36a675297b961926430a26c36
258,MC000258,88,378,Titan MaintenanceCrew 258,MC000258,1,363.4600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6592be48387556b7a872bc06ad4898cd6592be48387556b7a872bc06ad4898cd
259,MC000259,407,374,Meridian MaintenanceCrew 259,MC000259,1,364.8300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4c8791cae1e05cd49ce436dc7371f9d24c8791cae1e05cd49ce436dc7371f9d2
260,MC000260,421,297,Zenith MaintenanceCrew 260,MC000260,0,366.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,99ead4df0c5959c2a5f4b3888570589a99ead4df0c5959c2a5f4b3888570589a
261,MC000261,157,235,Willow MaintenanceCrew 261,MC000261,1,367.5700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c63c9ccc17fe53f3889aa6f687fdb70fc63c9ccc17fe53f3889aa6f687fdb70f
262,MC000262,117,350,Forge MaintenanceCrew 262,MC000262,1,368.9400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c413f2cd81e556b7942f4d3f1ca334dcc413f2cd81e556b7942f4d3f1ca334dc
263,MC000263,30,120,Vertex MaintenanceCrew 263,MC000263,1,370.3100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,88405d0ae8da50d7a6fab560c1ea518488405d0ae8da50d7a6fab560c1ea5184
264,MC000264,403,286,Meridian MaintenanceCrew 264,MC000264,1,371.6800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f56710c090b9515ca3dff14f22efacc7f56710c090b9515ca3dff14f22efacc7
265,MC000265,292,148,Willow MaintenanceCrew 265,MC000265,0,373.0500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,06b3f57d341f58f0bb934a79acd28dc406b3f57d341f58f0bb934a79acd28dc4
266,MC000266,474,417,Unity MaintenanceCrew 266,MC000266,1,374.4200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,70897ee6358e57ce9a03fa8464eba65070897ee6358e57ce9a03fa8464eba650
267,MC000267,13,261,Pioneer MaintenanceCrew 267,MC000267,1,375.7900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,da5ef9b0f9da5090a56e57672678808ada5ef9b0f9da5090a56e57672678808a
268,MC000268,108,139,Harbor MaintenanceCrew 268,MC000268,1,377.1600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,301cb1b0ed4754a2affa552610f19624301cb1b0ed4754a2affa552610f19624
269,MC000269,493,102,Keystone MaintenanceCrew 269,MC000269,1,378.5300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,be82f8bd03025610bcf73e3f115f916ebe82f8bd03025610bcf73e3f115f916e
270,MC000270,47,57,Granite MaintenanceCrew 270,MC000270,0,379.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b3370b0fb4dd5300b961f824d7a74494b3370b0fb4dd5300b961f824d7a74494
271,MC000271,497,397,Ion MaintenanceCrew 271,MC000271,1,381.2700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3daa8692707d58e8aca78b3a10d2e9443daa8692707d58e8aca78b3a10d2e944
272,MC000272,148,494,Keystone MaintenanceCrew 272,MC000272,1,382.6400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4fc3ecebeba75c97a6d74838aa2d50434fc3ecebeba75c97a6d74838aa2d5043
273,MC000273,287,426,Keystone MaintenanceCrew 273,MC000273,1,384.0100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,56403c97bae5577dad704b5372e4f35656403c97bae5577dad704b5372e4f356
274,MC000274,360,15,Zenith MaintenanceCrew 274,MC000274,1,385.3800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c10b9db5fcb15769aea11e9d0bdb8f49c10b9db5fcb15769aea11e9d0bdb8f49
275,MC000275,124,288,Delta MaintenanceCrew 275,MC000275,0,386.7500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,99a8918261ba5021b78c385d37145f3499a8918261ba5021b78c385d37145f34
276,MC000276,481,363,Keystone MaintenanceCrew 276,MC000276,1,388.1200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d593f53ed75d5b37aad6ddaf8a0f1cc4d593f53ed75d5b37aad6ddaf8a0f1cc4
277,MC000277,215,250,Orion MaintenanceCrew 277,MC000277,1,389.4900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6c699c23abf25b5aa43bbce6d63a99256c699c23abf25b5aa43bbce6d63a9925
278,MC000278,17,402,Summit MaintenanceCrew 278,MC000278,1,390.8600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,da04953051f6515d8ca7fc1ec8239408da04953051f6515d8ca7fc1ec8239408
279,MC000279,374,356,Harbor MaintenanceCrew 279,MC000279,1,392.2300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9497d270f65d501390936dcf615a5a6a9497d270f65d501390936dcf615a5a6a
280,MC000280,37,140,Vertex MaintenanceCrew 280,MC000280,0,393.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0d9dd87008545eb18d7919510ea2bae20d9dd87008545eb18d7919510ea2bae2
281,MC000281,450,106,Orion MaintenanceCrew 281,MC000281,1,394.9700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f965b3f3632d565287d725fbe114da8af965b3f3632d565287d725fbe114da8a
282,MC000282,302,411,Zenith MaintenanceCrew 282,MC000282,1,396.3400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7ff27bf1318f5eed85b33cfab21297137ff27bf1318f5eed85b33cfab2129713
283,MC000283,33,45,Delta MaintenanceCrew 283,MC000283,1,397.7100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5538a6261e7d5addbd47eb84c786bff85538a6261e7d5addbd47eb84c786bff8
284,MC000284,175,493,Zenith MaintenanceCrew 284,MC000284,1,399.0800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f22c534ab8d75ac5bba639fc1307e919f22c534ab8d75ac5bba639fc1307e919
285,MC000285,26,7,Liberty MaintenanceCrew 285,MC000285,0,400.4500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,174aaa7d28795761b9c90cf8f6f3b691174aaa7d28795761b9c90cf8f6f3b691
286,MC000286,73,169,Atlas MaintenanceCrew 286,MC000286,1,401.8200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7910895c7207576eb6d98e1712bed3777910895c7207576eb6d98e1712bed377
287,MC000287,154,152,Unity MaintenanceCrew 287,MC000287,1,403.1900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a83efc457794573bb07d54b734cd6e80a83efc457794573bb07d54b734cd6e80
288,MC000288,362,288,Summit MaintenanceCrew 288,MC000288,1,404.5600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6f1692ace1c65b25933df68560780ad56f1692ace1c65b25933df68560780ad5
289,MC000289,250,302,Unity MaintenanceCrew 289,MC000289,1,405.9300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8977713d4b2a543a833920969deb61a78977713d4b2a543a833920969deb61a7
290,MC000290,101,316,Titan MaintenanceCrew 290,MC000290,0,407.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,496084934fec5886ad938dce6a0424a2496084934fec5886ad938dce6a0424a2
291,MC000291,164,71,Riverton MaintenanceCrew 291,MC000291,1,408.6700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,313fdd3ba36f5fa6a3a8ad98ffd08319313fdd3ba36f5fa6a3a8ad98ffd08319
292,MC000292,267,126,Pioneer MaintenanceCrew 292,MC000292,1,410.0400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3fcab0271d915796b145aec4844a90333fcab0271d915796b145aec4844a9033
293,MC000293,228,174,Atlas MaintenanceCrew 293,MC000293,1,411.4100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a62b1a200d905393a1aea8ae9dda8173a62b1a200d905393a1aea8ae9dda8173
294,MC000294,322,403,Junction MaintenanceCrew 294,MC000294,1,412.7800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4b142668cefa5b61b44990f84faa09e74b142668cefa5b61b44990f84faa09e7
295,MC000295,135,108,Riverton MaintenanceCrew 295,MC000295,0,414.1500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c6d364acf4305c87854884352b44f0e9c6d364acf4305c87854884352b44f0e9
296,MC000296,411,12,Orion MaintenanceCrew 296,MC000296,1,415.5200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,de96321dc9a651a88c76f599b3b17442de96321dc9a651a88c76f599b3b17442
297,MC000297,252,322,Evergreen MaintenanceCrew 297,MC000297,1,416.8900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a59bdb468bfc505e84c08b12b6e1954fa59bdb468bfc505e84c08b12b6e1954f
298,MC000298,209,452,Pioneer MaintenanceCrew 298,MC000298,1,418.2600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fe1b031c1a2f5445b9b406098aded81afe1b031c1a2f5445b9b406098aded81a
299,MC000299,64,314,Atlas MaintenanceCrew 299,MC000299,1,419.6300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8466880cbbe85b52b5e979b39f8a4c098466880cbbe85b52b5e979b39f8a4c09
300,MC000300,217,195,Summit MaintenanceCrew 300,MC000300,0,421.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5f7968fda4a95ee4b4f4f48cb3f25b275f7968fda4a95ee4b4f4f48cb3f25b27
301,MC000301,326,281,Vertex MaintenanceCrew 301,MC000301,1,422.3700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c3d316c4eb6b5f5fb0131722438827aac3d316c4eb6b5f5fb0131722438827aa
302,MC000302,221,189,Harbor MaintenanceCrew 302,MC000302,1,423.7400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,22e9d59299285ba096c88998f294b9a422e9d59299285ba096c88998f294b9a4
303,MC000303,490,178,Liberty MaintenanceCrew 303,MC000303,1,425.1100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,79f7fd27e8f85690b1fd55e4c926738579f7fd27e8f85690b1fd55e4c9267385
304,MC000304,103,339,Zenith MaintenanceCrew 304,MC000304,1,426.4800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c7b46c55bef65dc2a3b35939648e1999c7b46c55bef65dc2a3b35939648e1999
305,MC000305,298,426,Forge MaintenanceCrew 305,MC000305,0,427.8500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ce2d78b1365f5acc8f6ab8ace4974f4ece2d78b1365f5acc8f6ab8ace4974f4e
306,MC000306,390,419,Titan MaintenanceCrew 306,MC000306,1,429.2200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,40baff4628275bae8997b4cb9d819d2c40baff4628275bae8997b4cb9d819d2c
307,MC000307,424,22,Forge MaintenanceCrew 307,MC000307,1,430.5900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7774de90d569527f8712eb165acb5cd57774de90d569527f8712eb165acb5cd5
308,MC000308,318,52,Meridian MaintenanceCrew 308,MC000308,1,431.9600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,15298470f98f5be68841f6dfe1d2ddb715298470f98f5be68841f6dfe1d2ddb7
309,MC000309,75,189,Cedar MaintenanceCrew 309,MC000309,1,433.3300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5f52c8ef0fba5b3788a822102305cbb15f52c8ef0fba5b3788a822102305cbb1
310,MC000310,334,404,Keystone MaintenanceCrew 310,MC000310,0,434.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9861843cd4d65339b65368f22dc767199861843cd4d65339b65368f22dc76719
311,MC000311,215,105,Delta MaintenanceCrew 311,MC000311,1,436.0700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e48232b9c49554e1aabb87533f53067fe48232b9c49554e1aabb87533f53067f
