MachineUtilityMeterKey,UtilityMeterNumber,MachineKey,PlantKey,MachineUtilityTypeKey,UnitOfMeasureKey,MachineUtilityMeterName,RevisionCode,ActiveFlag,StandardValue,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
197,MUM000197,177,67,2,7,Vertex MachineUtilityMeter 197,MUM000197,1,279.8900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ab22da3043ba5b17b3e669dff10e94a9ab22da3043ba5b17b3e669dff10e94a9
198,MUM000198,373,62,2,3,Pioneer MachineUtilityMeter 198,MUM000198,1,281.2600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e60083a632b9590ca3a83ca7cd56eb4be60083a632b9590ca3a83ca7cd56eb4b
199,MUM000199,71,92,10,6,Willow MachineUtilityMeter 199,MUM000199,1,282.6300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,97d7b5e54a5c521698d9848f90ec6cf597d7b5e54a5c521698d9848f90ec6cf5
200,MUM000200,459,327,12,6,Forge MachineUtilityMeter 200,MUM000200,0,284.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b941eb7c206c5e89939aa5953c229475b941eb7c206c5e89939aa5953c229475
201,MUM000201,448,140,8,6,Northstar MachineUtilityMeter 201,MUM000201,1,285.3700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f33f876b2b9951f3bfb56d6c99e9db01f33f876b2b9951f3bfb56d6c99e9db01
202,MUM000202,479,203,6,3,Cedar MachineUtilityMeter 202,MUM000202,1,286.7400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,839821d949ea595c8b42ad5a3adb7441839821d949ea595c8b42ad5a3adb7441
203,MUM000203,307,108,10,7,Junction MachineUtilityMeter 203,MUM000203,1,288.1100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cc1633c870095968ac5de55fd503e2a1cc1633c870095968ac5de55fd503e2a1
204,MUM000204,270,3,5,4,Meridian MachineUtilityMeter 204,MUM000204,1,289.4800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4daf3a93e96f5364a12c3044ce6949924daf3a93e96f5364a12c3044ce694992
205,MUM000205,381,322,10,4,Titan MachineUtilityMeter 205,MUM000205,0,290.8500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fec42cc76a31509783e99ce352c15c82fec42cc76a31509783e99ce352c15c82
206,MUM000206,42,331,4,1,Keystone MachineUtilityMeter 206,MUM000206,1,292.2200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,143cd406a8125438b9293d1084494990143cd406a8125438b9293d1084494990
207,MUM000207,427,288,2,6,Summit MachineUtilityMeter 207,MUM000207,1,293.5900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b457653cbb075b9e83f13774312e1c4bb457653cbb075b9e83f13774312e1c4b
208,MUM000208,359,5,7,7,Meridian MachineUtilityMeter 208,MUM000208,1,294.9600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,51be430994fe51748503d92cce523f4651be430994fe51748503d92cce523f46
209,MUM000209,89,246,6,7,Riverton MachineUtilityMeter 209,MUM000209,1,296.3300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,516df79ebf735c269df844734ec3d0c5516df79ebf735c269df844734ec3d0c5
210,MUM000210,268,241,2,3,Quartz MachineUtilityMeter 210,MUM000210,0,297.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,65530cffff0b51e2822515736b7a561d65530cffff0b51e2822515736b7a561d
211,MUM000211,78,14,5,3,Granite MachineUtilityMeter 211,MUM000211,1,299.0700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ef4490bb6e3754abb5c346c8363605b9ef4490bb6e3754abb5c346c8363605b9
212,MUM000212,446,153,5,1,Atlas MachineUtilityMeter 212,MUM000212,1,300.4400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,440a8121b4c35faf9f58651185d9c2f1440a8121b4c35faf9f58651185d9c2f1
213,MUM000213,75,89,2,2,Liberty MachineUtilityMeter 213,MUM000213,1,301.8100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,015432f1f112543bba660b9a1436f3cb015432f1f112543bba660b9a1436f3cb
214,MUM000214,280,342,3,7,Junction MachineUtilityMeter 214,MUM000214,1,303.1800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4b0fdfea9d535f45a978410ef1336bc64b0fdfea9d535f45a978410ef1336bc6
215,MUM000215,248,185,11,6,Beacon MachineUtilityMeter 215,MUM000215,0,304.5500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,094e35dcbbbe5410935b788b1b2daf8c094e35dcbbbe5410935b788b1b2daf8c
216,MUM000216,26,67,2,4,Summit MachineUtilityMeter 216,MUM000216,1,305.9200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8dc86ce6307b50e8988e15dfc1d4f7df8dc86ce6307b50e8988e15dfc1d4f7df
217,MUM000217,77,294,8,1,Atlas MachineUtilityMeter 217,MUM000217,1,307.2900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,357c17fbaf405fe78df0579a1e348902357c17fbaf405fe78df0579a1e348902
218,MUM000218,296,15,6,2,Titan MachineUtilityMeter 218,MUM000218,1,308.6600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1eb124ff0af5574688617019d7d095ee1eb124ff0af5574688617019d7d095ee
219,MUM000219,486,299,6,2,Orion MachineUtilityMeter 219,MUM000219,1,310.0300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e7ad8bc81bbe52d380d197ea7da73ba0e7ad8bc81bbe52d380d197ea7da73ba0
220,MUM000220,32,308,3,2,Meridian MachineUtilityMeter 220,MUM000220,0,311.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f2bf0102c63d5f169cde0832d0a114aff2bf0102c63d5f169cde0832d0a114af
221,MUM000221,88,264,10,3,Harbor MachineUtilityMeter 221,MUM000221,1,312.7700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e050fb8ffb0a55359697979634b84815e050fb8ffb0a55359697979634b84815
222,MUM000222,475,66,9,5,Quartz MachineUtilityMeter 222,MUM000222,1,314.1400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b161a05468f255db83d85c6630a95b9eb161a05468f255db83d85c6630a95b9e
223,MUM000223,322,240,1,7,Delta MachineUtilityMeter 223,MUM000223,1,315.5100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6ba0567b196554a79f996f372a88214f6ba0567b196554a79f996f372a88214f
224,MUM000224,92,336,12,4,Junction MachineUtilityMeter 224,MUM000224,1,316.8800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,27998dbdee3e5bfe90d07316e4c3a55727998dbdee3e5bfe90d07316e4c3a557
225,MUM000225,236,253,7,5,Riverton MachineUtilityMeter 225,MUM000225,0,318.2500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c842682899265ea8a9b49ffe232f6bd6c842682899265ea8a9b49ffe232f6bd6
226,MUM000226,52,329,7,1,Quartz MachineUtilityMeter 226,MUM000226,1,319.6200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e50473305fd25a3394e3b746dd93ba0fe50473305fd25a3394e3b746dd93ba0f
227,MUM000227,181,90,12,5,Beacon MachineUtilityMeter 227,MUM000227,1,320.9900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fa5cf86f81715afe9310e524427b9c29fa5cf86f81715afe9310e524427b9c29
228,MUM000228,462,186,7,7,Riverton MachineUtilityMeter 228,MUM000228,1,322.3600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ea5d8aaae02a59dcb96bca8f7ee0fcdeea5d8aaae02a59dcb96bca8f7ee0fcde
229,MUM000229,421,174,12,3,Keystone MachineUtilityMeter 229,MUM000229,1,323.7300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c46a438df1295b77a2a699ab7261db63c46a438df1295b77a2a699ab7261db63
230,MUM000230,186,198,8,7,Quartz MachineUtilityMeter 230,MUM000230,0,325.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6564d97718fc5c1296b24a6e64f4758e6564d97718fc5c1296b24a6e64f4758e
231,MUM000231,352,60,3,6,Cedar MachineUtilityMeter 231,MUM000231,1,326.4700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dac16f36714a53bfbc9471a001787c1bdac16f36714a53bfbc9471a001787c1b
232,MUM000232,14,282,7,2,Harbor MachineUtilityMeter 232,MUM000232,1,327.8400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a9cf45f9599e51dfba85c70872fbf18ea9cf45f9599e51dfba85c70872fbf18e
233,MUM000233,293,269,9,5,Ion MachineUtilityMeter 233,MUM000233,1,329.2100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,68e5f8dcfeca54dea819124d94a7433c68e5f8dcfeca54dea819124d94a7433c
234,MUM000234,181,1,12,4,Harbor MachineUtilityMeter 234,MUM000234,1,330.5800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9b9b263ae86a5b7aa04e25094bafe0c79b9b263ae86a5b7aa04e25094bafe0c7
235,MUM000235,6,52,10,2,Summit MachineUtilityMeter 235,MUM000235,0,331.9500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,95fe0e970eff510b9d0fd6a42b5bff2c95fe0e970eff510b9d0fd6a42b5bff2c
236,MUM000236,458,15,10,1,Delta MachineUtilityMeter 236,MUM000236,1,333.3200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,abeed21b88ca56c7ba1a0dbc319b7184abeed21b88ca56c7ba1a0dbc319b7184
237,MUM000237,226,65,7,1,Quartz MachineUtilityMeter 237,MUM000237,1,334.6900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,756308f24ebe52f9939ce119d4fa5998756308f24ebe52f9939ce119d4fa5998
238,MUM000238,479,338,3,2,Beacon MachineUtilityMeter 238,MUM000238,1,336.0600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b65c5a7d4337533281acf8fb9c10e38db65c5a7d4337533281acf8fb9c10e38d
239,MUM000239,186,257,12,5,Quartz MachineUtilityMeter 239,MUM000239,1,337.4300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9be32c0a596850869324822de54d4db09be32c0a596850869324822de54d4db0
240,MUM000240,110,134,1,6,Summit MachineUtilityMeter 240,MUM000240,0,338.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d08fce90c6d45a83853208d4c539e6e3d08fce90c6d45a83853208d4c539e6e3
241,MUM000241,227,52,5,3,Junction MachineUtilityMeter 241,MUM000241,1,340.1700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,20df7eaccb625afd987ef9a59dcd01fc20df7eaccb625afd987ef9a59dcd01fc
242,MUM000242,490,173,9,7,Quartz MachineUtilityMeter 242,MUM000242,1,341.5400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4ca815ae7f0554b78fda792442335aab4ca815ae7f0554b78fda792442335aab
243,MUM000243,268,150,2,6,Keystone MachineUtilityMeter 243,MUM000243,1,342.9100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,30030e77dba6568e94bb634813adf15130030e77dba6568e94bb634813adf151
244,MUM000244,491,131,9,4,Harbor MachineUtilityMeter 244,MUM000244,1,344.2800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6cf1e9e6ff5659bd85f5906e313592c16cf1e9e6ff5659bd85f5906e313592c1
245,MUM000245,255,284,2,4,Unity MachineUtilityMeter 245,MUM000245,0,345.6500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,49bd174c204358e0a29dfd026726f3a249bd174c204358e0a29dfd026726f3a2
246,MUM000246,149,339,5,6,Liberty MachineUtilityMeter 246,MUM000246,1,347.0200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,57cab03b1a0857858168b70508d9ba5257cab03b1a0857858168b70508d9ba52
247,MUM000247,312,198,9,7,Willow MachineUtilityMeter 247,MUM000247,1,348.3900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a42058251aa15d698d9930d2c9197e79a42058251aa15d698d9930d2c9197e79
248,MUM000248,303,17,7,1,Cedar MachineUtilityMeter 248,MUM000248,1,349.7600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,70a3ce8e726c5b26ba38c321258d36b070a3ce8e726c5b26ba38c321258d36b0
249,MUM000249,475,311,5,6,Northstar MachineUtilityMeter 249,MUM000249,1,351.1300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bc2ab6010f655bf182d2b097cd7e5a5fbc2ab6010f655bf182d2b097cd7e5a5f
250,MUM000250,95,318,3,6,Harbor MachineUtilityMeter 250,MUM000250,0,352.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dcb526cf9af05129b59e7310ad384738dcb526cf9af05129b59e7310ad384738
251,MUM000251,383,158,12,3,Delta MachineUtilityMeter 251,MUM000251,1,353.8700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,44ed437d0f1850c3bc2fb3fb15e4758444ed437d0f1850c3bc2fb3fb15e47584
252,MUM000252,410,345,2,2,Granite MachineUtilityMeter 252,MUM000252,1,355.2400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0430990824155f2799dff4ce8d7182fd0430990824155f2799dff4ce8d7182fd
253,MUM000253,234,331,2,3,Keystone MachineUtilityMeter 253,MUM000253,1,356.6100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,665f42db938d55ff8c949c007e329bab665f42db938d55ff8c949c007e329bab
254,MUM000254,434,40,1,2,Meridian MachineUtilityMeter 254,MUM000254,1,357.9800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f81fa10f209155af966d6bd6a5405a3ff81fa10f209155af966d6bd6a5405a3f
255,MUM000255,475,161,12,2,Vertex MachineUtilityMeter 255,MUM000255,0,359.3500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,45162b4e3580518597e59ee5dbdc9cae45162b4e3580518597e59ee5dbdc9cae
256,MUM000256,218,180,10,4,Atlas MachineUtilityMeter 256,MUM000256,1,360.7200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8181bd5cbabb58d0bf4443647d116c928181bd5cbabb58d0bf4443647d116c92
257,MUM000257,74,326,10,4,Quartz MachineUtilityMeter 257,MUM000257,1,362.0900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,59f3313da194515f866e60053a222f1359f3313da194515f866e60053a222f13
258,MUM000258,479,335,9,6,Forge MachineUtilityMeter 258,MUM000258,1,363.4600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,28f1f78942bc500282b8a23d98862e0528f1f78942bc500282b8a23d98862e05
259,MUM000259,233,63,8,1,Evergreen MachineUtilityMeter 259,MUM000259,1,364.8300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,56a0089879145654878c33b9cf19148156a0089879145654878c33b9cf191481
260,MUM000260,334,99,12,1,Riverton MachineUtilityMeter 260,MUM000260,0,366.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,839d8bb2790f589b836c511a51f59150839d8bb2790f589b836c511a51f59150
261,MUM000261,292,258,6,2,Titan MachineUtilityMeter 261,MUM000261,1,367.5700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1996227964bc50978f429c43737eabb91996227964bc50978f429c43737eabb9
262,MUM000262,95,12,9,5,Riverton MachineUtilityMeter 262,MUM000262,1,368.9400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f17c1d85159758f79cfaed807d1bab31f17c1d85159758f79cfaed807d1bab31
263,MUM000263,374,203,8,5,Northstar MachineUtilityMeter 263,MUM000263,1,370.3100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ada08360c5d354dab5c82c415066608fada08360c5d354dab5c82c415066608f
264,MUM000264,168,223,8,6,Summit MachineUtilityMeter 264,MUM000264,1,371.6800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2ce9bd9f59d55abb9118ad1d5517eec22ce9bd9f59d55abb9118ad1d5517eec2
265,MUM000265,251,334,2,6,Willow MachineUtilityMeter 265,MUM000265,0,373.0500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a8ec4bb7feee5fc5b35af338746cddcfa8ec4bb7feee5fc5b35af338746cddcf
266,MUM000266,422,346,1,6,Riverton MachineUtilityMeter 266,MUM000266,1,374.4200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,498090d815915827b6e614fe46b0a0d0498090d815915827b6e614fe46b0a0d0
267,MUM000267,69,291,3,4,Ion MachineUtilityMeter 267,MUM000267,1,375.7900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,39bab566d3445cd089163f8bbc737e8b39bab566d3445cd089163f8bbc737e8b
268,MUM000268,160,98,7,5,Quartz MachineUtilityMeter 268,MUM000268,1,377.1600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7faa16f9b82c559ebc9f4593a9b3a8cb7faa16f9b82c559ebc9f4593a9b3a8cb
269,MUM000269,133,113,7,4,Northstar MachineUtilityMeter 269,MUM000269,1,378.5300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f9e2b19827a8520a8e7bbf5bf73345cef9e2b19827a8520a8e7bbf5bf73345ce
270,MUM000270,71,64,6,1,Vertex MachineUtilityMeter 270,MUM000270,0,379.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fa59dee5c3d15a4cbcd76bb1e3727510fa59dee5c3d15a4cbcd76bb1e3727510
271,MUM000271,37,347,1,5,Cedar MachineUtilityMeter 271,MUM000271,1,381.2700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,905a04fc6a465f23b4e35bde13e9b98d905a04fc6a465f23b4e35bde13e9b98d
272,MUM000272,17,154,12,2,Beacon MachineUtilityMeter 272,MUM000272,1,382.6400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,043ffeda40dc5c60aa6179f1137b13a7043ffeda40dc5c60aa6179f1137b13a7
273,MUM000273,285,37,12,5,Junction MachineUtilityMeter 273,MUM000273,1,384.0100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,393708f99ef05ec1922f9409235b7414393708f99ef05ec1922f9409235b7414
274,MUM000274,192,37,12,1,Liberty MachineUtilityMeter 274,MUM000274,1,385.3800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f1c4fcb351435ac2bd2e74b582f269acf1c4fcb351435ac2bd2e74b582f269ac
275,MUM000275,407,259,3,7,Junction MachineUtilityMeter 275,MUM000275,0,386.7500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,819a5eca5f955b30b10e67d51896dd51819a5eca5f955b30b10e67d51896dd51
276,MUM000276,200,77,10,2,Orion MachineUtilityMeter 276,MUM000276,1,388.1200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c24ffff82bf05d2087e31285d7041cd3c24ffff82bf05d2087e31285d7041cd3
277,MUM000277,405,284,2,5,Beacon MachineUtilityMeter 277,MUM000277,1,389.4900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a225740be0e45f2b9c781ba6617da5a7a225740be0e45f2b9c781ba6617da5a7
278,MUM000278,57,342,4,4,Harbor MachineUtilityMeter 278,MUM000278,1,390.8600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,94960bc3fdcc578fa906fa0dff37218d94960bc3fdcc578fa906fa0dff37218d
279,MUM000279,287,47,9,5,Forge MachineUtilityMeter 279,MUM000279,1,392.2300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,603a36188bd55f4580a41a4154ee9d01603a36188bd55f4580a41a4154ee9d01
280,MUM000280,407,91,4,3,Quartz MachineUtilityMeter 280,MUM000280,0,393.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,299ead7300265ec88296ba7ec1cfd14d299ead7300265ec88296ba7ec1cfd14d
281,MUM000281,260,305,12,5,Titan MachineUtilityMeter 281,MUM000281,1,394.9700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,10ea9126bbe55ec8bea5434a0f17771a10ea9126bbe55ec8bea5434a0f17771a
282,MUM000282,399,32,7,2,Vertex MachineUtilityMeter 282,MUM000282,1,396.3400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,be74693339d3548aa2a62445f06d2d32be74693339d3548aa2a62445f06d2d32
283,MUM000283,299,61,10,7,Unity MachineUtilityMeter 283,MUM000283,1,397.7100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9e2a6765f665546fb526f2721b6f27b09e2a6765f665546fb526f2721b6f27b0
284,MUM000284,373,350,1,3,Granite MachineUtilityMeter 284,MUM000284,1,399.0800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8f1f2d4d988f5375b5be37eb0a8ef4118f1f2d4d988f5375b5be37eb0a8ef411
285,MUM000285,483,137,8,4,Ion MachineUtilityMeter 285,MUM000285,0,400.4500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dee35ea3363552a3b7ed2d8f8b60ad37dee35ea3363552a3b7ed2d8f8b60ad37
286,MUM000286,160,298,4,4,Northstar MachineUtilityMeter 286,MUM000286,1,401.8200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1e86d0db46ce5a2ead34f8740733a9081e86d0db46ce5a2ead34f8740733a908
287,MUM000287,40,184,11,2,Atlas MachineUtilityMeter 287,MUM000287,1,403.1900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cf1490647ede575484732929884baaf8cf1490647ede575484732929884baaf8
288,MUM000288,379,193,11,6,Keystone MachineUtilityMeter 288,MUM000288,1,404.5600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,58c2e3206acc504d886acb9a3fff54ee58c2e3206acc504d886acb9a3fff54ee
289,MUM000289,240,220,10,1,Atlas MachineUtilityMeter 289,MUM000289,1,405.9300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c181893404b750c684f566fd10859e0fc181893404b750c684f566fd10859e0f
290,MUM000290,445,215,6,5,Northstar MachineUtilityMeter 290,MUM000290,0,407.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a84338c67ba65b089974bc0d55a18980a84338c67ba65b089974bc0d55a18980
291,MUM000291,262,294,2,3,Delta MachineUtilityMeter 291,MUM000291,1,408.6700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7d0fe412a40f594e886ec58a78f8fdc67d0fe412a40f594e886ec58a78f8fdc6
292,MUM000292,448,187,10,4,Ion MachineUtilityMeter 292,MUM000292,1,410.0400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,514f6b7c6f8d5c1ab4bea86c344757a0514f6b7c6f8d5c1ab4bea86c344757a0
293,MUM000293,258,40,3,5,Meridian MachineUtilityMeter 293,MUM000293,1,411.4100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bb53c2804a935fc6a292e9cf8282a21bbb53c2804a935fc6a292e9cf8282a21b
294,MUM000294,414,316,3,3,Beacon MachineUtilityMeter 294,MUM000294,1,412.7800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bce6d0274786506581fd12261986395bbce6d0274786506581fd12261986395b
295,MUM000295,254,241,11,6,Meridian MachineUtilityMeter 295,MUM000295,0,414.1500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,66f14c805ea0549299f78b0bf95e652a66f14c805ea0549299f78b0bf95e652a
