SalesPromotionKey,PromotionCode,SalesPromotionTacticKey,ProductKey,CustomerKey,SalesPriceConditionTypeKey,CurrencyKey,PromotionName,EffectiveDate,ExpirationDate,MaximumDiscountAmount,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
191,SP000191,496,276,307,6,5,Cedar SalesPromotion 191,2020-07-10,2020-07-10,271.6700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8285368aabb358eea0b01e7a6125baf28285368aabb358eea0b01e7a6125baf2
192,SP000192,280,312,5,13,1,Keystone SalesPromotion 192,2020-07-11,2020-07-11,273.0400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8c42c5f81b3e55e2a9febb3747fc8ec48c42c5f81b3e55e2a9febb3747fc8ec4
193,SP000193,55,415,319,18,5,Beacon SalesPromotion 193,2020-07-12,2020-07-12,274.4100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,501c76d26dc75c23bbcd66839ffb85ed501c76d26dc75c23bbcd66839ffb85ed
194,SP000194,6,110,15,12,4,Riverton SalesPromotion 194,2020-07-13,2020-07-13,275.7800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1758d2b9d1b75de384de16ba1a2a729f1758d2b9d1b75de384de16ba1a2a729f
195,SP000195,154,491,134,2,5,Meridian SalesPromotion 195,2020-07-14,2020-07-14,277.1500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,78c1c78dcd045648acaa325f82983fe278c1c78dcd045648acaa325f82983fe2
196,SP000196,72,360,367,13,3,Liberty SalesPromotion 196,2020-07-15,2020-07-15,278.5200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e8bc2e6fb92e54b8af310ef25e2bc0c9e8bc2e6fb92e54b8af310ef25e2bc0c9
197,SP000197,458,12,97,17,5,Pioneer SalesPromotion 197,2020-07-16,2020-07-16,279.8900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,64a7e7ab14a35d2fa943cadbb6ff417164a7e7ab14a35d2fa943cadbb6ff4171
198,SP000198,195,215,284,1,3,Forge SalesPromotion 198,2020-07-17,2020-07-17,281.2600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9878014b8551558e88fbf139e46b2de89878014b8551558e88fbf139e46b2de8
199,SP000199,386,262,212,10,5,Harbor SalesPromotion 199,2020-07-18,2020-07-18,282.6300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,633047f8616352b7ae713e4eec8d092a633047f8616352b7ae713e4eec8d092a
200,SP000200,194,99,162,8,4,Liberty SalesPromotion 200,2020-07-19,2020-07-19,284.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3b704d033f835cffa39cdb7c6749587b3b704d033f835cffa39cdb7c6749587b
201,SP000201,415,281,460,13,3,Willow SalesPromotion 201,2020-07-20,2020-07-20,285.3700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,653720b71d4c5b3a99708e89663c5068653720b71d4c5b3a99708e89663c5068
202,SP000202,85,376,10,17,4,Harbor SalesPromotion 202,2020-07-21,2020-07-21,286.7400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9b4b0e997e4e5c51b1262a0f3a8647769b4b0e997e4e5c51b1262a0f3a864776
203,SP000203,37,153,78,3,1,Orion SalesPromotion 203,2020-07-22,2020-07-22,288.1100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c788cb04dec65fd0ab823b00cf3b5d4ac788cb04dec65fd0ab823b00cf3b5d4a
204,SP000204,329,-1,-1,13,3,Titan SalesPromotion 204,2020-07-23,2020-07-23,289.4800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c6479646faf1573daeb4eaf2ef98a270c6479646faf1573daeb4eaf2ef98a270
205,SP000205,432,5,30,1,4,Keystone SalesPromotion 205,2020-07-24,2020-07-24,290.8500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e5840da3b23154eb9cb74d65ce82830be5840da3b23154eb9cb74d65ce82830b
206,SP000206,369,225,297,15,3,Keystone SalesPromotion 206,2020-07-25,2020-07-25,292.2200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b41670c942d4536192ce31d13831a2bab41670c942d4536192ce31d13831a2ba
207,SP000207,235,140,157,3,1,Liberty SalesPromotion 207,2020-07-26,2020-07-26,293.5900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,38e04cb2f4a35361b597ebdc09c3000e38e04cb2f4a35361b597ebdc09c3000e
208,SP000208,367,92,359,15,5,Atlas SalesPromotion 208,2020-07-27,2020-07-27,294.9600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,83c5634a0c895eeaa89ef31c3a6da99e83c5634a0c895eeaa89ef31c3a6da99e
209,SP000209,204,174,415,5,4,Willow SalesPromotion 209,2020-07-28,2020-07-28,296.3300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d62a3d43ce7c574287be39d0956dade1d62a3d43ce7c574287be39d0956dade1
210,SP000210,453,309,306,15,1,Summit SalesPromotion 210,2020-07-29,2020-07-29,297.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e487cec4a88858289e8af11fb04b42ace487cec4a88858289e8af11fb04b42ac
211,SP000211,124,133,13,5,2,Willow SalesPromotion 211,2020-07-30,2020-07-30,299.0700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aa1ee41426f754fab7dbcc20ad1a8518aa1ee41426f754fab7dbcc20ad1a8518
212,SP000212,497,180,423,13,2,Pioneer SalesPromotion 212,2020-07-31,2020-07-31,300.4400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,923fea04060e593cad9d576a702ab1cb923fea04060e593cad9d576a702ab1cb
213,SP000213,240,415,233,15,1,Delta SalesPromotion 213,2020-08-01,2020-08-01,301.8100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3dcf6d50fb0d507aa4e90e13433ec06b3dcf6d50fb0d507aa4e90e13433ec06b
214,SP000214,203,177,416,12,4,Zenith SalesPromotion 214,2020-08-02,2020-08-02,303.1800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d893d842146e5c848fff7353312abbbad893d842146e5c848fff7353312abbba
215,SP000215,464,204,82,4,5,Vertex SalesPromotion 215,2020-08-03,2020-08-03,304.5500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1f4455b51c90561ba1d633ece46d9c2e1f4455b51c90561ba1d633ece46d9c2e
216,SP000216,367,116,83,15,2,Liberty SalesPromotion 216,2020-08-04,2020-08-04,305.9200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,248a381ce72c54b38c397c195ed9a955248a381ce72c54b38c397c195ed9a955
217,SP000217,434,55,11,9,2,Cedar SalesPromotion 217,2020-08-05,2020-08-05,307.2900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9a6fbcb38c205529831a498b7c696d419a6fbcb38c205529831a498b7c696d41
218,SP000218,304,367,435,18,3,Harbor SalesPromotion 218,2020-08-06,2020-08-06,308.6600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,492059afadcd5fde9298d3695135f199492059afadcd5fde9298d3695135f199
219,SP000219,416,114,198,18,1,Pioneer SalesPromotion 219,2020-08-07,2020-08-07,310.0300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,329fb171130256488b544401bc937865329fb171130256488b544401bc937865
220,SP000220,213,401,403,8,5,Orion SalesPromotion 220,2020-08-08,2020-08-08,311.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3ebe44a205555efda15d61eebda2de933ebe44a205555efda15d61eebda2de93
221,SP000221,10,-1,-1,5,1,Vertex SalesPromotion 221,2020-08-09,2020-08-09,312.7700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cb37a17686de5e5eb32f6abcd8d2ec34cb37a17686de5e5eb32f6abcd8d2ec34
222,SP000222,356,107,227,3,5,Evergreen SalesPromotion 222,2020-08-10,2020-08-10,314.1400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9270a8b4550a57f485c7f8598a3e0c4f9270a8b4550a57f485c7f8598a3e0c4f
223,SP000223,93,54,101,5,5,Granite SalesPromotion 223,2020-08-11,2020-08-11,315.5100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9c9d86e59275567fab6993734ef173c99c9d86e59275567fab6993734ef173c9
224,SP000224,429,287,238,18,3,Vertex SalesPromotion 224,2020-08-12,2020-08-12,316.8800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3e192f6584c758a7b822c95dceb2371d3e192f6584c758a7b822c95dceb2371d
225,SP000225,142,204,13,5,1,Willow SalesPromotion 225,2020-08-13,2020-08-13,318.2500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,53003f9b71705e17bbe397941c4acb5453003f9b71705e17bbe397941c4acb54
226,SP000226,436,126,428,4,3,Evergreen SalesPromotion 226,2020-08-14,2020-08-14,319.6200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,edb5735b04bb5ffb8a84cde3dd0b9762edb5735b04bb5ffb8a84cde3dd0b9762
227,SP000227,105,464,303,10,3,Beacon SalesPromotion 227,2020-08-15,2020-08-15,320.9900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4818b12d4056526399e276fc70d2024c4818b12d4056526399e276fc70d2024c
228,SP000228,222,318,299,5,3,Beacon SalesPromotion 228,2020-08-16,2020-08-16,322.3600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,761c16dc5ce3557bb389af2e36005851761c16dc5ce3557bb389af2e36005851
229,SP000229,488,49,490,9,1,Summit SalesPromotion 229,2020-08-17,2020-08-17,323.7300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a7c1ad3a22f75177a209e4dbef3f497ea7c1ad3a22f75177a209e4dbef3f497e
230,SP000230,217,214,233,4,3,Junction SalesPromotion 230,2020-08-18,2020-08-18,325.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e2b9d25703dc5e6088735956d7dba44be2b9d25703dc5e6088735956d7dba44b
231,SP000231,328,446,428,2,2,Northstar SalesPromotion 231,2020-08-19,2020-08-19,326.4700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a64f23605b7f5fa8af199e32f7720ffea64f23605b7f5fa8af199e32f7720ffe
232,SP000232,145,478,149,10,4,Vertex SalesPromotion 232,2020-08-20,2020-08-20,327.8400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,233677d7da9a5967ad0c15a50fbef0a5233677d7da9a5967ad0c15a50fbef0a5
233,SP000233,102,391,323,18,3,Cedar SalesPromotion 233,2020-08-21,2020-08-21,329.2100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,36e0f5fe336d5af7be39618563f769da36e0f5fe336d5af7be39618563f769da
234,SP000234,296,148,143,11,2,Northstar SalesPromotion 234,2020-08-22,2020-08-22,330.5800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,16f9d3d1633f5942953961317778294a16f9d3d1633f5942953961317778294a
235,SP000235,485,223,251,3,1,Unity SalesPromotion 235,2020-08-23,2020-08-23,331.9500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b5281f2429da5924ae77b93be4bf1ac6b5281f2429da5924ae77b93be4bf1ac6
236,SP000236,301,414,230,4,1,Pioneer SalesPromotion 236,2020-08-24,2020-08-24,333.3200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,511bb62154265b98acaaa1cfd8e5cb61511bb62154265b98acaaa1cfd8e5cb61
237,SP000237,470,408,149,14,3,Northstar SalesPromotion 237,2020-08-25,2020-08-25,334.6900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3fb2792e5a4d5964b4342943f92268203fb2792e5a4d5964b4342943f9226820
238,SP000238,437,-1,-1,7,5,Liberty SalesPromotion 238,2020-08-26,2020-08-26,336.0600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,461d2eaaa19f5b4b9726b0db28ff313f461d2eaaa19f5b4b9726b0db28ff313f
239,SP000239,206,282,489,16,3,Forge SalesPromotion 239,2020-08-27,2020-08-27,337.4300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6bc9ffdd8227506cbfecd31b80cc9b106bc9ffdd8227506cbfecd31b80cc9b10
240,SP000240,163,219,166,1,3,Harbor SalesPromotion 240,2020-08-28,2020-08-28,338.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1edc2f7ba04058ea8d37309d571bf9aa1edc2f7ba04058ea8d37309d571bf9aa
241,SP000241,307,174,335,14,4,Riverton SalesPromotion 241,2020-08-29,2020-08-29,340.1700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2d67dd7ba950530ebc38abf5a5b93b8a2d67dd7ba950530ebc38abf5a5b93b8a
242,SP000242,464,262,99,18,1,Willow SalesPromotion 242,2020-08-30,2020-08-30,341.5400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,88393c7f39f857e09cd14ff7330628e088393c7f39f857e09cd14ff7330628e0
243,SP000243,191,199,222,10,5,Keystone SalesPromotion 243,2020-08-31,2020-08-31,342.9100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dd089c529ec754a4a8649c59880996b6dd089c529ec754a4a8649c59880996b6
244,SP000244,325,28,113,3,2,Beacon SalesPromotion 244,2020-09-01,2020-09-01,344.2800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a4ea3d3129a15e0299764becb2fac464a4ea3d3129a15e0299764becb2fac464
245,SP000245,473,195,206,6,2,Cedar SalesPromotion 245,2020-09-02,2020-09-02,345.6500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,96b4451ff4bf56c5ad64c14991086e3f96b4451ff4bf56c5ad64c14991086e3f
246,SP000246,403,258,431,18,5,Keystone SalesPromotion 246,2020-09-03,2020-09-03,347.0200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,deabae5871bd5c0ba053d91a218f4b45deabae5871bd5c0ba053d91a218f4b45
247,SP000247,165,111,374,3,3,Keystone SalesPromotion 247,2020-09-04,2020-09-04,348.3900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e9cfd3ed42b2534f81cd3d682c510164e9cfd3ed42b2534f81cd3d682c510164
248,SP000248,451,230,350,15,2,Forge SalesPromotion 248,2020-09-05,2020-09-05,349.7600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,326859d2026151698b9ac453e23f6082326859d2026151698b9ac453e23f6082
249,SP000249,190,89,308,4,3,Pioneer SalesPromotion 249,2020-09-06,2020-09-06,351.1300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,baab178153a05915b0009d648ac12326baab178153a05915b0009d648ac12326
250,SP000250,74,297,233,18,2,Keystone SalesPromotion 250,2020-09-07,2020-09-07,352.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,846089809eae53669d013d28e2d0ec36846089809eae53669d013d28e2d0ec36
251,SP000251,333,177,401,2,2,Orion SalesPromotion 251,2020-09-08,2020-09-08,353.8700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ffd218c1df0a579d802874b8396d4370ffd218c1df0a579d802874b8396d4370
252,SP000252,249,115,489,8,2,Beacon SalesPromotion 252,2020-09-09,2020-09-09,355.2400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4fa9fc61a4505c79ad5fed7ca9c809d54fa9fc61a4505c79ad5fed7ca9c809d5
253,SP000253,305,68,485,6,5,Forge SalesPromotion 253,2020-09-10,2020-09-10,356.6100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a70548d696fc51e78f4c522a2f898c13a70548d696fc51e78f4c522a2f898c13
254,SP000254,64,320,24,11,3,Meridian SalesPromotion 254,2020-09-11,2020-09-11,357.9800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f45619d7aa7c5a528eed25627b2cf098f45619d7aa7c5a528eed25627b2cf098
255,SP000255,297,-1,-1,14,1,Beacon SalesPromotion 255,2020-09-12,2020-09-12,359.3500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eec210434a8852b184388387167fa063eec210434a8852b184388387167fa063
256,SP000256,38,93,341,6,2,Willow SalesPromotion 256,2020-09-13,2020-09-13,360.7200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dc7eba18a18f5164a1530787f0933213dc7eba18a18f5164a1530787f0933213
257,SP000257,493,4,275,14,4,Ion SalesPromotion 257,2020-09-14,2020-09-14,362.0900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7b22ffc12a2e547db2cc25e789739d187b22ffc12a2e547db2cc25e789739d18
258,SP000258,298,425,181,17,3,Vertex SalesPromotion 258,2020-09-15,2020-09-15,363.4600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c57db09c1952551598b75f139ce44202c57db09c1952551598b75f139ce44202
259,SP000259,369,269,208,2,5,Northstar SalesPromotion 259,2020-09-16,2020-09-16,364.8300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c8c890634d08579a994f338095bdb5c0c8c890634d08579a994f338095bdb5c0
260,SP000260,90,385,216,18,2,Evergreen SalesPromotion 260,2020-09-17,2020-09-17,366.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c2cb475329945b6ca25cebb84cd99093c2cb475329945b6ca25cebb84cd99093
261,SP000261,417,100,150,4,4,Unity SalesPromotion 261,2020-09-18,2020-09-18,367.5700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a519e27dc4fb5e019c59e50cc6aaa3f9a519e27dc4fb5e019c59e50cc6aaa3f9
262,SP000262,98,313,31,6,4,Willow SalesPromotion 262,2020-09-19,2020-09-19,368.9400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f5ceca4e31225ed7b98bfe1f978f8deaf5ceca4e31225ed7b98bfe1f978f8dea
263,SP000263,472,478,126,17,5,Granite SalesPromotion 263,2020-09-20,2020-09-20,370.3100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5b758038c45c5c27957d84022bae46c95b758038c45c5c27957d84022bae46c9
264,SP000264,352,500,141,13,1,Forge SalesPromotion 264,2020-09-21,2020-09-21,371.6800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,17d072491e8651dc9db007fc19f19b3e17d072491e8651dc9db007fc19f19b3e
265,SP000265,301,344,38,2,1,Forge SalesPromotion 265,2020-09-22,2020-09-22,373.0500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c299c79f4aa458adbab90352739e876cc299c79f4aa458adbab90352739e876c
266,SP000266,147,244,45,18,4,Northstar SalesPromotion 266,2020-09-23,2020-09-23,374.4200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,25da73eaf8695dde8923e4d96ae19ac525da73eaf8695dde8923e4d96ae19ac5
267,SP000267,353,433,163,5,3,Titan SalesPromotion 267,2020-09-24,2020-09-24,375.7900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eb52916db5ef52239d8c0a82258d870eeb52916db5ef52239d8c0a82258d870e
268,SP000268,272,423,443,14,4,Vertex SalesPromotion 268,2020-09-25,2020-09-25,377.1600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,11fb2c22dc85595fa2cab15e595ede1011fb2c22dc85595fa2cab15e595ede10
269,SP000269,112,124,104,2,5,Meridian SalesPromotion 269,2020-09-26,2020-09-26,378.5300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7203faaa40f05b52af803fab1daeb98f7203faaa40f05b52af803fab1daeb98f
270,SP000270,333,248,109,8,2,Summit SalesPromotion 270,2020-09-27,2020-09-27,379.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f813fd45139c5d53b7007b1fe049777cf813fd45139c5d53b7007b1fe049777c
271,SP000271,41,242,140,8,5,Ion SalesPromotion 271,2020-09-28,2020-09-28,381.2700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5dc9294c4245536daebc8f7c05f353455dc9294c4245536daebc8f7c05f35345
272,SP000272,369,-1,-1,4,5,Riverton SalesPromotion 272,2020-09-29,2020-09-29,382.6400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b1e20a097f815ec0b3c63d1ab1976affb1e20a097f815ec0b3c63d1ab1976aff
273,SP000273,205,328,194,18,1,Forge SalesPromotion 273,2020-09-30,2020-09-30,384.0100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,229edb2c40235d3a828f1d8ef114b33c229edb2c40235d3a828f1d8ef114b33c
274,SP000274,90,410,231,4,5,Willow SalesPromotion 274,2020-10-01,2020-10-01,385.3800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5bdbbdbcf63f5a37b7b97525a3d0819c5bdbbdbcf63f5a37b7b97525a3d0819c
275,SP000275,280,35,51,14,5,Junction SalesPromotion 275,2020-10-02,2020-10-02,386.7500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,06017e5420025d29aeb4f7f50603f58a06017e5420025d29aeb4f7f50603f58a
276,SP000276,478,10,395,18,1,Vertex SalesPromotion 276,2020-10-03,2020-10-03,388.1200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ad6fb02a8b2f553bbec4f40c5c1e26e9ad6fb02a8b2f553bbec4f40c5c1e26e9
277,SP000277,83,323,73,3,4,Quartz SalesPromotion 277,2020-10-04,2020-10-04,389.4900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3585bb9b579f5272889fb8f4256063ba3585bb9b579f5272889fb8f4256063ba
278,SP000278,129,497,138,2,5,Evergreen SalesPromotion 278,2020-10-05,2020-10-05,390.8600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b506489502f65125875bdb37a25a91f8b506489502f65125875bdb37a25a91f8
279,SP000279,386,128,90,3,5,Delta SalesPromotion 279,2020-10-06,2020-10-06,392.2300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2e2bd0aa070d5f31b827e66b8d94a1312e2bd0aa070d5f31b827e66b8d94a131
280,SP000280,37,142,73,17,4,Unity SalesPromotion 280,2020-10-07,2020-10-07,393.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,13c47717018e5b67bb3ad41b2c7b32ee13c47717018e5b67bb3ad41b2c7b32ee
281,SP000281,37,379,323,9,1,Northstar SalesPromotion 281,2020-10-08,2020-10-08,394.9700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,99f039355c42586f84b1e25ddd732f6e99f039355c42586f84b1e25ddd732f6e
282,SP000282,63,70,423,15,2,Zenith SalesPromotion 282,2020-10-09,2020-10-09,396.3400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bf36bf79570b5352808a8cb6f30337c5bf36bf79570b5352808a8cb6f30337c5
283,SP000283,273,175,169,12,1,Vertex SalesPromotion 283,2020-10-10,2020-10-10,397.7100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,89cd5cc352435f81bfa07bf570d3c56089cd5cc352435f81bfa07bf570d3c560
284,SP000284,227,77,106,9,4,Unity SalesPromotion 284,2020-10-11,2020-10-11,399.0800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a699346f9f9b5f0b9360ef141a087199a699346f9f9b5f0b9360ef141a087199
285,SP000285,500,435,473,7,4,Evergreen SalesPromotion 285,2020-10-12,2020-10-12,400.4500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,86055df9c0d65b0fac634e5beb96b7bb86055df9c0d65b0fac634e5beb96b7bb
286,SP000286,263,370,449,7,2,Liberty SalesPromotion 286,2020-10-13,2020-10-13,401.8200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,21611dff461354c189f26d499dabe66e21611dff461354c189f26d499dabe66e
