LaborAssignmentKey,LaborAssignmentNumber,EmployeeKey,PlantKey,BusinessUnitKey,CostCenterKey,LaborJobGradeKey,LaborEmploymentStatusKey,AssignmentName,StandardWeeklyHours,IsPrimaryAssignment,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
207,LA000207,105,132,330,260,34,8,Quartz LaborAssignment 207,16.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0a293cfe02d151c29111bc9bc350a9380a293cfe02d151c29111bc9bc350a938
208,LA000208,449,254,334,440,17,2,Evergreen LaborAssignment 208,17.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bc9e3935fcbc57cd86fab9973fa7fb0bbc9e3935fcbc57cd86fab9973fa7fb0b
209,LA000209,414,11,135,326,8,3,Keystone LaborAssignment 209,18.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3998a5ac40635902a4a8d24f21b797a93998a5ac40635902a4a8d24f21b797a9
210,LA000210,425,256,59,354,28,5,Quartz LaborAssignment 210,19.00,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e30cecfa1adc5ee19dc787f9fb75a9d7e30cecfa1adc5ee19dc787f9fb75a9d7
211,LA000211,258,154,148,263,24,5,Junction LaborAssignment 211,20.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2964f1deb83c5fb59ea67087415d86cf2964f1deb83c5fb59ea67087415d86cf
212,LA000212,94,309,321,382,23,8,Titan LaborAssignment 212,21.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4a87701b0b625874aa8c940eca6402484a87701b0b625874aa8c940eca640248
213,LA000213,59,281,398,141,28,2,Junction LaborAssignment 213,22.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d0ebac4be6285a39bc36166e8180083ed0ebac4be6285a39bc36166e8180083e
214,LA000214,200,203,405,153,18,6,Cedar LaborAssignment 214,23.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ceedf6521b25565fbff10ca35ed93365ceedf6521b25565fbff10ca35ed93365
215,LA000215,218,83,155,411,33,6,Harbor LaborAssignment 215,24.00,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fc37eb87706851ebbaf00bf131cdf7f8fc37eb87706851ebbaf00bf131cdf7f8
216,LA000216,196,69,497,484,8,8,Harbor LaborAssignment 216,1.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,25985535aee15a7a9cd7b9a2f70ff0b725985535aee15a7a9cd7b9a2f70ff0b7
217,LA000217,227,34,189,175,26,6,Northstar LaborAssignment 217,2.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8f768441df9656399cdeebd75fafb32e8f768441df9656399cdeebd75fafb32e
218,LA000218,34,336,321,248,24,7,Evergreen LaborAssignment 218,3.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,36e147f571985c1ab6f64d7ba1d1b3f636e147f571985c1ab6f64d7ba1d1b3f6
219,LA000219,133,191,318,166,27,3,Atlas LaborAssignment 219,4.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7296f8963adc5962bee87a56dc94df9c7296f8963adc5962bee87a56dc94df9c
220,LA000220,449,189,329,96,28,4,Willow LaborAssignment 220,5.00,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,081fe47d4edc5ed1b4f1e955ffb66efd081fe47d4edc5ed1b4f1e955ffb66efd
221,LA000221,368,330,444,400,9,3,Meridian LaborAssignment 221,6.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4ce630f6d1f55a338a8806e709892b9c4ce630f6d1f55a338a8806e709892b9c
222,LA000222,127,11,278,408,10,1,Cedar LaborAssignment 222,7.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7bec5edb5000528d87366a001d2ef0827bec5edb5000528d87366a001d2ef082
223,LA000223,257,328,444,264,6,8,Ion LaborAssignment 223,8.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1f12cfdc5f4a5b64a9e45b17df42b0081f12cfdc5f4a5b64a9e45b17df42b008
224,LA000224,344,159,204,253,15,4,Cedar LaborAssignment 224,9.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,70b20b52dd5e57479697932e0bef03b370b20b52dd5e57479697932e0bef03b3
225,LA000225,130,309,24,316,28,2,Zenith LaborAssignment 225,10.00,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b1595f8c4f0b5aa197c94f1171556cb9b1595f8c4f0b5aa197c94f1171556cb9
226,LA000226,74,150,201,185,21,5,Summit LaborAssignment 226,11.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5c53453f50305382bef29f57962dda9c5c53453f50305382bef29f57962dda9c
227,LA000227,111,231,209,428,28,4,Riverton LaborAssignment 227,12.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5233f38e63cc5f24be93b186c5c044365233f38e63cc5f24be93b186c5c04436
228,LA000228,207,274,450,304,14,1,Delta LaborAssignment 228,13.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f944fde7f0b156edb3f34a4a9f1eaeebf944fde7f0b156edb3f34a4a9f1eaeeb
229,LA000229,393,97,117,188,6,4,Orion LaborAssignment 229,14.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,094a89d11304514b9b8f5cb0f35e3837094a89d11304514b9b8f5cb0f35e3837
230,LA000230,253,268,398,126,4,3,Evergreen LaborAssignment 230,15.00,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,33f829913cd95ad89625c3b94807224533f829913cd95ad89625c3b948072245
231,LA000231,205,330,382,466,4,4,Unity LaborAssignment 231,16.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2a80870f250251a1b8301af65ba796412a80870f250251a1b8301af65ba79641
232,LA000232,395,301,452,359,30,4,Unity LaborAssignment 232,17.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,00202205056e5b55ac5fc89e84e19d4500202205056e5b55ac5fc89e84e19d45
233,LA000233,212,92,370,282,25,8,Orion LaborAssignment 233,18.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b7512d3e373057be8c4adf0f4689e1f6b7512d3e373057be8c4adf0f4689e1f6
234,LA000234,416,309,297,209,13,1,Quartz LaborAssignment 234,19.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a2144a1ca02455428d07f4966b5b7217a2144a1ca02455428d07f4966b5b7217
235,LA000235,324,141,260,43,10,5,Zenith LaborAssignment 235,20.00,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e825d62f17135bada9da484d3c33c1c0e825d62f17135bada9da484d3c33c1c0
236,LA000236,173,98,498,201,26,2,Evergreen LaborAssignment 236,21.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8148bb7918bc5441b7fc5867e2561b988148bb7918bc5441b7fc5867e2561b98
237,LA000237,322,304,99,229,25,1,Quartz LaborAssignment 237,22.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0fb280b1d62f564aa6c49bba27c65b670fb280b1d62f564aa6c49bba27c65b67
238,LA000238,255,202,100,472,8,4,Quartz LaborAssignment 238,23.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bfbef186420058e8961d4ac59ebb561ebfbef186420058e8961d4ac59ebb561e
239,LA000239,414,248,242,308,6,2,Titan LaborAssignment 239,24.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a4377c0a7c6d51bda379438e174a367ea4377c0a7c6d51bda379438e174a367e
240,LA000240,130,281,318,7,18,3,Granite LaborAssignment 240,1.00,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,62ed61bb096452f4a1d3176eedbf896862ed61bb096452f4a1d3176eedbf8968
241,LA000241,78,261,142,352,23,8,Junction LaborAssignment 241,2.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cbbd93a1ee015e1f93f9b7531b33b2f1cbbd93a1ee015e1f93f9b7531b33b2f1
242,LA000242,430,207,28,438,3,3,Unity LaborAssignment 242,3.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9f787643c65e55c3ab0a7478b30018489f787643c65e55c3ab0a7478b3001848
243,LA000243,447,181,51,263,28,8,Orion LaborAssignment 243,4.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ba8d59ae1b1956018120486e33b3f968ba8d59ae1b1956018120486e33b3f968
244,LA000244,177,239,338,454,10,1,Zenith LaborAssignment 244,5.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5c8fd5d16e375918883815ebc0c930085c8fd5d16e375918883815ebc0c93008
245,LA000245,360,301,466,272,18,4,Riverton LaborAssignment 245,6.00,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,20db1b0939755571bddf5fc4be8ea55720db1b0939755571bddf5fc4be8ea557
246,LA000246,291,297,477,259,18,2,Summit LaborAssignment 246,7.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5101600fdfef5bcdac2afd5091edb87a5101600fdfef5bcdac2afd5091edb87a
247,LA000247,378,279,141,229,27,2,Unity LaborAssignment 247,8.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,52802c2de34f5a8786f57f5d84d8a19d52802c2de34f5a8786f57f5d84d8a19d
248,LA000248,265,130,122,179,32,8,Titan LaborAssignment 248,9.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,99a5368a44e75f278c5a13ae0736d65a99a5368a44e75f278c5a13ae0736d65a
249,LA000249,319,65,38,90,17,3,Keystone LaborAssignment 249,10.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,731206170ae6548cb1a16eaea9c6d1df731206170ae6548cb1a16eaea9c6d1df
250,LA000250,137,321,295,278,5,2,Riverton LaborAssignment 250,11.00,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8cf88b223859571b8bc93e40cf3494da8cf88b223859571b8bc93e40cf3494da
251,LA000251,135,228,146,472,30,7,Quartz LaborAssignment 251,12.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a4bf04659e785efe91a3bdb1d322c34aa4bf04659e785efe91a3bdb1d322c34a
252,LA000252,303,104,317,221,21,1,Granite LaborAssignment 252,13.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c2359339c8b65caf8b1eba988bb5cde8c2359339c8b65caf8b1eba988bb5cde8
253,LA000253,178,71,368,36,3,3,Harbor LaborAssignment 253,14.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9ff2cedd4ba15af49d7fe5a2fe6ab8bf9ff2cedd4ba15af49d7fe5a2fe6ab8bf
254,LA000254,183,306,75,489,17,2,Northstar LaborAssignment 254,15.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f3698f157a5b5363bd432440f67ed166f3698f157a5b5363bd432440f67ed166
255,LA000255,186,231,318,331,24,4,Keystone LaborAssignment 255,16.00,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,51d8d740e7ec573d86278855176fa7ef51d8d740e7ec573d86278855176fa7ef
256,LA000256,396,346,490,193,13,5,Orion LaborAssignment 256,17.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,48420714130d54e49b660d9b4c12ad1248420714130d54e49b660d9b4c12ad12
257,LA000257,172,46,238,476,3,4,Harbor LaborAssignment 257,18.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,354ba67dcb785d9f86865c557322380b354ba67dcb785d9f86865c557322380b
258,LA000258,81,148,434,84,4,1,Harbor LaborAssignment 258,19.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cc164da983d95559b7e2d9e7e688627ecc164da983d95559b7e2d9e7e688627e
259,LA000259,190,27,248,300,12,4,Summit LaborAssignment 259,20.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,90b352441bf05e1db8543ac48b6801e690b352441bf05e1db8543ac48b6801e6
260,LA000260,218,17,440,234,30,6,Liberty LaborAssignment 260,21.00,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,82e2654004525ef69362f2dae61e5da882e2654004525ef69362f2dae61e5da8
261,LA000261,380,282,35,395,12,2,Pioneer LaborAssignment 261,22.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a4612b8331e85495a62d2f0030e120d8a4612b8331e85495a62d2f0030e120d8
262,LA000262,54,124,242,215,28,4,Delta LaborAssignment 262,23.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9a0d78b905f4581ea888fc3970b5385e9a0d78b905f4581ea888fc3970b5385e
263,LA000263,197,296,368,194,34,3,Evergreen LaborAssignment 263,24.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0fbbbf79d6ff5e8f8e39528326758f600fbbbf79d6ff5e8f8e39528326758f60
264,LA000264,231,86,198,225,7,7,Summit LaborAssignment 264,1.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9b81b747aefa5fa5bf421c2b1294a5779b81b747aefa5fa5bf421c2b1294a577
265,LA000265,495,320,184,147,30,4,Willow LaborAssignment 265,2.00,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5ed3574aded2524abb0ed192b9bb129a5ed3574aded2524abb0ed192b9bb129a
266,LA000266,12,227,445,432,12,4,Atlas LaborAssignment 266,3.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,350406a4ad8c5d6fbb44798477e3a4c4350406a4ad8c5d6fbb44798477e3a4c4
267,LA000267,490,110,126,20,31,3,Evergreen LaborAssignment 267,4.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ee598915f47b5842bfae1ab80a829e09ee598915f47b5842bfae1ab80a829e09
268,LA000268,229,29,61,157,9,8,Keystone LaborAssignment 268,5.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b1e6e536117b5c64a3491cd4aa72b9d2b1e6e536117b5c64a3491cd4aa72b9d2
269,LA000269,385,50,311,242,1,8,Delta LaborAssignment 269,6.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,58440a76c1b552f295ef4767cfadc74658440a76c1b552f295ef4767cfadc746
270,LA000270,74,17,281,309,13,3,Forge LaborAssignment 270,7.00,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7a910cc0651d5f75bedf521580e756c77a910cc0651d5f75bedf521580e756c7
271,LA000271,219,73,295,208,18,4,Orion LaborAssignment 271,8.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5e47d0a2dddb5bad9c96a9bc927fed535e47d0a2dddb5bad9c96a9bc927fed53
272,LA000272,115,235,156,150,28,6,Vertex LaborAssignment 272,9.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,49b133fe576956d2a22ff5e40a1e240d49b133fe576956d2a22ff5e40a1e240d
273,LA000273,143,115,105,140,29,8,Pioneer LaborAssignment 273,10.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fa175afe025253f1917fcc11f3760b32fa175afe025253f1917fcc11f3760b32
274,LA000274,288,110,46,296,27,2,Unity LaborAssignment 274,11.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7b319e6708255b7ea18a9cf5ccaa63eb7b319e6708255b7ea18a9cf5ccaa63eb
275,LA000275,5,193,457,312,7,1,Delta LaborAssignment 275,12.00,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,52b253fd01b457c3a1c1bd6e76bc031b52b253fd01b457c3a1c1bd6e76bc031b
276,LA000276,375,143,101,402,21,5,Junction LaborAssignment 276,13.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ed515dc3f8de5001ba587652d6aa2551ed515dc3f8de5001ba587652d6aa2551
277,LA000277,483,255,188,452,21,4,Vertex LaborAssignment 277,14.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,799a3f8f9be0544f99ba708721f41287799a3f8f9be0544f99ba708721f41287
278,LA000278,215,219,322,380,34,1,Summit LaborAssignment 278,15.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ad2616568b495dafa46a87fd3e3165cead2616568b495dafa46a87fd3e3165ce
279,LA000279,297,59,123,34,2,3,Keystone LaborAssignment 279,16.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b616f5ec49d5574c9974da4823824586b616f5ec49d5574c9974da4823824586
280,LA000280,77,240,25,342,10,6,Pioneer LaborAssignment 280,17.00,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,851e28fc36585dbab3dd4fc3b775a0ff851e28fc36585dbab3dd4fc3b775a0ff
281,LA000281,112,3,181,90,26,8,Riverton LaborAssignment 281,18.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a78f5586a1dd5096a983b501c72b6f1aa78f5586a1dd5096a983b501c72b6f1a
282,LA000282,5,114,404,410,15,8,Zenith LaborAssignment 282,19.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f3c441ced0f658fb882f05bfb525a724f3c441ced0f658fb882f05bfb525a724
283,LA000283,399,192,139,432,17,7,Willow LaborAssignment 283,20.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4fd5f8c82cd65fa681065d71c29a231c4fd5f8c82cd65fa681065d71c29a231c
284,LA000284,87,306,137,416,9,7,Forge LaborAssignment 284,21.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,35b5a905325a5dd593ad72d9220d211035b5a905325a5dd593ad72d9220d2110
285,LA000285,26,41,446,97,31,1,Cedar LaborAssignment 285,22.00,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3b50553ac965539d884806220941c6753b50553ac965539d884806220941c675
286,LA000286,458,10,7,493,9,6,Delta LaborAssignment 286,23.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,94df585addb75f649c0209d16bbd1b0294df585addb75f649c0209d16bbd1b02
287,LA000287,499,260,460,165,14,1,Northstar LaborAssignment 287,24.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3a917c46638153bf9894266fb3995ad33a917c46638153bf9894266fb3995ad3
288,LA000288,452,196,152,176,28,5,Zenith LaborAssignment 288,1.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b17d0c3cc5255ced93c113431d004e70b17d0c3cc5255ced93c113431d004e70
289,LA000289,249,289,489,130,17,7,Titan LaborAssignment 289,2.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5232305c3bd7571fac09d35a1cbc3d405232305c3bd7571fac09d35a1cbc3d40
290,LA000290,183,340,371,271,4,2,Orion LaborAssignment 290,3.00,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,329189c3437d54da882d4b3a414374a7329189c3437d54da882d4b3a414374a7
291,LA000291,317,106,130,171,1,8,Beacon LaborAssignment 291,4.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,46aec512fa8151eeb36a104de281e0ed46aec512fa8151eeb36a104de281e0ed
292,LA000292,105,125,484,407,28,8,Quartz LaborAssignment 292,5.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4ed720b1ddc7566eb83d96a791b6c6664ed720b1ddc7566eb83d96a791b6c666
293,LA000293,263,240,250,135,22,5,Ion LaborAssignment 293,6.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8031348d211557c188d4c75a2be4fdd88031348d211557c188d4c75a2be4fdd8
294,LA000294,89,348,136,319,1,6,Ion LaborAssignment 294,7.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ebe249b9a8c254dabb201386ac4ef6e6ebe249b9a8c254dabb201386ac4ef6e6
295,LA000295,405,120,449,376,21,4,Evergreen LaborAssignment 295,8.00,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cd57a199428958159c1d4d8f57a84cf2cd57a199428958159c1d4d8f57a84cf2
296,LA000296,191,5,473,214,22,5,Titan LaborAssignment 296,9.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,32efa52259ee5d78baaa233400e0bda332efa52259ee5d78baaa233400e0bda3
297,LA000297,35,94,320,432,22,2,Cedar LaborAssignment 297,10.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,728aabf049ae5197bd37fda5dd8bd377728aabf049ae5197bd37fda5dd8bd377
298,LA000298,381,99,46,495,33,3,Delta LaborAssignment 298,11.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7e8b05af0d075a048f3467d7c561860f7e8b05af0d075a048f3467d7c561860f
299,LA000299,93,316,234,198,32,5,Delta LaborAssignment 299,12.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4c4eee27212e528493f87bf245a927064c4eee27212e528493f87bf245a92706
300,LA000300,246,243,335,48,2,7,Evergreen LaborAssignment 300,13.00,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,de9995fef0e85a608cb9a288a2c24c45de9995fef0e85a608cb9a288a2c24c45
301,LA000301,258,340,120,396,32,8,Forge LaborAssignment 301,14.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,70e69b80710a5750af021e9b12e1aac470e69b80710a5750af021e9b12e1aac4
302,LA000302,419,152,170,238,18,3,Vertex LaborAssignment 302,15.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b27ac416a37c5a7cbaa49a43ed220688b27ac416a37c5a7cbaa49a43ed220688
303,LA000303,439,142,173,452,17,2,Meridian LaborAssignment 303,16.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e3876ad72fe35600b617b510eb7661f6e3876ad72fe35600b617b510eb7661f6
304,LA000304,265,45,83,138,19,8,Riverton LaborAssignment 304,17.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cffb2d7f8c2e550ca9aab13d6070ed64cffb2d7f8c2e550ca9aab13d6070ed64
305,LA000305,272,37,238,324,31,6,Keystone LaborAssignment 305,18.00,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,24f3463be62e5e838de66ee455e0c57b24f3463be62e5e838de66ee455e0c57b
306,LA000306,183,247,24,22,8,5,Riverton LaborAssignment 306,19.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bc732f84c37756438b861e31fc0cbc90bc732f84c37756438b861e31fc0cbc90
307,LA000307,203,108,223,287,9,1,Ion LaborAssignment 307,20.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ce443dc725ec50bd86166192d1452ecfce443dc725ec50bd86166192d1452ecf
308,LA000308,374,98,336,275,28,7,Evergreen LaborAssignment 308,21.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fb940d9862a75d8c8f01d609d756d20afb940d9862a75d8c8f01d609d756d20a
309,LA000309,74,17,413,305,15,8,Quartz LaborAssignment 309,22.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9d167c5d04bc5ba18b0d2d1b29ad23039d167c5d04bc5ba18b0d2d1b29ad2303
310,LA000310,293,229,348,240,25,1,Liberty LaborAssignment 310,23.00,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,75b7e004327456ef97955db647ba3cec75b7e004327456ef97955db647ba3cec
