MachineKey,MachineNumber,AssetKey,WorkCenterKey,PlantKey,MachineStationKey,MachineCapacityRatingKey,RecordStatusKey,MachineName,RevisionCode,ActiveFlag,StandardValue,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
207,M000207,75,253,173,294,381,1,Forge Machine 207,M000207,1,293.5900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bbb5893f04c45145996e516e564f9b3bbbb5893f04c45145996e516e564f9b3b
208,M000208,115,318,111,341,15,4,Granite Machine 208,M000208,1,294.9600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,70eeb31745cd5d5faec3bfa2c15dd02570eeb31745cd5d5faec3bfa2c15dd025
209,M000209,402,223,149,41,70,2,Liberty Machine 209,M000209,1,296.3300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1f7dd5a18143552da2aea1a914dca5d41f7dd5a18143552da2aea1a914dca5d4
210,M000210,281,97,334,87,218,2,Liberty Machine 210,M000210,0,297.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0ee2bf25c06c5ce98da11194d9016e200ee2bf25c06c5ce98da11194d9016e20
211,M000211,54,164,275,329,87,2,Meridian Machine 211,M000211,1,299.0700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,836b6b3b49895825b083659909746c64836b6b3b49895825b083659909746c64
212,M000212,301,488,240,279,72,1,Cedar Machine 212,M000212,1,300.4400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e193e60079b053d7a1c871953912d904e193e60079b053d7a1c871953912d904
213,M000213,414,54,341,144,280,2,Atlas Machine 213,M000213,1,301.8100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,98c4f21b3c47584fa39f006d47394f2c98c4f21b3c47584fa39f006d47394f2c
214,M000214,477,476,68,338,46,4,Vertex Machine 214,M000214,1,303.1800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b5993100033d5e6d9e406c3285f5c7c7b5993100033d5e6d9e406c3285f5c7c7
215,M000215,320,4,19,34,238,1,Junction Machine 215,M000215,0,304.5500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,541e8d33810f530a84a24b52e1261622541e8d33810f530a84a24b52e1261622
216,M000216,493,356,225,438,339,4,Unity Machine 216,M000216,1,305.9200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,869525bfe9a95267bb38bc33e4bb74cf869525bfe9a95267bb38bc33e4bb74cf
217,M000217,237,228,113,468,142,1,Willow Machine 217,M000217,1,307.2900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e0918ee4d428506ebfa55482fe831406e0918ee4d428506ebfa55482fe831406
218,M000218,50,249,64,237,38,1,Atlas Machine 218,M000218,1,308.6600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9fc55f2c590855ec9d0a1cdca7335d859fc55f2c590855ec9d0a1cdca7335d85
219,M000219,273,34,51,473,85,2,Ion Machine 219,M000219,1,310.0300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dcc46ca38b2f54c7910b82a7a1408d2bdcc46ca38b2f54c7910b82a7a1408d2b
220,M000220,16,175,230,360,466,3,Delta Machine 220,M000220,0,311.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d4470915da4a511fb423f543abab64efd4470915da4a511fb423f543abab64ef
221,M000221,329,313,14,50,410,3,Evergreen Machine 221,M000221,1,312.7700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,747e27907dbd5bd6abab8772732f6a26747e27907dbd5bd6abab8772732f6a26
222,M000222,431,428,213,400,107,4,Beacon Machine 222,M000222,1,314.1400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f36752d43b0958c3a91bc05093458dcaf36752d43b0958c3a91bc05093458dca
223,M000223,266,104,9,55,433,3,Northstar Machine 223,M000223,1,315.5100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8cfa81e3de58560a8a97cfe91325cd4e8cfa81e3de58560a8a97cfe91325cd4e
224,M000224,309,233,308,469,257,2,Pioneer Machine 224,M000224,1,316.8800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ff32aebc0b375345bd9e12b968e8ec1fff32aebc0b375345bd9e12b968e8ec1f
225,M000225,443,94,98,140,172,4,Pioneer Machine 225,M000225,0,318.2500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9bc0b92401af5d4396d0d47f7f7e970f9bc0b92401af5d4396d0d47f7f7e970f
226,M000226,155,328,1,231,365,4,Cedar Machine 226,M000226,1,319.6200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,099ffdfd30e15ac4a2de6b2c8b938c7c099ffdfd30e15ac4a2de6b2c8b938c7c
227,M000227,467,411,83,400,256,1,Liberty Machine 227,M000227,1,320.9900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,108e6525ff5a541b93e9eea65e1cf006108e6525ff5a541b93e9eea65e1cf006
228,M000228,235,305,265,168,63,2,Atlas Machine 228,M000228,1,322.3600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7e6cc292a10c5aca9f74b5e0cc09108c7e6cc292a10c5aca9f74b5e0cc09108c
229,M000229,300,491,7,372,397,3,Riverton Machine 229,M000229,1,323.7300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6ace1e6d051c541397f960131e6583d76ace1e6d051c541397f960131e6583d7
230,M000230,481,280,339,315,371,3,Riverton Machine 230,M000230,0,325.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f66223a0992d5394a41f9c5a44f16cdbf66223a0992d5394a41f9c5a44f16cdb
231,M000231,401,74,241,361,219,1,Quartz Machine 231,M000231,1,326.4700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e3e1a6385f8452a18903c8f0cbb21107e3e1a6385f8452a18903c8f0cbb21107
232,M000232,451,1,24,388,375,1,Granite Machine 232,M000232,1,327.8400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,89ae7f87ddc856cb9bbeae9996e22ec689ae7f87ddc856cb9bbeae9996e22ec6
233,M000233,398,140,300,11,209,2,Liberty Machine 233,M000233,1,329.2100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c5dc32fc955a5fbd8f10af6950ff561cc5dc32fc955a5fbd8f10af6950ff561c
234,M000234,232,455,117,390,431,3,Keystone Machine 234,M000234,1,330.5800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ce5fbf965b255e1cbcd1f3646e650429ce5fbf965b255e1cbcd1f3646e650429
235,M000235,180,385,151,31,441,3,Unity Machine 235,M000235,0,331.9500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7feb2723631f5b29803243d8171afc4a7feb2723631f5b29803243d8171afc4a
236,M000236,80,236,264,252,67,1,Cedar Machine 236,M000236,1,333.3200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6a1f14e297115e60a57cd9cc9f5a8b736a1f14e297115e60a57cd9cc9f5a8b73
237,M000237,78,209,144,15,324,2,Liberty Machine 237,M000237,1,334.6900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,92548e6234f35c74940b01373ff2c38492548e6234f35c74940b01373ff2c384
238,M000238,305,314,48,27,113,2,Unity Machine 238,M000238,1,336.0600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,09b1bbf955af5fe589ab5738e5fb250a09b1bbf955af5fe589ab5738e5fb250a
239,M000239,297,204,276,73,412,4,Vertex Machine 239,M000239,1,337.4300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9766e824ddbb5f1b95ab486e3f04c1029766e824ddbb5f1b95ab486e3f04c102
240,M000240,79,138,318,425,109,2,Granite Machine 240,M000240,0,338.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1b521080e9095b1cbacf03296cc07eeb1b521080e9095b1cbacf03296cc07eeb
241,M000241,67,69,242,255,244,2,Granite Machine 241,M000241,1,340.1700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fd3aa5eb1f4650759d6ca81cf6b328c7fd3aa5eb1f4650759d6ca81cf6b328c7
242,M000242,44,217,38,199,362,4,Orion Machine 242,M000242,1,341.5400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2f3fa4f921ee5ac1a8aef48b3ebe63c72f3fa4f921ee5ac1a8aef48b3ebe63c7
243,M000243,171,315,223,318,315,4,Harbor Machine 243,M000243,1,342.9100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3638db2664225414961224bfac2623bc3638db2664225414961224bfac2623bc
244,M000244,68,462,261,243,124,1,Riverton Machine 244,M000244,1,344.2800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b0d6bdc3c89053bf830cd50255e68346b0d6bdc3c89053bf830cd50255e68346
245,M000245,202,344,58,264,152,1,Riverton Machine 245,M000245,0,345.6500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,47cb77c419fc5620bd3350f26280a57447cb77c419fc5620bd3350f26280a574
246,M000246,233,320,114,128,463,1,Summit Machine 246,M000246,1,347.0200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f92fb944b9d656f19e87ef8029b3a588f92fb944b9d656f19e87ef8029b3a588
247,M000247,51,315,153,412,165,2,Liberty Machine 247,M000247,1,348.3900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6c95dc18e1fa51bf89ca62ecb4aab36f6c95dc18e1fa51bf89ca62ecb4aab36f
248,M000248,56,479,50,186,28,4,Granite Machine 248,M000248,1,349.7600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,64aac174c8e05f1591c81607bb62027764aac174c8e05f1591c81607bb620277
249,M000249,273,463,89,334,474,2,Atlas Machine 249,M000249,1,351.1300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fa885262826c55348fb61077e58bb5e1fa885262826c55348fb61077e58bb5e1
250,M000250,349,326,5,443,193,3,Granite Machine 250,M000250,0,352.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ba57d196f3e858689a69757daae046ffba57d196f3e858689a69757daae046ff
251,M000251,54,356,166,9,156,2,Summit Machine 251,M000251,1,353.8700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,847503d94a8950fca4023aebe39022c4847503d94a8950fca4023aebe39022c4
252,M000252,303,135,250,164,268,2,Summit Machine 252,M000252,1,355.2400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,29d11fcced5d501084fb69a4e996788629d11fcced5d501084fb69a4e9967886
253,M000253,133,457,306,346,181,2,Atlas Machine 253,M000253,1,356.6100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b89addf4ef585bcc81a7e8fd0dd291a9b89addf4ef585bcc81a7e8fd0dd291a9
254,M000254,270,431,268,191,15,1,Riverton Machine 254,M000254,1,357.9800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d11b3b09b8645d8f942bea2856f2e53ed11b3b09b8645d8f942bea2856f2e53e
255,M000255,454,366,184,404,438,4,Ion Machine 255,M000255,0,359.3500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7e8e53a8e7da5f3b975c909789b987267e8e53a8e7da5f3b975c909789b98726
256,M000256,437,335,128,108,86,4,Forge Machine 256,M000256,1,360.7200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,47d0bdc3e89b580382769bd411d1340647d0bdc3e89b580382769bd411d13406
257,M000257,248,428,345,362,63,2,Forge Machine 257,M000257,1,362.0900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dc4a8c77e5de55e38a3339935fd661a6dc4a8c77e5de55e38a3339935fd661a6
258,M000258,463,233,119,157,409,2,Orion Machine 258,M000258,1,363.4600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fde8865c71df5eadae5f271ae246faaafde8865c71df5eadae5f271ae246faaa
259,M000259,355,372,138,288,290,1,Junction Machine 259,M000259,1,364.8300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a47db11344de5d64acc1b69ed85b8dc7a47db11344de5d64acc1b69ed85b8dc7
260,M000260,495,266,347,226,278,4,Keystone Machine 260,M000260,0,366.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a34fe6ecade15ea6aac6832e6aca0fcfa34fe6ecade15ea6aac6832e6aca0fcf
261,M000261,338,393,23,432,492,3,Zenith Machine 261,M000261,1,367.5700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f88ef354c98e56518dc181ccda79bc4af88ef354c98e56518dc181ccda79bc4a
262,M000262,259,357,243,389,368,1,Riverton Machine 262,M000262,1,368.9400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a5f6826f74f658918cafc20ec8a5a116a5f6826f74f658918cafc20ec8a5a116
263,M000263,66,75,248,44,28,1,Willow Machine 263,M000263,1,370.3100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,482d11439075574fa3b177342a248a9e482d11439075574fa3b177342a248a9e
264,M000264,115,45,172,163,49,2,Evergreen Machine 264,M000264,1,371.6800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9f48b28545335c51b7f55dfd64bceaff9f48b28545335c51b7f55dfd64bceaff
265,M000265,33,56,211,308,140,3,Northstar Machine 265,M000265,0,373.0500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0faea2cb073e505eb4729cc5ee1381590faea2cb073e505eb4729cc5ee138159
266,M000266,384,358,22,182,72,2,Harbor Machine 266,M000266,1,374.4200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b7f6ac70080b596fa1ae4068bd425d2fb7f6ac70080b596fa1ae4068bd425d2f
267,M000267,17,113,80,460,477,2,Forge Machine 267,M000267,1,375.7900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dff0b7b7b7085d1f934ef6bae9b82225dff0b7b7b7085d1f934ef6bae9b82225
268,M000268,362,253,165,269,291,4,Pioneer Machine 268,M000268,1,377.1600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6ecde80c3ae25e2da1883c397cb26cda6ecde80c3ae25e2da1883c397cb26cda
269,M000269,404,204,254,68,385,2,Granite Machine 269,M000269,1,378.5300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c5fca16c480152f5b41199e9c826a72dc5fca16c480152f5b41199e9c826a72d
270,M000270,366,471,350,53,171,2,Northstar Machine 270,M000270,0,379.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9b6516566035581ba6bfa1c9bcbb9d049b6516566035581ba6bfa1c9bcbb9d04
271,M000271,267,24,254,443,429,1,Pioneer Machine 271,M000271,1,381.2700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e3f1685ea8f15671b4ae8c052e082d0ce3f1685ea8f15671b4ae8c052e082d0c
272,M000272,229,323,65,119,122,2,Atlas Machine 272,M000272,1,382.6400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,872ce6ac1d975f10949e950b40155e59872ce6ac1d975f10949e950b40155e59
273,M000273,167,236,14,26,228,1,Northstar Machine 273,M000273,1,384.0100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,03d21264bed2579398a715667070fb1703d21264bed2579398a715667070fb17
274,M000274,151,274,232,17,177,3,Forge Machine 274,M000274,1,385.3800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,80936077656f52b0a7895aa08d458a7180936077656f52b0a7895aa08d458a71
275,M000275,64,310,324,9,95,4,Zenith Machine 275,M000275,0,386.7500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2cb86fe5b4e95cfd815e101fab55dc6e2cb86fe5b4e95cfd815e101fab55dc6e
276,M000276,142,137,60,210,88,4,Junction Machine 276,M000276,1,388.1200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0d887e88369e56ea8cad22a9876f54300d887e88369e56ea8cad22a9876f5430
277,M000277,385,375,127,344,327,3,Unity Machine 277,M000277,1,389.4900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a7b663855c7c53b094de7c85c31169b0a7b663855c7c53b094de7c85c31169b0
278,M000278,194,495,169,414,210,3,Willow Machine 278,M000278,1,390.8600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,33fae716ef635168b42f06df84e09ad733fae716ef635168b42f06df84e09ad7
279,M000279,264,44,116,345,227,1,Summit Machine 279,M000279,1,392.2300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fdad26ffe7b455618c285f3071a337cffdad26ffe7b455618c285f3071a337cf
280,M000280,152,164,125,201,153,3,Keystone Machine 280,M000280,0,393.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,377cdf5398975b1da58e6062ff3be559377cdf5398975b1da58e6062ff3be559
281,M000281,328,105,44,71,279,1,Willow Machine 281,M000281,1,394.9700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3033f78b53cc55ccb8288d41129321963033f78b53cc55ccb8288d4112932196
282,M000282,144,303,154,230,250,1,Liberty Machine 282,M000282,1,396.3400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6543b9939ded5c95ab8ad8054f77e92b6543b9939ded5c95ab8ad8054f77e92b
283,M000283,238,413,70,297,430,1,Unity Machine 283,M000283,1,397.7100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5abb4c731bfc5006a7f2c588b6cbfedd5abb4c731bfc5006a7f2c588b6cbfedd
284,M000284,296,138,318,293,467,4,Harbor Machine 284,M000284,1,399.0800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a69a7c00dd7f5fdca78b072aa98b78a6a69a7c00dd7f5fdca78b072aa98b78a6
285,M000285,7,94,95,57,468,2,Unity Machine 285,M000285,0,400.4500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5cd4d3e8a2bb550f8c7569ff131dd72a5cd4d3e8a2bb550f8c7569ff131dd72a
286,M000286,367,222,116,414,42,2,Willow Machine 286,M000286,1,401.8200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,91eee31f3a845186a265ff20c980356391eee31f3a845186a265ff20c9803563
287,M000287,426,463,169,325,386,3,Evergreen Machine 287,M000287,1,403.1900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e641936950945607a91e6d15f65388ade641936950945607a91e6d15f65388ad
288,M000288,491,36,198,85,499,2,Orion Machine 288,M000288,1,404.5600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,10344dac01e75984a2fe06dbf2e97a1410344dac01e75984a2fe06dbf2e97a14
289,M000289,319,66,177,169,298,4,Riverton Machine 289,M000289,1,405.9300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a8008f3a57c051caaca703f8db32ebe1a8008f3a57c051caaca703f8db32ebe1
290,M000290,474,92,269,382,59,3,Riverton Machine 290,M000290,0,407.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ca81db231f0952af9a4a951875e03dfeca81db231f0952af9a4a951875e03dfe
291,M000291,323,394,291,412,169,3,Keystone Machine 291,M000291,1,408.6700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0197c52c7c815046a3bac68f28417f260197c52c7c815046a3bac68f28417f26
292,M000292,72,300,321,277,106,1,Meridian Machine 292,M000292,1,410.0400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9133f3acd2aa58de845eca4daa489e779133f3acd2aa58de845eca4daa489e77
293,M000293,127,19,103,451,302,3,Harbor Machine 293,M000293,1,411.4100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,52117399f7a9591c878b36133290582f52117399f7a9591c878b36133290582f
294,M000294,351,192,203,3,480,4,Quartz Machine 294,M000294,1,412.7800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,370e74e548fe578486a469a4668023f5370e74e548fe578486a469a4668023f5
295,M000295,468,199,304,106,408,1,Atlas Machine 295,M000295,0,414.1500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ebf7cc67e36550e296cf7292ad8fbd0aebf7cc67e36550e296cf7292ad8fbd0a
296,M000296,203,430,287,323,445,3,Beacon Machine 296,M000296,1,415.5200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f6b8c698231756b8b72ed373e625ca33f6b8c698231756b8b72ed373e625ca33
297,M000297,409,304,53,127,173,1,Harbor Machine 297,M000297,1,416.8900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c63613dc8b9d583d93d3877cf5e2a1a9c63613dc8b9d583d93d3877cf5e2a1a9
298,M000298,262,211,151,364,480,4,Forge Machine 298,M000298,1,418.2600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5a7772b9478350ecb10fcc01d2d8cd995a7772b9478350ecb10fcc01d2d8cd99
299,M000299,349,205,64,59,1,1,Harbor Machine 299,M000299,1,419.6300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,912b4b403a6658c58940d79943e297f7912b4b403a6658c58940d79943e297f7
300,M000300,472,96,105,468,293,2,Atlas Machine 300,M000300,0,421.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6bd4a4d008db5f82be81756eada4e1df6bd4a4d008db5f82be81756eada4e1df
301,M000301,472,233,213,288,412,3,Orion Machine 301,M000301,1,422.3700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e307a76798c455509098c15295c67f89e307a76798c455509098c15295c67f89
302,M000302,407,450,301,84,490,3,Keystone Machine 302,M000302,1,423.7400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5b057460f43356ca88e5887a2a48fca05b057460f43356ca88e5887a2a48fca0
303,M000303,102,56,16,466,396,1,Ion Machine 303,M000303,1,425.1100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,27c4fd885c715f4688916d3146af239427c4fd885c715f4688916d3146af2394
304,M000304,21,438,260,300,109,1,Forge Machine 304,M000304,1,426.4800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2e432c9dd256527f9fe2005115b1de7a2e432c9dd256527f9fe2005115b1de7a
305,M000305,303,299,67,72,62,3,Cedar Machine 305,M000305,0,427.8500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8b18d2fdbb9b54fa8eb0316d282f3d4f8b18d2fdbb9b54fa8eb0316d282f3d4f
306,M000306,365,436,134,111,439,1,Summit Machine 306,M000306,1,429.2200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dcddebe7d117579e9bc6d476025d1db3dcddebe7d117579e9bc6d476025d1db3
307,M000307,378,20,145,331,38,4,Evergreen Machine 307,M000307,1,430.5900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4eab7cb787875f29b46526c9e3342a224eab7cb787875f29b46526c9e3342a22
308,M000308,7,428,238,372,280,1,Vertex Machine 308,M000308,1,431.9600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,55b38900fc2b5e3b8a92c493aad2e5d255b38900fc2b5e3b8a92c493aad2e5d2
309,M000309,177,296,257,363,430,3,Granite Machine 309,M000309,1,433.3300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6577f875a1a255ac88ee09460b1225046577f875a1a255ac88ee09460b122504
310,M000310,115,41,213,3,329,3,Riverton Machine 310,M000310,0,434.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bc91d60961a9543a990c4ae8a2fe1e16bc91d60961a9543a990c4ae8a2fe1e16
