GlAccountKey,GlAccountNumber,AccountSubGroupKey,AccountReportingLineKey,PostingTypeKey,CostElementTypeKey,RecordStatusKey,CurrencyKey,GlAccountName,AccountDescription,NormalBalanceCode,FinancialStatementName,AllowPostingFlag,TaxRelevantFlag,IntercompanyFlag,EffectiveStartDate,SourceSystemKey,BatchId,LoadedAtUtc
314,GA000314,153,185,5,7,4,4,Atlas GlAccount 314,GlAccount starter record 314,G,Orion GlAccount 314,1,1,1,2020-11-10,1,1,2026-08-24T00:00:00.000
315,GA000315,3,85,4,6,2,5,Granite GlAccount 315,GlAccount starter record 315,G,Harbor GlAccount 315,0,0,0,2020-11-11,1,1,2026-08-24T00:00:00.000
316,GA000316,182,166,9,11,4,2,Evergreen GlAccount 316,GlAccount starter record 316,G,Harbor GlAccount 316,1,1,1,2020-11-12,1,1,2026-08-24T00:00:00.000
317,GA000317,163,8,14,6,2,1,Granite GlAccount 317,GlAccount starter record 317,G,Vertex GlAccount 317,1,1,1,2020-11-13,1,1,2026-08-24T00:00:00.000
318,GA000318,157,25,14,10,4,2,Vertex GlAccount 318,GlAccount starter record 318,G,Northstar GlAccount 318,1,1,1,2020-11-14,1,1,2026-08-24T00:00:00.000
319,GA000319,154,39,4,5,1,2,Pioneer GlAccount 319,GlAccount starter record 319,G,Meridian GlAccount 319,1,1,1,2020-11-15,1,1,2026-08-24T00:00:00.000
320,GA000320,65,5,16,9,1,4,Granite GlAccount 320,GlAccount starter record 320,G,Summit GlAccount 320,0,0,0,2020-11-16,1,1,2026-08-24T00:00:00.000
321,GA000321,64,83,9,2,2,2,Forge GlAccount 321,GlAccount starter record 321,G,Forge GlAccount 321,1,1,1,2020-11-17,1,1,2026-08-24T00:00:00.000
322,GA000322,166,124,11,9,4,2,Keystone GlAccount 322,GlAccount starter record 322,G,Summit GlAccount 322,1,1,1,2020-11-18,1,1,2026-08-24T00:00:00.000
323,GA000323,132,190,5,5,3,2,Northstar GlAccount 323,GlAccount starter record 323,G,Ion GlAccount 323,1,1,1,2020-11-19,1,1,2026-08-24T00:00:00.000
324,GA000324,143,187,10,4,1,4,Cedar GlAccount 324,GlAccount starter record 324,G,Titan GlAccount 324,1,1,1,2020-11-20,1,1,2026-08-24T00:00:00.000
325,GA000325,72,183,1,9,4,4,Beacon GlAccount 325,GlAccount starter record 325,G,Keystone GlAccount 325,0,0,0,2020-11-21,1,1,2026-08-24T00:00:00.000
326,GA000326,64,110,4,9,4,3,Riverton GlAccount 326,GlAccount starter record 326,G,Zenith GlAccount 326,1,1,1,2020-11-22,1,1,2026-08-24T00:00:00.000
327,GA000327,91,30,16,10,4,4,Vertex GlAccount 327,GlAccount starter record 327,G,Meridian GlAccount 327,1,1,1,2020-11-23,1,1,2026-08-24T00:00:00.000
328,GA000328,180,76,5,7,1,3,Atlas GlAccount 328,GlAccount starter record 328,G,Vertex GlAccount 328,1,1,1,2020-11-24,1,1,2026-08-24T00:00:00.000
329,GA000329,171,15,15,3,4,4,Northstar GlAccount 329,GlAccount starter record 329,G,Vertex GlAccount 329,1,1,1,2020-11-25,1,1,2026-08-24T00:00:00.000
330,GA000330,113,168,3,3,4,4,Delta GlAccount 330,GlAccount starter record 330,G,Liberty GlAccount 330,0,0,0,2020-11-26,1,1,2026-08-24T00:00:00.000
331,GA000331,133,162,14,6,1,5,Pioneer GlAccount 331,GlAccount starter record 331,G,Riverton GlAccount 331,1,1,1,2020-11-27,1,1,2026-08-24T00:00:00.000
332,GA000332,42,149,1,8,3,5,Harbor GlAccount 332,GlAccount starter record 332,G,Harbor GlAccount 332,1,1,1,2020-11-28,1,1,2026-08-24T00:00:00.000
333,GA000333,9,65,1,11,1,4,Ion GlAccount 333,GlAccount starter record 333,G,Forge GlAccount 333,1,1,1,2020-11-29,1,1,2026-08-24T00:00:00.000
334,GA000334,152,14,12,4,1,2,Riverton GlAccount 334,GlAccount starter record 334,G,Junction GlAccount 334,1,1,1,2020-11-30,1,1,2026-08-24T00:00:00.000
335,GA000335,196,44,2,9,2,1,Pioneer GlAccount 335,GlAccount starter record 335,G,Zenith GlAccount 335,0,0,0,2020-12-01,1,1,2026-08-24T00:00:00.000
336,GA000336,47,198,3,1,2,3,Evergreen GlAccount 336,GlAccount starter record 336,G,Evergreen GlAccount 336,1,1,1,2020-12-02,1,1,2026-08-24T00:00:00.000
337,GA000337,185,128,16,4,3,3,Summit GlAccount 337,GlAccount starter record 337,G,Cedar GlAccount 337,1,1,1,2020-12-03,1,1,2026-08-24T00:00:00.000
338,GA000338,119,138,5,4,3,4,Quartz GlAccount 338,GlAccount starter record 338,G,Zenith GlAccount 338,1,1,1,2020-12-04,1,1,2026-08-24T00:00:00.000
339,GA000339,166,177,10,7,4,3,Riverton GlAccount 339,GlAccount starter record 339,G,Ion GlAccount 339,1,1,1,2020-12-05,1,1,2026-08-24T00:00:00.000
340,GA000340,180,27,9,10,1,3,Northstar GlAccount 340,GlAccount starter record 340,G,Unity GlAccount 340,0,0,0,2020-12-06,1,1,2026-08-24T00:00:00.000
341,GA000341,96,19,13,6,4,5,Evergreen GlAccount 341,GlAccount starter record 341,G,Cedar GlAccount 341,1,1,1,2020-12-07,1,1,2026-08-24T00:00:00.000
342,GA000342,183,103,11,12,4,5,Northstar GlAccount 342,GlAccount starter record 342,G,Unity GlAccount 342,1,1,1,2020-12-08,1,1,2026-08-24T00:00:00.000
343,GA000343,178,31,9,12,3,1,Evergreen GlAccount 343,GlAccount starter record 343,G,Cedar GlAccount 343,1,1,1,2020-12-09,1,1,2026-08-24T00:00:00.000
344,GA000344,84,172,1,11,3,5,Pioneer GlAccount 344,GlAccount starter record 344,G,Liberty GlAccount 344,1,1,1,2020-12-10,1,1,2026-08-24T00:00:00.000
345,GA000345,72,192,10,1,3,1,Unity GlAccount 345,GlAccount starter record 345,G,Forge GlAccount 345,0,0,0,2020-12-11,1,1,2026-08-24T00:00:00.000
346,GA000346,65,39,1,5,3,1,Riverton GlAccount 346,GlAccount starter record 346,G,Meridian GlAccount 346,1,1,1,2020-12-12,1,1,2026-08-24T00:00:00.000
347,GA000347,180,78,16,7,4,4,Evergreen GlAccount 347,GlAccount starter record 347,G,Zenith GlAccount 347,1,1,1,2020-12-13,1,1,2026-08-24T00:00:00.000
348,GA000348,141,14,13,1,3,5,Evergreen GlAccount 348,GlAccount starter record 348,G,Riverton GlAccount 348,1,1,1,2020-12-14,1,1,2026-08-24T00:00:00.000
349,GA000349,76,147,4,9,3,2,Riverton GlAccount 349,GlAccount starter record 349,G,Meridian GlAccount 349,1,1,1,2020-12-15,1,1,2026-08-24T00:00:00.000
350,GA000350,125,98,8,2,4,5,Junction GlAccount 350,GlAccount starter record 350,G,Zenith GlAccount 350,0,0,0,2020-12-16,1,1,2026-08-24T00:00:00.000
351,GA000351,174,114,15,11,1,2,Cedar GlAccount 351,GlAccount starter record 351,G,Pioneer GlAccount 351,1,1,1,2020-12-17,1,1,2026-08-24T00:00:00.000
352,GA000352,175,141,9,11,1,4,Evergreen GlAccount 352,GlAccount starter record 352,G,Summit GlAccount 352,1,1,1,2020-12-18,1,1,2026-08-24T00:00:00.000
353,GA000353,77,68,8,12,1,5,Summit GlAccount 353,GlAccount starter record 353,G,Orion GlAccount 353,1,1,1,2020-12-19,1,1,2026-08-24T00:00:00.000
354,GA000354,112,34,15,6,2,3,Zenith GlAccount 354,GlAccount starter record 354,G,Orion GlAccount 354,1,1,1,2020-12-20,1,1,2026-08-24T00:00:00.000
355,GA000355,112,5,5,10,3,2,Northstar GlAccount 355,GlAccount starter record 355,G,Delta GlAccount 355,0,0,0,2020-12-21,1,1,2026-08-24T00:00:00.000
356,GA000356,113,79,8,1,4,5,Riverton GlAccount 356,GlAccount starter record 356,G,Evergreen GlAccount 356,1,1,1,2020-12-22,1,1,2026-08-24T00:00:00.000
357,GA000357,217,110,12,5,4,5,Quartz GlAccount 357,GlAccount starter record 357,G,Keystone GlAccount 357,1,1,1,2020-12-23,1,1,2026-08-24T00:00:00.000
358,GA000358,67,45,6,11,3,1,Forge GlAccount 358,GlAccount starter record 358,G,Pioneer GlAccount 358,1,1,1,2020-12-24,1,1,2026-08-24T00:00:00.000
359,GA000359,146,93,13,5,4,2,Keystone GlAccount 359,GlAccount starter record 359,G,Ion GlAccount 359,1,1,1,2020-12-25,1,1,2026-08-24T00:00:00.000
360,GA000360,210,197,6,10,1,5,Pioneer GlAccount 360,GlAccount starter record 360,G,Orion GlAccount 360,0,0,0,2020-12-26,1,1,2026-08-24T00:00:00.000
361,GA000361,193,13,10,3,3,5,Riverton GlAccount 361,GlAccount starter record 361,G,Granite GlAccount 361,1,1,1,2020-12-27,1,1,2026-08-24T00:00:00.000
362,GA000362,86,133,8,10,3,4,Zenith GlAccount 362,GlAccount starter record 362,G,Harbor GlAccount 362,1,1,1,2020-12-28,1,1,2026-08-24T00:00:00.000
363,GA000363,10,18,5,8,1,4,Northstar GlAccount 363,GlAccount starter record 363,G,Orion GlAccount 363,1,1,1,2020-12-29,1,1,2026-08-24T00:00:00.000
364,GA000364,69,115,2,4,1,2,Riverton GlAccount 364,GlAccount starter record 364,G,Delta GlAccount 364,1,1,1,2020-12-30,1,1,2026-08-24T00:00:00.000
365,GA000365,212,22,2,8,1,2,Evergreen GlAccount 365,GlAccount starter record 365,G,Atlas GlAccount 365,0,0,0,2020-12-31,1,1,2026-08-24T00:00:00.000
366,GA000366,208,199,9,3,4,2,Meridian GlAccount 366,GlAccount starter record 366,G,Ion GlAccount 366,1,1,1,2021-01-01,1,1,2026-08-24T00:00:00.000
367,GA000367,91,61,4,6,4,1,Junction GlAccount 367,GlAccount starter record 367,G,Willow GlAccount 367,1,1,1,2021-01-02,1,1,2026-08-24T00:00:00.000
368,GA000368,101,46,13,5,4,2,Liberty GlAccount 368,GlAccount starter record 368,G,Northstar GlAccount 368,1,1,1,2021-01-03,1,1,2026-08-24T00:00:00.000
369,GA000369,219,41,15,8,3,5,Granite GlAccount 369,GlAccount starter record 369,G,Atlas GlAccount 369,1,1,1,2021-01-04,1,1,2026-08-24T00:00:00.000
370,GA000370,129,98,2,6,1,3,Delta GlAccount 370,GlAccount starter record 370,G,Beacon GlAccount 370,0,0,0,2021-01-05,1,1,2026-08-24T00:00:00.000
371,GA000371,184,34,6,10,1,1,Meridian GlAccount 371,GlAccount starter record 371,G,Willow GlAccount 371,1,1,1,2021-01-06,1,1,2026-08-24T00:00:00.000
372,GA000372,47,174,5,5,2,3,Atlas GlAccount 372,GlAccount starter record 372,G,Evergreen GlAccount 372,1,1,1,2021-01-07,1,1,2026-08-24T00:00:00.000
373,GA000373,135,78,3,1,4,4,Willow GlAccount 373,GlAccount starter record 373,G,Zenith GlAccount 373,1,1,1,2021-01-08,1,1,2026-08-24T00:00:00.000
374,GA000374,167,127,4,9,3,2,Atlas GlAccount 374,GlAccount starter record 374,G,Willow GlAccount 374,1,1,1,2021-01-09,1,1,2026-08-24T00:00:00.000
375,GA000375,3,194,4,9,4,2,Atlas GlAccount 375,GlAccount starter record 375,G,Keystone GlAccount 375,0,0,0,2021-01-10,1,1,2026-08-24T00:00:00.000
376,GA000376,31,187,3,3,2,2,Ion GlAccount 376,GlAccount starter record 376,G,Willow GlAccount 376,1,1,1,2021-01-11,1,1,2026-08-24T00:00:00.000
377,GA000377,105,1,16,9,2,4,Junction GlAccount 377,GlAccount starter record 377,G,Orion GlAccount 377,1,1,1,2021-01-12,1,1,2026-08-24T00:00:00.000
378,GA000378,34,2,16,9,1,2,Titan GlAccount 378,GlAccount starter record 378,G,Ion GlAccount 378,1,1,1,2021-01-13,1,1,2026-08-24T00:00:00.000
379,GA000379,104,158,13,9,1,1,Pioneer GlAccount 379,GlAccount starter record 379,G,Northstar GlAccount 379,1,1,1,2021-01-14,1,1,2026-08-24T00:00:00.000
380,GA000380,175,2,14,9,2,3,Titan GlAccount 380,GlAccount starter record 380,G,Cedar GlAccount 380,0,0,0,2021-01-15,1,1,2026-08-24T00:00:00.000
381,GA000381,42,74,11,11,3,5,Pioneer GlAccount 381,GlAccount starter record 381,G,Vertex GlAccount 381,1,1,1,2021-01-16,1,1,2026-08-24T00:00:00.000
382,GA000382,83,193,5,2,3,4,Riverton GlAccount 382,GlAccount starter record 382,G,Cedar GlAccount 382,1,1,1,2021-01-17,1,1,2026-08-24T00:00:00.000
383,GA000383,117,108,4,10,4,1,Willow GlAccount 383,GlAccount starter record 383,G,Orion GlAccount 383,1,1,1,2021-01-18,1,1,2026-08-24T00:00:00.000
384,GA000384,163,45,7,1,3,4,Liberty GlAccount 384,GlAccount starter record 384,G,Quartz GlAccount 384,1,1,1,2021-01-19,1,1,2026-08-24T00:00:00.000
385,GA000385,113,84,10,1,4,5,Unity GlAccount 385,GlAccount starter record 385,G,Beacon GlAccount 385,0,0,0,2021-01-20,1,1,2026-08-24T00:00:00.000
386,GA000386,140,55,3,12,1,3,Junction GlAccount 386,GlAccount starter record 386,G,Atlas GlAccount 386,1,1,1,2021-01-21,1,1,2026-08-24T00:00:00.000
387,GA000387,136,75,6,4,3,5,Unity GlAccount 387,GlAccount starter record 387,G,Granite GlAccount 387,1,1,1,2021-01-22,1,1,2026-08-24T00:00:00.000
388,GA000388,39,84,10,8,1,2,Ion GlAccount 388,GlAccount starter record 388,G,Meridian GlAccount 388,1,1,1,2021-01-23,1,1,2026-08-24T00:00:00.000
389,GA000389,194,70,9,8,2,1,Pioneer GlAccount 389,GlAccount starter record 389,G,Zenith GlAccount 389,1,1,1,2021-01-24,1,1,2026-08-24T00:00:00.000
390,GA000390,48,123,3,1,3,4,Delta GlAccount 390,GlAccount starter record 390,G,Ion GlAccount 390,0,0,0,2021-01-25,1,1,2026-08-24T00:00:00.000
391,GA000391,123,4,8,11,4,1,Meridian GlAccount 391,GlAccount starter record 391,G,Junction GlAccount 391,1,1,1,2021-01-26,1,1,2026-08-24T00:00:00.000
392,GA000392,84,90,5,2,4,4,Keystone GlAccount 392,GlAccount starter record 392,G,Granite GlAccount 392,1,1,1,2021-01-27,1,1,2026-08-24T00:00:00.000
393,GA000393,217,89,12,6,3,4,Beacon GlAccount 393,GlAccount starter record 393,G,Quartz GlAccount 393,1,1,1,2021-01-28,1,1,2026-08-24T00:00:00.000
394,GA000394,57,4,7,12,4,4,Riverton GlAccount 394,GlAccount starter record 394,G,Vertex GlAccount 394,1,1,1,2021-01-29,1,1,2026-08-24T00:00:00.000
395,GA000395,26,83,2,8,1,5,Riverton GlAccount 395,GlAccount starter record 395,G,Ion GlAccount 395,0,0,0,2021-01-30,1,1,2026-08-24T00:00:00.000
396,GA000396,14,143,2,5,2,1,Keystone GlAccount 396,GlAccount starter record 396,G,Keystone GlAccount 396,1,1,1,2021-01-31,1,1,2026-08-24T00:00:00.000
397,GA000397,181,141,7,7,4,5,Forge GlAccount 397,GlAccount starter record 397,G,Granite GlAccount 397,1,1,1,2021-02-01,1,1,2026-08-24T00:00:00.000
398,GA000398,126,128,4,3,2,3,Pioneer GlAccount 398,GlAccount starter record 398,G,Liberty GlAccount 398,1,1,1,2021-02-02,1,1,2026-08-24T00:00:00.000
399,GA000399,151,85,7,6,1,3,Liberty GlAccount 399,GlAccount starter record 399,G,Granite GlAccount 399,1,1,1,2021-02-03,1,1,2026-08-24T00:00:00.000
400,GA000400,178,182,4,12,2,5,Harbor GlAccount 400,GlAccount starter record 400,G,Atlas GlAccount 400,0,0,0,2021-02-04,1,1,2026-08-24T00:00:00.000
401,GA000401,149,170,4,4,2,2,Unity GlAccount 401,GlAccount starter record 401,G,Willow GlAccount 401,1,1,1,2021-02-05,1,1,2026-08-24T00:00:00.000
402,GA000402,147,111,7,7,3,5,Meridian GlAccount 402,GlAccount starter record 402,G,Junction GlAccount 402,1,1,1,2021-02-06,1,1,2026-08-24T00:00:00.000
403,GA000403,213,176,6,9,3,3,Orion GlAccount 403,GlAccount starter record 403,G,Vertex GlAccount 403,1,1,1,2021-02-07,1,1,2026-08-24T00:00:00.000
404,GA000404,82,153,14,2,1,5,Orion GlAccount 404,GlAccount starter record 404,G,Beacon GlAccount 404,1,1,1,2021-02-08,1,1,2026-08-24T00:00:00.000
405,GA000405,170,53,12,10,3,4,Orion GlAccount 405,GlAccount starter record 405,G,Beacon GlAccount 405,0,0,0,2021-02-09,1,1,2026-08-24T00:00:00.000
406,GA000406,173,128,5,8,4,2,Quartz GlAccount 406,GlAccount starter record 406,G,Liberty GlAccount 406,1,1,1,2021-02-10,1,1,2026-08-24T00:00:00.000
407,GA000407,133,21,12,11,4,5,Liberty GlAccount 407,GlAccount starter record 407,G,Granite GlAccount 407,1,1,1,2021-02-11,1,1,2026-08-24T00:00:00.000
408,GA000408,177,140,12,9,4,2,Ion GlAccount 408,GlAccount starter record 408,G,Riverton GlAccount 408,1,1,1,2021-02-12,1,1,2026-08-24T00:00:00.000
409,GA000409,35,42,8,4,2,4,Zenith GlAccount 409,GlAccount starter record 409,G,Ion GlAccount 409,1,1,1,2021-02-13,1,1,2026-08-24T00:00:00.000
410,GA000410,147,62,7,1,2,5,Titan GlAccount 410,GlAccount starter record 410,G,Atlas GlAccount 410,0,0,0,2021-02-14,1,1,2026-08-24T00:00:00.000
411,GA000411,78,24,11,4,4,1,Evergreen GlAccount 411,GlAccount starter record 411,G,Orion GlAccount 411,1,1,1,2021-02-15,1,1,2026-08-24T00:00:00.000
412,GA000412,41,179,15,11,3,1,Willow GlAccount 412,GlAccount starter record 412,G,Summit GlAccount 412,1,1,1,2021-02-16,1,1,2026-08-24T00:00:00.000
413,GA000413,200,179,8,2,3,4,Zenith GlAccount 413,GlAccount starter record 413,G,Ion GlAccount 413,1,1,1,2021-02-17,1,1,2026-08-24T00:00:00.000
414,GA000414,39,91,16,3,4,5,Cedar GlAccount 414,GlAccount starter record 414,G,Cedar GlAccount 414,1,1,1,2021-02-18,1,1,2026-08-24T00:00:00.000
415,GA000415,155,50,15,11,3,3,Vertex GlAccount 415,GlAccount starter record 415,G,Willow GlAccount 415,0,0,0,2021-02-19,1,1,2026-08-24T00:00:00.000
416,GA000416,168,50,4,12,2,1,Quartz GlAccount 416,GlAccount starter record 416,G,Delta GlAccount 416,1,1,1,2021-02-20,1,1,2026-08-24T00:00:00.000
417,GA000417,76,18,16,3,2,2,Orion GlAccount 417,GlAccount starter record 417,G,Riverton GlAccount 417,1,1,1,2021-02-21,1,1,2026-08-24T00:00:00.000
418,GA000418,40,72,8,6,4,4,Zenith GlAccount 418,GlAccount starter record 418,G,Cedar GlAccount 418,1,1,1,2021-02-22,1,1,2026-08-24T00:00:00.000
419,GA000419,69,67,3,3,2,2,Forge GlAccount 419,GlAccount starter record 419,G,Forge GlAccount 419,1,1,1,2021-02-23,1,1,2026-08-24T00:00:00.000
420,GA000420,164,55,15,7,3,4,Delta GlAccount 420,GlAccount starter record 420,G,Harbor GlAccount 420,0,0,0,2021-02-24,1,1,2026-08-24T00:00:00.000
421,GA000421,192,130,11,8,4,1,Pioneer GlAccount 421,GlAccount starter record 421,G,Evergreen GlAccount 421,1,1,1,2021-02-25,1,1,2026-08-24T00:00:00.000
422,GA000422,79,27,8,6,3,1,Junction GlAccount 422,GlAccount starter record 422,G,Atlas GlAccount 422,1,1,1,2021-02-26,1,1,2026-08-24T00:00:00.000
423,GA000423,43,198,4,11,3,1,Northstar GlAccount 423,GlAccount starter record 423,G,Riverton GlAccount 423,1,1,1,2021-02-27,1,1,2026-08-24T00:00:00.000
424,GA000424,152,163,16,12,3,2,Orion GlAccount 424,GlAccount starter record 424,G,Vertex GlAccount 424,1,1,1,2021-02-28,1,1,2026-08-24T00:00:00.000
425,GA000425,61,89,11,1,3,2,Willow GlAccount 425,GlAccount starter record 425,G,Northstar GlAccount 425,0,0,0,2021-03-01,1,1,2026-08-24T00:00:00.000
426,GA000426,58,134,4,3,4,1,Junction GlAccount 426,GlAccount starter record 426,G,Summit GlAccount 426,1,1,1,2021-03-02,1,1,2026-08-24T00:00:00.000
427,GA000427,48,139,15,1,1,4,Northstar GlAccount 427,GlAccount starter record 427,G,Atlas GlAccount 427,1,1,1,2021-03-03,1,1,2026-08-24T00:00:00.000
428,GA000428,42,142,8,7,3,5,Riverton GlAccount 428,GlAccount starter record 428,G,Junction GlAccount 428,1,1,1,2021-03-04,1,1,2026-08-24T00:00:00.000
429,GA000429,141,46,4,7,3,3,Atlas GlAccount 429,GlAccount starter record 429,G,Forge GlAccount 429,1,1,1,2021-03-05,1,1,2026-08-24T00:00:00.000
430,GA000430,180,197,11,4,2,5,Liberty GlAccount 430,GlAccount starter record 430,G,Northstar GlAccount 430,0,0,0,2021-03-06,1,1,2026-08-24T00:00:00.000
431,GA000431,38,50,7,11,3,5,Unity GlAccount 431,GlAccount starter record 431,G,Granite GlAccount 431,1,1,1,2021-03-07,1,1,2026-08-24T00:00:00.000
432,GA000432,60,58,3,2,1,4,Junction GlAccount 432,GlAccount starter record 432,G,Liberty GlAccount 432,1,1,1,2021-03-08,1,1,2026-08-24T00:00:00.000
433,GA000433,54,129,13,5,4,1,Zenith GlAccount 433,GlAccount starter record 433,G,Zenith GlAccount 433,1,1,1,2021-03-09,1,1,2026-08-24T00:00:00.000
434,GA000434,220,47,12,4,4,1,Summit GlAccount 434,GlAccount starter record 434,G,Atlas GlAccount 434,1,1,1,2021-03-10,1,1,2026-08-24T00:00:00.000
435,GA000435,155,71,12,8,3,4,Atlas GlAccount 435,GlAccount starter record 435,G,Orion GlAccount 435,0,0,0,2021-03-11,1,1,2026-08-24T00:00:00.000
436,GA000436,173,138,7,7,1,5,Atlas GlAccount 436,GlAccount starter record 436,G,Forge GlAccount 436,1,1,1,2021-03-12,1,1,2026-08-24T00:00:00.000
437,GA000437,46,98,5,1,1,4,Riverton GlAccount 437,GlAccount starter record 437,G,Granite GlAccount 437,1,1,1,2021-03-13,1,1,2026-08-24T00:00:00.000
438,GA000438,142,156,1,4,2,1,Junction GlAccount 438,GlAccount starter record 438,G,Summit GlAccount 438,1,1,1,2021-03-14,1,1,2026-08-24T00:00:00.000
439,GA000439,18,147,11,4,4,2,Liberty GlAccount 439,GlAccount starter record 439,G,Summit GlAccount 439,1,1,1,2021-03-15,1,1,2026-08-24T00:00:00.000
440,GA000440,59,159,3,1,1,1,Delta GlAccount 440,GlAccount starter record 440,G,Atlas GlAccount 440,0,0,0,2021-03-16,1,1,2026-08-24T00:00:00.000
441,GA000441,90,50,6,9,1,4,Orion GlAccount 441,GlAccount starter record 441,G,Zenith GlAccount 441,1,1,1,2021-03-17,1,1,2026-08-24T00:00:00.000
442,GA000442,112,193,11,4,3,5,Atlas GlAccount 442,GlAccount starter record 442,G,Beacon GlAccount 442,1,1,1,2021-03-18,1,1,2026-08-24T00:00:00.000
443,GA000443,194,72,1,2,1,5,Unity GlAccount 443,GlAccount starter record 443,G,Liberty GlAccount 443,1,1,1,2021-03-19,1,1,2026-08-24T00:00:00.000
444,GA000444,201,156,2,3,2,5,Beacon GlAccount 444,GlAccount starter record 444,G,Beacon GlAccount 444,1,1,1,2021-03-20,1,1,2026-08-24T00:00:00.000
445,GA000445,92,95,12,4,4,2,Vertex GlAccount 445,GlAccount starter record 445,G,Evergreen GlAccount 445,0,0,0,2021-03-21,1,1,2026-08-24T00:00:00.000
446,GA000446,38,79,10,10,2,5,Zenith GlAccount 446,GlAccount starter record 446,G,Northstar GlAccount 446,1,1,1,2021-03-22,1,1,2026-08-24T00:00:00.000
447,GA000447,155,149,14,11,2,5,Summit GlAccount 447,GlAccount starter record 447,G,Junction GlAccount 447,1,1,1,2021-03-23,1,1,2026-08-24T00:00:00.000
448,GA000448,182,189,7,8,1,2,Zenith GlAccount 448,GlAccount starter record 448,G,Cedar GlAccount 448,1,1,1,2021-03-24,1,1,2026-08-24T00:00:00.000
449,GA000449,70,30,9,2,3,3,Riverton GlAccount 449,GlAccount starter record 449,G,Northstar GlAccount 449,1,1,1,2021-03-25,1,1,2026-08-24T00:00:00.000
450,GA000450,125,153,11,8,2,4,Vertex GlAccount 450,GlAccount starter record 450,G,Willow GlAccount 450,0,0,0,2021-03-26,1,1,2026-08-24T00:00:00.000
451,GA000451,56,148,3,11,1,2,Titan GlAccount 451,GlAccount starter record 451,G,Junction GlAccount 451,1,1,1,2021-03-27,1,1,2026-08-24T00:00:00.000
452,GA000452,89,113,5,10,1,3,Atlas GlAccount 452,GlAccount starter record 452,G,Northstar GlAccount 452,1,1,1,2021-03-28,1,1,2026-08-24T00:00:00.000
453,GA000453,114,93,3,6,1,4,Willow GlAccount 453,GlAccount starter record 453,G,Keystone GlAccount 453,1,1,1,2021-03-29,1,1,2026-08-24T00:00:00.000
454,GA000454,192,80,9,3,2,3,Unity GlAccount 454,GlAccount starter record 454,G,Riverton GlAccount 454,1,1,1,2021-03-30,1,1,2026-08-24T00:00:00.000
455,GA000455,177,99,14,11,1,5,Titan GlAccount 455,GlAccount starter record 455,G,Northstar GlAccount 455,0,0,0,2021-03-31,1,1,2026-08-24T00:00:00.000
456,GA000456,75,167,6,7,4,5,Titan GlAccount 456,GlAccount starter record 456,G,Orion GlAccount 456,1,1,1,2021-04-01,1,1,2026-08-24T00:00:00.000
457,GA000457,23,118,4,12,1,1,Quartz GlAccount 457,GlAccount starter record 457,G,Unity GlAccount 457,1,1,1,2021-04-02,1,1,2026-08-24T00:00:00.000
458,GA000458,83,101,7,2,4,4,Willow GlAccount 458,GlAccount starter record 458,G,Unity GlAccount 458,1,1,1,2021-04-03,1,1,2026-08-24T00:00:00.000
459,GA000459,1,16,5,6,4,5,Meridian GlAccount 459,GlAccount starter record 459,G,Keystone GlAccount 459,1,1,1,2021-04-04,1,1,2026-08-24T00:00:00.000
460,GA000460,37,7,10,2,2,5,Harbor GlAccount 460,GlAccount starter record 460,G,Delta GlAccount 460,0,0,0,2021-04-05,1,1,2026-08-24T00:00:00.000
461,GA000461,213,13,1,6,1,3,Delta GlAccount 461,GlAccount starter record 461,G,Unity GlAccount 461,1,1,1,2021-04-06,1,1,2026-08-24T00:00:00.000
462,GA000462,134,114,1,5,3,1,Harbor GlAccount 462,GlAccount starter record 462,G,Delta GlAccount 462,1,1,1,2021-04-07,1,1,2026-08-24T00:00:00.000
463,GA000463,155,11,4,1,2,4,Forge GlAccount 463,GlAccount starter record 463,G,Delta GlAccount 463,1,1,1,2021-04-08,1,1,2026-08-24T00:00:00.000
464,GA000464,102,54,12,10,2,5,Riverton GlAccount 464,GlAccount starter record 464,G,Harbor GlAccount 464,1,1,1,2021-04-09,1,1,2026-08-24T00:00:00.000
465,GA000465,155,181,7,8,3,2,Riverton GlAccount 465,GlAccount starter record 465,G,Evergreen GlAccount 465,0,0,0,2021-04-10,1,1,2026-08-24T00:00:00.000
466,GA000466,122,4,1,4,4,2,Pioneer GlAccount 466,GlAccount starter record 466,G,Atlas GlAccount 466,1,1,1,2021-04-11,1,1,2026-08-24T00:00:00.000
467,GA000467,117,139,5,1,4,3,Forge GlAccount 467,GlAccount starter record 467,G,Ion GlAccount 467,1,1,1,2021-04-12,1,1,2026-08-24T00:00:00.000
468,GA000468,183,34,10,10,3,1,Titan GlAccount 468,GlAccount starter record 468,G,Granite GlAccount 468,1,1,1,2021-04-13,1,1,2026-08-24T00:00:00.000
469,GA000469,24,125,12,7,4,1,Meridian GlAccount 469,GlAccount starter record 469,G,Unity GlAccount 469,1,1,1,2021-04-14,1,1,2026-08-24T00:00:00.000
470,GA000470,147,153,16,7,4,5,Junction GlAccount 470,GlAccount starter record 470,G,Beacon GlAccount 470,0,0,0,2021-04-15,1,1,2026-08-24T00:00:00.000
471,GA000471,213,137,6,8,2,1,Orion GlAccount 471,GlAccount starter record 471,G,Junction GlAccount 471,1,1,1,2021-04-16,1,1,2026-08-24T00:00:00.000
