LaborOvertimePolicyKey,OvertimePolicyCode,LaborJobGradeKey,LaborPayTypeKey,OvertimePolicyName,DailyThresholdHours,WeeklyThresholdHours,PremiumMultiplier,SourceSystemKey,BatchId,LoadedAtUtc
448,LOP000448,8,6,Evergreen LaborOvertimePolicy 448,17.00,17.00,449.0000,1,1,2026-08-24T00:00:00.000
449,LOP000449,19,9,Delta LaborOvertimePolicy 449,18.00,18.00,450.0000,1,1,2026-08-24T00:00:00.000
450,LOP000450,17,12,Cedar LaborOvertimePolicy 450,19.00,19.00,451.0000,1,1,2026-08-24T00:00:00.000
451,LOP000451,7,1,Atlas LaborOvertimePolicy 451,20.00,20.00,452.0000,1,1,2026-08-24T00:00:00.000
452,LOP000452,12,9,Delta LaborOvertimePolicy 452,21.00,21.00,453.0000,1,1,2026-08-24T00:00:00.000
453,LOP000453,1,2,Pioneer LaborOvertimePolicy 453,22.00,22.00,454.0000,1,1,2026-08-24T00:00:00.000
454,LOP000454,15,4,Beacon LaborOvertimePolicy 454,23.00,23.00,455.0000,1,1,2026-08-24T00:00:00.000
455,LOP000455,21,3,Ion LaborOvertimePolicy 455,24.00,24.00,456.0000,1,1,2026-08-24T00:00:00.000
456,LOP000456,34,3,Quartz LaborOvertimePolicy 456,1.00,1.00,457.0000,1,1,2026-08-24T00:00:00.000
457,LOP000457,20,3,Zenith LaborOvertimePolicy 457,2.00,2.00,458.0000,1,1,2026-08-24T00:00:00.000
458,LOP000458,21,8,Quartz LaborOvertimePolicy 458,3.00,3.00,459.0000,1,1,2026-08-24T00:00:00.000
459,LOP000459,6,4,Atlas LaborOvertimePolicy 459,4.00,4.00,460.0000,1,1,2026-08-24T00:00:00.000
460,LOP000460,27,8,Pioneer LaborOvertimePolicy 460,5.00,5.00,461.0000,1,1,2026-08-24T00:00:00.000
461,LOP000461,4,5,Vertex LaborOvertimePolicy 461,6.00,6.00,462.0000,1,1,2026-08-24T00:00:00.000
462,LOP000462,8,3,Ion LaborOvertimePolicy 462,7.00,7.00,463.0000,1,1,2026-08-24T00:00:00.000
463,LOP000463,17,3,Willow LaborOvertimePolicy 463,8.00,8.00,464.0000,1,1,2026-08-24T00:00:00.000
464,LOP000464,34,6,Summit LaborOvertimePolicy 464,9.00,9.00,465.0000,1,1,2026-08-24T00:00:00.000
465,LOP000465,4,4,Zenith LaborOvertimePolicy 465,10.00,10.00,466.0000,1,1,2026-08-24T00:00:00.000
466,LOP000466,15,4,Vertex LaborOvertimePolicy 466,11.00,11.00,467.0000,1,1,2026-08-24T00:00:00.000
467,LOP000467,21,1,Keystone LaborOvertimePolicy 467,12.00,12.00,468.0000,1,1,2026-08-24T00:00:00.000
468,LOP000468,6,10,Keystone LaborOvertimePolicy 468,13.00,13.00,469.0000,1,1,2026-08-24T00:00:00.000
469,LOP000469,31,12,Unity LaborOvertimePolicy 469,14.00,14.00,470.0000,1,1,2026-08-24T00:00:00.000
470,LOP000470,26,11,Atlas LaborOvertimePolicy 470,15.00,15.00,471.0000,1,1,2026-08-24T00:00:00.000
471,LOP000471,22,8,Titan LaborOvertimePolicy 471,16.00,16.00,472.0000,1,1,2026-08-24T00:00:00.000
472,LOP000472,18,12,Unity LaborOvertimePolicy 472,17.00,17.00,473.0000,1,1,2026-08-24T00:00:00.000
473,LOP000473,1,9,Unity LaborOvertimePolicy 473,18.00,18.00,474.0000,1,1,2026-08-24T00:00:00.000
474,LOP000474,33,8,Pioneer LaborOvertimePolicy 474,19.00,19.00,475.0000,1,1,2026-08-24T00:00:00.000
475,LOP000475,16,4,Zenith LaborOvertimePolicy 475,20.00,20.00,476.0000,1,1,2026-08-24T00:00:00.000
476,LOP000476,1,5,Evergreen LaborOvertimePolicy 476,21.00,21.00,477.0000,1,1,2026-08-24T00:00:00.000
477,LOP000477,31,4,Meridian LaborOvertimePolicy 477,22.00,22.00,478.0000,1,1,2026-08-24T00:00:00.000
478,LOP000478,1,4,Ion LaborOvertimePolicy 478,23.00,23.00,479.0000,1,1,2026-08-24T00:00:00.000
479,LOP000479,15,5,Titan LaborOvertimePolicy 479,24.00,24.00,480.0000,1,1,2026-08-24T00:00:00.000
480,LOP000480,16,8,Keystone LaborOvertimePolicy 480,1.00,1.00,481.0000,1,1,2026-08-24T00:00:00.000
481,LOP000481,13,3,Riverton LaborOvertimePolicy 481,2.00,2.00,482.0000,1,1,2026-08-24T00:00:00.000
482,LOP000482,34,10,Titan LaborOvertimePolicy 482,3.00,3.00,483.0000,1,1,2026-08-24T00:00:00.000
483,LOP000483,22,10,Keystone LaborOvertimePolicy 483,4.00,4.00,484.0000,1,1,2026-08-24T00:00:00.000
484,LOP000484,17,8,Harbor LaborOvertimePolicy 484,5.00,5.00,485.0000,1,1,2026-08-24T00:00:00.000
485,LOP000485,22,10,Orion LaborOvertimePolicy 485,6.00,6.00,486.0000,1,1,2026-08-24T00:00:00.000
486,LOP000486,27,11,Liberty LaborOvertimePolicy 486,7.00,7.00,487.0000,1,1,2026-08-24T00:00:00.000
487,LOP000487,15,11,Forge LaborOvertimePolicy 487,8.00,8.00,488.0000,1,1,2026-08-24T00:00:00.000
488,LOP000488,1,6,Cedar LaborOvertimePolicy 488,9.00,9.00,489.0000,1,1,2026-08-24T00:00:00.000
489,LOP000489,6,7,Evergreen LaborOvertimePolicy 489,10.00,10.00,490.0000,1,1,2026-08-24T00:00:00.000
490,LOP000490,9,7,Evergreen LaborOvertimePolicy 490,11.00,11.00,491.0000,1,1,2026-08-24T00:00:00.000
491,LOP000491,17,9,Pioneer LaborOvertimePolicy 491,12.00,12.00,492.0000,1,1,2026-08-24T00:00:00.000
492,LOP000492,4,8,Northstar LaborOvertimePolicy 492,13.00,13.00,493.0000,1,1,2026-08-24T00:00:00.000
493,LOP000493,28,5,Meridian LaborOvertimePolicy 493,14.00,14.00,494.0000,1,1,2026-08-24T00:00:00.000
494,LOP000494,19,10,Keystone LaborOvertimePolicy 494,15.00,15.00,495.0000,1,1,2026-08-24T00:00:00.000
495,LOP000495,22,1,Orion LaborOvertimePolicy 495,16.00,16.00,496.0000,1,1,2026-08-24T00:00:00.000
496,LOP000496,24,1,Meridian LaborOvertimePolicy 496,17.00,17.00,497.0000,1,1,2026-08-24T00:00:00.000
497,LOP000497,12,12,Summit LaborOvertimePolicy 497,18.00,18.00,498.0000,1,1,2026-08-24T00:00:00.000
498,LOP000498,32,6,Pioneer LaborOvertimePolicy 498,19.00,19.00,499.0000,1,1,2026-08-24T00:00:00.000
499,LOP000499,2,7,Meridian LaborOvertimePolicy 499,20.00,20.00,500.0000,1,1,2026-08-24T00:00:00.000
500,LOP000500,21,5,Liberty LaborOvertimePolicy 500,21.00,21.00,501.0000,1,1,2026-08-24T00:00:00.000
