MachineSensorTagKey,SensorTagName,MachineKey,MachineStationKey,MachineSensorTypeKey,UnitOfMeasureKey,MachineSensorTagName,RevisionCode,ActiveFlag,StandardValue,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
190,Beacon MachineSensorTag 190,486,468,8,1,Forge MachineSensorTag 190,MST000190,0,270.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c148d1bc09db5c3cabe6c3963eeeca0ec148d1bc09db5c3cabe6c3963eeeca0e
191,Evergreen MachineSensorTag 191,121,100,6,7,Junction MachineSensorTag 191,MST000191,1,271.6700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,677736b1c69b524d8ffe2161fc7d4f34677736b1c69b524d8ffe2161fc7d4f34
192,Beacon MachineSensorTag 192,33,367,4,6,Evergreen MachineSensorTag 192,MST000192,1,273.0400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dcf9fac019b25824a877c674d842e50adcf9fac019b25824a877c674d842e50a
193,Northstar MachineSensorTag 193,333,499,11,6,Orion MachineSensorTag 193,MST000193,1,274.4100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,21ebdc2cb4265546a9379e3c8d5572bf21ebdc2cb4265546a9379e3c8d5572bf
194,Zenith MachineSensorTag 194,121,418,3,3,Cedar MachineSensorTag 194,MST000194,1,275.7800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,182dfc004b1c58e1ae952b6bffa08d3f182dfc004b1c58e1ae952b6bffa08d3f
195,Forge MachineSensorTag 195,382,22,11,5,Titan MachineSensorTag 195,MST000195,0,277.1500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,57b72d2ab42057dd8ad62ba084298ad957b72d2ab42057dd8ad62ba084298ad9
196,Beacon MachineSensorTag 196,128,310,8,1,Quartz MachineSensorTag 196,MST000196,1,278.5200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c9860436f17e585d8e25e730b7166522c9860436f17e585d8e25e730b7166522
197,Zenith MachineSensorTag 197,97,300,11,7,Junction MachineSensorTag 197,MST000197,1,279.8900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,90575bf873ac54bb9f0ebb4edca168de90575bf873ac54bb9f0ebb4edca168de
198,Beacon MachineSensorTag 198,413,401,9,6,Forge MachineSensorTag 198,MST000198,1,281.2600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9fadf35c709251b191b46e49fd8dd25e9fadf35c709251b191b46e49fd8dd25e
199,Northstar MachineSensorTag 199,76,329,4,5,Zenith MachineSensorTag 199,MST000199,1,282.6300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,276b6e1c2cc25b80a1539711ac70be43276b6e1c2cc25b80a1539711ac70be43
200,Cedar MachineSensorTag 200,118,79,10,3,Atlas MachineSensorTag 200,MST000200,0,284.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bc545b9107ca5b3aa959ca6b572e5ae6bc545b9107ca5b3aa959ca6b572e5ae6
201,Unity MachineSensorTag 201,79,184,10,1,Granite MachineSensorTag 201,MST000201,1,285.3700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,08f6afa5e85c5584bc4cf167b221d41408f6afa5e85c5584bc4cf167b221d414
202,Cedar MachineSensorTag 202,103,165,4,5,Vertex MachineSensorTag 202,MST000202,1,286.7400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b853f7f3aae45cd5ba8b3a4f6ef67ae5b853f7f3aae45cd5ba8b3a4f6ef67ae5
203,Atlas MachineSensorTag 203,450,275,3,4,Ion MachineSensorTag 203,MST000203,1,288.1100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e74e7a42271b5533b1e730603510249de74e7a42271b5533b1e730603510249d
204,Keystone MachineSensorTag 204,222,315,4,6,Cedar MachineSensorTag 204,MST000204,1,289.4800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b5089a6d810951f3ace3adb79d35dc09b5089a6d810951f3ace3adb79d35dc09
205,Meridian MachineSensorTag 205,8,482,10,7,Delta MachineSensorTag 205,MST000205,0,290.8500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c2c0bc260cd755d182be5518ad687347c2c0bc260cd755d182be5518ad687347
206,Pioneer MachineSensorTag 206,102,299,5,6,Keystone MachineSensorTag 206,MST000206,1,292.2200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6a32ed9b8f5c5ae9968309f67714e97d6a32ed9b8f5c5ae9968309f67714e97d
207,Unity MachineSensorTag 207,237,221,7,6,Unity MachineSensorTag 207,MST000207,1,293.5900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1e3d42b639095651bca2aef315b1fb731e3d42b639095651bca2aef315b1fb73
208,Vertex MachineSensorTag 208,167,313,1,2,Riverton MachineSensorTag 208,MST000208,1,294.9600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,720a70df6c1952acb67ff7864a6ff3f9720a70df6c1952acb67ff7864a6ff3f9
209,Evergreen MachineSensorTag 209,295,261,1,7,Delta MachineSensorTag 209,MST000209,1,296.3300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1bb2b45bff4f51c68a2fb4b7dea853891bb2b45bff4f51c68a2fb4b7dea85389
210,Granite MachineSensorTag 210,69,147,12,1,Quartz MachineSensorTag 210,MST000210,0,297.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,01aacd9ec22a5680b2a75f3622d2f96401aacd9ec22a5680b2a75f3622d2f964
211,Beacon MachineSensorTag 211,393,189,6,2,Granite MachineSensorTag 211,MST000211,1,299.0700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,76f3b88ccb58545197b27bf0d5089a3476f3b88ccb58545197b27bf0d5089a34
212,Willow MachineSensorTag 212,53,95,2,3,Northstar MachineSensorTag 212,MST000212,1,300.4400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,38f9cfcf366457049d7cb20285f04cf438f9cfcf366457049d7cb20285f04cf4
213,Harbor MachineSensorTag 213,328,486,11,1,Beacon MachineSensorTag 213,MST000213,1,301.8100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e784b0b004c7577e9f6d364269c91599e784b0b004c7577e9f6d364269c91599
214,Titan MachineSensorTag 214,432,257,1,6,Northstar MachineSensorTag 214,MST000214,1,303.1800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,945de16da0375404b17391958030a501945de16da0375404b17391958030a501
215,Atlas MachineSensorTag 215,91,117,10,1,Ion MachineSensorTag 215,MST000215,0,304.5500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,301841a20c4050ea863c5c5d6ec65e33301841a20c4050ea863c5c5d6ec65e33
216,Orion MachineSensorTag 216,8,80,1,2,Summit MachineSensorTag 216,MST000216,1,305.9200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4e18cb707f3758c9a8a70993ff38b1dc4e18cb707f3758c9a8a70993ff38b1dc
217,Ion MachineSensorTag 217,475,213,1,7,Zenith MachineSensorTag 217,MST000217,1,307.2900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6e52d5726381528bb93f8154c2deac736e52d5726381528bb93f8154c2deac73
218,Forge MachineSensorTag 218,453,322,2,1,Orion MachineSensorTag 218,MST000218,1,308.6600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ae327542581053a58e8022f654ef2371ae327542581053a58e8022f654ef2371
219,Evergreen MachineSensorTag 219,274,459,4,2,Cedar MachineSensorTag 219,MST000219,1,310.0300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0c33bd715f165ec994f68bf3fc90c06e0c33bd715f165ec994f68bf3fc90c06e
220,Zenith MachineSensorTag 220,66,166,2,2,Keystone MachineSensorTag 220,MST000220,0,311.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,91eb2e24dfc855e59ab838c0623105a391eb2e24dfc855e59ab838c0623105a3
221,Harbor MachineSensorTag 221,347,18,3,4,Titan MachineSensorTag 221,MST000221,1,312.7700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,05eec64da0495baa92eb72d0c0785e4505eec64da0495baa92eb72d0c0785e45
222,Keystone MachineSensorTag 222,61,227,8,4,Ion MachineSensorTag 222,MST000222,1,314.1400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,60a2d71f7c55506fa867984186a4138f60a2d71f7c55506fa867984186a4138f
223,Ion MachineSensorTag 223,197,5,8,2,Keystone MachineSensorTag 223,MST000223,1,315.5100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,57e23c676afa55e2bc266759252baeae57e23c676afa55e2bc266759252baeae
224,Beacon MachineSensorTag 224,178,483,5,7,Liberty MachineSensorTag 224,MST000224,1,316.8800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fac7897f404a50b19b3abbb250d8b44dfac7897f404a50b19b3abbb250d8b44d
225,Pioneer MachineSensorTag 225,236,460,1,1,Cedar MachineSensorTag 225,MST000225,0,318.2500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8ceb48c64ca859adb012eae6eeca033e8ceb48c64ca859adb012eae6eeca033e
226,Junction MachineSensorTag 226,407,500,2,2,Willow MachineSensorTag 226,MST000226,1,319.6200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a49b72abc2355ff293172bb2492a4c86a49b72abc2355ff293172bb2492a4c86
227,Northstar MachineSensorTag 227,328,202,12,1,Orion MachineSensorTag 227,MST000227,1,320.9900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,11f0e0561e4b599ca6a955ec624f079311f0e0561e4b599ca6a955ec624f0793
228,Summit MachineSensorTag 228,72,479,6,5,Liberty MachineSensorTag 228,MST000228,1,322.3600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bda836d3eaa45509ad7c6edaca18cee5bda836d3eaa45509ad7c6edaca18cee5
229,Evergreen MachineSensorTag 229,389,489,1,1,Orion MachineSensorTag 229,MST000229,1,323.7300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fcc70fe6984653f085c06f39a8bbae12fcc70fe6984653f085c06f39a8bbae12
230,Northstar MachineSensorTag 230,69,411,6,2,Zenith MachineSensorTag 230,MST000230,0,325.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5a5af373e6305e14834726c2808a560c5a5af373e6305e14834726c2808a560c
231,Liberty MachineSensorTag 231,10,368,6,3,Harbor MachineSensorTag 231,MST000231,1,326.4700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7b14030b108e5ebab448c0bc57406b6c7b14030b108e5ebab448c0bc57406b6c
232,Unity MachineSensorTag 232,170,420,6,5,Harbor MachineSensorTag 232,MST000232,1,327.8400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d09d6a4b848d5096a6d85b2a22d1de32d09d6a4b848d5096a6d85b2a22d1de32
233,Quartz MachineSensorTag 233,142,120,5,7,Pioneer MachineSensorTag 233,MST000233,1,329.2100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a541b47a420b568bb9d2de40bc5d92efa541b47a420b568bb9d2de40bc5d92ef
234,Titan MachineSensorTag 234,496,184,2,5,Keystone MachineSensorTag 234,MST000234,1,330.5800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,552f8478edf85a668cbeb86492d3a84b552f8478edf85a668cbeb86492d3a84b
235,Delta MachineSensorTag 235,294,182,3,4,Harbor MachineSensorTag 235,MST000235,0,331.9500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,084675cf4bce5143ba22489e6b8563e4084675cf4bce5143ba22489e6b8563e4
236,Pioneer MachineSensorTag 236,457,420,9,6,Atlas MachineSensorTag 236,MST000236,1,333.3200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,59d4403bf4785af5900a3abfa4176fe959d4403bf4785af5900a3abfa4176fe9
237,Zenith MachineSensorTag 237,456,347,6,7,Orion MachineSensorTag 237,MST000237,1,334.6900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,368b14da07a258bdb0d4b01a425d7a36368b14da07a258bdb0d4b01a425d7a36
238,Summit MachineSensorTag 238,83,424,12,1,Willow MachineSensorTag 238,MST000238,1,336.0600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2bea2d94645e5223a5e1a3664ffa557f2bea2d94645e5223a5e1a3664ffa557f
239,Evergreen MachineSensorTag 239,447,345,10,1,Riverton MachineSensorTag 239,MST000239,1,337.4300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3fbdf16406e754d792403473d02c20803fbdf16406e754d792403473d02c2080
240,Pioneer MachineSensorTag 240,361,232,8,2,Quartz MachineSensorTag 240,MST000240,0,338.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dbfcdcb610865c66b9223798fda2da22dbfcdcb610865c66b9223798fda2da22
241,Delta MachineSensorTag 241,174,367,2,5,Northstar MachineSensorTag 241,MST000241,1,340.1700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,30cfcf4a99c952c7849ffe173ff1204430cfcf4a99c952c7849ffe173ff12044
242,Pioneer MachineSensorTag 242,475,443,1,6,Zenith MachineSensorTag 242,MST000242,1,341.5400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b88b970d5d045a448424fc46a9805b21b88b970d5d045a448424fc46a9805b21
243,Orion MachineSensorTag 243,163,392,3,2,Granite MachineSensorTag 243,MST000243,1,342.9100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8c9b944377885ad2afb154de63ab4aca8c9b944377885ad2afb154de63ab4aca
244,Willow MachineSensorTag 244,449,475,9,4,Orion MachineSensorTag 244,MST000244,1,344.2800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6539972d4de65bef9a732f6c674bf8da6539972d4de65bef9a732f6c674bf8da
245,Riverton MachineSensorTag 245,352,190,6,6,Summit MachineSensorTag 245,MST000245,0,345.6500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ae6410e7f3c05d918b9e94a126dbc6cfae6410e7f3c05d918b9e94a126dbc6cf
246,Titan MachineSensorTag 246,228,344,5,6,Pioneer MachineSensorTag 246,MST000246,1,347.0200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,20ebbe763a5c5120a6f507cd447f5a7720ebbe763a5c5120a6f507cd447f5a77
247,Cedar MachineSensorTag 247,127,145,9,4,Junction MachineSensorTag 247,MST000247,1,348.3900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,75b7a441d87757629744b551b4b5e81175b7a441d87757629744b551b4b5e811
248,Liberty MachineSensorTag 248,94,140,5,5,Forge MachineSensorTag 248,MST000248,1,349.7600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dbdf1ee2440e5ab1b15fb6e1e159df39dbdf1ee2440e5ab1b15fb6e1e159df39
249,Junction MachineSensorTag 249,239,40,9,5,Junction MachineSensorTag 249,MST000249,1,351.1300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b109e94ad76151b3862c5146877485dcb109e94ad76151b3862c5146877485dc
250,Atlas MachineSensorTag 250,296,288,8,7,Cedar MachineSensorTag 250,MST000250,0,352.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dd2df9934f9f5afeab2eff6ffcf0cbfadd2df9934f9f5afeab2eff6ffcf0cbfa
251,Cedar MachineSensorTag 251,413,486,3,3,Liberty MachineSensorTag 251,MST000251,1,353.8700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8e3bba76e50051e1a81d165b148bbe668e3bba76e50051e1a81d165b148bbe66
252,Willow MachineSensorTag 252,269,365,7,7,Evergreen MachineSensorTag 252,MST000252,1,355.2400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,519fc867b02a5bcd98e49c772247d516519fc867b02a5bcd98e49c772247d516
253,Granite MachineSensorTag 253,186,124,4,6,Willow MachineSensorTag 253,MST000253,1,356.6100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,98c66cecce165c589b711aac9c80132898c66cecce165c589b711aac9c801328
254,Summit MachineSensorTag 254,107,395,2,5,Delta MachineSensorTag 254,MST000254,1,357.9800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4ade7a058f9f5dd49cf9a51a6b8ad0324ade7a058f9f5dd49cf9a51a6b8ad032
255,Junction MachineSensorTag 255,137,35,8,4,Granite MachineSensorTag 255,MST000255,0,359.3500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d71c20e318575200a2f6edb57d4fef9cd71c20e318575200a2f6edb57d4fef9c
256,Vertex MachineSensorTag 256,68,443,4,2,Harbor MachineSensorTag 256,MST000256,1,360.7200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8704b5675c4e5a5db81a8c873271cc378704b5675c4e5a5db81a8c873271cc37
257,Vertex MachineSensorTag 257,458,441,1,1,Harbor MachineSensorTag 257,MST000257,1,362.0900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5dbcfbf9e01358fd953076685087feda5dbcfbf9e01358fd953076685087feda
258,Riverton MachineSensorTag 258,414,99,12,1,Evergreen MachineSensorTag 258,MST000258,1,363.4600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6e29d7fb91b25d38b1e5ba3e6ca468246e29d7fb91b25d38b1e5ba3e6ca46824
259,Liberty MachineSensorTag 259,493,261,9,6,Liberty MachineSensorTag 259,MST000259,1,364.8300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3d4ef152d0675e4cb62c525c250366083d4ef152d0675e4cb62c525c25036608
260,Pioneer MachineSensorTag 260,188,317,6,1,Atlas MachineSensorTag 260,MST000260,0,366.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,53e35f7da01252dc977c154f4133bb7f53e35f7da01252dc977c154f4133bb7f
261,Granite MachineSensorTag 261,173,408,4,1,Cedar MachineSensorTag 261,MST000261,1,367.5700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,31edfd36a3ea5289b42061af152b96a931edfd36a3ea5289b42061af152b96a9
262,Quartz MachineSensorTag 262,93,102,10,5,Summit MachineSensorTag 262,MST000262,1,368.9400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bac3f9d079c156f8ae1127426b9d5e53bac3f9d079c156f8ae1127426b9d5e53
263,Willow MachineSensorTag 263,106,372,12,2,Delta MachineSensorTag 263,MST000263,1,370.3100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,65135d478028509f866afa7982afc8f065135d478028509f866afa7982afc8f0
264,Junction MachineSensorTag 264,38,215,12,7,Vertex MachineSensorTag 264,MST000264,1,371.6800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,708fb54605cc5ec4852284d3945330a9708fb54605cc5ec4852284d3945330a9
265,Summit MachineSensorTag 265,163,39,6,7,Granite MachineSensorTag 265,MST000265,0,373.0500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ac515f5f85ca52448c451348d52e80cfac515f5f85ca52448c451348d52e80cf
266,Delta MachineSensorTag 266,48,252,10,5,Granite MachineSensorTag 266,MST000266,1,374.4200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3a6b87dd6a2c5ccf8791c9979b79f0243a6b87dd6a2c5ccf8791c9979b79f024
267,Vertex MachineSensorTag 267,446,342,11,4,Delta MachineSensorTag 267,MST000267,1,375.7900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d726d3413ca059b78048dea8f4faeb19d726d3413ca059b78048dea8f4faeb19
268,Forge MachineSensorTag 268,493,202,1,1,Northstar MachineSensorTag 268,MST000268,1,377.1600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,11b91a3b040d5c528dcc35f5ba5be29d11b91a3b040d5c528dcc35f5ba5be29d
269,Keystone MachineSensorTag 269,421,160,10,2,Titan MachineSensorTag 269,MST000269,1,378.5300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b451af76c4b05e0c844b2a0e80f748fdb451af76c4b05e0c844b2a0e80f748fd
270,Ion MachineSensorTag 270,37,466,12,4,Titan MachineSensorTag 270,MST000270,0,379.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9c89b675a39059359333d3dc9a119d519c89b675a39059359333d3dc9a119d51
271,Titan MachineSensorTag 271,15,1,1,1,Willow MachineSensorTag 271,MST000271,1,381.2700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,09c42285b4fc5b2e8ece6ec806cbd1da09c42285b4fc5b2e8ece6ec806cbd1da
272,Junction MachineSensorTag 272,182,193,9,1,Beacon MachineSensorTag 272,MST000272,1,382.6400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,97bbcb71bef55437a639d84492c9334397bbcb71bef55437a639d84492c93343
273,Northstar MachineSensorTag 273,189,354,5,1,Meridian MachineSensorTag 273,MST000273,1,384.0100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,32e352ee4f735f038546353b6ca20ec732e352ee4f735f038546353b6ca20ec7
274,Cedar MachineSensorTag 274,80,469,6,1,Riverton MachineSensorTag 274,MST000274,1,385.3800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b4507dd9c08f5772a88cf3ef1f6dcdedb4507dd9c08f5772a88cf3ef1f6dcded
275,Junction MachineSensorTag 275,143,442,11,3,Beacon MachineSensorTag 275,MST000275,0,386.7500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,96e162c20e045c48bfa7518bfeb88e2b96e162c20e045c48bfa7518bfeb88e2b
276,Keystone MachineSensorTag 276,348,465,7,2,Summit MachineSensorTag 276,MST000276,1,388.1200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,98f3a5f203f6515c8e24419c4af2392998f3a5f203f6515c8e24419c4af23929
277,Beacon MachineSensorTag 277,175,160,4,6,Delta MachineSensorTag 277,MST000277,1,389.4900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b09fc0c2c2935dfca7535cb0f7aa0280b09fc0c2c2935dfca7535cb0f7aa0280
278,Ion MachineSensorTag 278,413,373,11,2,Summit MachineSensorTag 278,MST000278,1,390.8600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a1c3f38b2bd650538bad84b560e497c6a1c3f38b2bd650538bad84b560e497c6
279,Pioneer MachineSensorTag 279,29,125,6,7,Granite MachineSensorTag 279,MST000279,1,392.2300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0002d0512c065958a990e7105865f9fe0002d0512c065958a990e7105865f9fe
280,Atlas MachineSensorTag 280,374,54,6,7,Orion MachineSensorTag 280,MST000280,0,393.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1f137b1fc95255f9a597cb94df66011f1f137b1fc95255f9a597cb94df66011f
281,Unity MachineSensorTag 281,11,322,9,5,Junction MachineSensorTag 281,MST000281,1,394.9700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cc37a0820f95515cbdfe20879d5016e8cc37a0820f95515cbdfe20879d5016e8
282,Quartz MachineSensorTag 282,341,468,2,4,Junction MachineSensorTag 282,MST000282,1,396.3400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e391c5cc8b075d81ab4b8977464121c8e391c5cc8b075d81ab4b8977464121c8
283,Quartz MachineSensorTag 283,206,90,1,5,Zenith MachineSensorTag 283,MST000283,1,397.7100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aaeff999799e5ebf90246998ebd1ac09aaeff999799e5ebf90246998ebd1ac09
284,Delta MachineSensorTag 284,240,435,6,2,Cedar MachineSensorTag 284,MST000284,1,399.0800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d115a1a1282d5d92999446a295abd908d115a1a1282d5d92999446a295abd908
