EnergyUtilityAccountKey,UtilityAccountNumber,PlantKey,UtilityProviderSupplierKey,CostCenterKey,EnergyUtilityAccountStatusKey,CurrencyKey,UtilityAccountName,BillingCycleCode,IsInternalAccount,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
199,EUA000199,85,249,350,6,2,Liberty EnergyUtilityAccount 199,EUA000199,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bb8de030033b5db28c295161f193ff32bb8de030033b5db28c295161f193ff32
200,EUA000200,17,422,81,1,1,Keystone EnergyUtilityAccount 200,EUA000200,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3122c52be41756748d91b7a1013e5eb53122c52be41756748d91b7a1013e5eb5
201,EUA000201,140,389,93,6,2,Delta EnergyUtilityAccount 201,EUA000201,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,86ca893954e6584aba8e11fa27c7c0ea86ca893954e6584aba8e11fa27c7c0ea
202,EUA000202,159,55,64,6,2,Summit EnergyUtilityAccount 202,EUA000202,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,23674182967b531aa0c2d3ebdbabb9af23674182967b531aa0c2d3ebdbabb9af
203,EUA000203,177,210,306,5,4,Quartz EnergyUtilityAccount 203,EUA000203,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,33b058f9d6f258b880d20d25a50de3c633b058f9d6f258b880d20d25a50de3c6
204,EUA000204,233,-1,-1,5,4,Liberty EnergyUtilityAccount 204,EUA000204,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fced33f3d8385ee7b906b1e58e85ed4ffced33f3d8385ee7b906b1e58e85ed4f
205,EUA000205,195,309,255,1,5,Cedar EnergyUtilityAccount 205,EUA000205,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,27172a5c1803505783e0f19bd441b25327172a5c1803505783e0f19bd441b253
206,EUA000206,331,172,174,2,4,Junction EnergyUtilityAccount 206,EUA000206,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2f62090fe845558fbcd99a1e594a72c42f62090fe845558fbcd99a1e594a72c4
207,EUA000207,294,228,13,3,3,Cedar EnergyUtilityAccount 207,EUA000207,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6bf64f6e3139503193a8b29c42025faa6bf64f6e3139503193a8b29c42025faa
208,EUA000208,13,228,435,5,2,Atlas EnergyUtilityAccount 208,EUA000208,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c58e200f3d855d799a2fd80270f6a52dc58e200f3d855d799a2fd80270f6a52d
209,EUA000209,107,88,322,4,3,Titan EnergyUtilityAccount 209,EUA000209,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d439b2340f3d55d6b3a14ce3ff51b9cfd439b2340f3d55d6b3a14ce3ff51b9cf
210,EUA000210,15,244,195,3,1,Atlas EnergyUtilityAccount 210,EUA000210,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4daca149f57854c185045f201f311cdd4daca149f57854c185045f201f311cdd
211,EUA000211,136,113,109,2,4,Pioneer EnergyUtilityAccount 211,EUA000211,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ece21f29a1fb57cc823c76224967f0b8ece21f29a1fb57cc823c76224967f0b8
212,EUA000212,212,270,474,3,5,Cedar EnergyUtilityAccount 212,EUA000212,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4e57f779eaf355199f575cb67ec9f98c4e57f779eaf355199f575cb67ec9f98c
213,EUA000213,113,374,107,5,4,Quartz EnergyUtilityAccount 213,EUA000213,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5dc4e525399c55d78cee4a39406fe75e5dc4e525399c55d78cee4a39406fe75e
214,EUA000214,12,339,204,6,3,Willow EnergyUtilityAccount 214,EUA000214,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6c058cfe8fde5e77be826930b9e9b1576c058cfe8fde5e77be826930b9e9b157
215,EUA000215,252,497,391,2,4,Northstar EnergyUtilityAccount 215,EUA000215,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,276af346d34c5aae8e94c6e7c05e3bb7276af346d34c5aae8e94c6e7c05e3bb7
216,EUA000216,284,32,119,3,1,Riverton EnergyUtilityAccount 216,EUA000216,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a231197ec75056c49ad6b619aac2f819a231197ec75056c49ad6b619aac2f819
217,EUA000217,21,268,333,1,3,Junction EnergyUtilityAccount 217,EUA000217,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2037233861a655d3aa9e50a8593f9ad72037233861a655d3aa9e50a8593f9ad7
218,EUA000218,118,112,346,6,3,Meridian EnergyUtilityAccount 218,EUA000218,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2f1a7135a74756a7877963f8218275512f1a7135a74756a7877963f821827551
219,EUA000219,254,229,140,3,2,Ion EnergyUtilityAccount 219,EUA000219,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,73efec5eefd55c83823441cc0ac6237673efec5eefd55c83823441cc0ac62376
220,EUA000220,223,225,396,3,5,Ion EnergyUtilityAccount 220,EUA000220,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,755d33eb789c5e2eae6c0f285b4df40c755d33eb789c5e2eae6c0f285b4df40c
221,EUA000221,200,-1,-1,6,4,Willow EnergyUtilityAccount 221,EUA000221,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ab2c5c1aa7775ebe8b5e9a417c6c9fd8ab2c5c1aa7775ebe8b5e9a417c6c9fd8
222,EUA000222,263,495,239,5,2,Harbor EnergyUtilityAccount 222,EUA000222,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,40b5897874b4550d9c26e7e6bfcfd30f40b5897874b4550d9c26e7e6bfcfd30f
223,EUA000223,224,188,250,3,1,Granite EnergyUtilityAccount 223,EUA000223,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dda3b9b34d1454fea6683c005640a412dda3b9b34d1454fea6683c005640a412
224,EUA000224,82,386,402,6,2,Keystone EnergyUtilityAccount 224,EUA000224,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9ab76d4331435f838e6f610abd1dbce59ab76d4331435f838e6f610abd1dbce5
225,EUA000225,293,221,452,5,4,Delta EnergyUtilityAccount 225,EUA000225,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f0431226d92c588cb1f3e5a470c4eb8df0431226d92c588cb1f3e5a470c4eb8d
226,EUA000226,53,334,164,4,5,Orion EnergyUtilityAccount 226,EUA000226,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e984c262447f5a648ac5bcc0a1f95da6e984c262447f5a648ac5bcc0a1f95da6
227,EUA000227,135,275,401,2,1,Granite EnergyUtilityAccount 227,EUA000227,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d9f5938abfb05a02b369a3eccf827b14d9f5938abfb05a02b369a3eccf827b14
228,EUA000228,322,102,150,5,2,Ion EnergyUtilityAccount 228,EUA000228,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,73751cb1857e54a098da2926074eccd473751cb1857e54a098da2926074eccd4
229,EUA000229,300,308,329,2,3,Meridian EnergyUtilityAccount 229,EUA000229,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d212c4ffa93954369798c20abb0a843ad212c4ffa93954369798c20abb0a843a
230,EUA000230,140,469,45,2,5,Orion EnergyUtilityAccount 230,EUA000230,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,60516434c8bf571f995c254628f33a1e60516434c8bf571f995c254628f33a1e
231,EUA000231,330,171,367,1,5,Beacon EnergyUtilityAccount 231,EUA000231,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8fcec32adc845aff8dc5a43bbf78deaf8fcec32adc845aff8dc5a43bbf78deaf
232,EUA000232,136,463,319,4,2,Northstar EnergyUtilityAccount 232,EUA000232,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1f87195298bc54e7adb34b2d85d849191f87195298bc54e7adb34b2d85d84919
233,EUA000233,68,363,355,4,5,Willow EnergyUtilityAccount 233,EUA000233,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d54894858aee52e9bc7f80212d695dcfd54894858aee52e9bc7f80212d695dcf
234,EUA000234,253,73,110,1,5,Forge EnergyUtilityAccount 234,EUA000234,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,173850e0e3d95441b075977e977e93ae173850e0e3d95441b075977e977e93ae
235,EUA000235,314,219,492,5,5,Keystone EnergyUtilityAccount 235,EUA000235,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a0c8da314d9a5b91b30de6108ad88ffea0c8da314d9a5b91b30de6108ad88ffe
236,EUA000236,178,404,124,6,2,Junction EnergyUtilityAccount 236,EUA000236,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,76f5478745ff545988e74447350a9f5576f5478745ff545988e74447350a9f55
237,EUA000237,255,416,241,4,5,Vertex EnergyUtilityAccount 237,EUA000237,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,26074f322a0b5791bd0866c75de5d67e26074f322a0b5791bd0866c75de5d67e
238,EUA000238,319,-1,-1,6,3,Vertex EnergyUtilityAccount 238,EUA000238,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0bda165e93f55f57a8ee25a717b9e3d20bda165e93f55f57a8ee25a717b9e3d2
239,EUA000239,83,455,242,2,5,Summit EnergyUtilityAccount 239,EUA000239,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a04f352af31953d5a58742818951045da04f352af31953d5a58742818951045d
240,EUA000240,133,221,341,2,1,Liberty EnergyUtilityAccount 240,EUA000240,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1bf83298992c5118a9a39dc572df16141bf83298992c5118a9a39dc572df1614
241,EUA000241,193,149,144,5,1,Evergreen EnergyUtilityAccount 241,EUA000241,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,85f10acaa81a5836b3ca880a807ed09e85f10acaa81a5836b3ca880a807ed09e
242,EUA000242,64,363,304,4,3,Cedar EnergyUtilityAccount 242,EUA000242,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,99247e9463c7533a9a6346b149c03c0399247e9463c7533a9a6346b149c03c03
243,EUA000243,157,19,440,5,5,Atlas EnergyUtilityAccount 243,EUA000243,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c89ffedc55b453f7b63688f4fbb11915c89ffedc55b453f7b63688f4fbb11915
244,EUA000244,47,268,233,3,4,Harbor EnergyUtilityAccount 244,EUA000244,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0222e14a5be8579d8baaf4a77f011f590222e14a5be8579d8baaf4a77f011f59
245,EUA000245,275,53,367,5,2,Titan EnergyUtilityAccount 245,EUA000245,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,63d5e2754e62540a93e24b5a31f3454463d5e2754e62540a93e24b5a31f34544
246,EUA000246,134,175,198,1,5,Forge EnergyUtilityAccount 246,EUA000246,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b05e7da5adcf5180a27aa01da1d485fbb05e7da5adcf5180a27aa01da1d485fb
247,EUA000247,14,449,372,1,4,Northstar EnergyUtilityAccount 247,EUA000247,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,216c62919a415e028298699ac7f65b81216c62919a415e028298699ac7f65b81
248,EUA000248,231,257,357,5,3,Northstar EnergyUtilityAccount 248,EUA000248,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d368d69b9f135868a24b831a59386555d368d69b9f135868a24b831a59386555
249,EUA000249,114,179,98,5,3,Delta EnergyUtilityAccount 249,EUA000249,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fbd4865537b85ae291373a900849fc57fbd4865537b85ae291373a900849fc57
250,EUA000250,62,349,316,6,4,Keystone EnergyUtilityAccount 250,EUA000250,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,08094d4d4f7f56baa0838c7ddfde11d408094d4d4f7f56baa0838c7ddfde11d4
251,EUA000251,84,383,27,2,4,Liberty EnergyUtilityAccount 251,EUA000251,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0de4332c6bf75b719caff27a4f6de9de0de4332c6bf75b719caff27a4f6de9de
252,EUA000252,18,297,327,6,1,Delta EnergyUtilityAccount 252,EUA000252,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f580dd77cf4c5d56ae6ae516adc4c5d6f580dd77cf4c5d56ae6ae516adc4c5d6
253,EUA000253,18,37,73,6,1,Riverton EnergyUtilityAccount 253,EUA000253,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6c57c09079b551f881e516bd98d65de76c57c09079b551f881e516bd98d65de7
254,EUA000254,203,500,439,1,1,Willow EnergyUtilityAccount 254,EUA000254,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9cd32dc47d7b58e199092042b95dd19a9cd32dc47d7b58e199092042b95dd19a
255,EUA000255,341,-1,-1,6,5,Northstar EnergyUtilityAccount 255,EUA000255,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f9835d8525b85841b4242795e9968673f9835d8525b85841b4242795e9968673
256,EUA000256,151,316,352,2,1,Vertex EnergyUtilityAccount 256,EUA000256,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7628056f213b5c90843ac87d16d716957628056f213b5c90843ac87d16d71695
257,EUA000257,325,434,491,6,5,Vertex EnergyUtilityAccount 257,EUA000257,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,150b4439a9ee5409af5d84dc6279c763150b4439a9ee5409af5d84dc6279c763
258,EUA000258,75,269,427,1,3,Willow EnergyUtilityAccount 258,EUA000258,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,41d32b85d30d57fba08a200594c68d9d41d32b85d30d57fba08a200594c68d9d
259,EUA000259,242,476,416,2,2,Unity EnergyUtilityAccount 259,EUA000259,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,00ea6a1a1f515f379353da35d07b714100ea6a1a1f515f379353da35d07b7141
260,EUA000260,34,150,74,2,2,Unity EnergyUtilityAccount 260,EUA000260,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,363c18cb97d153e9b2d57de64fd0d860363c18cb97d153e9b2d57de64fd0d860
261,EUA000261,206,144,236,4,4,Forge EnergyUtilityAccount 261,EUA000261,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f76e8377b8755ee2b6e1ad073ca00635f76e8377b8755ee2b6e1ad073ca00635
262,EUA000262,82,391,395,4,1,Harbor EnergyUtilityAccount 262,EUA000262,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5dafab56e0455b30bb97cdcc94d9caf05dafab56e0455b30bb97cdcc94d9caf0
263,EUA000263,6,404,80,4,3,Summit EnergyUtilityAccount 263,EUA000263,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e1d75d76a51257ef8fd404bf3f0d9875e1d75d76a51257ef8fd404bf3f0d9875
264,EUA000264,85,270,77,1,5,Harbor EnergyUtilityAccount 264,EUA000264,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4359d4fc5bc25f4a8280d6bbb1c95f3a4359d4fc5bc25f4a8280d6bbb1c95f3a
265,EUA000265,307,32,409,4,4,Summit EnergyUtilityAccount 265,EUA000265,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b32a69df24a057bfba5e9f132e132f1eb32a69df24a057bfba5e9f132e132f1e
266,EUA000266,151,215,388,3,3,Granite EnergyUtilityAccount 266,EUA000266,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,503975d61ab85b4396526b13dfd6bb41503975d61ab85b4396526b13dfd6bb41
267,EUA000267,98,160,460,3,4,Atlas EnergyUtilityAccount 267,EUA000267,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a6d35bb10fb552179ab3417f7bcc17cda6d35bb10fb552179ab3417f7bcc17cd
268,EUA000268,290,72,384,5,4,Summit EnergyUtilityAccount 268,EUA000268,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5dca2d49580a586fa612be3f8ca865145dca2d49580a586fa612be3f8ca86514
269,EUA000269,306,367,324,1,1,Beacon EnergyUtilityAccount 269,EUA000269,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b356520ecf5e5868bbf3e024dac9f6f6b356520ecf5e5868bbf3e024dac9f6f6
270,EUA000270,70,352,397,6,4,Forge EnergyUtilityAccount 270,EUA000270,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,22c1e04599d857389c205cf28dc1a22422c1e04599d857389c205cf28dc1a224
271,EUA000271,73,302,8,3,1,Northstar EnergyUtilityAccount 271,EUA000271,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,97ae3e9610c2533b8b5334e205d81c6f97ae3e9610c2533b8b5334e205d81c6f
272,EUA000272,132,-1,-1,3,3,Harbor EnergyUtilityAccount 272,EUA000272,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,44b88c3444b454628fc7e71aab22594844b88c3444b454628fc7e71aab225948
273,EUA000273,121,103,346,5,5,Liberty EnergyUtilityAccount 273,EUA000273,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f93fd0f3721b5170865dd44f9a01c10df93fd0f3721b5170865dd44f9a01c10d
274,EUA000274,282,195,499,4,5,Junction EnergyUtilityAccount 274,EUA000274,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4b8442878e2d5900b4f9746d2e971e194b8442878e2d5900b4f9746d2e971e19
275,EUA000275,263,203,245,2,5,Pioneer EnergyUtilityAccount 275,EUA000275,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,707e3a10205d5b2088dc739d78166d9a707e3a10205d5b2088dc739d78166d9a
276,EUA000276,328,239,63,3,2,Liberty EnergyUtilityAccount 276,EUA000276,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2ef580379eec5a8fbefa513a5f842ac12ef580379eec5a8fbefa513a5f842ac1
277,EUA000277,217,492,446,6,4,Riverton EnergyUtilityAccount 277,EUA000277,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,68a8bca6ae515fca98d8e86e0fd32f1968a8bca6ae515fca98d8e86e0fd32f19
278,EUA000278,217,347,274,1,1,Keystone EnergyUtilityAccount 278,EUA000278,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,970ec058a5565e868eba9e06dc8691d3970ec058a5565e868eba9e06dc8691d3
279,EUA000279,202,376,242,6,4,Liberty EnergyUtilityAccount 279,EUA000279,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0d5cfed2ad3651d7a13131358b6906a80d5cfed2ad3651d7a13131358b6906a8
280,EUA000280,18,421,214,1,3,Atlas EnergyUtilityAccount 280,EUA000280,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b48556232ecd575dbcfee562062d9346b48556232ecd575dbcfee562062d9346
281,EUA000281,162,294,45,5,2,Willow EnergyUtilityAccount 281,EUA000281,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,baac96cc092258fe8ed4dac538b4b2eabaac96cc092258fe8ed4dac538b4b2ea
282,EUA000282,141,337,17,5,5,Titan EnergyUtilityAccount 282,EUA000282,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,590a06fb4d8e5c1894ebba1dafa7863d590a06fb4d8e5c1894ebba1dafa7863d
283,EUA000283,88,202,278,2,3,Atlas EnergyUtilityAccount 283,EUA000283,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a803e6b802e953a89f8eaccd03b15623a803e6b802e953a89f8eaccd03b15623
284,EUA000284,253,374,203,1,5,Atlas EnergyUtilityAccount 284,EUA000284,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3a0676c748955b84b00cc62fab3b9aba3a0676c748955b84b00cc62fab3b9aba
285,EUA000285,259,496,202,5,1,Atlas EnergyUtilityAccount 285,EUA000285,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9c6563d84d5657e39580759980ea81339c6563d84d5657e39580759980ea8133
286,EUA000286,340,393,213,2,2,Keystone EnergyUtilityAccount 286,EUA000286,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,de75ca11f3d0534b86483ece2894ab04de75ca11f3d0534b86483ece2894ab04
287,EUA000287,91,211,452,1,1,Atlas EnergyUtilityAccount 287,EUA000287,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a2abf01f1e1958d1bc84f836c70854c9a2abf01f1e1958d1bc84f836c70854c9
288,EUA000288,198,54,486,6,3,Quartz EnergyUtilityAccount 288,EUA000288,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ee7b639d3e8f569ca75e85db864d4db8ee7b639d3e8f569ca75e85db864d4db8
289,EUA000289,4,-1,-1,6,1,Granite EnergyUtilityAccount 289,EUA000289,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a0d9eed3f83f5c399b7c900e20b2e988a0d9eed3f83f5c399b7c900e20b2e988
290,EUA000290,313,77,45,2,3,Willow EnergyUtilityAccount 290,EUA000290,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,98790f8db22050849b2826941752e7e998790f8db22050849b2826941752e7e9
291,EUA000291,230,436,171,6,3,Granite EnergyUtilityAccount 291,EUA000291,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b5bb8059fa7853649f0fa5a7c6801a06b5bb8059fa7853649f0fa5a7c6801a06
292,EUA000292,341,151,498,6,4,Cedar EnergyUtilityAccount 292,EUA000292,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,67946d3be9365833a7ca7a48ad6e7f4e67946d3be9365833a7ca7a48ad6e7f4e
293,EUA000293,88,201,442,2,5,Atlas EnergyUtilityAccount 293,EUA000293,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d6a00efba402582fa9d646db2d04d023d6a00efba402582fa9d646db2d04d023
294,EUA000294,56,109,297,2,5,Granite EnergyUtilityAccount 294,EUA000294,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5b89e3ff7d515b3a8a87391888f26bbf5b89e3ff7d515b3a8a87391888f26bbf
295,EUA000295,308,9,383,1,1,Willow EnergyUtilityAccount 295,EUA000295,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,80f00b3a02f8519e9c86a7eb0b1d281080f00b3a02f8519e9c86a7eb0b1d2810
296,EUA000296,223,314,1,5,3,Zenith EnergyUtilityAccount 296,EUA000296,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f0a89b978f2e571ba6a105ad776fff20f0a89b978f2e571ba6a105ad776fff20
297,EUA000297,138,112,407,3,2,Forge EnergyUtilityAccount 297,EUA000297,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,22f2efe2bade518ab7edee6a9aa0735922f2efe2bade518ab7edee6a9aa07359
298,EUA000298,98,174,113,6,4,Ion EnergyUtilityAccount 298,EUA000298,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dad7732aa68a5729859d4e4e47a73786dad7732aa68a5729859d4e4e47a73786
299,EUA000299,161,260,53,5,5,Vertex EnergyUtilityAccount 299,EUA000299,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ce65d821cb9a52cab9066effd3ea4ecfce65d821cb9a52cab9066effd3ea4ecf
