EnergyMeterPointKey,MeterPointNumber,PlantKey,SiteKey,EnergyMeterPointClassKey,EnergySubmeterZoneKey,EnergySourceKey,UnitOfMeasureKey,MeterPointName,MeterSerialNumber,MultiplierValue,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
193,EMP000193,283,297,56,394,5,7,Granite EnergyMeterPoint 193,EMP000193,274.410000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,84902eab74ae570797fda193b4adb4e984902eab74ae570797fda193b4adb4e9
194,EMP000194,320,406,324,410,14,1,Ion EnergyMeterPoint 194,EMP000194,275.780000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fb67b2bcf79b5019868f60ae59dd4c37fb67b2bcf79b5019868f60ae59dd4c37
195,EMP000195,116,312,220,394,16,1,Delta EnergyMeterPoint 195,EMP000195,277.150000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ecc09a255adf583791ea6cfc58ccac57ecc09a255adf583791ea6cfc58ccac57
196,EMP000196,1,257,375,123,12,6,Willow EnergyMeterPoint 196,EMP000196,278.520000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,24b10b53a33d521cab3e5bced348b11824b10b53a33d521cab3e5bced348b118
197,EMP000197,285,225,417,142,8,7,Granite EnergyMeterPoint 197,EMP000197,279.890000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c179b8bb092a5a688db3173774af309fc179b8bb092a5a688db3173774af309f
198,EMP000198,313,468,98,37,12,2,Pioneer EnergyMeterPoint 198,EMP000198,281.260000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,10aa5e8a2e3650a98bdca336124bc10510aa5e8a2e3650a98bdca336124bc105
199,EMP000199,238,24,214,452,12,4,Granite EnergyMeterPoint 199,EMP000199,282.630000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,52f0776a7797590d858275838598422152f0776a7797590d8582758385984221
200,EMP000200,307,144,243,445,9,7,Delta EnergyMeterPoint 200,EMP000200,284.000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d66cd761a2a9518e840e0758e0151a03d66cd761a2a9518e840e0758e0151a03
201,EMP000201,214,231,452,437,2,3,Cedar EnergyMeterPoint 201,EMP000201,285.370000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,00c492129dcd54ed900ecc942b66cd9e00c492129dcd54ed900ecc942b66cd9e
202,EMP000202,51,209,40,223,9,2,Evergreen EnergyMeterPoint 202,EMP000202,286.740000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,02209e95173150f7af453fe7b4e0b3b802209e95173150f7af453fe7b4e0b3b8
203,EMP000203,289,441,217,234,15,2,Harbor EnergyMeterPoint 203,EMP000203,288.110000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,368ad702af5a568781d4585e447af2d4368ad702af5a568781d4585e447af2d4
204,EMP000204,186,-1,35,207,6,3,Ion EnergyMeterPoint 204,EMP000204,289.480000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ef85066365f55310b775b376d4b6889eef85066365f55310b775b376d4b6889e
205,EMP000205,330,177,458,19,5,4,Harbor EnergyMeterPoint 205,EMP000205,290.850000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b8cd0af201e15896a589eb11688d2e90b8cd0af201e15896a589eb11688d2e90
206,EMP000206,79,252,461,229,11,1,Atlas EnergyMeterPoint 206,EMP000206,292.220000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0014a389b0865b8cb7af2430625097860014a389b0865b8cb7af243062509786
207,EMP000207,220,67,256,363,14,7,Ion EnergyMeterPoint 207,EMP000207,293.590000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bb82b646d427572dbe400193a3a44753bb82b646d427572dbe400193a3a44753
208,EMP000208,285,316,96,151,9,7,Orion EnergyMeterPoint 208,EMP000208,294.960000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,300ebd042bf5587ba12761c9f9ddd998300ebd042bf5587ba12761c9f9ddd998
209,EMP000209,110,120,221,419,7,5,Liberty EnergyMeterPoint 209,EMP000209,296.330000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bdd64ff395e456e1af07f1e872f11ef7bdd64ff395e456e1af07f1e872f11ef7
210,EMP000210,177,78,263,156,11,1,Ion EnergyMeterPoint 210,EMP000210,297.700000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f50a46461cc25332b43818efe6e5be1ef50a46461cc25332b43818efe6e5be1e
211,EMP000211,313,22,339,444,16,7,Zenith EnergyMeterPoint 211,EMP000211,299.070000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,61c1ee9ecf2f54ccb3f7dcdd24ff2fbb61c1ee9ecf2f54ccb3f7dcdd24ff2fbb
212,EMP000212,139,424,3,132,16,4,Summit EnergyMeterPoint 212,EMP000212,300.440000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f3b9135372d754369d2d45f78412c43af3b9135372d754369d2d45f78412c43a
213,EMP000213,150,92,291,204,16,6,Evergreen EnergyMeterPoint 213,EMP000213,301.810000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a5a31ed42f53589582517a114a63600ba5a31ed42f53589582517a114a63600b
214,EMP000214,175,468,245,365,9,7,Northstar EnergyMeterPoint 214,EMP000214,303.180000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6a2e62cd80755118b897cc5ad2fb112b6a2e62cd80755118b897cc5ad2fb112b
215,EMP000215,246,445,481,197,3,2,Atlas EnergyMeterPoint 215,EMP000215,304.550000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dd5147d78a725f29805f6b73140322a7dd5147d78a725f29805f6b73140322a7
216,EMP000216,308,25,405,266,13,3,Willow EnergyMeterPoint 216,EMP000216,305.920000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,228f81c869465ac6a1f1c89cdccd11f2228f81c869465ac6a1f1c89cdccd11f2
217,EMP000217,333,283,347,244,10,2,Beacon EnergyMeterPoint 217,EMP000217,307.290000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,68cfe40669c65015b2f4ff52d4cbc18a68cfe40669c65015b2f4ff52d4cbc18a
218,EMP000218,50,68,342,418,13,4,Riverton EnergyMeterPoint 218,EMP000218,308.660000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ad03e807bcf05ff788fafaa19a283878ad03e807bcf05ff788fafaa19a283878
219,EMP000219,63,464,118,444,1,7,Vertex EnergyMeterPoint 219,EMP000219,310.030000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8f15a35f4820557097298fdfbab3862d8f15a35f4820557097298fdfbab3862d
220,EMP000220,105,441,279,196,13,5,Harbor EnergyMeterPoint 220,EMP000220,311.400000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ada763a892995ddc815ff942775441d2ada763a892995ddc815ff942775441d2
221,EMP000221,344,-1,235,240,2,7,Vertex EnergyMeterPoint 221,EMP000221,312.770000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d475f7264a9d51e480f7e7d8a8388c88d475f7264a9d51e480f7e7d8a8388c88
222,EMP000222,173,356,294,20,16,2,Northstar EnergyMeterPoint 222,EMP000222,314.140000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1da6d2a384e95d4084dcb8379bfc84711da6d2a384e95d4084dcb8379bfc8471
223,EMP000223,157,200,127,236,1,3,Northstar EnergyMeterPoint 223,EMP000223,315.510000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fc20822364c25b4c9071c60e5765cd7efc20822364c25b4c9071c60e5765cd7e
224,EMP000224,139,156,267,37,9,7,Riverton EnergyMeterPoint 224,EMP000224,316.880000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,abfe70669bcb57078ee961ceee1d0652abfe70669bcb57078ee961ceee1d0652
225,EMP000225,136,46,134,398,5,3,Beacon EnergyMeterPoint 225,EMP000225,318.250000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,50326ea3988d55319457211317ca4c0350326ea3988d55319457211317ca4c03
226,EMP000226,197,280,470,238,11,2,Granite EnergyMeterPoint 226,EMP000226,319.620000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,46bc00da7cca5a27bdfda3a05b054dd846bc00da7cca5a27bdfda3a05b054dd8
227,EMP000227,191,75,114,243,14,6,Quartz EnergyMeterPoint 227,EMP000227,320.990000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2fe0bee7c9cc5322b41038bc95dc32372fe0bee7c9cc5322b41038bc95dc3237
228,EMP000228,320,384,320,146,9,3,Zenith EnergyMeterPoint 228,EMP000228,322.360000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6e2dad4014b35fc3898bc5ac58c994556e2dad4014b35fc3898bc5ac58c99455
229,EMP000229,103,406,207,113,13,2,Zenith EnergyMeterPoint 229,EMP000229,323.730000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,76b43a0290145f9bb904233ef424a69076b43a0290145f9bb904233ef424a690
230,EMP000230,15,465,493,282,9,1,Quartz EnergyMeterPoint 230,EMP000230,325.100000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4f7265f2d0385513b21689dc2ed516824f7265f2d0385513b21689dc2ed51682
231,EMP000231,4,293,173,173,16,4,Granite EnergyMeterPoint 231,EMP000231,326.470000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aa39e380d55b5f129065122c9262f349aa39e380d55b5f129065122c9262f349
232,EMP000232,57,238,124,211,16,3,Summit EnergyMeterPoint 232,EMP000232,327.840000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c26c01852c4556cba260983f0c37f402c26c01852c4556cba260983f0c37f402
233,EMP000233,172,156,67,495,1,3,Meridian EnergyMeterPoint 233,EMP000233,329.210000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,24e5b2f9c9f95eb7b5dfb23e87397b3424e5b2f9c9f95eb7b5dfb23e87397b34
234,EMP000234,252,253,280,244,11,4,Vertex EnergyMeterPoint 234,EMP000234,330.580000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7ffee7d1b7ea5fdbb38feb196a5ba46c7ffee7d1b7ea5fdbb38feb196a5ba46c
235,EMP000235,174,226,345,66,16,1,Willow EnergyMeterPoint 235,EMP000235,331.950000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5df3562e36da5b24ac7393eb9e8717355df3562e36da5b24ac7393eb9e871735
236,EMP000236,332,66,237,117,5,1,Beacon EnergyMeterPoint 236,EMP000236,333.320000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e16264b86c245a1eae36eac0dabae8efe16264b86c245a1eae36eac0dabae8ef
237,EMP000237,325,350,396,14,14,6,Vertex EnergyMeterPoint 237,EMP000237,334.690000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,03e748e862405400948ba23b83ef31d103e748e862405400948ba23b83ef31d1
238,EMP000238,15,-1,198,9,6,7,Summit EnergyMeterPoint 238,EMP000238,336.060000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0d8b4af08905522cad46e05108dc4df30d8b4af08905522cad46e05108dc4df3
239,EMP000239,130,358,199,108,12,4,Delta EnergyMeterPoint 239,EMP000239,337.430000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f427765087705aca810f24c62a1c156af427765087705aca810f24c62a1c156a
240,EMP000240,21,90,243,62,12,1,Orion EnergyMeterPoint 240,EMP000240,338.800000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7e0acc05931b5cd1a745935309ce32527e0acc05931b5cd1a745935309ce3252
241,EMP000241,196,36,78,486,6,4,Junction EnergyMeterPoint 241,EMP000241,340.170000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f3fbe1f5ed935a68b5c2440d3c069060f3fbe1f5ed935a68b5c2440d3c069060
242,EMP000242,85,134,61,347,4,2,Liberty EnergyMeterPoint 242,EMP000242,341.540000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,39a014412b8752339923896d2b189dfa39a014412b8752339923896d2b189dfa
243,EMP000243,197,361,280,411,2,4,Liberty EnergyMeterPoint 243,EMP000243,342.910000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,31f8caf94f795254b52026039ccd917e31f8caf94f795254b52026039ccd917e
244,EMP000244,150,422,119,307,3,2,Zenith EnergyMeterPoint 244,EMP000244,344.280000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7be62d49014a52bf8af1c1a93aa34d2d7be62d49014a52bf8af1c1a93aa34d2d
245,EMP000245,63,316,240,203,10,5,Willow EnergyMeterPoint 245,EMP000245,345.650000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c2f4f5f5447158db992a1ff755f40d1ec2f4f5f5447158db992a1ff755f40d1e
246,EMP000246,191,421,428,72,7,7,Zenith EnergyMeterPoint 246,EMP000246,347.020000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3e629c9a400855b991bf080064dafb733e629c9a400855b991bf080064dafb73
247,EMP000247,178,296,65,196,3,2,Granite EnergyMeterPoint 247,EMP000247,348.390000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,98706833c6c757e59d1d405deb180a7b98706833c6c757e59d1d405deb180a7b
248,EMP000248,185,364,112,387,7,2,Meridian EnergyMeterPoint 248,EMP000248,349.760000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7af4d6b324af5524856f27753253fe637af4d6b324af5524856f27753253fe63
249,EMP000249,232,190,413,324,13,1,Orion EnergyMeterPoint 249,EMP000249,351.130000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a58dbf791d3359d5b0cbe0d059a52daba58dbf791d3359d5b0cbe0d059a52dab
250,EMP000250,76,45,97,139,12,7,Atlas EnergyMeterPoint 250,EMP000250,352.500000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,45eae91c1e575f81a296bbfebfe67bef45eae91c1e575f81a296bbfebfe67bef
251,EMP000251,322,134,109,43,14,5,Riverton EnergyMeterPoint 251,EMP000251,353.870000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,91bf19d243325a9d90fdb4dd03a5f7dd91bf19d243325a9d90fdb4dd03a5f7dd
252,EMP000252,275,96,435,398,9,5,Harbor EnergyMeterPoint 252,EMP000252,355.240000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,266457b01cb15c5daee75dc62c8dff93266457b01cb15c5daee75dc62c8dff93
253,EMP000253,305,207,60,42,3,1,Quartz EnergyMeterPoint 253,EMP000253,356.610000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,955f5588531b5313aaf0832c6430f117955f5588531b5313aaf0832c6430f117
254,EMP000254,165,20,179,264,1,5,Titan EnergyMeterPoint 254,EMP000254,357.980000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a92fc57d118851cebcfdee3d3bec80d8a92fc57d118851cebcfdee3d3bec80d8
255,EMP000255,68,-1,477,105,13,7,Northstar EnergyMeterPoint 255,EMP000255,359.350000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b10ea0bc8e175c268bf94f89eee98cadb10ea0bc8e175c268bf94f89eee98cad
256,EMP000256,45,337,160,328,14,4,Unity EnergyMeterPoint 256,EMP000256,360.720000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b22ec980b5c25c0888079d6d9345391cb22ec980b5c25c0888079d6d9345391c
257,EMP000257,179,95,413,345,14,7,Orion EnergyMeterPoint 257,EMP000257,362.090000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1772e76f1d34597dab5f30d9593c82831772e76f1d34597dab5f30d9593c8283
258,EMP000258,262,429,215,67,14,4,Summit EnergyMeterPoint 258,EMP000258,363.460000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,924e578d29605a41a74525bb8ab5d810924e578d29605a41a74525bb8ab5d810
259,EMP000259,260,256,36,59,11,1,Zenith EnergyMeterPoint 259,EMP000259,364.830000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1460247a6f635c89b5d8a1f9674ed4de1460247a6f635c89b5d8a1f9674ed4de
260,EMP000260,295,194,402,84,8,4,Quartz EnergyMeterPoint 260,EMP000260,366.200000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3663c57ceeeb56fdac25cfebcad1fbda3663c57ceeeb56fdac25cfebcad1fbda
261,EMP000261,42,288,496,146,10,5,Cedar EnergyMeterPoint 261,EMP000261,367.570000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,12c4f7e576dd579191cea5789d46fc8912c4f7e576dd579191cea5789d46fc89
262,EMP000262,147,459,157,187,4,5,Orion EnergyMeterPoint 262,EMP000262,368.940000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,97e732750fe55ed8af640a2e5af7a15b97e732750fe55ed8af640a2e5af7a15b
263,EMP000263,97,442,85,375,5,2,Riverton EnergyMeterPoint 263,EMP000263,370.310000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3e06355e93a850a7901c1f5320d74ac73e06355e93a850a7901c1f5320d74ac7
264,EMP000264,105,119,383,16,7,2,Pioneer EnergyMeterPoint 264,EMP000264,371.680000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,174ceae6c19a55f28bce691d39442130174ceae6c19a55f28bce691d39442130
265,EMP000265,175,109,255,145,2,3,Cedar EnergyMeterPoint 265,EMP000265,373.050000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4dc06360eb0e5b1ebede23c177af70954dc06360eb0e5b1ebede23c177af7095
266,EMP000266,15,485,129,176,16,2,Forge EnergyMeterPoint 266,EMP000266,374.420000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9616354e92f95303a083591d09f8673f9616354e92f95303a083591d09f8673f
267,EMP000267,198,104,115,500,10,7,Forge EnergyMeterPoint 267,EMP000267,375.790000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,83d1248db6035f839186ac47ffe43f3b83d1248db6035f839186ac47ffe43f3b
268,EMP000268,30,223,229,246,1,7,Cedar EnergyMeterPoint 268,EMP000268,377.160000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9323b07cc6205addb436928ae62697a99323b07cc6205addb436928ae62697a9
269,EMP000269,86,453,204,308,15,5,Riverton EnergyMeterPoint 269,EMP000269,378.530000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8cad90c86c7b549d987b4bce913d06598cad90c86c7b549d987b4bce913d0659
270,EMP000270,311,458,66,357,13,7,Junction EnergyMeterPoint 270,EMP000270,379.900000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ad7706f3ccb2595dadc764a39aa5174cad7706f3ccb2595dadc764a39aa5174c
271,EMP000271,202,257,410,79,10,6,Summit EnergyMeterPoint 271,EMP000271,381.270000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,270763ddbcb456d1994635b42ab2eca4270763ddbcb456d1994635b42ab2eca4
272,EMP000272,238,-1,434,490,16,1,Liberty EnergyMeterPoint 272,EMP000272,382.640000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4bbb0aabba3e57ab965554fa0c46dc784bbb0aabba3e57ab965554fa0c46dc78
273,EMP000273,37,120,278,39,12,5,Beacon EnergyMeterPoint 273,EMP000273,384.010000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,82cc0287212c56b9b871eeb956d16c3482cc0287212c56b9b871eeb956d16c34
274,EMP000274,279,208,367,184,9,3,Unity EnergyMeterPoint 274,EMP000274,385.380000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f2e2b12a08585b52aaf4d1d270f38cc5f2e2b12a08585b52aaf4d1d270f38cc5
275,EMP000275,267,235,458,367,2,1,Ion EnergyMeterPoint 275,EMP000275,386.750000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f871a8ac60f15844ae4ec671755576eef871a8ac60f15844ae4ec671755576ee
276,EMP000276,253,479,349,310,10,1,Meridian EnergyMeterPoint 276,EMP000276,388.120000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e5068391d8d45c4d9d2911fefdf15cdee5068391d8d45c4d9d2911fefdf15cde
277,EMP000277,101,383,130,399,3,4,Unity EnergyMeterPoint 277,EMP000277,389.490000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eb5f0d127b3a54d09cbca52fefd13237eb5f0d127b3a54d09cbca52fefd13237
278,EMP000278,313,458,21,59,10,3,Meridian EnergyMeterPoint 278,EMP000278,390.860000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cf4d9a6d5cd25c67bab4c385ce4aaa3fcf4d9a6d5cd25c67bab4c385ce4aaa3f
279,EMP000279,263,282,202,361,6,6,Harbor EnergyMeterPoint 279,EMP000279,392.230000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f44ca7f5e1b853a98848ce3af2189f55f44ca7f5e1b853a98848ce3af2189f55
280,EMP000280,202,88,216,447,6,4,Granite EnergyMeterPoint 280,EMP000280,393.600000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,66c0070737035104acbd07e5776a758266c0070737035104acbd07e5776a7582
281,EMP000281,137,494,290,3,11,2,Unity EnergyMeterPoint 281,EMP000281,394.970000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f2b8ba5c7ae05659a7fa99906322b79ff2b8ba5c7ae05659a7fa99906322b79f
282,EMP000282,2,438,10,411,2,3,Cedar EnergyMeterPoint 282,EMP000282,396.340000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,662a994861da557da4fa4618674cfc50662a994861da557da4fa4618674cfc50
283,EMP000283,259,292,325,431,9,3,Cedar EnergyMeterPoint 283,EMP000283,397.710000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e6ec74f558355880ba4fe516b91d9882e6ec74f558355880ba4fe516b91d9882
284,EMP000284,105,156,263,55,3,5,Pioneer EnergyMeterPoint 284,EMP000284,399.080000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,19a1fd84fd235efb983ded31c115397a19a1fd84fd235efb983ded31c115397a
285,EMP000285,323,395,236,321,11,3,Junction EnergyMeterPoint 285,EMP000285,400.450000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2b997c6adb0157b79a85eef112bdecc52b997c6adb0157b79a85eef112bdecc5
286,EMP000286,263,386,115,486,15,4,Titan EnergyMeterPoint 286,EMP000286,401.820000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,98dd2c07c30255e38281477a7573b2b498dd2c07c30255e38281477a7573b2b4
287,EMP000287,335,165,420,296,12,6,Ion EnergyMeterPoint 287,EMP000287,403.190000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1031e4d9004452b2b21689d55fdc2cb21031e4d9004452b2b21689d55fdc2cb2
288,EMP000288,220,202,268,23,15,3,Titan EnergyMeterPoint 288,EMP000288,404.560000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bbf0ddfc109051f58994239d47e8521ebbf0ddfc109051f58994239d47e8521e
289,EMP000289,53,-1,4,255,3,6,Cedar EnergyMeterPoint 289,EMP000289,405.930000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9ffb43b14bb558cc9bd51ee20fb15e809ffb43b14bb558cc9bd51ee20fb15e80
290,EMP000290,99,135,413,341,13,3,Delta EnergyMeterPoint 290,EMP000290,407.300000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a79b072b7b2f5748b1c4983e792ddd0ca79b072b7b2f5748b1c4983e792ddd0c
