QualityInspectionPlanKey,InspectionPlanNumber,ProductKey,SupplierKey,QualityMethodProcedureKey,QualityInspectionTypeKey,EngineeringLifecycleStatusKey,QualityInspectionPlanName,RevisionCode,ActiveFlag,StandardValue,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
193,QIP000193,462,178,198,11,10,Liberty QualityInspectionPlan 193,QIP000193,1,274.4100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cff52b96efa757a6a663c66615373abacff52b96efa757a6a663c66615373aba
194,QIP000194,376,417,37,2,7,Pioneer QualityInspectionPlan 194,QIP000194,1,275.7800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0a9c2d9254c95fb5be4c39ad95034d1c0a9c2d9254c95fb5be4c39ad95034d1c
195,QIP000195,33,383,14,1,7,Evergreen QualityInspectionPlan 195,QIP000195,0,277.1500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,efdcfb7d81e959aa89cea9f57dd1d047efdcfb7d81e959aa89cea9f57dd1d047
196,QIP000196,345,265,235,4,4,Unity QualityInspectionPlan 196,QIP000196,1,278.5200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,63eb40ecaba65238bdbc18fd099d87aa63eb40ecaba65238bdbc18fd099d87aa
197,QIP000197,154,221,236,7,3,Orion QualityInspectionPlan 197,QIP000197,1,279.8900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e780ca2b37385ea3b1a7c0390e8ef1dbe780ca2b37385ea3b1a7c0390e8ef1db
198,QIP000198,248,403,16,6,6,Cedar QualityInspectionPlan 198,QIP000198,1,281.2600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,127920f63ecc5b9a822322829b1e7d2b127920f63ecc5b9a822322829b1e7d2b
199,QIP000199,25,199,149,9,9,Liberty QualityInspectionPlan 199,QIP000199,1,282.6300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c47f339d83265589a404246765667acec47f339d83265589a404246765667ace
200,QIP000200,477,430,175,9,4,Zenith QualityInspectionPlan 200,QIP000200,0,284.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3edd6eb4507655aa8f0c13bebccc30c63edd6eb4507655aa8f0c13bebccc30c6
201,QIP000201,476,246,40,7,2,Summit QualityInspectionPlan 201,QIP000201,1,285.3700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3d53b0cf6da35325b4077c1531ca2d193d53b0cf6da35325b4077c1531ca2d19
202,QIP000202,275,496,75,5,2,Delta QualityInspectionPlan 202,QIP000202,1,286.7400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3bcb1eb0677e5a75853695c189dd0ce83bcb1eb0677e5a75853695c189dd0ce8
203,QIP000203,411,172,202,12,7,Northstar QualityInspectionPlan 203,QIP000203,1,288.1100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5ada65246bd05651baa660c4a6c4ca1f5ada65246bd05651baa660c4a6c4ca1f
204,QIP000204,-1,-1,42,4,-1,Delta QualityInspectionPlan 204,QIP000204,1,289.4800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ab4038c25c0f570a99a0e19819dd1db7ab4038c25c0f570a99a0e19819dd1db7
205,QIP000205,85,271,39,5,3,Riverton QualityInspectionPlan 205,QIP000205,0,290.8500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ef6a97ace39f51dfb073b5e6223a576cef6a97ace39f51dfb073b5e6223a576c
206,QIP000206,433,39,84,11,4,Willow QualityInspectionPlan 206,QIP000206,1,292.2200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7fd1c7ea4880538b81b61ae9747910c27fd1c7ea4880538b81b61ae9747910c2
207,QIP000207,149,59,48,3,8,Cedar QualityInspectionPlan 207,QIP000207,1,293.5900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6fe495e1dce55c86b4489e8c94a651bf6fe495e1dce55c86b4489e8c94a651bf
208,QIP000208,95,445,16,2,1,Meridian QualityInspectionPlan 208,QIP000208,1,294.9600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7a5429c403355cda8a00ea7dfec620b87a5429c403355cda8a00ea7dfec620b8
209,QIP000209,439,43,181,11,3,Meridian QualityInspectionPlan 209,QIP000209,1,296.3300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2f7e5b71381d5aa4b1758b7e7b194d9b2f7e5b71381d5aa4b1758b7e7b194d9b
210,QIP000210,483,51,63,7,4,Pioneer QualityInspectionPlan 210,QIP000210,0,297.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e4546bdb17e855a88023ee00606ff399e4546bdb17e855a88023ee00606ff399
211,QIP000211,116,285,168,2,10,Quartz QualityInspectionPlan 211,QIP000211,1,299.0700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,408defc6c0155389994a7f74840e08ae408defc6c0155389994a7f74840e08ae
212,QIP000212,356,125,61,9,3,Summit QualityInspectionPlan 212,QIP000212,1,300.4400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c378e38062795562829360cea45c23a9c378e38062795562829360cea45c23a9
213,QIP000213,77,40,70,3,8,Delta QualityInspectionPlan 213,QIP000213,1,301.8100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,69f1f908d1f354edb4bfcc76f791850c69f1f908d1f354edb4bfcc76f791850c
214,QIP000214,258,81,125,5,9,Ion QualityInspectionPlan 214,QIP000214,1,303.1800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,93e416a53fd8593e96dd75d1bcef7abb93e416a53fd8593e96dd75d1bcef7abb
215,QIP000215,437,94,235,4,8,Cedar QualityInspectionPlan 215,QIP000215,0,304.5500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8bf0162beb685820af7cf905037a71098bf0162beb685820af7cf905037a7109
216,QIP000216,75,475,171,4,2,Unity QualityInspectionPlan 216,QIP000216,1,305.9200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ff6107c32aca55ffa736a5016de55b26ff6107c32aca55ffa736a5016de55b26
217,QIP000217,8,153,100,9,2,Unity QualityInspectionPlan 217,QIP000217,1,307.2900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e1e1b2706a4f59fa9f40e6ac4b499a15e1e1b2706a4f59fa9f40e6ac4b499a15
218,QIP000218,358,249,94,3,7,Vertex QualityInspectionPlan 218,QIP000218,1,308.6600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,98cf8f002ef15211ba2b92f3cb6b10cc98cf8f002ef15211ba2b92f3cb6b10cc
219,QIP000219,153,169,114,10,3,Liberty QualityInspectionPlan 219,QIP000219,1,310.0300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d65771c952c35910b91368f61ac272dcd65771c952c35910b91368f61ac272dc
220,QIP000220,3,316,184,4,6,Pioneer QualityInspectionPlan 220,QIP000220,0,311.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0d899aebba1e54c7aa5f89ad1e1d718c0d899aebba1e54c7aa5f89ad1e1d718c
221,QIP000221,-1,-1,153,6,-1,Cedar QualityInspectionPlan 221,QIP000221,1,312.7700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4ed1016d70fe506fae33ba08bd3978074ed1016d70fe506fae33ba08bd397807
222,QIP000222,287,342,14,12,4,Junction QualityInspectionPlan 222,QIP000222,1,314.1400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4182e6d9bad658b980621da7f3dcaf324182e6d9bad658b980621da7f3dcaf32
223,QIP000223,60,393,69,3,9,Liberty QualityInspectionPlan 223,QIP000223,1,315.5100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,91d71a967a06538c964b6c0b093cbdc991d71a967a06538c964b6c0b093cbdc9
224,QIP000224,161,290,225,6,6,Northstar QualityInspectionPlan 224,QIP000224,1,316.8800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,633288aeb16d518fb85b81ac08e343db633288aeb16d518fb85b81ac08e343db
225,QIP000225,443,199,53,4,3,Willow QualityInspectionPlan 225,QIP000225,0,318.2500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,038cbf38069e5a3aa78f39f91b27c834038cbf38069e5a3aa78f39f91b27c834
226,QIP000226,393,364,108,1,10,Willow QualityInspectionPlan 226,QIP000226,1,319.6200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a563d536b8f65da88ab03b7c308db0c1a563d536b8f65da88ab03b7c308db0c1
227,QIP000227,298,498,124,12,2,Summit QualityInspectionPlan 227,QIP000227,1,320.9900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a4e34f38d7b957dc8162285e310cde9fa4e34f38d7b957dc8162285e310cde9f
228,QIP000228,135,111,137,5,9,Unity QualityInspectionPlan 228,QIP000228,1,322.3600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1b3f6f1e1e725d4187e692718e10490e1b3f6f1e1e725d4187e692718e10490e
229,QIP000229,479,342,104,7,7,Northstar QualityInspectionPlan 229,QIP000229,1,323.7300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2311b5e81e7c5ce39fa2e9053e925e572311b5e81e7c5ce39fa2e9053e925e57
230,QIP000230,213,52,102,10,6,Junction QualityInspectionPlan 230,QIP000230,0,325.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c0cb8710dd80572d93b1c089d51c4280c0cb8710dd80572d93b1c089d51c4280
231,QIP000231,433,59,2,4,3,Summit QualityInspectionPlan 231,QIP000231,1,326.4700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4045a4d82c625f149d97d3ee8e4141cd4045a4d82c625f149d97d3ee8e4141cd
232,QIP000232,23,404,200,3,3,Cedar QualityInspectionPlan 232,QIP000232,1,327.8400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,97736e0b93fd54d08318114123a6566f97736e0b93fd54d08318114123a6566f
233,QIP000233,159,171,183,10,2,Delta QualityInspectionPlan 233,QIP000233,1,329.2100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a9f12c39587c5a4c806b4d44a04b5d7aa9f12c39587c5a4c806b4d44a04b5d7a
234,QIP000234,306,435,213,3,4,Titan QualityInspectionPlan 234,QIP000234,1,330.5800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e70d8a5accc05bef84484e575eb5a4ece70d8a5accc05bef84484e575eb5a4ec
235,QIP000235,73,263,176,1,2,Orion QualityInspectionPlan 235,QIP000235,0,331.9500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9ff56b441a5356f590db704c18be1d149ff56b441a5356f590db704c18be1d14
236,QIP000236,217,429,67,10,9,Forge QualityInspectionPlan 236,QIP000236,1,333.3200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1abdb5636b295b6d9fba6e15136afdf71abdb5636b295b6d9fba6e15136afdf7
237,QIP000237,418,117,125,10,8,Vertex QualityInspectionPlan 237,QIP000237,1,334.6900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,84551372163055c28ab89e919cc7fdc384551372163055c28ab89e919cc7fdc3
238,QIP000238,-1,-1,177,2,-1,Keystone QualityInspectionPlan 238,QIP000238,1,336.0600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1bb9ea90626053a6a28388adf8404b011bb9ea90626053a6a28388adf8404b01
239,QIP000239,456,185,111,8,4,Meridian QualityInspectionPlan 239,QIP000239,1,337.4300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,91f868551aa35bc2bfe72fcb90f37b9f91f868551aa35bc2bfe72fcb90f37b9f
240,QIP000240,259,166,135,5,10,Granite QualityInspectionPlan 240,QIP000240,0,338.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6c2bcfb5693455028a8f93e04fdf36b16c2bcfb5693455028a8f93e04fdf36b1
241,QIP000241,115,278,202,10,1,Cedar QualityInspectionPlan 241,QIP000241,1,340.1700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f19a0ca814dc5d77ab51ca15f88652def19a0ca814dc5d77ab51ca15f88652de
242,QIP000242,162,394,173,10,8,Forge QualityInspectionPlan 242,QIP000242,1,341.5400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f79e6d93df645637acc3c783ac10f0c4f79e6d93df645637acc3c783ac10f0c4
243,QIP000243,199,46,24,7,2,Evergreen QualityInspectionPlan 243,QIP000243,1,342.9100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d0bae5d624005907ae1859c3847279eed0bae5d624005907ae1859c3847279ee
244,QIP000244,289,336,223,10,1,Quartz QualityInspectionPlan 244,QIP000244,1,344.2800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eed031f1da2e54579eab23136694edb1eed031f1da2e54579eab23136694edb1
245,QIP000245,3,192,222,3,2,Evergreen QualityInspectionPlan 245,QIP000245,0,345.6500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7f72c20143015c2385237851dd23a5887f72c20143015c2385237851dd23a588
246,QIP000246,480,481,80,1,1,Willow QualityInspectionPlan 246,QIP000246,1,347.0200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4b14c9d0fd9a5fc29b0cbc13705462064b14c9d0fd9a5fc29b0cbc1370546206
247,QIP000247,123,348,37,2,9,Zenith QualityInspectionPlan 247,QIP000247,1,348.3900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9adccfb6550f59a89d2357e3e1eb43399adccfb6550f59a89d2357e3e1eb4339
248,QIP000248,480,67,160,4,4,Titan QualityInspectionPlan 248,QIP000248,1,349.7600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7660118ab6555ba2896c83029e4cfc4e7660118ab6555ba2896c83029e4cfc4e
249,QIP000249,491,303,117,9,7,Vertex QualityInspectionPlan 249,QIP000249,1,351.1300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4df5091daafc5285926f6b039c4051b04df5091daafc5285926f6b039c4051b0
250,QIP000250,299,177,10,1,6,Harbor QualityInspectionPlan 250,QIP000250,0,352.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c8d9dcabd9cb574ba2d0222fbc995496c8d9dcabd9cb574ba2d0222fbc995496
251,QIP000251,110,383,234,7,7,Junction QualityInspectionPlan 251,QIP000251,1,353.8700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e19a320992475300b8be4d6c5afb57e5e19a320992475300b8be4d6c5afb57e5
252,QIP000252,495,90,74,6,8,Forge QualityInspectionPlan 252,QIP000252,1,355.2400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0e270f01e3dd5146b56bceac539bffd60e270f01e3dd5146b56bceac539bffd6
253,QIP000253,370,79,141,1,4,Riverton QualityInspectionPlan 253,QIP000253,1,356.6100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0637121de9b457fea26ca13daed7883f0637121de9b457fea26ca13daed7883f
254,QIP000254,340,373,89,11,8,Unity QualityInspectionPlan 254,QIP000254,1,357.9800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e6f2762a6f5f54e69bd61b401f775c2ce6f2762a6f5f54e69bd61b401f775c2c
255,QIP000255,-1,-1,122,12,-1,Zenith QualityInspectionPlan 255,QIP000255,0,359.3500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e0690b46dd7a59c5bbf55c061d4d32f4e0690b46dd7a59c5bbf55c061d4d32f4
256,QIP000256,138,107,199,12,8,Atlas QualityInspectionPlan 256,QIP000256,1,360.7200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,69ff5d317b72522da5cda940bc21769e69ff5d317b72522da5cda940bc21769e
257,QIP000257,331,128,55,1,4,Unity QualityInspectionPlan 257,QIP000257,1,362.0900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,77adb3892e895c7990103da410285c2277adb3892e895c7990103da410285c22
258,QIP000258,72,208,82,2,10,Unity QualityInspectionPlan 258,QIP000258,1,363.4600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c580cc64f6a55b2e843dd9254e54768ec580cc64f6a55b2e843dd9254e54768e
259,QIP000259,433,186,3,2,4,Beacon QualityInspectionPlan 259,QIP000259,1,364.8300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,264461bf00b255ceae62ede159094793264461bf00b255ceae62ede159094793
260,QIP000260,337,361,239,2,5,Zenith QualityInspectionPlan 260,QIP000260,0,366.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ab4c1e955aa35964b68c15724b3e0bfeab4c1e955aa35964b68c15724b3e0bfe
261,QIP000261,437,436,35,7,8,Orion QualityInspectionPlan 261,QIP000261,1,367.5700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0d0abc35917557bc8db0c463432369090d0abc35917557bc8db0c46343236909
262,QIP000262,356,82,186,5,8,Summit QualityInspectionPlan 262,QIP000262,1,368.9400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,24e23ce67506577cb9769c61913520f024e23ce67506577cb9769c61913520f0
263,QIP000263,66,78,221,1,8,Willow QualityInspectionPlan 263,QIP000263,1,370.3100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b90cda2ac72d5f339367b4d142c735c5b90cda2ac72d5f339367b4d142c735c5
264,QIP000264,155,197,126,3,4,Meridian QualityInspectionPlan 264,QIP000264,1,371.6800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eb277fd923cd55e7ae45416c6be3eda1eb277fd923cd55e7ae45416c6be3eda1
265,QIP000265,334,290,135,3,8,Ion QualityInspectionPlan 265,QIP000265,0,373.0500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ca152a0aef055b37b37682eea4983f66ca152a0aef055b37b37682eea4983f66
266,QIP000266,414,484,9,1,7,Atlas QualityInspectionPlan 266,QIP000266,1,374.4200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,07e2add4bae250019aa9f5afe26d7b3407e2add4bae250019aa9f5afe26d7b34
267,QIP000267,374,99,161,3,9,Quartz QualityInspectionPlan 267,QIP000267,1,375.7900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f4a9107c4b5c5906af71ddbbc1206ec3f4a9107c4b5c5906af71ddbbc1206ec3
268,QIP000268,389,308,6,12,6,Forge QualityInspectionPlan 268,QIP000268,1,377.1600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4e3bbb11480b5891b57e40fae2fc19504e3bbb11480b5891b57e40fae2fc1950
269,QIP000269,260,278,44,8,8,Delta QualityInspectionPlan 269,QIP000269,1,378.5300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,783e18decbbd59e8a89ba9b0b6ab9dc5783e18decbbd59e8a89ba9b0b6ab9dc5
270,QIP000270,246,406,19,7,8,Junction QualityInspectionPlan 270,QIP000270,0,379.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a9ef14a1cfbf5cdf9a14afc0a28303caa9ef14a1cfbf5cdf9a14afc0a28303ca
271,QIP000271,365,137,122,3,6,Atlas QualityInspectionPlan 271,QIP000271,1,381.2700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ce5ff939321058b6b3e590a95fad0a3ace5ff939321058b6b3e590a95fad0a3a
272,QIP000272,-1,-1,196,1,-1,Unity QualityInspectionPlan 272,QIP000272,1,382.6400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3bf4eee6e9e25a81ab4a18748cd8b28a3bf4eee6e9e25a81ab4a18748cd8b28a
273,QIP000273,53,103,31,3,3,Granite QualityInspectionPlan 273,QIP000273,1,384.0100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,deb063c1a73c5c0eb3b0cebd6165aed0deb063c1a73c5c0eb3b0cebd6165aed0
274,QIP000274,215,220,230,4,10,Willow QualityInspectionPlan 274,QIP000274,1,385.3800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e0fedd20d58453e88fd4e8331f53f73de0fedd20d58453e88fd4e8331f53f73d
275,QIP000275,43,161,103,9,2,Atlas QualityInspectionPlan 275,QIP000275,0,386.7500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,09289c2c524c5ce18ba9cb7a468cd6f409289c2c524c5ce18ba9cb7a468cd6f4
276,QIP000276,159,189,3,3,3,Atlas QualityInspectionPlan 276,QIP000276,1,388.1200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d46ea67bff9e52749a1c79b6b090a5c2d46ea67bff9e52749a1c79b6b090a5c2
277,QIP000277,478,136,199,5,1,Northstar QualityInspectionPlan 277,QIP000277,1,389.4900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,759c6942781a562784602922d6d9f590759c6942781a562784602922d6d9f590
278,QIP000278,396,3,30,8,10,Evergreen QualityInspectionPlan 278,QIP000278,1,390.8600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9467980ff6815f3c91d3dd760fbf5fe39467980ff6815f3c91d3dd760fbf5fe3
279,QIP000279,392,50,39,3,5,Junction QualityInspectionPlan 279,QIP000279,1,392.2300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,850ba6c02ccd56d79cb686a3d7db9260850ba6c02ccd56d79cb686a3d7db9260
280,QIP000280,16,318,210,1,2,Vertex QualityInspectionPlan 280,QIP000280,0,393.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,99728e67301d5d1ab2054220a308f7cc99728e67301d5d1ab2054220a308f7cc
281,QIP000281,131,88,115,8,5,Harbor QualityInspectionPlan 281,QIP000281,1,394.9700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1464b85ee5ab5c0c91721f6ad23374c81464b85ee5ab5c0c91721f6ad23374c8
282,QIP000282,314,457,35,7,8,Titan QualityInspectionPlan 282,QIP000282,1,396.3400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ec1c9fcad9495aa49b7d65901403e886ec1c9fcad9495aa49b7d65901403e886
283,QIP000283,305,463,173,6,10,Forge QualityInspectionPlan 283,QIP000283,1,397.7100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,42f19129bdc556f78068f77d143f3d0f42f19129bdc556f78068f77d143f3d0f
284,QIP000284,164,213,125,8,3,Willow QualityInspectionPlan 284,QIP000284,1,399.0800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7299648307a453b386474a23e06799ac7299648307a453b386474a23e06799ac
285,QIP000285,331,166,3,5,1,Keystone QualityInspectionPlan 285,QIP000285,0,400.4500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,876c97a74ad250d19ee4d2ff5a6c6bc9876c97a74ad250d19ee4d2ff5a6c6bc9
286,QIP000286,305,94,35,4,7,Harbor QualityInspectionPlan 286,QIP000286,1,401.8200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,83953c80ebd0500e82ab58f0eb95d24983953c80ebd0500e82ab58f0eb95d249
287,QIP000287,59,461,125,4,10,Beacon QualityInspectionPlan 287,QIP000287,1,403.1900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bf30a06f5dea50309d11e9b6128c9ff2bf30a06f5dea50309d11e9b6128c9ff2
288,QIP000288,143,25,146,7,3,Keystone QualityInspectionPlan 288,QIP000288,1,404.5600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e71df249625c58db8d3b9153cc53397ae71df249625c58db8d3b9153cc53397a
289,QIP000289,-1,-1,50,10,-1,Cedar QualityInspectionPlan 289,QIP000289,1,405.9300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3cce590bb28655198ba9e14f5db117c63cce590bb28655198ba9e14f5db117c6
