SiteKey,SiteCode,PlantKey,RecordStatusKey,HazardClassKey,SiteName,SiteDescription,BuildingCode,FloorCode,AreaCode,TemperatureControlledFlag,HazmatApprovedFlag,DefaultWarehouseFlag,SourceSystemKey,BatchId,LoadedAtUtc
420,S000420,186,1,11,Unity Site 420,Site starter record 420,S000420,S000420,S000420,0,0,0,1,1,2026-08-24T00:00:00.000
421,S000421,75,4,16,Unity Site 421,Site starter record 421,S000421,S000421,S000421,1,1,1,1,1,2026-08-24T00:00:00.000
422,S000422,24,3,15,Liberty Site 422,Site starter record 422,S000422,S000422,S000422,1,1,1,1,1,2026-08-24T00:00:00.000
423,S000423,281,4,14,Evergreen Site 423,Site starter record 423,S000423,S000423,S000423,1,1,1,1,1,2026-08-24T00:00:00.000
424,S000424,203,3,17,Granite Site 424,Site starter record 424,S000424,S000424,S000424,1,1,1,1,1,2026-08-24T00:00:00.000
425,S000425,47,3,13,Meridian Site 425,Site starter record 425,S000425,S000425,S000425,0,0,0,1,1,2026-08-24T00:00:00.000
426,S000426,43,2,3,Beacon Site 426,Site starter record 426,S000426,S000426,S000426,1,1,1,1,1,2026-08-24T00:00:00.000
427,S000427,339,1,5,Summit Site 427,Site starter record 427,S000427,S000427,S000427,1,1,1,1,1,2026-08-24T00:00:00.000
428,S000428,340,4,10,Titan Site 428,Site starter record 428,S000428,S000428,S000428,1,1,1,1,1,2026-08-24T00:00:00.000
429,S000429,169,3,6,Harbor Site 429,Site starter record 429,S000429,S000429,S000429,1,1,1,1,1,2026-08-24T00:00:00.000
430,S000430,243,2,7,Liberty Site 430,Site starter record 430,S000430,S000430,S000430,0,0,0,1,1,2026-08-24T00:00:00.000
431,S000431,294,2,6,Atlas Site 431,Site starter record 431,S000431,S000431,S000431,1,1,1,1,1,2026-08-24T00:00:00.000
432,S000432,242,3,1,Liberty Site 432,Site starter record 432,S000432,S000432,S000432,1,1,1,1,1,2026-08-24T00:00:00.000
433,S000433,230,1,18,Forge Site 433,Site starter record 433,S000433,S000433,S000433,1,1,1,1,1,2026-08-24T00:00:00.000
434,S000434,342,3,8,Keystone Site 434,Site starter record 434,S000434,S000434,S000434,1,1,1,1,1,2026-08-24T00:00:00.000
435,S000435,58,2,16,Titan Site 435,Site starter record 435,S000435,S000435,S000435,0,0,0,1,1,2026-08-24T00:00:00.000
436,S000436,125,3,2,Keystone Site 436,Site starter record 436,S000436,S000436,S000436,1,1,1,1,1,2026-08-24T00:00:00.000
437,S000437,262,2,2,Meridian Site 437,Site starter record 437,S000437,S000437,S000437,1,1,1,1,1,2026-08-24T00:00:00.000
438,S000438,299,3,16,Vertex Site 438,Site starter record 438,S000438,S000438,S000438,1,1,1,1,1,2026-08-24T00:00:00.000
439,S000439,333,3,10,Vertex Site 439,Site starter record 439,S000439,S000439,S000439,1,1,1,1,1,2026-08-24T00:00:00.000
440,S000440,23,1,7,Meridian Site 440,Site starter record 440,S000440,S000440,S000440,0,0,0,1,1,2026-08-24T00:00:00.000
441,S000441,344,2,11,Liberty Site 441,Site starter record 441,S000441,S000441,S000441,1,1,1,1,1,2026-08-24T00:00:00.000
442,S000442,42,1,5,Vertex Site 442,Site starter record 442,S000442,S000442,S000442,1,1,1,1,1,2026-08-24T00:00:00.000
443,S000443,86,4,13,Quartz Site 443,Site starter record 443,S000443,S000443,S000443,1,1,1,1,1,2026-08-24T00:00:00.000
444,S000444,155,4,9,Summit Site 444,Site starter record 444,S000444,S000444,S000444,1,1,1,1,1,2026-08-24T00:00:00.000
445,S000445,114,2,18,Liberty Site 445,Site starter record 445,S000445,S000445,S000445,0,0,0,1,1,2026-08-24T00:00:00.000
446,S000446,187,4,5,Unity Site 446,Site starter record 446,S000446,S000446,S000446,1,1,1,1,1,2026-08-24T00:00:00.000
447,S000447,66,4,13,Forge Site 447,Site starter record 447,S000447,S000447,S000447,1,1,1,1,1,2026-08-24T00:00:00.000
448,S000448,127,4,4,Pioneer Site 448,Site starter record 448,S000448,S000448,S000448,1,1,1,1,1,2026-08-24T00:00:00.000
449,S000449,73,3,3,Pioneer Site 449,Site starter record 449,S000449,S000449,S000449,1,1,1,1,1,2026-08-24T00:00:00.000
450,S000450,242,2,18,Orion Site 450,Site starter record 450,S000450,S000450,S000450,0,0,0,1,1,2026-08-24T00:00:00.000
451,S000451,237,4,8,Forge Site 451,Site starter record 451,S000451,S000451,S000451,1,1,1,1,1,2026-08-24T00:00:00.000
452,S000452,140,2,3,Willow Site 452,Site starter record 452,S000452,S000452,S000452,1,1,1,1,1,2026-08-24T00:00:00.000
453,S000453,311,2,15,Forge Site 453,Site starter record 453,S000453,S000453,S000453,1,1,1,1,1,2026-08-24T00:00:00.000
454,S000454,193,3,17,Quartz Site 454,Site starter record 454,S000454,S000454,S000454,1,1,1,1,1,2026-08-24T00:00:00.000
455,S000455,157,2,15,Atlas Site 455,Site starter record 455,S000455,S000455,S000455,0,0,0,1,1,2026-08-24T00:00:00.000
456,S000456,343,4,5,Quartz Site 456,Site starter record 456,S000456,S000456,S000456,1,1,1,1,1,2026-08-24T00:00:00.000
457,S000457,93,3,16,Ion Site 457,Site starter record 457,S000457,S000457,S000457,1,1,1,1,1,2026-08-24T00:00:00.000
458,S000458,193,2,12,Evergreen Site 458,Site starter record 458,S000458,S000458,S000458,1,1,1,1,1,2026-08-24T00:00:00.000
459,S000459,191,1,5,Beacon Site 459,Site starter record 459,S000459,S000459,S000459,1,1,1,1,1,2026-08-24T00:00:00.000
460,S000460,36,2,2,Riverton Site 460,Site starter record 460,S000460,S000460,S000460,0,0,0,1,1,2026-08-24T00:00:00.000
461,S000461,260,3,7,Delta Site 461,Site starter record 461,S000461,S000461,S000461,1,1,1,1,1,2026-08-24T00:00:00.000
462,S000462,101,3,17,Quartz Site 462,Site starter record 462,S000462,S000462,S000462,1,1,1,1,1,2026-08-24T00:00:00.000
463,S000463,295,3,5,Beacon Site 463,Site starter record 463,S000463,S000463,S000463,1,1,1,1,1,2026-08-24T00:00:00.000
464,S000464,3,1,7,Forge Site 464,Site starter record 464,S000464,S000464,S000464,1,1,1,1,1,2026-08-24T00:00:00.000
465,S000465,133,3,14,Keystone Site 465,Site starter record 465,S000465,S000465,S000465,0,0,0,1,1,2026-08-24T00:00:00.000
466,S000466,85,4,6,Junction Site 466,Site starter record 466,S000466,S000466,S000466,1,1,1,1,1,2026-08-24T00:00:00.000
467,S000467,316,2,16,Ion Site 467,Site starter record 467,S000467,S000467,S000467,1,1,1,1,1,2026-08-24T00:00:00.000
468,S000468,26,3,1,Evergreen Site 468,Site starter record 468,S000468,S000468,S000468,1,1,1,1,1,2026-08-24T00:00:00.000
469,S000469,90,3,2,Cedar Site 469,Site starter record 469,S000469,S000469,S000469,1,1,1,1,1,2026-08-24T00:00:00.000
470,S000470,144,2,18,Delta Site 470,Site starter record 470,S000470,S000470,S000470,0,0,0,1,1,2026-08-24T00:00:00.000
471,S000471,127,2,13,Unity Site 471,Site starter record 471,S000471,S000471,S000471,1,1,1,1,1,2026-08-24T00:00:00.000
472,S000472,281,4,18,Meridian Site 472,Site starter record 472,S000472,S000472,S000472,1,1,1,1,1,2026-08-24T00:00:00.000
473,S000473,168,4,2,Junction Site 473,Site starter record 473,S000473,S000473,S000473,1,1,1,1,1,2026-08-24T00:00:00.000
474,S000474,88,1,14,Junction Site 474,Site starter record 474,S000474,S000474,S000474,1,1,1,1,1,2026-08-24T00:00:00.000
475,S000475,319,2,16,Granite Site 475,Site starter record 475,S000475,S000475,S000475,0,0,0,1,1,2026-08-24T00:00:00.000
476,S000476,145,4,6,Riverton Site 476,Site starter record 476,S000476,S000476,S000476,1,1,1,1,1,2026-08-24T00:00:00.000
477,S000477,278,4,7,Liberty Site 477,Site starter record 477,S000477,S000477,S000477,1,1,1,1,1,2026-08-24T00:00:00.000
478,S000478,132,1,10,Orion Site 478,Site starter record 478,S000478,S000478,S000478,1,1,1,1,1,2026-08-24T00:00:00.000
479,S000479,87,4,5,Vertex Site 479,Site starter record 479,S000479,S000479,S000479,1,1,1,1,1,2026-08-24T00:00:00.000
480,S000480,102,3,17,Riverton Site 480,Site starter record 480,S000480,S000480,S000480,0,0,0,1,1,2026-08-24T00:00:00.000
481,S000481,273,1,8,Summit Site 481,Site starter record 481,S000481,S000481,S000481,1,1,1,1,1,2026-08-24T00:00:00.000
482,S000482,162,1,8,Beacon Site 482,Site starter record 482,S000482,S000482,S000482,1,1,1,1,1,2026-08-24T00:00:00.000
483,S000483,131,2,11,Beacon Site 483,Site starter record 483,S000483,S000483,S000483,1,1,1,1,1,2026-08-24T00:00:00.000
484,S000484,278,3,2,Harbor Site 484,Site starter record 484,S000484,S000484,S000484,1,1,1,1,1,2026-08-24T00:00:00.000
485,S000485,58,3,4,Summit Site 485,Site starter record 485,S000485,S000485,S000485,0,0,0,1,1,2026-08-24T00:00:00.000
486,S000486,217,1,8,Delta Site 486,Site starter record 486,S000486,S000486,S000486,1,1,1,1,1,2026-08-24T00:00:00.000
487,S000487,293,2,18,Cedar Site 487,Site starter record 487,S000487,S000487,S000487,1,1,1,1,1,2026-08-24T00:00:00.000
488,S000488,33,1,1,Pioneer Site 488,Site starter record 488,S000488,S000488,S000488,1,1,1,1,1,2026-08-24T00:00:00.000
489,S000489,237,4,6,Harbor Site 489,Site starter record 489,S000489,S000489,S000489,1,1,1,1,1,2026-08-24T00:00:00.000
490,S000490,17,2,12,Atlas Site 490,Site starter record 490,S000490,S000490,S000490,0,0,0,1,1,2026-08-24T00:00:00.000
491,S000491,140,1,6,Delta Site 491,Site starter record 491,S000491,S000491,S000491,1,1,1,1,1,2026-08-24T00:00:00.000
492,S000492,324,2,16,Atlas Site 492,Site starter record 492,S000492,S000492,S000492,1,1,1,1,1,2026-08-24T00:00:00.000
493,S000493,307,2,6,Ion Site 493,Site starter record 493,S000493,S000493,S000493,1,1,1,1,1,2026-08-24T00:00:00.000
494,S000494,330,4,4,Granite Site 494,Site starter record 494,S000494,S000494,S000494,1,1,1,1,1,2026-08-24T00:00:00.000
495,S000495,173,4,14,Delta Site 495,Site starter record 495,S000495,S000495,S000495,0,0,0,1,1,2026-08-24T00:00:00.000
496,S000496,115,1,18,Zenith Site 496,Site starter record 496,S000496,S000496,S000496,1,1,1,1,1,2026-08-24T00:00:00.000
497,S000497,208,4,8,Summit Site 497,Site starter record 497,S000497,S000497,S000497,1,1,1,1,1,2026-08-24T00:00:00.000
498,S000498,139,2,9,Summit Site 498,Site starter record 498,S000498,S000498,S000498,1,1,1,1,1,2026-08-24T00:00:00.000
499,S000499,12,1,14,Vertex Site 499,Site starter record 499,S000499,S000499,S000499,1,1,1,1,1,2026-08-24T00:00:00.000
500,S000500,139,3,12,Orion Site 500,Site starter record 500,S000500,S000500,S000500,0,0,0,1,1,2026-08-24T00:00:00.000
