LaborTrainingCourseKey,TrainingCourseCode,LaborSkillCategoryKey,TrainingCourseName,DurationHours,RenewalMonths,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
219,LTC000219,23,Willow LaborTrainingCourse 219,4.00,4,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2f44e9ba17385593900b6b1dedcf79692f44e9ba17385593900b6b1dedcf7969
220,LTC000220,18,Titan LaborTrainingCourse 220,5.00,5,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6db71a14367b5afdb9f332bd2c1122876db71a14367b5afdb9f332bd2c112287
221,LTC000221,81,Cedar LaborTrainingCourse 221,6.00,6,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e8b71375667d561982227c234b00c020e8b71375667d561982227c234b00c020
222,LTC000222,77,Meridian LaborTrainingCourse 222,7.00,7,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8cdf0ebbf6dd527a95b3dd95fb2572998cdf0ebbf6dd527a95b3dd95fb257299
223,LTC000223,31,Beacon LaborTrainingCourse 223,8.00,8,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3ed5ae98659b5eaf8013bdddb145653d3ed5ae98659b5eaf8013bdddb145653d
224,LTC000224,48,Delta LaborTrainingCourse 224,9.00,9,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,36a730ff61ab5fc39e5176a637c32b4636a730ff61ab5fc39e5176a637c32b46
225,LTC000225,55,Forge LaborTrainingCourse 225,10.00,10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,18a18a8e730e50c5b42e0a113ca6ced618a18a8e730e50c5b42e0a113ca6ced6
226,LTC000226,54,Cedar LaborTrainingCourse 226,11.00,11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,96890879531357c8b248106ec91424d596890879531357c8b248106ec91424d5
227,LTC000227,18,Zenith LaborTrainingCourse 227,12.00,12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,33312a8afb3e508f9170867ad7f2393033312a8afb3e508f9170867ad7f23930
228,LTC000228,45,Northstar LaborTrainingCourse 228,13.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ad942cfed69d53fb8f11ed038dced956ad942cfed69d53fb8f11ed038dced956
229,LTC000229,16,Atlas LaborTrainingCourse 229,14.00,2,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,25d1f42e2dc5507185d7779cea98e97125d1f42e2dc5507185d7779cea98e971
230,LTC000230,21,Ion LaborTrainingCourse 230,15.00,3,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,143fe20d924059158d4a0f2b3039ac92143fe20d924059158d4a0f2b3039ac92
231,LTC000231,25,Liberty LaborTrainingCourse 231,16.00,4,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9d4bdf7e39465c489ad4655674fc8cb79d4bdf7e39465c489ad4655674fc8cb7
232,LTC000232,70,Cedar LaborTrainingCourse 232,17.00,5,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7fd4c19b2d095e11b5379d4929c2919c7fd4c19b2d095e11b5379d4929c2919c
233,LTC000233,74,Liberty LaborTrainingCourse 233,18.00,6,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,99cbbdebc4c45e059867191aadf947b499cbbdebc4c45e059867191aadf947b4
234,LTC000234,4,Pioneer LaborTrainingCourse 234,19.00,7,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,314d143493a95010b51cc206214d75ea314d143493a95010b51cc206214d75ea
235,LTC000235,10,Junction LaborTrainingCourse 235,20.00,8,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8c6cd0a907f55f29ba86f0e2b67990168c6cd0a907f55f29ba86f0e2b6799016
236,LTC000236,70,Summit LaborTrainingCourse 236,21.00,9,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f3ffc52e38e05f1a84df2a1601a5f3dcf3ffc52e38e05f1a84df2a1601a5f3dc
237,LTC000237,39,Beacon LaborTrainingCourse 237,22.00,10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3dd74a43b5375ba0aa509263d707746e3dd74a43b5375ba0aa509263d707746e
238,LTC000238,1,Forge LaborTrainingCourse 238,23.00,11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7dc942ff4e6a5c0aa6cb53103f1f32c97dc942ff4e6a5c0aa6cb53103f1f32c9
239,LTC000239,83,Willow LaborTrainingCourse 239,24.00,12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,782b91a7e6a052efb9bc9e39d2753028782b91a7e6a052efb9bc9e39d2753028
240,LTC000240,47,Northstar LaborTrainingCourse 240,1.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,455747e46ae95d7b8dcedda5f60fe231455747e46ae95d7b8dcedda5f60fe231
241,LTC000241,5,Keystone LaborTrainingCourse 241,2.00,2,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,af2ad06037ee5db79024d58fea76abc3af2ad06037ee5db79024d58fea76abc3
242,LTC000242,48,Willow LaborTrainingCourse 242,3.00,3,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0b2886d36dbe520fb1b9c84a4675030c0b2886d36dbe520fb1b9c84a4675030c
243,LTC000243,76,Forge LaborTrainingCourse 243,4.00,4,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,45c4c922643b5342b3b28a63e88d1d8c45c4c922643b5342b3b28a63e88d1d8c
244,LTC000244,41,Forge LaborTrainingCourse 244,5.00,5,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,50337d1ecc0d514780e7831dcbc2764e50337d1ecc0d514780e7831dcbc2764e
245,LTC000245,29,Ion LaborTrainingCourse 245,6.00,6,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d7e3ac00b6a3550883a014ba0f3cbaead7e3ac00b6a3550883a014ba0f3cbaea
246,LTC000246,83,Harbor LaborTrainingCourse 246,7.00,7,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1affc7e95eac5a8ca1059377ed15b9571affc7e95eac5a8ca1059377ed15b957
247,LTC000247,65,Riverton LaborTrainingCourse 247,8.00,8,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a53874e43d9a5801812ddb3dc73e2e2fa53874e43d9a5801812ddb3dc73e2e2f
248,LTC000248,13,Keystone LaborTrainingCourse 248,9.00,9,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4a83cc65c37e5ac7a4624accf06918274a83cc65c37e5ac7a4624accf0691827
249,LTC000249,3,Pioneer LaborTrainingCourse 249,10.00,10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,721492574ee75970be41305618c8ac52721492574ee75970be41305618c8ac52
250,LTC000250,83,Willow LaborTrainingCourse 250,11.00,11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,955ac6f375ee561c88c0063c3cd502c3955ac6f375ee561c88c0063c3cd502c3
251,LTC000251,48,Orion LaborTrainingCourse 251,12.00,12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,91135651b9d850ab9e36797e102fa00191135651b9d850ab9e36797e102fa001
252,LTC000252,45,Willow LaborTrainingCourse 252,13.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f341696a4b8556d5acb55b25843b068af341696a4b8556d5acb55b25843b068a
253,LTC000253,56,Liberty LaborTrainingCourse 253,14.00,2,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1d7a8894cb025f828afbd6c174201fae1d7a8894cb025f828afbd6c174201fae
254,LTC000254,13,Beacon LaborTrainingCourse 254,15.00,3,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8ef73a087f6c546aafbfe95b3b2303f58ef73a087f6c546aafbfe95b3b2303f5
255,LTC000255,49,Unity LaborTrainingCourse 255,16.00,4,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b55f6c8e8bb25273ad2cc2debcbdaecab55f6c8e8bb25273ad2cc2debcbdaeca
256,LTC000256,84,Zenith LaborTrainingCourse 256,17.00,5,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f852da5a978b5c8cb614857076cacd0ff852da5a978b5c8cb614857076cacd0f
257,LTC000257,67,Pioneer LaborTrainingCourse 257,18.00,6,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b9c2dea3f2ff5dadb6d95ac9777ea9f5b9c2dea3f2ff5dadb6d95ac9777ea9f5
258,LTC000258,43,Titan LaborTrainingCourse 258,19.00,7,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,289b917ec5fb5d989249fbad4279461f289b917ec5fb5d989249fbad4279461f
259,LTC000259,84,Evergreen LaborTrainingCourse 259,20.00,8,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,48b2e1b489915011a956200aef5700fa48b2e1b489915011a956200aef5700fa
260,LTC000260,59,Ion LaborTrainingCourse 260,21.00,9,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,390fb3657c915973bee5b1f9bdbf1057390fb3657c915973bee5b1f9bdbf1057
261,LTC000261,82,Titan LaborTrainingCourse 261,22.00,10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,119a251078185f1886191fb933f6e91c119a251078185f1886191fb933f6e91c
262,LTC000262,48,Pioneer LaborTrainingCourse 262,23.00,11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d106e91a318f5effae791f4656e83dc6d106e91a318f5effae791f4656e83dc6
263,LTC000263,54,Keystone LaborTrainingCourse 263,24.00,12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,80fedeb863555362827bbfcba2eecd5b80fedeb863555362827bbfcba2eecd5b
264,LTC000264,77,Ion LaborTrainingCourse 264,1.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,70a96ebc30b65957a94c2943fe527ca570a96ebc30b65957a94c2943fe527ca5
265,LTC000265,6,Cedar LaborTrainingCourse 265,2.00,2,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4538947831ba5c199f57eab2eca758044538947831ba5c199f57eab2eca75804
266,LTC000266,1,Keystone LaborTrainingCourse 266,3.00,3,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,89e2e28d4d0a5d6382de58fd8481177289e2e28d4d0a5d6382de58fd84811772
267,LTC000267,57,Quartz LaborTrainingCourse 267,4.00,4,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d880ef4d622f5286af8f43e9b7367810d880ef4d622f5286af8f43e9b7367810
268,LTC000268,53,Titan LaborTrainingCourse 268,5.00,5,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,95a592668e455e29a09f51067ad0ee2e95a592668e455e29a09f51067ad0ee2e
269,LTC000269,29,Meridian LaborTrainingCourse 269,6.00,6,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8864b0aec4cc5c39a8bd0c12024f35b78864b0aec4cc5c39a8bd0c12024f35b7
270,LTC000270,65,Orion LaborTrainingCourse 270,7.00,7,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,56343b2751dd5a54bad493589707a5de56343b2751dd5a54bad493589707a5de
271,LTC000271,44,Forge LaborTrainingCourse 271,8.00,8,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1610a382ed115142bc3849e02f319c961610a382ed115142bc3849e02f319c96
272,LTC000272,21,Riverton LaborTrainingCourse 272,9.00,9,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,35fca0a49dab565e8a19423abdeaf8cd35fca0a49dab565e8a19423abdeaf8cd
273,LTC000273,83,Unity LaborTrainingCourse 273,10.00,10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b189d28102ca5c4e99004ccfe61477cdb189d28102ca5c4e99004ccfe61477cd
274,LTC000274,65,Zenith LaborTrainingCourse 274,11.00,11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a65eef7bc04c5f48b234cc393384f722a65eef7bc04c5f48b234cc393384f722
275,LTC000275,18,Northstar LaborTrainingCourse 275,12.00,12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,731c3fc05e14564b9aa831697676feda731c3fc05e14564b9aa831697676feda
276,LTC000276,73,Granite LaborTrainingCourse 276,13.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d68df44d3d2550e89a936b75b031ffecd68df44d3d2550e89a936b75b031ffec
277,LTC000277,17,Titan LaborTrainingCourse 277,14.00,2,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eafe44e8f5705690b852af9c166ab684eafe44e8f5705690b852af9c166ab684
278,LTC000278,59,Liberty LaborTrainingCourse 278,15.00,3,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9d502350e8ba5bbc9ccd2d279e395da39d502350e8ba5bbc9ccd2d279e395da3
279,LTC000279,68,Ion LaborTrainingCourse 279,16.00,4,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6f5a5cd08eb35856a28a05bebda88e806f5a5cd08eb35856a28a05bebda88e80
280,LTC000280,81,Ion LaborTrainingCourse 280,17.00,5,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,32ebd63881fc5314acadc4243cf3f2bd32ebd63881fc5314acadc4243cf3f2bd
281,LTC000281,56,Cedar LaborTrainingCourse 281,18.00,6,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1e4aec7d96bf50aca85f7fb9330163431e4aec7d96bf50aca85f7fb933016343
282,LTC000282,86,Meridian LaborTrainingCourse 282,19.00,7,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,61faf9c09e325b3a8bdb257f170c9abb61faf9c09e325b3a8bdb257f170c9abb
283,LTC000283,12,Cedar LaborTrainingCourse 283,20.00,8,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ecd93f0e5b7b5b2493d99dcff4c9c563ecd93f0e5b7b5b2493d99dcff4c9c563
284,LTC000284,24,Orion LaborTrainingCourse 284,21.00,9,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c07ac42384955d02b6bfe622d8cb2d87c07ac42384955d02b6bfe622d8cb2d87
285,LTC000285,54,Riverton LaborTrainingCourse 285,22.00,10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3944cd6f106157fb956d59c4a55f85063944cd6f106157fb956d59c4a55f8506
286,LTC000286,37,Willow LaborTrainingCourse 286,23.00,11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,87ad7c2ba7d85d9a8f6f95a15ff3e1b187ad7c2ba7d85d9a8f6f95a15ff3e1b1
287,LTC000287,62,Titan LaborTrainingCourse 287,24.00,12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3f5d0c028fdd5e1d940615be4de798eb3f5d0c028fdd5e1d940615be4de798eb
288,LTC000288,90,Junction LaborTrainingCourse 288,1.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,953cbf0be0775f9b9997d0d33973efc4953cbf0be0775f9b9997d0d33973efc4
289,LTC000289,73,Titan LaborTrainingCourse 289,2.00,2,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,95eb12d3cc7c53358275f1ec11fbee3895eb12d3cc7c53358275f1ec11fbee38
290,LTC000290,28,Vertex LaborTrainingCourse 290,3.00,3,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,63676c149d3c51c6ac0c28a8fc06564f63676c149d3c51c6ac0c28a8fc06564f
291,LTC000291,28,Beacon LaborTrainingCourse 291,4.00,4,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9cc07c87fa895f238f63e0bc13d3ddba9cc07c87fa895f238f63e0bc13d3ddba
292,LTC000292,64,Cedar LaborTrainingCourse 292,5.00,5,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b1251e1c723a5e3394d012d4941543a1b1251e1c723a5e3394d012d4941543a1
293,LTC000293,35,Northstar LaborTrainingCourse 293,6.00,6,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7ec03f7fb4bf59a0aa2dafe9e4eb36e57ec03f7fb4bf59a0aa2dafe9e4eb36e5
294,LTC000294,70,Orion LaborTrainingCourse 294,7.00,7,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,92a8de16f31e512597588ce917a66f3b92a8de16f31e512597588ce917a66f3b
295,LTC000295,4,Titan LaborTrainingCourse 295,8.00,8,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3a291b4b372a59399bb35b3d3e4c9b973a291b4b372a59399bb35b3d3e4c9b97
296,LTC000296,81,Pioneer LaborTrainingCourse 296,9.00,9,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9c2abada49f05f58b5ae90f50ea69ab79c2abada49f05f58b5ae90f50ea69ab7
297,LTC000297,59,Quartz LaborTrainingCourse 297,10.00,10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2a014d81e8df51e4afa6bc63639afb392a014d81e8df51e4afa6bc63639afb39
298,LTC000298,20,Junction LaborTrainingCourse 298,11.00,11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6e1d11a08cc053919c1d3706fb25e5256e1d11a08cc053919c1d3706fb25e525
299,LTC000299,52,Titan LaborTrainingCourse 299,12.00,12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,13fe8850011b59428cd13efb863e90b713fe8850011b59428cd13efb863e90b7
300,LTC000300,2,Vertex LaborTrainingCourse 300,13.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a7f3d3cf814b586884dd7951763e95fda7f3d3cf814b586884dd7951763e95fd
301,LTC000301,44,Cedar LaborTrainingCourse 301,14.00,2,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c61eb7f5623052a191ac3275debcded6c61eb7f5623052a191ac3275debcded6
302,LTC000302,7,Quartz LaborTrainingCourse 302,15.00,3,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,df656e9a69a95e13a43c612326fa7fc2df656e9a69a95e13a43c612326fa7fc2
303,LTC000303,77,Vertex LaborTrainingCourse 303,16.00,4,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,06793b50794f5d8c8f1df7a4eb72865a06793b50794f5d8c8f1df7a4eb72865a
304,LTC000304,52,Ion LaborTrainingCourse 304,17.00,5,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9beb30fe9a8b5adeb2c4f3808b0fabf19beb30fe9a8b5adeb2c4f3808b0fabf1
305,LTC000305,7,Ion LaborTrainingCourse 305,18.00,6,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d449d2308c265b64afcd153d44c05a14d449d2308c265b64afcd153d44c05a14
306,LTC000306,19,Vertex LaborTrainingCourse 306,19.00,7,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,37fbbdd4d1a2504b9163c07377d8fd1e37fbbdd4d1a2504b9163c07377d8fd1e
307,LTC000307,21,Beacon LaborTrainingCourse 307,20.00,8,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,115318bd78c65b7a9b1fedfa348cab52115318bd78c65b7a9b1fedfa348cab52
308,LTC000308,5,Delta LaborTrainingCourse 308,21.00,9,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1e52618cdadb5ee59d275e371043e85a1e52618cdadb5ee59d275e371043e85a
309,LTC000309,79,Ion LaborTrainingCourse 309,22.00,10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0a46a467f93d50be8b8ac08f1e1455ca0a46a467f93d50be8b8ac08f1e1455ca
310,LTC000310,25,Northstar LaborTrainingCourse 310,23.00,11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fcba16bd1b39541d8412840b6e9a0791fcba16bd1b39541d8412840b6e9a0791
311,LTC000311,45,Vertex LaborTrainingCourse 311,24.00,12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,70987a6fd28256d0aef820379d2c886e70987a6fd28256d0aef820379d2c886e
312,LTC000312,4,Zenith LaborTrainingCourse 312,1.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,29a21b66d79158c7968a6c9f4e9b4b0629a21b66d79158c7968a6c9f4e9b4b06
313,LTC000313,50,Harbor LaborTrainingCourse 313,2.00,2,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,db1ecfa84e4b5831ac515557b5f7707cdb1ecfa84e4b5831ac515557b5f7707c
314,LTC000314,71,Junction LaborTrainingCourse 314,3.00,3,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d52ef34ce5a0585e9fbc139f25c11aa9d52ef34ce5a0585e9fbc139f25c11aa9
315,LTC000315,40,Northstar LaborTrainingCourse 315,4.00,4,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dfbe4c1afb5350ada51753640f74e115dfbe4c1afb5350ada51753640f74e115
316,LTC000316,67,Forge LaborTrainingCourse 316,5.00,5,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d481a58091fd5f2295f959d1ce14c23ed481a58091fd5f2295f959d1ce14c23e
317,LTC000317,11,Summit LaborTrainingCourse 317,6.00,6,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3ec86e0da8f15d56832ee9d24fddf9d63ec86e0da8f15d56832ee9d24fddf9d6
318,LTC000318,67,Vertex LaborTrainingCourse 318,7.00,7,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2ebd56dd56165207aff01aad2b97cbbd2ebd56dd56165207aff01aad2b97cbbd
319,LTC000319,81,Titan LaborTrainingCourse 319,8.00,8,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,50c9ed481f7558649a2cf1bcab4ef46750c9ed481f7558649a2cf1bcab4ef467
320,LTC000320,86,Titan LaborTrainingCourse 320,9.00,9,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,47c2776e08445956a1c61c9294c7d89547c2776e08445956a1c61c9294c7d895
321,LTC000321,64,Vertex LaborTrainingCourse 321,10.00,10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0e622b91acdd58ceaaf5ef2b730391f50e622b91acdd58ceaaf5ef2b730391f5
322,LTC000322,80,Meridian LaborTrainingCourse 322,11.00,11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,83a72b86fc795ca0af872c25b97ead7f83a72b86fc795ca0af872c25b97ead7f
323,LTC000323,27,Pioneer LaborTrainingCourse 323,12.00,12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e7ed4079523f536d9e67f2d44652b698e7ed4079523f536d9e67f2d44652b698
324,LTC000324,22,Willow LaborTrainingCourse 324,13.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0e0f55e5364459f88fe7684b748864b50e0f55e5364459f88fe7684b748864b5
325,LTC000325,26,Quartz LaborTrainingCourse 325,14.00,2,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7911c3d1edb95a58abde4e9a33ab07d67911c3d1edb95a58abde4e9a33ab07d6
326,LTC000326,78,Forge LaborTrainingCourse 326,15.00,3,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1d501ef281fb5aeba83907690f705b3c1d501ef281fb5aeba83907690f705b3c
327,LTC000327,84,Atlas LaborTrainingCourse 327,16.00,4,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8f034e60f5a8532788078a58e502573a8f034e60f5a8532788078a58e502573a
