PlantKey,PlantCode,GeoPostalCodeKey,OrgBusinessUnitKey,PlantTypeKey,PlantCampusKey,CurrencyKey,TimeZoneKey,RecordStatusKey,CountryKey,PlantName,LegalEntityCode,PlantManagerName,OpenedDate,ClosedDate,TotalFloorAreaSquareMeter,DefaultCurrencyCode,TimeZoneName,LatitudeValue,LongitudeValue,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
151,P000151,54,122,17,299,5,45,3,14,Willow Plant 151,P000151,Orion Plant 151,2020-05-31,2020-05-31,152.00,EUR,Cedar Plant 151,216.870000,216.870000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,33616ae765a157b1a1409ff98efe8aca33616ae765a157b1a1409ff98efe8aca
152,P000152,191,115,7,135,5,57,2,96,Granite Plant 152,P000152,Granite Plant 152,2020-06-01,2020-06-01,153.00,GBP,Delta Plant 152,218.240000,218.240000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e68cec2b11fa55548cce982e1606b6a8e68cec2b11fa55548cce982e1606b6a8
153,P000153,212,157,8,241,2,28,3,42,Granite Plant 153,P000153,Vertex Plant 153,2020-06-02,2020-06-02,154.00,CAD,Atlas Plant 153,219.610000,219.610000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,65b63e9132955b90b2d4f3af87e4e3f365b63e9132955b90b2d4f3af87e4e3f3
154,P000154,93,123,5,130,3,15,4,4,Northstar Plant 154,P000154,Liberty Plant 154,2020-06-03,2020-06-03,155.00,MXN,Quartz Plant 154,220.980000,220.980000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1b50f96336785fdaac676dacba3717501b50f96336785fdaac676dacba371750
155,P000155,341,20,14,294,5,37,1,163,Northstar Plant 155,P000155,Liberty Plant 155,2020-06-04,2020-06-04,156.00,JPY,Vertex Plant 155,222.350000,222.350000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3ec036ab637f5c4790f484f188eaf2533ec036ab637f5c4790f484f188eaf253
156,P000156,69,125,14,193,2,27,1,78,Forge Plant 156,P000156,Ion Plant 156,2020-06-05,2020-06-05,157.00,USD,Delta Plant 156,223.720000,223.720000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fed7d1f2ac845e5e8d444edf0f114b4cfed7d1f2ac845e5e8d444edf0f114b4c
157,P000157,33,16,4,27,5,46,4,195,Junction Plant 157,P000157,Keystone Plant 157,2020-06-06,2020-06-06,158.00,EUR,Junction Plant 157,225.090000,225.090000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2940132b9b36597db9b95bc59b60da342940132b9b36597db9b95bc59b60da34
158,P000158,182,27,6,271,1,47,1,178,Delta Plant 158,P000158,Junction Plant 158,2020-06-07,2020-06-07,159.00,GBP,Orion Plant 158,226.460000,226.460000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,94bb0cf0af3a509a935bd6b89f37c5cb94bb0cf0af3a509a935bd6b89f37c5cb
159,P000159,200,101,8,39,4,32,3,17,Zenith Plant 159,P000159,Junction Plant 159,2020-06-08,2020-06-08,160.00,CAD,Harbor Plant 159,227.830000,227.830000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2c0e824224d25932a27fe48a2e9bbed12c0e824224d25932a27fe48a2e9bbed1
160,P000160,8,9,8,228,2,17,2,102,Titan Plant 160,P000160,Willow Plant 160,2020-06-09,2020-06-09,161.00,MXN,Unity Plant 160,229.200000,229.200000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0d86d2acb1e75a2c92f7dbd809c0d6420d86d2acb1e75a2c92f7dbd809c0d642
161,P000161,221,122,7,43,4,52,4,29,Forge Plant 161,P000161,Cedar Plant 161,2020-06-10,2020-06-10,162.00,JPY,Harbor Plant 161,230.570000,230.570000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b2a0ede9627450f5bfa4913f2f46f0d3b2a0ede9627450f5bfa4913f2f46f0d3
162,P000162,23,138,16,66,2,24,1,47,Vertex Plant 162,P000162,Vertex Plant 162,2020-06-11,2020-06-11,163.00,USD,Harbor Plant 162,231.940000,231.940000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,db89e3c4d7e25b37b014c70eaa6cb12bdb89e3c4d7e25b37b014c70eaa6cb12b
163,P000163,300,13,2,134,1,60,3,80,Northstar Plant 163,P000163,Riverton Plant 163,2020-06-12,2020-06-12,164.00,EUR,Liberty Plant 163,233.310000,233.310000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9647a6e60cfd554495bc853e91a1ce319647a6e60cfd554495bc853e91a1ce31
164,P000164,387,132,10,110,3,3,2,41,Quartz Plant 164,P000164,Cedar Plant 164,2020-06-13,2020-06-13,165.00,GBP,Liberty Plant 164,234.680000,234.680000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,32b87894e5c85ed296f680d18883019d32b87894e5c85ed296f680d18883019d
165,P000165,500,151,7,285,3,26,4,19,Liberty Plant 165,P000165,Granite Plant 165,2020-06-14,2020-06-14,166.00,CAD,Junction Plant 165,236.050000,236.050000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5c9cb5debdaa5acba1f1f95722ff58335c9cb5debdaa5acba1f1f95722ff5833
166,P000166,443,104,4,214,4,14,3,235,Orion Plant 166,P000166,Quartz Plant 166,2020-06-15,2020-06-15,167.00,MXN,Beacon Plant 166,237.420000,237.420000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d3950f5fe44b515b92bb5fc742323ddfd3950f5fe44b515b92bb5fc742323ddf
167,P000167,258,61,5,220,4,7,1,25,Harbor Plant 167,P000167,Unity Plant 167,2020-06-16,2020-06-16,168.00,JPY,Willow Plant 167,238.790000,238.790000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,462678a7f8ff562fb6a805124e5aa7c8462678a7f8ff562fb6a805124e5aa7c8
168,P000168,367,19,7,108,4,19,4,240,Titan Plant 168,P000168,Harbor Plant 168,2020-06-17,2020-06-17,169.00,USD,Granite Plant 168,240.160000,240.160000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,23857318f3195251991dc623c9f7be2523857318f3195251991dc623c9f7be25
169,P000169,195,128,6,160,5,58,1,244,Cedar Plant 169,P000169,Quartz Plant 169,2020-06-18,2020-06-18,170.00,EUR,Harbor Plant 169,241.530000,241.530000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,afea1def485b573ebd356428b1e19d51afea1def485b573ebd356428b1e19d51
170,P000170,2,134,18,171,5,17,3,217,Ion Plant 170,P000170,Quartz Plant 170,2020-06-19,2020-06-19,171.00,GBP,Zenith Plant 170,242.900000,242.900000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c3bec0d2d29d5c099c737906cc27088ec3bec0d2d29d5c099c737906cc27088e
171,P000171,2,99,8,34,5,46,2,81,Orion Plant 171,P000171,Harbor Plant 171,2020-06-20,2020-06-20,172.00,CAD,Harbor Plant 171,244.270000,244.270000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,46c570ba81de5559a1c3670c48c5f07346c570ba81de5559a1c3670c48c5f073
172,P000172,121,160,16,165,2,18,1,156,Unity Plant 172,P000172,Willow Plant 172,2020-06-21,2020-06-21,173.00,MXN,Pioneer Plant 172,245.640000,245.640000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e42b3d38b84259b4ad53d64930e52b8fe42b3d38b84259b4ad53d64930e52b8f
173,P000173,373,11,1,78,3,39,3,145,Keystone Plant 173,P000173,Delta Plant 173,2020-06-22,2020-06-22,174.00,JPY,Harbor Plant 173,247.010000,247.010000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,30ccdec4726e596c938952acf8485d3530ccdec4726e596c938952acf8485d35
174,P000174,440,155,16,275,3,34,4,101,Titan Plant 174,P000174,Cedar Plant 174,2020-06-23,2020-06-23,175.00,USD,Delta Plant 174,248.380000,248.380000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,22c53d74300d5219974bd7d854c460f822c53d74300d5219974bd7d854c460f8
175,P000175,59,61,20,293,3,39,4,86,Forge Plant 175,P000175,Evergreen Plant 175,2020-06-24,2020-06-24,176.00,EUR,Vertex Plant 175,249.750000,249.750000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,523e7b5db3bd5b71adc44b1584c50c12523e7b5db3bd5b71adc44b1584c50c12
176,P000176,463,100,7,47,4,12,1,11,Orion Plant 176,P000176,Evergreen Plant 176,2020-06-25,2020-06-25,177.00,GBP,Quartz Plant 176,251.120000,251.120000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2fd0e27bc52953e0b5b54cc94e1e54bf2fd0e27bc52953e0b5b54cc94e1e54bf
177,P000177,73,104,11,93,2,18,3,210,Liberty Plant 177,P000177,Beacon Plant 177,2020-06-26,2020-06-26,178.00,CAD,Willow Plant 177,252.490000,252.490000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c7958515600356d4ad48cb78816130b2c7958515600356d4ad48cb78816130b2
178,P000178,228,55,13,229,5,9,1,84,Quartz Plant 178,P000178,Riverton Plant 178,2020-06-27,2020-06-27,179.00,MXN,Granite Plant 178,253.860000,253.860000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,93a2dd5fef905af28be906d88244001293a2dd5fef905af28be906d882440012
179,P000179,229,34,4,93,1,41,1,245,Ion Plant 179,P000179,Liberty Plant 179,2020-06-28,2020-06-28,180.00,JPY,Titan Plant 179,255.230000,255.230000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7897d71256aa51a586f90f5b084368a67897d71256aa51a586f90f5b084368a6
180,P000180,118,130,1,119,2,56,3,115,Forge Plant 180,P000180,Pioneer Plant 180,2020-06-29,2020-06-29,181.00,USD,Zenith Plant 180,256.600000,256.600000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f8f14fed6007542eab6189fc50d8704ef8f14fed6007542eab6189fc50d8704e
181,P000181,29,8,11,78,3,18,3,143,Meridian Plant 181,P000181,Ion Plant 181,2020-06-30,2020-06-30,182.00,EUR,Zenith Plant 181,257.970000,257.970000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,24d082553d7454158a622a70ac4e61fd24d082553d7454158a622a70ac4e61fd
182,P000182,375,70,3,251,2,38,4,247,Willow Plant 182,P000182,Willow Plant 182,2020-07-01,2020-07-01,183.00,GBP,Evergreen Plant 182,259.340000,259.340000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,74e6f61bc1565491bcdea5d1caf11b6774e6f61bc1565491bcdea5d1caf11b67
183,P000183,385,139,7,12,3,29,3,42,Beacon Plant 183,P000183,Keystone Plant 183,2020-07-02,2020-07-02,184.00,CAD,Riverton Plant 183,260.710000,260.710000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,287b41a27af0529093aa57fc9bf0d469287b41a27af0529093aa57fc9bf0d469
184,P000184,395,158,12,164,3,38,1,228,Evergreen Plant 184,P000184,Delta Plant 184,2020-07-03,2020-07-03,185.00,MXN,Liberty Plant 184,262.080000,262.080000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f5e7c7b1d10a50c6aa58a051e2fbe9d6f5e7c7b1d10a50c6aa58a051e2fbe9d6
185,P000185,71,137,10,118,5,9,4,8,Zenith Plant 185,P000185,Pioneer Plant 185,2020-07-04,2020-07-04,186.00,JPY,Cedar Plant 185,263.450000,263.450000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8c2687bbf17b58fc97d97773c6cb9a988c2687bbf17b58fc97d97773c6cb9a98
186,P000186,302,147,8,25,1,20,3,244,Pioneer Plant 186,P000186,Willow Plant 186,2020-07-05,2020-07-05,187.00,USD,Cedar Plant 186,264.820000,264.820000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d3fa3b0641d950b1ae0fbb08f2837118d3fa3b0641d950b1ae0fbb08f2837118
187,P000187,106,37,2,178,5,1,3,248,Junction Plant 187,P000187,Beacon Plant 187,2020-07-06,2020-07-06,188.00,EUR,Junction Plant 187,266.190000,266.190000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,edf4784c2cff5f36b448f665c644ecf7edf4784c2cff5f36b448f665c644ecf7
188,P000188,2,155,11,151,3,43,3,245,Harbor Plant 188,P000188,Forge Plant 188,2020-07-07,2020-07-07,189.00,GBP,Orion Plant 188,267.560000,267.560000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d5087e0c0ef454d38760bea9eac9a0e8d5087e0c0ef454d38760bea9eac9a0e8
189,P000189,172,118,17,250,2,39,1,44,Vertex Plant 189,P000189,Granite Plant 189,2020-07-08,2020-07-08,190.00,CAD,Pioneer Plant 189,268.930000,268.930000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,17ec5d358c2a5dc8a1e72eeae147152017ec5d358c2a5dc8a1e72eeae1471520
190,P000190,292,116,18,25,5,33,2,176,Beacon Plant 190,P000190,Northstar Plant 190,2020-07-09,2020-07-09,191.00,MXN,Zenith Plant 190,270.300000,270.300000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f74fdfcdb05250768bcd6121317b2df6f74fdfcdb05250768bcd6121317b2df6
191,P000191,142,16,4,190,5,20,3,217,Granite Plant 191,P000191,Northstar Plant 191,2020-07-10,2020-07-10,192.00,JPY,Willow Plant 191,271.670000,271.670000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,07213d6574fc54c0b6143176713eaa3f07213d6574fc54c0b6143176713eaa3f
192,P000192,444,72,5,224,1,30,3,55,Cedar Plant 192,P000192,Granite Plant 192,2020-07-11,2020-07-11,193.00,USD,Quartz Plant 192,273.040000,273.040000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d79d0e8c71295b8b92fa6d86098e2a74d79d0e8c71295b8b92fa6d86098e2a74
193,P000193,350,139,19,94,5,48,3,173,Pioneer Plant 193,P000193,Ion Plant 193,2020-07-12,2020-07-12,194.00,EUR,Titan Plant 193,274.410000,274.410000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,22d2e713f6cd508ebcb130c5a38061b222d2e713f6cd508ebcb130c5a38061b2
194,P000194,433,27,18,158,3,24,2,116,Quartz Plant 194,P000194,Vertex Plant 194,2020-07-13,2020-07-13,195.00,GBP,Evergreen Plant 194,275.780000,275.780000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,13bf6e7a53a75e64a8d7ac2f5102ccec13bf6e7a53a75e64a8d7ac2f5102ccec
195,P000195,206,141,7,169,3,35,1,13,Pioneer Plant 195,P000195,Titan Plant 195,2020-07-14,2020-07-14,196.00,CAD,Junction Plant 195,277.150000,277.150000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0c1fca74f5845d0c88c6b8280e3a1c490c1fca74f5845d0c88c6b8280e3a1c49
196,P000196,325,29,8,136,1,25,4,78,Unity Plant 196,P000196,Northstar Plant 196,2020-07-15,2020-07-15,197.00,MXN,Meridian Plant 196,278.520000,278.520000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7c5db4809dbe53fd87b656bb74e0b4f07c5db4809dbe53fd87b656bb74e0b4f0
197,P000197,458,94,15,169,4,30,4,249,Vertex Plant 197,P000197,Junction Plant 197,2020-07-16,2020-07-16,198.00,JPY,Pioneer Plant 197,279.890000,279.890000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,444975d4eece5513b81e86285f8bdae4444975d4eece5513b81e86285f8bdae4
198,P000198,358,30,18,51,5,34,4,149,Keystone Plant 198,P000198,Harbor Plant 198,2020-07-17,2020-07-17,199.00,USD,Ion Plant 198,281.260000,281.260000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,30382834f78054cba6f65f9f0797eb8a30382834f78054cba6f65f9f0797eb8a
199,P000199,380,46,10,16,4,28,4,89,Granite Plant 199,P000199,Keystone Plant 199,2020-07-18,2020-07-18,200.00,EUR,Unity Plant 199,282.630000,282.630000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fd0012b39c37586097a2498b183f5368fd0012b39c37586097a2498b183f5368
200,P000200,257,26,15,286,1,18,1,86,Forge Plant 200,P000200,Meridian Plant 200,2020-07-19,2020-07-19,201.00,GBP,Willow Plant 200,284.000000,284.000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0d99b8cc84be5eb0a1b0bdd6b1c4819a0d99b8cc84be5eb0a1b0bdd6b1c4819a
201,P000201,276,38,16,147,5,53,3,239,Granite Plant 201,P000201,Ion Plant 201,2020-07-20,2020-07-20,202.00,CAD,Harbor Plant 201,285.370000,285.370000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,29c85e50def45c04abd100c15a45b8e129c85e50def45c04abd100c15a45b8e1
202,P000202,439,107,6,10,2,58,4,99,Titan Plant 202,P000202,Meridian Plant 202,2020-07-21,2020-07-21,203.00,MXN,Willow Plant 202,286.740000,286.740000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8e4c564f7a575d7a88e4b0392c6ffa3b8e4c564f7a575d7a88e4b0392c6ffa3b
203,P000203,311,136,18,94,1,36,3,17,Orion Plant 203,P000203,Titan Plant 203,2020-07-22,2020-07-22,204.00,JPY,Beacon Plant 203,288.110000,288.110000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,535b0efae1a457668c2c7b87017b33ba535b0efae1a457668c2c7b87017b33ba
204,P000204,138,48,9,206,5,21,3,70,Harbor Plant 204,P000204,Cedar Plant 204,2020-07-23,2020-07-23,205.00,USD,Forge Plant 204,289.480000,289.480000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e76101447f6c5cb39fb7e8e74a991349e76101447f6c5cb39fb7e8e74a991349
205,P000205,208,18,16,183,3,55,2,58,Orion Plant 205,P000205,Atlas Plant 205,2020-07-24,2020-07-24,206.00,EUR,Junction Plant 205,290.850000,290.850000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3a6a739996a95363892b18288e6f71f53a6a739996a95363892b18288e6f71f5
206,P000206,29,123,17,139,5,47,1,29,Pioneer Plant 206,P000206,Zenith Plant 206,2020-07-25,2020-07-25,207.00,GBP,Ion Plant 206,292.220000,292.220000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d0297400fad052d58997f27c685d4fc3d0297400fad052d58997f27c685d4fc3
207,P000207,116,109,15,93,3,26,2,214,Unity Plant 207,P000207,Vertex Plant 207,2020-07-26,2020-07-26,208.00,CAD,Unity Plant 207,293.590000,293.590000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9954f57c56ff5d0697254a720b023d259954f57c56ff5d0697254a720b023d25
208,P000208,98,59,12,82,5,50,3,208,Forge Plant 208,P000208,Vertex Plant 208,2020-07-27,2020-07-27,209.00,MXN,Cedar Plant 208,294.960000,294.960000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,75d7a099331c5862b3b9815c967b210475d7a099331c5862b3b9815c967b2104
209,P000209,33,105,19,281,3,52,3,83,Meridian Plant 209,P000209,Willow Plant 209,2020-07-28,2020-07-28,210.00,JPY,Summit Plant 209,296.330000,296.330000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,29da7e618bd75166b899b7ed0ec6ca5329da7e618bd75166b899b7ed0ec6ca53
210,P000210,173,31,18,90,5,5,3,27,Northstar Plant 210,P000210,Junction Plant 210,2020-07-29,2020-07-29,211.00,USD,Forge Plant 210,297.700000,297.700000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c88758faca5f5df5917a0a3a81e83c37c88758faca5f5df5917a0a3a81e83c37
211,P000211,309,151,5,35,5,31,4,94,Riverton Plant 211,P000211,Granite Plant 211,2020-07-30,2020-07-30,212.00,EUR,Unity Plant 211,299.070000,299.070000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6f88e82f6ddf587a8404af435473b2256f88e82f6ddf587a8404af435473b225
212,P000212,167,74,10,160,1,41,2,59,Titan Plant 212,P000212,Northstar Plant 212,2020-07-31,2020-07-31,213.00,GBP,Northstar Plant 212,300.440000,300.440000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,afe82b27814e5a51aba14bb2916415f2afe82b27814e5a51aba14bb2916415f2
213,P000213,490,35,18,218,4,25,2,120,Willow Plant 213,P000213,Granite Plant 213,2020-08-01,2020-08-01,214.00,CAD,Summit Plant 213,301.810000,301.810000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d43064394fb05e298d2900ae8b734771d43064394fb05e298d2900ae8b734771
214,P000214,115,142,11,50,5,47,4,62,Quartz Plant 214,P000214,Atlas Plant 214,2020-08-02,2020-08-02,215.00,MXN,Ion Plant 214,303.180000,303.180000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,79e36b27b04d52cb872f13061ee928a179e36b27b04d52cb872f13061ee928a1
215,P000215,158,72,3,172,3,57,4,31,Junction Plant 215,P000215,Riverton Plant 215,2020-08-03,2020-08-03,216.00,JPY,Forge Plant 215,304.550000,304.550000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3bae5a413ee8590b8a0bea7b123fd0173bae5a413ee8590b8a0bea7b123fd017
216,P000216,65,32,8,89,2,13,3,173,Beacon Plant 216,P000216,Delta Plant 216,2020-08-04,2020-08-04,217.00,USD,Liberty Plant 216,305.920000,305.920000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cde2f94c84dd5864b82b43469046b7bacde2f94c84dd5864b82b43469046b7ba
217,P000217,168,150,12,86,4,39,3,180,Atlas Plant 217,P000217,Delta Plant 217,2020-08-05,2020-08-05,218.00,EUR,Evergreen Plant 217,307.290000,307.290000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0fdc1267419d501cae340b32c71ee9200fdc1267419d501cae340b32c71ee920
218,P000218,239,153,1,151,5,40,1,87,Keystone Plant 218,P000218,Vertex Plant 218,2020-08-06,2020-08-06,219.00,GBP,Harbor Plant 218,308.660000,308.660000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4c1a1fc165cb5e769a59146a2bf5bab24c1a1fc165cb5e769a59146a2bf5bab2
219,P000219,23,48,3,217,3,42,2,120,Unity Plant 219,P000219,Riverton Plant 219,2020-08-07,2020-08-07,220.00,CAD,Ion Plant 219,310.030000,310.030000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,04e969168c1a54669cba8b3d293331fa04e969168c1a54669cba8b3d293331fa
220,P000220,40,120,3,234,5,27,2,135,Meridian Plant 220,P000220,Vertex Plant 220,2020-08-08,2020-08-08,221.00,MXN,Delta Plant 220,311.400000,311.400000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,10b41f5e505d5e51ab0f4ee865e2ebb110b41f5e505d5e51ab0f4ee865e2ebb1
221,P000221,242,131,5,86,5,39,4,117,Forge Plant 221,P000221,Summit Plant 221,2020-08-09,2020-08-09,222.00,JPY,Meridian Plant 221,312.770000,312.770000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1108bbf33c9e521ba56a20b5c7cc39301108bbf33c9e521ba56a20b5c7cc3930
222,P000222,414,68,14,42,5,10,3,134,Meridian Plant 222,P000222,Atlas Plant 222,2020-08-10,2020-08-10,223.00,USD,Granite Plant 222,314.140000,314.140000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,45b33f306f5558d18a20968e4cf0980545b33f306f5558d18a20968e4cf09805
223,P000223,102,3,4,38,1,43,3,237,Beacon Plant 223,P000223,Ion Plant 223,2020-08-11,2020-08-11,224.00,EUR,Evergreen Plant 223,315.510000,315.510000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1fd5b772b0a95c1cb566c0e8089ea4151fd5b772b0a95c1cb566c0e8089ea415
224,P000224,451,28,13,168,4,1,4,172,Harbor Plant 224,P000224,Riverton Plant 224,2020-08-12,2020-08-12,225.00,GBP,Vertex Plant 224,316.880000,316.880000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ed1a2bcb87b75c46a5cf130bb46cce19ed1a2bcb87b75c46a5cf130bb46cce19
225,P000225,187,104,19,234,5,26,4,185,Zenith Plant 225,P000225,Orion Plant 225,2020-08-13,2020-08-13,226.00,CAD,Titan Plant 225,318.250000,318.250000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bc1dc8f02aff588eaf2cb4d4dee6ac25bc1dc8f02aff588eaf2cb4d4dee6ac25
226,P000226,149,54,12,44,1,15,3,142,Granite Plant 226,P000226,Willow Plant 226,2020-08-14,2020-08-14,227.00,MXN,Quartz Plant 226,319.620000,319.620000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,90d6fac6e742559ca61ba990044cdb0b90d6fac6e742559ca61ba990044cdb0b
