LaborCostRateKey,LaborCostRateCode,LaborJobGradeKey,CostCenterKey,CurrencyKey,LaborPayTypeKey,HourlyCostAmount,OverheadCostAmount,PremiumMultiplier,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
221,LCR000221,19,343,1,2,312.7700,312.7700,222.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ef64e0d4f80652bdaf15928d33d7540fef64e0d4f80652bdaf15928d33d7540f
222,LCR000222,7,266,3,5,314.1400,314.1400,223.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6a7903483ea05c9ba69a409329903aa96a7903483ea05c9ba69a409329903aa9
223,LCR000223,5,143,1,9,315.5100,315.5100,224.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,daa23f6342015f6d8c167bfe98ffaf04daa23f6342015f6d8c167bfe98ffaf04
224,LCR000224,26,149,2,2,316.8800,316.8800,225.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4cddb488c9ba5532a948b61f2764ad444cddb488c9ba5532a948b61f2764ad44
225,LCR000225,3,48,3,4,318.2500,318.2500,226.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,53008f1ad58d52d2adceb863ce14740b53008f1ad58d52d2adceb863ce14740b
226,LCR000226,21,483,2,11,319.6200,319.6200,227.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c50d6260a0785137bef17d1a69b5678ec50d6260a0785137bef17d1a69b5678e
227,LCR000227,29,171,1,5,320.9900,320.9900,228.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1ce9e0fddbab5f76be2f64ccde00e7661ce9e0fddbab5f76be2f64ccde00e766
228,LCR000228,11,468,4,6,322.3600,322.3600,229.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4ea0a112e1a859c89b0876ab333c6c2b4ea0a112e1a859c89b0876ab333c6c2b
229,LCR000229,32,387,2,12,323.7300,323.7300,230.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2465c028c5395ccebd5023d662eeedb72465c028c5395ccebd5023d662eeedb7
230,LCR000230,15,35,3,1,325.1000,325.1000,231.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1b7379e9584c550f8a98eac8359e25e51b7379e9584c550f8a98eac8359e25e5
231,LCR000231,20,194,3,9,326.4700,326.4700,232.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,749fe82094a35aa98de91469f60e430c749fe82094a35aa98de91469f60e430c
232,LCR000232,30,490,1,5,327.8400,327.8400,233.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,177b25d1a99c52e38526843900c523c8177b25d1a99c52e38526843900c523c8
233,LCR000233,4,10,2,8,329.2100,329.2100,234.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fd9b8d3876135930ac68af776f1c68f8fd9b8d3876135930ac68af776f1c68f8
234,LCR000234,15,257,4,8,330.5800,330.5800,235.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3311609949b35dce820fb3c51b1666623311609949b35dce820fb3c51b166662
235,LCR000235,13,26,1,11,331.9500,331.9500,236.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,32ed06d81eab5191a6eb13dd19c9845d32ed06d81eab5191a6eb13dd19c9845d
236,LCR000236,27,408,4,12,333.3200,333.3200,237.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,75814259709a5472a5b856597ff5c7c775814259709a5472a5b856597ff5c7c7
237,LCR000237,19,349,5,9,334.6900,334.6900,238.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6461b3d325835ca8a8ca70f24fc54d236461b3d325835ca8a8ca70f24fc54d23
238,LCR000238,14,450,5,9,336.0600,336.0600,239.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6e19c3d71e9d500a94f91c0cefca150b6e19c3d71e9d500a94f91c0cefca150b
239,LCR000239,6,310,1,12,337.4300,337.4300,240.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,48b520cbacd85fd1b51f3d3dfb2bf51c48b520cbacd85fd1b51f3d3dfb2bf51c
240,LCR000240,4,238,2,6,338.8000,338.8000,241.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,531a433d3054598b9b4a71c8fd8f997f531a433d3054598b9b4a71c8fd8f997f
241,LCR000241,15,194,5,2,340.1700,340.1700,242.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8ac2cbac3d315a1fbd04f6f66892a4b28ac2cbac3d315a1fbd04f6f66892a4b2
242,LCR000242,26,404,2,4,341.5400,341.5400,243.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,77b1a6c57f6f5e95accc4b627e65a0fb77b1a6c57f6f5e95accc4b627e65a0fb
243,LCR000243,28,21,5,8,342.9100,342.9100,244.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f9e07a1c49ea52f3acaf8d7530174d63f9e07a1c49ea52f3acaf8d7530174d63
244,LCR000244,10,454,5,4,344.2800,344.2800,245.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,900f0c5b0a3057b19bf721c020e5c3b9900f0c5b0a3057b19bf721c020e5c3b9
245,LCR000245,29,17,4,4,345.6500,345.6500,246.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,400d67ee9a395fac8fc75f7929f116d0400d67ee9a395fac8fc75f7929f116d0
246,LCR000246,16,443,4,3,347.0200,347.0200,247.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,233cdba93dcd5e1a8e03a8d532bd5229233cdba93dcd5e1a8e03a8d532bd5229
247,LCR000247,30,41,2,5,348.3900,348.3900,248.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e9bce638b34c536c8560a72401b109f8e9bce638b34c536c8560a72401b109f8
248,LCR000248,7,107,5,11,349.7600,349.7600,249.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,927703c939385039a78e9dc96eeeab9e927703c939385039a78e9dc96eeeab9e
249,LCR000249,15,18,5,4,351.1300,351.1300,250.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e8964371213f53dabe386c4aa56f511be8964371213f53dabe386c4aa56f511b
250,LCR000250,6,82,4,3,352.5000,352.5000,251.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,da52f7896caa51128543f99b3d848497da52f7896caa51128543f99b3d848497
251,LCR000251,19,164,1,2,353.8700,353.8700,252.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f1952c52b7b15ca4904dbf35f7938997f1952c52b7b15ca4904dbf35f7938997
252,LCR000252,22,192,3,8,355.2400,355.2400,253.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e88026abd05e5c19961fdf9553c3c180e88026abd05e5c19961fdf9553c3c180
253,LCR000253,23,230,3,12,356.6100,356.6100,254.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,66c0145e5ede5cf5899fb02ccfb2f5ec66c0145e5ede5cf5899fb02ccfb2f5ec
254,LCR000254,33,203,1,9,357.9800,357.9800,255.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a49c54217f9d5f6e96060f9e1dfc5754a49c54217f9d5f6e96060f9e1dfc5754
255,LCR000255,27,40,5,10,359.3500,359.3500,256.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9173540536195d578c81773010c39d049173540536195d578c81773010c39d04
256,LCR000256,31,86,3,5,360.7200,360.7200,257.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7f412753ddc25417b5186833d65fdc187f412753ddc25417b5186833d65fdc18
257,LCR000257,5,261,4,1,362.0900,362.0900,258.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,85bedbb518ff56a0b07b5e1a9399857d85bedbb518ff56a0b07b5e1a9399857d
258,LCR000258,34,344,3,7,363.4600,363.4600,259.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6236ae3dee085c7aa1497cefb56276496236ae3dee085c7aa1497cefb5627649
259,LCR000259,9,414,2,7,364.8300,364.8300,260.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,03f70a6b8a625bad9364f9e1dd50197d03f70a6b8a625bad9364f9e1dd50197d
260,LCR000260,13,137,4,1,366.2000,366.2000,261.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,daba41a4957c5b4296e39142cba96257daba41a4957c5b4296e39142cba96257
261,LCR000261,7,166,3,8,367.5700,367.5700,262.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,11a93dd90106510bb29f12a0d2d3ccf611a93dd90106510bb29f12a0d2d3ccf6
262,LCR000262,32,72,2,3,368.9400,368.9400,263.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,00e3290dc673557e956eb8c05c7f858d00e3290dc673557e956eb8c05c7f858d
263,LCR000263,17,268,5,4,370.3100,370.3100,264.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,778fc51f793050f9bbab220e9f7bbd58778fc51f793050f9bbab220e9f7bbd58
264,LCR000264,30,235,2,8,371.6800,371.6800,265.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6a1fff782d445e6ebe9789bcc97228386a1fff782d445e6ebe9789bcc9722838
265,LCR000265,27,424,5,8,373.0500,373.0500,266.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c9366df104ff58aeacfec967b8dd34f0c9366df104ff58aeacfec967b8dd34f0
266,LCR000266,32,175,2,2,374.4200,374.4200,267.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d08115cf4aca558b8b5eb15a6e64e265d08115cf4aca558b8b5eb15a6e64e265
267,LCR000267,5,22,2,11,375.7900,375.7900,268.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2f4537ff837b5ff9878b6dc083b3b42f2f4537ff837b5ff9878b6dc083b3b42f
268,LCR000268,22,447,5,1,377.1600,377.1600,269.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b35301262fbb5e18b4d7e9f9bff800abb35301262fbb5e18b4d7e9f9bff800ab
269,LCR000269,9,217,4,3,378.5300,378.5300,270.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,15c0daeddf7e5fdf89fb0e602b6807bc15c0daeddf7e5fdf89fb0e602b6807bc
270,LCR000270,24,196,3,1,379.9000,379.9000,271.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,55343083526156d7ab237a910d3a989a55343083526156d7ab237a910d3a989a
271,LCR000271,29,149,2,3,381.2700,381.2700,272.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,de6e83c5f953534092cdefda3a0c2635de6e83c5f953534092cdefda3a0c2635
272,LCR000272,32,285,4,3,382.6400,382.6400,273.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,acef6f9dced758ecaece4956ff1e0062acef6f9dced758ecaece4956ff1e0062
273,LCR000273,16,266,4,7,384.0100,384.0100,274.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cfab4602f96b56f6b4a18e858cc7adfccfab4602f96b56f6b4a18e858cc7adfc
274,LCR000274,32,301,5,9,385.3800,385.3800,275.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b814e019cead53ccbdf2d413fa27703fb814e019cead53ccbdf2d413fa27703f
275,LCR000275,13,127,3,2,386.7500,386.7500,276.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,64a512ef06b9541596e18efb6c09a2e564a512ef06b9541596e18efb6c09a2e5
276,LCR000276,10,313,5,2,388.1200,388.1200,277.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,770f21377e1e57f4a5e58ae5d73e06dd770f21377e1e57f4a5e58ae5d73e06dd
277,LCR000277,21,21,4,11,389.4900,389.4900,278.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e3700a6816e65825a439bd04ef6fa99ae3700a6816e65825a439bd04ef6fa99a
278,LCR000278,34,328,3,11,390.8600,390.8600,279.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4299f7c3149455f4851e4e74759a34914299f7c3149455f4851e4e74759a3491
279,LCR000279,27,434,4,7,392.2300,392.2300,280.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,edc3057ef27752e69e93a9416a88d3c5edc3057ef27752e69e93a9416a88d3c5
280,LCR000280,2,19,5,5,393.6000,393.6000,281.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2336c7a62e7d587cb453d74d1b77dd032336c7a62e7d587cb453d74d1b77dd03
281,LCR000281,32,310,2,6,394.9700,394.9700,282.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ce9b3249354f5401a49c5e115711fd4dce9b3249354f5401a49c5e115711fd4d
282,LCR000282,29,107,5,4,396.3400,396.3400,283.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,68dcf2f8623d5b23b8e5e5e55160d9a168dcf2f8623d5b23b8e5e5e55160d9a1
283,LCR000283,21,480,5,1,397.7100,397.7100,284.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bca8ecb60ed65ba1bde32ed123a6e5b4bca8ecb60ed65ba1bde32ed123a6e5b4
284,LCR000284,5,260,5,6,399.0800,399.0800,285.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1ca8f98f2eae5c90a74d2386320340731ca8f98f2eae5c90a74d238632034073
285,LCR000285,21,115,1,9,400.4500,400.4500,286.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eb4cacf07f29543cb586629622e95a47eb4cacf07f29543cb586629622e95a47
286,LCR000286,17,185,2,4,401.8200,401.8200,287.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bdb4a6f9e7a85a4caefbc1f1e4239ef2bdb4a6f9e7a85a4caefbc1f1e4239ef2
287,LCR000287,27,364,5,12,403.1900,403.1900,288.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ab93ed9e1b2355fe97eda6a89ee22552ab93ed9e1b2355fe97eda6a89ee22552
288,LCR000288,15,21,3,7,404.5600,404.5600,289.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,49d67f4bcf415bd19bf24d17f25f7fcd49d67f4bcf415bd19bf24d17f25f7fcd
289,LCR000289,11,215,2,12,405.9300,405.9300,290.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1751ed24b38a58d38350f26d6abd59a71751ed24b38a58d38350f26d6abd59a7
290,LCR000290,10,35,2,4,407.3000,407.3000,291.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,45a98b8d5cae5ec7936725c2985c92b545a98b8d5cae5ec7936725c2985c92b5
291,LCR000291,14,91,3,5,408.6700,408.6700,292.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6ab825427446501b87968e3554f3fae86ab825427446501b87968e3554f3fae8
292,LCR000292,10,387,5,2,410.0400,410.0400,293.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,50d625c14f5d52e88625dba01d2c9aaf50d625c14f5d52e88625dba01d2c9aaf
293,LCR000293,17,187,1,2,411.4100,411.4100,294.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4837f332321955078761533c8a3743c44837f332321955078761533c8a3743c4
294,LCR000294,3,113,5,4,412.7800,412.7800,295.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c4a9c4dda2f5554facfae114652deabdc4a9c4dda2f5554facfae114652deabd
295,LCR000295,4,125,5,10,414.1500,414.1500,296.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dc4d29b057e4542c88ab0a8415fc4ca2dc4d29b057e4542c88ab0a8415fc4ca2
296,LCR000296,31,193,3,8,415.5200,415.5200,297.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,db44551a7dcc5283b3c99f63f67e511ddb44551a7dcc5283b3c99f63f67e511d
297,LCR000297,3,84,3,2,416.8900,416.8900,298.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1958632c2b5658469d4ef8f0c044a3441958632c2b5658469d4ef8f0c044a344
298,LCR000298,17,203,4,1,418.2600,418.2600,299.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,402ce4d5c3b751c0acc77c493fe68488402ce4d5c3b751c0acc77c493fe68488
299,LCR000299,32,35,5,12,419.6300,419.6300,300.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,909f2f8acd7450cca1939ccd22d846d3909f2f8acd7450cca1939ccd22d846d3
300,LCR000300,16,24,4,6,421.0000,421.0000,301.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bf1ef07a8cdc550aad39f14ec3de8cd5bf1ef07a8cdc550aad39f14ec3de8cd5
301,LCR000301,19,205,1,3,422.3700,422.3700,302.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f6abf757e6e05c9487111a8171d0def6f6abf757e6e05c9487111a8171d0def6
302,LCR000302,27,478,5,8,423.7400,423.7400,303.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0ceec7b8b87a5ce1a22b7c35116afdd00ceec7b8b87a5ce1a22b7c35116afdd0
303,LCR000303,30,248,5,12,425.1100,425.1100,304.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,18956f5242085fc1b161664354eb91b518956f5242085fc1b161664354eb91b5
304,LCR000304,28,15,5,1,426.4800,426.4800,305.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,04002b158a3754519ab40a7052aa395a04002b158a3754519ab40a7052aa395a
305,LCR000305,31,370,2,1,427.8500,427.8500,306.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c90b3ddaa2e5578a89a045f1ba9f52d8c90b3ddaa2e5578a89a045f1ba9f52d8
306,LCR000306,24,177,1,10,429.2200,429.2200,307.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,32142ddca39854f68f36e2c2f233e1b232142ddca39854f68f36e2c2f233e1b2
307,LCR000307,18,355,4,10,430.5900,430.5900,308.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,29b805e1872652b09f0282be50ea44aa29b805e1872652b09f0282be50ea44aa
308,LCR000308,4,298,1,1,431.9600,431.9600,309.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e2c1f26f555f5bf5b5074e17d60f9ae4e2c1f26f555f5bf5b5074e17d60f9ae4
309,LCR000309,25,422,2,9,433.3300,433.3300,310.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,868f1bfcba3554b3978067e24ac69f6f868f1bfcba3554b3978067e24ac69f6f
310,LCR000310,1,260,2,6,434.7000,434.7000,311.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,667de75d273c568581ae8e8573c58c33667de75d273c568581ae8e8573c58c33
311,LCR000311,32,342,4,6,436.0700,436.0700,312.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9d0bd0eacecd56ee92d112bd0e27d1d89d0bd0eacecd56ee92d112bd0e27d1d8
312,LCR000312,14,276,3,9,437.4400,437.4400,313.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,acb3363a1a405c4094e6b64a8462dca4acb3363a1a405c4094e6b64a8462dca4
313,LCR000313,31,475,4,9,438.8100,438.8100,314.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a013627ef6775d5585e692bb31076b35a013627ef6775d5585e692bb31076b35
314,LCR000314,25,57,3,7,440.1800,440.1800,315.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9607db8710c659f6a067e4044a5fb4ed9607db8710c659f6a067e4044a5fb4ed
315,LCR000315,2,471,3,2,441.5500,441.5500,316.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6633544d8e5c5db78ef84afcc2e4d0fd6633544d8e5c5db78ef84afcc2e4d0fd
316,LCR000316,11,246,3,11,442.9200,442.9200,317.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ecce3adbe43552f08f9f851112a23122ecce3adbe43552f08f9f851112a23122
317,LCR000317,1,310,1,6,444.2900,444.2900,318.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,254604e1ebf05410b11d56448a33e03d254604e1ebf05410b11d56448a33e03d
318,LCR000318,3,236,2,9,445.6600,445.6600,319.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8c6d3bb76257586cb3dcd0ac663fc2978c6d3bb76257586cb3dcd0ac663fc297
319,LCR000319,26,88,5,9,447.0300,447.0300,320.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8785e6936c565476b6aac3ad00661fa28785e6936c565476b6aac3ad00661fa2
320,LCR000320,24,443,1,6,448.4000,448.4000,321.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,91a3efa6ba6f53c1a92a82d91f8e821491a3efa6ba6f53c1a92a82d91f8e8214
321,LCR000321,2,65,5,2,449.7700,449.7700,322.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7d776f17ca8b582687acdb4c84fa1f1e7d776f17ca8b582687acdb4c84fa1f1e
322,LCR000322,32,307,5,12,451.1400,451.1400,323.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8ce7b1e8a1b75d768587b656c0ecf01d8ce7b1e8a1b75d768587b656c0ecf01d
323,LCR000323,29,185,2,11,452.5100,452.5100,324.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1c7801abdff45373979fb9acde4e45341c7801abdff45373979fb9acde4e4534
324,LCR000324,8,279,3,7,453.8800,453.8800,325.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,88426b5780c551b682c3124ebf7c3d3488426b5780c551b682c3124ebf7c3d34
325,LCR000325,26,469,3,12,455.2500,455.2500,326.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,485ebd46dbce59bd8aaa1e2ead0f6b86485ebd46dbce59bd8aaa1e2ead0f6b86
326,LCR000326,22,164,1,7,456.6200,456.6200,327.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3c8ac4d2b87e511da3941fbc82ab8f353c8ac4d2b87e511da3941fbc82ab8f35
327,LCR000327,15,377,4,1,457.9900,457.9900,328.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2e9743b1477c5c8aa23c93b6385020812e9743b1477c5c8aa23c93b638502081
328,LCR000328,28,85,1,12,459.3600,459.3600,329.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d533d0805452532a945dc456345a8550d533d0805452532a945dc456345a8550
329,LCR000329,29,170,3,6,460.7300,460.7300,330.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,37991aec5eb05a28b6200c05171c9c4337991aec5eb05a28b6200c05171c9c43
330,LCR000330,30,74,5,10,462.1000,462.1000,331.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,044125561ab95c75bcb437ce11cde564044125561ab95c75bcb437ce11cde564
