QualityCertificateAnalysisKey,CertificateAnalysisNumber,ProductKey,SupplierKey,QualityMethodProcedureKey,ComplianceStandardKey,ApprovalStatusKey,QualityCertificateAnalysisName,RevisionCode,ActiveFlag,StandardValue,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
191,QCA000191,438,158,147,18,5,Granite QualityCertificateAnalysis 191,QCA000191,1,271.6700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,591885f7b54050efa9123197f05f406d591885f7b54050efa9123197f05f406d
192,QCA000192,454,385,142,6,2,Northstar QualityCertificateAnalysis 192,QCA000192,1,273.0400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0c385f6c58375874a54072ed1b33e9b10c385f6c58375874a54072ed1b33e9b1
193,QCA000193,385,76,236,22,3,Delta QualityCertificateAnalysis 193,QCA000193,1,274.4100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,014609fd0dda53a9bda94da154fa22b4014609fd0dda53a9bda94da154fa22b4
194,QCA000194,211,138,145,16,1,Vertex QualityCertificateAnalysis 194,QCA000194,1,275.7800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f5bc7f31376d5a99b7d814484333cb3ef5bc7f31376d5a99b7d814484333cb3e
195,QCA000195,500,311,198,7,2,Riverton QualityCertificateAnalysis 195,QCA000195,0,277.1500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,994830e1c8345d079dff8b625b897a45994830e1c8345d079dff8b625b897a45
196,QCA000196,266,447,189,15,4,Cedar QualityCertificateAnalysis 196,QCA000196,1,278.5200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6e04b20907dc5fd78f82be2fecee44e76e04b20907dc5fd78f82be2fecee44e7
197,QCA000197,188,217,163,6,3,Willow QualityCertificateAnalysis 197,QCA000197,1,279.8900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,94398fa14eb955ed88058de4d86e5a7694398fa14eb955ed88058de4d86e5a76
198,QCA000198,155,250,114,8,4,Summit QualityCertificateAnalysis 198,QCA000198,1,281.2600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cf2d8fc6be6f5077ad108bf7cc8f246dcf2d8fc6be6f5077ad108bf7cc8f246d
199,QCA000199,399,109,64,19,4,Cedar QualityCertificateAnalysis 199,QCA000199,1,282.6300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ce0282b2ab2b5942b466aa99b1db5bf5ce0282b2ab2b5942b466aa99b1db5bf5
200,QCA000200,458,156,179,24,4,Vertex QualityCertificateAnalysis 200,QCA000200,0,284.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,94e35f8ae5065d17b4ed42343836d45a94e35f8ae5065d17b4ed42343836d45a
201,QCA000201,212,319,88,13,1,Cedar QualityCertificateAnalysis 201,QCA000201,1,285.3700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9376f15d088651bdb39c5da2ae96152a9376f15d088651bdb39c5da2ae96152a
202,QCA000202,143,420,146,1,4,Meridian QualityCertificateAnalysis 202,QCA000202,1,286.7400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6e1a4b9a5b09500c9c72881a3a2c09d36e1a4b9a5b09500c9c72881a3a2c09d3
203,QCA000203,106,162,202,10,2,Quartz QualityCertificateAnalysis 203,QCA000203,1,288.1100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a9cf2886cbb9546fadb6ec05ad11e6e9a9cf2886cbb9546fadb6ec05ad11e6e9
204,QCA000204,286,-1,219,5,2,Riverton QualityCertificateAnalysis 204,QCA000204,1,289.4800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e5d9cae59d5f5bbcb1afd913010438ade5d9cae59d5f5bbcb1afd913010438ad
205,QCA000205,234,141,102,22,2,Pioneer QualityCertificateAnalysis 205,QCA000205,0,290.8500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,860bfb5738695aca946d7541a2090ee7860bfb5738695aca946d7541a2090ee7
206,QCA000206,448,222,22,19,1,Forge QualityCertificateAnalysis 206,QCA000206,1,292.2200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2297631df987583bb02cc8755f3510a52297631df987583bb02cc8755f3510a5
207,QCA000207,102,462,18,4,1,Delta QualityCertificateAnalysis 207,QCA000207,1,293.5900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,72fd00bea1c558e9888e6c9e4e10a71d72fd00bea1c558e9888e6c9e4e10a71d
208,QCA000208,336,19,135,7,1,Riverton QualityCertificateAnalysis 208,QCA000208,1,294.9600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a6da68830bb75030a779b471e4054cbfa6da68830bb75030a779b471e4054cbf
209,QCA000209,226,12,207,6,4,Atlas QualityCertificateAnalysis 209,QCA000209,1,296.3300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,514ac9faad865998977c4a68e6e33739514ac9faad865998977c4a68e6e33739
210,QCA000210,327,489,196,12,3,Northstar QualityCertificateAnalysis 210,QCA000210,0,297.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4e6f78c33e5a521ca657ae36797a26254e6f78c33e5a521ca657ae36797a2625
211,QCA000211,266,222,237,19,3,Willow QualityCertificateAnalysis 211,QCA000211,1,299.0700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3327d2cb318c5ef18e12cdfa8f4a9f133327d2cb318c5ef18e12cdfa8f4a9f13
212,QCA000212,469,484,161,7,4,Keystone QualityCertificateAnalysis 212,QCA000212,1,300.4400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7dffd30cbbb157ed87d65804e3419c687dffd30cbbb157ed87d65804e3419c68
213,QCA000213,351,375,19,1,5,Liberty QualityCertificateAnalysis 213,QCA000213,1,301.8100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cb35d0adb8ed5af79acff4f2cdabc8c8cb35d0adb8ed5af79acff4f2cdabc8c8
214,QCA000214,303,99,166,10,4,Harbor QualityCertificateAnalysis 214,QCA000214,1,303.1800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,012db481f6ac56e4961ae8ed4bdb3987012db481f6ac56e4961ae8ed4bdb3987
215,QCA000215,283,157,214,6,1,Granite QualityCertificateAnalysis 215,QCA000215,0,304.5500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bc7cd659de7c5ba5a1ae5621cd7ce24abc7cd659de7c5ba5a1ae5621cd7ce24a
216,QCA000216,140,240,96,18,3,Beacon QualityCertificateAnalysis 216,QCA000216,1,305.9200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d569cfa361e45efd90a95d4ce19fe10bd569cfa361e45efd90a95d4ce19fe10b
217,QCA000217,301,103,149,13,2,Pioneer QualityCertificateAnalysis 217,QCA000217,1,307.2900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,da43b8746d3c5b8f8c3ac5fcfc078a8cda43b8746d3c5b8f8c3ac5fcfc078a8c
218,QCA000218,167,277,83,18,2,Forge QualityCertificateAnalysis 218,QCA000218,1,308.6600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9e356fd6ca2857bb8f2079670fcb6cdb9e356fd6ca2857bb8f2079670fcb6cdb
219,QCA000219,33,34,17,22,2,Quartz QualityCertificateAnalysis 219,QCA000219,1,310.0300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e6d86f7ed6e85ef5a6fd9d44c346630ee6d86f7ed6e85ef5a6fd9d44c346630e
220,QCA000220,305,326,128,9,4,Junction QualityCertificateAnalysis 220,QCA000220,0,311.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e497bcbb74da55cca685d1cf2170e4bce497bcbb74da55cca685d1cf2170e4bc
221,QCA000221,61,-1,131,23,1,Summit QualityCertificateAnalysis 221,QCA000221,1,312.7700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,472bf132f6bf583da4f7dc2489a6ce78472bf132f6bf583da4f7dc2489a6ce78
222,QCA000222,197,452,226,3,5,Meridian QualityCertificateAnalysis 222,QCA000222,1,314.1400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fd9ba412180652f4ae68bf45c426d5c0fd9ba412180652f4ae68bf45c426d5c0
223,QCA000223,63,445,115,25,5,Orion QualityCertificateAnalysis 223,QCA000223,1,315.5100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3c2b0bf99e0e5563949697731266b0ae3c2b0bf99e0e5563949697731266b0ae
224,QCA000224,294,217,221,2,4,Atlas QualityCertificateAnalysis 224,QCA000224,1,316.8800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c0fb7149621b596da2de709b8bc06621c0fb7149621b596da2de709b8bc06621
225,QCA000225,45,498,10,8,5,Beacon QualityCertificateAnalysis 225,QCA000225,0,318.2500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,749a09da8c825d128b7c815dea8f6ec2749a09da8c825d128b7c815dea8f6ec2
226,QCA000226,40,251,16,16,4,Keystone QualityCertificateAnalysis 226,QCA000226,1,319.6200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d20b6cd718145eb2998f899a8568e7a1d20b6cd718145eb2998f899a8568e7a1
227,QCA000227,306,118,75,10,1,Willow QualityCertificateAnalysis 227,QCA000227,1,320.9900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d480d504db625c44b23202e32fa60253d480d504db625c44b23202e32fa60253
228,QCA000228,440,207,207,6,3,Vertex QualityCertificateAnalysis 228,QCA000228,1,322.3600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4698cab8245151039cf1473d70c8c5184698cab8245151039cf1473d70c8c518
229,QCA000229,272,170,98,13,4,Quartz QualityCertificateAnalysis 229,QCA000229,1,323.7300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,675cb790e151542d990a8fcf97d81e9e675cb790e151542d990a8fcf97d81e9e
230,QCA000230,92,153,215,18,2,Zenith QualityCertificateAnalysis 230,QCA000230,0,325.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6f4c8eaf67f753f08a5f03815d061eab6f4c8eaf67f753f08a5f03815d061eab
231,QCA000231,149,83,229,12,2,Northstar QualityCertificateAnalysis 231,QCA000231,1,326.4700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7666b81399245302a80a5edc389350507666b81399245302a80a5edc38935050
232,QCA000232,81,422,128,16,1,Forge QualityCertificateAnalysis 232,QCA000232,1,327.8400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3d44fbca6df65be59550e0eb3f9009be3d44fbca6df65be59550e0eb3f9009be
233,QCA000233,146,413,150,7,1,Titan QualityCertificateAnalysis 233,QCA000233,1,329.2100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c6bca4b311a3522aa31305eb56e84d8ec6bca4b311a3522aa31305eb56e84d8e
234,QCA000234,190,287,146,13,5,Beacon QualityCertificateAnalysis 234,QCA000234,1,330.5800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f98fb7e7501650dbaf3377dd83c4bf47f98fb7e7501650dbaf3377dd83c4bf47
235,QCA000235,276,18,215,19,1,Evergreen QualityCertificateAnalysis 235,QCA000235,0,331.9500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3bdf98daf1225b3aa7612e37864c6b1f3bdf98daf1225b3aa7612e37864c6b1f
236,QCA000236,397,294,179,7,4,Forge QualityCertificateAnalysis 236,QCA000236,1,333.3200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a8b19afa945453f283504f170203f5aca8b19afa945453f283504f170203f5ac
237,QCA000237,269,121,165,13,4,Keystone QualityCertificateAnalysis 237,QCA000237,1,334.6900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,edf0b32cc50d535d95c0a8f135c68e68edf0b32cc50d535d95c0a8f135c68e68
238,QCA000238,193,-1,209,13,4,Atlas QualityCertificateAnalysis 238,QCA000238,1,336.0600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e021ac14fe3e5f3aa09fcb8f2f77478ae021ac14fe3e5f3aa09fcb8f2f77478a
239,QCA000239,310,120,215,23,3,Beacon QualityCertificateAnalysis 239,QCA000239,1,337.4300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c708e0167c1158459a9e5990799051ebc708e0167c1158459a9e5990799051eb
240,QCA000240,37,76,90,11,1,Forge QualityCertificateAnalysis 240,QCA000240,0,338.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5a97b094794a524894ce425627da8b9b5a97b094794a524894ce425627da8b9b
241,QCA000241,103,245,184,24,5,Junction QualityCertificateAnalysis 241,QCA000241,1,340.1700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f6655856340d560fbf3e1407c2a0814df6655856340d560fbf3e1407c2a0814d
242,QCA000242,488,449,68,13,5,Liberty QualityCertificateAnalysis 242,QCA000242,1,341.5400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4c7944c7edc65b4d8d8178faa04e96fb4c7944c7edc65b4d8d8178faa04e96fb
243,QCA000243,6,120,238,14,5,Keystone QualityCertificateAnalysis 243,QCA000243,1,342.9100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0b90a1e63350514c868e73ee14a6c2380b90a1e63350514c868e73ee14a6c238
244,QCA000244,130,146,140,21,2,Vertex QualityCertificateAnalysis 244,QCA000244,1,344.2800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9bc0bfec4cee5fc9adb667effeb6ce719bc0bfec4cee5fc9adb667effeb6ce71
245,QCA000245,466,215,165,8,5,Pioneer QualityCertificateAnalysis 245,QCA000245,0,345.6500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,adf682a49ae75a9f837aaa1792de4df2adf682a49ae75a9f837aaa1792de4df2
246,QCA000246,423,89,29,1,2,Ion QualityCertificateAnalysis 246,QCA000246,1,347.0200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b9a44284cd86533cbd2357226f42210ab9a44284cd86533cbd2357226f42210a
247,QCA000247,173,111,114,18,3,Pioneer QualityCertificateAnalysis 247,QCA000247,1,348.3900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,82ba077f8426590aa9f83eadd4598c4682ba077f8426590aa9f83eadd4598c46
248,QCA000248,432,377,49,10,3,Vertex QualityCertificateAnalysis 248,QCA000248,1,349.7600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,537825ec42cf521c821d39f60a0df10a537825ec42cf521c821d39f60a0df10a
249,QCA000249,35,394,39,12,1,Orion QualityCertificateAnalysis 249,QCA000249,1,351.1300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a7a1cb04aa8f5933855fbcca850e4857a7a1cb04aa8f5933855fbcca850e4857
250,QCA000250,1,240,47,10,2,Meridian QualityCertificateAnalysis 250,QCA000250,0,352.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7cd05b22024f5b2ba067461fb77086167cd05b22024f5b2ba067461fb7708616
251,QCA000251,138,144,196,9,1,Liberty QualityCertificateAnalysis 251,QCA000251,1,353.8700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d22e2193ab2151c99ccc37710264c3c0d22e2193ab2151c99ccc37710264c3c0
252,QCA000252,243,495,237,11,3,Unity QualityCertificateAnalysis 252,QCA000252,1,355.2400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,36568ce565c15fa7b5e8f49515de744136568ce565c15fa7b5e8f49515de7441
253,QCA000253,34,480,32,22,4,Orion QualityCertificateAnalysis 253,QCA000253,1,356.6100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a3c32969629c5c7daf59708e3c730c4da3c32969629c5c7daf59708e3c730c4d
254,QCA000254,336,452,93,10,4,Keystone QualityCertificateAnalysis 254,QCA000254,1,357.9800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8e0a03ac16845aef88ce7bb9289093128e0a03ac16845aef88ce7bb928909312
255,QCA000255,384,-1,3,3,1,Pioneer QualityCertificateAnalysis 255,QCA000255,0,359.3500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3e32f61cd31b5b29bd57ec7dd58aa6ff3e32f61cd31b5b29bd57ec7dd58aa6ff
256,QCA000256,406,65,15,11,5,Meridian QualityCertificateAnalysis 256,QCA000256,1,360.7200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5ae287aee5645856a321e39acd24b4e65ae287aee5645856a321e39acd24b4e6
257,QCA000257,441,229,65,6,4,Liberty QualityCertificateAnalysis 257,QCA000257,1,362.0900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b376e53072c355ea97e18f3b67271b44b376e53072c355ea97e18f3b67271b44
258,QCA000258,227,110,15,14,2,Northstar QualityCertificateAnalysis 258,QCA000258,1,363.4600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c30b4390221d5ece919719dcf1917f56c30b4390221d5ece919719dcf1917f56
259,QCA000259,186,26,107,2,5,Orion QualityCertificateAnalysis 259,QCA000259,1,364.8300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,844ba032cdf758f682a9e16e98734799844ba032cdf758f682a9e16e98734799
260,QCA000260,469,97,107,3,3,Keystone QualityCertificateAnalysis 260,QCA000260,0,366.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ede2a40394a85af485c46da974feaa37ede2a40394a85af485c46da974feaa37
261,QCA000261,462,415,229,20,3,Quartz QualityCertificateAnalysis 261,QCA000261,1,367.5700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bb7132cccb8952ae89e16e83eacff09bbb7132cccb8952ae89e16e83eacff09b
262,QCA000262,449,491,166,20,3,Liberty QualityCertificateAnalysis 262,QCA000262,1,368.9400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,705f3f1509445bb6aa42e4dfe5ac56f1705f3f1509445bb6aa42e4dfe5ac56f1
263,QCA000263,239,426,182,24,5,Cedar QualityCertificateAnalysis 263,QCA000263,1,370.3100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,322f6770ec98561a8db6c9e17dae41ae322f6770ec98561a8db6c9e17dae41ae
264,QCA000264,361,443,130,1,1,Cedar QualityCertificateAnalysis 264,QCA000264,1,371.6800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2f1458c5a00a572b9b38356f4d387df72f1458c5a00a572b9b38356f4d387df7
265,QCA000265,168,155,142,25,2,Orion QualityCertificateAnalysis 265,QCA000265,0,373.0500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ce2dabf7e0ea5997816c3ed9694cf063ce2dabf7e0ea5997816c3ed9694cf063
266,QCA000266,45,497,35,2,3,Quartz QualityCertificateAnalysis 266,QCA000266,1,374.4200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,50fbead75b275adb87cc2628f3d2068e50fbead75b275adb87cc2628f3d2068e
267,QCA000267,375,249,51,2,3,Riverton QualityCertificateAnalysis 267,QCA000267,1,375.7900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e2065d396f785e04a6e81ac8f5555609e2065d396f785e04a6e81ac8f5555609
268,QCA000268,27,337,95,11,3,Delta QualityCertificateAnalysis 268,QCA000268,1,377.1600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ba166f8fb3c75429859ca5cce205137dba166f8fb3c75429859ca5cce205137d
269,QCA000269,307,18,168,17,3,Northstar QualityCertificateAnalysis 269,QCA000269,1,378.5300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,364149b00bcf5f2b977a641ced4ef555364149b00bcf5f2b977a641ced4ef555
270,QCA000270,431,260,191,21,4,Unity QualityCertificateAnalysis 270,QCA000270,0,379.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0ba23eb5063050d3a5aeb10482a0c7e20ba23eb5063050d3a5aeb10482a0c7e2
271,QCA000271,112,56,37,9,4,Unity QualityCertificateAnalysis 271,QCA000271,1,381.2700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3211ea8996cf5c28b13714477a57c3f03211ea8996cf5c28b13714477a57c3f0
272,QCA000272,283,-1,101,13,1,Keystone QualityCertificateAnalysis 272,QCA000272,1,382.6400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9f49bb389dd85de7ac0ddea30ec6ebd69f49bb389dd85de7ac0ddea30ec6ebd6
273,QCA000273,347,499,26,8,3,Quartz QualityCertificateAnalysis 273,QCA000273,1,384.0100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fed2d44e7f3b50a193d6a996f65cc7d8fed2d44e7f3b50a193d6a996f65cc7d8
274,QCA000274,385,449,181,19,1,Orion QualityCertificateAnalysis 274,QCA000274,1,385.3800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,37b987965f8e5ab0be0389663e389cf437b987965f8e5ab0be0389663e389cf4
275,QCA000275,233,96,201,22,2,Delta QualityCertificateAnalysis 275,QCA000275,0,386.7500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7700d5cfd9f85c70982cec2a5fe0b2957700d5cfd9f85c70982cec2a5fe0b295
276,QCA000276,100,390,106,14,4,Summit QualityCertificateAnalysis 276,QCA000276,1,388.1200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fa412cb916b5532db2235a3464aff781fa412cb916b5532db2235a3464aff781
277,QCA000277,401,43,64,7,2,Keystone QualityCertificateAnalysis 277,QCA000277,1,389.4900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0731dceda3d85f0587cc886e2382cdcc0731dceda3d85f0587cc886e2382cdcc
278,QCA000278,134,21,55,18,3,Titan QualityCertificateAnalysis 278,QCA000278,1,390.8600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2416fd9f24035711b59bc9e8d4248f812416fd9f24035711b59bc9e8d4248f81
279,QCA000279,332,92,181,2,1,Beacon QualityCertificateAnalysis 279,QCA000279,1,392.2300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,857ed0a36cf05a38b2668d58194d336e857ed0a36cf05a38b2668d58194d336e
280,QCA000280,209,428,32,25,1,Orion QualityCertificateAnalysis 280,QCA000280,0,393.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d64cdf5d43d053029ded889339bde23dd64cdf5d43d053029ded889339bde23d
281,QCA000281,200,200,54,1,3,Harbor QualityCertificateAnalysis 281,QCA000281,1,394.9700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,490e7e5f7be75a1a9167a5a274f12649490e7e5f7be75a1a9167a5a274f12649
282,QCA000282,144,384,112,17,3,Orion QualityCertificateAnalysis 282,QCA000282,1,396.3400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9413ce4daa2456db877240e9ad898c129413ce4daa2456db877240e9ad898c12
283,QCA000283,278,291,3,4,5,Beacon QualityCertificateAnalysis 283,QCA000283,1,397.7100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6343799103ac54f0a699e0a200c16d8c6343799103ac54f0a699e0a200c16d8c
284,QCA000284,416,117,165,2,5,Vertex QualityCertificateAnalysis 284,QCA000284,1,399.0800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,09c9f95c2a815291b3f2f4edd813e4e709c9f95c2a815291b3f2f4edd813e4e7
285,QCA000285,319,61,152,14,4,Willow QualityCertificateAnalysis 285,QCA000285,0,400.4500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e724fdbddae856b387c778d31110a4dde724fdbddae856b387c778d31110a4dd
286,QCA000286,288,493,120,25,2,Meridian QualityCertificateAnalysis 286,QCA000286,1,401.8200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,55d1d1a4cdd05f22884b02d33fe018ac55d1d1a4cdd05f22884b02d33fe018ac
