TimeOfDayKey,ShiftCodeKey,TimeValue,HourNumber,MinuteNumber,SecondNumber,MinuteOfDayNumber,SecondOfDayNumber,AmPmCode,HourBucketName,ShiftBucketName,IsBusinessHour,DisplayTime,SourceSystemKey,BatchId,LoadedAtUtc
25800,1,07:10:00,7,10,0,430,25800,AM,07:00-07:59,Day,0,07:10 AM,1,1,2026-08-24T00:00:00.000
25860,1,07:11:00,7,11,0,431,25860,AM,07:00-07:59,Day,0,07:11 AM,1,1,2026-08-24T00:00:00.000
25920,1,07:12:00,7,12,0,432,25920,AM,07:00-07:59,Day,0,07:12 AM,1,1,2026-08-24T00:00:00.000
25980,1,07:13:00,7,13,0,433,25980,AM,07:00-07:59,Day,0,07:13 AM,1,1,2026-08-24T00:00:00.000
26040,1,07:14:00,7,14,0,434,26040,AM,07:00-07:59,Day,0,07:14 AM,1,1,2026-08-24T00:00:00.000
26100,1,07:15:00,7,15,0,435,26100,AM,07:00-07:59,Day,0,07:15 AM,1,1,2026-08-24T00:00:00.000
26160,1,07:16:00,7,16,0,436,26160,AM,07:00-07:59,Day,0,07:16 AM,1,1,2026-08-24T00:00:00.000
26220,1,07:17:00,7,17,0,437,26220,AM,07:00-07:59,Day,0,07:17 AM,1,1,2026-08-24T00:00:00.000
26280,1,07:18:00,7,18,0,438,26280,AM,07:00-07:59,Day,0,07:18 AM,1,1,2026-08-24T00:00:00.000
26340,1,07:19:00,7,19,0,439,26340,AM,07:00-07:59,Day,0,07:19 AM,1,1,2026-08-24T00:00:00.000
26400,1,07:20:00,7,20,0,440,26400,AM,07:00-07:59,Day,0,07:20 AM,1,1,2026-08-24T00:00:00.000
26460,1,07:21:00,7,21,0,441,26460,AM,07:00-07:59,Day,0,07:21 AM,1,1,2026-08-24T00:00:00.000
26520,1,07:22:00,7,22,0,442,26520,AM,07:00-07:59,Day,0,07:22 AM,1,1,2026-08-24T00:00:00.000
26580,1,07:23:00,7,23,0,443,26580,AM,07:00-07:59,Day,0,07:23 AM,1,1,2026-08-24T00:00:00.000
26640,1,07:24:00,7,24,0,444,26640,AM,07:00-07:59,Day,0,07:24 AM,1,1,2026-08-24T00:00:00.000
26700,1,07:25:00,7,25,0,445,26700,AM,07:00-07:59,Day,0,07:25 AM,1,1,2026-08-24T00:00:00.000
26760,1,07:26:00,7,26,0,446,26760,AM,07:00-07:59,Day,0,07:26 AM,1,1,2026-08-24T00:00:00.000
26820,1,07:27:00,7,27,0,447,26820,AM,07:00-07:59,Day,0,07:27 AM,1,1,2026-08-24T00:00:00.000
26880,1,07:28:00,7,28,0,448,26880,AM,07:00-07:59,Day,0,07:28 AM,1,1,2026-08-24T00:00:00.000
26940,1,07:29:00,7,29,0,449,26940,AM,07:00-07:59,Day,0,07:29 AM,1,1,2026-08-24T00:00:00.000
27000,1,07:30:00,7,30,0,450,27000,AM,07:00-07:59,Day,0,07:30 AM,1,1,2026-08-24T00:00:00.000
27060,1,07:31:00,7,31,0,451,27060,AM,07:00-07:59,Day,0,07:31 AM,1,1,2026-08-24T00:00:00.000
27120,1,07:32:00,7,32,0,452,27120,AM,07:00-07:59,Day,0,07:32 AM,1,1,2026-08-24T00:00:00.000
27180,1,07:33:00,7,33,0,453,27180,AM,07:00-07:59,Day,0,07:33 AM,1,1,2026-08-24T00:00:00.000
27240,1,07:34:00,7,34,0,454,27240,AM,07:00-07:59,Day,0,07:34 AM,1,1,2026-08-24T00:00:00.000
27300,1,07:35:00,7,35,0,455,27300,AM,07:00-07:59,Day,0,07:35 AM,1,1,2026-08-24T00:00:00.000
27360,1,07:36:00,7,36,0,456,27360,AM,07:00-07:59,Day,0,07:36 AM,1,1,2026-08-24T00:00:00.000
27420,1,07:37:00,7,37,0,457,27420,AM,07:00-07:59,Day,0,07:37 AM,1,1,2026-08-24T00:00:00.000
27480,1,07:38:00,7,38,0,458,27480,AM,07:00-07:59,Day,0,07:38 AM,1,1,2026-08-24T00:00:00.000
27540,1,07:39:00,7,39,0,459,27540,AM,07:00-07:59,Day,0,07:39 AM,1,1,2026-08-24T00:00:00.000
27600,1,07:40:00,7,40,0,460,27600,AM,07:00-07:59,Day,0,07:40 AM,1,1,2026-08-24T00:00:00.000
27660,1,07:41:00,7,41,0,461,27660,AM,07:00-07:59,Day,0,07:41 AM,1,1,2026-08-24T00:00:00.000
27720,1,07:42:00,7,42,0,462,27720,AM,07:00-07:59,Day,0,07:42 AM,1,1,2026-08-24T00:00:00.000
27780,1,07:43:00,7,43,0,463,27780,AM,07:00-07:59,Day,0,07:43 AM,1,1,2026-08-24T00:00:00.000
27840,1,07:44:00,7,44,0,464,27840,AM,07:00-07:59,Day,0,07:44 AM,1,1,2026-08-24T00:00:00.000
27900,1,07:45:00,7,45,0,465,27900,AM,07:00-07:59,Day,0,07:45 AM,1,1,2026-08-24T00:00:00.000
27960,1,07:46:00,7,46,0,466,27960,AM,07:00-07:59,Day,0,07:46 AM,1,1,2026-08-24T00:00:00.000
28020,1,07:47:00,7,47,0,467,28020,AM,07:00-07:59,Day,0,07:47 AM,1,1,2026-08-24T00:00:00.000
28080,1,07:48:00,7,48,0,468,28080,AM,07:00-07:59,Day,0,07:48 AM,1,1,2026-08-24T00:00:00.000
28140,1,07:49:00,7,49,0,469,28140,AM,07:00-07:59,Day,0,07:49 AM,1,1,2026-08-24T00:00:00.000
28200,1,07:50:00,7,50,0,470,28200,AM,07:00-07:59,Day,0,07:50 AM,1,1,2026-08-24T00:00:00.000
28260,1,07:51:00,7,51,0,471,28260,AM,07:00-07:59,Day,0,07:51 AM,1,1,2026-08-24T00:00:00.000
28320,1,07:52:00,7,52,0,472,28320,AM,07:00-07:59,Day,0,07:52 AM,1,1,2026-08-24T00:00:00.000
28380,1,07:53:00,7,53,0,473,28380,AM,07:00-07:59,Day,0,07:53 AM,1,1,2026-08-24T00:00:00.000
28440,1,07:54:00,7,54,0,474,28440,AM,07:00-07:59,Day,0,07:54 AM,1,1,2026-08-24T00:00:00.000
28500,1,07:55:00,7,55,0,475,28500,AM,07:00-07:59,Day,0,07:55 AM,1,1,2026-08-24T00:00:00.000
28560,1,07:56:00,7,56,0,476,28560,AM,07:00-07:59,Day,0,07:56 AM,1,1,2026-08-24T00:00:00.000
28620,1,07:57:00,7,57,0,477,28620,AM,07:00-07:59,Day,0,07:57 AM,1,1,2026-08-24T00:00:00.000
28680,1,07:58:00,7,58,0,478,28680,AM,07:00-07:59,Day,0,07:58 AM,1,1,2026-08-24T00:00:00.000
28740,1,07:59:00,7,59,0,479,28740,AM,07:00-07:59,Day,0,07:59 AM,1,1,2026-08-24T00:00:00.000
28800,2,08:00:00,8,0,0,480,28800,AM,08:00-08:59,Day,1,08:00 AM,1,1,2026-08-24T00:00:00.000
28860,2,08:01:00,8,1,0,481,28860,AM,08:00-08:59,Day,1,08:01 AM,1,1,2026-08-24T00:00:00.000
28920,2,08:02:00,8,2,0,482,28920,AM,08:00-08:59,Day,1,08:02 AM,1,1,2026-08-24T00:00:00.000
28980,2,08:03:00,8,3,0,483,28980,AM,08:00-08:59,Day,1,08:03 AM,1,1,2026-08-24T00:00:00.000
29040,2,08:04:00,8,4,0,484,29040,AM,08:00-08:59,Day,1,08:04 AM,1,1,2026-08-24T00:00:00.000
29100,2,08:05:00,8,5,0,485,29100,AM,08:00-08:59,Day,1,08:05 AM,1,1,2026-08-24T00:00:00.000
29160,2,08:06:00,8,6,0,486,29160,AM,08:00-08:59,Day,1,08:06 AM,1,1,2026-08-24T00:00:00.000
29220,2,08:07:00,8,7,0,487,29220,AM,08:00-08:59,Day,1,08:07 AM,1,1,2026-08-24T00:00:00.000
29280,2,08:08:00,8,8,0,488,29280,AM,08:00-08:59,Day,1,08:08 AM,1,1,2026-08-24T00:00:00.000
29340,2,08:09:00,8,9,0,489,29340,AM,08:00-08:59,Day,1,08:09 AM,1,1,2026-08-24T00:00:00.000
29400,2,08:10:00,8,10,0,490,29400,AM,08:00-08:59,Day,1,08:10 AM,1,1,2026-08-24T00:00:00.000
29460,2,08:11:00,8,11,0,491,29460,AM,08:00-08:59,Day,1,08:11 AM,1,1,2026-08-24T00:00:00.000
29520,2,08:12:00,8,12,0,492,29520,AM,08:00-08:59,Day,1,08:12 AM,1,1,2026-08-24T00:00:00.000
29580,2,08:13:00,8,13,0,493,29580,AM,08:00-08:59,Day,1,08:13 AM,1,1,2026-08-24T00:00:00.000
29640,2,08:14:00,8,14,0,494,29640,AM,08:00-08:59,Day,1,08:14 AM,1,1,2026-08-24T00:00:00.000
29700,2,08:15:00,8,15,0,495,29700,AM,08:00-08:59,Day,1,08:15 AM,1,1,2026-08-24T00:00:00.000
29760,2,08:16:00,8,16,0,496,29760,AM,08:00-08:59,Day,1,08:16 AM,1,1,2026-08-24T00:00:00.000
29820,2,08:17:00,8,17,0,497,29820,AM,08:00-08:59,Day,1,08:17 AM,1,1,2026-08-24T00:00:00.000
29880,2,08:18:00,8,18,0,498,29880,AM,08:00-08:59,Day,1,08:18 AM,1,1,2026-08-24T00:00:00.000
29940,2,08:19:00,8,19,0,499,29940,AM,08:00-08:59,Day,1,08:19 AM,1,1,2026-08-24T00:00:00.000
30000,2,08:20:00,8,20,0,500,30000,AM,08:00-08:59,Day,1,08:20 AM,1,1,2026-08-24T00:00:00.000
30060,2,08:21:00,8,21,0,501,30060,AM,08:00-08:59,Day,1,08:21 AM,1,1,2026-08-24T00:00:00.000
30120,2,08:22:00,8,22,0,502,30120,AM,08:00-08:59,Day,1,08:22 AM,1,1,2026-08-24T00:00:00.000
30180,2,08:23:00,8,23,0,503,30180,AM,08:00-08:59,Day,1,08:23 AM,1,1,2026-08-24T00:00:00.000
30240,2,08:24:00,8,24,0,504,30240,AM,08:00-08:59,Day,1,08:24 AM,1,1,2026-08-24T00:00:00.000
30300,2,08:25:00,8,25,0,505,30300,AM,08:00-08:59,Day,1,08:25 AM,1,1,2026-08-24T00:00:00.000
30360,2,08:26:00,8,26,0,506,30360,AM,08:00-08:59,Day,1,08:26 AM,1,1,2026-08-24T00:00:00.000
30420,2,08:27:00,8,27,0,507,30420,AM,08:00-08:59,Day,1,08:27 AM,1,1,2026-08-24T00:00:00.000
30480,2,08:28:00,8,28,0,508,30480,AM,08:00-08:59,Day,1,08:28 AM,1,1,2026-08-24T00:00:00.000
30540,2,08:29:00,8,29,0,509,30540,AM,08:00-08:59,Day,1,08:29 AM,1,1,2026-08-24T00:00:00.000
30600,2,08:30:00,8,30,0,510,30600,AM,08:00-08:59,Day,1,08:30 AM,1,1,2026-08-24T00:00:00.000
30660,2,08:31:00,8,31,0,511,30660,AM,08:00-08:59,Day,1,08:31 AM,1,1,2026-08-24T00:00:00.000
30720,2,08:32:00,8,32,0,512,30720,AM,08:00-08:59,Day,1,08:32 AM,1,1,2026-08-24T00:00:00.000
30780,2,08:33:00,8,33,0,513,30780,AM,08:00-08:59,Day,1,08:33 AM,1,1,2026-08-24T00:00:00.000
30840,2,08:34:00,8,34,0,514,30840,AM,08:00-08:59,Day,1,08:34 AM,1,1,2026-08-24T00:00:00.000
30900,2,08:35:00,8,35,0,515,30900,AM,08:00-08:59,Day,1,08:35 AM,1,1,2026-08-24T00:00:00.000
30960,2,08:36:00,8,36,0,516,30960,AM,08:00-08:59,Day,1,08:36 AM,1,1,2026-08-24T00:00:00.000
31020,2,08:37:00,8,37,0,517,31020,AM,08:00-08:59,Day,1,08:37 AM,1,1,2026-08-24T00:00:00.000
31080,2,08:38:00,8,38,0,518,31080,AM,08:00-08:59,Day,1,08:38 AM,1,1,2026-08-24T00:00:00.000
31140,2,08:39:00,8,39,0,519,31140,AM,08:00-08:59,Day,1,08:39 AM,1,1,2026-08-24T00:00:00.000
31200,2,08:40:00,8,40,0,520,31200,AM,08:00-08:59,Day,1,08:40 AM,1,1,2026-08-24T00:00:00.000
31260,2,08:41:00,8,41,0,521,31260,AM,08:00-08:59,Day,1,08:41 AM,1,1,2026-08-24T00:00:00.000
31320,2,08:42:00,8,42,0,522,31320,AM,08:00-08:59,Day,1,08:42 AM,1,1,2026-08-24T00:00:00.000
31380,2,08:43:00,8,43,0,523,31380,AM,08:00-08:59,Day,1,08:43 AM,1,1,2026-08-24T00:00:00.000
31440,2,08:44:00,8,44,0,524,31440,AM,08:00-08:59,Day,1,08:44 AM,1,1,2026-08-24T00:00:00.000
31500,2,08:45:00,8,45,0,525,31500,AM,08:00-08:59,Day,1,08:45 AM,1,1,2026-08-24T00:00:00.000
31560,2,08:46:00,8,46,0,526,31560,AM,08:00-08:59,Day,1,08:46 AM,1,1,2026-08-24T00:00:00.000
31620,2,08:47:00,8,47,0,527,31620,AM,08:00-08:59,Day,1,08:47 AM,1,1,2026-08-24T00:00:00.000
31680,2,08:48:00,8,48,0,528,31680,AM,08:00-08:59,Day,1,08:48 AM,1,1,2026-08-24T00:00:00.000
31740,2,08:49:00,8,49,0,529,31740,AM,08:00-08:59,Day,1,08:49 AM,1,1,2026-08-24T00:00:00.000
31800,2,08:50:00,8,50,0,530,31800,AM,08:00-08:59,Day,1,08:50 AM,1,1,2026-08-24T00:00:00.000
31860,2,08:51:00,8,51,0,531,31860,AM,08:00-08:59,Day,1,08:51 AM,1,1,2026-08-24T00:00:00.000
31920,2,08:52:00,8,52,0,532,31920,AM,08:00-08:59,Day,1,08:52 AM,1,1,2026-08-24T00:00:00.000
31980,2,08:53:00,8,53,0,533,31980,AM,08:00-08:59,Day,1,08:53 AM,1,1,2026-08-24T00:00:00.000
32040,2,08:54:00,8,54,0,534,32040,AM,08:00-08:59,Day,1,08:54 AM,1,1,2026-08-24T00:00:00.000
32100,2,08:55:00,8,55,0,535,32100,AM,08:00-08:59,Day,1,08:55 AM,1,1,2026-08-24T00:00:00.000
32160,2,08:56:00,8,56,0,536,32160,AM,08:00-08:59,Day,1,08:56 AM,1,1,2026-08-24T00:00:00.000
32220,2,08:57:00,8,57,0,537,32220,AM,08:00-08:59,Day,1,08:57 AM,1,1,2026-08-24T00:00:00.000
32280,2,08:58:00,8,58,0,538,32280,AM,08:00-08:59,Day,1,08:58 AM,1,1,2026-08-24T00:00:00.000
32340,2,08:59:00,8,59,0,539,32340,AM,08:00-08:59,Day,1,08:59 AM,1,1,2026-08-24T00:00:00.000
32400,2,09:00:00,9,0,0,540,32400,AM,09:00-09:59,Day,1,09:00 AM,1,1,2026-08-24T00:00:00.000
32460,2,09:01:00,9,1,0,541,32460,AM,09:00-09:59,Day,1,09:01 AM,1,1,2026-08-24T00:00:00.000
32520,2,09:02:00,9,2,0,542,32520,AM,09:00-09:59,Day,1,09:02 AM,1,1,2026-08-24T00:00:00.000
32580,2,09:03:00,9,3,0,543,32580,AM,09:00-09:59,Day,1,09:03 AM,1,1,2026-08-24T00:00:00.000
32640,2,09:04:00,9,4,0,544,32640,AM,09:00-09:59,Day,1,09:04 AM,1,1,2026-08-24T00:00:00.000
32700,2,09:05:00,9,5,0,545,32700,AM,09:00-09:59,Day,1,09:05 AM,1,1,2026-08-24T00:00:00.000
32760,2,09:06:00,9,6,0,546,32760,AM,09:00-09:59,Day,1,09:06 AM,1,1,2026-08-24T00:00:00.000
32820,2,09:07:00,9,7,0,547,32820,AM,09:00-09:59,Day,1,09:07 AM,1,1,2026-08-24T00:00:00.000
32880,2,09:08:00,9,8,0,548,32880,AM,09:00-09:59,Day,1,09:08 AM,1,1,2026-08-24T00:00:00.000
32940,2,09:09:00,9,9,0,549,32940,AM,09:00-09:59,Day,1,09:09 AM,1,1,2026-08-24T00:00:00.000
33000,2,09:10:00,9,10,0,550,33000,AM,09:00-09:59,Day,1,09:10 AM,1,1,2026-08-24T00:00:00.000
33060,2,09:11:00,9,11,0,551,33060,AM,09:00-09:59,Day,1,09:11 AM,1,1,2026-08-24T00:00:00.000
33120,2,09:12:00,9,12,0,552,33120,AM,09:00-09:59,Day,1,09:12 AM,1,1,2026-08-24T00:00:00.000
33180,2,09:13:00,9,13,0,553,33180,AM,09:00-09:59,Day,1,09:13 AM,1,1,2026-08-24T00:00:00.000
33240,2,09:14:00,9,14,0,554,33240,AM,09:00-09:59,Day,1,09:14 AM,1,1,2026-08-24T00:00:00.000
33300,2,09:15:00,9,15,0,555,33300,AM,09:00-09:59,Day,1,09:15 AM,1,1,2026-08-24T00:00:00.000
33360,2,09:16:00,9,16,0,556,33360,AM,09:00-09:59,Day,1,09:16 AM,1,1,2026-08-24T00:00:00.000
33420,2,09:17:00,9,17,0,557,33420,AM,09:00-09:59,Day,1,09:17 AM,1,1,2026-08-24T00:00:00.000
33480,2,09:18:00,9,18,0,558,33480,AM,09:00-09:59,Day,1,09:18 AM,1,1,2026-08-24T00:00:00.000
33540,2,09:19:00,9,19,0,559,33540,AM,09:00-09:59,Day,1,09:19 AM,1,1,2026-08-24T00:00:00.000
33600,2,09:20:00,9,20,0,560,33600,AM,09:00-09:59,Day,1,09:20 AM,1,1,2026-08-24T00:00:00.000
33660,2,09:21:00,9,21,0,561,33660,AM,09:00-09:59,Day,1,09:21 AM,1,1,2026-08-24T00:00:00.000
33720,2,09:22:00,9,22,0,562,33720,AM,09:00-09:59,Day,1,09:22 AM,1,1,2026-08-24T00:00:00.000
33780,2,09:23:00,9,23,0,563,33780,AM,09:00-09:59,Day,1,09:23 AM,1,1,2026-08-24T00:00:00.000
33840,2,09:24:00,9,24,0,564,33840,AM,09:00-09:59,Day,1,09:24 AM,1,1,2026-08-24T00:00:00.000
33900,2,09:25:00,9,25,0,565,33900,AM,09:00-09:59,Day,1,09:25 AM,1,1,2026-08-24T00:00:00.000
33960,2,09:26:00,9,26,0,566,33960,AM,09:00-09:59,Day,1,09:26 AM,1,1,2026-08-24T00:00:00.000
34020,2,09:27:00,9,27,0,567,34020,AM,09:00-09:59,Day,1,09:27 AM,1,1,2026-08-24T00:00:00.000
34080,2,09:28:00,9,28,0,568,34080,AM,09:00-09:59,Day,1,09:28 AM,1,1,2026-08-24T00:00:00.000
34140,2,09:29:00,9,29,0,569,34140,AM,09:00-09:59,Day,1,09:29 AM,1,1,2026-08-24T00:00:00.000
34200,2,09:30:00,9,30,0,570,34200,AM,09:00-09:59,Day,1,09:30 AM,1,1,2026-08-24T00:00:00.000
34260,2,09:31:00,9,31,0,571,34260,AM,09:00-09:59,Day,1,09:31 AM,1,1,2026-08-24T00:00:00.000
34320,2,09:32:00,9,32,0,572,34320,AM,09:00-09:59,Day,1,09:32 AM,1,1,2026-08-24T00:00:00.000
34380,2,09:33:00,9,33,0,573,34380,AM,09:00-09:59,Day,1,09:33 AM,1,1,2026-08-24T00:00:00.000
34440,2,09:34:00,9,34,0,574,34440,AM,09:00-09:59,Day,1,09:34 AM,1,1,2026-08-24T00:00:00.000
34500,2,09:35:00,9,35,0,575,34500,AM,09:00-09:59,Day,1,09:35 AM,1,1,2026-08-24T00:00:00.000
34560,2,09:36:00,9,36,0,576,34560,AM,09:00-09:59,Day,1,09:36 AM,1,1,2026-08-24T00:00:00.000
34620,2,09:37:00,9,37,0,577,34620,AM,09:00-09:59,Day,1,09:37 AM,1,1,2026-08-24T00:00:00.000
34680,2,09:38:00,9,38,0,578,34680,AM,09:00-09:59,Day,1,09:38 AM,1,1,2026-08-24T00:00:00.000
34740,2,09:39:00,9,39,0,579,34740,AM,09:00-09:59,Day,1,09:39 AM,1,1,2026-08-24T00:00:00.000
34800,2,09:40:00,9,40,0,580,34800,AM,09:00-09:59,Day,1,09:40 AM,1,1,2026-08-24T00:00:00.000
34860,2,09:41:00,9,41,0,581,34860,AM,09:00-09:59,Day,1,09:41 AM,1,1,2026-08-24T00:00:00.000
34920,2,09:42:00,9,42,0,582,34920,AM,09:00-09:59,Day,1,09:42 AM,1,1,2026-08-24T00:00:00.000
34980,2,09:43:00,9,43,0,583,34980,AM,09:00-09:59,Day,1,09:43 AM,1,1,2026-08-24T00:00:00.000
35040,2,09:44:00,9,44,0,584,35040,AM,09:00-09:59,Day,1,09:44 AM,1,1,2026-08-24T00:00:00.000
35100,2,09:45:00,9,45,0,585,35100,AM,09:00-09:59,Day,1,09:45 AM,1,1,2026-08-24T00:00:00.000
35160,2,09:46:00,9,46,0,586,35160,AM,09:00-09:59,Day,1,09:46 AM,1,1,2026-08-24T00:00:00.000
35220,2,09:47:00,9,47,0,587,35220,AM,09:00-09:59,Day,1,09:47 AM,1,1,2026-08-24T00:00:00.000
35280,2,09:48:00,9,48,0,588,35280,AM,09:00-09:59,Day,1,09:48 AM,1,1,2026-08-24T00:00:00.000
35340,2,09:49:00,9,49,0,589,35340,AM,09:00-09:59,Day,1,09:49 AM,1,1,2026-08-24T00:00:00.000
35400,2,09:50:00,9,50,0,590,35400,AM,09:00-09:59,Day,1,09:50 AM,1,1,2026-08-24T00:00:00.000
35460,2,09:51:00,9,51,0,591,35460,AM,09:00-09:59,Day,1,09:51 AM,1,1,2026-08-24T00:00:00.000
35520,2,09:52:00,9,52,0,592,35520,AM,09:00-09:59,Day,1,09:52 AM,1,1,2026-08-24T00:00:00.000
35580,2,09:53:00,9,53,0,593,35580,AM,09:00-09:59,Day,1,09:53 AM,1,1,2026-08-24T00:00:00.000
35640,2,09:54:00,9,54,0,594,35640,AM,09:00-09:59,Day,1,09:54 AM,1,1,2026-08-24T00:00:00.000
35700,2,09:55:00,9,55,0,595,35700,AM,09:00-09:59,Day,1,09:55 AM,1,1,2026-08-24T00:00:00.000
35760,2,09:56:00,9,56,0,596,35760,AM,09:00-09:59,Day,1,09:56 AM,1,1,2026-08-24T00:00:00.000
35820,2,09:57:00,9,57,0,597,35820,AM,09:00-09:59,Day,1,09:57 AM,1,1,2026-08-24T00:00:00.000
35880,2,09:58:00,9,58,0,598,35880,AM,09:00-09:59,Day,1,09:58 AM,1,1,2026-08-24T00:00:00.000
35940,2,09:59:00,9,59,0,599,35940,AM,09:00-09:59,Day,1,09:59 AM,1,1,2026-08-24T00:00:00.000
36000,2,10:00:00,10,0,0,600,36000,AM,10:00-10:59,Day,1,10:00 AM,1,1,2026-08-24T00:00:00.000
36060,2,10:01:00,10,1,0,601,36060,AM,10:00-10:59,Day,1,10:01 AM,1,1,2026-08-24T00:00:00.000
36120,2,10:02:00,10,2,0,602,36120,AM,10:00-10:59,Day,1,10:02 AM,1,1,2026-08-24T00:00:00.000
36180,2,10:03:00,10,3,0,603,36180,AM,10:00-10:59,Day,1,10:03 AM,1,1,2026-08-24T00:00:00.000
36240,2,10:04:00,10,4,0,604,36240,AM,10:00-10:59,Day,1,10:04 AM,1,1,2026-08-24T00:00:00.000
36300,2,10:05:00,10,5,0,605,36300,AM,10:00-10:59,Day,1,10:05 AM,1,1,2026-08-24T00:00:00.000
36360,2,10:06:00,10,6,0,606,36360,AM,10:00-10:59,Day,1,10:06 AM,1,1,2026-08-24T00:00:00.000
36420,2,10:07:00,10,7,0,607,36420,AM,10:00-10:59,Day,1,10:07 AM,1,1,2026-08-24T00:00:00.000
36480,2,10:08:00,10,8,0,608,36480,AM,10:00-10:59,Day,1,10:08 AM,1,1,2026-08-24T00:00:00.000
36540,2,10:09:00,10,9,0,609,36540,AM,10:00-10:59,Day,1,10:09 AM,1,1,2026-08-24T00:00:00.000
36600,2,10:10:00,10,10,0,610,36600,AM,10:00-10:59,Day,1,10:10 AM,1,1,2026-08-24T00:00:00.000
36660,2,10:11:00,10,11,0,611,36660,AM,10:00-10:59,Day,1,10:11 AM,1,1,2026-08-24T00:00:00.000
36720,2,10:12:00,10,12,0,612,36720,AM,10:00-10:59,Day,1,10:12 AM,1,1,2026-08-24T00:00:00.000
36780,2,10:13:00,10,13,0,613,36780,AM,10:00-10:59,Day,1,10:13 AM,1,1,2026-08-24T00:00:00.000
36840,2,10:14:00,10,14,0,614,36840,AM,10:00-10:59,Day,1,10:14 AM,1,1,2026-08-24T00:00:00.000
36900,2,10:15:00,10,15,0,615,36900,AM,10:00-10:59,Day,1,10:15 AM,1,1,2026-08-24T00:00:00.000
36960,2,10:16:00,10,16,0,616,36960,AM,10:00-10:59,Day,1,10:16 AM,1,1,2026-08-24T00:00:00.000
37020,2,10:17:00,10,17,0,617,37020,AM,10:00-10:59,Day,1,10:17 AM,1,1,2026-08-24T00:00:00.000
37080,2,10:18:00,10,18,0,618,37080,AM,10:00-10:59,Day,1,10:18 AM,1,1,2026-08-24T00:00:00.000
37140,2,10:19:00,10,19,0,619,37140,AM,10:00-10:59,Day,1,10:19 AM,1,1,2026-08-24T00:00:00.000
37200,2,10:20:00,10,20,0,620,37200,AM,10:00-10:59,Day,1,10:20 AM,1,1,2026-08-24T00:00:00.000
37260,2,10:21:00,10,21,0,621,37260,AM,10:00-10:59,Day,1,10:21 AM,1,1,2026-08-24T00:00:00.000
37320,2,10:22:00,10,22,0,622,37320,AM,10:00-10:59,Day,1,10:22 AM,1,1,2026-08-24T00:00:00.000
37380,2,10:23:00,10,23,0,623,37380,AM,10:00-10:59,Day,1,10:23 AM,1,1,2026-08-24T00:00:00.000
37440,2,10:24:00,10,24,0,624,37440,AM,10:00-10:59,Day,1,10:24 AM,1,1,2026-08-24T00:00:00.000
37500,2,10:25:00,10,25,0,625,37500,AM,10:00-10:59,Day,1,10:25 AM,1,1,2026-08-24T00:00:00.000
37560,2,10:26:00,10,26,0,626,37560,AM,10:00-10:59,Day,1,10:26 AM,1,1,2026-08-24T00:00:00.000
37620,2,10:27:00,10,27,0,627,37620,AM,10:00-10:59,Day,1,10:27 AM,1,1,2026-08-24T00:00:00.000
37680,2,10:28:00,10,28,0,628,37680,AM,10:00-10:59,Day,1,10:28 AM,1,1,2026-08-24T00:00:00.000
37740,2,10:29:00,10,29,0,629,37740,AM,10:00-10:59,Day,1,10:29 AM,1,1,2026-08-24T00:00:00.000
37800,2,10:30:00,10,30,0,630,37800,AM,10:00-10:59,Day,1,10:30 AM,1,1,2026-08-24T00:00:00.000
37860,2,10:31:00,10,31,0,631,37860,AM,10:00-10:59,Day,1,10:31 AM,1,1,2026-08-24T00:00:00.000
37920,2,10:32:00,10,32,0,632,37920,AM,10:00-10:59,Day,1,10:32 AM,1,1,2026-08-24T00:00:00.000
37980,2,10:33:00,10,33,0,633,37980,AM,10:00-10:59,Day,1,10:33 AM,1,1,2026-08-24T00:00:00.000
38040,2,10:34:00,10,34,0,634,38040,AM,10:00-10:59,Day,1,10:34 AM,1,1,2026-08-24T00:00:00.000
38100,2,10:35:00,10,35,0,635,38100,AM,10:00-10:59,Day,1,10:35 AM,1,1,2026-08-24T00:00:00.000
38160,2,10:36:00,10,36,0,636,38160,AM,10:00-10:59,Day,1,10:36 AM,1,1,2026-08-24T00:00:00.000
38220,2,10:37:00,10,37,0,637,38220,AM,10:00-10:59,Day,1,10:37 AM,1,1,2026-08-24T00:00:00.000
38280,2,10:38:00,10,38,0,638,38280,AM,10:00-10:59,Day,1,10:38 AM,1,1,2026-08-24T00:00:00.000
38340,2,10:39:00,10,39,0,639,38340,AM,10:00-10:59,Day,1,10:39 AM,1,1,2026-08-24T00:00:00.000
38400,2,10:40:00,10,40,0,640,38400,AM,10:00-10:59,Day,1,10:40 AM,1,1,2026-08-24T00:00:00.000
38460,2,10:41:00,10,41,0,641,38460,AM,10:00-10:59,Day,1,10:41 AM,1,1,2026-08-24T00:00:00.000
38520,2,10:42:00,10,42,0,642,38520,AM,10:00-10:59,Day,1,10:42 AM,1,1,2026-08-24T00:00:00.000
38580,2,10:43:00,10,43,0,643,38580,AM,10:00-10:59,Day,1,10:43 AM,1,1,2026-08-24T00:00:00.000
38640,2,10:44:00,10,44,0,644,38640,AM,10:00-10:59,Day,1,10:44 AM,1,1,2026-08-24T00:00:00.000
38700,2,10:45:00,10,45,0,645,38700,AM,10:00-10:59,Day,1,10:45 AM,1,1,2026-08-24T00:00:00.000
