MaintenanceWorkRequestKey,WorkRequestNumber,AssetKey,PlantKey,RequesterEmployeeKey,PriorityKey,MaintenanceWorkTypeKey,MaintenanceOrderStatusKey,MaintenanceWorkRequestName,RevisionCode,ActiveFlag,StandardValue,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
189,MWR000189,180,22,143,3,11,7,Titan MaintenanceWorkRequest 189,MWR000189,1,268.9300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ccec9757c2b65956a873463511b69ed6ccec9757c2b65956a873463511b69ed6
190,MWR000190,291,327,295,4,3,7,Beacon MaintenanceWorkRequest 190,MWR000190,0,270.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ef92f0a9214a576ca5c7f02b5baeba0eef92f0a9214a576ca5c7f02b5baeba0e
191,MWR000191,310,279,348,3,6,2,Orion MaintenanceWorkRequest 191,MWR000191,1,271.6700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2dc963272ba15afebf7a9b3c0e32c3082dc963272ba15afebf7a9b3c0e32c308
192,MWR000192,452,251,149,3,2,7,Cedar MaintenanceWorkRequest 192,MWR000192,1,273.0400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fd154a1067695724bcb345c32945f44bfd154a1067695724bcb345c32945f44b
193,MWR000193,372,204,74,1,8,10,Pioneer MaintenanceWorkRequest 193,MWR000193,1,274.4100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,09cb4b3830c2553eae0026d522084da709cb4b3830c2553eae0026d522084da7
194,MWR000194,353,205,372,4,2,5,Keystone MaintenanceWorkRequest 194,MWR000194,1,275.7800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1b4d626095955c22bd3ed21ee0df383d1b4d626095955c22bd3ed21ee0df383d
195,MWR000195,179,194,387,2,4,5,Ion MaintenanceWorkRequest 195,MWR000195,0,277.1500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8fa896c4a8505b32bf98cbb6620f3b7d8fa896c4a8505b32bf98cbb6620f3b7d
196,MWR000196,370,290,53,3,11,8,Beacon MaintenanceWorkRequest 196,MWR000196,1,278.5200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,00d2d61602f85b9eadc67e6e5090a26000d2d61602f85b9eadc67e6e5090a260
197,MWR000197,272,82,134,5,8,9,Junction MaintenanceWorkRequest 197,MWR000197,1,279.8900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,02770eb3418153828ef987a83829f0b102770eb3418153828ef987a83829f0b1
198,MWR000198,412,339,292,1,1,10,Northstar MaintenanceWorkRequest 198,MWR000198,1,281.2600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,af10529434f75768bf1d24d37100e8b1af10529434f75768bf1d24d37100e8b1
199,MWR000199,382,8,445,5,12,11,Harbor MaintenanceWorkRequest 199,MWR000199,1,282.6300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3ca1c7b8c943578b949f4a8ef674e53c3ca1c7b8c943578b949f4a8ef674e53c
200,MWR000200,456,108,386,3,1,3,Beacon MaintenanceWorkRequest 200,MWR000200,0,284.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,796b735857595356ac54ba1e32b2ef40796b735857595356ac54ba1e32b2ef40
201,MWR000201,274,92,77,3,12,7,Beacon MaintenanceWorkRequest 201,MWR000201,1,285.3700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,556ea7a417325f8096fde459d4694eed556ea7a417325f8096fde459d4694eed
202,MWR000202,136,50,460,5,8,10,Zenith MaintenanceWorkRequest 202,MWR000202,1,286.7400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3ea8e32d6e365fdcbd38d4a5af4671263ea8e32d6e365fdcbd38d4a5af467126
203,MWR000203,27,103,66,5,5,1,Junction MaintenanceWorkRequest 203,MWR000203,1,288.1100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,594f8625a403532799c8b07a2b1a16f4594f8625a403532799c8b07a2b1a16f4
204,MWR000204,104,83,-1,4,11,9,Northstar MaintenanceWorkRequest 204,MWR000204,1,289.4800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,907e36daa4f55403a530fb4c828539eb907e36daa4f55403a530fb4c828539eb
205,MWR000205,236,139,442,1,6,1,Junction MaintenanceWorkRequest 205,MWR000205,0,290.8500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,195f1e41a5ba5c68b03bc26b34f9a406195f1e41a5ba5c68b03bc26b34f9a406
206,MWR000206,92,232,20,1,6,4,Harbor MaintenanceWorkRequest 206,MWR000206,1,292.2200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,74321d2d6b0756c99862752440aed2c574321d2d6b0756c99862752440aed2c5
207,MWR000207,325,295,313,4,6,4,Ion MaintenanceWorkRequest 207,MWR000207,1,293.5900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,812ae3df659354debf132c1600233458812ae3df659354debf132c1600233458
208,MWR000208,236,27,473,3,4,6,Ion MaintenanceWorkRequest 208,MWR000208,1,294.9600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5424985473655b9ea526547454126a6b5424985473655b9ea526547454126a6b
209,MWR000209,420,242,133,1,8,6,Pioneer MaintenanceWorkRequest 209,MWR000209,1,296.3300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,41ed52f3c3b15c94afa33dd033adf73441ed52f3c3b15c94afa33dd033adf734
210,MWR000210,368,50,349,2,11,2,Willow MaintenanceWorkRequest 210,MWR000210,0,297.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b0203e5f42795084891475e0fb442449b0203e5f42795084891475e0fb442449
211,MWR000211,62,281,131,2,9,1,Ion MaintenanceWorkRequest 211,MWR000211,1,299.0700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b7de984691a856cb89d2514806ef85b7b7de984691a856cb89d2514806ef85b7
212,MWR000212,434,115,491,1,2,3,Ion MaintenanceWorkRequest 212,MWR000212,1,300.4400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,081a99f0b951544d92a7076fdfb2d0c7081a99f0b951544d92a7076fdfb2d0c7
213,MWR000213,212,242,428,4,3,2,Quartz MaintenanceWorkRequest 213,MWR000213,1,301.8100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,afbc73a51cba5b05a3b457666c74d5a7afbc73a51cba5b05a3b457666c74d5a7
214,MWR000214,201,333,103,1,8,1,Meridian MaintenanceWorkRequest 214,MWR000214,1,303.1800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,608c8ba94af25709a1485d607f855d62608c8ba94af25709a1485d607f855d62
215,MWR000215,330,196,61,2,5,9,Junction MaintenanceWorkRequest 215,MWR000215,0,304.5500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bd1d23ed75735884a3c0b7285854a747bd1d23ed75735884a3c0b7285854a747
216,MWR000216,186,308,82,5,2,5,Quartz MaintenanceWorkRequest 216,MWR000216,1,305.9200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8ffbba5f01f4560aad6291ffe1cf65608ffbba5f01f4560aad6291ffe1cf6560
217,MWR000217,79,295,395,2,3,12,Willow MaintenanceWorkRequest 217,MWR000217,1,307.2900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f5d3cdee562155ccb8f7eb5916ad09b5f5d3cdee562155ccb8f7eb5916ad09b5
218,MWR000218,7,105,107,1,9,3,Cedar MaintenanceWorkRequest 218,MWR000218,1,308.6600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f8a14aaf90405d4a983e52a2f56d74c5f8a14aaf90405d4a983e52a2f56d74c5
219,MWR000219,403,155,483,4,9,3,Liberty MaintenanceWorkRequest 219,MWR000219,1,310.0300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5092a55a43765a329e42ca3713be0a195092a55a43765a329e42ca3713be0a19
220,MWR000220,442,145,171,3,10,12,Riverton MaintenanceWorkRequest 220,MWR000220,0,311.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,17f541f55d7555c6a3cdd08aaad4da9417f541f55d7555c6a3cdd08aaad4da94
221,MWR000221,315,138,-1,3,7,12,Granite MaintenanceWorkRequest 221,MWR000221,1,312.7700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ddbf0e7a97465516b33cba5aa5c62e42ddbf0e7a97465516b33cba5aa5c62e42
222,MWR000222,151,234,279,5,7,7,Zenith MaintenanceWorkRequest 222,MWR000222,1,314.1400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4a3c0ec9a4375b0fbded1fc858ce7e3e4a3c0ec9a4375b0fbded1fc858ce7e3e
223,MWR000223,148,220,395,5,12,3,Junction MaintenanceWorkRequest 223,MWR000223,1,315.5100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c17d3a88cf7f54bb90e0d9bd361544dec17d3a88cf7f54bb90e0d9bd361544de
224,MWR000224,47,140,54,5,2,4,Zenith MaintenanceWorkRequest 224,MWR000224,1,316.8800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5dcf54f8f0a65683ba0c357cd35f9fbb5dcf54f8f0a65683ba0c357cd35f9fbb
225,MWR000225,353,282,279,4,9,12,Harbor MaintenanceWorkRequest 225,MWR000225,0,318.2500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c930b0ff3b355dc987e49d17300ece3ac930b0ff3b355dc987e49d17300ece3a
226,MWR000226,429,254,480,3,11,5,Zenith MaintenanceWorkRequest 226,MWR000226,1,319.6200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9738d2400d215893a4d1ee398d8109309738d2400d215893a4d1ee398d810930
227,MWR000227,431,33,337,3,8,10,Cedar MaintenanceWorkRequest 227,MWR000227,1,320.9900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2f73ccc127dc5c66b519c55a6c0af1372f73ccc127dc5c66b519c55a6c0af137
228,MWR000228,416,281,5,4,12,5,Vertex MaintenanceWorkRequest 228,MWR000228,1,322.3600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9a16ee1dc6435d01a2753f5380007e599a16ee1dc6435d01a2753f5380007e59
229,MWR000229,472,22,253,4,10,5,Willow MaintenanceWorkRequest 229,MWR000229,1,323.7300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0e713c6e248752abac87d613a65b8ece0e713c6e248752abac87d613a65b8ece
230,MWR000230,120,76,123,2,2,9,Quartz MaintenanceWorkRequest 230,MWR000230,0,325.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5789676de9c15f2293f24c2fd50bd8cb5789676de9c15f2293f24c2fd50bd8cb
231,MWR000231,453,243,5,1,6,8,Cedar MaintenanceWorkRequest 231,MWR000231,1,326.4700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1521988c042954e19b64541c0d6cb2221521988c042954e19b64541c0d6cb222
232,MWR000232,53,318,436,4,2,11,Meridian MaintenanceWorkRequest 232,MWR000232,1,327.8400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e0338b3a380b5f7aacc636abe0c53868e0338b3a380b5f7aacc636abe0c53868
233,MWR000233,204,244,436,3,5,11,Titan MaintenanceWorkRequest 233,MWR000233,1,329.2100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,08c2d8bfdf5c53d0964f860452050e5d08c2d8bfdf5c53d0964f860452050e5d
234,MWR000234,229,157,406,4,1,4,Summit MaintenanceWorkRequest 234,MWR000234,1,330.5800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d042b989af1454fb826298d9a5921ce2d042b989af1454fb826298d9a5921ce2
235,MWR000235,406,73,352,4,1,5,Keystone MaintenanceWorkRequest 235,MWR000235,0,331.9500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fb651c1951ea5da981c85710821a5df4fb651c1951ea5da981c85710821a5df4
236,MWR000236,156,3,463,3,8,10,Harbor MaintenanceWorkRequest 236,MWR000236,1,333.3200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,546a72af296a5986aceb421fe3a46d0d546a72af296a5986aceb421fe3a46d0d
237,MWR000237,113,261,223,5,7,5,Unity MaintenanceWorkRequest 237,MWR000237,1,334.6900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6b81742101be5d4cb1058e4106dc1fbc6b81742101be5d4cb1058e4106dc1fbc
238,MWR000238,485,246,-1,2,6,8,Willow MaintenanceWorkRequest 238,MWR000238,1,336.0600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c0f29e09f74e5ac79e3e7740e7ff66f7c0f29e09f74e5ac79e3e7740e7ff66f7
239,MWR000239,302,42,306,2,7,2,Northstar MaintenanceWorkRequest 239,MWR000239,1,337.4300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4b0c276cf1a750afb618122b5f9cd41e4b0c276cf1a750afb618122b5f9cd41e
240,MWR000240,96,107,205,5,4,7,Granite MaintenanceWorkRequest 240,MWR000240,0,338.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8978245a91415f479d0606d81e99a85d8978245a91415f479d0606d81e99a85d
241,MWR000241,37,168,98,4,8,9,Riverton MaintenanceWorkRequest 241,MWR000241,1,340.1700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1bbd55e455fe53e183d275a5a694dd191bbd55e455fe53e183d275a5a694dd19
242,MWR000242,380,258,396,5,1,7,Keystone MaintenanceWorkRequest 242,MWR000242,1,341.5400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,03c16f75ecd056748abd1042246d13fe03c16f75ecd056748abd1042246d13fe
243,MWR000243,265,105,27,2,8,11,Vertex MaintenanceWorkRequest 243,MWR000243,1,342.9100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d2ad842a0226571e95b4803155bda604d2ad842a0226571e95b4803155bda604
244,MWR000244,3,211,496,3,8,5,Vertex MaintenanceWorkRequest 244,MWR000244,1,344.2800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dc923e6d89135fd085a836258c83fdeddc923e6d89135fd085a836258c83fded
245,MWR000245,289,132,416,4,8,9,Pioneer MaintenanceWorkRequest 245,MWR000245,0,345.6500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,51523159d5ef538ab6eb4a73141b516951523159d5ef538ab6eb4a73141b5169
246,MWR000246,65,115,238,1,4,9,Meridian MaintenanceWorkRequest 246,MWR000246,1,347.0200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,32a8ef5d93575dda8f8bc399204395d832a8ef5d93575dda8f8bc399204395d8
247,MWR000247,255,59,378,1,6,2,Atlas MaintenanceWorkRequest 247,MWR000247,1,348.3900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b8c57358eee05595986002d2693411d1b8c57358eee05595986002d2693411d1
248,MWR000248,456,321,125,5,12,7,Junction MaintenanceWorkRequest 248,MWR000248,1,349.7600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0d543ef5a0be5d60880cbd221b8473bd0d543ef5a0be5d60880cbd221b8473bd
249,MWR000249,13,294,331,3,11,9,Vertex MaintenanceWorkRequest 249,MWR000249,1,351.1300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b019133b0a1a51058d2d6052c6c644f2b019133b0a1a51058d2d6052c6c644f2
250,MWR000250,329,127,337,2,6,5,Keystone MaintenanceWorkRequest 250,MWR000250,0,352.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,47bee9333ded535ab4364aefc3f19a9347bee9333ded535ab4364aefc3f19a93
251,MWR000251,238,98,153,4,9,1,Cedar MaintenanceWorkRequest 251,MWR000251,1,353.8700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,53aaa7a59d475a82aef43bed298458d053aaa7a59d475a82aef43bed298458d0
252,MWR000252,188,212,264,4,12,11,Summit MaintenanceWorkRequest 252,MWR000252,1,355.2400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ddce6bc64d6d5bad9d4675c02aa976a0ddce6bc64d6d5bad9d4675c02aa976a0
253,MWR000253,460,215,249,4,5,4,Vertex MaintenanceWorkRequest 253,MWR000253,1,356.6100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,65f84db7af6f55f3b6cf19f34ed87b9565f84db7af6f55f3b6cf19f34ed87b95
254,MWR000254,291,235,241,4,4,1,Evergreen MaintenanceWorkRequest 254,MWR000254,1,357.9800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ba696ec90adf504f8a1c483e4a8f3c94ba696ec90adf504f8a1c483e4a8f3c94
255,MWR000255,286,166,-1,3,3,2,Keystone MaintenanceWorkRequest 255,MWR000255,0,359.3500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8228bd7e529a5dd89b31b5799509244d8228bd7e529a5dd89b31b5799509244d
256,MWR000256,58,145,434,1,1,1,Cedar MaintenanceWorkRequest 256,MWR000256,1,360.7200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dfc4a10aab1a5210b068c6b1be5716a5dfc4a10aab1a5210b068c6b1be5716a5
257,MWR000257,185,348,63,3,6,5,Forge MaintenanceWorkRequest 257,MWR000257,1,362.0900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a8f34443c86e56fb806a83ff2cfc16f0a8f34443c86e56fb806a83ff2cfc16f0
258,MWR000258,273,115,153,2,12,6,Pioneer MaintenanceWorkRequest 258,MWR000258,1,363.4600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dacecc777fa15aadb2e7c9cad5dcf4e0dacecc777fa15aadb2e7c9cad5dcf4e0
259,MWR000259,242,12,373,2,3,11,Riverton MaintenanceWorkRequest 259,MWR000259,1,364.8300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eb90e22a820c5b31aa082a40831a8dc4eb90e22a820c5b31aa082a40831a8dc4
260,MWR000260,445,277,406,1,3,11,Cedar MaintenanceWorkRequest 260,MWR000260,0,366.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9700565b35c35f2cb33cafa396bf57619700565b35c35f2cb33cafa396bf5761
261,MWR000261,64,290,145,4,5,11,Orion MaintenanceWorkRequest 261,MWR000261,1,367.5700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b75e4804aeaf548990c389d1bd4807b9b75e4804aeaf548990c389d1bd4807b9
262,MWR000262,480,155,390,1,5,8,Unity MaintenanceWorkRequest 262,MWR000262,1,368.9400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,44161075eac4531ba97a0c8c30a7bb8044161075eac4531ba97a0c8c30a7bb80
263,MWR000263,448,161,452,4,8,10,Evergreen MaintenanceWorkRequest 263,MWR000263,1,370.3100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,be27bbc08eb95a8c94fc756398ab4cb7be27bbc08eb95a8c94fc756398ab4cb7
264,MWR000264,311,263,218,1,11,9,Meridian MaintenanceWorkRequest 264,MWR000264,1,371.6800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e048509551f05f36bc8e5518552a6326e048509551f05f36bc8e5518552a6326
265,MWR000265,432,51,376,4,2,3,Junction MaintenanceWorkRequest 265,MWR000265,0,373.0500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a8679df64db45a85b82a5b855285df4ba8679df64db45a85b82a5b855285df4b
266,MWR000266,1,32,72,5,4,3,Atlas MaintenanceWorkRequest 266,MWR000266,1,374.4200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5e67da1147535dd195a11064a2da95765e67da1147535dd195a11064a2da9576
267,MWR000267,223,288,16,3,6,10,Willow MaintenanceWorkRequest 267,MWR000267,1,375.7900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2f556087f179535daacea70b2ca35f302f556087f179535daacea70b2ca35f30
268,MWR000268,481,121,159,2,3,9,Liberty MaintenanceWorkRequest 268,MWR000268,1,377.1600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,619eb91cd405582db3a923aa18df23d5619eb91cd405582db3a923aa18df23d5
269,MWR000269,114,251,395,2,3,11,Beacon MaintenanceWorkRequest 269,MWR000269,1,378.5300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1819a6f96ed15f8b8d7c84bb36f9a7cc1819a6f96ed15f8b8d7c84bb36f9a7cc
270,MWR000270,403,272,183,5,2,9,Harbor MaintenanceWorkRequest 270,MWR000270,0,379.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,db5639ac734a5baf9b58b7309f6b11c8db5639ac734a5baf9b58b7309f6b11c8
271,MWR000271,256,208,500,2,1,10,Vertex MaintenanceWorkRequest 271,MWR000271,1,381.2700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,505cbe4288165e6c8ac706721609c5f2505cbe4288165e6c8ac706721609c5f2
272,MWR000272,220,79,-1,4,8,5,Summit MaintenanceWorkRequest 272,MWR000272,1,382.6400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,158e23059cdc51e5b53503fbb37774f0158e23059cdc51e5b53503fbb37774f0
273,MWR000273,422,76,82,4,7,3,Junction MaintenanceWorkRequest 273,MWR000273,1,384.0100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,251e738320ca53028e2f7b69707ad5a5251e738320ca53028e2f7b69707ad5a5
274,MWR000274,44,20,153,4,3,4,Riverton MaintenanceWorkRequest 274,MWR000274,1,385.3800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0915ec9bddb35d1ba3409bcd18d1e11b0915ec9bddb35d1ba3409bcd18d1e11b
275,MWR000275,424,75,194,3,4,3,Orion MaintenanceWorkRequest 275,MWR000275,0,386.7500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5362bf8f5f9857c1b4ca70e06299e3b45362bf8f5f9857c1b4ca70e06299e3b4
276,MWR000276,77,186,38,3,5,8,Willow MaintenanceWorkRequest 276,MWR000276,1,388.1200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,762eece4bcd55b0f978eb12cbc07d301762eece4bcd55b0f978eb12cbc07d301
277,MWR000277,128,339,382,5,9,1,Riverton MaintenanceWorkRequest 277,MWR000277,1,389.4900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e3f7c2473b2d5861b6f183ccefae5cdfe3f7c2473b2d5861b6f183ccefae5cdf
278,MWR000278,402,236,199,1,4,4,Harbor MaintenanceWorkRequest 278,MWR000278,1,390.8600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,704e809a53fb5320b5b70d686b9bdacc704e809a53fb5320b5b70d686b9bdacc
279,MWR000279,130,2,471,2,2,3,Willow MaintenanceWorkRequest 279,MWR000279,1,392.2300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fd800b2f2cf5591ebf3efa166e2069aafd800b2f2cf5591ebf3efa166e2069aa
280,MWR000280,238,104,346,3,1,10,Meridian MaintenanceWorkRequest 280,MWR000280,0,393.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3c20a4d252235b7a8c0eefba77ab77a63c20a4d252235b7a8c0eefba77ab77a6
281,MWR000281,322,228,184,2,8,4,Vertex MaintenanceWorkRequest 281,MWR000281,1,394.9700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4b697ed8ed7b5893bfa5ef1ee41091784b697ed8ed7b5893bfa5ef1ee4109178
282,MWR000282,404,198,258,1,8,3,Unity MaintenanceWorkRequest 282,MWR000282,1,396.3400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4e81293aba2e593abc5f7e062d91d3134e81293aba2e593abc5f7e062d91d313
283,MWR000283,245,346,401,5,3,8,Pioneer MaintenanceWorkRequest 283,MWR000283,1,397.7100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,93cc00edc54a506583bb81a757d029bf93cc00edc54a506583bb81a757d029bf
