AssetKey,AssetNumber,SiteKey,AssetModelKey,AssetCriticalityKey,ParentAssetKey,AssetStatusKey,MaintenanceStrategyKey,UnitOfMeasureKey,RecordStatusKey,AssetName,AssetDescription,SerialNumber,InstallationDate,CommissionedDate,RetirementDate,ReplacementCostAmount,NameplateCapacityValue,WarrantyEndDate,SafetyCriticalFlag,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
152,A000152,455,124,4,-1,10,2,7,3,Summit Asset 152,Asset starter record 152,A000152,2020-06-01,2020-06-01,2021-06-01,218.2400,218.2400,2021-06-01,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e4ad3852d4725d8a9156f3f65ce7d929e4ad3852d4725d8a9156f3f65ce7d929
153,A000153,261,237,9,-1,6,2,3,1,Beacon Asset 153,Asset starter record 153,A000153,2020-06-02,2020-06-02,2021-06-02,219.6100,219.6100,2021-06-02,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,31a978eeaf6a52d8a93d51ea3c0c40d131a978eeaf6a52d8a93d51ea3c0c40d1
154,A000154,129,449,7,-1,10,7,3,1,Delta Asset 154,Asset starter record 154,A000154,2020-06-03,2020-06-03,2021-06-03,220.9800,220.9800,2021-06-03,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ab11eb2570b95418a8d50f04b1c7a06dab11eb2570b95418a8d50f04b1c7a06d
155,A000155,447,452,4,-1,4,10,4,2,Vertex Asset 155,Asset starter record 155,A000155,2020-06-04,2020-06-04,2021-06-04,222.3500,222.3500,2021-06-04,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,adeb115129ae5cc997f171e246744cdeadeb115129ae5cc997f171e246744cde
156,A000156,282,19,9,-1,10,3,4,2,Riverton Asset 156,Asset starter record 156,A000156,2020-06-05,2020-06-05,2021-06-05,223.7200,223.7200,2021-06-05,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f13865e0a2f65346a25a55835bdd135df13865e0a2f65346a25a55835bdd135d
157,A000157,7,217,9,-1,12,4,5,2,Granite Asset 157,Asset starter record 157,A000157,2020-06-06,2020-06-06,2021-06-06,225.0900,225.0900,2021-06-06,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eb667caa97df55faa3ff9a9258134843eb667caa97df55faa3ff9a9258134843
158,A000158,327,351,4,-1,3,5,3,4,Liberty Asset 158,Asset starter record 158,A000158,2020-06-07,2020-06-07,2021-06-07,226.4600,226.4600,2021-06-07,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,36f199ac202d5e89bcc8e174a665981c36f199ac202d5e89bcc8e174a665981c
159,A000159,74,206,6,-1,4,9,3,4,Meridian Asset 159,Asset starter record 159,A000159,2020-06-08,2020-06-08,2021-06-08,227.8300,227.8300,2021-06-08,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cf663639e35d5ec5bc35adfcf2477670cf663639e35d5ec5bc35adfcf2477670
160,A000160,286,140,4,-1,8,6,4,1,Titan Asset 160,Asset starter record 160,A000160,2020-06-09,2020-06-09,2021-06-09,229.2000,229.2000,2021-06-09,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d6f864487eec5e6ebdfb10faea4972e6d6f864487eec5e6ebdfb10faea4972e6
161,A000161,457,482,3,-1,9,7,4,2,Northstar Asset 161,Asset starter record 161,A000161,2020-06-10,2020-06-10,2021-06-10,230.5700,230.5700,2021-06-10,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c37f0b9b270f5426b36bda125875ce94c37f0b9b270f5426b36bda125875ce94
162,A000162,392,495,6,-1,2,4,6,4,Titan Asset 162,Asset starter record 162,A000162,2020-06-11,2020-06-11,2021-06-11,231.9400,231.9400,2021-06-11,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e24e55ceaf8b54c6b3f45500a05545aae24e55ceaf8b54c6b3f45500a05545aa
163,A000163,257,204,8,-1,1,6,3,2,Cedar Asset 163,Asset starter record 163,A000163,2020-06-12,2020-06-12,2021-06-12,233.3100,233.3100,2021-06-12,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b296dab8379454c2ac8cde5e7b58a8a1b296dab8379454c2ac8cde5e7b58a8a1
164,A000164,124,346,1,-1,7,1,7,1,Harbor Asset 164,Asset starter record 164,A000164,2020-06-13,2020-06-13,2021-06-13,234.6800,234.6800,2021-06-13,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d5a911c403345fa492af9cf8cec12168d5a911c403345fa492af9cf8cec12168
165,A000165,272,352,2,-1,6,8,4,1,Ion Asset 165,Asset starter record 165,A000165,2020-06-14,2020-06-14,2021-06-14,236.0500,236.0500,2021-06-14,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8aaa9c4281ff5dc0922c9778b105c2d58aaa9c4281ff5dc0922c9778b105c2d5
166,A000166,279,65,9,-1,14,2,7,4,Beacon Asset 166,Asset starter record 166,A000166,2020-06-15,2020-06-15,2021-06-15,237.4200,237.4200,2021-06-15,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b09b2656ba5e5e0babd783caf9c1245bb09b2656ba5e5e0babd783caf9c1245b
167,A000167,124,459,8,-1,8,9,5,3,Evergreen Asset 167,Asset starter record 167,A000167,2020-06-16,2020-06-16,2021-06-16,238.7900,238.7900,2021-06-16,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,94dee4ba11025dfabc9ffe08a38ff41094dee4ba11025dfabc9ffe08a38ff410
168,A000168,60,82,4,-1,11,5,1,4,Vertex Asset 168,Asset starter record 168,A000168,2020-06-17,2020-06-17,2021-06-17,240.1600,240.1600,2021-06-17,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1f32efb4bd0557158ce4398423568cf51f32efb4bd0557158ce4398423568cf5
169,A000169,336,350,10,-1,6,7,6,2,Quartz Asset 169,Asset starter record 169,A000169,2020-06-18,2020-06-18,2021-06-18,241.5300,241.5300,2021-06-18,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,95c8f700f33652988c4a6ff697c753da95c8f700f33652988c4a6ff697c753da
170,A000170,280,276,4,-1,4,7,2,4,Orion Asset 170,Asset starter record 170,A000170,2020-06-19,2020-06-19,2021-06-19,242.9000,242.9000,2021-06-19,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,22eebac25c545bb9912fc2e8596f4e4d22eebac25c545bb9912fc2e8596f4e4d
171,A000171,146,375,9,-1,3,3,1,4,Liberty Asset 171,Asset starter record 171,A000171,2020-06-20,2020-06-20,2021-06-20,244.2700,244.2700,2021-06-20,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f7b67e8cc5ed5c9b80cc4535dcf8d7ccf7b67e8cc5ed5c9b80cc4535dcf8d7cc
172,A000172,416,209,4,-1,1,4,5,3,Willow Asset 172,Asset starter record 172,A000172,2020-06-21,2020-06-21,2021-06-21,245.6400,245.6400,2021-06-21,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0f6b079017e15803807413a1f00199b70f6b079017e15803807413a1f00199b7
173,A000173,218,339,3,-1,12,8,4,3,Beacon Asset 173,Asset starter record 173,A000173,2020-06-22,2020-06-22,2021-06-22,247.0100,247.0100,2021-06-22,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5fae7210859857b09a321e97fa97881c5fae7210859857b09a321e97fa97881c
174,A000174,220,48,6,-1,6,3,1,2,Liberty Asset 174,Asset starter record 174,A000174,2020-06-23,2020-06-23,2021-06-23,248.3800,248.3800,2021-06-23,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f1a1818d4ff956bca0185c00a5360f73f1a1818d4ff956bca0185c00a5360f73
175,A000175,284,333,9,-1,8,1,3,2,Quartz Asset 175,Asset starter record 175,A000175,2020-06-24,2020-06-24,2021-06-24,249.7500,249.7500,2021-06-24,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,257798e64fd15cd7b9324a1e82c4a103257798e64fd15cd7b9324a1e82c4a103
176,A000176,460,407,8,-1,4,5,4,4,Riverton Asset 176,Asset starter record 176,A000176,2020-06-25,2020-06-25,2021-06-25,251.1200,251.1200,2021-06-25,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1a66288eaa7c53c283c1ba1d0ffcd23e1a66288eaa7c53c283c1ba1d0ffcd23e
177,A000177,177,446,7,-1,15,2,1,2,Atlas Asset 177,Asset starter record 177,A000177,2020-06-26,2020-06-26,2021-06-26,252.4900,252.4900,2021-06-26,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2be56ddd92685a1fa5c5b74cf769cf3c2be56ddd92685a1fa5c5b74cf769cf3c
178,A000178,174,145,9,-1,9,5,2,4,Forge Asset 178,Asset starter record 178,A000178,2020-06-27,2020-06-27,2021-06-27,253.8600,253.8600,2021-06-27,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ce24331528285890ad3e0219067a4e6bce24331528285890ad3e0219067a4e6b
179,A000179,451,318,10,-1,2,5,1,2,Beacon Asset 179,Asset starter record 179,A000179,2020-06-28,2020-06-28,2021-06-28,255.2300,255.2300,2021-06-28,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0cfb6be978e4502fba597ba1180e11a20cfb6be978e4502fba597ba1180e11a2
180,A000180,88,331,3,-1,8,2,3,4,Zenith Asset 180,Asset starter record 180,A000180,2020-06-29,2020-06-29,2021-06-29,256.6000,256.6000,2021-06-29,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8589a6ad66f25c57a129eb2dd798339b8589a6ad66f25c57a129eb2dd798339b
181,A000181,28,424,6,-1,15,6,3,2,Harbor Asset 181,Asset starter record 181,A000181,2020-06-30,2020-06-30,2021-06-30,257.9700,257.9700,2021-06-30,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c6e2a0fa9f8b554fbb3006a8c5d99be0c6e2a0fa9f8b554fbb3006a8c5d99be0
182,A000182,95,245,4,-1,14,10,2,2,Ion Asset 182,Asset starter record 182,A000182,2020-07-01,2020-07-01,2021-07-01,259.3400,259.3400,2021-07-01,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1590e7a5276952579a82f06d5e2f6d6b1590e7a5276952579a82f06d5e2f6d6b
183,A000183,22,2,9,-1,2,2,2,4,Pioneer Asset 183,Asset starter record 183,A000183,2020-07-02,2020-07-02,2021-07-02,260.7100,260.7100,2021-07-02,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3cdef00c5cf3591482821bb400c224f23cdef00c5cf3591482821bb400c224f2
184,A000184,87,177,10,-1,10,8,3,3,Riverton Asset 184,Asset starter record 184,A000184,2020-07-03,2020-07-03,2021-07-03,262.0800,262.0800,2021-07-03,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9684292f679e56959ecbd645b1b6bf419684292f679e56959ecbd645b1b6bf41
185,A000185,251,79,4,-1,11,8,3,2,Cedar Asset 185,Asset starter record 185,A000185,2020-07-04,2020-07-04,2021-07-04,263.4500,263.4500,2021-07-04,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e3b9a2201e835a76a3de7675f02c0d2ee3b9a2201e835a76a3de7675f02c0d2e
186,A000186,436,273,3,-1,10,5,7,2,Riverton Asset 186,Asset starter record 186,A000186,2020-07-05,2020-07-05,2021-07-05,264.8200,264.8200,2021-07-05,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ee0edfa4784951ce8130202e19dda700ee0edfa4784951ce8130202e19dda700
187,A000187,277,357,2,-1,16,9,2,4,Pioneer Asset 187,Asset starter record 187,A000187,2020-07-06,2020-07-06,2021-07-06,266.1900,266.1900,2021-07-06,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,14584dbc72755c72994d2efbae92ceba14584dbc72755c72994d2efbae92ceba
188,A000188,164,186,10,-1,8,8,6,3,Cedar Asset 188,Asset starter record 188,A000188,2020-07-07,2020-07-07,2021-07-07,267.5600,267.5600,2021-07-07,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,38bc5d5b05325b9b9b78e673ca8cbba538bc5d5b05325b9b9b78e673ca8cbba5
189,A000189,292,194,3,-1,11,9,5,2,Unity Asset 189,Asset starter record 189,A000189,2020-07-08,2020-07-08,2021-07-08,268.9300,268.9300,2021-07-08,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6ddd41b86dd8596f8ef9ec6f2cb39bf86ddd41b86dd8596f8ef9ec6f2cb39bf8
190,A000190,59,364,6,-1,9,5,1,4,Pioneer Asset 190,Asset starter record 190,A000190,2020-07-09,2020-07-09,2021-07-09,270.3000,270.3000,2021-07-09,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5a3edc5d5c855b7899ed326edd0bd4a35a3edc5d5c855b7899ed326edd0bd4a3
191,A000191,453,21,9,-1,8,7,1,3,Vertex Asset 191,Asset starter record 191,A000191,2020-07-10,2020-07-10,2021-07-10,271.6700,271.6700,2021-07-10,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,394bac7d7095545db92d87c591a45699394bac7d7095545db92d87c591a45699
192,A000192,169,383,10,-1,10,2,2,3,Willow Asset 192,Asset starter record 192,A000192,2020-07-11,2020-07-11,2021-07-11,273.0400,273.0400,2021-07-11,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d55933b8be8d5023b38046ffca09fdded55933b8be8d5023b38046ffca09fdde
193,A000193,175,389,3,-1,1,5,7,3,Junction Asset 193,Asset starter record 193,A000193,2020-07-12,2020-07-12,2021-07-12,274.4100,274.4100,2021-07-12,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,55754215930d54cc8dd28ec03fa9acb855754215930d54cc8dd28ec03fa9acb8
194,A000194,409,49,3,-1,1,7,5,1,Quartz Asset 194,Asset starter record 194,A000194,2020-07-13,2020-07-13,2021-07-13,275.7800,275.7800,2021-07-13,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c20d9d92da265a0d8c6f393913e2e49ec20d9d92da265a0d8c6f393913e2e49e
195,A000195,9,245,5,-1,15,2,3,4,Beacon Asset 195,Asset starter record 195,A000195,2020-07-14,2020-07-14,2021-07-14,277.1500,277.1500,2021-07-14,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c54ef83cb6cb56d68028b726bfc9b678c54ef83cb6cb56d68028b726bfc9b678
196,A000196,159,452,4,-1,2,4,1,2,Riverton Asset 196,Asset starter record 196,A000196,2020-07-15,2020-07-15,2021-07-15,278.5200,278.5200,2021-07-15,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5264931745d2551690f8fef5729203005264931745d2551690f8fef572920300
197,A000197,358,367,4,-1,5,10,3,4,Granite Asset 197,Asset starter record 197,A000197,2020-07-16,2020-07-16,2021-07-16,279.8900,279.8900,2021-07-16,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5c90bc62bb66588b805ce43a5029bab05c90bc62bb66588b805ce43a5029bab0
198,A000198,338,175,4,-1,15,5,4,1,Willow Asset 198,Asset starter record 198,A000198,2020-07-17,2020-07-17,2021-07-17,281.2600,281.2600,2021-07-17,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ecb5c16092fd54fbb8418bdf9054328decb5c16092fd54fbb8418bdf9054328d
199,A000199,25,204,6,-1,16,2,2,1,Pioneer Asset 199,Asset starter record 199,A000199,2020-07-18,2020-07-18,2021-07-18,282.6300,282.6300,2021-07-18,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9c5aa6cdc35d579096965418325a33fe9c5aa6cdc35d579096965418325a33fe
200,A000200,309,454,8,-1,14,9,3,3,Delta Asset 200,Asset starter record 200,A000200,2020-07-19,2020-07-19,2021-07-19,284.0000,284.0000,2021-07-19,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c60e80112d2a5de2bf0c71281b6fcad1c60e80112d2a5de2bf0c71281b6fcad1
201,A000201,477,397,5,-1,10,1,6,2,Orion Asset 201,Asset starter record 201,A000201,2020-07-20,2020-07-20,2021-07-20,285.3700,285.3700,2021-07-20,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0499eb54126a5080a984264965f6137d0499eb54126a5080a984264965f6137d
202,A000202,89,170,10,-1,10,8,4,1,Liberty Asset 202,Asset starter record 202,A000202,2020-07-21,2020-07-21,2021-07-21,286.7400,286.7400,2021-07-21,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,df93b9da16f25b4bbccd413604d057ccdf93b9da16f25b4bbccd413604d057cc
203,A000203,484,69,8,-1,12,4,5,3,Summit Asset 203,Asset starter record 203,A000203,2020-07-22,2020-07-22,2021-07-22,288.1100,288.1100,2021-07-22,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9e704844cca851cd8d26461ead0cfee49e704844cca851cd8d26461ead0cfee4
204,A000204,403,41,5,-1,2,1,5,2,Junction Asset 204,Asset starter record 204,A000204,2020-07-23,2020-07-23,2021-07-23,289.4800,289.4800,2021-07-23,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,01b392d629a456be85be87bae119a2f601b392d629a456be85be87bae119a2f6
205,A000205,27,143,1,-1,12,9,7,2,Quartz Asset 205,Asset starter record 205,A000205,2020-07-24,2020-07-24,2021-07-24,290.8500,290.8500,2021-07-24,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,659e3d55ff1a5eba81809ad76e5c609d659e3d55ff1a5eba81809ad76e5c609d
206,A000206,98,324,10,-1,10,2,5,1,Willow Asset 206,Asset starter record 206,A000206,2020-07-25,2020-07-25,2021-07-25,292.2200,292.2200,2021-07-25,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3342cfbdd4725c10aca974d359870c893342cfbdd4725c10aca974d359870c89
207,A000207,186,198,10,-1,4,6,6,3,Titan Asset 207,Asset starter record 207,A000207,2020-07-26,2020-07-26,2021-07-26,293.5900,293.5900,2021-07-26,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,905809bd9c625f738cd18f232025448a905809bd9c625f738cd18f232025448a
208,A000208,340,13,7,-1,5,1,4,1,Ion Asset 208,Asset starter record 208,A000208,2020-07-27,2020-07-27,2021-07-27,294.9600,294.9600,2021-07-27,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8f6edc55e4bd5ed6bc16285e68d64c018f6edc55e4bd5ed6bc16285e68d64c01
209,A000209,200,400,6,-1,6,8,7,4,Cedar Asset 209,Asset starter record 209,A000209,2020-07-28,2020-07-28,2021-07-28,296.3300,296.3300,2021-07-28,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,80cbf9fa29075927894fbfc6ea61959b80cbf9fa29075927894fbfc6ea61959b
210,A000210,401,48,3,-1,7,3,3,2,Titan Asset 210,Asset starter record 210,A000210,2020-07-29,2020-07-29,2021-07-29,297.7000,297.7000,2021-07-29,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7e0951a981805f9d887b5d048eb393707e0951a981805f9d887b5d048eb39370
211,A000211,197,48,3,-1,11,10,5,3,Keystone Asset 211,Asset starter record 211,A000211,2020-07-30,2020-07-30,2021-07-30,299.0700,299.0700,2021-07-30,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fbae0fbb374f5b3e92d234d57ceee021fbae0fbb374f5b3e92d234d57ceee021
212,A000212,435,415,2,-1,11,2,2,4,Orion Asset 212,Asset starter record 212,A000212,2020-07-31,2020-07-31,2021-07-31,300.4400,300.4400,2021-07-31,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bf109d84b0895eb4979aa4113ecceda4bf109d84b0895eb4979aa4113ecceda4
213,A000213,432,96,8,-1,5,1,2,3,Titan Asset 213,Asset starter record 213,A000213,2020-08-01,2020-08-01,2021-08-01,301.8100,301.8100,2021-08-01,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,24195ba367595390b4ac1c647370e36b24195ba367595390b4ac1c647370e36b
214,A000214,316,140,5,-1,6,5,4,4,Liberty Asset 214,Asset starter record 214,A000214,2020-08-02,2020-08-02,2021-08-02,303.1800,303.1800,2021-08-02,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,971c2c48d3f751f2a49df058f83a3a2c971c2c48d3f751f2a49df058f83a3a2c
215,A000215,101,349,3,-1,1,7,4,2,Quartz Asset 215,Asset starter record 215,A000215,2020-08-03,2020-08-03,2021-08-03,304.5500,304.5500,2021-08-03,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b96f12259d20560ca98c2e0d4885ae4ab96f12259d20560ca98c2e0d4885ae4a
216,A000216,465,346,5,-1,14,8,3,3,Orion Asset 216,Asset starter record 216,A000216,2020-08-04,2020-08-04,2021-08-04,305.9200,305.9200,2021-08-04,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,82c4390736aa5f418d8c288eb17cf21982c4390736aa5f418d8c288eb17cf219
217,A000217,359,400,6,-1,16,4,2,3,Vertex Asset 217,Asset starter record 217,A000217,2020-08-05,2020-08-05,2021-08-05,307.2900,307.2900,2021-08-05,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d44a71855c415d00b5444209ac135bd7d44a71855c415d00b5444209ac135bd7
218,A000218,353,307,3,-1,9,4,4,3,Pioneer Asset 218,Asset starter record 218,A000218,2020-08-06,2020-08-06,2021-08-06,308.6600,308.6600,2021-08-06,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dd85870e35c95970ad58575e95a446fedd85870e35c95970ad58575e95a446fe
219,A000219,213,79,9,-1,11,5,7,2,Zenith Asset 219,Asset starter record 219,A000219,2020-08-07,2020-08-07,2021-08-07,310.0300,310.0300,2021-08-07,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,356688d99f4a5c79a950f29ea15f813d356688d99f4a5c79a950f29ea15f813d
220,A000220,193,200,7,-1,14,1,1,3,Beacon Asset 220,Asset starter record 220,A000220,2020-08-08,2020-08-08,2021-08-08,311.4000,311.4000,2021-08-08,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,96087d71dcaf508e9914f1394f7b394c96087d71dcaf508e9914f1394f7b394c
221,A000221,18,125,5,-1,8,5,2,3,Ion Asset 221,Asset starter record 221,A000221,2020-08-09,2020-08-09,2021-08-09,312.7700,312.7700,2021-08-09,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9dbeb65854dd5e0ba1cddfb16fe126e89dbeb65854dd5e0ba1cddfb16fe126e8
222,A000222,243,225,1,-1,10,6,2,1,Pioneer Asset 222,Asset starter record 222,A000222,2020-08-10,2020-08-10,2021-08-10,314.1400,314.1400,2021-08-10,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9a4416cbc6be5066a3872ccada0db9699a4416cbc6be5066a3872ccada0db969
223,A000223,87,264,9,-1,14,9,6,4,Vertex Asset 223,Asset starter record 223,A000223,2020-08-11,2020-08-11,2021-08-11,315.5100,315.5100,2021-08-11,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a140b1ab954d50679f13fd7cff61a210a140b1ab954d50679f13fd7cff61a210
224,A000224,263,111,6,-1,5,8,7,2,Vertex Asset 224,Asset starter record 224,A000224,2020-08-12,2020-08-12,2021-08-12,316.8800,316.8800,2021-08-12,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e5c3b0cf430e595ba3fefdaaffffb610e5c3b0cf430e595ba3fefdaaffffb610
225,A000225,8,200,3,-1,8,3,5,1,Junction Asset 225,Asset starter record 225,A000225,2020-08-13,2020-08-13,2021-08-13,318.2500,318.2500,2021-08-13,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8c12c508ca0a5794a4464539753058578c12c508ca0a5794a446453975305857
226,A000226,435,167,1,-1,15,1,2,2,Atlas Asset 226,Asset starter record 226,A000226,2020-08-14,2020-08-14,2021-08-14,319.6200,319.6200,2021-08-14,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,64bc3b69ea1b54bbb2cc7505ef063f7364bc3b69ea1b54bbb2cc7505ef063f73
227,A000227,475,263,7,-1,16,10,2,2,Evergreen Asset 227,Asset starter record 227,A000227,2020-08-15,2020-08-15,2021-08-15,320.9900,320.9900,2021-08-15,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,406349946cc5561ca068500343438260406349946cc5561ca068500343438260
