SalesPriceListKey,PriceListCode,SalesChannelSegmentKey,ProductKey,CurrencyKey,UnitOfMeasureKey,PriceListName,EffectiveDate,ExpirationDate,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
200,SPL000200,31,88,3,5,Summit SalesPriceList 200,2020-07-19,2020-07-19,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ed2b69c86b3b586a8670cdab2abbd1cced2b69c86b3b586a8670cdab2abbd1cc
201,SPL000201,177,82,1,7,Quartz SalesPriceList 201,2020-07-20,2020-07-20,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,28519ce4ff4556c6b4faa6cefe216f3628519ce4ff4556c6b4faa6cefe216f36
202,SPL000202,56,222,5,5,Beacon SalesPriceList 202,2020-07-21,2020-07-21,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,907295fd3ce35a66b17fe893d6b3022f907295fd3ce35a66b17fe893d6b3022f
203,SPL000203,42,157,1,2,Evergreen SalesPriceList 203,2020-07-22,2020-07-22,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a56358dea8a1513c9d821374dc1569eca56358dea8a1513c9d821374dc1569ec
204,SPL000204,227,466,1,4,Keystone SalesPriceList 204,2020-07-23,2020-07-23,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,254f3f0cef605378916831fb318a608e254f3f0cef605378916831fb318a608e
205,SPL000205,56,228,5,2,Atlas SalesPriceList 205,2020-07-24,2020-07-24,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b62b5060de735ec18e15e3658a1803b1b62b5060de735ec18e15e3658a1803b1
206,SPL000206,6,191,5,5,Pioneer SalesPriceList 206,2020-07-25,2020-07-25,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,73d9e0bbc4665d239819900d24a5738373d9e0bbc4665d239819900d24a57383
207,SPL000207,326,164,5,4,Riverton SalesPriceList 207,2020-07-26,2020-07-26,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8bf8de74a4d055e8b8ca01baf8c258c08bf8de74a4d055e8b8ca01baf8c258c0
208,SPL000208,131,287,5,3,Northstar SalesPriceList 208,2020-07-27,2020-07-27,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aeb0dbe91b2152c08b47c74ff31b6101aeb0dbe91b2152c08b47c74ff31b6101
209,SPL000209,113,240,5,4,Summit SalesPriceList 209,2020-07-28,2020-07-28,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d862f4bf8013530d843a60579cd18922d862f4bf8013530d843a60579cd18922
210,SPL000210,380,386,3,5,Meridian SalesPriceList 210,2020-07-29,2020-07-29,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d5ca457a201b5f1bac5f644f88b5248cd5ca457a201b5f1bac5f644f88b5248c
211,SPL000211,360,212,1,5,Beacon SalesPriceList 211,2020-07-30,2020-07-30,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d999b6cfecde5e4ab32d9f86439f3e08d999b6cfecde5e4ab32d9f86439f3e08
212,SPL000212,132,229,1,2,Willow SalesPriceList 212,2020-07-31,2020-07-31,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c8f26558977c5efbb941977da8097bbac8f26558977c5efbb941977da8097bba
213,SPL000213,2,205,5,6,Liberty SalesPriceList 213,2020-08-01,2020-08-01,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9ab76726722257b18e456c02501cd0b79ab76726722257b18e456c02501cd0b7
214,SPL000214,465,206,2,2,Quartz SalesPriceList 214,2020-08-02,2020-08-02,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8d7a0e8e9d3a5108adc07f4d032fb6558d7a0e8e9d3a5108adc07f4d032fb655
215,SPL000215,164,471,4,6,Willow SalesPriceList 215,2020-08-03,2020-08-03,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b75a0d40726358a1820c5d981f835f80b75a0d40726358a1820c5d981f835f80
216,SPL000216,205,403,1,3,Vertex SalesPriceList 216,2020-08-04,2020-08-04,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5143e5c2ee6b55e5b323d673090abab25143e5c2ee6b55e5b323d673090abab2
217,SPL000217,94,50,2,1,Summit SalesPriceList 217,2020-08-05,2020-08-05,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,09410efcbd3554e1ad4cd8a045d6256b09410efcbd3554e1ad4cd8a045d6256b
218,SPL000218,102,459,2,1,Willow SalesPriceList 218,2020-08-06,2020-08-06,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2828530ecfa15adab6b9ef8bf317e1152828530ecfa15adab6b9ef8bf317e115
219,SPL000219,2,342,3,3,Keystone SalesPriceList 219,2020-08-07,2020-08-07,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c87fb892a3b3575ea834eeb357bb60ffc87fb892a3b3575ea834eeb357bb60ff
220,SPL000220,136,82,1,5,Pioneer SalesPriceList 220,2020-08-08,2020-08-08,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,37ce7908f84752ec8d5f1dc2485174b737ce7908f84752ec8d5f1dc2485174b7
221,SPL000221,33,303,1,6,Beacon SalesPriceList 221,2020-08-09,2020-08-09,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5402559c91045b6a9feda82cd259963b5402559c91045b6a9feda82cd259963b
222,SPL000222,453,342,2,3,Meridian SalesPriceList 222,2020-08-10,2020-08-10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a163ee5ad5835abfaa169f901481bd43a163ee5ad5835abfaa169f901481bd43
223,SPL000223,410,84,2,6,Pioneer SalesPriceList 223,2020-08-11,2020-08-11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8eab12cf03765ec49bfb5afda8c502428eab12cf03765ec49bfb5afda8c50242
224,SPL000224,154,96,1,3,Orion SalesPriceList 224,2020-08-12,2020-08-12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e448ac39634659acb8de1e195c744f7ae448ac39634659acb8de1e195c744f7a
225,SPL000225,155,170,4,7,Junction SalesPriceList 225,2020-08-13,2020-08-13,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,08ebd2c3df8c5f5780a6f6d1e0c6038508ebd2c3df8c5f5780a6f6d1e0c60385
226,SPL000226,124,478,1,7,Titan SalesPriceList 226,2020-08-14,2020-08-14,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4dd1793ee4e851c9a47af8cbfd17d4c14dd1793ee4e851c9a47af8cbfd17d4c1
227,SPL000227,158,350,3,7,Cedar SalesPriceList 227,2020-08-15,2020-08-15,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3a6de9ec81f151238b53f4d09decff843a6de9ec81f151238b53f4d09decff84
228,SPL000228,28,23,1,1,Junction SalesPriceList 228,2020-08-16,2020-08-16,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d13fe212c4315078b71308ec5760afd6d13fe212c4315078b71308ec5760afd6
229,SPL000229,436,237,3,7,Harbor SalesPriceList 229,2020-08-17,2020-08-17,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,08e4ddc93454596aa45ef7d04caece2a08e4ddc93454596aa45ef7d04caece2a
230,SPL000230,237,463,2,1,Harbor SalesPriceList 230,2020-08-18,2020-08-18,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4370a894722c51f4b845ed48beae2e744370a894722c51f4b845ed48beae2e74
231,SPL000231,299,249,3,3,Summit SalesPriceList 231,2020-08-19,2020-08-19,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,78f91149fd9e539ca480447a7b7ecd2078f91149fd9e539ca480447a7b7ecd20
232,SPL000232,448,421,4,4,Pioneer SalesPriceList 232,2020-08-20,2020-08-20,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6033e5c658d257beab49887b2afecc3a6033e5c658d257beab49887b2afecc3a
233,SPL000233,74,25,3,1,Titan SalesPriceList 233,2020-08-21,2020-08-21,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,63f26c36cd235ac28d6ff172ecbf7b6063f26c36cd235ac28d6ff172ecbf7b60
234,SPL000234,234,238,2,1,Zenith SalesPriceList 234,2020-08-22,2020-08-22,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,62f7ab9b04605a3e9909c9eac276305862f7ab9b04605a3e9909c9eac2763058
235,SPL000235,352,100,1,3,Zenith SalesPriceList 235,2020-08-23,2020-08-23,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9f0caaab48f35c0f8b51357f72bb29189f0caaab48f35c0f8b51357f72bb2918
236,SPL000236,21,458,5,4,Zenith SalesPriceList 236,2020-08-24,2020-08-24,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,425ee79e1d9452808e3eb29d56e3fb93425ee79e1d9452808e3eb29d56e3fb93
237,SPL000237,209,331,3,7,Ion SalesPriceList 237,2020-08-25,2020-08-25,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d17b4627a92152f6987a84498563d47dd17b4627a92152f6987a84498563d47d
238,SPL000238,184,59,3,7,Pioneer SalesPriceList 238,2020-08-26,2020-08-26,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b415d26155745c48acf5ca75fb182e95b415d26155745c48acf5ca75fb182e95
239,SPL000239,309,363,5,2,Meridian SalesPriceList 239,2020-08-27,2020-08-27,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ec986550945a560681cc9ed525b54c52ec986550945a560681cc9ed525b54c52
240,SPL000240,180,56,5,3,Harbor SalesPriceList 240,2020-08-28,2020-08-28,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dd6c70f6bd5b54018fe8080e9e75f73edd6c70f6bd5b54018fe8080e9e75f73e
241,SPL000241,461,198,2,5,Harbor SalesPriceList 241,2020-08-29,2020-08-29,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,72ff852227325155b8a68464dc7b7f7072ff852227325155b8a68464dc7b7f70
242,SPL000242,351,6,1,6,Liberty SalesPriceList 242,2020-08-30,2020-08-30,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,40e6ef330f7d51baaa8e9042026dc35940e6ef330f7d51baaa8e9042026dc359
243,SPL000243,169,72,3,6,Unity SalesPriceList 243,2020-08-31,2020-08-31,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cf274c4c8ad452cab21779f444222856cf274c4c8ad452cab21779f444222856
244,SPL000244,473,217,5,2,Unity SalesPriceList 244,2020-09-01,2020-09-01,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ddcbb01cccb05c7e87592af7ecdf93c3ddcbb01cccb05c7e87592af7ecdf93c3
245,SPL000245,429,117,5,2,Forge SalesPriceList 245,2020-09-02,2020-09-02,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e5923f219d0e5979aa4c3d1fe0ac530ae5923f219d0e5979aa4c3d1fe0ac530a
246,SPL000246,321,69,4,2,Vertex SalesPriceList 246,2020-09-03,2020-09-03,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,816650051bbc5d5aa220737a420c959a816650051bbc5d5aa220737a420c959a
247,SPL000247,218,449,1,1,Summit SalesPriceList 247,2020-09-04,2020-09-04,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,345e8ffccbd058bc922c0a0b116e904b345e8ffccbd058bc922c0a0b116e904b
248,SPL000248,296,174,3,6,Unity SalesPriceList 248,2020-09-05,2020-09-05,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0385962e5f8f5e469a2a37c2ef7b14470385962e5f8f5e469a2a37c2ef7b1447
249,SPL000249,342,106,5,2,Junction SalesPriceList 249,2020-09-06,2020-09-06,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,739b5a5180aa5e92bf8c5bce6cd09bc2739b5a5180aa5e92bf8c5bce6cd09bc2
250,SPL000250,251,79,2,6,Pioneer SalesPriceList 250,2020-09-07,2020-09-07,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,afc26d1917655094a9c27f13dac7cc08afc26d1917655094a9c27f13dac7cc08
251,SPL000251,443,217,5,4,Meridian SalesPriceList 251,2020-09-08,2020-09-08,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fc434abc241f5e979404e08f22e666f5fc434abc241f5e979404e08f22e666f5
252,SPL000252,100,479,3,7,Zenith SalesPriceList 252,2020-09-09,2020-09-09,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,12deae3bccf05d1f8e8d9371d04c512412deae3bccf05d1f8e8d9371d04c5124
253,SPL000253,48,411,1,5,Zenith SalesPriceList 253,2020-09-10,2020-09-10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,733d286ec325505a8baaa15fcfff474f733d286ec325505a8baaa15fcfff474f
254,SPL000254,156,428,3,1,Ion SalesPriceList 254,2020-09-11,2020-09-11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5fd619408bb7541eb83245e41f5ee93b5fd619408bb7541eb83245e41f5ee93b
255,SPL000255,398,435,2,1,Vertex SalesPriceList 255,2020-09-12,2020-09-12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3271700e119c59c09d469d5a7985621c3271700e119c59c09d469d5a7985621c
256,SPL000256,175,109,1,7,Riverton SalesPriceList 256,2020-09-13,2020-09-13,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0c20d9b5c20854c9a4be28fcdfa611980c20d9b5c20854c9a4be28fcdfa61198
257,SPL000257,471,273,2,6,Cedar SalesPriceList 257,2020-09-14,2020-09-14,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,655ff01ad9645fa58d360283a8f1fd6e655ff01ad9645fa58d360283a8f1fd6e
258,SPL000258,214,453,4,5,Northstar SalesPriceList 258,2020-09-15,2020-09-15,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7cb0a85dd1fa50e8a3743542c18ae2467cb0a85dd1fa50e8a3743542c18ae246
259,SPL000259,455,252,3,5,Cedar SalesPriceList 259,2020-09-16,2020-09-16,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f4a4fcaf0b495a6d9a591f9854670566f4a4fcaf0b495a6d9a591f9854670566
260,SPL000260,207,236,5,6,Keystone SalesPriceList 260,2020-09-17,2020-09-17,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9fd27e31b5065d9f91323960e801fe829fd27e31b5065d9f91323960e801fe82
261,SPL000261,265,266,4,6,Vertex SalesPriceList 261,2020-09-18,2020-09-18,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,435435af18b2513eba92fba9c6bfda5c435435af18b2513eba92fba9c6bfda5c
262,SPL000262,60,375,5,2,Cedar SalesPriceList 262,2020-09-19,2020-09-19,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4426289091e9528b9e271f5a444810b54426289091e9528b9e271f5a444810b5
263,SPL000263,350,170,2,5,Orion SalesPriceList 263,2020-09-20,2020-09-20,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6d0f85f7bd445ac2b24576758921e19b6d0f85f7bd445ac2b24576758921e19b
264,SPL000264,172,24,5,2,Unity SalesPriceList 264,2020-09-21,2020-09-21,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8935b5826fdf5f2f8076d5d51fb8e0818935b5826fdf5f2f8076d5d51fb8e081
265,SPL000265,195,450,4,7,Zenith SalesPriceList 265,2020-09-22,2020-09-22,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,93dbee512ae15ef2821f0e4829ffea4593dbee512ae15ef2821f0e4829ffea45
266,SPL000266,159,165,1,5,Unity SalesPriceList 266,2020-09-23,2020-09-23,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,82cc0ca62b7a5a5cbcef144f1a4dac3282cc0ca62b7a5a5cbcef144f1a4dac32
267,SPL000267,171,47,4,4,Beacon SalesPriceList 267,2020-09-24,2020-09-24,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,89db8db429ce51e7ab8bb8734263244389db8db429ce51e7ab8bb87342632443
268,SPL000268,401,100,4,7,Orion SalesPriceList 268,2020-09-25,2020-09-25,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a5f256a0f16a53c4b85cbd28dbeb421fa5f256a0f16a53c4b85cbd28dbeb421f
269,SPL000269,84,79,1,7,Junction SalesPriceList 269,2020-09-26,2020-09-26,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,72fe32937cd6582ba73a3be0832f969672fe32937cd6582ba73a3be0832f9696
270,SPL000270,193,144,5,6,Beacon SalesPriceList 270,2020-09-27,2020-09-27,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,239018ac729954efab6a55d039851431239018ac729954efab6a55d039851431
271,SPL000271,465,180,3,4,Titan SalesPriceList 271,2020-09-28,2020-09-28,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3d1269e70bdf5518b79ab355c3d92ce93d1269e70bdf5518b79ab355c3d92ce9
272,SPL000272,328,243,4,3,Pioneer SalesPriceList 272,2020-09-29,2020-09-29,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,62256cb000815dd0832c1f66df33ebc662256cb000815dd0832c1f66df33ebc6
273,SPL000273,431,213,3,3,Titan SalesPriceList 273,2020-09-30,2020-09-30,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,db23de1077e05a918cef7f882890f57adb23de1077e05a918cef7f882890f57a
274,SPL000274,387,396,4,6,Keystone SalesPriceList 274,2020-10-01,2020-10-01,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,66857115444e5d9cafeaad333fb0f89466857115444e5d9cafeaad333fb0f894
275,SPL000275,412,343,3,5,Quartz SalesPriceList 275,2020-10-02,2020-10-02,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,78329a6adec255a2879ebb5c72861b6978329a6adec255a2879ebb5c72861b69
276,SPL000276,57,417,1,7,Forge SalesPriceList 276,2020-10-03,2020-10-03,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7d00111c15195ffa8cd902c9ece981087d00111c15195ffa8cd902c9ece98108
277,SPL000277,120,202,2,6,Keystone SalesPriceList 277,2020-10-04,2020-10-04,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1fd177bfd8ff5993b4607f010d84c53b1fd177bfd8ff5993b4607f010d84c53b
278,SPL000278,109,206,1,4,Northstar SalesPriceList 278,2020-10-05,2020-10-05,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3deb5951f43f5935841b8e6514f999673deb5951f43f5935841b8e6514f99967
279,SPL000279,256,126,1,7,Titan SalesPriceList 279,2020-10-06,2020-10-06,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6ba5f51ce1025957ad321733bdc32b676ba5f51ce1025957ad321733bdc32b67
280,SPL000280,165,143,2,2,Zenith SalesPriceList 280,2020-10-07,2020-10-07,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c251ad3d976b557281e87e1d65aad762c251ad3d976b557281e87e1d65aad762
281,SPL000281,145,13,3,7,Forge SalesPriceList 281,2020-10-08,2020-10-08,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b0d39a5f985452f1820b1c188e87deb4b0d39a5f985452f1820b1c188e87deb4
282,SPL000282,20,397,4,4,Ion SalesPriceList 282,2020-10-09,2020-10-09,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fb260547481a5b63935d8a84a8b7a02cfb260547481a5b63935d8a84a8b7a02c
283,SPL000283,192,486,4,5,Pioneer SalesPriceList 283,2020-10-10,2020-10-10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3e4e06c60bd45ab797f9b56eff50c4b53e4e06c60bd45ab797f9b56eff50c4b5
284,SPL000284,136,447,3,5,Riverton SalesPriceList 284,2020-10-11,2020-10-11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,889e557930f55172a33d9bbfc55c49ab889e557930f55172a33d9bbfc55c49ab
285,SPL000285,389,108,5,3,Liberty SalesPriceList 285,2020-10-12,2020-10-12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1b9d15d713cf535c9ca91db6f7bb5d271b9d15d713cf535c9ca91db6f7bb5d27
286,SPL000286,50,101,3,4,Evergreen SalesPriceList 286,2020-10-13,2020-10-13,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b43368b0068f5ca2af9443665d2bf694b43368b0068f5ca2af9443665d2bf694
287,SPL000287,186,379,1,2,Willow SalesPriceList 287,2020-10-14,2020-10-14,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e245292ee8205e2da98f350f2761c2c8e245292ee8205e2da98f350f2761c2c8
288,SPL000288,362,293,1,1,Evergreen SalesPriceList 288,2020-10-15,2020-10-15,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5f771ab2ad26579da77ecebb77347f785f771ab2ad26579da77ecebb77347f78
289,SPL000289,154,499,1,4,Atlas SalesPriceList 289,2020-10-16,2020-10-16,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2e88f0a9cf4a589abf013a836bc7b0ba2e88f0a9cf4a589abf013a836bc7b0ba
290,SPL000290,32,62,4,2,Northstar SalesPriceList 290,2020-10-17,2020-10-17,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a4829db6728f5558adf512bc4ae48174a4829db6728f5558adf512bc4ae48174
291,SPL000291,79,440,4,7,Willow SalesPriceList 291,2020-10-18,2020-10-18,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4b46f6a550945e51b22488fbe9ccf8ba4b46f6a550945e51b22488fbe9ccf8ba
292,SPL000292,146,134,2,7,Atlas SalesPriceList 292,2020-10-19,2020-10-19,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,37504ae6490f5079875cb9395c471cb237504ae6490f5079875cb9395c471cb2
293,SPL000293,350,13,4,1,Zenith SalesPriceList 293,2020-10-20,2020-10-20,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ccd6981fbf5f5a2bae5a0879d06fb195ccd6981fbf5f5a2bae5a0879d06fb195
294,SPL000294,5,342,4,3,Willow SalesPriceList 294,2020-10-21,2020-10-21,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6a222b31d95a5c5bbc9b0f3a9e46da526a222b31d95a5c5bbc9b0f3a9e46da52
295,SPL000295,188,3,3,6,Liberty SalesPriceList 295,2020-10-22,2020-10-22,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,05542d368a5c595dbf3f1d913fdff25305542d368a5c595dbf3f1d913fdff253
296,SPL000296,438,268,4,1,Atlas SalesPriceList 296,2020-10-23,2020-10-23,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dfda505966b4541fbd7c9aa4cf9de284dfda505966b4541fbd7c9aa4cf9de284
297,SPL000297,70,4,1,5,Harbor SalesPriceList 297,2020-10-24,2020-10-24,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b5679f4a88fb52bb9b0904bf3c8edf68b5679f4a88fb52bb9b0904bf3c8edf68
298,SPL000298,319,9,5,1,Willow SalesPriceList 298,2020-10-25,2020-10-25,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a60562c18448512e827f5abcd387de0ea60562c18448512e827f5abcd387de0e
299,SPL000299,205,274,3,7,Atlas SalesPriceList 299,2020-10-26,2020-10-26,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4d64a10f0c9b5c77b839eec66f5a449f4d64a10f0c9b5c77b839eec66f5a449f
