RoutingHeaderKey,RoutingNumber,ProductKey,RoutingOperationTypeKey,EngineeringLifecycleStatusKey,RoutingHeaderName,RevisionCode,ActiveFlag,StandardValue,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
207,RH000207,287,341,3,Unity RoutingHeader 207,RH000207,1,293.5900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2c8fe783cf45531fbecc119dc8413f4c2c8fe783cf45531fbecc119dc8413f4c
208,RH000208,279,294,2,Granite RoutingHeader 208,RH000208,1,294.9600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ed0a0d2531e453e1b0c44b03b3ba6592ed0a0d2531e453e1b0c44b03b3ba6592
209,RH000209,125,437,7,Riverton RoutingHeader 209,RH000209,1,296.3300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,57d4cc6a0cf25588b82455313161c81257d4cc6a0cf25588b82455313161c812
210,RH000210,237,361,3,Granite RoutingHeader 210,RH000210,0,297.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1562fbdf808c5df9afbe8447d550ffa11562fbdf808c5df9afbe8447d550ffa1
211,RH000211,390,37,7,Evergreen RoutingHeader 211,RH000211,1,299.0700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,868a93033dde5636b17bd90d1fd812ff868a93033dde5636b17bd90d1fd812ff
212,RH000212,417,91,4,Quartz RoutingHeader 212,RH000212,1,300.4400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ea97d740c2e559f3bd8f41e357f6987fea97d740c2e559f3bd8f41e357f6987f
213,RH000213,430,261,3,Unity RoutingHeader 213,RH000213,1,301.8100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,080d9979eef558559fc5725aba1982bf080d9979eef558559fc5725aba1982bf
214,RH000214,5,422,8,Riverton RoutingHeader 214,RH000214,1,303.1800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a1c38d6c041d51a1af057fe214220166a1c38d6c041d51a1af057fe214220166
215,RH000215,455,218,9,Quartz RoutingHeader 215,RH000215,0,304.5500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,75f398bf1a2c5507bd50b35650d0ad1d75f398bf1a2c5507bd50b35650d0ad1d
216,RH000216,446,448,1,Delta RoutingHeader 216,RH000216,1,305.9200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3a836a2d9a455f03ae9a5f99ae6b6a533a836a2d9a455f03ae9a5f99ae6b6a53
217,RH000217,160,238,3,Beacon RoutingHeader 217,RH000217,1,307.2900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e7d18e591e1458bf9a70caea720b7b5fe7d18e591e1458bf9a70caea720b7b5f
218,RH000218,359,52,3,Atlas RoutingHeader 218,RH000218,1,308.6600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1c0720c8fae1546693fefdffbab5c44f1c0720c8fae1546693fefdffbab5c44f
219,RH000219,34,366,5,Zenith RoutingHeader 219,RH000219,1,310.0300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,98c3580825945f38a84230037665d7a198c3580825945f38a84230037665d7a1
220,RH000220,258,61,7,Forge RoutingHeader 220,RH000220,0,311.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2335ba786c4056ec8764cc5d41f913b72335ba786c4056ec8764cc5d41f913b7
221,RH000221,158,80,1,Keystone RoutingHeader 221,RH000221,1,312.7700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bb65fc5c2a0959518481af818cd5dd4dbb65fc5c2a0959518481af818cd5dd4d
222,RH000222,359,312,2,Atlas RoutingHeader 222,RH000222,1,314.1400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d81cd1928e7654249ef4f2210602f421d81cd1928e7654249ef4f2210602f421
223,RH000223,453,276,5,Harbor RoutingHeader 223,RH000223,1,315.5100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0ea474fd7e335730b66a6ff905ee344f0ea474fd7e335730b66a6ff905ee344f
224,RH000224,68,156,5,Ion RoutingHeader 224,RH000224,1,316.8800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e537266f0ea55a0d93cb274a1436bd86e537266f0ea55a0d93cb274a1436bd86
225,RH000225,431,488,9,Forge RoutingHeader 225,RH000225,0,318.2500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,194705b4bd9850f3b33905ec051ee95d194705b4bd9850f3b33905ec051ee95d
226,RH000226,144,203,5,Ion RoutingHeader 226,RH000226,1,319.6200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,97dc371a061359a197eef26104714ae397dc371a061359a197eef26104714ae3
227,RH000227,44,113,5,Ion RoutingHeader 227,RH000227,1,320.9900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7ed9495a83c45af19b426ca77dc32c607ed9495a83c45af19b426ca77dc32c60
228,RH000228,288,453,8,Vertex RoutingHeader 228,RH000228,1,322.3600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,13220e90b20e50f5b2935c9522a2b8a913220e90b20e50f5b2935c9522a2b8a9
229,RH000229,478,458,5,Zenith RoutingHeader 229,RH000229,1,323.7300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,22fe1495395a57fdb6d467a4077b050022fe1495395a57fdb6d467a4077b0500
230,RH000230,187,311,9,Orion RoutingHeader 230,RH000230,0,325.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,da1f6c527b795c05be06beefd7a62897da1f6c527b795c05be06beefd7a62897
231,RH000231,139,293,7,Summit RoutingHeader 231,RH000231,1,326.4700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,af689c37ec5752b2a2a532235ec74e3daf689c37ec5752b2a2a532235ec74e3d
232,RH000232,128,2,1,Atlas RoutingHeader 232,RH000232,1,327.8400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7f778a0679ab5dfe81f48f04401d939c7f778a0679ab5dfe81f48f04401d939c
233,RH000233,102,93,7,Unity RoutingHeader 233,RH000233,1,329.2100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b05d971c3b0b5fa7ae06741c51149e34b05d971c3b0b5fa7ae06741c51149e34
234,RH000234,192,348,7,Junction RoutingHeader 234,RH000234,1,330.5800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5ad008047af055b8a2a058174e1a36975ad008047af055b8a2a058174e1a3697
235,RH000235,211,342,6,Cedar RoutingHeader 235,RH000235,0,331.9500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,35ffc56ad3345ce6a3cd9b5cf440ff2135ffc56ad3345ce6a3cd9b5cf440ff21
236,RH000236,442,167,5,Evergreen RoutingHeader 236,RH000236,1,333.3200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,657aa37605bb5ee0a7686d1ed6c73b30657aa37605bb5ee0a7686d1ed6c73b30
237,RH000237,39,174,10,Evergreen RoutingHeader 237,RH000237,1,334.6900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cb42dd145f495f1a8edc309294c1aa1bcb42dd145f495f1a8edc309294c1aa1b
238,RH000238,279,232,8,Atlas RoutingHeader 238,RH000238,1,336.0600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a90816cfff13584d87c714886aad8d2ca90816cfff13584d87c714886aad8d2c
239,RH000239,367,157,7,Cedar RoutingHeader 239,RH000239,1,337.4300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bef04debdeda574abace041be23c2605bef04debdeda574abace041be23c2605
240,RH000240,264,338,6,Delta RoutingHeader 240,RH000240,0,338.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,79344b53ca835549afb6886d9184801679344b53ca835549afb6886d91848016
241,RH000241,27,220,10,Vertex RoutingHeader 241,RH000241,1,340.1700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fef5868c694e57d2ac4d32cc7f4b2a82fef5868c694e57d2ac4d32cc7f4b2a82
242,RH000242,130,242,1,Harbor RoutingHeader 242,RH000242,1,341.5400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,74deb8dc0e335e06be03a12a01757e4374deb8dc0e335e06be03a12a01757e43
243,RH000243,289,467,6,Granite RoutingHeader 243,RH000243,1,342.9100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,33d14b01dbe359fc9ea497d46113c87333d14b01dbe359fc9ea497d46113c873
244,RH000244,281,187,2,Beacon RoutingHeader 244,RH000244,1,344.2800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d9c5dd76e67559b3988b3a64c810abe9d9c5dd76e67559b3988b3a64c810abe9
245,RH000245,262,269,8,Ion RoutingHeader 245,RH000245,0,345.6500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fcf06d2aca7a546b92bb0a9ab1a02c77fcf06d2aca7a546b92bb0a9ab1a02c77
246,RH000246,100,489,8,Keystone RoutingHeader 246,RH000246,1,347.0200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3623d310a70652d4873ac2c0940605d63623d310a70652d4873ac2c0940605d6
247,RH000247,372,405,8,Northstar RoutingHeader 247,RH000247,1,348.3900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dac471cba8335e0ca728b52e72e017b6dac471cba8335e0ca728b52e72e017b6
248,RH000248,79,457,9,Pioneer RoutingHeader 248,RH000248,1,349.7600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f716e65ed50d59478762d1b02cdbdda7f716e65ed50d59478762d1b02cdbdda7
249,RH000249,152,203,1,Titan RoutingHeader 249,RH000249,1,351.1300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d5b114b0e9ee5a47aa18e49cda5d3d59d5b114b0e9ee5a47aa18e49cda5d3d59
250,RH000250,48,258,7,Meridian RoutingHeader 250,RH000250,0,352.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e651307fbca453f184b0dc7dcd594d55e651307fbca453f184b0dc7dcd594d55
251,RH000251,292,267,4,Keystone RoutingHeader 251,RH000251,1,353.8700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f9d04bdf279a5bd38ef1ba56126489e3f9d04bdf279a5bd38ef1ba56126489e3
252,RH000252,81,431,8,Ion RoutingHeader 252,RH000252,1,355.2400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,97f3335cece7554494c11ae7a959d76f97f3335cece7554494c11ae7a959d76f
253,RH000253,45,280,7,Junction RoutingHeader 253,RH000253,1,356.6100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1176824ba39d53dbabd94e6dedcbfaf81176824ba39d53dbabd94e6dedcbfaf8
254,RH000254,133,306,5,Summit RoutingHeader 254,RH000254,1,357.9800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,edac15df1b1759df9455486f6d45561aedac15df1b1759df9455486f6d45561a
255,RH000255,194,103,10,Riverton RoutingHeader 255,RH000255,0,359.3500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9b77595012ff5c0b9229f6252e4382699b77595012ff5c0b9229f6252e438269
256,RH000256,219,324,6,Beacon RoutingHeader 256,RH000256,1,360.7200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,130dca0f8c9b54b696a26d56ab3cde2b130dca0f8c9b54b696a26d56ab3cde2b
257,RH000257,111,453,1,Riverton RoutingHeader 257,RH000257,1,362.0900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aee4ae197ee05551a05f5758befe71b4aee4ae197ee05551a05f5758befe71b4
258,RH000258,203,160,5,Titan RoutingHeader 258,RH000258,1,363.4600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,37db6d909a7e5de797905448c250274137db6d909a7e5de797905448c2502741
259,RH000259,130,245,10,Quartz RoutingHeader 259,RH000259,1,364.8300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fbb7d12dcb4253dfa798a72765ca6d93fbb7d12dcb4253dfa798a72765ca6d93
260,RH000260,262,154,2,Unity RoutingHeader 260,RH000260,0,366.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,681890b9e0b05a6a900fbfb68d9d3d57681890b9e0b05a6a900fbfb68d9d3d57
261,RH000261,190,359,6,Evergreen RoutingHeader 261,RH000261,1,367.5700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8339aeb0bfbb554f9f1b9d652ddcffde8339aeb0bfbb554f9f1b9d652ddcffde
262,RH000262,42,228,5,Junction RoutingHeader 262,RH000262,1,368.9400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d32651d9d174534498ab028fc824abfed32651d9d174534498ab028fc824abfe
263,RH000263,291,78,3,Titan RoutingHeader 263,RH000263,1,370.3100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,049c75b7c0825dc5904ddd430c9d93a2049c75b7c0825dc5904ddd430c9d93a2
264,RH000264,244,137,5,Junction RoutingHeader 264,RH000264,1,371.6800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7bd6b5d7215e59d1a0e470aa92c5268a7bd6b5d7215e59d1a0e470aa92c5268a
265,RH000265,95,109,5,Titan RoutingHeader 265,RH000265,0,373.0500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5d781bcb86175e3d8509408a8ff6e0885d781bcb86175e3d8509408a8ff6e088
266,RH000266,139,135,10,Meridian RoutingHeader 266,RH000266,1,374.4200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b8bbf4d40fb557038a00ed832978d9d1b8bbf4d40fb557038a00ed832978d9d1
267,RH000267,29,96,7,Forge RoutingHeader 267,RH000267,1,375.7900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9c55b4c06a215ff18ba0e4a4292f988b9c55b4c06a215ff18ba0e4a4292f988b
268,RH000268,425,48,8,Zenith RoutingHeader 268,RH000268,1,377.1600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,346a8fd4d90b5ea3942065a9499c9d1a346a8fd4d90b5ea3942065a9499c9d1a
269,RH000269,389,448,7,Keystone RoutingHeader 269,RH000269,1,378.5300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3ba523441f59545fbaf6c90914b5f54f3ba523441f59545fbaf6c90914b5f54f
270,RH000270,223,192,6,Orion RoutingHeader 270,RH000270,0,379.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e384a5716da859a38a2bacfad1bef90de384a5716da859a38a2bacfad1bef90d
271,RH000271,435,114,1,Atlas RoutingHeader 271,RH000271,1,381.2700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,946964ea108a588c95836ed5a73600ff946964ea108a588c95836ed5a73600ff
272,RH000272,422,233,7,Junction RoutingHeader 272,RH000272,1,382.6400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6e301310722d5231aa4c6b6aef89e9a26e301310722d5231aa4c6b6aef89e9a2
273,RH000273,43,172,5,Keystone RoutingHeader 273,RH000273,1,384.0100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ef9c154cecd85f1199a510a7177b21b9ef9c154cecd85f1199a510a7177b21b9
274,RH000274,54,306,7,Cedar RoutingHeader 274,RH000274,1,385.3800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d0edf36d5c075c16810d7488ad2ba7b5d0edf36d5c075c16810d7488ad2ba7b5
275,RH000275,255,409,10,Meridian RoutingHeader 275,RH000275,0,386.7500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,506f198269b95446b626fa1b5e27ce4f506f198269b95446b626fa1b5e27ce4f
276,RH000276,471,212,7,Vertex RoutingHeader 276,RH000276,1,388.1200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1b98230aea7652c6871b113360781c3a1b98230aea7652c6871b113360781c3a
277,RH000277,311,171,3,Zenith RoutingHeader 277,RH000277,1,389.4900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5e543eaa736c54ee8f88a673f0cb92415e543eaa736c54ee8f88a673f0cb9241
278,RH000278,381,496,5,Granite RoutingHeader 278,RH000278,1,390.8600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8d55d6fc10795dc097c8288d50dfb6ea8d55d6fc10795dc097c8288d50dfb6ea
279,RH000279,334,456,9,Beacon RoutingHeader 279,RH000279,1,392.2300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a05a742877f95876bc2a8b71705a9bf4a05a742877f95876bc2a8b71705a9bf4
280,RH000280,163,312,8,Harbor RoutingHeader 280,RH000280,0,393.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,158d2ad9fb10545ca460fac0ce74ec3b158d2ad9fb10545ca460fac0ce74ec3b
281,RH000281,455,289,4,Vertex RoutingHeader 281,RH000281,1,394.9700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,95728cfb66e9527da0229dd17e74cd8f95728cfb66e9527da0229dd17e74cd8f
282,RH000282,91,117,9,Orion RoutingHeader 282,RH000282,1,396.3400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b3eeaad4e46e57adbee0f22fd6b6a724b3eeaad4e46e57adbee0f22fd6b6a724
283,RH000283,26,246,2,Orion RoutingHeader 283,RH000283,1,397.7100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7b42edb907a5555b8bd04da231476dc77b42edb907a5555b8bd04da231476dc7
284,RH000284,137,316,10,Summit RoutingHeader 284,RH000284,1,399.0800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,535802c73efd55c1bd2198e2a51d2a6c535802c73efd55c1bd2198e2a51d2a6c
285,RH000285,166,472,2,Liberty RoutingHeader 285,RH000285,0,400.4500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e63d524355f35d37acd5a050e43cf53fe63d524355f35d37acd5a050e43cf53f
286,RH000286,54,102,8,Unity RoutingHeader 286,RH000286,1,401.8200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,24663a44f275593bbcbd95573edcc5c524663a44f275593bbcbd95573edcc5c5
287,RH000287,11,416,6,Pioneer RoutingHeader 287,RH000287,1,403.1900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f0d8482ca2135a1092d9d59b9c8b4c18f0d8482ca2135a1092d9d59b9c8b4c18
288,RH000288,274,168,9,Northstar RoutingHeader 288,RH000288,1,404.5600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ce2f3ce4d9a45bc18ac76bf6003fd939ce2f3ce4d9a45bc18ac76bf6003fd939
289,RH000289,267,211,6,Forge RoutingHeader 289,RH000289,1,405.9300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7c4f6666fb9651f3873147c5fc5395217c4f6666fb9651f3873147c5fc539521
290,RH000290,224,188,3,Quartz RoutingHeader 290,RH000290,0,407.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,61c808681dc051d5ab77bb6e018465b061c808681dc051d5ab77bb6e018465b0
291,RH000291,245,73,4,Liberty RoutingHeader 291,RH000291,1,408.6700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0708ec697ba85f93beaacc65563c85420708ec697ba85f93beaacc65563c8542
292,RH000292,214,490,2,Delta RoutingHeader 292,RH000292,1,410.0400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5190e06a43315ba9af494b4aa4ad785c5190e06a43315ba9af494b4aa4ad785c
293,RH000293,309,331,5,Atlas RoutingHeader 293,RH000293,1,411.4100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6210e1e9e7db5e15bbf125d108bbe6886210e1e9e7db5e15bbf125d108bbe688
294,RH000294,373,253,9,Pioneer RoutingHeader 294,RH000294,1,412.7800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,549c15738d145dcab8399bb8e03d76a8549c15738d145dcab8399bb8e03d76a8
295,RH000295,425,348,4,Meridian RoutingHeader 295,RH000295,0,414.1500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aebc8e22c27d529ba6de64662cec20d8aebc8e22c27d529ba6de64662cec20d8
296,RH000296,222,345,4,Evergreen RoutingHeader 296,RH000296,1,415.5200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,39ff659e2d26506ca125e0c46730e32c39ff659e2d26506ca125e0c46730e32c
297,RH000297,152,216,4,Northstar RoutingHeader 297,RH000297,1,416.8900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7d3af67e03c650618bb64bd6949b15e97d3af67e03c650618bb64bd6949b15e9
298,RH000298,306,481,3,Forge RoutingHeader 298,RH000298,1,418.2600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,31b5c347707a5381a94d5dee665d789031b5c347707a5381a94d5dee665d7890
299,RH000299,458,494,3,Summit RoutingHeader 299,RH000299,1,419.6300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9003f5c772455c80bd4dcac0eb93bd139003f5c772455c80bd4dcac0eb93bd13
300,RH000300,42,393,8,Orion RoutingHeader 300,RH000300,0,421.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a6353cc889d25955a264842a22f0fc42a6353cc889d25955a264842a22f0fc42
301,RH000301,115,497,6,Harbor RoutingHeader 301,RH000301,1,422.3700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8e235a87cec75ed8b2650baa0504a7238e235a87cec75ed8b2650baa0504a723
302,RH000302,134,414,1,Forge RoutingHeader 302,RH000302,1,423.7400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,22f71d8e14e4594e86789c83024c356b22f71d8e14e4594e86789c83024c356b
303,RH000303,375,415,6,Meridian RoutingHeader 303,RH000303,1,425.1100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3482a5f9870d51c283f5c9682519c9e53482a5f9870d51c283f5c9682519c9e5
304,RH000304,230,22,5,Unity RoutingHeader 304,RH000304,1,426.4800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,72afc187656257f99d9b02902026650272afc187656257f99d9b029020266502
305,RH000305,131,490,4,Unity RoutingHeader 305,RH000305,0,427.8500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b4ada74936e85facb4d03c750801e761b4ada74936e85facb4d03c750801e761
306,RH000306,83,183,9,Atlas RoutingHeader 306,RH000306,1,429.2200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b042ba609dab53e1ba2a46ba4bb5ffd5b042ba609dab53e1ba2a46ba4bb5ffd5
307,RH000307,238,267,2,Beacon RoutingHeader 307,RH000307,1,430.5900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6a6a674fb05453faa662baa5e8c469196a6a674fb05453faa662baa5e8c46919
308,RH000308,345,375,4,Junction RoutingHeader 308,RH000308,1,431.9600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b352f3f710525e05973a59e27ec259cdb352f3f710525e05973a59e27ec259cd
309,RH000309,330,327,4,Willow RoutingHeader 309,RH000309,1,433.3300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2e2b18238f43556198f719a3d166cc9e2e2b18238f43556198f719a3d166cc9e
310,RH000310,461,85,2,Evergreen RoutingHeader 310,RH000310,0,434.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2b0a81aee2415f09a98255e5edcf89ed2b0a81aee2415f09a98255e5edcf89ed
