QualityInspectionLotKey,InspectionLotNumber,ProductKey,PlantKey,SupplierKey,ProductionLotKey,QualityInspectionTypeKey,QualityResultStatusKey,UnitOfMeasureKey,QualityInspectionLotName,RevisionCode,ActiveFlag,StandardValue,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
190,QIL000190,486,132,428,225,12,4,4,Ion QualityInspectionLot 190,QIL000190,0,270.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9b2a94fb6d75510ba21def79d726f9a29b2a94fb6d75510ba21def79d726f9a2
191,QIL000191,498,78,85,156,8,10,5,Granite QualityInspectionLot 191,QIL000191,1,271.6700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,52341b4370725b7eb685d9e487547bb352341b4370725b7eb685d9e487547bb3
192,QIL000192,136,122,488,385,11,6,3,Meridian QualityInspectionLot 192,QIL000192,1,273.0400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6f6eea9519405257ba2002d56bb9e7136f6eea9519405257ba2002d56bb9e713
193,QIL000193,327,74,370,317,2,10,6,Orion QualityInspectionLot 193,QIL000193,1,274.4100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a76da566ab79554ca124bba733bc440da76da566ab79554ca124bba733bc440d
194,QIL000194,236,246,325,181,11,8,5,Riverton QualityInspectionLot 194,QIL000194,1,275.7800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4deebe127f77502e9b124ed85c7b39f24deebe127f77502e9b124ed85c7b39f2
195,QIL000195,273,255,471,462,3,12,4,Evergreen QualityInspectionLot 195,QIL000195,0,277.1500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,482a697d509a5fdfb603a67e6775296e482a697d509a5fdfb603a67e6775296e
196,QIL000196,232,299,44,324,2,9,6,Granite QualityInspectionLot 196,QIL000196,1,278.5200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,862ed7d2f65a5287a15745266caa2e0e862ed7d2f65a5287a15745266caa2e0e
197,QIL000197,321,287,151,183,2,9,3,Cedar QualityInspectionLot 197,QIL000197,1,279.8900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,20f96fd3747253c29f0ce7530911094720f96fd3747253c29f0ce75309110947
198,QIL000198,447,198,36,357,1,9,1,Forge QualityInspectionLot 198,QIL000198,1,281.2600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,de15ae5bc9e759ab8e348ad977f6cb2bde15ae5bc9e759ab8e348ad977f6cb2b
199,QIL000199,115,89,201,375,10,11,7,Orion QualityInspectionLot 199,QIL000199,1,282.6300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e18c3f203ec2575288de6e7a594f3eebe18c3f203ec2575288de6e7a594f3eeb
200,QIL000200,161,275,484,483,9,1,4,Beacon QualityInspectionLot 200,QIL000200,0,284.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,278b4ab8f52e5afe84fa9fb927ddc495278b4ab8f52e5afe84fa9fb927ddc495
201,QIL000201,473,331,253,105,9,10,2,Summit QualityInspectionLot 201,QIL000201,1,285.3700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7d0e77f9fd795f73aac07c8a1aae31ad7d0e77f9fd795f73aac07c8a1aae31ad
202,QIL000202,5,312,172,366,2,5,6,Zenith QualityInspectionLot 202,QIL000202,1,286.7400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,61de5c2c1fc15ace96919296df12bd7f61de5c2c1fc15ace96919296df12bd7f
203,QIL000203,47,52,7,410,6,1,2,Liberty QualityInspectionLot 203,QIL000203,1,288.1100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,697242e4107f58caa3eca7b536085137697242e4107f58caa3eca7b536085137
204,QIL000204,110,193,-1,-1,9,8,5,Junction QualityInspectionLot 204,QIL000204,1,289.4800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b424f197540f5efba1b15adb09a0fa3eb424f197540f5efba1b15adb09a0fa3e
205,QIL000205,108,22,208,65,5,2,3,Zenith QualityInspectionLot 205,QIL000205,0,290.8500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4c3cfd5736d1567a8239b98ad1b346894c3cfd5736d1567a8239b98ad1b34689
206,QIL000206,258,271,313,87,3,6,4,Atlas QualityInspectionLot 206,QIL000206,1,292.2200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,202fd7bd4e825edfb7788d497d697a95202fd7bd4e825edfb7788d497d697a95
207,QIL000207,84,133,378,303,4,5,2,Beacon QualityInspectionLot 207,QIL000207,1,293.5900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,33717b667d31567ebbbbf6804ddcc2f933717b667d31567ebbbbf6804ddcc2f9
208,QIL000208,170,251,426,120,9,7,7,Vertex QualityInspectionLot 208,QIL000208,1,294.9600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3da3b882caf5563180ac2cc79f7379a93da3b882caf5563180ac2cc79f7379a9
209,QIL000209,183,237,446,114,2,2,7,Unity QualityInspectionLot 209,QIL000209,1,296.3300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5492db6d1fbb53d5a263a0e78f24a7f05492db6d1fbb53d5a263a0e78f24a7f0
210,QIL000210,402,240,304,166,1,3,6,Willow QualityInspectionLot 210,QIL000210,0,297.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4aec027930bf5405aea2088423fa679e4aec027930bf5405aea2088423fa679e
211,QIL000211,87,88,341,72,11,1,2,Liberty QualityInspectionLot 211,QIL000211,1,299.0700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a5b2422c3e225f64b476ce96b088c05aa5b2422c3e225f64b476ce96b088c05a
212,QIL000212,465,185,274,286,2,11,2,Northstar QualityInspectionLot 212,QIL000212,1,300.4400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1d59b3f5bb265f67bfe02ddd992ddd921d59b3f5bb265f67bfe02ddd992ddd92
213,QIL000213,429,51,372,184,3,7,7,Titan QualityInspectionLot 213,QIL000213,1,301.8100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0f89f88d407456c29278c262a1efc1550f89f88d407456c29278c262a1efc155
214,QIL000214,445,235,278,195,4,6,1,Zenith QualityInspectionLot 214,QIL000214,1,303.1800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e417f59be08d559b9a3859c59527c6d5e417f59be08d559b9a3859c59527c6d5
215,QIL000215,4,140,474,220,10,11,3,Meridian QualityInspectionLot 215,QIL000215,0,304.5500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5991b9b3fbd85af59716a6e412ece9695991b9b3fbd85af59716a6e412ece969
216,QIL000216,428,127,224,224,4,3,7,Granite QualityInspectionLot 216,QIL000216,1,305.9200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8213ae4e504a5c178d35ad1f099186138213ae4e504a5c178d35ad1f09918613
217,QIL000217,190,113,96,186,5,12,2,Zenith QualityInspectionLot 217,QIL000217,1,307.2900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6ab74b3f871f52cb9076042eca25c6e76ab74b3f871f52cb9076042eca25c6e7
218,QIL000218,50,283,206,209,9,9,3,Cedar QualityInspectionLot 218,QIL000218,1,308.6600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9c0242e85e0452b9bebd6255ae72db929c0242e85e0452b9bebd6255ae72db92
219,QIL000219,162,1,76,296,6,3,6,Meridian QualityInspectionLot 219,QIL000219,1,310.0300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,35f85a4c0f92522293787260b9fd5a9835f85a4c0f92522293787260b9fd5a98
220,QIL000220,396,116,285,49,11,3,2,Zenith QualityInspectionLot 220,QIL000220,0,311.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8286f4288ce25b79a6bea6bf63036cf98286f4288ce25b79a6bea6bf63036cf9
221,QIL000221,252,129,-1,-1,1,3,7,Northstar QualityInspectionLot 221,QIL000221,1,312.7700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d9f993fb95135aa3ac0676cd8b4aaffed9f993fb95135aa3ac0676cd8b4aaffe
222,QIL000222,254,48,374,240,3,2,4,Pioneer QualityInspectionLot 222,QIL000222,1,314.1400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,415259da48e85804920a261f58c128af415259da48e85804920a261f58c128af
223,QIL000223,453,1,266,107,5,2,5,Evergreen QualityInspectionLot 223,QIL000223,1,315.5100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a11ccf2a81795a269b85601454993e21a11ccf2a81795a269b85601454993e21
224,QIL000224,42,187,364,246,4,10,3,Summit QualityInspectionLot 224,QIL000224,1,316.8800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0771558a9d735783ad08e546d2f5f09f0771558a9d735783ad08e546d2f5f09f
225,QIL000225,414,341,68,327,10,7,2,Ion QualityInspectionLot 225,QIL000225,0,318.2500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2dc752a3fcee59d68f6256702d09d6ca2dc752a3fcee59d68f6256702d09d6ca
226,QIL000226,442,276,90,48,2,7,5,Harbor QualityInspectionLot 226,QIL000226,1,319.6200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,95ee1e7c18d9544d8301e1dab1f24c8a95ee1e7c18d9544d8301e1dab1f24c8a
227,QIL000227,126,248,27,365,3,5,1,Delta QualityInspectionLot 227,QIL000227,1,320.9900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f0338f2fdf97559ab91f8cba271adc1ff0338f2fdf97559ab91f8cba271adc1f
228,QIL000228,209,13,43,10,9,7,7,Ion QualityInspectionLot 228,QIL000228,1,322.3600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ce303a0e4e305193a5c40de035c0362fce303a0e4e305193a5c40de035c0362f
229,QIL000229,301,198,325,128,2,11,6,Northstar QualityInspectionLot 229,QIL000229,1,323.7300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7209a2288fbc5135b784c9f97573106a7209a2288fbc5135b784c9f97573106a
230,QIL000230,321,343,336,481,8,5,2,Atlas QualityInspectionLot 230,QIL000230,0,325.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bfec8c19457658a98feba83ee8afb7aabfec8c19457658a98feba83ee8afb7aa
231,QIL000231,47,245,419,245,8,3,7,Junction QualityInspectionLot 231,QIL000231,1,326.4700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f90397df728f5890b2e86ccfdc79e4f1f90397df728f5890b2e86ccfdc79e4f1
232,QIL000232,452,312,114,490,3,1,2,Riverton QualityInspectionLot 232,QIL000232,1,327.8400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2bfd55432a645a7b87924231fe3eb2222bfd55432a645a7b87924231fe3eb222
233,QIL000233,394,161,422,286,6,7,7,Pioneer QualityInspectionLot 233,QIL000233,1,329.2100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b04f42b4310154ff86446a747e9466d0b04f42b4310154ff86446a747e9466d0
234,QIL000234,393,181,314,280,11,8,3,Junction QualityInspectionLot 234,QIL000234,1,330.5800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b146a520c9b659f580b270afc0bc11b1b146a520c9b659f580b270afc0bc11b1
235,QIL000235,269,172,150,413,9,4,4,Titan QualityInspectionLot 235,QIL000235,0,331.9500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5c6c4d5f32c356b888abb0b0707216cd5c6c4d5f32c356b888abb0b0707216cd
236,QIL000236,342,174,10,108,12,2,2,Keystone QualityInspectionLot 236,QIL000236,1,333.3200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fd7837adaacc584285d262b42c2c6618fd7837adaacc584285d262b42c2c6618
237,QIL000237,159,302,381,321,2,8,5,Titan QualityInspectionLot 237,QIL000237,1,334.6900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4d61f8841f2a5478b16e5db6543c6a574d61f8841f2a5478b16e5db6543c6a57
238,QIL000238,228,102,-1,-1,5,2,1,Unity QualityInspectionLot 238,QIL000238,1,336.0600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b6acd7e44d0551bea37fd14f8321900ab6acd7e44d0551bea37fd14f8321900a
239,QIL000239,431,175,351,286,8,11,7,Cedar QualityInspectionLot 239,QIL000239,1,337.4300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fb185b11263c51929d3f6cc60571e744fb185b11263c51929d3f6cc60571e744
240,QIL000240,207,17,428,54,11,9,3,Forge QualityInspectionLot 240,QIL000240,0,338.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bdd97815b3ac5733826a1fcffea44a44bdd97815b3ac5733826a1fcffea44a44
241,QIL000241,409,273,481,300,10,9,6,Vertex QualityInspectionLot 241,QIL000241,1,340.1700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,de34dc89f5885eb68065327cb2ad2582de34dc89f5885eb68065327cb2ad2582
242,QIL000242,389,102,69,53,9,11,1,Junction QualityInspectionLot 242,QIL000242,1,341.5400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b7ffc69fe8b653c8b7092ec7162d83d6b7ffc69fe8b653c8b7092ec7162d83d6
243,QIL000243,138,58,62,226,4,6,3,Meridian QualityInspectionLot 243,QIL000243,1,342.9100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,77ec829427e6578d80a7fea1bb96208577ec829427e6578d80a7fea1bb962085
244,QIL000244,92,127,134,209,10,1,6,Pioneer QualityInspectionLot 244,QIL000244,1,344.2800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,380c4e5901c75f5db81e8024302eb6c6380c4e5901c75f5db81e8024302eb6c6
245,QIL000245,339,187,228,330,5,3,2,Delta QualityInspectionLot 245,QIL000245,0,345.6500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fcbfb8f2b7965c31bfb37391d1cb922dfcbfb8f2b7965c31bfb37391d1cb922d
246,QIL000246,321,48,160,299,9,5,3,Beacon QualityInspectionLot 246,QIL000246,1,347.0200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e58b7a37f7fa53b2b6b7f9eb3def5c69e58b7a37f7fa53b2b6b7f9eb3def5c69
247,QIL000247,7,312,496,233,6,12,7,Delta QualityInspectionLot 247,QIL000247,1,348.3900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,521a4bd17bb65973a6b64da7831690fe521a4bd17bb65973a6b64da7831690fe
248,QIL000248,453,32,398,113,11,11,2,Titan QualityInspectionLot 248,QIL000248,1,349.7600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fa8ef7d7804c5022b9ae5631e2945b19fa8ef7d7804c5022b9ae5631e2945b19
249,QIL000249,423,263,175,437,3,4,2,Vertex QualityInspectionLot 249,QIL000249,1,351.1300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,28907831e82153099cf6c5f97d361a6f28907831e82153099cf6c5f97d361a6f
250,QIL000250,293,254,38,64,8,1,1,Ion QualityInspectionLot 250,QIL000250,0,352.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,20363308b8e55064971bac08a815e36320363308b8e55064971bac08a815e363
251,QIL000251,490,212,92,239,9,3,5,Atlas QualityInspectionLot 251,QIL000251,1,353.8700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8712c7a074b75c6bb212fadf85d214f78712c7a074b75c6bb212fadf85d214f7
252,QIL000252,430,181,348,310,7,7,1,Keystone QualityInspectionLot 252,QIL000252,1,355.2400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,031bab1e9e8a5fd0a6715b4d616137d3031bab1e9e8a5fd0a6715b4d616137d3
253,QIL000253,246,186,108,487,10,12,4,Atlas QualityInspectionLot 253,QIL000253,1,356.6100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8c99753cd9c85668b04f81d5cdedffd18c99753cd9c85668b04f81d5cdedffd1
254,QIL000254,484,316,164,456,2,12,4,Beacon QualityInspectionLot 254,QIL000254,1,357.9800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,accb8a541ee95f5a8314c6d2a5733a9eaccb8a541ee95f5a8314c6d2a5733a9e
255,QIL000255,232,35,-1,-1,12,2,6,Meridian QualityInspectionLot 255,QIL000255,0,359.3500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,90702e667cba57f6b8c232e1c8cd6d5890702e667cba57f6b8c232e1c8cd6d58
256,QIL000256,406,223,129,243,12,4,6,Meridian QualityInspectionLot 256,QIL000256,1,360.7200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7dcf8c85b1f555828a9d8a92d044521a7dcf8c85b1f555828a9d8a92d044521a
257,QIL000257,258,252,339,5,5,1,6,Cedar QualityInspectionLot 257,QIL000257,1,362.0900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b1a7aee1174f56f3bb4c9cc2942f63fcb1a7aee1174f56f3bb4c9cc2942f63fc
258,QIL000258,25,58,194,60,9,8,7,Harbor QualityInspectionLot 258,QIL000258,1,363.4600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cd532bda978f50fb8caba6fede56c973cd532bda978f50fb8caba6fede56c973
259,QIL000259,228,225,107,239,6,1,5,Liberty QualityInspectionLot 259,QIL000259,1,364.8300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,59ef2ef572ba5ef78da9b8d65eae411e59ef2ef572ba5ef78da9b8d65eae411e
260,QIL000260,120,128,366,278,1,12,7,Delta QualityInspectionLot 260,QIL000260,0,366.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,79f818b267b35b18b0c4a0fe7d08977779f818b267b35b18b0c4a0fe7d089777
261,QIL000261,391,45,384,181,4,10,4,Pioneer QualityInspectionLot 261,QIL000261,1,367.5700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1ccf9909e69c5d75aec8d46a649780741ccf9909e69c5d75aec8d46a64978074
262,QIL000262,48,284,31,492,9,12,7,Northstar QualityInspectionLot 262,QIL000262,1,368.9400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,295a49f24c395eea869c220903d2f1e6295a49f24c395eea869c220903d2f1e6
263,QIL000263,290,148,33,85,8,10,4,Liberty QualityInspectionLot 263,QIL000263,1,370.3100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,55fd1480925c5d9b9a8a12dacb11de9a55fd1480925c5d9b9a8a12dacb11de9a
264,QIL000264,141,204,48,217,12,5,2,Titan QualityInspectionLot 264,QIL000264,1,371.6800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5f0f182e1fc0533ca7446512eb6c1eaf5f0f182e1fc0533ca7446512eb6c1eaf
265,QIL000265,79,133,271,328,3,9,4,Ion QualityInspectionLot 265,QIL000265,0,373.0500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f6ab86576f355c6791d9ec4be546a991f6ab86576f355c6791d9ec4be546a991
266,QIL000266,239,192,195,369,4,12,4,Zenith QualityInspectionLot 266,QIL000266,1,374.4200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ad21048c744c5689ad781c287b53b9c5ad21048c744c5689ad781c287b53b9c5
267,QIL000267,446,225,104,433,9,1,7,Northstar QualityInspectionLot 267,QIL000267,1,375.7900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4b2bfba3243054cba87c4a8c2faa3ec54b2bfba3243054cba87c4a8c2faa3ec5
268,QIL000268,287,339,351,303,7,4,2,Forge QualityInspectionLot 268,QIL000268,1,377.1600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a11e43b33a2e578b83c10b8460a7c1b7a11e43b33a2e578b83c10b8460a7c1b7
269,QIL000269,170,130,499,54,12,8,5,Evergreen QualityInspectionLot 269,QIL000269,1,378.5300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0cd096a7cc5e58e18a8ce5b1d7b15fff0cd096a7cc5e58e18a8ce5b1d7b15fff
270,QIL000270,288,200,253,139,4,10,5,Evergreen QualityInspectionLot 270,QIL000270,0,379.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,40c5eb4c643257669335e8f7d43e2a5f40c5eb4c643257669335e8f7d43e2a5f
271,QIL000271,259,203,81,435,10,11,3,Forge QualityInspectionLot 271,QIL000271,1,381.2700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,578e48c09a3b5d5797cb80af74ec110f578e48c09a3b5d5797cb80af74ec110f
272,QIL000272,376,213,-1,-1,9,12,3,Atlas QualityInspectionLot 272,QIL000272,1,382.6400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d9a4fb6c09765876b519923fca709273d9a4fb6c09765876b519923fca709273
273,QIL000273,73,113,159,128,3,4,7,Meridian QualityInspectionLot 273,QIL000273,1,384.0100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,50582ef3acdb514a8bcc392b511d313a50582ef3acdb514a8bcc392b511d313a
274,QIL000274,190,298,215,117,8,8,6,Atlas QualityInspectionLot 274,QIL000274,1,385.3800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8a78b19baeee55e1b9ea078a3c2a94d98a78b19baeee55e1b9ea078a3c2a94d9
275,QIL000275,52,156,304,182,7,1,4,Beacon QualityInspectionLot 275,QIL000275,0,386.7500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bb1a36edba0359c699ee5ea166d97a75bb1a36edba0359c699ee5ea166d97a75
276,QIL000276,233,68,364,11,7,5,2,Evergreen QualityInspectionLot 276,QIL000276,1,388.1200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,07318c0608a15cdeaaffd35b0d81233107318c0608a15cdeaaffd35b0d812331
277,QIL000277,441,294,310,351,6,5,2,Zenith QualityInspectionLot 277,QIL000277,1,389.4900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,194ff55fa1c05ee8aeca1c52e1318adb194ff55fa1c05ee8aeca1c52e1318adb
278,QIL000278,196,87,386,198,3,1,4,Orion QualityInspectionLot 278,QIL000278,1,390.8600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6ec1db45c3a452ef89f4ec449ffae5e46ec1db45c3a452ef89f4ec449ffae5e4
279,QIL000279,121,283,47,418,6,2,6,Harbor QualityInspectionLot 279,QIL000279,1,392.2300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,57847fc308b750f691d453cb750c13c357847fc308b750f691d453cb750c13c3
280,QIL000280,276,120,131,352,10,4,6,Evergreen QualityInspectionLot 280,QIL000280,0,393.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a267c7055bf353688825614427db11ffa267c7055bf353688825614427db11ff
281,QIL000281,91,216,103,188,10,11,1,Delta QualityInspectionLot 281,QIL000281,1,394.9700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,522c203f1dc25d97871068ce4ae6c7a4522c203f1dc25d97871068ce4ae6c7a4
282,QIL000282,431,11,189,387,5,11,2,Junction QualityInspectionLot 282,QIL000282,1,396.3400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,59e5c4afa8bb561b949238b4e72c202659e5c4afa8bb561b949238b4e72c2026
283,QIL000283,421,107,136,259,12,1,1,Quartz QualityInspectionLot 283,QIL000283,1,397.7100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0807d0307d8b50da816763247f4f8f890807d0307d8b50da816763247f4f8f89
284,QIL000284,203,25,315,121,9,7,1,Keystone QualityInspectionLot 284,QIL000284,1,399.0800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ecd4eb2fa850574a9cdbc623aa48d7f3ecd4eb2fa850574a9cdbc623aa48d7f3
