ProductionCrewKey,ProductionCrewCode,ProductionCrewRoleKey,CostCenterKey,ProductionCrewName,RevisionCode,ActiveFlag,StandardValue,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
212,PC000212,263,201,Zenith ProductionCrew 212,PC000212,1,300.4400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2ae516b43f4b53f78d14ea410e716e412ae516b43f4b53f78d14ea410e716e41
213,PC000213,405,74,Forge ProductionCrew 213,PC000213,1,301.8100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ae56d33f6bd6553db5f6ef7cd975b5ebae56d33f6bd6553db5f6ef7cd975b5eb
214,PC000214,334,71,Keystone ProductionCrew 214,PC000214,1,303.1800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dbb97faeb27f5b0da94c7b458e138e1cdbb97faeb27f5b0da94c7b458e138e1c
215,PC000215,239,361,Beacon ProductionCrew 215,PC000215,0,304.5500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ebbf8d6ee1fc5a09872a10fa24c0bff0ebbf8d6ee1fc5a09872a10fa24c0bff0
216,PC000216,379,161,Summit ProductionCrew 216,PC000216,1,305.9200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9d1677efde9f5b6fb07407ead531e68b9d1677efde9f5b6fb07407ead531e68b
217,PC000217,22,372,Meridian ProductionCrew 217,PC000217,1,307.2900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bdf7da0a128a5d86b7e7dbed0abccef9bdf7da0a128a5d86b7e7dbed0abccef9
218,PC000218,22,349,Evergreen ProductionCrew 218,PC000218,1,308.6600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,11370af9f4485967b5b5c1730418158811370af9f4485967b5b5c17304181588
219,PC000219,205,273,Harbor ProductionCrew 219,PC000219,1,310.0300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,891371880b34560c8dea475ce6873dbe891371880b34560c8dea475ce6873dbe
220,PC000220,458,132,Keystone ProductionCrew 220,PC000220,0,311.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8abf397ae89051bda7b12a5af54a5ddb8abf397ae89051bda7b12a5af54a5ddb
221,PC000221,273,441,Quartz ProductionCrew 221,PC000221,1,312.7700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6f2fdc96b0885e118c4c574eb397570c6f2fdc96b0885e118c4c574eb397570c
222,PC000222,182,186,Quartz ProductionCrew 222,PC000222,1,314.1400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a564c8695dc15ec48508cb452595ec65a564c8695dc15ec48508cb452595ec65
223,PC000223,241,357,Junction ProductionCrew 223,PC000223,1,315.5100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,211609a1863f521e9c94d25053e5b1ab211609a1863f521e9c94d25053e5b1ab
224,PC000224,244,149,Zenith ProductionCrew 224,PC000224,1,316.8800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9119958f08e85b62bcc437ae2e0d8e469119958f08e85b62bcc437ae2e0d8e46
225,PC000225,52,135,Summit ProductionCrew 225,PC000225,0,318.2500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a8ff068e6f9156239090771864b0516ca8ff068e6f9156239090771864b0516c
226,PC000226,486,115,Titan ProductionCrew 226,PC000226,1,319.6200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4cfe697d3989568eb7293df48e5fb15b4cfe697d3989568eb7293df48e5fb15b
227,PC000227,319,300,Quartz ProductionCrew 227,PC000227,1,320.9900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eceb156fdd8a570a92c086fcae66f341eceb156fdd8a570a92c086fcae66f341
228,PC000228,340,206,Evergreen ProductionCrew 228,PC000228,1,322.3600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,134092462b665951b41d494cfd9c9751134092462b665951b41d494cfd9c9751
229,PC000229,375,151,Atlas ProductionCrew 229,PC000229,1,323.7300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7d71002843275cada5e37d46c5ad934d7d71002843275cada5e37d46c5ad934d
230,PC000230,114,257,Summit ProductionCrew 230,PC000230,0,325.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e75c7e5667b35e9798efedf0cadc4e19e75c7e5667b35e9798efedf0cadc4e19
231,PC000231,45,233,Summit ProductionCrew 231,PC000231,1,326.4700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4f917db88126532d9a9efce23c508f594f917db88126532d9a9efce23c508f59
232,PC000232,294,212,Quartz ProductionCrew 232,PC000232,1,327.8400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dd2ed675a2c65f0699ad016366800c2ddd2ed675a2c65f0699ad016366800c2d
233,PC000233,114,344,Evergreen ProductionCrew 233,PC000233,1,329.2100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,48acbd13156d55e1a9f0f127ca17ad3f48acbd13156d55e1a9f0f127ca17ad3f
234,PC000234,484,214,Zenith ProductionCrew 234,PC000234,1,330.5800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bc779b0f1cfa5d82b0b2976ce54ffa94bc779b0f1cfa5d82b0b2976ce54ffa94
235,PC000235,364,21,Summit ProductionCrew 235,PC000235,0,331.9500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e704e73b0bc9529ca758893ad8572ec5e704e73b0bc9529ca758893ad8572ec5
236,PC000236,33,262,Forge ProductionCrew 236,PC000236,1,333.3200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aaf5ccad84875236bb6dc4f8037cb045aaf5ccad84875236bb6dc4f8037cb045
237,PC000237,427,253,Unity ProductionCrew 237,PC000237,1,334.6900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,068f6ef46fb6585abeb264f218e77723068f6ef46fb6585abeb264f218e77723
238,PC000238,100,31,Keystone ProductionCrew 238,PC000238,1,336.0600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ef568587c68e5bcf8b6873cdc61fd229ef568587c68e5bcf8b6873cdc61fd229
239,PC000239,127,109,Vertex ProductionCrew 239,PC000239,1,337.4300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9c3d4628d89d576c9e8ef97ab90c4c689c3d4628d89d576c9e8ef97ab90c4c68
240,PC000240,452,26,Keystone ProductionCrew 240,PC000240,0,338.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a764f00f0bc158f69f9cec6843f4e7c4a764f00f0bc158f69f9cec6843f4e7c4
241,PC000241,432,258,Summit ProductionCrew 241,PC000241,1,340.1700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,114a4395370151dda96c80e54fda19ef114a4395370151dda96c80e54fda19ef
242,PC000242,438,499,Meridian ProductionCrew 242,PC000242,1,341.5400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ec6c5445d7f552988993242124472aa1ec6c5445d7f552988993242124472aa1
243,PC000243,25,58,Liberty ProductionCrew 243,PC000243,1,342.9100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f8b46c11d38253bfa59927af21a511cdf8b46c11d38253bfa59927af21a511cd
244,PC000244,344,359,Titan ProductionCrew 244,PC000244,1,344.2800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4a9cd185425f5501844d4492281d7c574a9cd185425f5501844d4492281d7c57
245,PC000245,153,231,Northstar ProductionCrew 245,PC000245,0,345.6500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,078363666a58518cb9bef605f9156ae9078363666a58518cb9bef605f9156ae9
246,PC000246,86,487,Evergreen ProductionCrew 246,PC000246,1,347.0200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c209523bfb53523f860df83f412f1701c209523bfb53523f860df83f412f1701
247,PC000247,326,76,Unity ProductionCrew 247,PC000247,1,348.3900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4c0a6080a5615317a014244cedbb27c74c0a6080a5615317a014244cedbb27c7
248,PC000248,144,161,Zenith ProductionCrew 248,PC000248,1,349.7600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,511ec2403e4757f09f36c0231d52f892511ec2403e4757f09f36c0231d52f892
249,PC000249,88,482,Atlas ProductionCrew 249,PC000249,1,351.1300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8ff2f852b0b25627a3870b768872bcf28ff2f852b0b25627a3870b768872bcf2
250,PC000250,274,456,Ion ProductionCrew 250,PC000250,0,352.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2be0616e903c5c0d9de4b7213374efcd2be0616e903c5c0d9de4b7213374efcd
251,PC000251,362,338,Beacon ProductionCrew 251,PC000251,1,353.8700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,980852bc56ea5c1caed669f6662d42b2980852bc56ea5c1caed669f6662d42b2
252,PC000252,83,304,Orion ProductionCrew 252,PC000252,1,355.2400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7283c6e0082a5c2390f1af3604182bc87283c6e0082a5c2390f1af3604182bc8
253,PC000253,269,50,Orion ProductionCrew 253,PC000253,1,356.6100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3908f3e81da25d99b0a6081d6f146f8f3908f3e81da25d99b0a6081d6f146f8f
254,PC000254,431,45,Summit ProductionCrew 254,PC000254,1,357.9800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,55bd70b688325af092cd53300fb34d5c55bd70b688325af092cd53300fb34d5c
255,PC000255,484,387,Keystone ProductionCrew 255,PC000255,0,359.3500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5bcac8c073345451a25ef718358de2575bcac8c073345451a25ef718358de257
256,PC000256,336,457,Northstar ProductionCrew 256,PC000256,1,360.7200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fdfa249604495701b5ac289e3f3d5fe1fdfa249604495701b5ac289e3f3d5fe1
257,PC000257,370,269,Summit ProductionCrew 257,PC000257,1,362.0900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6df53e93ec405e568dabf9681310d7fc6df53e93ec405e568dabf9681310d7fc
258,PC000258,184,210,Meridian ProductionCrew 258,PC000258,1,363.4600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,93c13119c2e554f3a26e06c6b49656ed93c13119c2e554f3a26e06c6b49656ed
259,PC000259,205,34,Northstar ProductionCrew 259,PC000259,1,364.8300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,944765d4bc5750cb9bbb0a8d73a79a5c944765d4bc5750cb9bbb0a8d73a79a5c
260,PC000260,155,299,Unity ProductionCrew 260,PC000260,0,366.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,615ac73ff1195db196ab06373901e998615ac73ff1195db196ab06373901e998
261,PC000261,440,386,Summit ProductionCrew 261,PC000261,1,367.5700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f26d6b352498557ea98806cebb9023c7f26d6b352498557ea98806cebb9023c7
262,PC000262,409,117,Northstar ProductionCrew 262,PC000262,1,368.9400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,717b7d012bcd52d39d2060e716d2f3c3717b7d012bcd52d39d2060e716d2f3c3
263,PC000263,60,13,Harbor ProductionCrew 263,PC000263,1,370.3100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cf183ec74fcd5a23ba275cd49839b49bcf183ec74fcd5a23ba275cd49839b49b
264,PC000264,54,242,Beacon ProductionCrew 264,PC000264,1,371.6800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,83593d1c5cb55e1383545f504f1eb3ab83593d1c5cb55e1383545f504f1eb3ab
265,PC000265,161,104,Evergreen ProductionCrew 265,PC000265,0,373.0500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ab14fd763dfb50789d41f9b0e001e8fcab14fd763dfb50789d41f9b0e001e8fc
266,PC000266,136,342,Riverton ProductionCrew 266,PC000266,1,374.4200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fc85ab788c9e5460a183a6acbe8c32edfc85ab788c9e5460a183a6acbe8c32ed
267,PC000267,184,406,Pioneer ProductionCrew 267,PC000267,1,375.7900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,62e3d4aebf05552ca45d59c77f72b8bd62e3d4aebf05552ca45d59c77f72b8bd
268,PC000268,383,437,Evergreen ProductionCrew 268,PC000268,1,377.1600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b7efefdd4b2d515794a11ed167091cfdb7efefdd4b2d515794a11ed167091cfd
269,PC000269,47,245,Northstar ProductionCrew 269,PC000269,1,378.5300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7c9893173c1358ea9b0ec77c647333117c9893173c1358ea9b0ec77c64733311
270,PC000270,50,332,Zenith ProductionCrew 270,PC000270,0,379.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,95b1c2357cd951469a5476fa726fc5fc95b1c2357cd951469a5476fa726fc5fc
271,PC000271,227,462,Pioneer ProductionCrew 271,PC000271,1,381.2700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,62fb3651622a57dca3f75a2f5b9d5e5e62fb3651622a57dca3f75a2f5b9d5e5e
272,PC000272,467,477,Atlas ProductionCrew 272,PC000272,1,382.6400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,45b7c07f133d5cfaa1e439888be6096545b7c07f133d5cfaa1e439888be60965
273,PC000273,471,299,Quartz ProductionCrew 273,PC000273,1,384.0100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b3c9604941bf5c05b8a69e1a940b5a99b3c9604941bf5c05b8a69e1a940b5a99
274,PC000274,122,163,Keystone ProductionCrew 274,PC000274,1,385.3800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,07c3fdcc97785db7be6e2f047985009707c3fdcc97785db7be6e2f0479850097
275,PC000275,459,464,Harbor ProductionCrew 275,PC000275,0,386.7500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3294703364f7545490e57dc1274003403294703364f7545490e57dc127400340
276,PC000276,349,278,Zenith ProductionCrew 276,PC000276,1,388.1200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a01d1680568a5683a261bdeb93a993bea01d1680568a5683a261bdeb93a993be
277,PC000277,464,439,Orion ProductionCrew 277,PC000277,1,389.4900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0385d4d89f1f535b82d75773330d5a5d0385d4d89f1f535b82d75773330d5a5d
278,PC000278,199,334,Meridian ProductionCrew 278,PC000278,1,390.8600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dad62c368b9351a7885a17bc808f737cdad62c368b9351a7885a17bc808f737c
279,PC000279,306,78,Riverton ProductionCrew 279,PC000279,1,392.2300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f8d835d6488e59a89998f4a9cc95c4f0f8d835d6488e59a89998f4a9cc95c4f0
280,PC000280,387,347,Unity ProductionCrew 280,PC000280,0,393.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,795d066a73565668b1783ae6395efb6f795d066a73565668b1783ae6395efb6f
281,PC000281,157,144,Unity ProductionCrew 281,PC000281,1,394.9700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,be1e227c60ac5c89a4abe77ec68282ddbe1e227c60ac5c89a4abe77ec68282dd
282,PC000282,153,349,Vertex ProductionCrew 282,PC000282,1,396.3400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5ad4a47ce53655e789351db850e9a06f5ad4a47ce53655e789351db850e9a06f
283,PC000283,307,123,Quartz ProductionCrew 283,PC000283,1,397.7100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f2a39847194c58639b19c934e7d74f4bf2a39847194c58639b19c934e7d74f4b
284,PC000284,21,395,Forge ProductionCrew 284,PC000284,1,399.0800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cbac1f1b4e5651feb8a8badc4ac9a58ecbac1f1b4e5651feb8a8badc4ac9a58e
285,PC000285,391,42,Summit ProductionCrew 285,PC000285,0,400.4500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,900ec30eab51583fbde0f642f9a55c6c900ec30eab51583fbde0f642f9a55c6c
286,PC000286,377,355,Harbor ProductionCrew 286,PC000286,1,401.8200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4f4919ac6e235c8a86c595137a588e7a4f4919ac6e235c8a86c595137a588e7a
287,PC000287,345,87,Orion ProductionCrew 287,PC000287,1,403.1900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c40adab49cf853fb9653f2dff26e29eac40adab49cf853fb9653f2dff26e29ea
288,PC000288,143,325,Evergreen ProductionCrew 288,PC000288,1,404.5600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4d10ffe92b2656b99d661812c0e191a94d10ffe92b2656b99d661812c0e191a9
289,PC000289,431,111,Meridian ProductionCrew 289,PC000289,1,405.9300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cf878ca80c47552686669ac59915d2efcf878ca80c47552686669ac59915d2ef
290,PC000290,232,134,Forge ProductionCrew 290,PC000290,0,407.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c0b5e61b2f605251a8a68e9a12a9f864c0b5e61b2f605251a8a68e9a12a9f864
291,PC000291,224,187,Evergreen ProductionCrew 291,PC000291,1,408.6700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4415f0c5ef0b51ce9ee549cba810e8cf4415f0c5ef0b51ce9ee549cba810e8cf
292,PC000292,256,455,Atlas ProductionCrew 292,PC000292,1,410.0400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8676326f52cb52e981f81842e513d9ac8676326f52cb52e981f81842e513d9ac
293,PC000293,173,213,Northstar ProductionCrew 293,PC000293,1,411.4100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,721680c3b1555cf79171c4a4429272e2721680c3b1555cf79171c4a4429272e2
294,PC000294,437,42,Liberty ProductionCrew 294,PC000294,1,412.7800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,60f9d8cc6db25b65b056c29c2b79c38560f9d8cc6db25b65b056c29c2b79c385
295,PC000295,36,284,Willow ProductionCrew 295,PC000295,0,414.1500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,31ff262480fe5cb2950332015eca468631ff262480fe5cb2950332015eca4686
296,PC000296,42,177,Summit ProductionCrew 296,PC000296,1,415.5200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b4158c61b1a7544c9ae334dbe47e6040b4158c61b1a7544c9ae334dbe47e6040
297,PC000297,276,39,Evergreen ProductionCrew 297,PC000297,1,416.8900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ebf7b662d6695694b062321d751cf439ebf7b662d6695694b062321d751cf439
298,PC000298,455,42,Meridian ProductionCrew 298,PC000298,1,418.2600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8a18c8b0aab95c81aeaeabdd3dc067038a18c8b0aab95c81aeaeabdd3dc06703
299,PC000299,461,436,Titan ProductionCrew 299,PC000299,1,419.6300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c08ccce58c425660b57c849c9fe2fc46c08ccce58c425660b57c849c9fe2fc46
300,PC000300,215,50,Cedar ProductionCrew 300,PC000300,0,421.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2b5461b4b20e5899b984c9f9dc365e942b5461b4b20e5899b984c9f9dc365e94
301,PC000301,5,280,Evergreen ProductionCrew 301,PC000301,1,422.3700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,075d28b5f2e2569191fd9daa5bb3b1f4075d28b5f2e2569191fd9daa5bb3b1f4
302,PC000302,277,48,Forge ProductionCrew 302,PC000302,1,423.7400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0404647c420457ebb31338d62634e5f60404647c420457ebb31338d62634e5f6
303,PC000303,294,313,Cedar ProductionCrew 303,PC000303,1,425.1100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,abdb5dbd6d615da184a33e729199da02abdb5dbd6d615da184a33e729199da02
304,PC000304,9,459,Keystone ProductionCrew 304,PC000304,1,426.4800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bfc3454ffb3e5a799db74f651ccc34e4bfc3454ffb3e5a799db74f651ccc34e4
305,PC000305,53,262,Willow ProductionCrew 305,PC000305,0,427.8500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2a74b412e57b54ada6677ae28ef0ab3d2a74b412e57b54ada6677ae28ef0ab3d
306,PC000306,52,421,Evergreen ProductionCrew 306,PC000306,1,429.2200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a757757b03f35c53b16d4fbadf9b398aa757757b03f35c53b16d4fbadf9b398a
307,PC000307,500,313,Willow ProductionCrew 307,PC000307,1,430.5900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,65dd516062ce595a9e07796ee68c678465dd516062ce595a9e07796ee68c6784
308,PC000308,419,230,Orion ProductionCrew 308,PC000308,1,431.9600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,addc75d521ab5d919ad3abb93d8370b2addc75d521ab5d919ad3abb93d8370b2
309,PC000309,65,290,Unity ProductionCrew 309,PC000309,1,433.3300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6e1837a6d1fd50af8e788655a4656db36e1837a6d1fd50af8e788655a4656db3
310,PC000310,386,439,Harbor ProductionCrew 310,PC000310,0,434.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cd6d2f3c9d4f5d9b9854dd62503195d1cd6d2f3c9d4f5d9b9854dd62503195d1
311,PC000311,148,255,Unity ProductionCrew 311,PC000311,1,436.0700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,18e76c669e1b543999053804c07bb29818e76c669e1b543999053804c07bb298
312,PC000312,1,288,Evergreen ProductionCrew 312,PC000312,1,437.4400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3361d44daa9d587da0b115de03471f9a3361d44daa9d587da0b115de03471f9a
313,PC000313,325,56,Quartz ProductionCrew 313,PC000313,1,438.8100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4e6bb32868e95261b0411fdf0e9b13264e6bb32868e95261b0411fdf0e9b1326
314,PC000314,17,386,Summit ProductionCrew 314,PC000314,1,440.1800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,97337b4015b95a81b48f26700e6ec8c197337b4015b95a81b48f26700e6ec8c1
315,PC000315,321,211,Keystone ProductionCrew 315,PC000315,0,441.5500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ee61251ed0c6586ea72bc3eef8fc8256ee61251ed0c6586ea72bc3eef8fc8256
316,PC000316,48,488,Zenith ProductionCrew 316,PC000316,1,442.9200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,428e724ea52458aeabd5bb44aa7a3b0d428e724ea52458aeabd5bb44aa7a3b0d
317,PC000317,359,123,Summit ProductionCrew 317,PC000317,1,444.2900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f41f612455d15a65b0e8d85588f1ca74f41f612455d15a65b0e8d85588f1ca74
